energy_ev,total_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.68784392,0.79969972,0.30389161,0.15414550,0.07261737,0.34589498,0.06032750,0.00010872
-5.68184092,0.80562538,0.30488256,0.15543498,0.07423006,0.34910530,0.05984874,0.00010891
-5.67583792,0.81136187,0.30649942,0.15651468,0.07567261,0.35212897,0.05957174,0.00010930
-5.66983492,0.81664351,0.30870569,0.15732290,0.07691771,0.35485079,0.05951332,0.00010987
-5.66383192,0.82123300,0.31146600,0.15780347,0.07794319,0.35716428,0.05969122,0.00011060
-5.65782891,0.82493272,0.31474865,0.15790812,0.07873319,0.35897609,0.06012470,0.00011149
-5.65182591,0.82759371,0.31852735,0.15759841,0.07927904,0.36020936,0.06083480,0.00011252
-5.64582291,0.82912176,0.32278219,0.15684714,0.07957983,0.36080616,0.06184458,0.00011368
-5.63981991,0.82948050,0.32749966,0.15563924,0.07964264,0.36072883,0.06317900,0.00011497
-5.63381691,0.82869134,0.33267179,0.15397206,0.07948242,0.35996002,0.06486464,0.00011640
-5.62781391,0.82683020,0.33829451,0.15185511,0.07912149,0.35850177,0.06692908,0.00011797
-5.62181091,0.82402152,0.34436535,0.14930919,0.07858867,0.35637355,0.06940011,0.00011968
-5.61580790,0.82042980,0.35088057,0.14636512,0.07791815,0.35360952,0.07230461,0.00012155
-5.60980490,0.81624932,0.35783214,0.14306212,0.07714813,0.35025521,0.07566736,0.00012357
-5.60380190,0.81169261,0.36520454,0.13944584,0.07631918,0.34636394,0.07950957,0.00012577
-5.59779890,0.80697855,0.37297194,0.13556637,0.07547262,0.34199316,0.08384747,0.00012813
-5.59179590,0.80232054,0.38109565,0.13147620,0.07464880,0.33720111,0.08869077,0.00013067
-5.58579290,0.79791571,0.38952229,0.12722831,0.07388549,0.33204386,0.09404131,0.00013338
-5.57978989,0.79393548,0.39818275,0.12287446,0.07321636,0.32657298,0.09989174,0.00013624
-5.57378689,0.79051819,0.40699200,0.11846380,0.07266975,0.32083409,0.10622451,0.00013924
-5.56778389,0.78776396,0.41584987,0.11404184,0.07226759,0.31486610,0.11301113,0.00014235
-5.56178089,0.78573201,0.42464269,0.10964978,0.07202473,0.30870136,0.12021173,0.00014554
-5.55577789,0.78444052,0.43324584,0.10532426,0.07194851,0.30236649,0.12777510,0.00014877
-5.54977489,0.78386881,0.44152697,0.10109734,0.07203873,0.29588386,0.13563905,0.00015199
-5.54377189,0.78396168,0.44934977,0.09699697,0.07228787,0.28927352,0.14373130,0.00015517
-5.53776888,0.78463539,0.45657814,0.09304743,0.07268168,0.28255532,0.15197071,0.00015824
-5.53176588,0.78578501,0.46308051,0.08927019,0.07319997,0.27575111,0.16026893,0.00016115
-5.52576288,0.78729251,0.46873404,0.08568457,0.07381765,0.26888675,0.16853244,0.00016384
-5.51975988,0.78903507,0.47342863,0.08230855,0.07450589,0.26199375,0.17666475,0.00016626
-5.51375688,0.79089316,0.47707048,0.07915938,0.07523341,0.25511043,0.18456888,0.00016837
-5.50775388,0.79275788,0.47958504,0.07625409,0.07596777,0.24828238,0.19214992,0.00017010
-5.50175088,0.79453713,0.48091926,0.07360972,0.07667666,0.24156230,0.19931751,0.00017143
-5.49574787,0.79616036,0.48104305,0.07124336,0.07732910,0.23500912,0.20598830,0.00017232
-5.48974487,0.79758156,0.47994987,0.06917191,0.07789648,0.22868641,0.21208806,0.00017274
-5.48374187,0.79878042,0.47765654,0.06741164,0.07835354,0.22266030,0.21755360,0.00017267
-5.47773887,0.79976169,0.47420217,0.06597747,0.07867898,0.21699683,0.22233419,0.00017212
-5.47173587,0.80055269,0.46964637,0.06488218,0.07885602,0.21175910,0.22639251,0.00017107
-5.46573287,0.80119929,0.46406680,0.06413541,0.07887265,0.20700425,0.22970517,0.00016954
-5.45972986,0.80176049,0.45755617,0.06374272,0.07872173,0.20278041,0.23226267,0.00016755
-5.45372686,0.80230211,0.45021885,0.06370456,0.07840078,0.19912404,0.23406882,0.00016513
-5.44772386,0.80288989,0.44216717,0.06401545,0.07791177,0.19605755,0.23513981,0.00016231
-5.44172086,0.80358240,0.43351772,0.06466324,0.07726063,0.19358751,0.23550285,0.00015913
-5.43571786,0.80442438,0.42438764,0.06562863,0.07645675,0.19170355,0.23519452,0.00015563
-5.42971486,0.80544090,0.41489118,0.06688495,0.07551240,0.19037801,0.23425902,0.00015186
-5.42371186,0.80663264,0.40513667,0.06839826,0.07444215,0.18956647,0.23274633,0.00014787
-5.41770885,0.80797290,0.39522399,0.07012775,0.07326233,0.18920902,0.23071047,0.00014370
-5.41170585,0.80940638,0.38524266,0.07202652,0.07199056,0.18923243,0.22820796,0.00013941
-5.40570285,0.81085014,0.37527070,0.07404262,0.07064538,0.18955302,0.22529655,0.00013503
-5.39969985,0.81219660,0.36537424,0.07612045,0.06924599,0.19008019,0.22203431,0.00013060
-5.39369685,0.81331862,0.35560781,0.07820236,0.06781212,0.19072035,0.21847911,0.00012616
-5.38769385,0.81407644,0.34601552,0.08023044,0.06636406,0.19138128,0.21468846,0.00012174
-5.38169085,0.81432612,0.33663269,0.08214844,0.06492267,0.19197652,0.21071975,0.00011736
-5.37568784,0.81392905,0.32748810,0.08390368,0.06350962,0.19242971,0.20663070,0.00011305
-5.36968484,0.81276198,0.31860655,0.08544895,0.06214755,0.19267855,0.20248004,0.00010881
-5.36368184,0.81072688,0.31001159,0.08674423,0.06086026,0.19267835,0.19832824,0.00010466
-5.35767884,0.80776017,0.30172815,0.08775817,0.05967286,0.19240475,0.19423811,0.00010061
-5.35167584,0.80384044,0.29378491,0.08846928,0.05861180,0.19185565,0.19027528,0.00009666
-5.34567284,0.79899435,0.28621630,0.08886676,0.05770474,0.19105207,0.18650828,0.00009282
-5.33966983,0.79329997,0.27906371,0.08895085,0.05698029,0.19003798,0.18300818,0.00008908
-5.33366683,0.78688739,0.27237605,0.08873277,0.05646753,0.18887893,0.17984780,0.00008546
-5.32766383,0.77993627,0.26620939,0.08823426,0.05619531,0.18765969,0.17710027,0.00008196
-5.32166083,0.77267043,0.26062569,0.08748655,0.05619138,0.18648071,0.17483716,0.00007857
-5.31565783,0.76534946,0.25569072,0.08652905,0.05648129,0.18545387,0.17312614,0.00007532
-5.30965483,0.75825790,0.25147113,0.08540763,0.05708724,0.18469738,0.17202816,0.00007221
-5.30365183,0.75169230,0.24803094,0.08417264,0.05802681,0.18433021,0.17159458,0.00006925
-5.29764882,0.74594700,0.24542756,0.08287681,0.05931160,0.18446637,0.17186409,0.00006645
-5.29164582,0.74129917,0.24370764,0.08157298,0.06094607,0.18520910,0.17285981,0.00006384
-5.28564282,0.73799416,0.24290293,0.08031193,0.06292637,0.18664546,0.17458676,0.00006142
-5.27963982,0.73623185,0.24302656,0.07914035,0.06523952,0.18884150,0.17702979,0.00005922
-5.27363682,0.73615475,0.24406980,0.07809895,0.06786274,0.19183817,0.18015218,0.00005724
-5.26763382,0.73783878,0.24599973,0.07722100,0.07076325,0.19564842,0.18389511,0.00005551
-5.26163082,0.74128707,0.24875791,0.07653117,0.07389833,0.20025537,0.18817800,0.00005405
-5.25562781,0.74642732,0.25226021,0.07604484,0.07721592,0.20561191,0.19289980,0.00005286
-5.24962481,0.75311288,0.25639787,0.07576786,0.08065554,0.21164160,0.19794128,0.00005197
-5.24362181,0.76112767,0.26103983,0.07569677,0.08414970,0.21824096,0.20316812,0.00005139
-5.23761881,0.77019449,0.26603622,0.07581942,0.08762562,0.22528294,0.20843483,0.00005113
-5.23161581,0.77998657,0.27122289,0.07611608,0.09100726,0.23262159,0.21358922,0.00005120
-5.22561281,0.79014152,0.27642680,0.07656077,0.09421758,0.24009752,0.21847726,0.00005163
-5.21960980,0.80027716,0.28147192,0.07712290,0.09718096,0.24754400,0.22294814,0.00005242
-5.21360680,0.81000806,0.28618546,0.07776904,0.09982561,0.25479341,0.22685921,0.00005360
-5.20760380,0.81896227,0.29040409,0.07846474,0.10208586,0.26168366,0.23008067,0.00005517
-5.20160080,0.82679695,0.29397975,0.07917633,0.10390438,0.26806428,0.23249966,0.00005718
-5.19559780,0.83321233,0.29678481,0.07987248,0.10523395,0.27380189,0.23402368,0.00005962
-5.18959480,0.83796313,0.29871636,0.08052564,0.10603898,0.27878480,0.23458315,0.00006253
-5.18359180,0.84086686,0.29969930,0.08111311,0.10629655,0.28292644,0.23413297,0.00006594
-5.17758879,0.84180861,0.29968818,0.08161773,0.10599689,0.28616757,0.23265312,0.00006985
-5.17158579,0.84074219,0.29866770,0.08202823,0.10514350,0.28847705,0.23014823,0.00007429
-5.16558279,0.83768764,0.29665176,0.08233916,0.10375263,0.28985131,0.22664624,0.00007927
-5.15957979,0.83272530,0.29368131,0.08255045,0.10185235,0.29031249,0.22219628,0.00008480
-5.15357679,0.82598704,0.28982106,0.08266664,0.09948122,0.28990539,0.21686576,0.00009088
-5.14757379,0.81764510,0.28515521,0.08269582,0.09668662,0.28869356,0.21073712,0.00009749
-5.14157079,0.80789952,0.27978256,0.08264845,0.09352275,0.28675462,0.20390421,0.00010461
-5.13556778,0.79696472,0.27381126,0.08253597,0.09004863,0.28417523,0.19646853,0.00011220
-5.12956478,0.78505634,0.26735346,0.08236950,0.08632585,0.28104608,0.18853560,0.00012019
-5.12356178,0.77237898,0.26052021,0.08215860,0.08241660,0.27745699,0.18021160,0.00012852
-5.11755878,0.75911564,0.25341685,0.08191015,0.07838160,0.27349268,0.17160031,0.00013709
-5.11155578,0.74541945,0.24613913,0.08162759,0.07427842,0.26922927,0.16280063,0.00014580
-5.10555278,0.73140813,0.23877024,0.08131035,0.07016005,0.26473171,0.15390455,0.00015453
-5.09954977,0.71716142,0.23137889,0.08095370,0.06607367,0.26005243,0.14499575,0.00016315
-5.09354677,0.70272151,0.22401838,0.08054891,0.06205996,0.25523100,0.13614879,0.00017151
-5.08754377,0.68809634,0.21672679,0.08008373,0.05815258,0.25029498,0.12742870,0.00017947
-5.08154077,0.67326541,0.20952810,0.07954327,0.05437810,0.24526167,0.11889114,0.00018689
-5.07553777,0.65818762,0.20243411,0.07891098,0.05075619,0.24014082,0.11058287,0.00019362
-5.06953477,0.64281052,0.19544702,0.07816993,0.04730004,0.23493774,0.10254245,0.00019953
-5.06353177,0.62708027,0.18856242,0.07730416,0.04401708,0.22965690,0.09480117,0.00020451
-5.05752876,0.61095163,0.18177246,0.07629995,0.04090972,0.22430553,0.08738403,0.00020846
-5.05152576,0.59439731,0.17506897,0.07514711,0.03797629,0.21889688,0.08031069,0.00021130
-5.04552276,0.57741587,0.16844634,0.07384005,0.03521196,0.21345316,0.07359640,0.00021298
-5.03951976,0.56003787,0.16190395,0.07237863,0.03260963,0.20800759,0.06725274,0.00021348
-5.03351676,0.54232972,0.15544802,0.07076867,0.03016080,0.20260568,0.06128826,0.00021281
-5.02751376,0.52439496,0.14909271,0.06902219,0.02785630,0.19730539,0.05570892,0.00021101
-5.02151076,0.50637299,0.14286057,0.06715723,0.02568695,0.19217631,0.05051839,0.00020814
-5.01550775,0.48843515,0.13678215,0.06519735,0.02364399,0.18729773,0.04571819,0.00020430
-5.00950475,0.47077862,0.13089493,0.06317082,0.02171951,0.18275580,0.04130771,0.00019960
-5.00350175,0.45361814,0.12524166,0.06110950,0.01990658,0.17863987,0.03728411,0.00019417
-4.99749875,0.43717647,0.11986813,0.05904749,0.01819943,0.17503817,0.03364226,0.00018815
-4.99149575,0.42167365,0.11482071,0.05701968,0.01659334,0.17203321,0.03037453,0.00018171
-4.98549275,0.40731615,0.11014356,0.05506017,0.01508465,0.16969699,0.02747072,0.00017498
-4.97948974,0.39428610,0.10587599,0.05320075,0.01367048,0.16808638,0.02491794,0.00016814
-4.97348674,0.38273145,0.10204979,0.05146944,0.01234861,0.16723901,0.02270059,0.00016131
-4.96748374,0.37275753,0.09868708,0.04988921,0.01111724,0.16716975,0.02080044,0.00015463
-4.96148074,0.36442046,0.09579843,0.04847695,0.00997474,0.16786812,0.01919676,0.00014820
-4.95547774,0.35772270,0.09338159,0.04724270,0.00891948,0.16929681,0.01786652,0.00014212
-4.94947474,0.35261112,0.09142087,0.04618923,0.00794962,0.17139131,0.01678475,0.00013646
-4.94347174,0.34897761,0.08988711,0.04531192,0.00706301,0.17406086,0.01592492,0.00013125
-4.93746873,0.34666217,0.08873836,0.04459904,0.00625707,0.17719058,0.01525933,0.00012651
-4.93146573,0.34545845,0.08792112,0.04403229,0.00552874,0.18064479,0.01475970,0.00012224
-4.92546273,0.34512133,0.08737217,0.04358766,0.00487446,0.18427137,0.01439761,0.00011842
-4.91945973,0.34537628,0.08702087,0.04323655,0.00429022,0.18790697,0.01414508,0.00011501
-4.91345673,0.34593004,0.08679176,0.04294705,0.00377159,0.19138287,0.01397510,0.00011193
-4.90745373,0.34648205,0.08660741,0.04268537,0.00331383,0.19453116,0.01386209,0.00010913
-4.90145073,0.34673613,0.08639134,0.04241728,0.00291196,0.19719104,0.01378241,0.00010653
-4.89544772,0.34641192,0.08607087,0.04210957,0.00256089,0.19921495,0.01371471,0.00010405
-4.88944472,0.34525546,0.08557977,0.04173143,0.00225549,0.20047417,0.01364034,0.00010161
-4.88344172,0.34304860,0.08486063,0.04125561,0.00199075,0.20086375,0.01354350,0.00009914
-4.87743872,0.33961664,0.08386680,0.04065953,0.00176186,0.20030648,0.01341153,0.00009657
-4.87143572,0.33483414,0.08256383,0.03992599,0.00156427,0.19875574,0.01323489,0.00009385
-4.86543272,0.32862852,0.08093043,0.03904375,0.00139380,0.19619715,0.01300720,0.00009094
-4.85942971,0.32098140,0.07895879,0.03800774,0.00124666,0.19264895,0.01272514,0.00008780
-4.85342671,0.31192781,0.07665444,0.03681908,0.00111954,0.18816105,0.01238826,0.00008443
-4.84742371,0.30155322,0.07403552,0.03548479,0.00100961,0.18281298,0.01199872,0.00008082
-4.84142071,0.28998877,0.07113158,0.03401728,0.00091453,0.17671061,0.01156100,0.00007698
-4.83541771,0.27740488,0.06798209,0.03243369,0.00083250,0.16998211,0.01108151,0.00007293
-4.82941471,0.26400367,0.06463452,0.03075498,0.00076223,0.16277301,0.01056821,0.00006870
-4.82341171,0.25001057,0.06114230,0.02900502,0.00070297,0.15524093,0.01003019,0.00006435
-4.81740870,0.23566551,0.05756267,0.02720961,0.00065451,0.14754992,0.00947723,0.00005990
-4.81140570,0.22121407,0.05395448,0.02539541,0.00061718,0.13986489,0.00891945,0.00005542
-4.80540270,0.20689908,0.05037617,0.02358904,0.00059187,0.13234612,0.00836686,0.00005094
-4.79939970,0.19295287,0.04688385,0.02181614,0.00058010,0.12514436,0.00782904,0.00004653
-4.79339670,0.17959059,0.04352968,0.02010064,0.00058399,0.11839633,0.00731488,0.00004223
-4.78739370,0.16700462,0.04036052,0.01846414,0.00060636,0.11222115,0.00683229,0.00003808
-4.78139070,0.15536053,0.03741696,0.01692537,0.00065077,0.10671751,0.00638804,0.00003413
-4.77538769,0.14479430,0.03473267,0.01549999,0.00072160,0.10196180,0.00598764,0.00003040
-4.76938469,0.13541116,0.03233413,0.01420035,0.00082409,0.09800722,0.00563527,0.00002692
-4.76338169,0.12728572,0.03024069,0.01303555,0.00096444,0.09488381,0.00533381,0.00002373
-4.75737869,0.12046350,0.02846502,0.01201161,0.00114988,0.09259940,0.00508487,0.00002082
-4.75137569,0.11496350,0.02701374,0.01113176,0.00138865,0.09114142,0.00488889,0.00001823
-4.74537269,0.11078187,0.02588839,0.01039679,0.00169012,0.09047944,0.00474531,0.00001594
-4.73936968,0.10789618,0.02508652,0.00980558,0.00206470,0.09056832,0.00465272,0.00001398
-4.73336668,0.10627036,0.02460293,0.00935561,0.00252383,0.09135185,0.00460907,0.00001233
-4.72736368,0.10585975,0.02443098,0.00904347,0.00307990,0.09276672,0.00461187,0.00001100
-4.72136068,0.10661631,0.02456392,0.00886550,0.00374602,0.09474666,0.00465841,0.00000998
-4.71535768,0.10849357,0.02499611,0.00881826,0.00453586,0.09722654,0.00474595,0.00000929
-4.70935468,0.11145109,0.02572421,0.00889904,0.00546333,0.10014633,0.00487195,0.00000891
-4.70335168,0.11545842,0.02674813,0.00910628,0.00654221,0.10345470,0.00503417,0.00000885
-4.69734867,0.12049813,0.02807181,0.00943990,0.00778572,0.10711212,0.00523088,0.00000911
-4.69134567,0.12656793,0.02970373,0.00990153,0.00920599,0.11109330,0.00546092,0.00000971
-4.68534267,0.13368170,0.03165712,0.01049468,0.01081359,0.11538894,0.00572375,0.00001065
-4.67933967,0.14186941,0.03394984,0.01122464,0.01261686,0.12000650,0.00601954,0.00001193
-4.67333667,0.15117583,0.03660400,0.01209845,0.01462141,0.12497016,0.00634909,0.00001359
-4.66733367,0.16165817,0.03964513,0.01312461,0.01682949,0.13031976,0.00671379,0.00001563
-4.66133067,0.17338255,0.04310117,0.01431268,0.01923951,0.13610886,0.00711557,0.00001806
-4.65532766,0.18641967,0.04700103,0.01567283,0.02184561,0.14240184,0.00755672,0.00002091
-4.64932466,0.20083954,0.05137300,0.01721524,0.02463735,0.14927031,0.00803982,0.00002419
-4.64332166,0.21670580,0.05624287,0.01894942,0.02759952,0.15678876,0.00856752,0.00002791
-4.63731866,0.23406963,0.06163203,0.02088350,0.03071219,0.16502981,0.00914240,0.00003208
-4.63131566,0.25296375,0.06755542,0.02302349,0.03395090,0.17405916,0.00976683,0.00003672
-4.62531266,0.27339653,0.07401953,0.02537249,0.03728708,0.18393050,0.01044282,0.00004181
-4.61930965,0.29534682,0.08102058,0.02793002,0.04068871,0.19468055,0.01117184,0.00004736
-4.61330665,0.31875954,0.08854291,0.03069138,0.04412113,0.20632465,0.01195480,0.00005335
-4.60730365,0.34354240,0.09655764,0.03364709,0.04754805,0.21885289,0.01279191,0.00005975
-4.60130065,0.36956395,0.10502179,0.03678253,0.05093272,0.23222722,0.01368266,0.00006654
-4.59529765,0.39665315,0.11387788,0.04007769,0.05423915,0.24637956,0.01462585,0.00007367
-4.58929465,0.42460042,0.12305400,0.04350715,0.05743341,0.26121109,0.01561957,0.00008110
-4.58329165,0.45316044,0.13246456,0.04704027,0.06048487,0.27659288,0.01666125,0.00008877
-4.57728864,0.48205635,0.14201146,0.05064153,0.06336731,0.29236772,0.01774776,0.00009660
-4.57128564,0.51098550,0.15158600,0.05427115,0.06605994,0.30835331,0.01887549,0.00010453
-4.56528264,0.53962629,0.16107115,0.05788588,0.06854812,0.32434652,0.02004041,0.00011248
-4.55927964,0.56764604,0.17034433,0.06143996,0.07082382,0.34012868,0.02123816,0.00012035
-4.55327664,0.59470941,0.17928055,0.06488621,0.07288575,0.35547171,0.02246412,0.00012807
-4.54727364,0.62048712,0.18775573,0.06817720,0.07473917,0.37014470,0.02371348,0.00013555
-4.54127064,0.64466456,0.19565016,0.07126658,0.07639531,0.38392081,0.02498119,0.00014269
-4.53526763,0.66694992,0.20285189,0.07411023,0.07787052,0.39658415,0.02626203,0.00014942
-4.52926463,0.68708155,0.20925998,0.07666754,0.07918511,0.40793627,0.02755057,0.00015566
-4.52326163,0.70483424,0.21478744,0.07890247,0.08036196,0.41780211,0.02884110,0.00016133
-4.51725863,0.72002420,0.21936371,0.08078452,0.08142501,0.42603510,0.03012763,0.00016638
-4.51125563,0.73251255,0.22293667,0.08228948,0.08239769,0.43252120,0.03140383,0.00017074
-4.50525263,0.74220739,0.22547411,0.08340005,0.08330135,0.43718176,0.03266304,0.00017439
-4.49924962,0.74906430,0.22696445,0.08410608,0.08415393,0.43997515,0.03389831,0.00017728
-4.49324662,0.75308548,0.22741704,0.08440475,0.08496870,0.44089701,0.03510245,0.00017940
-4.48724362,0.75431762,0.22686169,0.08430040,0.08575344,0.43997937,0.03626825,0.00018075
-4.48124062,0.75284878,0.22534775,0.08380418,0.08650992,0.43728852,0.03738867,0.00018133
-4.47523762,0.74880448,0.22294275,0.08293352,0.08723376,0.43292189,0.03845719,0.00018116
-4.46923462,0.74234325,0.21973058,0.08171141,0.08791474,0.42700416,0.03946824,0.00018027
-4.46323162,0.73365202,0.21580951,0.08016565,0.08853749,0.41968269,0.04041769,0.00017871
-4.45722861,0.72294136,0.21129000,0.07832789,0.08908252,0.41112256,0.04130342,0.00017653
-4.45122561,0.71044103,0.20629245,0.07623274,0.08952758,0.40150141,0.04212594,0.00017379
-4.44522261,0.69639578,0.20094505,0.07391685,0.08984924,0.39100439,0.04288906,0.00017057
-4.43921961,0.68106166,0.19538166,0.07141801,0.09002453,0.37981915,0.04360051,0.00016696
-4.43321661,0.66470272,0.18973998,0.06877430,0.09003273,0.36813133,0.04427257,0.00016304
-4.42721361,0.64758823,0.18415978,0.06602341,0.08985693,0.35612050,0.04492255,0.00015894
-4.42121061,0.62999029,0.17878152,0.06320192,0.08948558,0.34395656,0.04557323,0.00015475
-4.41520760,0.61218170,0.17374499,0.06034483,0.08891364,0.33179689,0.04625310,0.00015060
-4.40920460,0.59443412,0.16918827,0.05748506,0.08814355,0.31978409,0.04699643,0.00014663
-4.40320160,0.57701621,0.16524671,0.05465318,0.08718569,0.30804435,0.04784305,0.00014297
-4.39719860,0.56019175,0.16205203,0.05187709,0.08605856,0.29668642,0.04883802,0.00013976
-4.39119560,0.54421769,0.15973136,0.04918194,0.08478854,0.28580119,0.05003088,0.00013717
-4.38519260,0.52934188,0.15840625,0.04658996,0.08340920,0.27546181,0.05147479,0.00013533
-4.37918959,0.51580057,0.15819144,0.04412046,0.08196040,0.26572415,0.05322524,0.00013441
-4.37318659,0.50381568,0.15919358,0.04178984,0.08048700,0.25662783,0.05533866,0.00013455
-4.36718359,0.49359172,0.16150954,0.03961157,0.07903744,0.24819739,0.05787071,0.00013589
-4.36118059,0.48531256,0.16522457,0.03759633,0.07766205,0.24044387,0.06087441,0.00013859
-4.35517759,0.47913802,0.17041015,0.03575201,0.07641150,0.23336640,0.06439818,0.00014274
-4.34917459,0.47520045,0.17712163,0.03408386,0.07533499,0.22695405,0.06848369,0.00014847
-4.34317159,0.47360132,0.18539565,0.03259456,0.07447877,0.22118757,0.07316380,0.00015585
-4.33716858,0.47440808,0.19524746,0.03128435,0.07388458,0.21604120,0.07846057,0.00016493
-4.33116558,0.47765126,0.20666831,0.03015115,0.07358836,0.21148429,0.08438336,0.00017574
-4.32516258,0.48332211,0.21962290,0.02919068,0.07361919,0.20748277,0.09092721,0.00018827
-4.31915958,0.49137083,0.23404713,0.02839666,0.07399841,0.20400046,0.09807161,0.00020246
-4.31315658,0.50170557,0.24984635,0.02776093,0.07473899,0.20100005,0.10577962,0.00021824
-4.30715358,0.51419231,0.26689420,0.02727365,0.07584523,0.19844391,0.11399753,0.00023547
