energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.77188594,1.00789144,0.00229693,0.09226103,0.21424017,0.43454359,0.01091154,0.40943821
-5.76588294,1.02275454,0.00236762,0.09522456,0.21261204,0.44466326,0.01082982,0.41157806
-5.75987994,1.03754362,0.00245329,0.09804237,0.21055912,0.45489432,0.01071958,0.41382934
-5.75387694,1.05202196,0.00255481,0.10069964,0.20807959,0.46508664,0.01058084,0.41611984
-5.74787394,1.06598430,0.00267315,0.10318510,0.20518821,0.47509600,0.01041473,0.41839236
-5.74187094,1.07926026,0.00280935,0.10549081,0.20191616,0.48478654,0.01022348,0.42060606
-5.73586793,1.09171592,0.00296452,0.10761163,0.19831022,0.49403257,0.01001038,0.42273700
-5.72986493,1.10325384,0.00313981,0.10954467,0.19443152,0.50271989,0.00977968,0.42477798
-5.72386193,1.11381200,0.00333631,0.11128879,0.19035393,0.51074688,0.00953653,0.42673771
-5.71785893,1.12336198,0.00355504,0.11284400,0.18616212,0.51802529,0.00928681,0.42863966
-5.71185593,1.13190697,0.00379689,0.11421101,0.18194968,0.52448109,0.00903702,0.43052065
-5.70585293,1.13947983,0.00406248,0.11539097,0.17781715,0.53005538,0.00879415,0.43242948
-5.69984992,1.14614167,0.00435214,0.11638521,0.17387024,0.53470543,0.00856553,0.43442560
-5.69384692,1.15198105,0.00466582,0.11719536,0.17021820,0.53840604,0.00835869,0.43657806
-5.68784392,1.15711394,0.00500301,0.11782348,0.16697241,0.54115103,0.00818125,0.43896467
-5.68184092,1.16168425,0.00536267,0.11827246,0.16424517,0.54295489,0.00804081,0.44167143
-5.67583792,1.16586481,0.00574320,0.11854652,0.16214871,0.54385439,0.00794486,0.44479221
-5.66983492,1.16985844,0.00614242,0.11865182,0.16079422,0.54390996,0.00790067,0.44842835
-5.66383192,1.17389860,0.00655752,0.11859710,0.16029091,0.54320674,0.00791522,0.45268836
-5.65782891,1.17824935,0.00698512,0.11839433,0.16074506,0.54185495,0.00799513,0.45768731
-5.65182591,1.18320400,0.00742129,0.11805924,0.16225880,0.53998932,0.00814657,0.46354579
-5.64582291,1.18908213,0.00786159,0.11761177,0.16492876,0.53776771,0.00837518,0.47038839
-5.63981991,1.19622464,0.00830122,0.11707631,0.16884428,0.53536833,0.00868598,0.47834152
-5.63381691,1.20498674,0.00873503,0.11648170,0.17408545,0.53298599,0.00908330,0.48753043
-5.62781391,1.21572876,0.00915775,0.11586102,0.18072071,0.53082699,0.00957065,0.49807558
-5.62181091,1.22880491,0.00956404,0.11525108,0.18880431,0.52910306,0.01015061,0.51008827
-5.61580790,1.24455039,0.00994866,0.11469163,0.19837342,0.52802436,0.01082476,0.52366569
-5.60980490,1.26326729,0.01030664,0.11422437,0.20944538,0.52779189,0.01159351,0.53888558
-5.60380190,1.28520973,0.01063337,0.11389169,0.22201485,0.52858956,0.01245600,0.55580069
-5.59779890,1.31056904,0.01092475,0.11373530,0.23605123,0.53057631,0.01341005,0.57443325
-5.59179590,1.33945966,0.01117731,0.11379462,0.25149651,0.53387869,0.01445199,0.59476982
-5.58579290,1.37190643,0.01138823,0.11410526,0.26826358,0.53858415,0.01557664,0.61675671
-5.57978989,1.40783396,0.01155549,0.11469737,0.28623520,0.54473548,0.01677727,0.64029621
-5.57378689,1.44705873,0.01167784,0.11559417,0.30526382,0.55232660,0.01804555,0.66524403
-5.56778389,1.48928431,0.01175480,0.11681051,0.32517211,0.56130002,0.01937160,0.69140782
-5.56178089,1.53410011,0.01178666,0.11835172,0.34575452,0.57154598,0.02074401,0.71854734
-5.55577789,1.58098384,0.01177440,0.12021267,0.36677967,0.58290347,0.02214997,0.74637597
-5.54977489,1.62930779,0.01171963,0.12237712,0.38799358,0.59516295,0.02357534,0.77456381
-5.54377189,1.67834866,0.01162450,0.12481744,0.40912380,0.60807090,0.02500486,0.80274234
-5.53776888,1.72730093,0.01149156,0.12749467,0.42988409,0.62133582,0.02642231,0.83051042
-5.53176588,1.77529321,0.01132368,0.13035901,0.44997985,0.63463556,0.02781075,0.85744166
-5.52576288,1.82140723,0.01112393,0.13335060,0.46911386,0.64762571,0.02915280,0.88309284
-5.51975988,1.86469891,0.01089546,0.13640081,0.48699239,0.65994882,0.03043086,0.90701336
-5.51375688,1.90422085,0.01064140,0.13943376,0.50333144,0.67124400,0.03162746,0.92875519
-5.50775388,1.93904578,0.01036479,0.14236824,0.51786291,0.68115672,0.03272559,0.94788343
-5.50175088,1.96829008,0.01006853,0.14511985,0.53034067,0.68934851,0.03370897,0.96398684
-5.49574787,1.99113697,0.00975526,0.14760337,0.54054623,0.69550613,0.03456246,0.97668838
-5.48974487,2.00685852,0.00942745,0.14973527,0.54829404,0.69935022,0.03527236,0.98565518
-5.48374187,2.01483602,0.00908729,0.15143627,0.55343605,0.70064290,0.03582675,0.99060794
-5.47773887,2.01457799,0.00873676,0.15263381,0.55586573,0.69919428,0.03621581,0.99132918
-5.47173587,2.00573537,0.00837762,0.15326452,0.55552108,0.69486780,0.03643210,0.98767036
-5.46573287,1.98811331,0.00801149,0.15327634,0.55238681,0.68758398,0.03647082,0.97955736
-5.45972986,1.96167929,0.00763984,0.15263045,0.54649551,0.67732281,0.03633003,0.96699431
-5.45372686,1.92656698,0.00726408,0.15130270,0.53792764,0.66412445,0.03601077,0.95006544
-5.44772386,1.88307590,0.00688556,0.14928471,0.52681054,0.64808836,0.03551716,0.92893491
-5.44172086,1.83166651,0.00650567,0.14658440,0.51331616,0.62937090,0.03485644,0.90384447
-5.43571786,1.77295095,0.00612579,0.14322599,0.49765776,0.60818138,0.03403884,0.87510902
-5.42971486,1.70767945,0.00574739,0.13924948,0.48008551,0.58477663,0.03307748,0.84311004
-5.42371186,1.63672285,0.00537198,0.13470960,0.46088106,0.55945447,0.03198807,0.80828716
-5.41770885,1.56105163,0.00500114,0.12967423,0.44035127,0.53254597,0.03078865,0.77112790
-5.41170585,1.48171208,0.00463650,0.12422240,0.41882123,0.50440700,0.02949914,0.73215613
-5.40570285,1.39980031,0.00427969,0.11844193,0.39662669,0.47540913,0.02814088,0.69191929
-5.39969985,1.31643507,0.00393237,0.11242679,0.37410627,0.44593031,0.02673614,0.65097510
-5.39369685,1.23273001,0.00359614,0.10627427,0.35159348,0.41634558,0.02530754,0.60987787
-5.38769385,1.14976657,0.00327251,0.10008208,0.32940892,0.38701803,0.02387749,0.56916520
-5.38169085,1.06856825,0.00296288,0.09394552,0.30785295,0.35829043,0.02246762,0.52934518
-5.37568784,0.99007711,0.00266850,0.08795478,0.28719887,0.33047776,0.02109822,0.49088479
-5.36968484,0.91513333,0.00239043,0.08219249,0.26768705,0.30386075,0.01978776,0.45419974
-5.36368184,0.84445841,0.00212950,0.07673159,0.24952001,0.27868075,0.01855246,0.41964606
-5.35767884,0.77864251,0.00188633,0.07163360,0.23285872,0.25513607,0.01740589,0.38751375
-5.35167584,0.71813632,0.00166128,0.06694738,0.21782021,0.23337972,0.01635872,0.35802268
-5.34567284,0.66324745,0.00145449,0.06270829,0.20447647,0.21351875,0.01541854,0.33132070
-5.33966983,0.61414156,0.00126584,0.05893793,0.19285478,0.19561500,0.01458983,0.30748410
-5.33366683,0.57084773,0.00109501,0.05564427,0.18293933,0.17968732,0.01387393,0.28652021
-5.32766383,0.53326811,0.00094147,0.05282235,0.17467418,0.16571499,0.01326926,0.26837208
-5.32166083,0.50119096,0.00080452,0.05045528,0.16796730,0.15364224,0.01277150,0.25292499
-5.31565783,0.47430689,0.00068333,0.04851566,0.16269562,0.14338370,0.01237397,0.24001437
-5.30965483,0.45222729,0.00057695,0.04696729,0.15871098,0.13483041,0.01206801,0.22943510
-5.30365183,0.43450451,0.00048437,0.04576708,0.15584653,0.12785633,0.01184345,0.22095145
-5.29764882,0.42065283,0.00040452,0.04486709,0.15392367,0.12232499,0.01168909,0.21430772
-5.29164582,0.41016961,0.00033635,0.04421667,0.15275905,0.11809604,0.01159327,0.20923877
-5.28564282,0.40255579,0.00027882,0.04376450,0.15217148,0.11503149,0.01154438,0.20548047
-5.27963982,0.39733509,0.00023095,0.04346064,0.15198857,0.11300151,0.01153135,0.20277943
-5.27363682,0.39407127,0.00019183,0.04325828,0.15205279,0.11188940,0.01154414,0.20090191
-5.26763382,0.39238297,0.00016068,0.04311539,0.15222679,0.11159575,0.01157419,0.19964152
-5.26163082,0.39195557,0.00013682,0.04299600,0.15239784,0.11204164,0.01161469,0.19882550
-5.25562781,0.39254982,0.00011973,0.04287122,0.15248121,0.11317062,0.01166096,0.19831951
-5.24962481,0.39400706,0.00010903,0.04271988,0.15242243,0.11494970,0.01171052,0.19803065
-5.24362181,0.39625085,0.00010452,0.04252885,0.15219831,0.11736905,0.01176325,0.19790885
-5.23761881,0.39928511,0.00010619,0.04229299,0.15181681,0.12044067,0.01182134,0.19794650
-5.23161581,0.40318899,0.00011422,0.04201481,0.15131568,0.12419599,0.01188918,0.19817647
-5.22561281,0.40810868,0.00012898,0.04170380,0.15076003,0.12868253,0.01197312,0.19866862
-5.21960980,0.41424665,0.00015106,0.04137550,0.15023886,0.13395984,0.01208124,0.19952496
-5.21360680,0.42184872,0.00018125,0.04105041,0.14986084,0.14009480,0.01222288,0.20087376
-5.20760380,0.43118970,0.00022055,0.04075273,0.14974930,0.14715663,0.01240830,0.20286280
-5.20160080,0.44255806,0.00027018,0.04050899,0.15003682,0.15521169,0.01264814,0.20565205
-5.19559780,0.45624036,0.00033152,0.04034673,0.15085958,0.16431852,0.01295294,0.20940609
-5.18959480,0.47250615,0.00040615,0.04029316,0.15235155,0.17452313,0.01333260,0.21428659
-5.18359180,0.49159384,0.00049579,0.04037396,0.15463898,0.18585491,0.01379594,0.22044505
-5.17758879,0.51369822,0.00060229,0.04061217,0.15783512,0.19832336,0.01435016,0.22801620
-5.17158579,0.53896005,0.00072756,0.04102734,0.16203558,0.21191576,0.01500045,0.23711213
-5.16558279,0.56745814,0.00087353,0.04163483,0.16731431,0.22659593,0.01574965,0.24781751
-5.15957979,0.59920421,0.00104210,0.04244531,0.17372044,0.24230411,0.01659796,0.26018589
-5.15357679,0.63414065,0.00123505,0.04346459,0.18127607,0.25895808,0.01754278,0.27423739
-5.14757379,0.67214121,0.00145395,0.04469352,0.18997499,0.27645534,0.01857859,0.28995757
-5.14157079,0.71301456,0.00170009,0.04612821,0.19978249,0.29467635,0.01969705,0.30729773
-5.13556778,0.75651042,0.00197440,0.04776031,0.21063611,0.31348865,0.02088708,0.32617651
-5.12956478,0.80232810,0.00227731,0.04957746,0.22244744,0.33275163,0.02213513,0.34648265
-5.12356178,0.85012675,0.00260871,0.05156385,0.23510479,0.35232175,0.02342555,0.36807886
-5.11755878,0.89953726,0.00296784,0.05370081,0.24847673,0.37205791,0.02474099,0.39080668
-5.11155578,0.95017484,0.00335326,0.05596737,0.26241625,0.39182681,0.02606294,0.41449198
-5.10555278,1.00165217,0.00376274,0.05834085,0.27676553,0.41150789,0.02737229,0.43895115
-5.09954977,1.05359222,0.00419331,0.06079742,0.29136110,0.43099768,0.02864993,0.46399746
-5.09354677,1.10564051,0.00464120,0.06331253,0.30603914,0.45021343,0.02987740,0.48944764
-5.08754377,1.15747617,0.00510192,0.06586132,0.32064090,0.46909571,0.03103744,0.51512819
-5.08154077,1.20882147,0.00557031,0.06841891,0.33501787,0.48760995,0.03211464,0.54088143
-5.07553777,1.25944953,0.00604063,0.07096070,0.34903667,0.50574688,0.03309591,0.56657077
-5.06953477,1.30918979,0.00650674,0.07346247,0.36258332,0.52352179,0.03397091,0.59208536
-5.06353177,1.35793131,0.00696221,0.07590058,0.37556693,0.54097274,0.03473244,0.61734351
-5.05752876,1.40562363,0.00740056,0.07825204,0.38792249,0.55815783,0.03537661,0.64229514
-5.05152576,1.45227531,0.00781542,0.08049463,0.39961278,0.57515158,0.03590301,0.66692288
-5.04552276,1.49795028,0.00820081,0.08260699,0.41062929,0.59204076,0.03631462,0.69124180
-5.03951976,1.54276206,0.00855134,0.08456874,0.42099212,0.60891970,0.03661775,0.71529785
-5.03351676,1.58686629,0.00886239,0.08636067,0.43074884,0.62588547,0.03682174,0.73916500
-5.02751376,1.63045176,0.00913039,0.08796484,0.43997252,0.64303301,0.03693860,0.76294118
-5.02151076,1.67373037,0.00935291,0.08936488,0.44875880,0.66045047,0.03698261,0.78674316
-5.01550775,1.71692646,0.00952883,0.09054618,0.45722229,0.67821504,0.03696975,0.81070062
-5.00950475,1.76026592,0.00965843,0.09149615,0.46549247,0.69638917,0.03691722,0.83494972
-5.00350175,1.80396555,0.00974341,0.09220446,0.47370910,0.71501771,0.03684279,0.85962633
-4.99749875,1.84822304,0.00978689,0.09266327,0.48201751,0.73412560,0.03676432,0.88485929
-4.99149575,1.89320804,0.00979333,0.09286742,0.49056390,0.75371663,0.03669914,0.91076405
-4.98549275,1.93905456,0.00976840,0.09281458,0.49949067,0.77377287,0.03666359,0.93743689
-4.97948974,1.98585507,0.00971880,0.09250534,0.50893216,0.79425511,0.03667257,0.96495003
-4.97348674,2.03365630,0.00965202,0.09194322,0.51901066,0.81510400,0.03673917,0.99334774
-4.96748374,2.08245700,0.00957612,0.09113458,0.52983302,0.83624195,0.03687432,1.02264370
-4.96148074,2.13220748,0.00949941,0.09008856,0.54148763,0.85757561,0.03708664,1.05281951
-4.95547774,2.18281078,0.00943014,0.08881683,0.55404195,0.87899887,0.03738219,1.08382443
-4.94947474,2.23412543,0.00937624,0.08733334,0.56754052,0.90039613,0.03776447,1.11557620
-4.94347174,2.28596920,0.00934498,0.08565403,0.58200332,0.92164580,0.03823431,1.14796281
-4.93746873,2.33812380,0.00934274,0.08379652,0.59742457,0.94262376,0.03878993,1.18084493
-4.93146573,2.39033990,0.00937473,0.08177970,0.61377176,0.96320672,0.03942701,1.21405890
-4.92546273,2.44234229,0.00944486,0.07962342,0.63098497,0.98327519,0.04013880,1.24741987
-4.91945973,2.49383484,0.00955551,0.07734813,0.64897639,1.00271618,0.04091623,1.28072509
-4.91345673,2.54450496,0.00970757,0.07497458,0.66763021,1.02142522,0.04174814,1.31375692
-4.90745373,2.59402755,0.00990030,0.07252348,0.68680268,1.03930793,0.04262144,1.34628578
-4.90145073,2.64206833,0.01013147,0.07001531,0.70632274,1.05628093,0.04352142,1.37807268
-4.89544772,2.68828675,0.01039743,0.06747008,0.72599306,1.07227216,0.04443199,1.40887167
-4.88944472,2.73233864,0.01069329,0.06490720,0.74559187,1.08722072,0.04533607,1.43843213
-4.88344172,2.77387902,0.01101316,0.06234533,0.76487554,1.10107628,0.04621598,1.46650124
-4.87743872,2.81256528,0.01135039,0.05980236,0.78358217,1.11379823,0.04705389,1.49282674
-4.87143572,2.84806134,0.01169791,0.05729536,0.80143621,1.12535468,0.04783232,1.51716033
-4.86543272,2.88004300,0.01204853,0.05484059,0.81815428,1.13572162,0.04853474,1.53926183
-4.85942971,2.90820490,0.01239529,0.05245357,0.83345195,1.14488223,0.04914616,1.55890437
-4.85342671,2.93226914,0.01273179,0.05014913,0.84705159,1.15282667,0.04965375,1.57588059
-4.84742371,2.95199576,0.01305249,0.04794151,0.85869106,1.15955243,0.05004753,1.59000995
-4.84142071,2.96719477,0.01335302,0.04584448,0.86813284,1.16506528,0.05032095,1.60114690
-4.83541771,2.97773943,0.01363040,0.04387143,0.87517340,1.16938090,0.05047150,1.60918978
-4.82941471,2.98358031,0.01388318,0.04203552,0.87965234,1.17252725,0.05050120,1.61408992
-4.82341171,2.98475928,0.01411164,0.04034977,0.88146083,1.17454738,0.05041702,1.61586058
-4.81740870,2.98142271,0.01431777,0.03882715,0.88054893,1.17550276,0.05023115,1.61458512
-4.81140570,2.97383289,0.01450530,0.03748067,0.87693128,1.17547675,0.04996107,1.61042382
-4.80540270,2.96237669,0.01467957,0.03632339,0.87069086,1.17457801,0.04962948,1.60361872
-4.79939970,2.94757068,0.01484740,0.03536841,0.86198041,1.17294357,0.04926402,1.59449600
-4.79339670,2.93006170,0.01501686,0.03462885,0.85102128,1.17074120,0.04889677,1.58346533
-4.78739370,2.91062248,0.01519702,0.03411764,0.83809966,1.16817085,0.04856354,1.57101597
-4.78139070,2.89014163,0.01539761,0.03384740,0.82356023,1.16546473,0.04830299,1.55770926
-4.77538769,2.86960805,0.01562873,0.03383011,0.80779722,1.16288600,0.04815556,1.54416770
-4.76938469,2.85008975,0.01590045,0.03407678,0.79124341,1.16072570,0.04816220,1.53106054
-4.76338169,2.83270744,0.01622250,0.03459706,0.77435718,1.15929787,0.04836314,1.51908636
-4.75737869,2.81860362,0.01660390,0.03539870,0.75760834,1.15893292,0.04879640,1.50895308
-4.75137569,2.80890803,0.01705267,0.03648709,0.74146314,1.15996920,0.04949646,1.50135608
-4.74537269,2.80470055,0.01757552,0.03786463,0.72636903,1.16274297,0.05049283,1.49695510
-4.73936968,2.80697284,0.01817761,0.03953021,0.71273986,1.16757712,0.05180878,1.49635084
-4.73336668,2.81659007,0.01886238,0.04147861,0.70094204,1.17476879,0.05346020,1.50006203
-4.72736368,2.83425414,0.01963135,0.04370004,0.69128215,1.18457650,0.05545460,1.50850390
-4.72136068,2.86046987,0.02048404,0.04617967,0.68399649,1.19720714,0.05779035,1.52196887
-4.71535768,2.89551539,0.02141794,0.04889729,0.67924297,1.21280338,0.06045619,1.54061017
-4.70935468,2.93941814,0.02242846,0.05182715,0.67709548,1.23143215,0.06343102,1.56442917
-4.70335168,2.99193737,0.02350897,0.05493789,0.67754115,1.25307449,0.06668395,1.59326686
-4.69734867,3.05255424,0.02465088,0.05819270,0.68048023,1.27761771,0.07017469,1.62679995
-4.69134567,3.12047011,0.02584374,0.06154962,0.68572885,1.30484996,0.07385419,1.66454189
-4.68534267,3.19461345,0.02707534,0.06496206,0.69302437,1.33445800,0.07766565,1.70584895
-4.67933967,3.27365568,0.02833190,0.06837954,0.70203311,1.36602835,0.08154571,1.74993124
-4.67333667,3.35603574,0.02959822,0.07174854,0.71236029,1.39905213,0.08542585,1.79586860
-4.66733367,3.43999307,0.03085789,0.07501360,0.72356162,1.43293374,0.08923408,1.84263099
-4.66133067,3.52360841,0.03209355,0.07811843,0.73515643,1.46700339,0.09289665,1.88910285
-4.65532766,3.60485135,0.03328708,0.08100728,0.74664167,1.50053327,0.09633991,1.93411091
-4.64932466,3.68163357,0.03441994,0.08362620,0.75750649,1.53275696,0.09949220,1.97645460
-4.64332166,3.75186609,0.03547345,0.08592443,0.76724695,1.56289175,0.10228564,2.01493830
-4.63731866,3.81351907,0.03642913,0.08785568,0.77538036,1.59016297,0.10465794,2.04840436
-4.63131566,3.86468202,0.03726907,0.08937941,0.78145885,1.61382965,0.10655398,2.07576599
-4.62531266,3.90362253,0.03797629,0.09046188,0.78508185,1.63321043,0.10792722,2.09603884
-4.61930965,3.92884138,0.03853518,0.09107713,0.78590695,1.64770886,0.10874093,2.10837026
-4.61330665,3.93912188,0.03893184,0.09120769,0.78365905,1.65683674,0.10896904,2.11206519
-4.60730365,3.93357157,0.03915450,0.09084509,0.77813734,1.66023463,0.10859682,2.10660772
-4.60130065,3.91165434,0.03919389,0.08999007,0.76922000,1.65768844,0.10762109,2.09167741
-4.59529765,3.87321164,0.03904354,0.08865265,0.75686655,1.64914111,0.10605028,2.06715979
-4.58929465,3.81847139,0.03870004,0.08685173,0.74111765,1.63469876,0.10390399,2.03315046
-4.58329165,3.74804422,0.03816325,0.08461467,0.72209260,1.61463073,0.10121240,1.98995263
-4.57728864,3.66290668,0.03743642,0.08197639,0.69998439,1.58936332,0.09801526,1.93806798
-4.57128564,3.56437181,0.03652616,0.07897851,0.67505281,1.55946716,0.09436079,1.87818125
-4.56528264,3.45404807,0.03544238,0.07566807,0.64761560,1.52563874,0.09030418,1.81113898
-4.55927964,3.33378815,0.03419810,0.07209632,0.61803815,1.48867650,0.08590617,1.73792332
-4.55327664,3.20562940,0.03280914,0.06831729,0.58672211,1.44945269,0.08123129,1.65962169
-4.54727364,3.07172848,0.03129373,0.06438636,0.55409331,1.40888190,0.07634628,1.57739378
-4.54127064,2.93429267,0.02967208,0.06035891,0.52058944,1.36788774,0.07131832,1.49243689
-4.53526763,2.79551074,0.02796583,0.05628890,0.48664792,1.32736919,0.06621353,1.40595114
-4.52926463,2.65748611,0.02619747,0.05222764,0.45269447,1.28816793,0.06109541,1.31910586
-4.52326163,2.52217515,0.02438982,0.04822273,0.41913255,1.25103834,0.05602355,1.23300842
-4.51725863,2.39133285,0.02256540,0.04431708,0.38633431,1.21662134,0.05105252,1.14867665
-4.51125563,2.26646811,0.02074590,0.04054818,0.35463301,1.18542341,0.04623091,1.06701578
-4.50525263,2.14881017,0.01895171,0.03694761,0.32431728,1.15780145,0.04160075,0.98880065
-4.49924962,2.03928716,0.01720145,0.03354072,0.29562720,1.13395444,0.03719702,0.91466362
-4.49324662,1.93851723,0.01551165,0.03034656,0.26875230,1.11392176,0.03304749,0.84508836
-4.48724362,1.84681220,0.01389648,0.02737797,0.24383139,1.09758845,0.02917276,0.78040946
-4.48124062,1.76419273,0.01236759,0.02464191,0.22095400,1.08469677,0.02558652,0.72081740
-4.47523762,1.69041396,0.01093401,0.02213990,0.20016335,1.07486346,0.02229593,0.66636848
-4.46923462,1.62499983,0.00960222,0.01986861,0.18146053,1.06760160,0.01930225,0.61699880
-4.46323162,1.56728393,0.00837618,0.01782056,0.16480959,1.06234596,0.01660143,0.57254138
-4.45722861,1.51645490,0.00725757,0.01598483,0.15014331,1.05848054,0.01418495,0.53274562
-4.45122561,1.47160369,0.00624593,0.01434786,0.13736933,1.05536670,0.01204053,0.49729776
-4.44522261,1.43177077,0.00533899,0.01289418,0.12637636,1.05237088,0.01015296,0.46584178
-4.43921961,1.39599094,0.00453295,0.01160721,0.11704019,1.04889021,0.00850489,0.43799933
-4.43321661,1.36333397,0.00382274,0.01046985,0.10922928,1.04437533,0.00707751,0.41338835
-4.42721361,1.33293958,0.00320239,0.00946518,0.10280991,1.03834920,0.00585129,0.39163933
-4.42121061,1.30404571,0.00266527,0.00857691,0.09765048,1.03042151,0.00480652,0.37240901
-4.41520760,1.27600935,0.00220440,0.00778987,0.09362517,1.02029813,0.00392382,0.35539096
-4.40920460,1.24831976,0.00181268,0.00709030,0.09061671,1.00778577,0.00318464,0.34032303
-4.40320160,1.22060418,0.00148315,0.00646615,0.08851841,0.99279180,0.00257152,0.32699167
-4.39719860,1.19262672,0.00120912,0.00590721,0.08723542,0.97531979,0.00206842,0.31523320
-4.39119560,1.16428118,0.00098437,0.00540523,0.08668530,0.95546141,0.00166088,0.30493245
-4.38519260,1.13557881,0.00080328,0.00495397,0.08679808,0.93338526,0.00133622,0.29601907
-4.37918959,1.10663240,0.00066091,0.00454920,0.08751575,0.90932372,0.00108357,0.28846201
-4.37318659,1.07763788,0.00055310,0.00418870,0.08879152,0.88355847,0.00089399,0.28226277
-4.36718359,1.04885464,0.00047649,0.00387221,0.09058880,0.85640562,0.00076047,0.27744781
-4.36118059,1.02058597,0.00042861,0.00360143,0.09288012,0.82820116,0.00067798,0.27406075
-4.35517759,0.99316045,0.00040787,0.00338002,0.09564605,0.79928747,0.00064350,0.27215487
-4.34917459,0.96691537,0.00041359,0.00321363,0.09887428,0.77000127,0.00065604,0.27178621
-4.34317159,0.94218269,0.00044602,0.00310997,0.10255888,0.74066352,0.00071666,0.27300782
-4.33716858,0.91927817,0.00050628,0.00307889,0.10669992,0.71157147,0.00082857,0.27586533
-4.33116558,0.89849386,0.00059645,0.00313255,0.11130330,0.68299287,0.00099714,0.28039403
-4.32516258,0.88009385,0.00071946,0.00328557,0.11638103,0.65516239,0.00123002,0.28661768
-4.31915958,0.86431341,0.00087907,0.00355522,0.12195188,0.62828008,0.00153718,0.29454884
-4.31315658,0.85136091,0.00107988,0.00396162,0.12804222,0.60251161,0.00193100,0.30419085
-4.30715358,0.84142227,0.00132718,0.00452792,0.13468728,0.57799009,0.00242634,0.31554112
