energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.73586793,3.43992531,0.06202775,0.00973750,1.18180046,2.20809637,0.05034759,1.31448978,0.61357571,0.12451588
-5.72986493,3.41090144,0.06259719,0.00975150,1.17481937,2.19194854,0.05002342,1.30140111,0.61150684,0.12268559
-5.72386193,3.36928928,0.06285009,0.00971352,1.16502146,2.16867195,0.04949761,1.28265412,0.60662489,0.12027331
-5.71785893,3.31571346,0.06278429,0.00962228,1.15249726,2.13885683,0.04876901,1.25835047,0.59893972,0.11729420
-5.71185593,3.25109129,0.06240547,0.00947785,1.13742681,2.10324876,0.04784239,1.22872829,0.58852947,0.11377719
-5.70585293,3.17659579,0.06172715,0.00928166,1.12007037,2.06271722,0.04672828,1.19415363,0.57553950,0.10976381
-5.69984992,3.09360982,0.06077047,0.00903636,1.10075573,2.01821956,0.04544262,1.15510755,0.56017888,0.10530664
-5.69384692,3.00367313,0.05956365,0.00874574,1.07986291,1.97076207,0.04400624,1.11216949,0.54271435,0.10046745
-5.68784392,2.90842483,0.05814109,0.00841455,1.05780677,1.92135999,0.04244411,1.06599754,0.52346221,0.09531513
-5.68184092,2.80954387,0.05654231,0.00804832,1.03501838,1.87099825,0.04078444,1.01730651,0.50277816,0.08992341
-5.67583792,2.70869023,0.05481057,0.00765321,1.01192605,1.82059499,0.03905775,0.96684474,0.48104578,0.08436864
-5.66983492,2.60744958,0.05299141,0.00723577,0.98893681,1.77096944,0.03729574,0.91537063,0.45866396,0.07872757
-5.66383192,2.50728381,0.05113103,0.00680277,0.96641956,1.72281587,0.03553022,0.86362987,0.43603394,0.07307523
-5.65782891,2.40948975,0.04927467,0.00636101,0.94469039,1.67668470,0.03379201,0.81233434,0.41354640,0.06748307
-5.65182591,2.31516758,0.04746505,0.00591714,0.92400105,1.63297183,0.03210992,0.76214344,0.39156924,0.06201739
-5.64582291,2.22520035,0.04574084,0.00547748,0.90453110,1.59191627,0.03050981,0.71364845,0.37043645,0.05673800
-5.63981991,2.14024497,0.04413543,0.00504793,0.88638402,1.55360652,0.02901382,0.66736066,0.35043862,0.05169730
-5.63381691,2.06073484,0.04267579,0.00463385,0.86958762,1.51799473,0.02763971,0.62370315,0.33181533,0.04693969
-5.62781391,1.98689332,0.04138169,0.00423996,0.85409847,1.48491811,0.02640045,0.58300677,0.31474973,0.04250129
-5.62181091,1.91875696,0.04026520,0.00387032,0.83981031,1.45412610,0.02530397,0.54550987,0.29936549,0.03841003
-5.61580790,1.85620677,0.03933050,0.00352828,0.82656571,1.42531185,0.02435310,0.51136163,0.28572609,0.03468597
-5.60980490,1.79900559,0.03857402,0.00321649,0.81417050,1.39814619,0.02354575,0.48062862,0.27383645,0.03134187
-5.60380190,1.74683923,0.03798489,0.00293694,0.80241008,1.37231223,0.02287526,0.45330392,0.26364670,0.02838395
-5.59779890,1.69935905,0.03754565,0.00269097,0.79106665,1.34753870,0.02233090,0.42931823,0.25505788,0.02581277
-5.59179590,1.65622366,0.03723321,0.00247933,0.77993660,1.32363036,0.02189849,0.40855228,0.24792915,0.02362417
-5.58579290,1.61713751,0.03702007,0.00230225,0.76884694,1.30049379,0.02156120,0.39084981,0.24208634,0.02181021
-5.57978989,1.58188439,0.03687558,0.00215947,0.75767003,1.27815735,0.02130033,0.37603050,0.23733112,0.02036010
-5.57378689,1.55035432,0.03676734,0.00205035,0.74633573,1.25678427,0.02109615,0.36390219,0.23345071,0.01926104
-5.56778389,1.52256251,0.03666261,0.00197389,0.73484040,1.23667835,0.02092879,0.35427188,0.23022741,0.01849898
-5.56178089,1.49865962,0.03652970,0.00192881,0.72325229,1.21828187,0.02077902,0.34695498,0.22744773,0.01805918
-5.55577789,1.47893308,0.03633919,0.00191357,0.71171288,1.20216605,0.02062897,0.34178268,0.22491070,0.01792672
-5.54977489,1.46379939,0.03606507,0.00192646,0.70043424,1.18901434,0.02046277,0.33860698,0.22243503,0.01808679
-5.54377189,1.45378802,0.03568567,0.00196558,0.68969230,1.17959934,0.02026709,0.33730348,0.21986492,0.01852486
-5.53776888,1.44951778,0.03518435,0.00202891,0.67981653,1.17475445,0.02003143,0.33777187,0.21707427,0.01922671
-5.53176588,1.45166670,0.03454993,0.00211428,0.67117616,1.17534137,0.01974844,0.33993429,0.21396933,0.02017835
-5.52576288,1.46093691,0.03377693,0.00221944,0.66416377,1.18221471,0.01941390,0.34373175,0.21048964,0.02136579
-5.51975988,1.47801601,0.03286549,0.00234206,0.65917680,1.19618517,0.01902668,0.34911895,0.20660738,0.02277482
-5.51375688,1.50353666,0.03182110,0.00247972,0.65659786,1.21798275,0.01858855,0.35605793,0.20232530,0.02439066
-5.50775388,1.53803605,0.03065409,0.00262992,0.65677458,1.24822111,0.01810381,0.36451080,0.19767335,0.02619760
-5.50175088,1.58191693,0.02937900,0.00279014,0.66000000,1.28736471,0.01757891,0.37443225,0.19270430,0.02817868
-5.49574787,1.63541183,0.02801372,0.00295780,0.66649433,1.33569950,0.01702192,0.38576209,0.18748860,0.03031534
-5.48974487,1.69855200,0.02657865,0.00313030,0.67638888,1.39330862,0.01644204,0.39841833,0.18210880,0.03258716
-5.48374187,1.77114229,0.02509574,0.00330504,0.68971296,1.46005368,0.01584902,0.41229128,0.17665387,0.03497166
-5.47773887,1.85274331,0.02358755,0.00347947,0.70638449,1.53556251,0.01525267,0.42723885,0.17121358,0.03744415
-5.47173587,1.94266154,0.02207635,0.00365108,0.72620467,1.61922389,0.01466234,0.44308358,0.16587334,0.03997774
-5.46573287,2.03994820,0.02058333,0.00381744,0.74885730,1.71018955,0.01408648,0.45961146,0.16070965,0.04254344
-5.45972986,2.14340713,0.01912787,0.00397625,0.77391275,1.80738370,0.01353234,0.47657261,0.15578644,0.04511033
-5.45372686,2.25161179,0.01772698,0.00412536,0.80083674,1.90951987,0.01300566,0.49368413,0.15115223,0.04764593
-5.44772386,2.36293100,0.01639485,0.00426282,0.82900357,2.01512487,0.01251052,0.51063468,0.14683843,0.05011661
-5.44172086,2.47556295,0.01514261,0.00438689,0.85771359,2.12256937,0.01204930,0.52709100,0.14285860,0.05248817
-5.43571786,2.58757636,0.01397818,0.00449609,0.88621410,2.23010415,0.01162264,0.54270583,0.13920873,0.05472641
-5.42971486,2.69695773,0.01290632,0.00458921,0.91372308,2.33590137,0.01122964,0.55712711,0.13586847,0.05679789
-5.42371186,2.80166321,0.01192875,0.00466537,0.93945475,2.43809944,0.01086799,0.57000802,0.13280305,0.05867064
-5.41770885,2.89967314,0.01104445,0.00472399,0.96264603,2.53485027,0.01053422,0.58101734,0.12996598,0.06031497
-5.41170585,2.98904784,0.01024997,0.00476486,0.98258272,2.62436754,0.01022404,0.58984983,0.12730203,0.06170419
-5.40570285,3.06798224,0.00953988,0.00478808,0.99862442,2.70497426,0.00993257,0.59623615,0.12475066,0.06281537
-5.39969985,3.13485783,0.00890721,0.00479413,1.01022719,2.77514830,0.00965475,0.59995179,0.12224943,0.06363000
-5.39369685,3.18828987,0.00834390,0.00478381,1.01696287,2.83356426,0.00938557,0.60082476,0.11973736,0.06413454
-5.38769385,3.22716822,0.00784131,0.00475828,1.01853446,2.87913029,0.00912042,0.59874163,0.11715801,0.06432090
-5.38169085,3.25069037,0.00739059,0.00471899,1.01478683,2.91101869,0.00885528,0.59365177,0.11446233,0.06418676
-5.37568784,3.25838558,0.00698314,0.00466769,1.00571252,2.92868925,0.00858699,0.58556948,0.11161084,0.06373574
-5.36968484,3.25012930,0.00661090,0.00460635,0.99145230,2.93190455,0.00831331,0.57457420,0.10857544,0.06297739
-5.36368184,3.22614752,0.00626665,0.00453720,0.97229084,2.92073692,0.00803311,0.56080853,0.10534056,0.06192706
-5.35767884,3.18701107,0.00594422,0.00446261,0.94864759,2.89556674,0.00774631,0.54447447,0.10190373,0.06060561
-5.35167584,3.13362030,0.00563864,0.00438509,0.92106366,2.85707243,0.00745395,0.52582789,0.09827566,0.05903890
-5.34567284,3.06718096,0.00534623,0.00430720,0.89018520,2.80621264,0.00715806,0.50517168,0.09447970,0.05725727
-5.33966983,2.98917225,0.00506457,0.00423155,0.85674429,2.74420127,0.00686160,0.48284769,0.09055094,0.05529481
-5.33366683,2.90130860,0.00479256,0.00416069,0.82153826,2.67247658,0.00656830,0.45922806,0.08653485,0.05318862
-5.32766383,2.80549655,0.00453025,0.00409709,0.78540833,2.59266534,0.00628249,0.43470610,0.08248574,0.05097794
-5.32166083,2.70378848,0.00427880,0.00404309,0.74921859,2.50654354,0.00600898,0.40968723,0.07846495,0.04870332
-5.31565783,2.59833476,0.00404030,0.00400084,0.71383609,2.41599491,0.00575283,0.38458023,0.07453888,0.04640581
-5.30965483,2.49133604,0.00381765,0.00397225,0.68011282,2.32296873,0.00551920,0.35978905,0.07077711,0.04412610
-5.30365183,2.38499700,0.00361435,0.00395899,0.64887007,2.22943806,0.00531317,0.33570554,0.06725044,0.04190376
-5.29764882,2.28148294,0.00343435,0.00396244,0.62088555,2.13735979,0.00513962,0.31270310,0.06402906,0.03977659
-5.29164582,2.18288016,0.00328190,0.00398368,0.59688342,2.04863728,0.00500306,0.29113141,0.06118087,0.03778003
-5.28564282,2.09116091,0.00316135,0.00402347,0.57752717,1.96508653,0.00490757,0.27131231,0.05876988,0.03594661
-5.27963982,2.00815338,0.00307700,0.00408228,0.56341512,1.88840639,0.00485665,0.25353669,0.05685491,0.03430563
-5.27363682,1.93551676,0.00303293,0.00416026,0.55507807,1.82015317,0.00485320,0.23806230,0.05548832,0.03288282
-5.26763382,1.87472155,0.00303292,0.00425729,0.55297865,1.76171963,0.00489946,0.22511245,0.05471509,0.03170018
-5.26163082,1.82703440,0.00308022,0.00437301,0.55751170,1.71431843,0.00499694,0.21487527,0.05457187,0.03077584
-5.25562781,1.79350733,0.00317752,0.00450680,0.56900504,1.67896958,0.00514643,0.20750342,0.05508638,0.03012402
-5.24962481,1.77497048,0.00332676,0.00465788,0.58771993,1.65649157,0.00534796,0.20311411,0.05627683,0.02975506
-5.24362181,1.77202773,0.00352908,0.00482529,0.61385077,1.64749553,0.00560081,0.20178918,0.05815152,0.02967548
-5.23761881,1.78505452,0.00378469,0.00500794,0.64752350,1.65238213,0.00590348,0.20357514,0.06070859,0.02988803
-5.23161581,1.81419738,0.00409281,0.00520465,0.68879240,1.67134038,0.00625372,0.20848314,0.06393585,0.03039179
-5.22561281,1.85937447,0.00445164,0.00541415,0.73763530,1.70434820,0.00664846,0.21648873,0.06781078,0.03118229
-5.21960980,1.92027707,0.00485827,0.00563511,0.79394707,1.75117425,0.00708392,0.22753150,0.07230070,0.03225159
-5.21360680,1.99637189,0.00530870,0.00586612,0.85753202,1.81138090,0.00755550,0.24151469,0.07736307,0.03358840
-5.20760380,2.08690427,0.00579786,0.00610574,0.92809543,1.88432847,0.00805790,0.25830482,0.08294598,0.03517817
-5.20160080,2.19090287,0.00631968,0.00635247,1.00523510,1.96918078,0.00858509,0.27773157,0.08898883,0.03700323
-5.19559780,2.30718623,0.00686715,0.00660474,1.08843366,2.06491255,0.00913035,0.29958806,0.09542326,0.03904295
-5.18959480,2.43437204,0.00743248,0.00686090,1.17705267,2.17031899,0.00968638,0.32363183,0.10217433,0.04127392
-5.18359180,2.57088995,0.00800726,0.00711921,1.27032933,2.28402829,0.01024536,0.34958658,0.10916184,0.04367022
-5.17758879,2.71499859,0.00858266,0.00737786,1.36737678,2.40451751,0.01079905,0.37714498,0.11630199,0.04620375
-5.17158579,2.86480769,0.00914971,0.00763496,1.46718887,2.53013255,0.01133893,0.40597261,0.12350914,0.04884461
-5.16558279,3.01830562,0.00969950,0.00788852,1.56864980,2.65911242,0.01185638,0.43571317,0.13069785,0.05156165
-5.15957979,3.17339270,0.01022354,0.00813653,1.67054928,2.78961819,0.01234282,0.46599493,0.13778498,0.05432304
-5.15357679,3.32792021,0.01071400,0.00837694,1.77160302,2.91976649,0.01278996,0.49643840,0.14469180,0.05709693
-5.14757379,3.47973441,0.01116399,0.00860775,1.87047847,3.04766719,0.01318995,0.52666490,0.15134623,0.05985225
-5.14157079,3.62672495,0.01156786,0.00882707,1.96582520,3.17146454,0.01353563,0.55630612,0.15768482,0.06255948
-5.13556778,3.76687600,0.01192140,0.00903318,2.05630899,3.28938070,0.01382071,0.58501392,0.16365465,0.06519150
-5.12956478,3.89831871,0.01222202,0.00922460,2.14064838,3.39976040,0.01404000,0.61247037,0.16921495,0.06772444
-5.12356178,4.01938279,0.01246891,0.00940022,2.21765235,3.50111492,0.01418953,0.63839739,0.17433829,0.07013843
-5.11755878,4.12864511,0.01266304,0.00955934,2.28625748,3.59216379,0.01426671,0.66256553,0.17901143,0.07241834
-5.11155578,4.22497314,0.01280721,0.00970180,2.34556276,3.67187221,0.01427045,0.68480158,0.18323558,0.07455435
-5.10555278,4.30756079,0.01290592,0.00982804,2.39486074,3.73948237,0.01420118,0.70499444,0.18702628,0.07654240
-5.09954977,4.37595499,0.01296521,0.00993914,2.43366303,3.79453707,0.01406086,0.72309896,0.19041256,0.07838439
-5.09354677,4.43007104,0.01299245,0.01003689,2.46171921,3.83689408,0.01385293,0.73913746,0.19343569,0.08008822
-5.08754377,4.47019574,0.01299601,0.01012382,2.47902787,3.86673034,0.01358222,0.75319869,0.19614737,0.08166761
-5.08154077,4.49697755,0.01298495,0.01020314,2.48583910,3.88453531,0.01325480,0.76543423,0.19860750,0.08314159
-5.07553777,4.51140370,0.01296860,0.01027877,2.48264836,3.89109345,0.01287778,0.77605233,0.20088161,0.08453386
-5.06953477,4.51476494,0.01295622,0.01035523,2.47018150,3.88745610,0.01245906,0.78530932,0.20303794,0.08587190
-5.06353177,4.50860894,0.01295653,0.01043756,2.44937180,3.87490395,0.01200714,0.79349899,0.20514452,0.08718583
-5.05752876,4.49468416,0.01297740,0.01053118,2.42132969,3.85490117,0.01153081,0.80094022,0.20726610,0.08850721
-5.05152576,4.47487637,0.01302544,0.01064177,2.38730652,3.82904332,0.01103887,0.80796342,0.20946127,0.08986763
-5.04552276,4.45114031,0.01310577,0.01077505,2.34865375,3.79900085,0.01053990,0.81489625,0.21177982,0.09129736
-5.03951976,4.42542926,0.01322174,0.01093661,2.30677926,3.76646060,0.01004199,0.82204927,0.21426041,0.09282388
-5.03351676,4.39962534,0.01337477,0.01113172,2.26310246,3.73306757,0.00955257,0.82970213,0.21692874,0.09447054
-5.02751376,4.37547322,0.01356432,0.01136507,2.21900999,3.70036925,0.00907816,0.83809077,0.21979625,0.09625529
-5.02151076,4.35451990,0.01378786,0.01164061,2.17581351,3.66976455,0.00862428,0.84739628,0.22285941,0.09818962
-5.01550775,4.33806273,0.01404096,0.01196136,2.13471125,3.64245926,0.00819536,0.85773589,0.22609963,0.10027767
-5.00950475,4.32710753,0.01431747,0.01232915,2.09675443,3.61942943,0.00779468,0.86915639,0.22948387,0.10251562
-5.00350175,4.32233812,0.01460975,0.01274457,2.06281975,3.60139396,0.00742439,0.88163041,0.23296578,0.10489139
-4.99749875,4.32409833,0.01490894,0.01320680,2.03358859,3.58879685,0.00708551,0.89505562,0.23648746,0.10738461
-4.99149575,4.33238665,0.01520535,0.01371353,2.00953361,3.58179973,0.00677806,0.90925696,0.23998172,0.10996696
-4.98549275,4.34686356,0.01548875,0.01426096,1.99091283,3.58028428,0.00650118,0.92399189,0.24337477,0.11260280
-4.97948974,4.36687092,0.01574882,0.01484382,1.97777129,3.58386429,0.00625320,0.93895846,0.24658916,0.11525015
-4.97348674,4.39146243,0.01597545,0.01545544,1.96994999,3.59190656,0.00603188,0.95380584,0.24954697,0.11786195
-4.96748374,4.41944391,0.01615915,0.01608792,1.96710168,3.60355954,0.00583448,0.96814709,0.25217308,0.12038750
-4.96148074,4.44942167,0.01629136,0.01673230,1.96871274,3.61778860,0.00565800,0.98157362,0.25439836,0.12277425
-4.95547774,4.47985733,0.01636469,0.01737882,1.97413044,3.63341652,0.00549928,0.99367072,0.25616270,0.12496959
-4.94947474,4.50912685,0.01637318,0.01801720,1.98259441,3.64916772,0.00535514,1.00403376,0.25741781,0.12692278
-4.94347174,4.53558203,0.01631245,0.01863700,1.99327139,3.66371484,0.00522254,1.01228426,0.25812960,0.12858692
-4.93746873,4.55761200,0.01617983,0.01922792,2.00529173,3.67572597,0.00509862,1.01808533,0.25828010,0.12992075
-4.93146573,4.57370295,0.01597435,0.01978021,2.01778659,3.68391124,0.00498082,1.02115579,0.25786881,0.13089044
-4.92546273,4.58249380,0.01569673,0.02028499,2.02992424,3.68706718,0.00486692,1.02128236,0.25691355,0.13147101
-4.91945973,4.58282613,0.01534935,0.02073456,2.04094419,3.68411766,0.00475508,1.01832956,0.25545054,0.13164756
-4.91345673,4.57378651,0.01493606,0.02112278,2.05018778,3.67414996,0.00464381,1.01224664,0.25353393,0.13141612
-4.90745373,4.55473981,0.01446202,0.02144519,2.05712382,3.65644509,0.00453204,1.00307141,0.25123457,0.13078412
-4.90145073,4.52535225,0.01393354,0.02169930,2.06136840,3.63050126,0.00441904,0.99093067,0.24863824,0.12977036
-4.89544772,4.48560327,0.01335782,0.02188460,2.06269773,3.59604977,0.00430441,0.97603718,0.24584319,0.12840461
-4.88944472,4.43578580,0.01274269,0.02200264,2.06105343,3.55306292,0.00418806,0.95868312,0.24295719,0.12672676
-4.88344172,4.37649474,0.01209641,0.02205693,2.05653995,3.50175345,0.00407017,0.93923049,0.24009404,0.12478548
-4.87743872,4.30860392,0.01142743,0.02205277,2.04941409,3.44256565,0.00395112,0.91809851,0.23736982,0.12263658
-4.87143572,4.23323246,0.01074414,0.02199704,2.04006695,3.37615840,0.00383148,0.89574865,0.23489877,0.12034102
-4.86543272,4.15170161,0.01005468,0.02189789,2.02899913,3.30338063,0.00371199,0.87266792,0.23278915,0.11796263
-4.85942971,4.06548376,0.00936676,0.02176434,2.01679028,3.22524022,0.00359348,0.84935088,0.23113900,0.11556578
-4.85342671,3.97614554,0.00868751,0.02160591,2.00406437,3.14286736,0.00347688,0.82628132,0.23003221,0.11321289
-4.84742371,3.88528738,0.00802335,0.02143218,1.99145246,3.05747376,0.00336315,0.80391432,0.22953481,0.11096208
-4.84142071,3.79448192,0.00737992,0.02125234,1.97955480,2.97030947,0.00325330,0.78265934,0.22969181,0.10886490
-4.83541771,3.70521399,0.00676200,0.02107481,1.96890421,2.88261882,0.00314835,0.76286516,0.23052466,0.10696437
-4.82941471,3.61882463,0.00617348,0.02090684,1.95993274,2.79559738,0.00304929,0.74480738,0.23202949,0.10529332
-4.82341171,3.53646164,0.00561737,0.02075420,1.95294326,2.71035171,0.00295708,0.72867877,0.23417620,0.10387322
-4.81740870,3.45903877,0.00509584,0.02062096,1.94808777,2.62786352,0.00287262,0.71458321,0.23690852,0.10271338
-4.81140570,3.38720546,0.00461020,0.02050931,1.94535338,2.54895969,0.00279670,0.70253321,0.24014510,0.10181076
-4.80540270,3.32132830,0.00416103,0.02041952,1.94455698,2.47428940,0.00273005,0.69245118,0.24378153,0.10115026
-4.79939970,3.26148496,0.00374824,0.02034995,1.94534884,2.40430920,0.00267324,0.68417444,0.24769337,0.10070548
-4.79339670,3.20747088,0.00337111,0.02029721,1.94722496,2.33927640,0.00262672,0.67746362,0.25173999,0.10044004
-4.78739370,3.15881800,0.00302845,0.02025634,1.94954763,2.27925109,0.00259078,0.67201406,0.25576912,0.10030919
-4.78139070,3.11482466,0.00271863,0.02022109,1.95157292,2.22410610,0.00256554,0.66746972,0.25962203,0.10026185
-4.77538769,3.07459487,0.00243972,0.02018431,1.95248384,2.17354447,0.00255094,0.66343887,0.26313887,0.10024285
-4.76938469,3.03708502,0.00218958,0.02013825,1.95142718,2.12712318,0.00254676,0.65951090,0.26616427,0.10019525
-4.76338169,3.00115555,0.00196591,0.02007503,1.94755219,2.08428180,0.00255258,0.65527342,0.26855270,0.10006275
-4.75737869,2.96562499,0.00176635,0.01998701,1.94004896,2.04437452,0.00256782,0.65032900,0.27017347,0.09979196
-4.75137569,2.92932374,0.00158858,0.01986714,1.92818466,2.00670386,0.00259177,0.64431066,0.27091515,0.09933452
-4.74537269,2.89114504,0.00143034,0.01970936,1.91133560,1.97055451,0.00262355,0.63689560,0.27068915,0.09864890
-4.73936968,2.85009095,0.00128948,0.01950883,1.88901385,1.93522554,0.00266220,0.62781664,0.26943241,0.09770190
-4.73336668,2.80531127,0.00116404,0.01926215,1.86088696,1.90005975,0.00270667,0.61687081,0.26710902,0.09646970
-4.72736368,2.75613408,0.00105224,0.01896758,1.82679029,1.86446898,0.00275586,0.60392502,0.26371076,0.09493853
-4.72136068,2.70208700,0.00095253,0.01862500,1.78673153,1.82795447,0.00280868,0.58891863,0.25925654,0.09310489
-4.71535768,2.64290874,0.00086360,0.01823604,1.74088745,1.79012190,0.00286406,0.57186289,0.25379092,0.09097536
-4.70935468,2.57855127,0.00078436,0.01780391,1.68959375,1.75069090,0.00292100,0.55283769,0.24738167,0.08856601
-4.70335168,2.50917318,0.00071399,0.01733333,1.63332866,1.70949915,0.00297865,0.53198559,0.24011665,0.08590155
-4.69734867,2.43512550,0.00065188,0.01683036,1.57269161,1.66650163,0.00303629,0.50950400,0.23210017,0.08301415
-4.69134567,2.35693133,0.00059766,0.01630218,1.50837848,1.62176564,0.00309342,0.48563558,0.22344900,0.07994212
-4.68534267,2.27526102,0.00055120,0.01575687,1.44115478,1.57546244,0.00314979,0.46065771,0.21428836,0.07672853
-4.67933967,2.19090464,0.00051256,0.01520316,1.37182834,1.52785651,0.00320546,0.43487147,0.20474796,0.07341969
-4.67333667,2.10474339,0.00048201,0.01465025,1.30122291,1.47929328,0.00326077,0.40859064,0.19495833,0.07006381
-4.66733367,2.01772164,0.00046001,0.01410755,1.23015387,1.43018629,0.00331645,0.38213124,0.18504765,0.06670966
-4.66133067,1.93082082,0.00044717,0.01358448,1.15940704,1.38100466,0.00337360,0.35580205,0.17513911,0.06340546
-4.65532766,1.84503629,0.00044431,0.01309035,1.08972129,1.33226119,0.00343371,0.32989632,0.16534889,0.06019785
-4.64932466,1.76135783,0.00045235,0.01263419,1.02177534,1.28450195,0.00349866,0.30468501,0.15578485,0.05713122
-4.64332166,1.68075414,0.00047238,0.01222467,0.95617883,1.23829721,0.00357076,0.28041165,0.14654582,0.05424707
