energy_ev,total_up,Ga_p_up,Ga_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.77788894,0.77322267,0.03773776,0.00000000,0.41560898,0.22309588,0.00081338,0.43411632
-5.77188594,0.87397955,0.04168493,0.00000000,0.47565011,0.25649125,0.00097094,0.49745956
-5.76588294,0.98429654,0.04577712,0.00000000,0.54257589,0.29415172,0.00115232,0.56838326
-5.75987994,1.10471254,0.04998283,0.00000000,0.61693580,0.33652765,0.00135914,0.64758278
-5.75387694,1.23577109,0.05426703,0.00000000,0.69928108,0.38409721,0.00159276,0.73577928
-5.74787394,1.37800898,0.05859172,0.00000000,0.79015039,0.43735884,0.00185426,0.83370538
-5.74187094,1.53193978,0.06291652,0.00000000,0.89005156,0.49682065,0.00214424,0.94208586
-5.73586793,1.69803204,0.06719943,0.00000000,0.99943945,0.56298625,0.00246280,1.06161304
-5.72986493,1.87668173,0.07139758,0.00000000,1.11869003,0.63633706,0.00280944,1.19291696
-5.72386193,2.06817902,0.07546789,0.00000000,1.24807113,0.71731116,0.00318295,1.33653046
-5.71785893,2.27266996,0.07936791,0.00000000,1.38771064,0.80627877,0.00358135,1.49284996
-5.71185593,2.49011427,0.08305647,0.00000000,1.53756336,0.90351527,0.00400190,1.66209304
-5.70585293,2.72024073,0.08649433,0.00000000,1.69737772,1.00917237,0.00444104,1.84425434
-5.69984992,2.96250240,0.08964484,0.00000000,1.86666440,1.12324865,0.00489443,2.03906187
-5.69384692,3.21603427,0.09247444,0.00000000,2.04466860,1.24556094,0.00535699,2.24593583
-5.68784392,3.47961626,0.09495320,0.00000000,2.23034806,1.37571799,0.00582303,2.46395286
-5.68184092,3.75164475,0.09705528,0.00000000,2.42235908,1.51309833,0.00628635,2.69181801
-5.67583792,4.03011566,0.09875935,0.00000000,2.61905226,1.65683396,0.00674042,2.92784753
-5.66983492,4.31262216,0.10004902,0.00000000,2.81847996,1.80580165,0.00717858,3.16996464
-5.66383192,4.59636925,0.10091323,0.00000000,3.01841640,1.95862325,0.00759426,3.41571047
-5.65782891,4.87820712,0.10134662,0.00000000,3.21639153,2.11367639,0.00798123,3.66227170
-5.65182591,5.15468428,0.10134992,0.00000000,3.40973833,2.26911623,0.00833390,3.90652561
-5.64582291,5.42212011,0.10093032,0.00000000,3.59565327,2.42290855,0.00864749,4.14510243
-5.63981991,5.67669585,0.10010178,0.00000000,3.77126813,2.57287393,0.00891839,4.37446401
-5.63381691,5.91456153,0.09888530,0.00000000,3.93373131,2.71674200,0.00914432,4.59099669
-5.62781391,6.13195525,0.09730912,0.00000000,4.08029548,2.85221428,0.00932455,4.79111553
-5.62181091,6.32533047,0.09540882,0.00000000,4.20840838,2.97703342,0.00946008,4.97137596
-5.61580790,6.49148592,0.09322723,0.00000000,4.31580270,3.08905617,0.00955374,5.12858853
-5.60980490,6.62769227,0.09081427,0.00000000,4.40058121,3.18632711,0.00961023,5.25993172
-5.60380190,6.73180966,0.08822651,0.00000000,4.46129294,3.26714985,0.00963616,5.36305781
-5.59779890,6.80238993,0.08552654,0.00000000,4.49699663,3.33015228,0.00963996,5.43618658
-5.59179590,6.83875828,0.08278218,0.00000000,4.50730829,3.37434292,0.00963177,5.47818250
-5.58579290,6.84106959,0.08006538,0.00000000,4.49242999,3.39915522,0.00962324,5.48861100
-5.57978989,6.81033583,0.07745099,0.00000000,4.45315829,3.40447770,0.00962732,5.46777114
-5.57378689,6.74842223,0.07501526,0.00000000,4.39087126,3.39066792,0.00965796,5.41670223
-5.56778389,6.65801140,0.07283425,0.00000000,4.30749425,3.35854950,0.00972979,5.33716392
-5.56178089,6.54253620,0.07098208,0.00000000,4.20544567,3.30939194,0.00985777,5.23158998
-5.55577789,6.40608334,0.06952911,0.00000000,4.08756468,3.24487379,0.01005684,5.10301758
-5.54977489,6.25327153,0.06854014,0.00000000,3.95702380,3.16703068,0.01034149,4.95499481
-5.54377189,6.08910875,0.06807255,0.00000000,3.81722991,3.07819042,0.01072541,4.79147031
-5.53776888,5.91883446,0.06817467,0.00000000,3.67171778,2.98089770,0.01122111,4.61666965
-5.53176588,5.74775310,0.06888417,0.00000000,3.52404028,2.87783181,0.01183957,4.43496340
-5.52576288,5.58106540,0.07022676,0.00000000,3.37765965,2.77172063,0.01258991,4.25073236
-5.51975988,5.42370428,0.07221507,0.00000000,3.23584403,2.66525445,0.01347910,4.06823527
-5.51375688,5.28018143,0.07484786,0.00000000,3.10157284,2.56100315,0.01451171,3.89148392
-5.50775388,5.15445038,0.07810961,0.00000000,2.97745455,2.46133975,0.01568973,3.72413021
-5.50175088,5.04979076,0.08197034,0.00000000,2.86565913,2.36837313,0.01701239,3.56936907
-5.49574787,4.96871750,0.08638596,0.00000000,2.76786740,2.28389224,0.01847612,3.42985999
-5.48974487,4.91291766,0.09129885,0.00000000,2.68523815,2.20932341,0.02007449,3.30766936
-5.48374187,4.88321631,0.09663893,0.00000000,2.61839371,2.14570168,0.02179827,3.20423478
-5.47773887,4.87957174,0.10232500,0.00000000,2.56742338,2.09365676,0.02363553,3.12035135
-5.47173587,4.90109914,0.10826645,0.00000000,2.53190405,2.05341331,0.02557183,3.05617946
-5.46573287,4.94612098,0.11436524,0.00000000,2.51093632,2.02480473,0.02759043,3.01127265
-5.45972986,5.01224138,0.12051811,0.00000000,2.50319426,2.00729939,0.02967263,2.98462336
-5.45372686,5.09644103,0.12661898,0.00000000,2.50698651,2.00003765,0.03179809,2.97472431
-5.44772386,5.19518889,0.13256141,0.00000000,2.52032620,2.00187773,0.03394528,2.97964228
-5.44172086,5.30456612,0.13824123,0.00000000,2.54100695,2.01144845,0.03609188,2.99710153
-5.43571786,5.42039807,0.14355899,0.00000000,2.56668236,2.02720662,0.03821534,3.02457336
-5.42971486,5.53838955,0.14842239,0.00000000,2.59494623,2.04749688,0.04029334,3.05936869
-5.42371186,5.65425895,0.15274850,0.00000000,2.62341098,2.07061190,0.04230432,3.09873069
-5.41770885,5.76386716,0.15646577,0.00000000,2.64978196,2.09485088,0.04422798,3.13992429
-5.41170585,5.86333712,0.15951567,0.00000000,2.67192543,2.11857458,0.04604580,3.18032013
-5.40570285,5.94916079,0.16185403,0.00000000,2.68792844,2.14025521,0.04774146,3.21747055
-5.39969985,6.01829028,0.16345188,0.00000000,2.69614903,2.15851979,0.04930124,3.24917552
-5.39369685,6.06821109,0.16429593,0.00000000,2.69525565,2.17218601,0.05071430,3.27353711
-5.38769385,6.09699535,0.16438857,0.00000000,2.68425491,2.18028962,0.05197299,3.28900114
-5.38169085,6.10333434,0.16374740,0.00000000,2.66250734,2.18210300,0.05307288,3.29438541
-5.37568784,6.08654968,0.16240432,0.00000000,2.62973113,2.17714462,0.05401287,3.28889419
-5.36968484,6.04658367,0.16040420,0.00000000,2.58599414,2.16517955,0.05479502,3.27211906
-5.36368184,5.98396984,0.15780321,0.00000000,2.53169508,2.14621141,0.05542440,3.24402683
-5.35767884,5.89978541,0.15466685,0.00000000,2.46753476,2.12046645,0.05590875,3.20493541
-5.35167584,5.79558798,0.15106767,0.00000000,2.39447894,2.08837064,0.05625807,3.15547916
-5.34567284,5.67333936,0.14708297,0.00000000,2.31371433,2.05052102,0.05648413,3.09656529
-5.33966983,5.53531967,0.14279230,0.00000000,2.22659950,2.00765244,0.05659987,3.02932339
-5.33366683,5.38403539,0.13827508,0.00000000,2.13461271,1.96060132,0.05661884,2.95505016
-5.32766383,5.22212492,0.13360828,0.00000000,2.03929860,1.91026781,0.05655452,2.87515170
-5.32166083,5.05226530,0.12886430,0.00000000,1.94221557,1.85757792,0.05641977,2.79108554
-5.31565783,4.87708377,0.12410913,0.00000000,1.84488585,1.80344701,0.05622619,2.70430473
-5.30965483,4.69907705,0.11940080,0.00000000,1.74874971,1.74874617,0.05598364,2.61620595
-5.30365183,4.52054148,0.11478827,0.00000000,1.65512556,1.69427254,0.05569981,2.52808359
-5.29764882,4.34351592,0.11031067,0.00000000,1.56517671,1.64072469,0.05537992,2.44109120
-5.29164582,4.16973926,0.10599696,0.00000000,1.47988611,1.58868375,0.05502653,2.35621161
-5.28564282,4.00062329,0.10186601,0.00000000,1.40003926,1.53860096,0.05463950,2.27423646
-5.27963982,3.83724136,0.09792713,0.00000000,1.32621574,1.49079168,0.05421607,2.19575550
-5.27363682,3.68033222,0.09418080,0.00000000,1.25878924,1.44543595,0.05375115,2.12115564
-5.26763382,3.53031810,0.09061989,0.00000000,1.19793559,1.40258527,0.05323760,2.05062932
-5.26163082,3.38733532,0.08723097,0.00000000,1.14364819,1.36217497,0.05266676,1.98419139
-5.25562781,3.25127540,0.08399586,0.00000000,1.09575987,1.32404142,0.05202903,1.92170327
-5.24962481,3.12183419,0.08089326,0.00000000,1.05397008,1.28794318,0.05131442,1.86290315
-5.24362181,2.99856630,0.07790036,0.00000000,1.01787596,1.25358474,0.05051325,1.80744045
-5.23761881,2.88094218,0.07499448,0.00000000,0.98700606,1.22064201,0.04961682,1.75491282
-5.23161581,2.76840493,0.07215450,0.00000000,0.96085500,1.18878801,0.04861799,1.70490395
-5.22561281,2.66042434,0.06936216,0.00000000,0.93891770,1.15771773,0.04751176,1.65702035
-5.21960980,2.55654583,0.06660318,0.00000000,0.92072170,1.12717102,0.04629573,1.61092533
-5.21360680,2.45643208,0.06386804,0.00000000,0.90585615,1.09695238,0.04497049,1.56636882
-5.20760380,2.35989604,0.06115259,0.00000000,0.89399628,1.06694694,0.04353981,1.52321154
-5.20160080,2.26692390,0.05845827,0.00000000,0.88492235,1.03713185,0.04201076,1.48144257
-5.19559780,2.17768754,0.05579219,0.00000000,0.87853226,1.00758274,0.04039369,1.44118963
-5.18959480,2.09254616,0.05316689,0.00000000,0.87484736,0.97847497,0.03870202,1.40272160
-5.18359180,2.01203763,0.05059982,0.00000000,0.87401118,0.95007964,0.03695195,1.36644335
-5.17758879,1.93686009,0.04811281,0.00000000,0.87628128,0.92275487,0.03516204,1.33288308
-5.17158579,1.86784512,0.04573116,0.00000000,0.88201457,0.89693252,0.03335271,1.30267309
-5.16558279,1.80592403,0.04348285,0.00000000,0.89164689,0.87310128,0.03154570,1.27652460
-5.15957979,1.75208897,0.04139754,0.00000000,0.90566784,0.85178688,0.02976339,1.25519823
-5.15357679,1.70735096,0.03950563,0.00000000,0.92459224,0.83353038,0.02802824,1.23947138
-5.14757379,1.67269677,0.03783730,0.00000000,0.94892950,0.81886574,0.02636216,1.23010420
-5.14157079,1.64904695,0.03642167,0.00000000,0.97915276,0.80829754,0.02478590,1.22780587
-5.13556778,1.63721688,0.03528600,0.00000000,1.01566932,0.80228016,0.02331860,1.23320283
-5.12956478,1.63788273,0.03445506,0.00000000,1.05879399,0.80119935,0.02197730,1.24681065
-5.12356178,1.65155400,0.03395055,0.00000000,1.10872703,0.80535697,0.02077661,1.26901082
-5.11755878,1.67855379,0.03379076,0.00000000,1.16553793,0.81495983,0.01972847,1.30003392
-5.11155578,1.71900776,0.03399029,0.00000000,1.22915605,0.83011300,0.01884199,1.33994977
-5.10555278,1.77284220,0.03455998,0.00000000,1.29936894,0.85081795,0.01812345,1.38866535
-5.09954977,1.83979110,0.03550690,0.00000000,1.37582845,0.87697552,0.01757630,1.44593032
-5.09354677,1.91941170,0.03683448,0.00000000,1.45806455,0.90839346,0.01720139,1.51135004
-5.08754377,2.01110757,0.03854273,0.00000000,1.54550619,0.94479810,0.01699710,1.58440517
-5.08154077,2.11415760,0.04062848,0.00000000,1.63750803,0.98584934,0.01695969,1.66447679
-5.07553777,2.22774923,0.04308571,0.00000000,1.73338145,1.03115802,0.01708360,1.75087531
-5.06953477,2.35101365,0.04590581,0.00000000,1.83242808,1.08030462,0.01736179,1.84287157
-5.06353177,2.48306079,0.04907784,0.00000000,1.93397358,1.13285791,0.01778609,1.93972797
-5.05752876,2.62301172,0.05258876,0.00000000,2.03739939,1.18839254,0.01834753,2.04072759
-5.05152576,2.77002621,0.05642358,0.00000000,2.14217027,1.24650415,0.01903664,2.14519931
-5.04552276,2.92332353,0.06056536,0.00000000,2.24785551,1.30682111,0.01984371,2.25253708
-5.03951976,3.08219495,0.06499515,0.00000000,2.35414202,1.36901196,0.02075897,2.36221189
-5.03351676,3.24600680,0.06969189,0.00000000,2.46083793,1.43278786,0.02177275,2.47377536
-5.02751376,3.41419372,0.07463212,0.00000000,2.56786617,1.49790004,0.02287553,2.58685445
-5.02151076,3.58624237,0.07978965,0.00000000,2.67524763,1.56413211,0.02405795,2.70113754
-5.01550775,3.76166659,0.08513522,0.00000000,2.78307482,1.63128777,0.02531074,2.81635236
-5.00950475,3.93997552,0.09063608,0.00000000,2.89147718,1.69917481,0.02662466,2.93223742
-5.00350175,4.12063716,0.09625565,0.00000000,3.00058003,1.76758651,0.02799031,3.04850869
-4.99749875,4.30303983,0.10195321,0.00000000,3.11045972,1.83628172,0.02939799,3.16482396
-4.99149575,4.48645478,0.10768371,0.00000000,3.22109785,1.90496548,0.03083753,3.28074755
-4.98549275,4.67000297,0.11339774,0.00000000,3.33233772,1.97327142,0.03229815,3.39571826
-4.97948974,4.85262911,0.11904171,0.00000000,3.44384615,2.04074790,0.03376835,3.50902322
-4.97348674,5.03308566,0.12455820,0.00000000,3.55508362,2.10684909,0.03523579,3.61978030
-4.96748374,5.20992900,0.12988663,0.00000000,3.66528529,2.17093222,0.03668733,3.72693098
-4.96148074,5.38152912,0.13496414,0.00000000,3.77345475,2.23226177,0.03810908,3.82924536
-4.95547774,5.54609363,0.13972673,0.00000000,3.87837184,2.29002099,0.03948652,3.92533983
-4.94947474,5.70170552,0.14411063,0.00000000,3.97861478,2.34333054,0.04080470,4.01370746
-4.94347174,5.84637355,0.14805389,0.00000000,4.07259604,2.39127374,0.04204858,4.09276011
-4.93746873,5.97809299,0.15149802,0.00000000,4.15861055,2.43292718,0.04320331,4.16088050
-4.93146573,6.09491364,0.15438980,0.00000000,4.23489392,2.46739529,0.04425466,4.21648168
-4.92546273,6.19501169,0.15668300,0.00000000,4.29968784,2.49384700,0.04518939,4.25807097
-4.91945973,6.27676115,0.15834005,0.00000000,4.35130911,2.51155243,0.04599572,4.28431476
-4.91345673,6.33880094,0.15933351,0.00000000,4.38821873,2.51991739,0.04666370,4.29410056
-4.90745373,6.38009342,0.15964727,0.00000000,4.40908716,2.51851386,0.04718553,4.28659271
-4.90145073,6.39997093,0.15927740,0.00000000,4.41285242,2.50710421,0.04755591,4.26127844
-4.89544772,6.39816726,0.15823263,0.00000000,4.39876771,2.48565803,0.04777218,4.21800151
-4.88944472,6.37483204,0.15653431,0.00000000,4.36643626,2.45436000,0.04783443,4.15698127
-4.88344172,6.33052696,0.15421603,0.00000000,4.31583152,2.41360863,0.04774551,4.07881595
-4.87743872,6.26620384,0.15132260,0.00000000,4.24730201,2.36400541,0.04751086,3.98446981
-4.87143572,6.18316570,0.14790878,0.00000000,4.16156063,2.30633512,0.04713830,3.87524469
-4.86543272,6.08301283,0.14403746,0.00000000,4.05965959,2.24153823,0.04663767,3.75273749
-4.85942971,5.96757707,0.13977765,0.00000000,3.94295241,2.17067679,0.04602043,3.61878581
-4.85342671,5.83884780,0.13520219,0.00000000,3.81304533,2.09489575,0.04529916,3.47540463
-4.84742371,5.69889403,0.13038536,0.00000000,3.67174112,2.01538168,0.04448705,3.32471737
-4.84142071,5.54978656,0.12540054,0.00000000,3.52097803,1.93332108,0.04359740,3.16888491
-4.83541771,5.39352479,0.12031787,0.00000000,3.36276731,1.84986048,0.04264310,3.01003609
-4.82941471,5.23197175,0.11520225,0.00000000,3.19913221,1.76607023,0.04163621,2.85020312
-4.82341171,5.06680072,0.11011162,0.00000000,3.03205119,1.68291375,0.04058759,2.69126470
-4.81740870,4.89945596,0.10509553,0.00000000,2.86340772,1.60122360,0.03950663,2.53489950
-4.81140570,4.73112890,0.10019432,0.00000000,2.69494851,1.52168511,0.03840111,2.38255135
-4.80540270,4.56275061,0.09543859,0.00000000,2.52825118,1.44482830,0.03727711,2.23540753
-4.79939970,4.39500001,0.09084927,0.00000000,2.36470217,1.37102776,0.03613918,2.09438991
-4.79339670,4.22832647,0.08643805,0.00000000,2.20548474,1.30051016,0.03499042,1.96015890
-4.78739370,4.06298489,0.08220823,0.00000000,2.05157658,1.23336851,0.03383283,1.83312865
-4.78139070,3.89908031,0.07815589,0.00000000,1.90375593,1.16958189,0.03266767,1.71349203
-4.77538769,3.73661903,0.07427129,0.00000000,1.76261511,1.10903926,0.03149582,1.60125332
-4.76938469,3.57556293,0.07054044,0.00000000,1.62857955,1.05156583,0.03031826,1.49626610
-4.76338169,3.41588337,0.06694671,0.00000000,1.50193098,0.99695033,0.02913650,1.39827411
-4.75737869,3.25761183,0.06347239,0.00000000,1.38283281,0.94497164,0.02795296,1.30695259
-4.75137569,3.10088416,0.06010020,0.00000000,1.27135633,0.89542356,0.02677138,1.22194802
-4.74537269,2.94597640,0.05681453,0.00000000,1.16750606,0.84813627,0.02559705,1.14291415
-4.73936968,2.79333024,0.05360247,0.00000000,1.07124330,0.80299382,0.02443705,1.06954314
-4.73336668,2.64356731,0.05045461,0.00000000,0.98250665,0.75994686,0.02330032,1.00159028
-4.72736368,2.49749171,0.04736546,0.00000000,0.90122909,0.71902038,0.02219767,0.93889196
-4.72136068,2.35608109,0.04433370,0.00000000,0.82735097,0.68031638,0.02114167,0.88137631
-4.71535768,2.22046718,0.04136203,0.00000000,0.76082894,0.64401159,0.02014640,0.82906684
-4.70935468,2.09190686,0.03845687,0.00000000,0.70164078,0.61035083,0.01922718,0.78207947
-4.70335168,1.97174560,0.03562784,0.00000000,0.64978645,0.57963653,0.01840014,0.74061355
-4.69734867,1.86137504,0.03288711,0.00000000,0.60528570,0.55221516,0.01768177,0.70493804
-4.69134567,1.76218683,0.03024860,0.00000000,0.56817296,0.52846133,0.01708842,0.67537366
-4.68534267,1.67552477,0.02772725,0.00000000,0.53848984,0.50876063,0.01663573,0.65227247
-4.67933967,1.60263735,0.02533817,0.00000000,0.51627615,0.49349177,0.01633811,0.63599575
-4.67333667,1.54463261,0.02309595,0.00000000,0.50156005,0.48300909,0.01620816,0.62689163
-4.66733367,1.50243700,0.02101401,0.00000000,0.49434792,0.47762612,0.01625614,0.62527335
-4.66133067,1.47676001,0.01910408,0.00000000,0.49461478,0.47760080,0.01648955,0.63139933
-4.65532766,1.46806560,0.01737577,0.00000000,0.50229574,0.48312309,0.01691266,0.64545585
-4.64932466,1.47655180,0.01583633,0.00000000,0.51727911,0.49430541,0.01752621,0.66754314
-4.64332166,1.50213909,0.01449056,0.00000000,0.53940169,0.51117617,0.01832717,0.69766556
-4.63731866,1.54446816,0.01334072,0.00000000,0.56844658,0.53367692,0.01930861,0.73572618
-4.63131566,1.60290723,0.01238673,0.00000000,0.60414385,0.56166297,0.02045969,0.78152628
-4.62531266,1.67656901,0.01162633,0.00000000,0.64617416,0.59490775,0.02176575,0.83476965
-4.61930965,1.76433667,0.01105536,0.00000000,0.69417548,0.63311054,0.02320856,0.89507180
-4.61330665,1.86489827,0.01066806,0.00000000,0.74775261,0.67590758,0.02476666,0.96197355
-4.60730365,1.97678853,0.01045744,0.00000000,0.80648926,0.72288588,0.02641584,1.03495875
-4.60130065,2.09843644,0.01041561,0.00000000,0.86996221,0.77359941,0.02812970,1.11347518
-4.59529765,2.22821711,0.01053410,0.00000000,0.93775685,0.82758679,0.02988027,1.19695778
-4.58929465,2.36450569,0.01080419,0.00000000,1.00948328,0.88438983,0.03163874,1.28485318
-4.58329165,2.50573128,0.01121710,0.00000000,1.08479208,0.94357200,0.03337621,1.37664410
-4.57728864,2.65042823,0.01176426,0.00000000,1.16338875,1.00473569,0.03506442,1.47187246
-4.57128564,2.79728268,0.01243742,0.00000000,1.24504571,1.06753761,0.03667647,1.57015970
-4.56528264,2.94517177,0.01322875,0.00000000,1.32961098,1.13170110,0.03818749,1.67122304
-4.55927964,3.09319355,0.01413087,0.00000000,1.41701258,1.19702460,0.03957524,1.77488646
-4.55327664,3.24068574,0.01513686,0.00000000,1.50725791,1.26338570,0.04082059,1.88108531
-4.54727364,3.38723220,0.01624021,0.00000000,1.60042771,1.33073997,0.04190788,1.98986395
-4.54127064,3.53265614,0.01743478,0.00000000,1.69666429,1.39911462,0.04282511,2.10136588
-4.53526763,3.67700027,0.01871467,0.00000000,1.79615429,1.46859677,0.04356408,2.21581642
-4.52926463,3.82049445,0.02007423,0.00000000,1.89910625,1.53931681,0.04412031,2.33349838
-4.52326163,3.96351211,0.02150791,0.00000000,2.00572402,1.61142733,0.04449283,2.45472145
-4.51725863,4.10651757,0.02301030,0.00000000,2.11617696,1.68507868,0.04468393,2.57978669
-4.51125563,4.25000684,0.02457609,0.00000000,2.23056859,1.76039225,0.04469874,2.70894757
-4.50525263,4.39444483,0.02620014,0.00000000,2.34890508,1.83743291,0.04454481,2.84236968
-4.49924962,4.54020251,0.02787756,0.00000000,2.47106567,1.91618214,0.04423161,2.98009098
-4.49324662,4.68749727,0.02960389,0.00000000,2.59677654,1.99651339,0.04377006,3.12198499
-4.48724362,4.83633999,0.03137521,0.00000000,2.72559025,2.07817136,0.04317202,3.26772895
-4.48124062,4.98649196,0.03318843,0.00000000,2.85687204,2.16075648,0.04244994,3.41677913
-4.47523762,5.13743418,0.03504151,0.00000000,2.98979454,2.24371600,0.04161640,3.56835490
-4.46923462,5.28835118,0.03693372,0.00000000,3.12334167,2.32634253,0.04068391,3.72143318
-4.46323162,5.43813072,0.03886585,0.00000000,3.25632239,2.40778062,0.03966464,3.87475392
-4.45722861,5.58537977,0.04084050,0.00000000,3.38739418,2.48704161,0.03857028,4.02683729
-4.45122561,5.72845642,0.04286217,0.00000000,3.51509575,2.56302642,0.03741202,4.17601221
-4.44522261,5.86551660,0.04493742,0.00000000,3.63788792,2.63455565,0.03620054,4.32045557
-4.43921961,5.99457346,0.04707488,0.00000000,3.75420108,2.70040576,0.03494601,4.45824072
-4.43321661,6.11356674,0.04928517,0.00000000,3.86248723,2.75934988,0.03365824,4.58739346
-4.42721361,6.22043903,0.05158070,0.00000000,3.96127439,2.81020152,0.03234674,4.70595315
-4.42121061,6.31321492,0.05397539,0.00000000,4.04922056,2.85185894,0.03102082,4.81203647
-4.41520760,6.39007968,0.05648425,0.00000000,4.12516492,2.88334836,0.02968965,4.90390091
-4.40920460,6.44945324,0.05912288,0.00000000,4.18817355,2.90386362,0.02836238,4.98000519
-4.40320160,6.49005625,0.06190683,0.00000000,4.23757739,2.91280056,0.02704811,5.03906391
-4.39719860,6.51096487,0.06485098,0.00000000,4.27300045,2.90978421,0.02575590,5.08009386
-4.39119560,6.51165189,0.06796876,0.00000000,4.29437696,2.89468749,0.02449472,5.10245002
-4.38519260,6.49201228,0.07127151,0.00000000,4.30195640,2.86764051,0.02327338,5.10584953
-4.37918959,6.45237235,0.07476775,0.00000000,4.29629631,2.82902998,0.02210045,5.09038273
-4.37318659,6.39348217,0.07846256,0.00000000,4.27824332,2.77948870,0.02098410,5.05651089
-4.36718359,6.31649228,0.08235713,0.00000000,4.24890340,2.71987588,0.01993201,5.00505092
-4.36118059,6.22291600,0.08644838,0.00000000,4.20960303,2.65124913,0.01895124,4.93714806
-4.35517759,6.11457967,0.09072882,0.00000000,4.16184338,2.57482968,0.01804811,4.85423798
-4.34917459,5.99356340,0.09518656,0.00000000,4.10724987,2.49196255,0.01722813,4.75800031
-4.34317159,5.86213564,0.09980560,0.00000000,4.04751968,2.40407356,0.01649588,4.65030586
-4.33716858,5.72268438,0.10456628,0.00000000,3.98436974,2.31262530,0.01585502,4.53316006
-4.33116558,5.57764842,0.10944592,0.00000000,3.91948746,2.21907397,0.01530825,4.40864505
-4.32516258,5.42945138,0.11441971,0.00000000,3.85448622,2.12482897,0.01485730,4.27886287
-4.31915958,5.28044084,0.11946156,0.00000000,3.79086716,2.03121675,0.01450301,4.14588188
-4.31315658,5.13283460,0.12454519,0.00000000,3.72998814,1.93945017,0.01424531,4.01168814
-4.30715358,4.98867530,0.12964502,0.00000000,3.67304031,1.85060424,0.01408336,3.87814311
