energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,32.33864300,0.76201866,0.30493836,0.03892148,0.16883540,0.09140909,1.32781871,0.75002317,30.15827039
-5.99399700,32.00707483,0.77623328,0.31374813,0.03918947,0.16187650,0.09515169,1.32701736,0.74091480,29.78260124
-5.98799400,31.72775670,0.78997980,0.32300189,0.03946963,0.15527394,0.09897921,1.32703733,0.73216984,29.45713781
-5.98199100,31.50581011,0.80298427,0.33263828,0.03976426,0.14901356,0.10285635,1.32775165,0.72375897,29.18742066
-5.97598799,31.34501224,0.81497197,0.34258667,0.04007553,0.14307777,0.10674639,1.32900137,0.71563703,28.97768996
-5.96998499,31.24770850,0.82567496,0.35276757,0.04040549,0.13744672,0.11061170,1.33060044,0.70774598,28.83078972
-5.96398199,31.21474718,0.83483921,0.36309300,0.04075616,0.13209929,0.11441421,1.33234078,0.70001785,28.74809428
-5.95797899,31.24543730,0.84223121,0.37346701,0.04112961,0.12701412,0.11811581,1.33399761,0.69237783,28.72945852
-5.95197599,31.33753187,0.84764371,0.38378622,0.04152802,0.12217043,0.12167876,1.33533480,0.68474730,28.77319367
-5.94597299,31.48723884,0.85090052,0.39394054,0.04195377,0.11754874,0.12506604,1.33611028,0.67704690,28.87607107
-5.93996998,31.68926238,0.85186022,0.40381418,0.04240958,0.11313144,0.12824163,1.33608133,0.66919943,29.03335621
-5.93396698,31.93687727,0.85041885,0.41328691,0.04289869,0.10890330,0.13117086,1.33500995,0.66113283,29.23887551
-5.92796398,32.22203813,0.84651136,0.42223557,0.04342496,0.10485172,0.13382066,1.33266817,0.65278292,29.48511748
-5.92196098,32.53552518,0.84011224,0.43053614,0.04399315,0.10096705,0.13615989,1.32884341,0.64409609,29.76336948
-5.91595798,32.86712613,0.83123507,0.43806599,0.04460911,0.09724265,0.13815967,1.32334386,0.63503188,30.06388984
-5.90995498,33.20585292,0.81993140,0.44470659,0.04527999,0.09367495,0.13979375,1.31600385,0.62556526,30.37611379
-5.90395198,33.54018962,0.80628889,0.45034653,0.04601448,0.09026340,0.14103894,1.30668917,0.61568874,30.68889004
-5.89794897,33.85836635,0.79042899,0.45488466,0.04682296,0.08701034,0.14187553,1.29530207,0.60541404,30.99074288
-5.89194597,34.14865177,0.77250407,0.45823337,0.04771764,0.08392077,0.14228782,1.28178597,0.59477332,31.27015303
-5.88594297,34.39965531,0.75269436,0.46032182,0.04871261,0.08100213,0.14226456,1.26612942,0.58381985,31.51584909
-5.87993997,34.60062847,0.73120447,0.46109883,0.04982373,0.07826386,0.14179943,1.24836916,0.57262790,31.71709968
-5.87393697,34.74175424,0.70825976,0.46053551,0.05106848,0.07571703,0.14089147,1.22859201,0.56129193,31.86399601
-5.86793397,34.81441271,0.68410240,0.45862717,0.05246555,0.07337380,0.13954540,1.20693524,0.54992485,31.94771399
-5.86193097,34.81141181,0.65898728,0.45539456,0.05403439,0.07124680,0.13777183,1.18358522,0.53865529,31.96074529
-5.85592796,34.72717281,0.63317767,0.45088420,0.05579447,0.06934850,0.13558732,1.15877417,0.52762401,31.89708778
-5.84992496,34.55786212,0.60694063,0.44516780,0.05776449,0.06769048,0.13301429,1.13277499,0.51697936,31.75238696
-5.84392196,34.30146293,0.58054228,0.43834067,0.05996136,0.06628264,0.13008071,1.10589403,0.50687197,31.52402246
-5.83791896,33.95778342,0.55424294,0.43051908,0.06239914,0.06513246,0.12681958,1.07846206,0.49744875,31.21113548
-5.83191596,33.52840068,0.52829212,0.42183681,0.06508786,0.06424419,0.12326830,1.05082373,0.48884650,30.81459645
-5.82591296,33.01654337,0.50292365,0.41244085,0.06803238,0.06361811,0.11946777,1.02332571,0.48118537,30.33691450
