energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.14257129,2.64042771,0.00035570,1.34560119,2.87414553,0.90613753,0.00061144,0.23356806,0.18431331,0.14475862
-3.13656828,2.57960117,0.00031615,1.31563192,2.79681578,0.87799290,0.00058669,0.24191172,0.18611776,0.14321329
-3.13056528,2.51589037,0.00027917,1.28311521,2.71393568,0.84897580,0.00055980,0.25090198,0.18813033,0.14217317
-3.12456228,2.44993489,0.00024492,1.24839031,2.62635521,0.81935723,0.00053114,0.26047550,0.19035164,0.14162602
-3.11855928,2.38231590,0.00021349,1.21178837,2.53490314,0.78938429,0.00050107,0.27054762,0.19277185,0.14154276
-3.11255628,2.31355153,0.00018491,1.17362858,2.44037725,0.75927842,0.00046998,0.28101366,0.19537065,0.14187918
-3.10655328,2.24409395,0.00015916,1.13421471,2.34353613,0.72923452,0.00043823,0.29175072,0.19811752,0.14257794
-3.10055028,2.17432816,0.00013613,1.09383242,2.24509241,0.69942053,0.00040622,0.30261982,0.20097210,0.14357088
-3.09454727,2.10457243,0.00011572,1.05274706,2.14570778,0.66997770,0.00037430,0.31346853,0.20388480,0.14478147
-3.08854427,2.03508015,0.00009777,1.01120223,2.04598952,0.64102133,0.00034280,0.32413380,0.20679761,0.14612729
-3.08254127,1.96604328,0.00008210,0.96941900,1.94648871,0.61264202,0.00031204,0.33444515,0.20964514,0.14752261
-3.07653827,1.89759705,0.00006854,0.92759576,1.84769997,0.58490735,0.00028230,0.34422806,0.21235583,0.14888086
-3.07053527,1.82982597,0.00005687,0.88590875,1.75006262,0.55786395,0.00025381,0.35330757,0.21485343,0.15011697
-3.06453227,1.76277105,0.00004692,0.84451320,1.65396312,0.53153993,0.00022677,0.36151200,0.21705872,0.15114967
-3.05852926,1.69643784,0.00003849,0.80354496,1.55973857,0.50594754,0.00020133,0.36867678,0.21889141,0.15190349
-3.05252626,1.63080533,0.00003139,0.76312259,1.46768103,0.48108610,0.00017762,0.37464827,0.22027225,0.15231066
-3.04652326,1.56583536,0.00002546,0.72334978,1.37804242,0.45694496,0.00015571,0.37928757,0.22112525,0.15231271
-3.04052026,1.50148218,0.00002054,0.68431791,1.29103975,0.43350661,0.00013562,0.38247420,0.22138008,0.15186190
-3.03451726,1.43770201,0.00001648,0.64610877,1.20686032,0.41074963,0.00011737,0.38410955,0.22097442,0.15092239
-3.02851426,1.37446212,0.00001315,0.60879718,1.12566685,0.38865152,0.00010092,0.38412003,0.21985634,0.14947110
-3.02251126,1.31174923,0.00001044,0.57245341,1.04760207,0.36719134,0.00008622,0.38245978,0.21798644,0.14749836
-3.01650825,1.24957685,0.00000825,0.53714537,0.97279281,0.34635195,0.00007319,0.37911284,0.21533990,0.14500832
-3.01050525,1.18799123,0.00000649,0.50294035,0.90135335,0.32612192,0.00006173,0.37409468,0.21190810,0.14201899
-3.00450225,1.12707577,0.00000508,0.46990635,0.83338791,0.30649693,0.00005174,0.36745303,0.20769991,0.13856208
-2.99849925,1.06695369,0.00000397,0.43811289,0.76899236,0.28748071,0.00004311,0.35926779,0.20274250,0.13468251
-2.99249625,1.00778871,0.00000310,0.40763129,0.70825497,0.26908551,0.00003572,0.34965016,0.19708158,0.13043773
-2.98649325,0.94978387,0.00000243,0.37853435,0.65125645,0.25133192,0.00002945,0.33874083,0.19078121,0.12589664
-2.98049025,0.89317841,0.00000192,0.35089561,0.59806905,0.23424840,0.00002419,0.32670720,0.18392290,0.12113843
-2.97448724,0.83824281,0.00000154,0.32478801,0.54875514,0.21787017,0.00001984,0.31373984,0.17660430,0.11625103
-2.96848424,0.78527228,0.00000128,0.30028223,0.50336511,0.20223784,0.00001632,0.30004810,0.16893735,0.11132953
-2.96248124,0.73457886,0.00000111,0.27744458,0.46193490,0.18739565,0.00001353,0.28585510,0.16104608,0.10647434
-2.95647824,0.68648250,0.00000103,0.25633473,0.42448311,0.17338954,0.00001142,0.27139215,0.15306401,0.10178930
-2.95047524,0.64130151,0.00000103,0.23700317,0.39100808,0.16026506,0.00000994,0.25689289,0.14513147,0.09737975
-2.94447224,0.59934269,0.00000111,0.21948874,0.36148484,0.14806523,0.00000907,0.24258727,0.13739279,0.09335061
-2.93846923,0.56089171,0.00000128,0.20381609,0.33586231,0.13682849,0.00000880,0.22869559,0.12999359,0.08980454
-2.93246623,0.52620402,0.00000154,0.18999341,0.31406073,0.12658685,0.00000916,0.21542280,0.12307828,0.08684023
-2.92646323,0.49549679,0.00000190,0.17801041,0.29596959,0.11736426,0.00001020,0.20295333,0.11678790,0.08455094
-2.92046023,0.46894221,0.00000237,0.16783667,0.28144617,0.10917530,0.00001199,0.19144651,0.11125838,0.08302330
-2.91445723,0.44666248,0.00000298,0.15942049,0.27031487,0.10202434,0.00001467,0.18103288,0.10661934,0.08233636
-2.90845423,0.42872670,0.00000376,0.15268834,0.26236743,0.09590508,0.00001837,0.17181134,0.10299351,0.08256108
-2.90245123,0.41514990,0.00000472,0.14754484,0.25736408,0.09080061,0.00002331,0.16384744,0.10049670,0.08376018
-2.89644822,0.40589432,0.00000589,0.14387354,0.25503586,0.08668395,0.00002972,0.15717271,0.09923846,0.08598836
-2.89044522,0.40087273,0.00000732,0.14153828,0.25508800,0.08351908,0.00003789,0.15178506,0.09932326,0.08929293
-2.88444222,0.39995404,0.00000904,0.14038532,0.25720438,0.08126234,0.00004818,0.14765026,0.10085221,0.09371483
-2.87843922,0.40297060,0.00001109,0.14024603,0.26105302,0.07986434,0.00006098,0.14470445,0.10392514,0.09928992
-2.87243622,0.40972725,0.00001351,0.14094031,0.26629256,0.07927204,0.00007676,0.14285747,0.10864297,0.10605055
-2.86643322,0.42001144,0.00001634,0.14228033,0.27257941,0.07943116,0.00009603,0.14199705,0.11511014,0.11402732
-2.86043022,0.43360425,0.00001964,0.14407481,0.27957543,0.08028866,0.00011937,0.14199348,0.12343702,0.12325084
-2.85442721,0.45029150,0.00002344,0.14613347,0.28695589,0.08179518,0.00014741,0.14270479,0.13374187,0.13375350
-2.84842421,0.46987468,0.00002778,0.14827156,0.29441744,0.08390747,0.00018084,0.14398213,0.14615252,0.14557106
-2.84242121,0.49218098,0.00003270,0.15031437,0.30168556,0.08659046,0.00022037,0.14567519,0.16080716,0.15874384
-2.83641821,0.51707190,0.00003822,0.15210145,0.30852150,0.08981903,0.00026675,0.14763740,0.17785443,0.17331761
-2.83041521,0.54444996,0.00004436,0.15349046,0.31472808,0.09357934,0.00032075,0.14973089,0.19745234,0.18934385
-2.82441221,0.57426315,0.00005114,0.15436047,0.32015428,0.09786960,0.00038315,0.15183081,0.21976614,0.20687934
-2.81840920,0.60650661,0.00005854,0.15461449,0.32469826,0.10270018,0.00045470,0.15382904,0.24496496,0.22598510
-2.81240620,0.64122147,0.00006656,0.15418137,0.32830872,0.10809316,0.00053610,0.15563706,0.27321725,0.24672456
-2.80640320,0.67849083,0.00007515,0.15301670,0.33098447,0.11408118,0.00062801,0.15718800,0.30468502,0.26916093
-2.80040020,0.71843270,0.00008427,0.15110291,0.33277222,0.12070562,0.00073099,0.15843768,0.33951712,0.29335397
-2.79439720,0.76119048,0.00009385,0.14844846,0.33376264,0.12801426,0.00084551,0.15936472,0.37784166,0.31935610
-2.78839420,0.80692101,0.00010381,0.14508622,0.33408494,0.13605847,0.00097188,0.15996975,0.41975786,0.34720805
-2.78239120,0.85578109,0.00011405,0.14107108,0.33390005,0.14488990,0.00111028,0.16027375,0.46532770,0.37693426
-2.77638819,0.90791270,0.00012446,0.13647698,0.33339294,0.15455711,0.00126073,0.16031562,0.51456767,0.40853817
-2.77038519,0.96342797,0.00013490,0.13139342,0.33276420,0.16510198,0.00142304,0.16014910,0.56744109,0.44199772
-2.76438219,1.02239450,0.00014524,0.12592166,0.33222148,0.17655630,0.00159686,0.15983935,0.62385140,0.47726122
-2.75837919,1.08482188,0.00015535,0.12017074,0.33197094,0.18893856,0.00178164,0.15945906,0.68363680,0.51424390
-2.75237619,1.15065003,0.00016508,0.11425357,0.33220936,0.20225120,0.00197663,0.15908456,0.74656665,0.55282536
-2.74637319,1.21974024,0.00017429,0.10828312,0.33311704,0.21647842,0.00218092,0.15879199,0.81233994,0.59284802
-2.74037019,1.29186927,0.00018286,0.10236898,0.33485184,0.23158462,0.00239344,0.15865362,0.88058610,0.63411691
-2.73436718,1.36672696,0.00019067,0.09661429,0.33754465,0.24751376,0.00261299,0.15873471,0.95086829,0.67640077
-2.72836418,1.44391771,0.00019764,0.09111330,0.34129631,0.26418937,0.00283825,0.15909069,1.02268918,0.71943450
-2.72236118,1.52296572,0.00020370,0.08594934,0.34617615,0.28151555,0.00306784,0.15976512,1.09549926,0.76292308
-2.71635818,1.60332398,0.00020882,0.08119357,0.35222206,0.29937875,0.00330036,0.16078821,1.16870744,0.80654671
-2.71035518,1.68438655,0.00021302,0.07690420,0.35944199,0.31765028,0.00353439,0.16217611,1.24169363,0.84996715
-2.70435218,1.76550387,0.00021634,0.07312631,0.36781675,0.33618949,0.00376856,0.16393082,1.31382292,0.89283505
-2.69834917,1.84600018,0.00021889,0.06989217,0.37730388,0.35484746,0.00400161,0.16604082,1.38446097,0.93479791
-2.69234617,1.92519254,0.00022082,0.06722202,0.38784220,0.37347101,0.00423238,0.16848221,1.45298987,0.97550862
-2.68634317,2.00241046,0.00022234,0.06512505,0.39935692,0.39190692,0.00445984,0.17122040,1.51882407,1.01463396
-2.68034017,2.07701536,0.00022372,0.06360073,0.41176485,0.41000600,0.00468319,0.17421213,1.58142564,1.05186304
-2.67433717,2.14841889,0.00022528,0.06264022,0.42497947,0.42762704,0.00490178,0.17740771,1.64031828,1.08691515
-2.66833417,2.21609939,0.00022740,0.06222771,0.43891557,0.44464026,0.00511518,0.18075345,1.69509952,1.11954676
-2.66233117,2.27961569,0.00023052,0.06234182,0.45349311,0.46093014,0.00532319,0.18419399,1.74545060,1.14955744
-2.65632816,2.33861752,0.00023515,0.06295679,0.46864033,0.47639762,0.00552580,0.18767459,1.79114350,1.17679440
-2.65032516,2.39285223,0.00024183,0.06404345,0.48429565,0.49096130,0.00572320,0.19114310,1.83204501,1.20115542
-2.64432216,2.44216733,0.00025118,0.06557001,0.50040854,0.50455788,0.00591574,0.19455167,1.86811735,1.22259013
-2.63831916,2.48650886,0.00026385,0.06750257,0.51693918,0.51714162,0.00610392,0.19785802,1.89941552,1.24109940
-2.63231616,2.52591556,0.00028055,0.06980536,0.53385703,0.52868290,0.00628833,0.20102634,1.92608132,1.25673308
-2.62631316,2.56050922,0.00030202,0.07244086,0.55113838,0.53916608,0.00646964,0.20402769,1.94833429,1.26958586
-2.62031016,2.59048155,0.00032903,0.07536960,0.56876316,0.54858660,0.00664851,0.20684005,1.96645999,1.27979170
-2.61430715,2.61607848,0.00036238,0.07854997,0.58671100,0.55694772,0.00682558,0.20944789,1.98079594,1.28751681
-2.60830415,2.63758235,0.00040289,0.08193792,0.60495712,0.56425687,0.00700136,0.21184146,1.99171606,1.29295167
-2.60230115,2.65529318,0.00045136,0.08548666,0.62346803,0.57052214,0.00717626,0.21401584,1.99961408,1.29630224
-2.59629815,2.66950993,0.00050862,0.08914646,0.64219753,0.57574877,0.00735047,0.21596969,2.00488673,1.29778100
-2.59029515,2.68051257,0.00057544,0.09286458,0.66108315,0.57993631,0.00752396,0.21770411,2.00791749,1.29759793
-2.58429215,2.68854623,0.00065258,0.09658544,0.68004348,0.58307623,0.00769642,0.21922130,2.00906155,1.29595212
-2.57828914,2.69380794,0.00074073,0.10025091,0.69897632,0.58515053,0.00786726,0.22052348,2.00863274,1.29302422
-2.57228614,2.69643687,0.00084050,0.10380099,0.71775805,0.58613122,0.00803558,0.22161185,2.00689286,1.28897016
-2.56628314,2.69650855,0.00095242,0.10717466,0.73624414,0.58598081,0.00820015,0.22248585,2.00404404,1.28391642
-2.56028014,2.69403321,0.00107691,0.11031094,0.75427091,0.58465397,0.00835949,0.22314268,2.00022416,1.27795698
-2.55427714,2.68895838,0.00121423,0.11315024,0.77165844,0.58210000,0.00851182,0.22357708,1.99550568,1.27115217
-2.54827414,2.68117554,0.00136451,0.11563574,0.78821438,0.57826622,0.00865514,0.22378138,1.98989766,1.26352922
-2.54227114,2.67053017,0.00152768,0.11771493,0.80373870,0.57310203,0.00878726,0.22374587,1.98335076,1.25508468
-2.53626813,2.65683473,0.00170349,0.11934111,0.81802887,0.56656338,0.00890589,0.22345931,1.97576484,1.24578821
-2.53026513,2.63988359,0.00189146,0.12047480,0.83088532,0.55861731,0.00900869,0.22290966,1.96699867,1.23558765
-2.52426213,2.61946907,0.00209088,0.12108497,0.84211696,0.54924648,0.00909334,0.22208488,1.95688099,1.22441494
-2.51825913,2.59539745,0.00230080,0.12115010,0.85154628,0.53845324,0.00915763,0.22097373,1.94522253,1.21219254
-2.51225613,2.56750430,0.00252000,0.12065886,0.85901392,0.52626300,0.00919953,0.21956661,1.93182803,1.19883989
-2.50625313,2.53566790,0.00274700,0.11961050,0.86438254,0.51272680,0.00921728,0.21785618,1.91650787,1.18427968
-2.50025013,2.49982039,0.00298007,0.11801487,0.86753972,0.49792284,0.00920943,0.21583800,1.89908868,1.16844342
-2.49424712,2.45995597,0.00321719,0.11589207,0.86839989,0.48195682,0.00917491,0.21351083,1.87942248,1.15127617
-2.48824412,2.41613592,0.00345614,0.11327170,0.86690532,0.46496126,0.00911309,0.21087685,1.85739409,1.13274029
-2.48224112,2.36849039,0.00369445,0.11019193,0.86302620,0.44709362,0.00902381,0.20794169,1.83292663,1.11281798
-2.47623812,2.31721708,0.00392944,0.10669813,0.85675984,0.42853349,0.00890738,0.20471428,1.80598510,1.09151267
-2.47023512,2.26257728,0.00415831,0.10284147,0.84812936,0.40947892,0.00876463,0.20120655,1.77657804,1.06884949
-2.46423212,2.20488953,0.00437811,0.09867726,0.83718182,0.39014219,0.00859685,0.19743314,1.74475756,1.04487467
-2.45822911,2.14452176,0.00458584,0.09426338,0.82398616,0.37074510,0.00840581,0.19341093,1.71061791,1.01965430
-2.45222611,2.08188233,0.00477851,0.08965864,0.80863104,0.35151412,0.00819372,0.18915871,1.67429292,0.99327258
-2.44622311,2.01741061,0.00495317,0.08492126,0.79122272,0.33267564,0.00796316,0.18469680,1.63595250,0.96582978
-2.44022011,1.95156772,0.00510702,0.08010756,0.77188317,0.31445137,0.00771704,0.18004679,1.59579860,0.93744007
-2.43421711,1.88482771,0.00523745,0.07527077,0.75074837,0.29705421,0.00745855,0.17523137,1.55406072,0.90822946
-2.42821411,1.81766960,0.00534215,0.07046012,0.72796691,0.28068454,0.00719104,0.17027418,1.51099122,0.87833391
-2.42221111,1.75057036,0.00541914,0.06572020,0.70369877,0.26552714,0.00691799,0.16519985,1.46686045,0.84789763
-2.41620810,1.68399884,0.00546684,0.06109043,0.67811428,0.25174863,0.00664290,0.16003397,1.42195183,0.81707169
-2.41020510,1.61841060,0.00548414,0.05660496,0.65139308,0.23949548,0.00636922,0.15480320,1.37655686,0.78601277
-2.40420210,1.55424341,0.00547044,0.05229257,0.62372311,0.22889247,0.00610027,0.14953526,1.33097000,0.75488209
-2.39819910,1.49191322,0.00542568,0.04817685,0.59529931,0.22004152,0.00583913,0.14425895,1.28548347,0.72384432
-2.39219610,1.43181025,0.00535034,0.04427654,0.56632216,0.21302085,0.00558864,0.13900401,1.24038191,0.69306641
-2.38619310,1.37429517,0.00524546,0.04060582,0.53699580,0.20788429,0.00535125,0.13380094,1.19593697,0.66271631
-2.38019010,1.31969506,0.00511259,0.03717485,0.50752587,0.20466075,0.00512904,0.12868064,1.15240188,0.63296134
-2.37418709,1.26829908,0.00495382,0.03399016,0.47811693,0.20335371,0.00492364,0.12367390,1.11000619,0.60396642
-2.36818409,1.22035403,0.00477163,0.03105511,0.44896961,0.20394079,0.00473619,0.11881086,1.06895070,0.57589194
-2.36218109,1.17605979,0.00456892,0.02837040,0.42027757,0.20637337,0.00456738,0.11412026,1.02940299,0.54889145
-2.35617809,1.13556497,0.00434889,0.02593434,0.39222437,0.21057635,0.00441742,0.10962869,0.99149364,0.52310920
-2.35017509,1.09896294,0.00411494,0.02374332,0.36498034,0.21644806,0.00428602,0.10535982,0.95531351,0.49867774
-2.34417209,1.06628878,0.00387060,0.02179201,0.33869979,0.22386050,0.00417252,0.10133365,0.92091210,0.47571553
-2.33816908,1.03751728,0.00361947,0.02007365,0.31351839,0.23266002,0.00407584,0.09756584,0.88829738,0.45432485
-2.33216608,1.01256247,0.00336506,0.01858025,0.28955121,0.24266852,0.00399458,0.09406718,0.85743711,0.43459018
-2.32616308,0.99127884,0.00311078,0.01730278,0.26689123,0.25368528,0.00392711,0.09084323,0.82826158,0.41657690
-2.32016008,0.97346441,0.00285980,0.01623127,0.24560851,0.26548956,0.00387160,0.08789412,0.80066791,0.40033067
-2.31415708,0.95886572,0.00261504,0.01535499,0.22575010,0.27784388,0.00382611,0.08521464,0.77452553,0.38587730
-2.30815408,0.94718462,0.00237909,0.01466255,0.20734058,0.29049815,0.00378870,0.08279447,0.74968282,0.37322328
-2.30215108,0.93808668,0.00215417,0.01414199,0.19038320,0.30319445,0.00375744,0.08061866,0.72597438,0.36235668
-2.29614807,0.93121081,0.00194212,0.01378094,0.17486159,0.31567237,0.00373055,0.07866826,0.70322876,0.35324857
-2.29014507,0.92617972,0.00174437,0.01356667,0.16074190,0.32767484,0.00370639,0.07692113,0.68127604,0.34585462
-2.28414207,0.92261075,0.00156197,0.01348623,0.14797523,0.33895413,0.00368355,0.07535282,0.65995515,0.34011695
-2.27813907,0.92012648,0.00139559,0.01352651,0.13650026,0.34927784,0.00366085,0.07393749,0.63912022,0.33596592
-2.27213607,0.91836465,0.00124552,0.01367435,0.12624589,0.35843467,0.00363737,0.07264884,0.61864593,0.33332182
-2.26613307,0.91698698,0.00111173,0.01391659,0.11713385,0.36623961,0.00361248,0.07146101,0.59843152,0.33209644
-2.26013007,0.91568638,0.00099392,0.01424013,0.10908112,0.37253839,0.00358578,0.07034935,0.57840321,0.33219430
-2.25412706,0.91419249,0.00089149,0.01463195,0.10200208,0.37721099,0.00355708,0.06929108,0.55851512,0.33351368
-2.24812406,0.91227519,0.00080367,0.01507918,0.09581041,0.38017399,0.00352642,0.06826578,0.53874874,0.33594745
-2.24212106,0.90974626,0.00072951,0.01556905,0.09042063,0.38138172,0.00349398,0.06725576,0.51911088,0.33938372
-2.23611806,0.90645926,0.00066790,0.01608897,0.08574931,0.38082612,0.00346004,0.06624625,0.49963063,0.34370651
-2.23011506,0.90230783,0.00061766,0.01662645,0.08171598,0.37853540,0.00342494,0.06522541,0.48035530,0.34879645
-2.22411206,0.89722282,0.00057756,0.01716922,0.07824381,0.37457152,0.00338908,0.06418427,0.46134594,0.35453182
-2.21810905,0.89116861,0.00054633,0.01770517,0.07526000,0.36902671,0.00335279,0.06311653,0.44267250,0.36078983
-2.21210605,0.88413902,0.00052268,0.01822246,0.07269611,0.36201920,0.00331639,0.06201829,0.42440915,0.36744845
-2.20610305,0.87615325,0.00050538,0.01870958,0.07048815,0.35368841,0.00328012,0.06088778,0.40662997,0.37438869
-2.20010005,0.86725216,0.00049321,0.01915546,0.06857676,0.34418978,0.00324412,0.05972505,0.38940522,0.38149736
-2.19409705,0.85749510,0.00048504,0.01954961,0.06690722,0.33368959,0.00320848,0.05853170,0.37279839,0.38867022
-2.18809405,0.84695757,0.00047980,0.01988228,0.06542961,0.32235993,0.00317319,0.05731060,0.35686416,0.39581547
-2.18209105,0.83572958,0.00047652,0.02014465,0.06409885,0.31037403,0.00313818,0.05606575,0.34164717,0.40285723
-2.17608804,0.82391476,0.00047431,0.02032901,0.06287488,0.29790215,0.00310334,0.05480213,0.32718169,0.40973889
-2.17008504,0.81162995,0.00047239,0.02042899,0.06172277,0.28510799,0.00306854,0.05352555,0.31349199,0.41642595
-2.16408204,0.79900501,0.00047010,0.02043972,0.06061285,0.27214597,0.00303369,0.05224269,0.30059324,0.42290817
-2.15807904,0.78618258,0.00046689,0.02035801,0.05952081,0.25915902,0.00299868,0.05096096,0.28849284,0.42920061
-2.15207604,0.77331733,0.00046231,0.02018246,0.05842766,0.24627714,0.00296350,0.04968851,0.27719182,0.43534350
-2.14607304,0.76057450,0.00045603,0.01991353,0.05731968,0.23361651,0.00292818,0.04843416,0.26668626,0.44140062
-2.14007004,0.74812745,0.00044782,0.01955360,0.05618820,0.22127912,0.00289284,0.04720723,0.25696849,0.44745614
-2.13406703,0.73615394,0.00043757,0.01910687,0.05502924,0.20935271,0.00285767,0.04601746,0.24802789,0.45361001
-2.12806403,0.72483127,0.00042524,0.01857930,0.05384303,0.19791107,0.00282292,0.04487469,0.23985131,0.45997199
-2.12206103,0.71433024,0.00041088,0.01797841,0.05263337,0.18701445,0.00278887,0.04378862,0.23242300,0.46665440
-2.11605803,0.70480812,0.00039463,0.01731307,0.05140691,0.17671005,0.00275584,0.04276841,0.22572403,0.47376426
-2.11005503,0.69640112,0.00037668,0.01659320,0.05017230,0.16703259,0.00272411,0.04182228,0.21973146,0.48139482
-2.10405203,0.68921659,0.00035726,0.01582948,0.04893931,0.15800480,0.00269394,0.04095713,0.21441712,0.48961738
-2.09804902,0.68332567,0.00033666,0.01503299,0.04771800,0.14963796,0.00266547,0.04017805,0.20974637,0.49847350
-2.09204602,0.67875673,0.00031517,0.01421491,0.04651781,0.14193232,0.00263878,0.03948796,0.20567693,0.50796848
-2.08604302,0.67549028,0.00029310,0.01338616,0.04534686,0.13487768,0.00261378,0.03888729,0.20215787,0.51806632
-2.08004002,0.67345576,0.00027078,0.01255710,0.04421128,0.12845395,0.00259023,0.03837371,0.19912908,0.52868664
-2.07403702,0.67253055,0.00024849,0.01173726,0.04311480,0.12263180,0.00256775,0.03794201,0.19652122,0.53970392
-2.06803402,0.67254163,0.00022652,0.01093517,0.04205842,0.11737353,0.00254578,0.03758410,0.19425632,0.55094923
-2.06203102,0.67326978,0.00020513,0.01015815,0.04104034,0.11263407,0.00252362,0.03728914,0.19224898,0.56221441
-2.05602801,0.67445652,0.00018453,0.00941222,0.04005607,0.10836218,0.00250046,0.03704381,0.19040834,0.57325875
-2.05002501,0.67581336,0.00016491,0.00870212,0.03909877,0.10450189,0.00247540,0.03683271,0.18864055,0.58381789
-2.04402201,0.67703326,0.00014642,0.00803128,0.03815965,0.10099407,0.00244747,0.03663890,0.18685188,0.59361454
-2.03801901,0.67780359,0.00012918,0.00740190,0.03722858,0.09777817,0.00241574,0.03644447,0.18495205,0.60237074
-2.03201601,0.67782022,0.00011325,0.00681513,0.03629479,0.09479405,0.00237928,0.03623126,0.18285791,0.60982093
-2.02601301,0.67680203,0.00009867,0.00627117,0.03534760,0.09198385,0.00233728,0.03598156,0.18049708,0.61572539
-2.02001001,0.67450511,0.00008546,0.00576950,0.03437713,0.08929376,0.00228906,0.03567879,0.17781138,0.61988346
-2.01400700,0.67073619,0.00007359,0.00530907,0.03337503,0.08667577,0.00223410,0.03530822,0.17476001,0.62214588
-2.00800400,0.66536451,0.00006302,0.00488850,0.03233508,0.08408914,0.00217210,0.03485754,0.17132215,0.62242575
-2.00200100,0.65833176,0.00005369,0.00450626,0.03125370,0.08150166,0.00210300,0.03431740,0.16749890,0.62070769
-1.99599800,0.64965958,0.00004552,0.00416090,0.03013037,0.07889068,0.00202694,0.03368184,0.16331458,0.61705472
-1.98999500,0.63945434,0.00003843,0.00385120,0.02896784,0.07624371,0.00194433,0.03294855,0.15881711,0.61161260
-1.98399200,0.62790898,0.00003234,0.00357628,0.02777219,0.07355877,0.00185580,0.03211905,0.15407758,0.60461146
-1.97798899,0.61530188,0.00002715,0.00333575,0.02655284,0.07084432,0.00176218,0.03119867,0.14918911,0.59636458
-1.97198599,0.60199274,0.00002276,0.00312975,0.02532227,0.06811892,0.00166448,0.03019649,0.14426480,0.58726426
-1.96598299,0.58841566,0.00001910,0.00295903,0.02409574,0.06541055,0.00156388,0.02912510,0.13943511,0.57777500
-1.95997999,0.57506951,0.00001609,0.00282497,0.02289084,0.06275568,0.00146164,0.02800024,0.13484455,0.56842401
-1.95397699,0.56250604,0.00001364,0.00272952,0.02172699,0.06019808,0.00135911,0.02684043,0.13064794,0.55978929
-1.94797399,0.55131584,0.00001170,0.00267523,0.02062485,0.05778749,0.00125766,0.02566643,0.12700627,0.55248560
-1.94197099,0.54211272,0.00001020,0.00266515,0.01960573,0.05557813,0.00115864,0.02450074,0.12408231,0.54714857
-1.93596798,0.53551674,0.00000910,0.00270276,0.01869099,0.05362708,0.00106337,0.02336699,0.12203607,0.54441735
-1.92996498,0.53213631,0.00000835,0.00279184,0.01790143,0.05199271,0.00097310,0.02228939,0.12102018,0.54491614
-1.92396198,0.53254990,0.00000791,0.00293640,0.01725670,0.05073298,0.00088896,0.02129210,0.12117540,0.54923511
-1.91795898,0.53728764,0.00000777,0.00314052,0.01677477,0.04990386,0.00081198,0.02039868,0.12262621,0.55791107
-1.91195598,0.54681339,0.00000789,0.00340819,0.01647146,0.04955773,0.00074307,0.01963151,0.12547670,0.57140850
-1.90595298,0.56150771,0.00000826,0.00374320,0.01635997,0.04974191,0.00068298,0.01901132,0.12980680,0.59010138
-1.89994997,0.58165217,0.00000887,0.00414896,0.01645055,0.05049730,0.00063235,0.01855665,0.13566887,0.61425652
-1.89394697,0.60741566,0.00000970,0.00462835,0.01675019,0.05185709,0.00059169,0.01828348,0.14308493,0.64401883
-1.88794397,0.63884303,0.00001074,0.00518355,0.01726241,0.05384569,0.00056139,0.01820484,0.15204438,0.67939922
-1.88194097,0.67584669,0.00001198,0.00581596,0.01798712,0.05647787,0.00054174,0.01833051,0.16250255,0.72026575
-1.87593797,0.71820159,0.00001341,0.00652600,0.01892056,0.05975799,0.00053295,0.01866682,0.17437998,0.76633848
-1.86993497,0.76554400,0.00001502,0.00731309,0.02005534,0.06367963,0.00053513,0.01921647,0.18756262,0.81718849
-1.86393197,0.81737435,0.00001680,0.00817551,0.02138058,0.06822533,0.00054837,0.01997849,0.20190294,0.87224158
-1.85792896,0.87306451,0.00001872,0.00911040,0.02288210,0.07336670,0.00057268,0.02094829,0.21722212,0.93078665
-1.85192596,0.93186927,0.00002078,0.01011375,0.02454277,0.07906481,0.00060808,0.02211775,0.23331313,0.99198904
-1.84592296,0.99294225,0.00002294,0.01118045,0.02634292,0.08527084,0.00065453,0.02347547,0.24994491,1.05490847
-1.83991996,1.05535563,0.00002517,0.01230435,0.02826077,0.09192705,0.00071201,0.02500709,0.26686741,1.11852137
-1.83391696,1.11812338,0.00002746,0.01347840,0.03027308,0.09896798,0.00078049,0.02669568,0.28381738,1.18174699
-1.82791396,1.18022726,0.00002977,0.01469481,0.03235570,0.10632192,0.00085991,0.02852223,0.30052495,1.24347642
-1.82191096,1.24064460,0.00003206,0.01594521,0.03448425,0.11391255,0.00095023,0.03046622,0.31672049,1.30260358
-1.81590795,1.29837708,0.00003430,0.01722091,0.03663481,0.12166066,0.00105138,0.03250614,0.33214181,1.35805718
-1.80990495,1.35247914,0.00003646,0.01851306,0.03878454,0.12948598,0.00116325,0.03462016,0.34654120,1.40883212
-1.80390195,1.40208503,0.00003850,0.01981289,0.04091233,0.13730898,0.00128572,0.03678668,0.35969227,1.45401932
-1.79789895,1.44643339,0.00004040,0.02111193,0.04299936,0.14505254,0.00141858,0.03898491,0.37139604,1.49283268
-1.79189595,1.48488818,0.00004214,0.02240218,0.04502954,0.15264351,0.00156155,0.04119533,0.38148633,1.52463188
-1.78589295,1.51695525,0.00004370,0.02367628,0.04698987,0.16001403,0.00171426,0.04340014,0.38983402,1.54894026
-1.77988994,1.54229375,0.00004507,0.02492760,0.04887071,0.16710258,0.00187623,0.04558354,0.39635009,1.56545690
