energy_ev,total_up,B_p_up,B_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,0.87169056,0.07067124,0.00000000,0.26749281,0.66208244,0.16587671,0.00000000
-5.99399700,0.91134888,0.06605490,0.00000000,0.24909343,0.70774488,0.17121034,0.00000000
-5.98799400,0.96054160,0.06204258,0.00000000,0.23305246,0.76102358,0.17821553,0.00000000
-5.98199100,1.01856967,0.05861045,0.00000000,0.21924712,0.82145909,0.18666289,0.00000000
-5.97598799,1.08463930,0.05572866,0.00000000,0.20752975,0.88851152,0.19630964,0.00000000
-5.96998499,1.15786686,0.05336226,0.00000000,0.19773145,0.96156046,0.20690335,0.00000000
-5.96398199,1.23728515,0.05147230,0.00000000,0.18966625,1.03990591,0.21818578,0.00000000
-5.95797899,1.32185117,0.05001692,0.00000000,0.18313580,1.12277060,0.22989687,0.00000000
-5.95197599,1.41045560,0.04895268,0.00000000,0.17793442,1.20930372,0.24177891,0.00000000
-5.94597299,1.50193388,0.04823580,0.00000000,0.17385428,1.29858642,0.25358071,0.00000000
-5.93996998,1.59507895,0.04782339,0.00000000,0.17069072,1.38963904,0.26506175,0.00000000
-5.93396698,1.68865555,0.04767461,0.00000000,0.16824739,1.48143032,0.27599629,0.00000000
-5.92796398,1.78141602,0.04775175,0.00000000,0.16634102,1.57288851,0.28617718,0.00000000
-5.92196098,1.87211738,0.04802107,0.00000000,0.16480587,1.66291458,0.29541951,0.00000000
-5.91595798,1.95953961,0.04845351,0.00000000,0.16349753,1.75039730,0.30356374,0.00000000
-5.90995498,2.04250478,0.04902515,0.00000000,0.16229597,1.83423019,0.31047847,0.00000000
-5.90395198,2.11989692,0.04971750,0.00000000,0.16110796,1.91333025,0.31606266,0.00000000
-5.89794897,2.19068224,0.05051745,0.00000000,0.15986860,1.98665797,0.32024722,0.00000000
-5.89194597,2.25392930,0.05141717,0.00000000,0.15854207,2.05323848,0.32299607,0.00000000
-5.88594297,2.30882889,0.05241365,0.00000000,0.15712155,2.11218321,0.32430657,0.00000000
-5.87993997,2.35471284,0.05350820,0.00000000,0.15562847,2.16271164,0.32420930,0.00000000
-5.87393697,2.39107153,0.05470574,0.00000000,0.15411097,2.20417227,0.32276734,0.00000000
-5.86793397,2.41756926,0.05601404,0.00000000,0.15264179,2.23606225,0.32007499,0.00000000
-5.86193097,2.43405695,0.05744286,0.00000000,0.15131564,2.25804471,0.31625594,0.00000000
-5.85592796,2.44058147,0.05900313,0.00000000,0.15024608,2.26996315,0.31146104,0.00000000
-5.84992496,2.43739104,0.06070609,0.00000000,0.14956202,2.27185189,0.30586568,0.00000000
-5.84392196,2.42493600,0.06256249,0.00000000,0.14940393,2.26394196,0.29966673,0.00000000
-5.83791896,2.40386461,0.06458193,0.00000000,0.14991984,2.24666186,0.29307917,0.00000000
-5.83191596,2.37501338,0.06677219,0.00000000,0.15126116,2.22063268,0.28633251,0.00000000
-5.82591296,2.33939192,0.06913873,0.00000000,0.15357831,2.18665727,0.27966675,0.00000000
-5.81990995,2.29816223,0.07168429,0.00000000,0.15701645,2.14570366,0.27332823,0.00000000
-5.81390695,2.25261272,0.07440857,0.00000000,0.16171109,2.09888274,0.26756523,0.00000000
-5.80790395,2.20412754,0.07730806,0.00000000,0.16778382,2.04742091,0.26262328,0.00000000
-5.80190095,2.15415189,0.08037588,0.00000000,0.17533815,1.99262832,0.25874038,0.00000000
-5.79589795,2.10415421,0.08360178,0.00000000,0.18445563,1.93586373,0.25614213,0.00000000
-5.78989495,2.05558666,0.08697212,0.00000000,0.19519225,1.87849725,0.25503675,0.00000000
-5.78389195,2.00984482,0.09047000,0.00000000,0.20757526,1.82187217,0.25561017,0.00000000
-5.77788894,1.96822834,0.09407531,0.00000000,0.22160059,1.76726728,0.25802128,0.00000000
-5.77188594,1.93190382,0.09776491,0.00000000,0.23723086,1.71586117,0.26239745,0.00000000
-5.76588294,1.90187128,0.10151284,0.00000000,0.25439426,1.66869991,0.26883047,0.00000000
-5.75987994,1.87893572,0.10529047,0.00000000,0.27298424,1.62666916,0.27737305,0.00000000
-5.75387694,1.86368475,0.10906688,0.00000000,0.29286029,1.59047211,0.28803606,0.00000000
-5.74787394,1.85647339,0.11280910,0.00000000,0.31384972,1.56061380,0.30078666,0.00000000
-5.74187094,1.85741666,0.11648258,0.00000000,0.33575049,1.53739273,0.31554750,0.00000000
-5.73586793,1.86639053,0.12005165,0.00000000,0.35833527,1.52089983,0.33219707,0.00000000
-5.72986493,1.88304103,0.12348012,0.00000000,0.38135635,1.51102500,0.35057133,0.00000000
-5.72386193,1.90680171,0.12673198,0.00000000,0.40455160,1.50747085,0.37046670,0.00000000
-5.71785893,1.93691845,0.12977216,0.00000000,0.42765112,1.50977301,0.39164432,0.00000000
-5.71185593,1.97248101,0.13256744,0.00000000,0.45038446,1.51732626,0.41383569,0.00000000
-5.70585293,2.01246006,0.13508733,0.00000000,0.47248814,1.52941527,0.43674943,0.00000000
-5.69984992,2.05574809,0.13730512,0.00000000,0.49371315,1.54524870,0.46007899,0.00000000
-5.69384692,2.10120280,0.13919878,0.00000000,0.51383225,1.56399514,0.48351117,0.00000000
-5.68784392,2.14769088,0.14075195,0.00000000,0.53264653,1.58481943,0.50673500,0.00000000
-5.68184092,2.19413051,0.14195470,0.00000000,0.54999121,1.60691755,0.52945073,0.00000000
-5.67583792,2.23953066,0.14280425,0.00000000,0.56574014,1.62954891,0.55137851,0.00000000
-5.66983492,2.28302534,0.14330542,0.00000000,0.57980892,1.65206415,0.57226630,0.00000000
-5.66383192,2.32390140,0.14347081,0.00000000,0.59215647,1.67392762,0.59189679,0.00000000
-5.65782891,2.36161842,0.14332073,0.00000000,0.60278477,1.69473320,0.61009274,0.00000000
-5.65182591,2.39581985,0.14288278,0.00000000,0.61173698,1.71421295,0.62672070,0.00000000
-5.64582291,2.42633486,0.14219110,0.00000000,0.61909376,1.73223820,0.64169265,0.00000000
-5.63981991,2.45317085,0.14128529,0.00000000,0.62496805,1.74881304,0.65496568,0.00000000
-5.63381691,2.47649691,0.14020907,0.00000000,0.62949855,1.76406061,0.66653946,0.00000000
-5.62781391,2.49661938,0.13900863,0.00000000,0.63284207,1.77820311,0.67645187,0.00000000
-5.62181091,2.51395059,0.13773085,0.00000000,0.63516519,1.79153650,0.68477282,0.00000000
-5.61580790,2.52897264,0.13642140,0.00000000,0.63663563,1.80440136,0.69159665,0.00000000
-5.60980490,2.54219821,0.13512279,0.00000000,0.63741371,1.81715166,0.69703365,0.00000000
-5.60380190,2.55413061,0.13387261,0.00000000,0.63764431,1.83012305,0.70120103,0.00000000
-5.59779890,2.56522521,0.13270182,0.00000000,0.63744980,1.84360255,0.70421398,0.00000000
-5.59179590,2.57585464,0.13163344,0.00000000,0.63692425,1.85780147,0.70617733,0.00000000
