energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.89194597,6.77320033,0.05244407,0.78799513,1.59153451,0.74648335,0.08693329,3.27846043,2.95069630,1.30438796
-5.88594297,6.82966873,0.05354027,0.76811004,1.63453667,0.77419569,0.08944383,3.33697894,2.85215655,1.28018565
-5.87993997,6.87672966,0.05468947,0.74974454,1.67282829,0.79863984,0.09170650,3.38751145,2.75933431,1.25727265
-5.87393697,6.91143946,0.05586337,0.73277905,1.70560541,0.81937348,0.09365400,3.42837690,2.67179201,1.23538120
-5.86793397,6.93108292,0.05703255,0.71705030,1.73218284,0.83602822,0.09522746,3.45808550,2.58892379,1.21421804
-5.86193097,6.93328670,0.05816708,0.70236273,1.75202208,0.84832263,0.09637776,3.47539666,2.51000960,1.19348230
-5.85592796,6.91612137,0.05923716,0.68850028,1.76475486,0.85607278,0.09706671,3.47936941,2.43427035,1.17288309
-5.84992496,6.87818718,0.06021388,0.67523803,1.77020119,0.85919972,0.09726781,3.46940291,2.36092120,1.15215604
-5.84392196,6.81867921,0.06106989,0.66235307,1.76838075,0.85773352,0.09696676,3.44526498,2.28922018,1.13107771
-5.83791896,6.73742876,0.06178017,0.64963431,1.75951709,0.85181375,0.09616151,3.40710717,2.21851025,1.10947743
-5.83191596,6.63491912,0.06232264,0.63689063,1.74403417,0.84168613,0.09486208,3.35546556,2.14825289,1.08724589
-5.82591296,6.51227511,0.06267878,0.62395743,1.72254543,0.82769566,0.09308992,3.29124709,2.07805232,1.06434019
-5.81990995,6.37122708,0.06283407,0.61070124,1.69583558,0.81027637,0.09087697,3.21570209,2.00766970,1.04078535
-5.81390695,6.21405121,0.06277839,0.59702249,1.66483587,0.78993809,0.08826454,3.13038403,1.93702752,1.01667222
-5.80790395,6.04348920,0.06250624,0.58285655,1.63059395,0.76725090,0.08530175,3.03709835,1.86620466,0.99215208
-5.80190095,5.86265104,0.06201681,0.56817320,1.59423930,0.74282771,0.08204398,2.93784253,1.79542310,0.96742842
-5.79589795,5.67490533,0.06131393,0.55297459,1.55694577,0.71730578,0.07855110,2.83473989,1.72502776,0.94274619
-5.78989495,5.48376205,0.06040587,0.53729227,1.51989279,0.69132792,0.07488567,2.72997000,1.65546087,0.91837934
-5.78389195,5.29275259,0.05930496,0.52118319,1.48422650,0.66552390,0.07111114,2.62569834,1.58723267,0.89461705
-5.77788894,5.10531206,0.05802713,0.50472525,1.45102263,0.64049305,0.06729014,2.52400817,1.52089021,0.87174947
-5.77188594,4.92466843,0.05659133,0.48801241,1.42125232,0.61678829,0.06348290,2.42683706,1.45698582,0.85005350
-5.76588294,4.75374248,0.05501885,0.47114979,1.39575215,0.59490254,0.05974580,2.33592040,1.39604698,0.82977925
-5.75987994,4.59506226,0.05333257,0.45424876,1.37519956,0.57525748,0.05613018,2.25274398,1.33854873,0.81113779
-5.75387694,4.45069461,0.05155626,0.43742244,1.36009442,0.55819533,0.05268138,2.17850691,1.28488998,0.79429051
-5.74787394,4.32219587,0.04971376,0.42078141,1.35074729,0.54397360,0.04943801,2.11409612,1.23537451,0.77934073
-5.74187094,4.21058278,0.04782830,0.40443014,1.34727474,0.53276292,0.04643153,2.06007290,1.19019714,0.76632775
-5.73586793,4.11632398,0.04592179,0.38846380,1.34960175,0.52464787,0.04368599,2.01667143,1.14943562,0.75522352
-5.72986493,4.03935147,0.04401429,0.37296585,1.35747079,0.51963055,0.04121816,1.98380894,1.11304810,0.74593226
-5.72386193,3.97909081,0.04212347,0.35800621,1.37045725,0.51763663,0.03903772,1.96110654,1.08087609,0.73829277
-5.71785893,3.93450795,0.04026434,0.34364012,1.38799019,0.51852342,0.03714774,1.94791935,1.05265251,0.73208361
-5.71185593,3.90417015,0.03844896,0.32990765,1.40937755,0.52208957,0.03554529,1.94337424,1.02801407,0.72703071
-5.70585293,3.88631787,0.03668639,0.31683377,1.43383454,0.52808574,0.03422211,1.94641341,1.00651744,0.72281728
-5.69984992,3.87894414,0.03498276,0.30442904,1.46051395,0.53622581,0.03316545,1.95584146,0.98765808,0.71909548
-5.69384692,3.87987776,0.03334139,0.29269069,1.48853695,0.54619807,0.03235881,1.97037396,0.97089102,0.71549941
-5.68784392,3.88686678,0.03176314,0.28160418,1.51702310,0.55767581,0.03178283,1.98868541,0.95565237,0.71165888
-5.68184092,3.89765862,0.03024672,0.27114498,1.54511813,0.57032702,0.03141600,2.00945439,0.94138069,0.70721335
-5.67583792,3.91007369,0.02878918,0.26128054,1.57201859,0.58382265,0.03123538,2.03140445,0.92753735,0.70182541
-5.66983492,3.92206984,0.02738633,0.25197242,1.59699221,0.59784333,0.03121722,2.05333909,0.91362494,0.69519326
-5.66383192,3.93179555,0.02603322,0.24317826,1.61939347,0.61208438,0.03133750,2.07416988,0.89920308,0.68706168
-5.65782891,3.93763043,0.02472466,0.23485382,1.63867401,0.62625905,0.03157232,2.09293714,0.88390120,0.67723094
-5.65182591,3.93821245,0.02345556,0.22695467,1.65438771,0.64010011,0.03189823,2.10882305,0.86742774,0.66556346
-5.64582291,3.93245215,0.02222137,0.21943778,1.66619097,0.65336003,0.03229243,2.12115745,0.84957584,0.65198789
-5.63981991,3.91953453,0.02101833,0.21226276,1.67383847,0.66581014,0.03273297,2.12941707,0.83022537,0.63650052
-5.63381691,3.89891040,0.01984372,0.20539285,1.67717546,0.67723892,0.03319880,2.13321929,0.80934168,0.61916423
-5.62781391,3.87027900,0.01869595,0.19879572,1.67612740,0.68745011,0.03366983,2.13231167,0.78697125,0.60010497
-5.62181091,3.83356445,0.01757465,0.19244391,1.67068814,0.69626088,0.03412700,2.12655864,0.76323491,0.57950614
-5.61580790,3.78888833,0.01648062,0.18631516,1.66090767,0.70350046,0.03455232,2.11592693,0.73831909,0.55760135
-5.60980490,3.73654108,0.01541573,0.18039261,1.64688050,0.70900964,0.03492890,2.10047106,0.71246576,0.53466582
-5.60380190,3.67695411,0.01438282,0.17466485,1.62873556,0.71264119,0.03524116,2.08031997,0.68596165,0.51100703
-5.59779890,3.61067471,0.01338546,0.16912599,1.60662821,0.71426158,0.03547486,2.05566585,0.65912727,0.48695504
-5.59179590,3.53834471,0.01242777,0.16377559,1.58073486,0.71375358,0.03561738,2.02675552,0.63230635,0.46285291
-5.58579290,3.46068381,0.01151422,0.15861874,1.55125020,0.71102007,0.03565791,1.99388476,0.60585587,0.43904754
-5.57978989,3.37847741,0.01064938,0.15366597,1.51838705,0.70598835,0.03558769,1.95739516,0.58013717,0.41588129
-5.57378689,3.29256839,0.00983776,0.14893328,1.48237818,0.69861498,0.03540026,1.91767317,0.55550802,0.39368454
-5.56778389,3.20385194,0.00908360,0.14444198,1.44347964,0.68889042,0.03509168,1.87515039,0.53231592,0.37276926
-5.56178089,3.11327186,0.00839075,0.14021851,1.40197483,0.67684324,0.03466074,1.83030427,0.51089229,0.35342369
-5.55577789,3.02181686,0.00776254,0.13629411,1.35817829,0.66254342,0.03410903,1.78365809,0.49154763,0.33590797
-5.54977489,2.93051518,0.00720170,0.13270425,1.31243866,0.64610422,0.03344103,1.73577918,0.47456721,0.32045066
-5.54377189,2.84042617,0.00671027,0.12948790,1.26513978,0.62768245,0.03266404,1.68727463,0.46020728,0.30724606
-5.53776888,2.75262767,0.00628963,0.12668652,1.21669962,0.60747692,0.03178798,1.63878372,0.44869148,0.29645206
-5.53176588,2.66819862,0.00594044,0.12434288,1.16756647,0.58572489,0.03082518,1.59096683,0.44020742,0.28818848
-5.52576288,2.58819675,0.00566268,0.12249965,1.11821238,0.56269666,0.02978996,1.54449085,0.43490326,0.28253580
-5.51975988,2.51363196,0.00545567,0.12119785,1.06912397,0.53868846,0.02869820,1.50001135,0.43288445,0.27953415
-5.51375688,2.44543632,0.00531811,0.12047528,1.02079099,0.51401399,0.02756680,1.45815251,0.43421074,0.27918273
-5.50775388,2.38443244,0.00524815,0.12036499,0.97369323,0.48899492,0.02641310,1.41948552,0.43889365,0.28143952
-5.50175088,2.33130204,0.00524344,0.12089392,0.92828649,0.46395094,0.02525430,1.38450699,0.44689473,0.28622161
-5.49574787,2.28655696,0.00530124,0.12208178,0.88498868,0.43918980,0.02410686,1.35361867,0.45812500,0.29340614
-5.48974487,2.25051493,0.00541844,0.12394045,0.84416666,0.41499789,0.02298600,1.32710980,0.47244586,0.30283222
-5.48374187,2.22328215,0.00559175,0.12647374,0.80612497,0.39163187,0.02190519,1.30514364,0.48967185,0.31430377
-5.47773887,2.20474463,0.00581773,0.12967782,0.77109710,0.36931172,0.02087579,1.28774914,0.50957557,0.32759367
-5.47173587,2.19456949,0.00609297,0.13354229,0.73923985,0.34821556,0.01990680,1.27481876,0.53189476,0.34244915
-5.46573287,2.19221722,0.00641419,0.13805177,0.71063135,0.32847648,0.01900468,1.26611288,0.55634185,0.35859853
-5.45972986,2.19696491,0.00677842,0.14318816,0.68527280,0.31018151,0.01817339,1.26127091,0.58261551,0.37575927
-5.45372686,2.20793978,0.00718307,0.14893341,0.66309389,0.29337257,0.01741445,1.25982888,0.61041430,0.39364700
-5.44772386,2.22416192,0.00762613,0.15527258,0.64396157,0.27804949,0.01672718,1.26124264,0.63945156,0.41198558
-5.44172086,2.24459407,0.00810627,0.16219711,0.62769181,0.26417456,0.01610903,1.26491575,0.66947129,0.43051753
-5.43571786,2.26819622,0.00862295,0.16970820,0.61406338,0.25167865,0.01555601,1.27023052,0.70026401,0.44901452
-5.42971486,2.29398198,0.00917649,0.17781981,0.60283313,0.24046817,0.01506310,1.27658065,0.73168201,0.46728754
-5.42371186,2.32107391,0.00976813,0.18656131,0.59375167,0.23043266,0.01462476,1.28340371,0.76365289,0.48519600
-5.41770885,2.34875452,0.01039999,0.19597951,0.58657871,0.22145255,0.01423545,1.29021173,0.79619081,0.50265542
-5.41170585,2.37651026,0.01107507,0.20613978,0.58109714,0.21340659,0.01389004,1.29661817,0.82940442,0.51964323
-5.40570285,2.40406587,0.01179713,0.21712621,0.57712505,0.20617881,0.01358429,1.30235989,0.86350098,0.53620212
-5.39969985,2.43140709,0.01257053,0.22904069,0.57452524,0.19966437,0.01331514,1.30731288,0.89878611,0.55244081
-5.39369685,2.45879035,0.01340003,0.24200080,0.57321167,0.19377443,0.01308100,1.31150099,0.93565888,0.56853193
-5.38769385,2.48673880,0.01429055,0.25613663,0.57315259,0.18843962,0.01288189,1.31509711,0.97460221,0.58470709
-5.38169085,2.51602461,0.01524692,0.27158648,0.57437049,0.18361217,0.01271953,1.31841693,1.01616870,0.60124904
-5.37568784,2.54763854,0.01627356,0.28849172,0.57693874,0.17926674,0.01259727,1.32190555,1.06096234,0.61848144
-5.36968484,2.58274805,0.01737419,0.30699089,0.58097552,0.17539993,0.01251993,1.32611774,1.10961678,0.63675635
-5.36368184,2.62264616,0.01855159,0.32721333,0.58663535,0.17202867,0.01249359,1.33169297,1.16277092,0.65644021
-5.35767884,2.66869346,0.01980729,0.34927263,0.59409877,0.16918776,0.01252526,1.33932642,1.22104272,0.67789869
-5.35167584,2.72225610,0.02114142,0.37326016,0.60356090,0.16692666,0.01262247,1.34973756,1.28500251,0.70148114
-5.34567284,2.78464281,0.02255256,0.39923905,0.61521945,0.16530581,0.01279291,1.36363784,1.35514672,0.72750539
-5.33966983,2.85704370,0.02403769,0.42723886,0.62926280,0.16439279,0.01304390,1.38169897,1.43187320,0.75624345
-5.33366683,2.94047390,0.02559219,0.45725115,0.64585882,0.16425844,0.01338205,1.40452335,1.51545924,0.78790882
-5.32766383,3.03572422,0.02720998,0.48922640,0.66514474,0.16497322,0.01381274,1.43261781,1.60604310,0.82264591
-5.32166083,3.14332122,0.02888369,0.52307227,0.68721866,0.16660394,0.01433978,1.46637178,1.70361009,0.86052213
-5.31565783,3.26349816,0.03060498,0.55865338,0.71213275,0.16921097,0.01496513,1.50604081,1.80798357,0.90152282
-5.30965483,3.39617798,0.03236481,0.59579276,0.73988843,0.17284607,0.01568858,1.55173571,1.91882153,0.94554943
-5.30365183,3.54096892,0.03415393,0.63427505,0.77043359,0.17755084,0.01650765,1.60341777,2.03561897,0.99242093
-5.29764882,3.69717275,0.03596323,0.67385112,0.80366155,0.18335581,0.01741753,1.66090001,2.15771606,1.04187841
-5.29164582,3.86380528,0.03778423,0.71424443,0.83941197,0.19028015,0.01841115,1.72385400,2.28431197,1.09359276
-5.28564282,4.03962809,0.03960951,0.75515859,0.87747320,0.19833200,0.01947932,1.79182198,2.41448406,1.14717508
-5.27963982,4.22319022,0.04143310,0.79628613,0.91758604,0.20750918,0.02061101,1.86423351,2.54721186,1.20218949
-5.27363682,4.41287812,0.04325083,0.83731814,0.95944857,0.21780048,0.02179374,1.94042578,2.68140506,1.25816782
-5.26763382,4.60697191,0.04506064,0.87795446,1.00272186,0.22918714,0.02301399,2.01966680,2.81593474,1.31462559
-5.26163082,4.80370572,0.04686274,0.91791404,1.04703636,0.24164459,0.02425775,2.10118045,2.94966671,1.37107879
-5.25562781,5.00132974,0.04865974,0.95694504,1.09199868,0.25514440,0.02551109,2.18417238,3.08149586,1.42706064
-5.24962481,5.19817164,0.05045664,0.99483443,1.13719881,0.26965614,0.02676072,2.26785579,3.21038015,1.48213777
-5.24362181,5.39269467,0.05226074,1.03141636,1.18221741,0.28514931,0.02799459,2.35147627,3.33537304,1.53592513
-5.23761881,5.58355027,0.05408142,1.06657910,1.22663329,0.30159504,0.02920244,2.43433450,3.45565292,1.58809889
-5.23161581,5.76962266,0.05592987,1.10027009,1.27003080,0.31896763,0.03037631,2.51580642,3.57054821,1.63840678
-5.22561281,5.95006349,0.05781867,1.13249860,1.31200717,0.33724576,0.03151092,2.59535968,3.67955683,1.68667541
-5.21960980,6.12431464,0.05976140,1.16333592,1.35217962,0.35641326,0.03260398,2.67256612,3.78235913,1.73281397
-5.21360680,6.29211791,0.06177204,1.19291270,1.39019217,0.37645955,0.03365638,2.74710955,3.87882318,1.77681407
-5.20760380,6.45351052,0.06386451,1.22141339,1.42572194,0.39737944,0.03467219,2.81878864,3.96900201,1.81874571
-5.20160080,6.60880628,0.06605200,1.24906787,1.45848492,0.41917240,0.03565857,2.88751459,4.05312247,1.85874916
-5.19559780,6.75856267,0.06834644,1.27614043,1.48824081,0.44184121,0.03662548,2.95330381,4.13156602,1.89702314
-5.18959480,6.90353468,0.07075787,1.30291642,1.51479701,0.46538997,0.03758524,3.01626556,4.20484189,1.93380970
-5.18359180,7.04461741,0.07329388,1.32968709,1.53801137,0.48982147,0.03855201,3.07658519,4.27355390,1.96937635
-5.17758879,7.18277947,0.07595911,1.35673329,1.55779368,0.51513400,0.03954110,3.13450357,4.33836218,2.00399636
-5.17158579,7.31899034,0.07875472,1.38430878,1.57410575,0.54131760,0.04056819,3.19029344,4.39994179,2.03792802
-5.16558279,7.45414511,0.08167805,1.41262399,1.58695997,0.56834999,0.04164852,3.24423388,4.45894040,2.07139421
-5.15957979,7.58899046,0.08472222,1.44183107,1.59641650,0.59619215,0.04279603,3.29658397,4.51593714,2.10456312
-5.15357679,7.72405576,0.08787599,1.47201127,1.60257905,0.62478404,0.04402251,3.34755692,4.57140518,2.13753152
-5.14757379,7.85959333,0.09112355,1.50316522,1.60558949,0.65404032,0.04533683,3.39729616,4.62568015,2.17031155
-5.14157079,7.99553144,0.09444459,1.53520702,1.60562148,0.68384664,0.04674421,3.44585446,4.67893640,2.20282202
-5.13556778,8.13144321,0.09781441,1.56796249,1.60287343,0.71405661,0.04824564,3.49317751,4.73117269,2.23488494
-5.12956478,8.26653382,0.10120414,1.60117201,1.59756125,0.74448970,0.04983741,3.53909296,4.78220833,2.26622788
-5.12356178,8.39964738,0.10458117,1.63449778,1.58991104,0.77493042,0.05151089,3.58330571,4.83169023,2.29649217
-5.11755878,8.52929419,0.10790964,1.66753547,1.58015222,0.80512880,0.05325243,3.62539999,4.87911056,2.32524700
-5.11155578,8.65369730,0.11115105,1.69982965,1.56851148,0.83480255,0.05504350,3.66484852,4.92383409,2.35200867
-5.10555278,8.77085694,0.11426501,1.73089216,1.55520762,0.86364076,0.05686101,3.70102837,4.96513367,2.37626441
-5.09954977,8.87862956,0.11721007,1.76022263,1.54044771,0.89130933,0.05867786,3.73324310,5.00223157,2.39749934
-5.09354677,8.97481801,0.11994456,1.78732984,1.52442446,0.91745787,0.06046367,3.76075027,5.03434426,2.41522543
-5.08754377,9.05726802,0.12242754,1.81175277,1.50731497,0.94172809,0.06218565,3.78279288,5.06072764,2.42901070
-5.08154077,9.12396618,0.12461971,1.83308020,1.48928066,0.96376326,0.06380963,3.79863356,5.08071996,2.43850715
-5.07553777,9.17313428,0.12648434,1.85096756,1.47046817,0.98321858,0.06530115,3.80758945,5.09377957,2.44347569
-5.06953477,9.20331495,0.12798810,1.86515014,1.45101114,0.99977189,0.06662667,3.80906640,5.09951510,2.44380666
-5.06353177,9.21344405,0.12910192,1.87545188,1.43103233,1.01313452,0.06775474,3.80259050,5.09770624,2.43953462
-5.05752876,9.20290629,0.12980160,1.88178926,1.41064599,1.02306161,0.06865713,3.78783548,5.08831374,2.43084644
-5.05152576,9.17157101,0.13006845,1.88417014,1.38995991,1.02936168,0.06930997,3.76464459,5.07147833,2.41808212
-5.04552276,9.11980675,0.12988969,1.88268761,1.36907723,1.03190484,0.06969467,3.73304589,5.04750860,2.40172808
-5.03951976,9.04847407,0.12925878,1.87750961,1.34809739,1.03062945,0.06979875,3.69326027,5.01685922,2.38240332
-5.03351676,8.95889754,0.12817553,1.86886482,1.32711655,1.02554676,0.06961647,3.64570189,4.98010099,2.36083891
-5.02751376,8.85281895,0.12664608,1.85702602,1.30622702,1.01674346,0.06914923,3.59097117,4.93788516,2.33785206
-5.02151076,8.73233468,0.12468277,1.84229203,1.28551613,1.00438189,0.06840577,3.52984070,4.89090469,2.31431591
-5.01550775,8.59982102,0.12230384,1.82496955,1.26506445,0.98869792,0.06740214,3.46323504,4.83985540,2.29112682
-5.00950475,8.45785173,0.11953297,1.80535608,1.24494376,0.96999655,0.06616134,3.39220536,4.78539962,2.26917069
-5.00350175,8.30911221,0.11639878,1.78372507,1.22521487,0.94864528,0.06471287,3.31790026,4.72813515,2.24929012
-4.99749875,8.15631474,0.11293422,1.76031435,1.20592573,0.92506562,0.06309196,3.24153398,4.66857149,2.23225405
-4.99149575,8.00211863,0.10917584,1.73531830,1.18710998,0.89972278,0.06133861,3.16435360,4.60711483,2.21873125
-4.98549275,7.84905864,0.10516312,1.70888449,1.16878620,0.87311411,0.05949656,3.08760622,4.54406274,2.20926893
-4.97948974,7.69948420,0.10093770,1.68111452,1.15095803,0.84575646,0.05761201,3.01250751,4.47960835,2.20427725
-4.97348674,7.55551097,0.09654261,1.65206902,1.13361514,0.81817294,0.05573233,2.94021235,4.41385343,2.20402020
-4.96748374,7.41898543,0.09202156,1.62177622,1.11673516,0.79087940,0.05390467,2.87178845,4.34682892,2.20861306
-4.96148074,7.29146229,0.08741823,1.59024315,1.10028626,0.76437112,0.05217464,2.80819327,4.27852078,2.21802595
-4.95547774,7.17419350,0.08277562,1.55746867,1.08423032,0.73911000,0.05058492,2.75025466,4.20889891,2.23209301
-4.94947474,7.06812738,0.07813547,1.52345704,1.06852635,0.71551265,0.04917399,2.69865515,4.13794646,2.25052623
-4.94347174,6.97391567,0.07353770,1.48823101,1.05313379,0.69393971,0.04797504,2.65391989,4.06568688,2.27293283
-4.93746873,6.89192613,0.06901997,1.45184337,1.03801556,0.67468670,0.04701490,2.61640807,3.99220645,2.29883486
-4.93146573,6.82225873,0.06461729,1.41438595,1.02314037,0.65797670,0.04631326,2.58630768,3.91767011,2.32768992
-4.92546273,6.76476306,0.06036174,1.37599547,1.00848420,0.64395502,0.04588202,2.56363327,3.84232944,2.35891158
-4.91945973,6.71905567,0.05628216,1.33685574,0.99403073,0.63268611,0.04572492,2.54822680,3.76652177,2.39188846
-4.91345673,6.68453625,0.05240402,1.29719600,0.97977080,0.62415281,0.04583738,2.53976128,3.69066056,2.42600110
-4.90745373,6.66040203,0.04874930,1.25728562,0.96570079,0.61825792,0.04620661,2.53774737,3.61521767,2.46063599
-4.90145073,6.64566094,0.04533639,1.21742553,0.95182027,0.61482830,0.04681195,2.54154305,3.54069901,2.49519625
-4.89544772,6.63914384,0.04218011,1.17793698,0.93812908,0.61362112,0.04762545,2.55036626,3.46761529,2.52910910
-4.88944472,6.63951735,0.03929170,1.13914853,0.92462423,0.61433241,0.04861271,2.56331096,3.39645035,2.56183020
-4.88344172,6.64529842,0.03667889,1.10138213,0.91129692,0.61660741,0.04973391,2.57936636,3.32762966,2.59284528
-4.87743872,6.65487227,0.03434600,1.06493937,0.89813015,0.62005267,0.05094500,2.59743958,3.26149136,2.62166995
-4.87143572,6.66651514,0.03229404,1.03008883,0.88509716,0.62424920,0.05219905,2.61638143,3.19826252,2.64784823
-4.86543272,6.67842280,0.03052086,0.99705528,0.87216107,0.62876662,0.05344767,2.63501495,3.13804246,2.67095084
-4.85942971,6.68874566,0.02902130,0.96601168,0.85927577,0.63317739,0.05464255,2.65216633,3.08079478,2.69057397
-4.85342671,6.69563041,0.02778742,0.93707414,0.84638827,0.63707102,0.05573689,2.66669726,3.02634905,2.70633948
-4.84742371,6.69726766,0.02680868,0.91030049,0.83344228,0.64006739,0.05668685,2.67753787,2.97441237,2.71789681
-4.84142071,6.69194444,0.02607216,0.88569214,0.82038301,0.64182893,0.05745289,2.68371918,2.92459046,2.72492731
-4.83541771,6.67809964,0.02556286,0.86319925,0.80716269,0.64207105,0.05800093,2.68440366,2.87641701,2.72715086
-4.82941471,6.65438007,0.02526398,0.84272877,0.79374661,0.64057046,0.05830331,2.67891289,2.82938986,2.72433477
-4.82341171,6.61969453,0.02515722,0.82415464,0.78011909,0.63717115,0.05833956,2.66675079,2.78301179,2.71630450
-4.81740870,6.57326305,0.02522312,0.80732969,0.76628899,0.63178775,0.05809685,2.64762154,2.73683349,2.70295561
-4.81140570,6.51465836,0.02544144,0.79209825,0.75229419,0.62440617,0.05757024,2.62144110,2.69049635,2.68426606
-4.80540270,6.44383720,0.02579154,0.77830884,0.73820480,0.61508162,0.05676258,2.58834165,2.64377241,2.66030800
-4.79939970,6.36115925,0.02625279,0.76582625,0.72412459,0.60393416,0.05568422,2.54866875,2.59659936,2.63125805
-4.79339670,6.26739216,0.02680501,0.75454218,0.71019052,0.59114189,0.05435239,2.50297088,2.54910858,2.59740507
-4.78739370,6.16370185,0.02742889,0.74438419,0.69657022,0.57693243,0.05279045,2.45198205,2.50164466,2.55915470
-4.78139070,6.05162798,0.02810639,0.73532231,0.68345755,0.56157271,0.05102687,2.39659788,2.45477559,2.51702987
-4.77538769,5.93304537,0.02882121,0.72737331,0.67106629,0.54535793,0.04909419,2.33784623,2.40929292,2.47166694
-4.76938469,5.81011278,0.02955916,0.72060233,0.65962232,0.52859990,0.04702778,2.27685364,2.36620211,2.42380729
-4.76338169,5.68521108,0.03030851,0.71512214,0.64935470,0.51161542,0.04486461,2.21480899,2.32670354,2.37428431
-4.75737869,5.56087340,0.03106028,0.71108998,0.64048607,0.49471499,0.04264211,2.15292583,2.29216499,2.32400630
-4.75137569,5.43971018,0.03180848,0.70870237,0.63322291,0.47819249,0.04039698,2.09240503,2.26408696,2.27393574
-4.74537269,5.32433205,0.03255026,0.70818812,0.62774624,0.46231598,0.03816416,2.03439904,2.24406212,2.22506571
-4.73936968,5.21727365,0.03328593,0.70979988,0.62420309,0.44731996,0.03597595,1.97997934,2.23373048,2.17839443
-4.73336668,5.12092109,0.03401894,0.71380462,0.62269945,0.43339930,0.03386123,1.93010794,2.23473174,2.13489880
-4.72736368,5.03744560,0.03475568,0.72047334,0.62329483,0.42070501,0.03184497,1.88561395,2.24865642,2.09550794
-4.72136068,4.96874541,0.03550521,0.73007030,0.62599886,0.40934168,0.02994781,1.84717577,2.27699706,2.06107780
-4.71535768,4.91639741,0.03627885,0.74284216,0.63077002,0.39936679,0.02818590,1.81530921,2.32110079,2.03236757
-4.70935468,4.88161966,0.03708967,0.75900717,0.63751667,0.39079166,0.02657088,1.79036152,2.38212450,2.01001878
-4.70335168,4.86524537,0.03795194,0.77874488,0.64610014,0.38358387,0.02511007,1.77251117,2.46099350,1.99453764
-4.69734867,4.86770848,0.03888044,0.80218644,0.65633992,0.37767112,0.02380671,1.76177297,2.55836479,1.98628111
-4.69134567,4.88904058,0.03988976,0.82940579,0.66802050,0.37294610,0.02266044,1.75800777,2.67459567,1.98544714
-4.68534267,4.92887870,0.04099365,0.86041218,0.68089977,0.36927235,0.02166779,1.76093626,2.80971873,1.99206920
-4.67933967,4.98648326,0.04220425,0.89514411,0.69471838,0.36649076,0.02082271,1.77015590,2.96342383,2.00601515
-4.67333667,5.06076512,0.04353150,0.93346502,0.70920977,0.36442652,0.02011722,1.78516022,3.13504808,2.02699067
-4.66733367,5.15032102,0.04498261,0.97516106,0.72411045,0.36289631,0.01954203,1.80535974,3.32357432,2.05454686
-4.66133067,5.25347599,0.04656154,1.01994125,0.73917006,0.36171546,0.01908708,1.83010379,3.52763883,2.08809208
-4.65532766,5.36833194,0.04826876,1.06743996,0.75416088,0.36070495,0.01874215,1.85870240,3.74554866,2.12690757
-4.64932466,5.49282088,0.05010105,1.11722217,0.76888636,0.35969798,0.01849731,1.89044775,3.97530857,2.17016669
-4.64332166,5.62476183,0.05205147,1.16879125,0.78318848,0.35854599,0.01834341,1.92463469,4.21465758,2.21695712
