energy_ev,total_up,Mo_p_up,Mo_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,0.54312464,0.24394621,0.24622535,0.14997583,0.00016627,0.21172257,0.00000000
-5.99399700,0.55472602,0.25387958,0.25153303,0.14934913,0.00018261,0.21960231,0.00000000
-5.98799400,0.57065052,0.26563369,0.25866101,0.15013520,0.00020055,0.22896718,0.00000000
-5.98199100,0.59063745,0.27905833,0.26749903,0.15231512,0.00021994,0.23966707,0.00000000
-5.97598799,0.61434997,0.29397266,0.27790086,0.15584883,0.00024058,0.25152118,0.00000000
-5.96998499,0.64138439,0.31017054,0.28968854,0.16067720,0.00026229,0.26432212,0.00000000
-5.96398199,0.67128278,0.32742751,0.30265810,0.16672486,0.00028483,0.27784146,0.00000000
-5.95797899,0.70354833,0.34550904,0.31658654,0.17390376,0.00030799,0.29183652,0.00000000
-5.95197599,0.73766284,0.36417994,0.33123978,0.18211716,0.00033153,0.30605809,0.00000000
-5.94597299,0.77310568,0.38321425,0.34638121,0.19126401,0.00035523,0.32025887,0.00000000
-5.93996998,0.80937309,0.40240544,0.36178032,0.20124341,0.00037886,0.33420213,0.00000000
-5.93396698,0.84599704,0.42157632,0.37722115,0.21195891,0.00040224,0.34767027,0.00000000
-5.92796398,0.88256266,0.44058810,0.39250990,0.22332246,0.00042517,0.36047286,0.00000000
-5.92196098,0.91872317,0.45934827,0.40748147,0.23525782,0.00044751,0.37245373,0.00000000
-5.91595798,0.95421174,0.47781672,0.42200446,0.24770309,0.00046912,0.38349680,0.00000000
-5.90995498,0.98884933,0.49600988,0.43598442,0.26061238,0.00048993,0.39353024,0.00000000
-5.90395198,1.02254825,0.51400247,0.44936508,0.27395635,0.00050988,0.40252890,0.00000000
-5.89794897,1.05531109,0.53192675,0.46212753,0.28772175,0.00052893,0.41051469,0.00000000
-5.89194597,1.08722506,0.54996921,0.47428748,0.30190969,0.00054710,0.41755500,0.00000000
-5.88594297,1.11845195,0.56836477,0.48589051,0.31653304,0.00056440,0.42375917,0.00000000
-5.87993997,1.14921431,0.58738863,0.49700592,0.33161285,0.00058090,0.42927315,0.00000000
-5.87393697,1.17977849,0.60734611,0.50771918,0.34717402,0.00059662,0.43427267,0.00000000
-5.86793397,1.21043544,0.62856075,0.51812376,0.36324059,0.00061165,0.43895517,0.00000000
-5.86193097,1.24148026,0.65136127,0.52831257,0.37983068,0.00062601,0.44353092,0.00000000
-5.85592796,1.27319169,0.67606768,0.53836958,0.39695155,0.00063975,0.44821369,0.00000000
-5.84992496,1.30581229,0.70297716,0.54836220,0.41459496,0.00065288,0.45321141,0.00000000
-5.84392196,1.33953067,0.73235022,0.55833466,0.43273306,0.00066539,0.45871727,0.00000000
-5.83791896,1.37446625,0.76439754,0.56830293,0.45131503,0.00067723,0.46490151,0.00000000
-5.83191596,1.41065752,0.79926797,0.57825134,0.47026477,0.00068833,0.47190433,0.00000000
-5.82591296,1.44805402,0.83703809,0.58813102,0.48947952,0.00069857,0.47983005,0.00000000
-5.81990995,1.48651246,0.87770370,0.59786032,0.50882967,0.00070784,0.48874284,0.00000000
-5.81390695,1.52579701,0.92117340,0.60732703,0.52815965,0.00071595,0.49866395,0.00000000
-5.80790395,1.56558339,0.96726464,0.61639221,0.54728995,0.00072275,0.50957063,0.00000000
-5.80190095,1.60546675,1.01570239,0.62489550,0.56602001,0.00072804,0.52139661,0.00000000
