energy_ev,total_up,Ag_p_up,Ag_d_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up
-6.00000000,7.23996837,1.01115998,6.22067993,0.19899342,0.00000000,0.52767673,0.00000000
-5.99399700,7.41509167,1.00839262,6.39353354,0.20116615,0.00000000,0.52873685,0.00000000
-5.98799400,7.60182408,1.00570089,6.57773255,0.20351408,0.00000000,0.53010543,0.00000000
-5.98199100,7.79872813,1.00316263,6.77182966,0.20602455,0.00000000,0.53179614,0.00000000
-5.97598799,8.00433937,1.00089797,6.97430201,0.20868910,0.00000000,0.53384985,0.00000000
-5.96998499,8.21714104,0.99906380,7.18353016,0.21150285,0.00000000,0.53633186,0.00000000
-5.96398199,8.43553755,0.99784618,7.39777787,0.21446368,0.00000000,0.53932820,0.00000000
-5.95797899,8.65782876,0.99745109,7.61517479,0.21757108,0.00000000,0.54294095,0.00000000
-5.95197599,8.88218782,0.99809381,7.83370415,0.22082472,0.00000000,0.54728276,0.00000000
-5.94597299,9.10664479,0.99998734,8.05119755,0.22422299,0.00000000,0.55247100,0.00000000
-5.93996998,9.32907842,1.00333055,8.26533856,0.22776135,0.00000000,0.55862139,0.00000000
-5.93396698,9.54721810,1.00829645,8.47367656,0.23143085,0.00000000,0.56584184,0.00000000
-5.92796398,9.75865739,1.01502136,8.67365182,0.23521667,0.00000000,0.57422638,0.00000000
-5.92196098,9.96087998,1.02359541,8.86263199,0.23909702,0.00000000,0.58384969,0.00000000
-5.91595798,10.15129826,1.03405500,9.03795954,0.24304227,0.00000000,0.59476243,0.00000000
-5.90995498,10.32730382,1.04637754,9.19700925,0.24701465,0.00000000,0.60698753,0.00000000
-5.90395198,10.48632831,1.06047892,9.33725359,0.25096824,0.00000000,0.62051770,0.00000000
-5.89794897,10.62591253,1.07621376,9.45633370,0.25484962,0.00000000,0.63531417,0.00000000
-5.89194597,10.74378074,1.09337853,9.55213290,0.25859890,0.00000000,0.65130686,0.00000000
-5.88594297,10.83791684,1.11171741,9.62284936,0.26215130,0.00000000,0.66839579,0.00000000
-5.87993997,10.90663867,1.13093056,9.66706423,0.26543911,0.00000000,0.68645377,0.00000000
-5.87393697,10.94866650,1.15068446,9.68380200,0.26839390,0.00000000,0.70533019,0.00000000
-5.86793397,10.96318205,1.17062370,9.67257934,0.27094904,0.00000000,0.72485567,0.00000000
-5.86193097,10.94987462,1.19038367,9.63344005,0.27304224,0.00000000,0.74484731,0.00000000
