energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,W_p_up,W_d_up
-5.59779890,3.39659213,0.01094674,0.41253259,0.00537159,2.06933558,0.88918107,0.32182936,1.65508846,0.57426578
-5.59179590,3.38073706,0.01063154,0.41308435,0.00581162,2.05380709,0.89337594,0.32057511,1.65165878,0.57017938
-5.58579290,3.36907596,0.01026621,0.41411187,0.00628181,2.04044830,0.89812194,0.32013309,1.64697815,0.56763816
-5.57978989,3.36231262,0.00985905,0.41575825,0.00677703,2.02973158,0.90364384,0.32057680,1.64170824,0.56664400
-5.57378689,3.36101751,0.00941906,0.41815003,0.00729148,2.02205827,0.91013977,0.32196143,1.63648457,0.56716262
-5.56778389,3.36559623,0.00895559,0.42138968,0.00781878,2.01773986,0.91776882,0.32432077,1.63188728,0.56912353
-5.56178089,3.37626323,0.00847807,0.42554910,0.00835194,2.01698196,0.92664007,0.32766470,1.62841440,0.57242097
-5.55577789,3.39302215,0.00799565,0.43066420,0.00888355,2.01987177,0.93680353,0.33197731,1.62645895,0.57691592
-5.54977489,3.41565384,0.00751701,0.43673104,0.00940578,2.02636980,0.94824353,0.33721568,1.62629088,0.58243912
-5.54377189,3.44371290,0.00705007,0.44370356,0.00991065,2.03630623,0.96087501,0.34330965,1.62804470,0.58879503
-5.53776888,3.47653319,0.00660178,0.45149322,0.01039009,2.04938231,0.97454288,0.35016239,1.63171331,0.59576658
-5.53176588,3.51324218,0.00617805,0.45997048,0.01083619,2.06517669,0.98902454,0.35765199,1.63714823,0.60312063
-5.52576288,3.55278386,0.00578357,0.46896812,0.01124134,2.08315668,1.00403555,0.36563389,1.64406623,0.61061405
-5.51975988,3.59394932,0.00542182,0.47828623,0.01159848,2.10269389,1.01923819,0.37394431,1.65206185,0.61799999
-5.51375688,3.63541373,0.00509504,0.48769877,0.01190123,2.12308373,1.03425242,0.38240429,1.66062508,0.62503440
-5.50775388,3.67577840,0.00480430,0.49696114,0.01214409,2.14356792,1.04866899,0.39082453,1.66916350,0.63148249
-5.50175088,3.71361596,0.00454957,0.50581874,0.01232261,2.16335912,1.06206374,0.39901058,1.67702741,0.63712486
-5.49574787,3.74751685,0.00432981,0.51401582,0.01243348,2.18166659,1.07401280,0.40676841,1.68353706,0.64176322
-5.48974487,3.77613519,0.00414314,0.52130437,0.01247464,2.19772192,1.08410758,0.41390990,1.68801043,0.64522538
-5.48374187,3.79823194,0.00398696,0.52745266,0.01244534,2.21080361,1.09196918,0.42025833,1.68979033,0.64736949
-5.47773887,3.81271372,0.00385813,0.53225283,0.01234616,2.22025959,1.09726141,0.42565339,1.68826972,0.64808725
-5.47173587,3.81866552,0.00375309,0.53552750,0.01217897,2.22552674,1.09970182,0.42995558,1.68291406,0.64730605
-5.46573287,3.81537617,0.00366806,0.53713490,0.01194691,2.22614662,1.09907036,0.43304996,1.67327982,0.64499000
-5.45972986,3.80235547,0.00359912,0.53697236,0.01165423,2.22177689,1.09521530,0.43484889,1.65902857,0.64113965
-5.45372686,3.77934257,0.00354241,0.53497822,0.01130620,2.21219798,1.08805624,0.43529378,1.63993625,0.63579068
-5.44772386,3.74630543,0.00349418,0.53113195,0.01090896,2.19731489,1.07758421,0.43435577,1.61589738,0.62901132
-5.44172086,3.70343165,0.00345091,0.52545264,0.01046929,2.17715421,1.06385888,0.43203537,1.58692448,0.62089877
-5.43571786,3.65111148,0.00340938,0.51799618,0.00999447,2.15185664,1.04700335,0.42836105,1.55314295,0.61157471
-5.42971486,3.58991389,0.00336674,0.50885099,0.00949203,2.12166556,1.02719672,0.42338683,1.51478202,0.60118004
-5.42371186,3.52055733,0.00332053,0.49813309,0.00896957,2.08691228,1.00466502,0.41718921,1.47216246,0.58986907
-5.41770885,3.44387647,0.00326871,0.48598031,0.00843456,2.04799874,0.97967105,0.40986336,1.42568193,0.57780344
-5.41170585,3.36078684,0.00320968,0.47254645,0.00789418,2.00537875,0.95250361,0.40151890,1.37579873,0.56514589
-5.40570285,3.27224907,0.00314226,0.45799527,0.00735512,1.95953848,0.92346687,0.39227555,1.32301495,0.55205426
-5.39969985,3.17923434,0.00306569,0.44249502,0.00682348,1.91097736,0.89287018,0.38225861,1.26785985,0.53867594
-5.39369685,3.08269269,0.00297961,0.42621338,0.00630466,1.86019015,0.86101892,0.37159482,1.21087401,0.52514294
-5.38769385,2.98352547,0.00288402,0.40931333,0.00580328,1.80765104,0.82820676,0.36040844,1.15259520,0.51156785
-5.38169085,2.88256298,0.00277925,0.39194982,0.00532314,1.75380037,0.79470951,0.34881798,1.09354609,0.49804085
-5.37568784,2.78054810,0.00266590,0.37426743,0.00486720,1.69903464,0.76078075,0.33693350,1.03422435,0.48462788
-5.36968484,2.67812614,0.00254486,0.35639909,0.00443763,1.64369988,0.72664930,0.32485465,0.97509517,0.47137006
-5.36368184,2.57584115,0.00241718,0.33846554,0.00403582,1.58808864,0.69251843,0.31266952,0.91658626,0.45828431
-5.35767884,2.47413818,0.00228409,0.32057573,0.00366245,1.53244059,0.65856656,0.30045418,0.85908511,0.44536521
-5.35167584,2.37337101,0.00214692,0.30282777,0.00331759,1.47694620,0.62494940,0.28827294,0.80293836,0.43258789
-5.34567284,2.27381452,0.00200708,0.28531037,0.00300078,1.42175345,0.59180303,0.27617925,0.74845292,0.41991188
-5.33966983,2.17568048,0.00186600,0.26810459,0.00271113,1.36697668,0.55924769,0.26421710,0.69589843,0.40728564
-5.33366683,2.07913588,0.00172509,0.25128566,0.00244741,1.31270711,0.52739194,0.25242279,0.64551074,0.39465154
-5.32766383,1.98432219,0.00158572,0.23492475,0.00220817,1.25902436,0.49633687,0.24082699,0.59749599,0.38195108
-5.32166083,1.89137479,0.00144916,0.21909053,0.00199183,1.20600808,0.46617999,0.22945684,0.55203489,0.36913000
-5.31565783,1.80044100,0.00131659,0.20385047,0.00179672,1.15374911,0.43701868,0.21833806,0.50928690,0.35614310
-5.30965483,1.71169598,0.00118904,0.18927162,0.00162123,1.10235950,0.40895287,0.20749690,0.46939412,0.34295852
-5.30365183,1.62535561,0.00106742,0.17542115,0.00146378,1.05198084,0.38208690,0.19696176,0.43248450,0.32956115
-5.29764882,1.54168563,0.00095244,0.16236622,0.00132292,1.00279033,0.35653046,0.18676455,0.39867442,0.31595527
-5.29164582,1.46100668,0.00084469,0.15017362,0.00119735,0.95500446,0.33239859,0.17694155,0.36807037,0.30216601
-5.28564282,1.38369510,0.00074457,0.13890889,0.00108592,0.90887990,0.30981073,0.16753381,0.34076987,0.28823991
-5.27963982,1.31017942,0.00065232,0.12863518,0.00098765,0.86471175,0.28888902,0.15858716,0.31686144,0.27424422
-5.27363682,1.24093281,0.00056804,0.11941182,0.00090171,0.82282903,0.26975574,0.15015165,0.29642383,0.26026532
-5.26763382,1.17646198,0.00049170,0.11129273,0.00082743,0.78358778,0.25253026,0.14228067,0.27952452,0.24640616
-5.26163082,1.11729288,0.00042314,0.10432475,0.00076426,0.74736205,0.23732550,0.13502961,0.26621762,0.23278300
-5.25562781,1.06395416,0.00036208,0.09854587,0.00071173,0.71453310,0.22424414,0.12845429,0.25654124,0.21952144
-5.24962481,1.01695889,0.00030818,0.09398366,0.00066948,0.68547738,0.21337461,0.12260913,0.25051460,0.20675215
-5.24362181,0.97678548,0.00026102,0.09065365,0.00063716,0.66055380,0.20478725,0.11754517,0.24813495,0.19460632
-5.23761881,0.94385861,0.00022013,0.08855805,0.00061444,0.64009077,0.19853057,0.11330808,0.24937449,0.18321114
-5.23161581,0.91853086,0.00018500,0.08768462,0.00060099,0.62437362,0.19462783,0.10993622,0.25417747,0.17268538
-5.22561281,0.90106599,0.00015511,0.08800586,0.00059643,0.61363285,0.19307419,0.10745877,0.26245764,0.16313538
-5.21960980,0.89162431,0.00012995,0.08947851,0.00060031,0.60803372,0.19383435,0.10589412,0.27409625,0.15465147
-5.21360680,0.89025084,0.00010899,0.09204345,0.00061211,0.60766753,0.19684091,0.10524856,0.28894063,0.14730497
-5.20760380,0.89686683,0.00009174,0.09562594,0.00063121,0.61254501,0.20199355,0.10551524,0.30680368,0.14114593
-5.20160080,0.91126467,0.00007771,0.10013630,0.00065692,0.62259193,0.20915904,0.10667359,0.32746409,0.13620151
-5.19559780,0.93310674,0.00006647,0.10547097,0.00068840,0.63764721,0.21817211,0.10868902,0.35066762,0.13247515
-5.18959480,0.96192796,0.00005761,0.11151397,0.00072475,0.65746340,0.22883730,0.11151319,0.37612923,0.12994653
-5.18359180,0.99714214,0.00005074,0.11813877,0.00076495,0.68170968,0.24093164,0.11508454,0.40353613,0.12857220
-5.17758879,1.03805181,0.00004554,0.12521040,0.00080791,0.70997704,0.25420821,0.11932929,0.43255168,0.12828690
-5.17158579,1.08386117,0.00004169,0.13258800,0.00085250,0.74178558,0.26840048,0.12416276,0.46281992,0.12900551
-5.16558279,1.13369176,0.00003895,0.14012744,0.00089751,0.77659348,0.28322726,0.12949099,0.49397064,0.13062553
-5.15957979,1.18660019,0.00003706,0.14768415,0.00094175,0.81380743,0.29839825,0.13521256,0.52562480,0.13302999
-5.15357679,1.24159747,0.00003584,0.15511602,0.00098404,0.85279409,0.31361985,0.14122061,0.55739998,0.13609073
-5.14757379,1.29766918,0.00003510,0.16228620,0.00102321,0.89289211,0.32860114,0.14740497,0.58891589,0.13967194
-5.14157079,1.35379583,0.00003471,0.16906577,0.00105821,0.93342455,0.34305990,0.15365428,0.61979946,0.14363381
-5.13556778,1.40897294,0.00003455,0.17533622,0.00108805,0.97371112,0.35672827,0.15985813,0.64968962,0.14783631
-5.12956478,1.46223018,0.00003452,0.18099159,0.00111190,1.01308008,0.36935811,0.16590909,0.67824148,0.15214282
-5.12356178,1.51264910,0.00003455,0.18594018,0.00112906,1.05087955,0.38072564,0.17170455,0.70512992,0.15642375
-5.11755878,1.55937920,0.00003457,0.19010590,0.00113901,1.08648798,0.39063545,0.17714854,0.73005264,0.16055980
-5.11155578,1.60165193,0.00003456,0.19342909,0.00114139,1.11932374,0.39892360,0.18215317,0.75273256,0.16444504
-5.10555278,1.63879260,0.00003448,0.19586693,0.00113607,1.14885370,0.40545985,0.18664006,0.77291983,0.16798955
-5.09954977,1.67023002,0.00003432,0.19739340,0.00112308,1.17460089,0.41014892,0.19054138,0.79039348,0.17112163
-5.09354677,1.69550397,0.00003410,0.19799870,0.00110264,1.19615111,0.41293089,0.19380085,0.80496282,0.17378954
-5.08754377,1.71427057,0.00003381,0.19768852,0.00107517,1.21315867,0.41378071,0.19637441,0.81646888,0.17596269
-5.08154077,1.72630559,0.00003349,0.19648282,0.00104122,1.22535125,0.41270692,0.19823081,0.82478579,0.17763231
-5.07553777,1.73150585,0.00003317,0.19441452,0.00100148,1.23253380,0.40974975,0.19935193,0.82982233,0.17881144
-5.06953477,1.72988885,0.00003289,0.19152799,0.00095678,1.23459165,0.40497866,0.19973298,0.83152366,0.17953443
-5.06353177,1.72159063,0.00003268,0.18787744,0.00090800,1.23149260,0.39848945,0.19938249,0.82987311,0.17985575
-5.05752876,1.70686189,0.00003258,0.18352540,0.00085608,1.22328800,0.39040106,0.19832214,0.82489400,0.17984828
-5.05152576,1.68606246,0.00003266,0.17854110,0.00080200,1.21011264,0.38085227,0.19658629,0.81665136,0.17960101
-5.04552276,1.65965391,0.00003294,0.17299908,0.00074672,1.19218336,0.36999820,0.19422142,0.80525324,0.17921620
-5.03951976,1.62819038,0.00003348,0.16697774,0.00069116,1.16979607,0.35800685,0.19128520,0.79085147,0.17880609
-5.03351676,1.59230756,0.00003431,0.16055813,0.00063620,1.14332126,0.34505573,0.18784534,0.77364166,0.17848923
-5.02751376,1.55270973,0.00003546,0.15382274,0.00058262,1.11319763,0.33132840,0.18397820,0.75386205,0.17838650
-5.02151076,1.51015502,0.00003696,0.14685443,0.00053112,1.07992401,0.31701135,0.17976709,0.73179121,0.17861691
-5.01550775,1.46543897,0.00003882,0.13973544,0.00048229,1.04404944,0.30229077,0.17530028,0.70774436,0.17929332
-5.00950475,1.41937660,0.00004104,0.13254638,0.00043659,1.00616158,0.28734960,0.17066887,0.68206829,0.18051828
-5.00350175,1.37278354,0.00004364,0.12536528,0.00039437,0.96687373,0.27236466,0.16596441,0.65513493,0.18237996
-4.99749875,1.32645640,0.00004658,0.11826674,0.00035588,0.92681066,0.25750393,0.16127643,0.62733365,0.18494859
-4.99149575,1.28115329,0.00004984,0.11132093,0.00032124,0.88659378,0.24292409,0.15669000,0.59906266,0.18827321
-4.98549275,1.23757491,0.00005337,0.10459277,0.00029045,0.84682604,0.22876813,0.15228322,0.57071959,0.19237928
-4.97948974,1.19634708,0.00005714,0.09814109,0.00026346,0.80807724,0.21516342,0.14812505,0.54269186,0.19726686
-4.97348674,1.15800528,0.00006108,0.09201779,0.00024010,0.77087008,0.20221996,0.14427327,0.51534706,0.20290983
-4.96748374,1.12298204,0.00006511,0.08626720,0.00022015,0.73566783,0.19002904,0.14077286,0.48902386,0.20925596
-4.96148074,1.09159760,0.00006917,0.08092550,0.00020334,0.70286375,0.17866229,0.13765482,0.46402384,0.21622798
-4.95547774,1.06405439,0.00007316,0.07602026,0.00018933,0.67277302,0.16817129,0.13493552,0.44060451,0.22372562
-4.94947474,1.04043553,0.00007701,0.07157026,0.00017779,0.64562726,0.15858751,0.13261651,0.41897402,0.23162857
-4.94347174,1.02070751,0.00008063,0.06758540,0.00016837,0.62157196,0.14992288,0.13068503,0.39928749,0.23980022
-4.93746873,1.00472684,0.00008394,0.06406689,0.00016070,0.60066681,0.14217076,0.12911494,0.38164538,0.24809205
-4.93146573,0.99225035,0.00008686,0.06100765,0.00015445,0.58288888,0.13530744,0.12786819,0.36609367,0.25634851
-4.92546273,0.98294867,0.00008931,0.05839286,0.00014927,0.56813834,0.12929390,0.12689677,0.35262588,0.26441210
-4.91945973,0.97642214,0.00009125,0.05620076,0.00014487,0.55624648,0.12407810,0.12614490,0.34118675,0.27212855
-4.91345673,0.97221830,0.00009260,0.05440354,0.00014098,0.54698548,0.11959729,0.12555151,0.33167729,0.27935164
-4.90745373,0.96985028,0.00009335,0.05296839,0.00013736,0.54007944,0.11578059,0.12505281,0.32396094,0.28594774
-4.90145073,0.96881498,0.00009347,0.05185854,0.00013381,0.53521615,0.11255158,0.12458480,0.31787040,0.29179954
-4.89544772,0.96861037,0.00009295,0.05103445,0.00013019,0.53205899,0.10983078,0.12408569,0.31321493,0.29680910
-4.88944472,0.96875108,0.00009180,0.05045484,0.00012636,0.53025846,0.10753797,0.12349803,0.30978757,0.30089985
-4.88344172,0.96878183,0.00009005,0.05007774,0.00012226,0.52946292,0.10559435,0.12277053,0.30737217,0.30401771
-4.87743872,0.96828806,0.00008774,0.04986144,0.00011783,0.52932810,0.10392429,0.12185949,0.30574983,0.30613118
-4.87143572,0.96690381,0.00008492,0.04976531,0.00011307,0.52952518,0.10245683,0.12072974,0.30470463,0.30723051
-4.86543272,0.96431662,0.00008166,0.04975047,0.00010801,0.52974727,0.10112675,0.11935523,0.30402845,0.30732610
-4.85942971,0.96026972,0.00007805,0.04978034,0.00010268,0.52971422,0.09987538,0.11771908,0.30352491,0.30644624
-4.85342671,0.95456183,0.00007416,0.04982106,0.00009716,0.52917590,0.09865100,0.11581335,0.30301229,0.30463445
-4.84742371,0.94704501,0.00007010,0.04984179,0.00009153,0.52791401,0.09740904,0.11363840,0.30232572,0.30194659
-4.84142071,0.93762112,0.00006597,0.04981488,0.00008591,0.52574273,0.09611198,0.11120203,0.30131850,0.29844804
-4.83541771,0.92623744,0.00006187,0.04971597,0.00008041,0.52250847,0.09472915,0.10851849,0.29986282,0.29421098
-4.82941471,0.91288198,0.00005793,0.04952402,0.00007516,0.51808884,0.09323638,0.10560731,0.29785005,0.28931222
-4.82341171,0.89757909,0.00005426,0.04922132,0.00007030,0.51239138,0.09161561,0.10249224,0.29519062,0.28383142
-4.81740870,0.88038557,0.00005098,0.04879347,0.00006596,0.50535205,0.08985450,0.09920014,0.29181380,0.27785006
-4.81140570,0.86138768,0.00004821,0.04822930,0.00006230,0.49693375,0.08794609,0.09576005,0.28766728,0.27145093
-4.80540270,0.84069911,0.00004607,0.04752086,0.00005947,0.48712499,0.08588847,0.09220244,0.28271676,0.26471831
-4.79939970,0.81845992,0.00004470,0.04666339,0.00005763,0.47593882,0.08368456,0.08855851,0.27694563,0.25773860
-4.79339670,0.79483623,0.00004421,0.04565527,0.00005695,0.46341186,0.08134194,0.08485981,0.27035448,0.25060132
-4.78739370,0.77002039,0.00004476,0.04449795,0.00005759,0.44960350,0.07887266,0.08113792,0.26296077,0.24340035
-4.78139070,0.74423135,0.00004647,0.04319590,0.00005973,0.43459515,0.07629312,0.07742427,0.25479827,0.23623511
-4.77538769,0.71771471,0.00004949,0.04175653,0.00006355,0.41848932,0.07362392,0.07375006,0.24591647,0.22921148
-4.76938469,0.69074217,0.00005396,0.04019002,0.00006923,0.40140849,0.07088962,0.07014619,0.23637966,0.22244241
-4.76338169,0.66360986,0.00006002,0.03850910,0.00007696,0.38349353,0.06811844,0.06664325,0.22626578,0.21604783
-4.75737869,0.63663547,0.00006782,0.03672885,0.00008693,0.36490173,0.06534183,0.06327135,0.21566496,0.21015383
-4.75137569,0.61015374,0.00007750,0.03486631,0.00009931,0.34580421,0.06259395,0.06005997,0.20467767,0.20489112
-4.74537269,0.58451046,0.00008919,0.03294013,0.00011427,0.32638274,0.05991092,0.05703769,0.19341250,0.20039254
-4.73936968,0.56005486,0.00010301,0.03097012,0.00013198,0.30682615,0.05733009,0.05423171,0.18198364,0.19678979
-4.73336668,0.53713076,0.00011907,0.02897674,0.00015257,0.28732620,0.05488905,0.05166735,0.17050817,0.19420948
-4.72736368,0.51606664,0.00013743,0.02698061,0.00017614,0.26807317,0.05262467,0.04936746,0.15910305,0.19276859
-4.72136068,0.49716510,0.00015816,0.02500200,0.00020277,0.24925135,0.05057209,0.04735166,0.14788220,0.19256956
-4.71535768,0.48069224,0.00018127,0.02306028,0.00023248,0.23103459,0.04876363,0.04563563,0.13695351,0.19369535
-4.70935468,0.46686750,0.00020674,0.02117347,0.00026526,0.21358206,0.04722792,0.04423037,0.12641618,0.19620454
-4.70335168,0.45585441,0.00023448,0.01935781,0.00030102,0.19703447,0.04598894,0.04314152,0.11635816,0.20012702
-4.69734867,0.44775293,0.00026439,0.01762740,0.00033962,0.18151095,0.04506540,0.04236884,0.10685421,0.20546028
-4.69134567,0.44259369,0.00029628,0.01599393,0.00038086,0.16710665,0.04447017,0.04190574,0.09796428,0.21216674
-4.68534267,0.44033466,0.00032992,0.01446650,0.00042447,0.15389117,0.04420999,0.04173905,0.08973251,0.22017226
-4.67933967,0.44086040,0.00036505,0.01305153,0.00047010,0.14190794,0.04428541,0.04184909,0.08218674,0.22936599
-4.67333667,0.44398412,0.00040132,0.01175277,0.00051735,0.13117448,0.04469097,0.04220980,0.07533870,0.23960168
-4.66733367,0.44945247,0.00043835,0.01057137,0.00056578,0.12168351,0.04541555,0.04278934,0.06918459,0.25070045
-4.66133067,0.45695295,0.00047574,0.00950612,0.00061487,0.11340489,0.04644301,0.04355070,0.06370633,0.26245500
-4.65532766,0.46612370,0.00051304,0.00855360,0.00066410,0.10628816,0.04775289,0.04445273,0.05887307,0.27463511
-4.64932466,0.47656518,0.00054980,0.00770856,0.00071292,0.10026564,0.04932136,0.04545122,0.05464312,0.28699419
-4.64332166,0.48785329,0.00058555,0.00696420,0.00076076,0.09525580,0.05112205,0.04650020,0.05096616,0.29927668
