energy_ev,total_up,total_down,In_p_up,In_p_down,In_d_up,In_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.63140981,-1.63140981,0.13192517,-0.13192517,0.00455101,-0.00455101,0.80565731,-0.80565731,0.68081367,-0.68081367,0.54268189,-0.54268189,0.00000000,-0.00000000
-5.99399700,1.62579184,-1.62579184,0.12659561,-0.12659561,0.00465981,-0.00465981,0.81971750,-0.81971750,0.67139758,-0.67139758,0.54178525,-0.54178525,0.00000000,-0.00000000
-5.98799400,1.61475933,-1.61475933,0.12110517,-0.12110517,0.00475482,-0.00475482,0.83080224,-0.83080224,0.65955994,-0.65955994,0.53905894,-0.53905894,0.00000000,-0.00000000
-5.98199100,1.59817609,-1.59817609,0.11546540,-0.11546540,0.00483318,-0.00483318,0.83859397,-0.83859397,0.64541281,-0.64541281,0.53445366,-0.53445366,0.00000000,-0.00000000
-5.97598799,1.57603603,-1.57603603,0.10969764,-0.10969764,0.00489239,-0.00489239,0.84284512,-0.84284512,0.62911883,-0.62911882,0.52797420,-0.52797420,0.00000000,-0.00000000
-5.96998499,1.54846607,-1.54846607,0.10383140,-0.10383140,0.00493043,-0.00493043,0.84338825,-0.84338825,0.61088817,-0.61088817,0.51968245,-0.51968245,0.00000000,-0.00000000
-5.96398199,1.51572796,-1.51572796,0.09790262,-0.09790262,0.00494578,-0.00494578,0.84014501,-0.84014501,0.59097552,-0.59097552,0.50969987,-0.50969987,0.00000000,-0.00000000
-5.95797899,1.47821897,-1.47821897,0.09195192,-0.09195192,0.00493751,-0.00493751,0.83313374,-0.83313374,0.56967695,-0.56967695,0.49820931,-0.49820931,0.00000000,-0.00000000
-5.95197599,1.43647146,-1.43647146,0.08602291,-0.08602291,0.00490531,-0.00490531,0.82247530,-0.82247530,0.54732700,-0.54732700,0.48545619,-0.48545619,0.00000000,-0.00000000
-5.94597299,1.39115121,-1.39115121,0.08016061,-0.08016061,0.00484955,-0.00484955,0.80839689,-0.80839689,0.52429591,-0.52429591,0.47174906,-0.47174906,0.00000000,-0.00000000
-5.93996998,1.34305430,-1.34305430,0.07441014,-0.07441014,0.00477127,-0.00477127,0.79123349,-0.79123349,0.50098712,-0.50098712,0.45745935,-0.45745935,0.00000000,-0.00000000
-5.93396698,1.29310240,-1.29310240,0.06881556,-0.06881556,0.00467220,-0.00467220,0.77142694,-0.77142694,0.47783479,-0.47783479,0.44302031,-0.44302031,0.00000000,-0.00000000
-5.92796398,1.24233612,-1.24233612,0.06341899,-0.06341899,0.00455475,-0.00455475,0.74952227,-0.74952226,0.45530144,-0.45530144,0.42892499,-0.42892499,0.00000000,-0.00000000
-5.92196098,1.19190623,-1.19190623,0.05825993,-0.05825993,0.00442194,-0.00442194,0.72616152,-0.72616152,0.43387534,-0.43387534,0.41572316,-0.41572316,0.00000000,-0.00000000
-5.91595798,1.14306252,-1.14306252,0.05337482,-0.05337482,0.00427742,-0.00427742,0.70207491,-0.70207491,0.41406758,-0.41406758,0.40401702,-0.40401702,0.00000000,-0.00000000
-5.90995498,1.09714002,-1.09714002,0.04879685,-0.04879685,0.00412531,-0.00412531,0.67806949,-0.67806949,0.39640858,-0.39640858,0.39445547,-0.39445547,0.00000000,-0.00000000
-5.90395198,1.05554239,-1.05554239,0.04455578,-0.04455578,0.00397023,-0.00397023,0.65501549,-0.65501549,0.38144378,-0.38144378,0.38772697,-0.38772697,0.00000000,-0.00000000
-5.89794897,1.01972243,-1.01972243,0.04067808,-0.04067808,0.00381709,-0.00381709,0.63383052,-0.63383052,0.36972828,-0.36972828,0.38455057,-0.38455057,0.00000000,-0.00000000
-5.89194597,0.99115951,-0.99115951,0.03718697,-0.03718697,0.00367108,-0.00367108,0.61546192,-0.61546192,0.36182035,-0.36182035,0.38566520,-0.38566520,0.00000000,-0.00000000
-5.88594297,0.97133400,-0.97133400,0.03410260,-0.03410260,0.00353750,-0.00353750,0.60086750,-0.60086750,0.35827341,-0.35827340,0.39181689,-0.39181689,0.00000000,-0.00000000
-5.87993997,0.96169872,-0.96169872,0.03144226,-0.03144226,0.00342169,-0.00342169,0.59099495,-0.59099495,0.35962666,-0.35962666,0.40374407,-0.40374407,0.00000000,-0.00000000
-5.87393697,0.96364766,-0.96364766,0.02922050,-0.02922050,0.00332886,-0.00332886,0.58676032,-0.58676032,0.36639411,-0.36639411,0.42216074,-0.42216074,0.00000000,-0.00000000
-5.86793397,0.97848225,-0.97848225,0.02744921,-0.02744921,0.00326401,-0.00326401,0.58902578,-0.58902578,0.37905204,-0.37905204,0.44773767,-0.44773767,0.00000000,-0.00000000
-5.86193097,1.00737572,-1.00737572,0.02613772,-0.02613772,0.00323177,-0.00323177,0.59857718,-0.59857718,0.39802529,-0.39802529,0.48108200,-0.48108200,0.00000000,-0.00000000
-5.85592796,1.05133621,-1.05133621,0.02529274,-0.02529274,0.00323634,-0.00323634,0.61610178,-0.61610178,0.42367232,-0.42367232,0.52271529,-0.52271529,0.00000000,-0.00000000
-5.84992496,1.11116946,-1.11116946,0.02491824,-0.02491824,0.00328133,-0.00328133,0.64216655,-0.64216655,0.45626968,-0.45626968,0.57305081,-0.57305081,0.00000000,-0.00000000
-5.84392196,1.18744233,-1.18744233,0.02501528,-0.02501528,0.00336967,-0.00336967,0.67719776,-0.67719776,0.49599623,-0.49599623,0.63237062,-0.63237062,0.00000000,-0.00000000
-5.83791896,1.28044821,-1.28044821,0.02558177,-0.02558177,0.00350354,-0.00350354,0.72146232,-0.72146232,0.54291788,-0.54291788,0.70080326,-0.70080326,0.00000000,-0.00000000
-5.83191596,1.39017601,-1.39017601,0.02661214,-0.02661214,0.00368424,-0.00368424,0.77505162,-0.77505162,0.59697349,-0.59697349,0.77830309,-0.77830309,0.00000000,-0.00000000
-5.82591296,1.51628420,-1.51628420,0.02809706,-0.02809706,0.00391219,-0.00391219,0.83786863,-0.83786862,0.65796269,-0.65796269,0.86463236,-0.86463236,0.00000000,-0.00000000
-5.81990995,1.65808164,-1.65808164,0.03002306,-0.03002306,0.00418682,-0.00418682,0.90961884,-0.90961884,0.72553658,-0.72553658,0.95934707,-0.95934707,0.00000000,-0.00000000
-5.81390695,1.81451669,-1.81451669,0.03237227,-0.03237227,0.00450658,-0.00450658,0.98980608,-0.98980608,0.79919202,-0.79919202,1.06178792,-1.06178792,0.00000000,-0.00000000
-5.80790395,1.98417632,-1.98417632,0.03512212,-0.03512212,0.00486890,-0.00486890,1.07773343,-1.07773343,0.87827033,-0.87827033,1.17107725,-1.17107725,0.00000000,-0.00000000
-5.80190095,2.16529621,-2.16529621,0.03824523,-0.03824523,0.00527024,-0.00527024,1.17251020,-1.17251020,0.96196096,-0.96196096,1.28612301,-1.28612301,0.00000000,-0.00000000
-5.79589795,2.35578285,-2.35578285,0.04170930,-0.04170930,0.00570611,-0.00570611,1.27306502,-1.27306502,1.04931063,-1.04931063,1.40563037,-1.40563037,0.00000000,-0.00000000
-5.78989495,2.55324804,-2.55324804,0.04547720,-0.04547720,0.00617114,-0.00617114,1.37816521,-1.37816521,1.13923821,-1.13923821,1.52812135,-1.52812135,0.00000000,-0.00000000
-5.78389195,2.75505539,-2.75505539,0.04950720,-0.04950720,0.00665921,-0.00665921,1.48644235,-1.48644235,1.23055511,-1.23055511,1.65196239,-1.65196239,0.00000000,-0.00000000
-5.77788894,2.95837826,-2.95837826,0.05375330,-0.05375330,0.00716353,-0.00716353,1.59642343,-1.59642343,1.32199106,-1.32199106,1.77539961,-1.77539961,0.00000000,-0.00000000
-5.77188594,3.16026742,-3.16026742,0.05816580,-0.05816580,0.00767681,-0.00767681,1.70656681,-1.70656681,1.41222431,-1.41222431,1.89660062,-1.89660062,0.00000000,-0.00000000
-5.76588294,3.35772636,-3.35772636,0.06269194,-0.06269194,0.00819143,-0.00819143,1.81530184,-1.81530184,1.49991564,-1.49991564,2.01370176,-2.01370176,0.00000000,-0.00000000
-5.75987994,3.54779159,-3.54779159,0.06727671,-0.06727671,0.00869962,-0.00869962,1.92107063,-1.92107063,1.58374455,-1.58374455,2.12485911,-2.12485911,0.00000000,-0.00000000
-5.75387694,3.72761462,-3.72761462,0.07186375,-0.07186375,0.00919366,-0.00919366,2.02237044,-2.02237044,1.66244649,-1.66244649,2.22830103,-2.22830103,0.00000000,-0.00000000
-5.74787394,3.89454232,-3.89454232,0.07639634,-0.07639634,0.00966606,-0.00966606,2.11779479,-2.11779479,1.73484940,-1.73484940,2.32238029,-2.32238029,0.00000000,-0.00000000
-5.74187094,4.04619196,-4.04619196,0.08081839,-0.08081839,0.01010980,-0.01010980,2.20607147,-2.20607147,1.79990789,-1.79990789,2.40562329,-2.40562329,0.00000000,-0.00000000
-5.73586793,4.18051754,-4.18051754,0.08507548,-0.08507548,0.01051843,-0.01051843,2.28609571,-2.28609571,1.85673353,-1.85673353,2.47677412,-2.47677412,0.00000000,-0.00000000
-5.72986493,4.29586421,-4.29586421,0.08911580,-0.08911580,0.01088630,-0.01088630,2.35695699,-2.35695699,1.90461985,-1.90461985,2.53483144,-2.53483144,0.00000000,-0.00000000
-5.72386193,4.39100830,-4.39100830,0.09289105,-0.09289105,0.01120868,-0.01120868,2.41795803,-2.41795803,1.94306069,-1.94306069,2.57907625,-2.57907625,0.00000000,-0.00000000
-5.71785893,4.46518095,-4.46518095,0.09635724,-0.09635724,0.01148181,-0.01148181,2.46862531,-2.46862531,1.97176121,-1.97176121,2.60908941,-2.60908941,0.00000000,-0.00000000
-5.71185593,4.51807435,-4.51807435,0.09947532,-0.09947532,0.01170305,-0.01170305,2.50871056,-2.50871056,1.99064092,-1.99064092,2.62475785,-2.62475785,0.00000000,-0.00000000
-5.70585293,4.54983056,-4.54983056,0.10221169,-0.10221169,0.01187083,-0.01187083,2.53818333,-2.53818333,1.99982867,-1.99982867,2.62626941,-2.62626941,0.00000000,-0.00000000
-5.69984992,4.56101367,-4.56101367,0.10453857,-0.10453857,0.01198467,-0.01198467,2.55721521,-2.55721521,1.99965010,-1.99965010,2.61409662,-2.61409662,0.00000000,-0.00000000
-5.69384692,4.55256706,-4.55256706,0.10643413,-0.10643413,0.01204514,-0.01204514,2.56615683,-2.56615683,1.99060807,-1.99060807,2.58897035,-2.58897035,0.00000000,-0.00000000
-5.68784392,4.52575831,-4.52575831,0.10788264,-0.10788264,0.01205376,-0.01205376,2.56550903,-2.56550903,1.97335735,-1.97335735,2.55184484,-2.55184484,0.00000000,-0.00000000
-5.68184092,4.48211507,-4.48211507,0.10887431,-0.10887431,0.01201289,-0.01201289,2.55589001,-2.55589001,1.94867504,-1.94867504,2.50385604,-2.50385604,0.00000000,-0.00000000
-5.67583792,4.42335518,-4.42335518,0.10940518,-0.10940518,0.01192561,-0.01192561,2.53800042,-2.53800042,1.91742805,-1.91742805,2.44627545,-2.44627545,0.00000000,-0.00000000
-5.66983492,4.35131517,-4.35131517,0.10947687,-0.10947687,0.01179555,-0.01179555,2.51258855,-2.51258855,1.88053968,-1.88053968,2.38046191,-2.38046191,0.00000000,-0.00000000
-5.66383192,4.26788065,-4.26788065,0.10909626,-0.10909626,0.01162678,-0.01162678,2.48041735,-2.48041735,1.83895678,-1.83895678,2.30781368,-2.30781368,0.00000000,-0.00000000
-5.65782891,4.17492215,-4.17492215,0.10827523,-0.10827523,0.01142359,-0.01142359,2.44223530,-2.44223530,1.79361909,-1.79361909,2.22972319,-2.22972319,0.00000000,-0.00000000
-5.65182591,4.07423936,-4.07423936,0.10703035,-0.10703035,0.01119043,-0.01119043,2.39875239,-2.39875239,1.74543224,-1.74543225,2.14753642,-2.14753642,0.00000000,-0.00000000
-5.64582291,3.96751605,-3.96751605,0.10538260,-0.10538260,0.01093173,-0.01093173,2.35062244,-2.35062244,1.69524543,-1.69524543,2.06251858,-2.06251858,0.00000000,-0.00000000
-5.63981991,3.85628733,-3.85628733,0.10335712,-0.10335712,0.01065178,-0.01065178,2.29843214,-2.29843214,1.64383456,-1.64383456,1.97582733,-1.97582733,0.00000000,-0.00000000
-5.63381691,3.74191986,-3.74191986,0.10098303,-0.10098303,0.01035470,-0.01035470,2.24269718,-2.24269718,1.59189130,-1.59189130,1.88849421,-1.88849421,0.00000000,-0.00000000
-5.62781391,3.62560504,-3.62560504,0.09829327,-0.09829327,0.01004436,-0.01004436,2.18386490,-2.18386490,1.54001813,-1.54001813,1.80141445,-1.80141445,0.00000000,-0.00000000
-5.62181091,3.50836426,-3.50836426,0.09532443,-0.09532443,0.00972434,-0.00972434,2.12232289,-2.12232289,1.48872906,-1.48872906,1.71534497,-1.71534497,0.00000000,-0.00000000
-5.61580790,3.39106481,-3.39106481,0.09211666,-0.09211666,0.00939792,-0.00939792,2.05841232,-2.05841232,1.43845548,-1.43845548,1.63090964,-1.63090964,0.00000000,-0.00000000
-5.60980490,3.27444432,-3.27444432,0.08871356,-0.08871356,0.00906813,-0.00906813,1.99244472,-1.99244472,1.38955640,-1.38955640,1.54861099,-1.54861099,0.00000000,-0.00000000
-5.60380190,3.15914154,-3.15914154,0.08516200,-0.08516200,0.00873774,-0.00873774,1.92472070,-1.92472070,1.34233194,-1.34233194,1.46884671,-1.46884671,0.00000000,-0.00000000
-5.59779890,3.04573072,-3.04573072,0.08151199,-0.08151199,0.00840936,-0.00840936,1.85554907,-1.85554907,1.29703921,-1.29703921,1.39192968,-1.39192968,0.00000000,-0.00000000
-5.59179590,2.93475723,-2.93475723,0.07781640,-0.07781640,0.00808544,-0.00808544,1.78526491,-1.78526491,1.25390924,-1.25390924,1.31810978,-1.31810978,0.00000000,-0.00000000
-5.58579290,2.82677188,-2.82677188,0.07413072,-0.07413072,0.00776839,-0.00776839,1.71424533,-1.71424533,1.21316402,-1.21316402,1.24759607,-1.24759607,0.00000000,-0.00000000
-5.57978989,2.72236177,-2.72236177,0.07051260,-0.07051260,0.00746059,-0.00746059,1.64292184,-1.64292184,1.17503250,-1.17503250,1.18057779,-1.18057779,0.00000000,-0.00000000
-5.57378689,2.62217597,-2.62217597,0.06702142,-0.06702142,0.00716449,-0.00716449,1.57178845,-1.57178845,1.13976482,-1.13976482,1.11724317,-1.11724317,0.00000000,-0.00000000
-5.56778389,2.52694453,-2.52694453,0.06371773,-0.06371773,0.00688261,-0.00688261,1.50140515,-1.50140515,1.10764379,-1.10764379,1.05779485,-1.05779485,0.00000000,-0.00000000
-5.56178089,2.43748985,-2.43748985,0.06066255,-0.06066255,0.00661758,-0.00661758,1.43239655,-1.43239655,1.07899326,-1.07899326,1.00246135,-1.00246135,0.00000000,-0.00000000
-5.55577789,2.35473003,-2.35473003,0.05791662,-0.05791662,0.00637220,-0.00637220,1.36544569,-1.36544569,1.05418277,-1.05418277,0.95150405,-0.95150405,0.00000000,-0.00000000
-5.54977489,2.27967385,-2.27967385,0.05553958,-0.05553958,0.00614934,-0.00614934,1.30128351,-1.30128351,1.03362838,-1.03362838,0.90521967,-0.90521967,0.00000000,-0.00000000
-5.54377189,2.21340775,-2.21340775,0.05358903,-0.05358903,0.00595202,-0.00595202,1.24067443,-1.24067443,1.01778941,-1.01778941,0.86393812,-0.86393812,0.00000000,-0.00000000
-5.53776888,2.15707540,-2.15707540,0.05211958,-0.05211958,0.00578327,-0.00578327,1.18439879,-1.18439879,1.00716131,-1.00716131,0.82801617,-0.82801617,0.00000000,-0.00000000
-5.53176588,2.11185044,-2.11185044,0.05118179,-0.05118179,0.00564614,-0.00564614,1.13323294,-1.13323294,1.00226471,-1.00226471,0.79782731,-0.79782731,0.00000000,-0.00000000
-5.52576288,2.07890356,-2.07890356,0.05082110,-0.05082110,0.00554360,-0.00554360,1.08792774,-1.08792774,1.00363095,-1.00363096,0.77374848,-0.77374848,0.00000000,-0.00000000
