energy_ev,total_up,total_down,In_p_up,In_p_down,In_d_up,In_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.51975988,2.05936488,-2.05936488,0.05107680,-0.05107680,0.00547842,-0.00547842,1.04918641,-1.04918641,1.01178454,-1.01178454,0.75614420,-0.75614420,0.00000000,-0.00000000
-5.51375688,2.05428295,-2.05428295,0.05198087,-0.05198087,0.00545311,-0.00545311,1.01764239,-1.01764239,1.02722297,-1.02722297,0.74534900,-0.74534900,0.00000000,-0.00000000
-5.50775388,2.06458159,-2.06458159,0.05355697,-0.05355697,0.00546977,-0.00546977,0.99383802,-0.99383802,1.05039453,-1.05039453,0.74164890,-0.74164890,0.00000000,-0.00000000
-5.50175088,2.09101591,-2.09101591,0.05581938,-0.05581938,0.00553003,-0.00553003,0.97820464,-0.97820464,1.08167470,-1.08167470,0.74526259,-0.74526259,0.00000000,-0.00000000
-5.49574787,2.13412901,-2.13412901,0.05877209,-0.05877209,0.00563488,-0.00563488,0.97104473,-0.97104473,1.12134196,-1.12134196,0.75632319,-0.75632319,0.00000000,-0.00000000
-5.48974487,2.19421066,-2.19421066,0.06240791,-0.06240791,0.00578461,-0.00578461,0.97251646,-0.97251646,1.16955385,-1.16955385,0.77486130,-0.77486130,0.00000000,-0.00000000
-5.48374187,2.27125957,-2.27125957,0.06670779,-0.06670779,0.00597871,-0.00597871,0.98262130,-0.98262130,1.22632404,-1.22632404,0.80078999,-0.80078999,0.00000000,-0.00000000
-5.47773887,2.36495061,-2.36495061,0.07164024,-0.07164024,0.00621577,-0.00621577,1.00119484,-1.00119484,1.29150157,-1.29150157,0.83389233,-0.83389233,0.00000000,-0.00000000
-5.47173587,2.47460856,-2.47460856,0.07716102,-0.07716102,0.00649345,-0.00649345,1.02790134,-1.02790134,1.36475306,-1.36475306,0.87381223,-0.87381223,0.00000000,-0.00000000
-5.46573287,2.59918982,-2.59918982,0.08321303,-0.08321303,0.00680843,-0.00680843,1.06223208,-1.06223208,1.44554896,-1.44554896,0.92004879,-0.92004879,0.00000000,-0.00000000
-5.45972986,2.73727332,-2.73727332,0.08972650,-0.08972650,0.00715644,-0.00715644,1.10350797,-1.10350797,1.53315473,-1.53315473,0.97195483,-0.97195483,0.00000000,-0.00000000
-5.45372686,2.88706192,-2.88706192,0.09661949,-0.09661949,0.00753221,-0.00753221,1.15088648,-1.15088648,1.62662785,-1.62662785,1.02873991,-1.02873991,0.00000000,-0.00000000
-5.44772386,3.04639514,-3.04639514,0.10379871,-0.10379871,0.00792962,-0.00792962,1.20337288,-1.20337288,1.72482132,-1.72482132,1.08947779,-1.08947779,0.00000000,-0.00000000
-5.44172086,3.21277400,-3.21277400,0.11116075,-0.11116075,0.00834172,-0.00834172,1.25983606,-1.25983606,1.82639414,-1.82639414,1.15311880,-1.15311880,0.00000000,-0.00000000
-5.43571786,3.38339802,-3.38339802,0.11859355,-0.11859355,0.00876089,-0.00876089,1.31902852,-1.31902852,1.92982924,-1.92982924,1.21850667,-1.21850667,0.00000000,-0.00000000
-5.42971486,3.55521434,-3.55521434,0.12597836,-0.12597836,0.00917897,-0.00917897,1.37961055,-1.37961055,2.03345860,-2.03345860,1.28439979,-1.28439979,0.00000000,-0.00000000
-5.42371186,3.72497819,-3.72497819,0.13319193,-0.13319193,0.00958744,-0.00958744,1.44017794,-1.44017794,2.13549548,-2.13549548,1.34949646,-1.34949646,0.00000000,-0.00000000
-5.41770885,3.88932346,-3.88932346,0.14010900,-0.14010900,0.00997763,-0.00997763,1.49929290,-1.49929290,2.23407301,-2.23407301,1.41246338,-1.41246338,0.00000000,-0.00000000
-5.41170585,4.04484160,-4.04484160,0.14660503,-0.14660503,0.01034093,-0.01034093,1.55551719,-1.55551719,2.32728819,-2.32728819,1.47196685,-1.47196685,0.00000000,-0.00000000
-5.40570285,4.18816657,-4.18816657,0.15255908,-0.15255908,0.01066901,-0.01066901,1.60744683,-1.60744683,2.41324994,-2.41324994,1.52670542,-1.52670542,0.00000000,-0.00000000
-5.39969985,4.31606310,-4.31606310,0.15785674,-0.15785674,0.01095404,-0.01095404,1.65374708,-1.65374708,2.49012980,-2.49012980,1.57544330,-1.57544330,0.00000000,-0.00000000
-5.39369685,4.42551517,-4.42551517,0.16239304,-0.16239304,0.01118891,-0.01118891,1.69318675,-1.69318675,2.55621319,-2.55621319,1.61704307,-1.61704307,0.00000000,-0.00000000
-5.38769385,4.51381145,-4.51381145,0.16607523,-0.16607523,0.01136745,-0.01136745,1.72467061,-1.72467061,2.60994954,-2.60994954,1.65049658,-1.65049658,0.00000000,-0.00000000
-5.38169085,4.57862432,-4.57862432,0.16882530,-0.16882530,0.01148456,-0.01148456,1.74726852,-1.74726852,2.64999915,-2.64999915,1.67495300,-1.67495300,0.00000000,-0.00000000
-5.37568784,4.61807925,-4.61807925,0.17058217,-0.17058217,0.01153641,-0.01153641,1.76024045,-1.76024045,2.67527482,-2.67527482,1.68974262,-1.68974262,0.00000000,-0.00000000
-5.36968484,4.63081148,-4.63081148,0.17130346,-0.17130346,0.01152054,-0.01152054,1.76305607,-1.76305607,2.68497645,-2.68497645,1.69439565,-1.69439565,0.00000000,-0.00000000
-5.36368184,4.61600760,-4.61600760,0.17096672,-0.17096672,0.01143588,-0.01143588,1.75540825,-1.75540825,2.67861709,-2.67861709,1.68865505,-1.68865505,0.00000000,-0.00000000
-5.35767884,4.57343002,-4.57343002,0.16957009,-0.16957009,0.01128284,-0.01128284,1.73721977,-1.73721977,2.65603913,-2.65603913,1.67248292,-1.67248292,0.00000000,-0.00000000
-5.35167584,4.50342317,-4.50342317,0.16713234,-0.16713234,0.01106326,-0.01106326,1.70864296,-1.70864296,2.61741991,-2.61741991,1.64605998,-1.64605998,0.00000000,-0.00000000
-5.34567284,4.40690095,-4.40690095,0.16369233,-0.16369233,0.01078032,-0.01078032,1.67005220,-1.67005220,2.56326644,-2.56326644,1.60977834,-1.60977834,0.00000000,-0.00000000
-5.33966983,4.28531599,-4.28531599,0.15930782,-0.15930782,0.01043847,-0.01043847,1.62202960,-1.62202960,2.49439927,-2.49439927,1.56422760,-1.56422760,0.00000000,-0.00000000
-5.33366683,4.14061183,-4.14061183,0.15405372,-0.15405372,0.01004326,-0.01004326,1.56534434,-1.56534434,2.41192632,-2.41192632,1.51017504,-1.51017504,0.00000000,-0.00000000
-5.32766383,3.97516021,-3.97516021,0.14801982,-0.14801982,0.00960117,-0.00960117,1.50092666,-1.50092666,2.31720777,-2.31720777,1.44854062,-1.44854062,0.00000000,-0.00000000
-5.32166083,3.79168602,-3.79168602,0.14130820,-0.14130820,0.00911941,-0.00911941,1.42983752,-1.42983752,2.21181346,-2.21181346,1.38036787,-1.38036787,0.00000000,-0.00000000
-5.31565783,3.59318319,-3.59318319,0.13403019,-0.13403019,0.00860569,-0.00860569,1.35323511,-1.35323511,2.09747473,-2.09747473,1.30679187,-1.30679187,0.00000000,-0.00000000
-5.30965483,3.38282509,-3.38282509,0.12630331,-0.12630331,0.00806799,-0.00806799,1.27233977,-1.27233977,1.97603271,-1.97603271,1.22900566,-1.22900566,0.00000000,-0.00000000
-5.30365183,3.16387303,-3.16387303,0.11824798,-0.11824798,0.00751438,-0.00751438,1.18839852,-1.18839852,1.84938531,-1.84938531,1.14822644,-1.14822644,0.00000000,-0.00000000
-5.29764882,2.93958662,-2.93958662,0.10998443,-0.10998443,0.00695274,-0.00695274,1.10265073,-1.10265073,1.71943488,-1.71943488,1.06566282,-1.06566282,0.00000000,-0.00000000
-5.29164582,2.71313930,-2.71313930,0.10162971,-0.10162971,0.00639064,-0.00639064,1.01629607,-1.01629607,1.58803885,-1.58803885,0.98248432,-0.98248432,0.00000000,-0.00000000
-5.28564282,2.48754219,-2.48754219,0.09329499,-0.09329499,0.00583511,-0.00583511,0.93046587,-0.93046587,1.45696482,-1.45696482,0.89979427,-0.89979427,0.00000000,-0.00000000
-5.27963982,2.26557854,-2.26557854,0.08508327,-0.08508327,0.00529252,-0.00529252,0.84619886,-0.84619886,1.32785186,-1.32785186,0.81860676,-0.81860676,0.00000000,-0.00000000
-5.27363682,2.04975079,-2.04975079,0.07708744,-0.07708744,0.00476848,-0.00476848,0.76442173,-0.76442173,1.20217904,-1.20217904,0.73982850,-0.73982850,0.00000000,-0.00000000
-5.26763382,1.84224129,-1.84224129,0.06938889,-0.06938889,0.00426775,-0.00426775,0.68593508,-0.68593508,1.08124184,-1.08124184,0.66424565,-0.66424565,0.00000000,-0.00000000
-5.26163082,1.64488718,-1.64488718,0.06205661,-0.06205661,0.00379423,-0.00379423,0.61140472,-0.61140472,0.96613692,-0.96613692,0.59251594,-0.59251594,0.00000000,-0.00000000
-5.25562781,1.45916920,-1.45916920,0.05514668,-0.05514668,0.00335091,-0.00335091,0.54135825,-0.54135825,0.85775497,-0.85775497,0.52516587,-0.52516587,0.00000000,-0.00000000
-5.24962481,1.28621353,-1.28621353,0.04870238,-0.04870238,0.00293989,-0.00293989,0.47618657,-0.47618657,0.75678133,-0.75678133,0.46259258,-0.46259258,0.00000000,-0.00000000
-5.24362181,1.12680542,-1.12680542,0.04275455,-0.04275455,0.00256248,-0.00256248,0.41614965,-0.41614965,0.66370354,-0.66370354,0.40506992,-0.40506992,0.00000000,-0.00000000
-5.23761881,0.98141284,-0.98141284,0.03732246,-0.03732246,0.00221922,-0.00221922,0.36138613,-0.36138613,0.57882487,-0.57882487,0.35275804,-0.35275804,0.00000000,-0.00000000
-5.23161581,0.85021806,-0.85021806,0.03241484,-0.03241484,0.00190997,-0.00190997,0.31192565,-0.31192565,0.50228260,-0.50228260,0.30571572,-0.30571572,0.00000000,-0.00000000
-5.22561281,0.73315516,-0.73315516,0.02803124,-0.02803124,0.00163402,-0.00163402,0.26770340,-0.26770340,0.43406983,-0.43406983,0.26391472,-0.26391472,0.00000000,-0.00000000
-5.21960980,0.62995114,-0.62995114,0.02416341,-0.02416341,0.00139017,-0.00139017,0.22857588,-0.22857588,0.37405951,-0.37405951,0.22725519,-0.22725519,0.00000000,-0.00000000
-5.21360680,0.54016864,-0.54016864,0.02079684,-0.02079684,0.00117686,-0.00117686,0.19433721,-0.19433721,0.32202949,-0.32202949,0.19558158,-0.19558158,0.00000000,-0.00000000
-5.20760380,0.46324829,-0.46324829,0.01791226,-0.01791226,0.00099224,-0.00099224,0.16473529,-0.16473529,0.27768738,-0.27768738,0.16869826,-0.16869826,0.00000000,-0.00000000
-5.20160080,0.39854913,-0.39854913,0.01548703,-0.01548703,0.00083429,-0.00083429,0.13948716,-0.13948716,0.24069424,-0.24069424,0.14638414,-0.14638414,0.00000000,-0.00000000
-5.19559780,0.34538560,-0.34538560,0.01349650,-0.01349650,0.00070088,-0.00070088,0.11829314,-0.11829314,0.21068632,-0.21068632,0.12840613,-0.12840613,0.00000000,-0.00000000
-5.18959480,0.30306008,-0.30306008,0.01191511,-0.01191511,0.00058985,-0.00058985,0.10084940,-0.10084940,0.18729413,-0.18729413,0.11453064,-0.11453064,0.00000000,-0.00000000
-5.18359180,0.27089032,-0.27089032,0.01071737,-0.01071737,0.00049909,-0.00049909,0.08685868,-0.08685868,0.17015835,-0.17015835,0.10453329,-0.10453329,0.00000000,-0.00000000
-5.17758879,0.24823125,-0.24823125,0.00987863,-0.00987863,0.00042657,-0.00042657,0.07603908,-0.07603908,0.15894244,-0.15894244,0.09820632,-0.09820632,0.00000000,-0.00000000
-5.17158579,0.23449110,-0.23449110,0.00937562,-0.00937562,0.00037036,-0.00037036,0.06813083,-0.06813083,0.15334173,-0.15334173,0.09536402,-0.09536402,0.00000000,-0.00000000
-5.16558279,0.22914186,-0.22914186,0.00918682,-0.00918682,0.00032871,-0.00032871,0.06290116,-0.06290116,0.15308910,-0.15308910,0.09584590,-0.09584590,0.00000000,-0.00000000
