energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.83191596,4.92123406,0.09196234,0.07849232,0.86774481,0.49343985,0.92446838,1.30735219,0.21039958,2.10725467
-5.82591296,5.15006452,0.09692744,0.08634714,0.91422468,0.51760267,0.98017352,1.36418807,0.21645812,2.19858870
-5.81990995,5.36884471,0.10163362,0.09457378,0.95980182,0.54075952,1.03400919,1.41846315,0.22183630,2.28482027
-5.81390695,5.57517830,0.10600202,0.10313348,1.00408747,0.56265992,1.08530982,1.46958100,0.22646585,2.36494106
-5.80790395,5.76670882,0.10995438,0.11198033,1.04669637,0.58306029,1.13343344,1.51693814,0.23028280,2.43797546
-5.80190095,5.94117521,0.11341541,0.12106178,1.08725658,0.60172966,1.17778049,1.55993652,0.23322886,2.50300519
-5.79589795,6.09646878,0.11631520,0.13031923,1.12541941,0.61845518,1.21781188,1.59799731,0.23525301,2.55919400
-5.78989495,6.23068918,0.11859164,0.13968880,1.16086926,0.63304733,1.25306537,1.63057566,0.23631298,2.60581153
-5.78389195,6.34219716,0.12019265,0.14910241,1.19333274,0.64534455,1.28316953,1.65717568,0.23637678,2.64225517
-5.77788894,6.42966189,0.12107821,0.15848888,1.22258678,0.65521705,1.30785465,1.67736525,0.23542407,2.66806903
-5.77188594,6.49210078,0.12122212,0.16777525,1.24846541,0.66256983,1.32695999,1.69078983,0.23344732,2.68295908
-5.76588294,6.52891018,0.12061319,0.17688828,1.27086468,0.66734461,1.34043717,1.69718488,0.23045276,2.68680374
-5.75987994,6.53988562,0.11925612,0.18575593,1.28974591,0.66952073,1.34834954,1.69638619,0.22646092,2.67965953
-5.75387694,6.52523096,0.11717167,0.19430894,1.30513669,0.66911504,1.35086773,1.68833778,0.22150691,2.66176145
-5.74787394,6.48555620,0.11439648,0.20248246,1.31713003,0.66618085,1.34826165,1.67309688,0.21564018,2.63351818
-5.74187094,6.42186426,0.11098222,0.21021759,1.32588157,0.66080595,1.34088955,1.65083586,0.20892388,2.59550232
-5.73586793,6.33552757,0.10699429,0.21746278,1.33160493,0.65310998,1.32918474,1.62184110,0.20143386,2.54843629
-5.72986493,6.22825572,0.10251015,0.22417520,1.33456576,0.64324122,1.31364087,1.58650861,0.19325717,2.49317444
-5.72386193,6.10205573,0.09761720,0.23032180,1.33507448,0.63137302,1.29479639,1.54533687,0.18449027,2.43068235
-5.71785893,5.95918669,0.09241056,0.23588018,1.33347826,0.61770004,1.27321918,1.49891691,0.17523695,2.36201417
-5.71185593,5.80211044,0.08699057,0.24083914,1.33015248,0.60243439,1.24949191,1.44792026,0.16560596,2.28828889
-5.70585293,5.63344032,0.08146033,0.24519892,1.32549197,0.58580192,1.22419873,1.39308498,0.15570864,2.21066650
-5.69984992,5.45588938,0.07592330,0.24897104,1.31990246,0.56803856,1.19791381,1.33520043,0.14565636,2.13032479
-5.69384692,5.27221948,0.07048108,0.25217790,1.31379217,0.54938696,1.17119177,1.27509120,0.13555816,2.04843732
-5.68784392,5.08519255,0.06523130,0.25485187,1.30756398,0.53009328,1.14456026,1.21360065,0.12551841,1.96615330
-5.68184092,4.89752454,0.06026596,0.25703415,1.30160808,0.51040426,1.11851438,1.15157453,0.11563480,1.88457939
-5.67583792,4.71184284,0.05566998,0.25877328,1.29629521,0.49056436,1.09351286,1.08984518,0.10599653,1.80476380
-5.66983492,4.53064733,0.05152006,0.26012342,1.29197042,0.47081315,1.06997539,1.02921640,0.09668292,1.72768254
-5.66383192,4.35627514,0.04788390,0.26114237,1.28894730,0.45138262,1.04828100,0.97044964,0.08776231,1.65422781
-5.65782891,4.19086914,0.04481973,0.26188954,1.28750263,0.43249460,1.02876662,0.91425139,0.07929142,1.58519834
-5.65182591,4.03635011,0.04237600,0.26242383,1.28787139,0.41435816,1.01172593,0.86126218,0.07131505,1.52129140
-5.64582291,3.89439244,0.04059140,0.26280152,1.29024207,0.39716698,0.99740768,0.81204729,0.06386617,1.46309642
-5.63981991,3.76640358,0.03949486,0.26307432,1.29475234,0.38109675,0.98601373,0.76708921,0.05696638,1.41108996
-5.63381691,3.65350728,0.03910586,0.26328758,1.30148511,0.36630265,0.97769642,0.72678198,0.05062656,1.36563199
-5.62781391,3.55653098,0.03943460,0.26347885,1.31046515,0.35291697,0.97255560,0.69142749,0.04484788,1.32696355
-5.62181091,3.47599780,0.04048233,0.26367666,1.32165646,0.34104701,0.97063532,0.66123372,0.03962292,1.29520573
-5.61580790,3.41212361,0.04224158,0.26389982,1.33496059,0.33077336,0.97192070,0.63631498,0.03493696,1.27036031
-5.60980490,3.36481974,0.04469646,0.26415711,1.35021620,0.32214861,0.97633526,0.61669412,0.03076931,1.25231217
-5.60380190,3.33370189,0.04782288,0.26444737,1.36720017,0.31519676,0.98373921,0.60230670,0.02709469,1.24083356
-5.59779890,3.31810551,0.05158881,0.26476016,1.38563037,0.30991323,0.99392908,0.59300707,0.02388458,1.23559079
-5.59179590,3.31710786,0.05595450,0.26507675,1.40517044,0.30626561,1.00663911,0.58857609,0.02110847,1.23615301
-5.58579290,3.32955678,0.06087286,0.26537152,1.42543656,0.30419522,1.02154460,0.58873063,0.01873508,1.24200353
-5.57978989,3.35410550,0.06628980,0.26561372,1.44600616,0.30361933,1.03826746,0.59313432,0.01673344,1.25255335
-5.57378689,3.38925295,0.07214476,0.26576935,1.46642861,0.30443408,1.05638389,0.60140943,0.01507374,1.26715679
-5.56778389,3.43338830,0.07837135,0.26580328,1.48623746,0.30651791,1.07543393,0.61314961,0.01372824,1.28512882
-5.56178089,3.48483834,0.08489818,0.26568130,1.50496385,0.30973546,1.09493282,0.62793294,0.01267181,1.30576361
-5.55577789,3.54191602,0.09164980,0.26537211,1.52215067,0.31394159,1.11438344,0.64533503,0.01188246,1.32835365
-5.54977489,3.60296827,0.09854785,0.26484903,1.53736678,0.31898554,1.13328940,0.66494171,0.01134171,1.35220883
-5.54377189,3.66642117,0.10551234,0.26409145,1.55022071,0.32471493,1.15116821,0.68636082,0.01103474,1.37667459
-5.53776888,3.73082054,0.11246306,0.26308584,1.56037313,0.33097940,1.16756377,0.70923269,0.01095052,1.40114846
-5.53176588,3.79486639,0.11932104,0.26182629,1.56754744,0.33763382,1.18205775,0.73323907,0.01108176,1.42509436
-5.52576288,3.85743957,0.12601006,0.26031453,1.57153802,0.34454082,1.19427914,0.75810989,0.01142468,1.44805394
-5.51975988,3.91761980,0.13245813,0.25855950,1.57221562,0.35157278,1.20391170,0.78362791,0.01197879,1.46965447
-5.51375688,3.97469424,0.13859885,0.25657636,1.56952962,0.35861291,1.21069902,0.80963086,0.01274648,1.48961317
-5.50775388,4.02815667,0.14437267,0.25438520,1.56350706,0.36555580,1.21444702,0.83601110,0.01373251,1.50773755
-5.50175088,4.07769736,0.14972794,0.25200931,1.55424846,0.37230720,1.21502393,0.86271275,0.01494343,1.52392210
-5.49574787,4.12318475,0.15462165,0.24947337,1.54192075,0.37878328,1.21235809,0.88972650,0.01638692,1.53814142
-5.48974487,4.16463981,0.15902004,0.24680148,1.52674757,0.38490942,1.20643365,0.91708219,0.01807103,1.55044031
-5.48374187,4.20220493,0.16289872,0.24401531,1.50899767,0.39061875,1.19728490,0.94483959,0.02000335,1.56092127
-5.47773887,4.23610881,0.16624271,0.24113235,1.48897180,0.39585055,1.18498940,0.97307760,0.02219018,1.56973023
-5.47173587,4.26662950,0.16904599,0.23816454,1.46698901,0.40054862,1.16966072,1.00188245,0.02463563,1.57704106
-5.46573287,4.29405727,0.17131089,0.23511731,1.44337288,0.40465988,1.15144105,1.03133529,0.02734072,1.58303984
-5.45972986,4.31865927,0.17304727,0.23198895,1.41843855,0.40813321,1.13049434,1.06149966,0.03030259,1.58790940
-5.45372686,4.34064758,0.17427144,0.22877062,1.39248084,0.41091869,1.10700010,1.09240940,0.03351363,1.59181502
-5.44772386,4.36015207,0.17500500,0.22544678,1.36576438,0.41296729,1.08114837,1.12405751,0.03696087,1.59489175
-5.44172086,4.37719916,0.17527364,0.22199606,1.33851582,0.41423100,1.05313576,1.15638636,0.04062540,1.59723398
-5.43571786,4.39169739,0.17510593,0.21839260,1.31091841,0.41466351,1.02316288,1.18927986,0.04448201,1.59888754
-5.42971486,4.40343019,0.17453210,0.21460763,1.28310933,0.41422124,0.99143282,1.22255778,0.04849902,1.59984468
-5.42371186,4.41205612,0.17358307,0.21061130,1.25517934,0.41286478,0.95815073,1.25597273,0.05263838,1.60004203
-5.41770885,4.41711642,0.17228958,0.20637465,1.22717504,0.41056071,0.92352419,1.28921006,0.05685599,1.59936159
-5.41170585,4.41804959,0.17068151,0.20187151,1.19910316,0.40728352,0.88776416,1.32189068,0.06110233,1.59763463
-5.40570285,4.41421227,0.16878752,0.19708038,1.17093682,0.40301774,0.85108626,1.35357703,0.06532331,1.59464835
-5.39969985,4.40490586,0.16663491,0.19198601,1.14262324,0.39776006,0.81371206,1.38378215,0.06946147,1.59015497
-5.39369685,4.38940765,0.16424975,0.18658086,1.11409260,0.39152138,0.77587025,1.41198160,0.07345734,1.58388306
-5.38769385,4.36700561,0.16165727,0.18086611,1.08526753,0.38432868,0.73779746,1.43762800,0.07725101,1.57555038
-5.38169085,4.33703546,0.15888250,0.17485242,1.05607293,0.37622672,0.69973861,1.46016782,0.08078389,1.56487811
-5.37568784,4.29891880,0.15595104,0.16856028,1.02644561,0.36727931,0.66194675,1.47905984,0.08400051,1.55160575
-5.36968484,4.25220087,0.15289007,0.16202007,0.99634350,0.35757030,0.62468230,1.49379471,0.08685036,1.53550614
-5.36368184,4.19658657,0.14972930,0.15527179,0.96575391,0.34720406,0.58821186,1.50391480,0.08928964,1.51640012
-5.35767884,4.13197322,0.14650206,0.14836444,0.93470074,0.33630551,0.55280634,1.50903374,0.09128294,1.49417018
-5.35167584,4.05847868,0.14324622,0.14135528,0.90325025,0.32501959,0.51873887,1.50885468,0.09280462,1.46877260
-5.34567284,3.97646353,0.14000498,0.13430879,0.87151512,0.31351018,0.48628219,1.50318657,0.09383995,1.44024742
-5.33966983,3.88654601,0.13682740,0.12729557,0.83965681,0.30195840,0.45570576,1.49195767,0.09438591,1.40872591
-5.33366683,3.78960871,0.13376872,0.12039104,0.80788595,0.29056034,0.42727263,1.47522562,0.09445157,1.37443502
-5.32766383,3.68679623,0.13089014,0.11367415,0.77646069,0.27952409,0.40123604,1.45318349,0.09405812,1.33769843
-5.32166083,3.57950328,0.12825833,0.10722603,0.74568307,0.26906629,0.37783576,1.42616141,0.09323836,1.29893418
-5.31565783,3.46935299,0.12594442,0.10112856,0.71589343,0.25940799,0.35729421,1.39462356,0.09203590,1.25864858
-5.30965483,3.35816569,0.12402251,0.09546300,0.68746290,0.25077002,0.33981233,1.35916036,0.09050386,1.21742661
-5.30365183,3.24791877,0.12256776,0.09030859,0.66078430,0.24336801,0.32556522,1.32047618,0.08870328,1.17591892
-5.29764882,3.14069843,0.12165408,0.08574117,0.63626142,0.23740688,0.31469757,1.27937264,0.08670128,1.13482579
-5.29164582,3.03864497,0.12135145,0.08183180,0.61429728,0.23307531,0.30731888,1.23672836,0.08456894,1.09487866
-5.28564282,2.94389300,0.12172299,0.07864542,0.59528146,0.23054001,0.30349867,1.19347549,0.08237916,1.05681961
-5.27963982,2.85850882,0.12282191,0.07623946,0.57957699,0.22994017,0.30326179,1.15057409,0.08020447,1.02137974
-5.27363682,2.78442698,0.12468843,0.07466260,0.56750731,0.23138217,0.30658386,1.10898510,0.07811488,0.98925711
-5.26763382,2.72338854,0.12734688,0.07395345,0.55934357,0.23493491,0.31338735,1.06964301,0.07617603,0.96109502
-5.26163082,2.67688312,0.13080301,0.07413939,0.55529284,0.24062568,0.32353826,1.03342907,0.07444747,0.93746168
-5.25562781,2.64609740,0.13504186,0.07523544,0.55548771,0.24843713,0.33684385,1.00114607,0.07298140,0.91883182
-5.24962481,2.63187180,0.14002610,0.07724329,0.55997758,0.25830529,0.35305169,0.97349561,0.07182172,0.90557115
-5.24362181,2.63466755,0.14569517,0.08015045,0.56872218,0.27011881,0.37185016,0.95105851,0.07100361,0.89792426
-5.23761881,2.65454542,0.15196517,0.08392968,0.58158747,0.28371969,0.39287077,0.93427925,0.07055346,0.89600643
-5.23161581,2.69115728,0.15872967,0.08853851,0.59834436,0.29890545,0.41569234,0.92345472,0.07048938,0.89979983
-5.22561281,2.74375111,0.16586142,0.09391927,0.61867026,0.31543278,0.43984716,0.91872779,0.07082200,0.90915415
-5.21960980,2.81118940,0.17321492,0.09999922,0.64215357,0.33302267,0.46482914,0.92008575,0.07155575,0.92379175
-5.21360680,2.89198065,0.18062988,0.10669117,0.66830116,0.35136693,0.49010372,0.92736375,0.07269033,0.94331712
-5.20760380,2.98432265,0.18793534,0.11389450,0.69654855,0.37013578,0.51511946,0.94025288,0.07422249,0.96723027
-5.20160080,3.08615639,0.19495449,0.12149644,0.72627259,0.38898651,0.53932084,0.95831264,0.07614773,0.99494357
-5.19559780,3.19522815,0.20150977,0.12937394,0.75680635,0.40757271,0.56216195,0.98098733,0.07846215,1.02580125
-5.18959480,3.30915786,0.20742827,0.13739573,0.78745561,0.42555381,0.58312043,1.00762554,0.08116403,1.05910087
-5.18359180,3.42551068,0.21254711,0.14542484,0.81751654,0.44260466,0.60171132,1.03750218,0.08425518,1.09411578
-5.17758879,3.54186922,0.21671852,0.15332135,0.84629397,0.45842454,0.61750006,1.06984209,0.08774187,1.13011768
-5.17158579,3.65590344,0.21981458,0.16094541,0.87311951,0.47274554,0.63011418,1.10384442,0.09163534,1.16639835
-5.16558279,3.76543550,0.22173116,0.16816029,0.89736904,0.48533964,0.63925321,1.13870676,0.09595179,1.20228962
-5.15957979,3.86849691,0.22239119,0.17483556,0.91847873,0.49602445,0.64469624,1.17364828,0.10071171,1.23718074
-5.15357679,3.96337592,0.22174682,0.18085015,0.93595930,0.50466722,0.64630694,1.20793091,0.10593871,1.27053265
-5.14757379,4.04865328,0.21978069,0.18609514,0.94940772,0.51118702,0.64403578,1.24087790,0.11165783,1.30188828
-5.14157079,4.12322528,0.21650598,0.19047642,0.95851610,0.51555501,0.63791928,1.27188912,0.11789327,1.33087898
-5.13556778,4.18631337,0.21196553,0.19391679,0.96307749,0.51779277,0.62807655,1.30045256,0.12466584,1.35722650
-5.12956478,4.23746057,0.20622982,0.19635765,0.96298828,0.51796888,0.61470309,1.32615185,0.13199014,1.38074106
-5.12356178,4.27651528,0.19939422,0.19776013,0.95824732,0.51619384,0.59806232,1.34866955,0.13987166,1.40131538
-5.11755878,4.30360374,0.19157533,0.19810563,0.94895185,0.51261368,0.57847521,1.36778643,0.14830393,1.41891551
-5.11155578,4.31909320,0.18290691,0.19739569,0.93529033,0.50740255,0.55630850,1.38337687,0.15726598,1.43356895
-5.10555278,4.32354774,0.17353528,0.19565137,0.91753282,0.50075468,0.53196200,1.39540094,0.16672018,1.44535078
-5.09954977,4.31767955,0.16361469,0.19291196,0.89601909,0.49287601,0.50585567,1.40389370,0.17661073,1.45436889
-5.09354677,4.30229824,0.15330256,0.18923325,0.87114521,0.48397603,0.47841685,1.40895239,0.18686279,1.46074898
-5.08754377,4.27826085,0.14275507,0.18468533,0.84334912,0.47426007,0.45006824,1.41072241,0.19738247,1.46462033
-5.08154077,4.24642520,0.13212297,0.17935015,0.81309588,0.46392238,0.42121705,1.40938282,0.20805768,1.46610309
-5.07553777,4.20760862,0.12154798,0.17331881,0.78086306,0.45314031,0.39224561,1.40513212,0.21875984,1.46529784
-5.06953477,4.16255417,0.11115974,0.16668879,0.74712697,0.44206977,0.36350378,1.39817526,0.22934642,1.46227780
-5.06353177,4.11190533,0.10107343,0.15956118,0.71235019,0.43084204,0.33530322,1.38871225,0.23966422,1.45708418
-5.05752876,4.05619024,0.09138806,0.15203811,0.67697077,0.41956206,0.30791363,1.37692913,0.24955329,1.44972473
-5.05152576,3.99581550,0.08218548,0.14422030,0.64139337,0.40830805,0.28156084,1.36299157,0.25885124,1.44017545
-5.04552276,3.93106934,0.07353000,0.13620498,0.60598264,0.39713250,0.25642670,1.34704122,0.26739787,1.42838521
-5.03951976,3.86213325,0.06546862,0.12808414,0.57105881,0.38606424,0.23265053,1.32919507,0.27503981,1.41428291
-5.03351676,3.78910086,0.05803183,0.11994318,0.53689553,0.37511147,0.21033194,1.30954747,0.28163504,1.39778665
-5.02751376,3.71200270,0.05123477,0.11185989,0.50371976,0.36426548,0.18953462,1.28817474,0.28705705,1.37881423
-5.02151076,3.63083491,0.04507879,0.10390391,0.47171357,0.35350490,0.17029104,1.26514189,0.29119849,1.35729454
-5.01550775,3.54559042,0.03955322,0.09613645,0.44101749,0.34280007,0.15260754,1.24051108,0.29397415,1.33317888
-5.00950475,3.45629066,0.03463733,0.08861042,0.41173529,0.33211751,0.13646981,1.21435135,0.29532318,1.30645194
-5.00350175,3.36301639,0.03030230,0.08137079,0.38393954,0.32142417,0.12184829,1.18674900,0.29521050,1.27714171
-4.99749875,3.26593625,0.02651327,0.07445515,0.35767801,0.31069131,0.10870349,1.15781821,0.29362731,1.24532798
-4.99149575,3.16533188,0.02323119,0.06789448,0.33298018,0.29989794,0.09699099,1.12771151,0.29059082,1.21114909
-4.98549275,3.06161890,0.02041469,0.06171402,0.30986402,0.28903365,0.08666606,1.09662937,0.28614320,1.17480676
-4.97948974,2.95536310,0.01802165,0.05593421,0.28834234,0.27810088,0.07768775,1.06482894,0.28034981,1.13656890
-4.97348674,2.84729163,0.01601068,0.05057165,0.26842892,0.26711648,0.07002250,1.03263120,0.27329693,1.09677047
-4.96748374,2.73829907,0.01434232,0.04564006,0.25014390,0.25611274,0.06364721,1.00042660,0.26508894,1.05581236
-4.96148074,2.62944839,0.01298005,0.04115118,0.23351862,0.24513774,0.05855170,0.96867866,0.25584527,1.01415856
-4.95547774,2.52196712,0.01189109,0.03711570,0.21859955,0.23425521,0.05474072,0.93792556,0.24569719,0.97233165
-4.94947474,2.41723877,0.01104698,0.03354399,0.20545152,0.22354386,0.05223537,0.90877945,0.23478438,0.93090693
-4.94347174,2.31678989,0.01042396,0.03044685,0.19415987,0.21309628,0.05107398,0.88192324,0.22325176,0.89050522
-4.93746873,2.22227283,0.01000319,0.02783612,0.18483190,0.20301746,0.05131249,0.85810503,0.21124631,0.85178450
-4.93146573,2.13544450,0.00977080,0.02572516,0.17759720,0.19342296,0.05302431,0.83812978,0.19891413,0.81543059
-4.92546273,2.05814119,0.00971774,0.02412926,0.17260711,0.18443675,0.05629953,0.82284840,0.18639782,0.78214672
-4.91945973,1.99224961,0.00983964,0.02306590,0.17003319,0.17618889,0.06124368,0.81314410,0.17383409,0.75264234
-4.91345673,1.93967431,0.01013640,0.02255479,0.17006460,0.16881288,0.06797571,0.80991616,0.16135175,0.72762093
-4.90745373,1.90230156,0.01061181,0.02261784,0.17290459,0.16244292,0.07662549,0.81406119,0.14907003,0.70776706
-4.90145073,1.88196016,0.01127304,0.02327891,0.17876582,0.15721093,0.08733056,0.82645209,0.13709716,0.69373270
-4.89544772,1.88037942,0.01213009,0.02456333,0.18786476,0.15324356,0.10023222,0.84791511,0.12552939,0.68612291
-4.88944472,1.89914500,0.01319522,0.02649728,0.20041512,0.15065906,0.11547102,0.87920539,0.11445020,0.68548104
-4.88344172,1.93965332,0.01448228,0.02910690,0.21662039,0.14956416,0.13318162,0.92098154,0.10392993,0.69227384
-4.87743872,2.00306567,0.01600604,0.03241727,0.23666561,0.15005101,0.15348715,0.97377998,0.09402555,0.70687654
-4.87143572,2.09026297,0.01778158,0.03645111,0.26070867,0.15219421,0.17649314,1.03798982,0.08478078,0.72955859
-4.86543272,2.20180284,0.01982354,0.04122744,0.28887122,0.15604802,0.20228128,1.11382908,0.07622642,0.76047034
-4.85942971,2.33788033,0.02214547,0.04676005,0.32122960,0.16164381,0.23090297,1.20132335,0.06838089,0.79963114
-4.85342671,2.49829396,0.02475913,0.05305593,0.35780610,0.16898796,0.26237321,1.30028763,0.06125095,0.84691964
-4.84742371,2.68241887,0.02767383,0.06011369,0.39856095,0.17805996,0.29666476,1.41031250,0.05483257,0.90206662
-4.84142071,2.88918855,0.03089577,0.06792212,0.44338545,0.18881126,0.33370311,1.53075535,0.04911202,0.96465101
-4.83541771,3.11708672,0.03442738,0.07645883,0.49209661,0.20116446,0.37336228,1.66073757,0.04406696,1.03409957
-4.82941471,3.36415072,0.03826679,0.08568918,0.54443387,0.21501328,0.41546205,1.79914828,0.03966766,1.10969067
-4.82341171,3.62798726,0.04240719,0.09556552,0.60005800,0.23022306,0.45976654,1.94465499,0.03587833,1.19056245
-4.81740870,3.90580126,0.04683642,0.10602685,0.65855280,0.24663211,0.50598462,2.09572152,0.03265831,1.27572545
-4.81140570,4.19443800,0.05153652,0.11699892,0.71942958,0.26405363,0.55377223,2.25063303,0.02996345,1.36407984
-4.80540270,4.49043810,0.05648343,0.12839485,0.78213460,0.28227840,0.60273672,2.40752788,0.02774726,1.45443693
-4.79939970,4.79010474,0.06164677,0.14011631,0.84605949,0.30107809,0.65244326,2.56443571,0.02596211,1.54554459
-4.79339670,5.08958155,0.06698979,0.15205520,0.91055448,0.32020927,0.70242330,2.71932089,0.02456032,1.63611602
-4.78739370,5.38493946,0.07246947,0.16409588,0.97494400,0.33941782,0.75218490,2.87013015,0.02349511,1.72486119
-4.78139070,5.67227011,0.07803679,0.17611783,1.03854438,0.35844391,0.80122463,3.01484317,0.02272143,1.81051981
-4.77538769,5.94778303,0.08363716,0.18799875,1.10068288,0.37702722,0.84904082,3.15152445,0.02219670,1.89189496
-4.76938469,6.20790365,0.08921111,0.19961785,1.16071741,0.39491236,0.89514759,3.27837503,0.02188135,1.96788618
-4.76338169,6.44936884,0.09469512,0.21085935,1.21805618,0.41185434,0.93908921,3.39378223,0.02173927,2.03752080
-4.75737869,6.66931654,0.10002270,0.22161593,1.27217621,0.42762392,0.98045410,3.49636574,0.02173806,2.09998229
-4.75137569,6.86536642,0.10512559,0.23179201,1.32264007,0.44201265,1.01888810,3.58501866,0.02184926,2.15463463
-4.74537269,7.03568834,0.10993519,0.24130677,1.36910983,0.45483753,1.05410598,3.65894185,0.02204831,2.20104142
-4.73936968,7.17905597,0.11438399,0.25009658,1.41135752,0.46594497,1.08590103,3.71767047,0.02231455,2.23897925
-4.73336668,7.29488339,0.11840723,0.25811691,1.44927139,0.47521414,1.11415179,3.76109184,0.02263098,2.26844427
-4.72736368,7.38324297,0.12194444,0.26534344,1.48285762,0.48255935,1.13882577,3.78945379,0.02298408,2.28965191
-4.72136068,7.44486363,0.12494103,0.27177238,1.51223704,0.48793156,1.15997964,3.80336349,0.02336345,2.30302940
-4.71535768,7.48110943,0.12734975,0.27741991,1.53763697,0.49131886,1.17775582,3.80377646,0.02376148,2.30920143
-4.70935468,7.49393885,0.12913198,0.28232075,1.55937834,0.49274589,1.19237543,3.79197651,0.02417294,2.30896929
-4.70335168,7.48584642,0.13025884,0.28652589,1.57785851,0.49227230,1.20412779,3.76954712,0.02459456,2.30328430
-4.69734867,7.45978863,0.13071206,0.29009967,1.59353055,0.48999020,1.21335690,3.73833530,0.02502466,2.29321648
-4.69134567,7.41909693,0.13048446,0.29311610,1.60687987,0.48602074,1.22044535,3.70040921,0.02546270,2.27991978
-4.68534267,7.36738103,0.12958020,0.29565491,1.61839930,0.48050995,1.22579642,3.65801099,0.02590889,2.26459495
-4.67933967,7.30842600,0.12801465,0.29779721,1.62856374,0.47362402,1.22981529,3.61350622,0.02636390,2.24845183
-4.67333667,7.24608710,0.12581393,0.29962120,1.63780575,0.46554412,1.23289003,3.56933149,0.02682846,2.23267216
-4.66733367,7.18418573,0.12301420,0.30119810,1.64649320,0.45646100,1.23537353,3.52794178,0.02730318,2.21837455
-4.66133067,7.12641032,0.11966052,0.30258837,1.65491020,0.44656965,1.23756718,3.49175864,0.02778824,2.20658275
-4.65532766,7.07622495,0.11580567,0.30383859,1.66324229,0.43606405,1.23970710,3.46312068,0.02828327,2.19819828
-4.64932466,7.03678858,0.11150866,0.30497914,1.67156661,0.42513231,1.24195370,3.44423698,0.02878720,2.19397830
-4.64332166,7.01088654,0.10683314,0.30602267,1.67984764,0.41395233,1.24438503,3.43714442,0.02929822,2.19451925
