energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.78989495,0.32497659,-0.32497658,0.06399925,-0.06399925,0.12981688,-0.12981688,0.00012307,-0.00012307,0.00001170,-0.00001170,0.21180417,-0.21180417,0.00000000,-0.00000000
-5.78389195,0.30067243,-0.30067243,0.05919792,-0.05919792,0.12011977,-0.12011977,0.00011373,-0.00011373,0.00001082,-0.00001082,0.19596005,-0.19596005,0.00000000,-0.00000000
-5.77788894,0.27623695,-0.27623695,0.05437563,-0.05437563,0.11036527,-0.11036527,0.00010516,-0.00010516,0.00000994,-0.00000994,0.18003087,-0.18003087,0.00000000,-0.00000000
-5.77188594,0.25200255,-0.25200255,0.04959643,-0.04959643,0.10068720,-0.10068720,0.00009755,-0.00009755,0.00000906,-0.00000906,0.16423287,-0.16423287,0.00000000,-0.00000000
-5.76588294,0.22827396,-0.22827396,0.04491917,-0.04491917,0.09120801,-0.09120801,0.00009118,-0.00009118,0.00000821,-0.00000821,0.14876422,-0.14876422,0.00000000,-0.00000000
-5.75987994,0.20532163,-0.20532163,0.04039614,-0.04039614,0.08203617,-0.08203617,0.00008640,-0.00008640,0.00000738,-0.00000738,0.13380069,-0.13380069,0.00000000,-0.00000000
-5.75387694,0.18337717,-0.18337717,0.03607209,-0.03607209,0.07326434,-0.07326434,0.00008369,-0.00008369,0.00000659,-0.00000659,0.11949266,-0.11949266,0.00000000,-0.00000000
-5.74787394,0.16263070,-0.16263070,0.03198367,-0.03198367,0.06496836,-0.06496836,0.00008370,-0.00008370,0.00000585,-0.00000585,0.10596332,-0.10596332,0.00000000,-0.00000000
-5.74187094,0.14323010,-0.14323010,0.02815924,-0.02815924,0.05720691,-0.05720691,0.00008723,-0.00008723,0.00000515,-0.00000515,0.09330818,-0.09330818,0.00000000,-0.00000000
-5.73586793,0.12528204,-0.12528204,0.02461901,-0.02461901,0.05002190,-0.05002190,0.00009536,-0.00009536,0.00000450,-0.00000450,0.08159562,-0.08159562,0.00000000,-0.00000000
-5.72986493,0.10885445,-0.10885445,0.02137547,-0.02137547,0.04343943,-0.04343943,0.00010951,-0.00010951,0.00000391,-0.00000391,0.07086842,-0.07086842,0.00000000,-0.00000000
-5.72386193,0.09398021,-0.09398021,0.01843408,-0.01843408,0.03747117,-0.03747117,0.00013148,-0.00013148,0.00000337,-0.00000337,0.06114614,-0.06114614,0.00000000,-0.00000000
-5.71785893,0.08066184,-0.08066184,0.01579414,-0.01579414,0.03211621,-0.03211621,0.00016362,-0.00016362,0.00000289,-0.00000289,0.05242799,-0.05242799,0.00000000,-0.00000000
-5.71185593,0.06887684,-0.06887684,0.01344978,-0.01344978,0.02736306,-0.02736306,0.00020892,-0.00020892,0.00000246,-0.00000246,0.04469623,-0.04469623,0.00000000,-0.00000000
-5.70585293,0.05858343,-0.05858343,0.01139106,-0.01139106,0.02319185,-0.02319185,0.00027120,-0.00027120,0.00000208,-0.00000208,0.03791973,-0.03791973,0.00000000,-0.00000000
-5.69984992,0.04972644,-0.04972644,0.00960503,-0.00960503,0.01957656,-0.01957656,0.00035524,-0.00035524,0.00000175,-0.00000175,0.03205765,-0.03205765,0.00000000,-0.00000000
-5.69384692,0.04224309,-0.04224309,0.00807690,-0.00807690,0.01648716,-0.01648716,0.00046704,-0.00046704,0.00000147,-0.00000147,0.02706303,-0.02706303,0.00000000,-0.00000000
-5.68784392,0.03606860,-0.03606860,0.00679101,-0.00679101,0.01389173,-0.01389172,0.00061400,-0.00061400,0.00000123,-0.00000123,0.02288617,-0.02288617,0.00000000,-0.00000000
-5.68184092,0.03114131,-0.03114131,0.00573188,-0.00573188,0.01175830,-0.01175830,0.00080519,-0.00080519,0.00000103,-0.00000103,0.01947778,-0.01947778,0.00000000,-0.00000000
-5.67583792,0.02740728,-0.02740728,0.00488506,-0.00488506,0.01005655,-0.01005655,0.00105166,-0.00105166,0.00000087,-0.00000087,0.01679175,-0.01679175,0.00000000,-0.00000000
-5.66983492,0.02482438,-0.02482438,0.00423797,-0.00423797,0.00875924,-0.00875924,0.00136664,-0.00136664,0.00000075,-0.00000075,0.01478745,-0.01478745,0.00000000,-0.00000000
-5.66383192,0.02336557,-0.02336557,0.00378055,-0.00378055,0.00784336,-0.00784336,0.00176591,-0.00176591,0.00000065,-0.00000065,0.01343174,-0.01343174,0.00000000,-0.00000000
-5.65782891,0.02302155,-0.02302155,0.00350590,-0.00350590,0.00729107,-0.00729107,0.00226804,-0.00226804,0.00000059,-0.00000059,0.01270037,-0.01270037,0.00000000,-0.00000000
-5.65182591,0.02380265,-0.02380265,0.00341074,-0.00341074,0.00709032,-0.00709032,0.00289467,-0.00289467,0.00000055,-0.00000055,0.01257900,-0.01257900,0.00000000,-0.00000000
-5.64582291,0.02573994,-0.02573994,0.00349582,-0.00349582,0.00723522,-0.00723522,0.00367075,-0.00367075,0.00000054,-0.00000054,0.01306378,-0.01306378,0.00000000,-0.00000000
-5.63981991,0.02888551,-0.02888551,0.00376623,-0.00376623,0.00772617,-0.00772617,0.00462469,-0.00462469,0.00000056,-0.00000056,0.01416138,-0.01416138,0.00000000,-0.00000000
-5.63381691,0.03331197,-0.03331197,0.00423156,-0.00423156,0.00856973,-0.00856973,0.00578845,-0.00578845,0.00000060,-0.00000060,0.01588866,-0.01588866,0.00000000,-0.00000000
-5.62781391,0.03911109,-0.03911109,0.00490608,-0.00490608,0.00977822,-0.00977822,0.00719759,-0.00719759,0.00000067,-0.00000067,0.01827186,-0.01827186,0.00000000,-0.00000000
-5.62181091,0.04639156,-0.04639156,0.00580868,-0.00580868,0.01136917,-0.01136917,0.00889106,-0.00889106,0.00000076,-0.00000076,0.02134532,-0.02134532,0.00000000,-0.00000000
-5.61580790,0.05527591,-0.05527591,0.00696280,-0.00696280,0.01336438,-0.01336438,0.01091096,-0.01091096,0.00000088,-0.00000088,0.02514989,-0.02514989,0.00000000,-0.00000000
-5.60980490,0.06589655,-0.06589655,0.00839622,-0.00839622,0.01578897,-0.01578897,0.01330204,-0.01330204,0.00000103,-0.00000103,0.02973079,-0.02973079,0.00000000,-0.00000000
-5.60380190,0.07839094,-0.07839094,0.01014068,-0.01014068,0.01867007,-0.01867007,0.01611108,-0.01611108,0.00000121,-0.00000121,0.03513526,-0.03513526,0.00000000,-0.00000000
-5.59779890,0.09289606,-0.09289606,0.01223143,-0.01223143,0.02203541,-0.02203541,0.01938597,-0.01938597,0.00000141,-0.00000141,0.04140981,-0.04140981,0.00000000,-0.00000000
-5.59179590,0.10954205,-0.10954205,0.01470653,-0.01470653,0.02591171,-0.02591171,0.02317463,-0.02317463,0.00000165,-0.00000165,0.04859721,-0.04859721,0.00000000,-0.00000000
-5.58579290,0.12844540,-0.12844540,0.01760607,-0.01760607,0.03032299,-0.03032299,0.02752367,-0.02752367,0.00000192,-0.00000192,0.05673335,-0.05673335,0.00000000,-0.00000000
-5.57978989,0.14970167,-0.14970167,0.02097116,-0.02097116,0.03528879,-0.03528879,0.03247690,-0.03247690,0.00000221,-0.00000221,0.06584392,-0.06584393,0.00000000,-0.00000000
-5.57378689,0.17337804,-0.17337804,0.02484274,-0.02484274,0.04082236,-0.04082236,0.03807353,-0.03807353,0.00000254,-0.00000254,0.07594126,-0.07594126,0.00000000,-0.00000000
-5.56778389,0.19950597,-0.19950597,0.02926022,-0.02926022,0.04692890,-0.04692890,0.04434634,-0.04434634,0.00000290,-0.00000290,0.08702120,-0.08702120,0.00000000,-0.00000000
-5.56178089,0.22807415,-0.22807415,0.03426002,-0.03426002,0.05360386,-0.05360386,0.05131970,-0.05131970,0.00000329,-0.00000329,0.09906028,-0.09906028,0.00000000,-0.00000000
-5.55577789,0.25902222,-0.25902222,0.03987382,-0.03987382,0.06083156,-0.06083156,0.05900751,-0.05900751,0.00000370,-0.00000370,0.11201343,-0.11201344,0.00000000,-0.00000000
-5.54977489,0.29223543,-0.29223543,0.04612689,-0.04612689,0.06858384,-0.06858384,0.06741121,-0.06741121,0.00000414,-0.00000414,0.12581215,-0.12581215,0.00000000,-0.00000000
-5.54377189,0.32754066,-0.32754066,0.05303619,-0.05303619,0.07681929,-0.07681929,0.07651793,-0.07651793,0.00000459,-0.00000459,0.14036341,-0.14036341,0.00000000,-0.00000000
-5.53776888,0.36470410,-0.36470410,0.06060861,-0.06060861,0.08548262,-0.08548262,0.08629879,-0.08629879,0.00000506,-0.00000506,0.15554941,-0.15554941,0.00000000,-0.00000000
-5.53176588,0.40343073,-0.40343073,0.06883914,-0.06883914,0.09450474,-0.09450474,0.09670757,-0.09670757,0.00000553,-0.00000553,0.17122823,-0.17122823,0.00000000,-0.00000000
-5.52576288,0.44336599,-0.44336599,0.07770931,-0.07770931,0.10380307,-0.10380307,0.10767972,-0.10767972,0.00000601,-0.00000601,0.18723536,-0.18723536,0.00000000,-0.00000000
-5.51975988,0.48409953,-0.48409953,0.08718576,-0.08718576,0.11328257,-0.11328257,0.11913194,-0.11913194,0.00000648,-0.00000648,0.20338628,-0.20338628,0.00000000,-0.00000000
-5.51375688,0.52517133,-0.52517133,0.09721912,-0.09721911,0.12283718,-0.12283718,0.13096224,-0.13096224,0.00000694,-0.00000694,0.21947992,-0.21947992,0.00000000,-0.00000000
-5.50775388,0.56607985,-0.56607985,0.10774332,-0.10774332,0.13235175,-0.13235175,0.14305076,-0.14305076,0.00000738,-0.00000738,0.23530292,-0.23530292,0.00000000,-0.00000000
-5.50175088,0.60629223,-0.60629223,0.11867535,-0.11867535,0.14170448,-0.14170448,0.15526111,-0.15526111,0.00000779,-0.00000779,0.25063465,-0.25063466,0.00000000,-0.00000000
-5.49574787,0.64525620,-0.64525620,0.12991553,-0.12991553,0.15076966,-0.15076966,0.16744255,-0.16744255,0.00000817,-0.00000817,0.26525274,-0.26525274,0.00000000,-0.00000000
-5.48974487,0.68241333,-0.68241333,0.14134837,-0.14134837,0.15942083,-0.15942083,0.17943275,-0.17943275,0.00000851,-0.00000851,0.27893890,-0.27893890,0.00000000,-0.00000000
-5.48374187,0.71721328,-0.71721328,0.15284404,-0.15284404,0.16753397,-0.16753397,0.19106127,-0.19106127,0.00000881,-0.00000881,0.29148492,-0.29148492,0.00000000,-0.00000000
-5.47773887,0.74912837,-0.74912837,0.16426048,-0.16426047,0.17499100,-0.17499100,0.20215347,-0.20215347,0.00000905,-0.00000905,0.30269848,-0.30269848,0.00000000,-0.00000000
-5.47173587,0.77766824,-0.77766824,0.17544605,-0.17544605,0.18168304,-0.18168304,0.21253504,-0.21253504,0.00000925,-0.00000925,0.31240864,-0.31240864,0.00000000,-0.00000000
-5.46573287,0.80239379,-0.80239379,0.18624286,-0.18624286,0.18751373,-0.18751373,0.22203672,-0.22203672,0.00000939,-0.00000939,0.32047072,-0.32047072,0.00000000,-0.00000000
-5.45972986,0.82293015,-0.82293015,0.19649041,-0.19649041,0.19240219,-0.19240219,0.23049924,-0.23049924,0.00000948,-0.00000948,0.32677044,-0.32677044,0.00000000,-0.00000000
-5.45372686,0.83897812,-0.83897812,0.20602975,-0.20602975,0.19628569,-0.19628569,0.23777823,-0.23777823,0.00000953,-0.00000953,0.33122718,-0.33122718,0.00000000,-0.00000000
-5.44772386,0.85032366,-0.85032366,0.21470782,-0.21470782,0.19912200,-0.19912200,0.24374899,-0.24374899,0.00000954,-0.00000954,0.33379617,-0.33379618,0.00000000,-0.00000000
-5.44172086,0.85684528,-0.85684528,0.22238193,-0.22238193,0.20089113,-0.20089113,0.24831083,-0.24831083,0.00000952,-0.00000952,0.33446972,-0.33446972,0.00000000,-0.00000000
-5.43571786,0.85851904,-0.85851904,0.22892417,-0.22892417,0.20159674,-0.20159674,0.25139095,-0.25139095,0.00000949,-0.00000949,0.33327729,-0.33327729,0.00000000,-0.00000000
-5.42971486,0.85542111,-0.85542111,0.23422562,-0.23422562,0.20126693,-0.20126693,0.25294756,-0.25294756,0.00000946,-0.00000946,0.33028471,-0.33028471,0.00000000,-0.00000000
-5.42371186,0.84772785,-0.84772785,0.23820018,-0.23820018,0.19995463,-0.19995463,0.25297221,-0.25297221,0.00000945,-0.00000945,0.32559238,-0.32559238,0.00000000,-0.00000000
-5.41770885,0.83571361,-0.83571360,0.24078787,-0.24078787,0.19773740,-0.19773740,0.25149128,-0.25149128,0.00000950,-0.00000950,0.31933278,-0.31933278,0.00000000,-0.00000000
-5.41170585,0.81974633,-0.81974633,0.24195747,-0.24195746,0.19471694,-0.19471694,0.24856634,-0.24856634,0.00000962,-0.00000962,0.31166738,-0.31166738,0.00000000,-0.00000000
-5.40570285,0.80028130,-0.80028130,0.24170834,-0.24170834,0.19101805,-0.19101805,0.24429369,-0.24429369,0.00000985,-0.00000985,0.30278303,-0.30278303,0.00000000,-0.00000000
-5.39969985,0.77785314,-0.77785314,0.24007146,-0.24007146,0.18678731,-0.18678731,0.23880277,-0.23880277,0.00001024,-0.00001024,0.29288821,-0.29288821,0.00000000,-0.00000000
-5.39369685,0.75306664,-0.75306664,0.23710949,-0.23710949,0.18219144,-0.18219144,0.23225376,-0.23225376,0.00001081,-0.00001081,0.28220907,-0.28220907,0.00000000,-0.00000000
-5.38769385,0.72658642,-0.72658642,0.23291591,-0.23291591,0.17741530,-0.17741530,0.22483423,-0.22483423,0.00001163,-0.00001163,0.27098550,-0.27098550,0.00000000,-0.00000000
-5.38169085,0.69912591,-0.69912591,0.22761331,-0.22761331,0.17265975,-0.17265975,0.21675517,-0.21675517,0.00001273,-0.00001273,0.25946740,-0.25946740,0.00000000,-0.00000000
-5.37568784,0.67143582,-0.67143582,0.22135080,-0.22135080,0.16813911,-0.16813911,0.20824628,-0.20824628,0.00001419,-0.00001419,0.24791108,-0.24791108,0.00000000,-0.00000000
-5.36968484,0.64429232,-0.64429232,0.21430066,-0.21430066,0.16407847,-0.16407847,0.19955097,-0.19955097,0.00001606,-0.00001606,0.23657593,-0.23657593,0.00000000,-0.00000000
-5.36368184,0.61848507,-0.61848507,0.20665445,-0.20665444,0.16071070,-0.16071070,0.19092094,-0.19092094,0.00001839,-0.00001839,0.22572141,-0.22572141,0.00000000,-0.00000000
-5.35767884,0.59480530,-0.59480530,0.19861853,-0.19861853,0.15827317,-0.15827317,0.18261062,-0.18261062,0.00002127,-0.00002127,0.21560423,-0.21560423,0.00000000,-0.00000000
-5.35167584,0.57403388,-0.57403388,0.19040935,-0.19040934,0.15700419,-0.15700419,0.17487169,-0.17487169,0.00002476,-0.00002476,0.20647573,-0.20647573,0.00000000,-0.00000000
-5.34567284,0.55692957,-0.55692957,0.18224846,-0.18224846,0.15713916,-0.15713916,0.16794761,-0.16794761,0.00002893,-0.00002893,0.19857948,-0.19857948,0.00000000,-0.00000000
-5.33966983,0.54421744,-0.54421744,0.17435768,-0.17435768,0.15890637,-0.15890637,0.16206850,-0.16206850,0.00003384,-0.00003384,0.19214896,-0.19214896,0.00000000,-0.00000000
-5.33366683,0.53657745,-0.53657745,0.16695423,-0.16695423,0.16252257,-0.16252257,0.15744626,-0.15744626,0.00003957,-0.00003957,0.18740529,-0.18740529,0.00000000,-0.00000000
-5.32766383,0.53463333,-0.53463333,0.16024633,-0.16024633,0.16818822,-0.16818822,0.15427025,-0.15427025,0.00004617,-0.00004617,0.18455492,-0.18455493,0.00000000,-0.00000000
-5.32166083,0.53894175,-0.53894175,0.15442909,-0.15442909,0.17608264,-0.17608264,0.15270337,-0.15270337,0.00005370,-0.00005370,0.18378744,-0.18378745,0.00000000,-0.00000000
-5.31565783,0.54998205,-0.54998205,0.14968102,-0.14968102,0.18635898,-0.18635898,0.15287874,-0.15287874,0.00006220,-0.00006220,0.18527319,-0.18527320,0.00000000,-0.00000000
-5.30965483,0.56814649,-0.56814649,0.14616104,-0.14616104,0.19913931,-0.19913931,0.15489705,-0.15489705,0.00007171,-0.00007171,0.18916098,-0.18916098,0.00000000,-0.00000000
-5.30365183,0.59373144,-0.59373144,0.14400624,-0.14400624,0.21450982,-0.21450982,0.15882450,-0.15882450,0.00008224,-0.00008224,0.19557578,-0.19557578,0.00000000,-0.00000000
-5.29764882,0.62692959,-0.62692959,0.14333022,-0.14333022,0.23251645,-0.23251645,0.16469148,-0.16469148,0.00009379,-0.00009379,0.20461648,-0.20461648,0.00000000,-0.00000000
-5.29164582,0.66782362,-0.66782362,0.14422217,-0.14422217,0.25316109,-0.25316109,0.17249194,-0.17249194,0.00010635,-0.00010635,0.21635389,-0.21635389,0.00000000,-0.00000000
-5.28564282,0.71638144,-0.71638144,0.14674657,-0.14674657,0.27639843,-0.27639843,0.18218355,-0.18218355,0.00011988,-0.00011988,0.23082881,-0.23082881,0.00000000,-0.00000000
-5.27963982,0.77245342,-0.77245342,0.15094345,-0.15094345,0.30213388,-0.30213388,0.19368857,-0.19368857,0.00013431,-0.00013431,0.24805058,-0.24805058,0.00000000,-0.00000000
-5.27363682,0.83577183,-0.83577183,0.15682923,-0.15682923,0.33022255,-0.33022255,0.20689546,-0.20689546,0.00014957,-0.00014957,0.26799597,-0.26799597,0.00000000,-0.00000000
-5.26763382,0.90595259,-0.90595260,0.16439793,-0.16439793,0.36046951,-0.36046951,0.22166129,-0.22166129,0.00016555,-0.00016555,0.29060848,-0.29060848,0.00000000,-0.00000000
-5.26163082,0.98249957,-0.98249957,0.17362278,-0.17362278,0.39263136,-0.39263137,0.23781473,-0.23781473,0.00018213,-0.00018213,0.31579832,-0.31579832,0.00000000,-0.00000000
-5.25562781,1.06481127,-1.06481127,0.18445797,-0.18445797,0.42641933,-0.42641933,0.25515970,-0.25515970,0.00019916,-0.00019916,0.34344282,-0.34344282,0.00000000,-0.00000000
-5.24962481,1.15219007,-1.15219007,0.19684056,-0.19684056,0.46150361,-0.46150361,0.27347961,-0.27347961,0.00021648,-0.00021648,0.37338748,-0.37338748,0.00000000,-0.00000000
-5.24362181,1.24385346,-1.24385346,0.21069232,-0.21069232,0.49751911,-0.49751911,0.29254189,-0.29254188,0.00023392,-0.00023392,0.40544754,-0.40544754,0.00000000,-0.00000000
-5.23761881,1.33894736,-1.33894736,0.22592158,-0.22592158,0.53407236,-0.53407236,0.31210291,-0.31210291,0.00025129,-0.00025129,0.43941013,-0.43941013,0.00000000,-0.00000000
-5.23161581,1.43656076,-1.43656076,0.24242469,-0.24242469,0.57074935,-0.57074935,0.33191297,-0.33191297,0.00026840,-0.00026840,0.47503682,-0.47503682,0.00000000,-0.00000000
-5.22561281,1.53574144,-1.53574144,0.26008739,-0.26008739,0.60712409,-0.60712409,0.35172130,-0.35172130,0.00028505,-0.00028505,0.51206654,-0.51206654,0.00000000,-0.00000000
-5.21960980,1.63551221,-1.63551221,0.27878575,-0.27878575,0.64276765,-0.64276765,0.37128081,-0.37128081,0.00030106,-0.00030106,0.55021882,-0.55021881,0.00000000,-0.00000000
-5.21360680,1.73488714,-1.73488715,0.29838685,-0.29838685,0.67725728,-0.67725728,0.39035261,-0.39035261,0.00031625,-0.00031625,0.58919721,-0.58919720,0.00000000,-0.00000000
-5.20760380,1.83288726,-1.83288726,0.31874914,-0.31874914,0.71018530,-0.71018530,0.40870998,-0.40870998,0.00033044,-0.00033044,0.62869281,-0.62869281,0.00000000,-0.00000000
-5.20160080,1.92855542,-1.92855542,0.33972258,-0.33972258,0.74116764,-0.74116764,0.42614181,-0.42614181,0.00034348,-0.00034348,0.66838784,-0.66838784,0.00000000,-0.00000000
-5.19559780,2.02096989,-2.02096989,0.36114863,-0.36114863,0.76985146,-0.76985146,0.44245548,-0.44245547,0.00035525,-0.00035525,0.70795919,-0.70795919,0.00000000,-0.00000000
-5.18959480,2.10925651,-2.10925651,0.38286021,-0.38286021,0.79592192,-0.79592192,0.45747899,-0.45747898,0.00036564,-0.00036564,0.74708190,-0.74708190,0.00000000,-0.00000000
-5.18359180,2.19259930,-2.19259930,0.40468180,-0.40468180,0.81910782,-0.81910782,0.47106260,-0.47106260,0.00037457,-0.00037457,0.78543259,-0.78543258,0.00000000,-0.00000000
-5.17758879,2.27024949,-2.27024949,0.42642977,-0.42642977,0.83918588,-0.83918587,0.48307985,-0.48307984,0.00038197,-0.00038197,0.82269281,-0.82269281,0.00000000,-0.00000000
-5.17158579,2.34153315,-2.34153315,0.44791313,-0.44791313,0.85598387,-0.85598387,0.49342807,-0.49342806,0.00038784,-0.00038784,0.85855237,-0.85855237,0.00000000,-0.00000000
-5.16558279,2.40585749,-2.40585749,0.46893484,-0.46893484,0.86938246,-0.86938246,0.50202865,-0.50202864,0.00039217,-0.00039217,0.89271256,-0.89271256,0.00000000,-0.00000000
