energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.87393697,8.11093558,0.02212781,0.95777280,0.82878380,0.97379188,1.18400498,4.39958433,2.72757452,0.00000000
-5.86793397,8.36361791,0.02299471,0.98156389,0.85235185,1.02074281,1.21232485,4.52603962,2.82051592,0.00000000
-5.86193097,8.60248605,0.02388466,1.00186168,0.87426277,1.06478119,1.23880664,4.64745075,2.90837079,0.00000000
-5.85592796,8.82302105,0.02477813,1.01815483,0.89417439,1.10517700,1.26289963,4.76148513,2.98956360,0.00000000
-5.84992496,9.02093327,0.02565624,1.02998018,0.91178971,1.14125707,1.28408887,4.86587252,3.06261076,0.00000000
-5.84392196,9.19231295,0.02650120,1.03694254,0.92686865,1.17242849,1.30191643,4.95848186,3.12617224,0.00000000
-5.83791896,9.33377100,0.02729684,1.03873275,0.93923793,1.19820028,1.31600156,5.03739456,3.17909918,0.00000000
-5.83191596,9.44256414,0.02802895,1.03514329,0.94879861,1.21820245,1.32605894,5.10097111,3.22047573,0.00000000
-5.82591296,9.51669937,0.02868562,1.02608034,0.95553121,1.23220175,1.33191415,5.14790846,3.24965334,0.00000000
-5.81990995,9.55501367,0.02925749,1.01157183,0.95949826,1.24011355,1.33351607,5.17728578,3.26627625,0.00000000
-5.81390695,9.55722626,0.02973795,0.99177111,0.96084430,1.24200936,1.33094557,5.18859707,3.27029737,0.00000000
-5.80790395,9.52396225,0.03012316,0.96695588,0.95979375,1.23811995,1.32442044,5.18176972,3.26198429,0.00000000
-5.80190095,9.45674763,0.03041214,0.93752260,0.95664671,1.22883398,1.31429639,5.15716878,3.24191542,0.00000000
-5.79589795,9.35797731,0.03060665,0.90397663,0.95177338,1.21469248,1.30106435,5.11558743,3.21096709,0.00000000
-5.78989495,9.23085878,0.03071113,0.86691863,0.94560727,1.19637948,1.28534426,5.05822481,3.17029248,0.00000000
-5.78389195,9.07933498,0.03073250,0.82702786,0.93863793,1.17470937,1.26787570,4.98665272,3.12129379,0.00000000
-5.77788894,8.90799053,0.03067994,0.78504321,0.93140337,1.15061146,1.24950593,4.90277334,3.06558914,0.00000000
-5.77188594,8.72194586,0.03056468,0.74174284,0.92448255,1.12511253,1.23117549,4.80876992,3.00497567,0.00000000
-5.76588294,8.52674331,0.03039970,0.69792328,0.91848830,1.09931772,1.21390214,4.70705292,2.94139051,0.00000000
-5.75987994,8.32822942,0.03019944,0.65437878,0.91406039,1.07439044,1.19876315,4.60020341,2.87687074,0.00000000
-5.75387694,8.13243645,0.02997951,0.61188181,0.91185908,1.05153166,1.18687652,4.49091578,2.81351365,0.00000000
-5.74787394,7.94546572,0.02975635,0.57116516,0.91255855,1.03195870,1.17938103,4.38194119,2.75343781,0.00000000
-5.74187094,7.77337438,0.02954690,0.53290619,0.91684016,1.01688397,1.17741546,4.27603274,2.69874559,0.00000000
-5.73586793,7.62206643,0.02936827,0.49771368,0.92538496,1.00749341,1.18209677,4.17589329,2.65148715,0.00000000
-5.72986493,7.49718802,0.02923739,0.46611716,0.93886515,1.00492484,1.19449747,4.08412594,2.61362579,0.00000000
-5.72386193,7.40402671,0.02917063,0.43855908,0.95793392,1.01024601,1.21562192,4.00318749,2.58700438,0.00000000
-5.71785893,7.34741405,0.02918344,0.41538949,0.98321357,1.02443237,1.24638181,3.93534452,2.57331237,0.00000000
-5.71185593,7.33163088,0.02929001,0.39686309,1.01528146,1.04834459,1.28757081,3.88263201,2.57405328,0.00000000
-5.70585293,7.36031526,0.02950290,0.38313848,1.05465405,1.08270599,1.33983886,3.84681419,2.59051213,0.00000000
-5.69984992,7.43637320,0.02983267,0.37427922,1.10176902,1.12808010,1.40366640,3.82934781,2.62372320,0.00000000
-5.69384692,7.56189352,0.03028759,0.37025651,1.15696610,1.18484889,1.47933928,3.83134784,2.67443824,0.00000000
-5.68784392,7.73806869,0.03087336,0.37095311,1.22046718,1.25319239,1.56692536,3.85355648,2.74309606,0.00000000
-5.68184092,7.96512461,0.03159287,0.37616844,1.29235659,1.33307046,1.66625365,3.89631613,2.82979441,0.00000000
-5.67583792,8.24226271,0.03244606,0.38562447,1.37256275,1.42420762,1.77689725,3.95954756,2.93426567,0.00000000
-5.66983492,8.56761866,0.03342985,0.39897255,1.46084214,1.52608229,1.89816146,4.04273480,3.05585805,0.00000000
-5.66383192,8.93824186,0.03453813,0.41580086,1.55676692,1.63792117,2.02907803,4.14491809,3.19352386,0.00000000
-5.65782891,9.35009984,0.03576193,0.43564262,1.65971734,1.75869996,2.16840700,4.26469647,3.34581686,0.00000000
-5.65182591,9.79811119,0.03708963,0.45798493,1.76887981,1.88715130,2.31464669,4.40024122,3.51090008,0.00000000
-5.64582291,10.27620963,0.03850729,0.48227836,1.88325159,2.02178033,2.46605281,4.54932123,3.68656545,0.00000000
-5.63981991,10.77744059,0.03999906,0.50794708,2.00165228,2.16088831,2.62066659,4.70934059,3.87026590,0.00000000
-5.63381691,11.29409001,0.04154774,0.53439967,2.12274259,2.30260407,2.77635195,4.87738849,4.05916025,0.00000000
-5.62781391,11.81784341,0.04313529,0.56104036,2.24504965,2.44492278,2.93084093,5.05030054,4.25017019,0.00000000
-5.62181091,12.33997140,0.04474345,0.58728061,2.36699864,2.58575105,3.08178619,5.22473018,4.44004824,0.00000000
-5.61580790,12.85153620,0.04635436,0.61255073,2.48694934,2.72295692,3.22681893,5.39722808,4.62545476,0.00000000
-5.60980490,13.34361204,0.04795112,0.63631137,2.60323634,2.85442306,3.36361020,5.56432691,4.80304133,0.00000000
-5.60380190,13.80751136,0.04951832,0.65806452,2.71421135,2.97810109,3.48993337,5.72262851,4.96953761,0.00000000
-5.59779890,14.23500781,0.05104246,0.67736360,2.81828565,3.09206489,3.60372497,5.86888998,5.12183805,0.00000000
-5.59179590,14.61854711,0.05251228,0.69382242,2.91397102,3.19456065,3.70314170,6.00010547,5.25708516,0.00000000
-5.58579290,14.95143686,0.05391897,0.70712258,2.99991719,3.28405149,3.78661080,6.11358035,5.37274547,0.00000000
-5.57978989,15.22800745,0.05525620,0.71701909,3.07494436,3.35925489,3.85287183,6.20699478,5.46667533,0.00000000
-5.57378689,15.44373761,0.05652001,0.72334386,3.13806938,3.41917121,3.90100788,6.27845423,5.53717343,0.00000000
-5.56778389,15.59533973,0.05770862,0.72600709,3.18852464,3.46310225,3.93046492,6.32652520,5.58301812,0.00000000
-5.56178089,15.68080229,0.05882202,0.72499627,3.22576908,3.49065933,3.94105860,6.35025506,5.60348809,0.00000000
-5.55577789,15.69938885,0.05986154,0.72037307,3.24949122,3.50176064,3.93296825,6.34917563,5.59836578,0.00000000
-5.54977489,15.65159519,0.06082932,0.71226805,3.25960450,3.49661856,3.90671868,6.32329119,5.56792409,0.00000000
-5.54377189,15.53906828,0.06172770,0.70087358,3.25623566,3.47571778,3.86315084,6.27305200,5.51289721,0.00000000
-5.53776888,15.36449259,0.06255866,0.68643515,3.23970705,3.43978569,3.80338294,6.19931528,5.43443774,0.00000000
-5.53176588,15.13145040,0.06332328,0.66924164,3.21051442,3.38975680,3.72876409,6.10329608,5.33406247,0.00000000
-5.52576288,14.84426385,0.06402126,0.64961474,3.16930126,3.32673314,3.64082280,5.98651067,5.21358971,0.00000000
-5.51975988,14.50782692,0.06465051,0.62789817,3.11683153,3.25194268,3.54121276,5.85071539,5.07507141,0.00000000
-5.51375688,14.12743525,0.06520691,0.60444703,3.05396193,3.16669778,3.43165851,5.69784383,4.92072326,0.00000000
-5.50775388,13.70862131,0.06568421,0.57961767,2.98161519,3.07235555,3.31390317,5.52994504,4.75285583,0.00000000
-5.50175088,13.25700147,0.06607401,0.55375854,2.90075533,2.97028163,3.18966055,5.34912519,4.57380959,0.00000000
-5.49574787,12.77814023,0.06636598,0.52720222,2.81236579,2.86181873,3.06057307,5.15749468,4.38589608,0.00000000
-5.48974487,12.27743542,0.06654816,0.50025888,2.71743099,2.74826077,2.92817718,4.95712218,4.19134710,0.00000000
-5.48374187,11.76002681,0.06660739,0.47321124,2.61692142,2.63083307,2.79387668,4.74999665,3.99227318,0.00000000
-5.47773887,11.23072883,0.06652990,0.44631122,2.51178235,2.51067875,2.65892469,4.53799777,3.79063186,0.00000000
-5.47173587,10.69398692,0.06630189,0.41977806,2.40292595,2.38885100,2.52441383,4.32287490,3.58820596,0.00000000
-5.46573287,10.15385587,0.06591025,0.39379799,2.29122620,2.26631083,2.39127434,4.10623399,3.38659137,0.00000000
-5.45972986,9.61399742,0.06534318,0.36852508,2.17751619,2.14392940,2.26027918,3.88953185,3.18719356,0.00000000
-5.45372686,9.07769399,0.06459095,0.34408327,2.06258722,2.02249405,2.13205493,3.67407677,2.99123146,0.00000000
-5.44772386,8.54787483,0.06364645,0.32056927,1.94718889,1.90271716,2.00709740,3.46103422,2.79974768,0.00000000
-5.44172086,8.02715106,0.06250581,0.29805600,1.83202995,1.78524686,1.88579046,3.25143654,2.61362319,0.00000000
-5.43571786,7.51785593,0.06116879,0.27659650,1.71777914,1.67067857,1.76842673,3.04619537,2.43359543,0.00000000
-5.42971486,7.02208735,0.05963919,0.25622795,1.60506588,1.55956677,1.65522892,2.84611572,2.26027801,0.00000000
-5.42371186,6.54174968,0.05792501,0.23697562,1.49448050,1.45243618,1.54637076,2.65191056,2.09418120,0.00000000
-5.41770885,6.07859301,0.05603857,0.21885672,1.38657401,1.34979197,1.44199635,2.46421525,1.93573175,0.00000000
-5.41170585,5.63424793,0.05399644,0.20188374,1.28185728,1.25212849,1.34223738,2.28360110,1.78529154,0.00000000
-5.40570285,5.21025509,0.05181925,0.18606747,1.18079990,1.15993642,1.24722759,2.11058754,1.64317419,0.00000000
-5.39969985,4.80808872,0.04953140,0.17141944,1.08382879,1.07370809,1.15711413,1.94565260,1.50965926,0.00000000
-5.39369685,4.42917407,0.04716061,0.15795378,0.99132680,0.99394088,1.07206573,1.78924170,1.38500390,0.00000000
-5.38769385,4.07489872,0.04473739,0.14568855,0.90363151,0.92113875,0.99227761,1.64177449,1.26945170,0.00000000
-5.38169085,3.74661831,0.04229450,0.13464646,0.82103442,0.85581187,0.91797337,1.50365006,1.16323882,0.00000000
-5.37568784,3.44565685,0.03986619,0.12485505,0.74378064,0.79847434,0.84940402,1.37525058,1.06659754,0.00000000
-5.36968484,3.17330227,0.03748756,0.11634634,0.67206927,0.74963993,0.78684456,1.25694356,0.97975731,0.00000000
-5.36368184,2.93079758,0.03519383,0.10915604,0.60605442,0.70981596,0.73058835,1.14908292,0.90294356,0.00000000
-5.35767884,2.71932808,0.03301954,0.10332227,0.54584687,0.67949525,0.68093978,1.05200925,0.83637445,0.00000000
-5.35167584,2.54000497,0.03099788,0.09888393,0.49151639,0.65914613,0.63820550,0.96604917,0.78025576,0.00000000
-5.34567284,2.39384582,0.02915994,0.09587875,0.44309442,0.64920056,0.60268456,0.89151417,0.73477418,0.00000000
-5.33966983,2.28175210,0.02753408,0.09434105,0.40057712,0.65004057,0.57465786,0.82869894,0.70008917,0.00000000
-5.33366683,2.20448419,0.02614528,0.09429934,0.36392851,0.66198313,0.55437718,0.77787912,0.67632374,0.00000000
-5.32766383,2.16263439,0.02501458,0.09577370,0.33308361,0.68526375,0.54205405,0.73930876,0.66355428,0.00000000
-5.32166083,2.15659837,0.02415859,0.09877326,0.30795121,0.72001937,0.53784876,0.71321712,0.66179988,0.00000000
-5.31565783,2.18654579,0.02358908,0.10329358,0.28841638,0.76627098,0.54185982,0.69980506,0.67101137,0.00000000
-5.30965483,2.25239099,0.02331265,0.10931421,0.27434235,0.82390667,0.55411398,0.69924065,0.69106056,0.00000000
-5.30365183,2.35376464,0.02333045,0.11679654,0.26557178,0.89266599,0.57455726,0.71165418,0.72173000,0.00000000
-5.29764882,2.48998751,0.02363807,0.12568191,0.26192735,0.97212636,0.60304716,0.73713241,0.76270381,0.00000000
-5.29164582,2.66004763,0.02422551,0.13589023,0.26321167,1.06169243,0.63934630,0.77571191,0.81356002,0.00000000
-5.28564282,2.86258201,0.02507724,0.14731905,0.26920655,1.16058942,0.68311783,0.82737177,0.87376480,0.00000000
-5.27963982,3.09586426,0.02617243,0.15984338,0.27967174,1.26786092,0.73392275,0.89202544,0.94266916,0.00000000
-5.27363682,3.35779915,0.02748527,0.17331607,0.29434324,1.38237214,0.79121945,0.96951206,1.01950839,0.00000000
-5.26763382,3.64592513,0.02898546,0.18756902,0.31293141,1.50281884,0.85436566,1.05958730,1.10340459,0.00000000
-5.26163082,3.95742554,0.03063878,0.20241506,0.33511911,1.62774230,0.92262277,1.16191408,1.19337245,0.00000000
-5.25562781,4.28914897,0.03240784,0.21765062,0.36056003,1.75555023,0.99516278,1.27605335,1.28832844,0.00000000
-5.24962481,4.63763864,0.03425292,0.23305904,0.38887744,1.88454334,1.07107767,1.40145543,1.38710318,0.00000000
-5.24362181,4.99917082,0.03613292,0.24841454,0.41966380,2.01294691,1.14939125,1.53745218,1.48845691,0.00000000
-5.23761881,5.36980131,0.03800635,0.26348656,0.45248112,2.13894652,1.22907306,1.68325055,1.59109771,0.00000000
-5.23161581,5.74541912,0.03983244,0.27804457,0.48686258,2.26072673,1.30905422,1.83792787,1.69370190,0.00000000
-5.22561281,6.12180599,0.04157220,0.29186300,0.52231534,2.37651146,1.38824480,2.00042943,1.79493600,0.00000000
-5.21960980,6.49470005,0.04318948,0.30472617,0.55832481,2.48460455,1.46555224,2.16956860,1.89347980,0.00000000
-5.21360680,6.85986205,0.04465197,0.31643307,0.59436017,2.58342905,1.53990033,2.34403011,1.98804950,0.00000000
-5.20760380,7.21314211,0.04593210,0.32680184,0.62988138,2.67156379,1.61024838,2.52237651,2.07742046,0.00000000
-5.20160080,7.55054523,0.04700779,0.33567367,0.66434733,2.74777573,1.67560988,2.70305827,2.16044863,0.00000000
-5.19559780,7.86829383,0.04786301,0.34291612,0.69722503,2.81104715,1.73507025,2.88442740,2.23609021,0.00000000
-5.18959480,8.16288553,0.04848818,0.34842571,0.72799956,2.86059640,1.78780320,3.06475474,2.30341879,0.00000000
-5.18359180,8.43114482,0.04888029,0.35212965,0.75618443,2.89589183,1.83308522,3.24225058,2.36163957,0.00000000
-5.17758879,8.67026749,0.04904282,0.35398675,0.78133194,2.91665839,1.87030795,3.41508838,2.41010040,0.00000000
-5.17158579,8.87785672,0.04898537,0.35398744,0.80304326,2.92287678,1.89898795,3.58143113,2.44829927,0.00000000
-5.16558279,9.05195038,0.04872316,0.35215301,0.82097756,2.91477553,1.91877379,3.73945967,2.47588836,0.00000000
-5.15957979,9.19103902,0.04827623,0.34853402,0.83486003,2.89281646,1.92945033,3.88740233,2.49267448,0.00000000
-5.15357679,9.29407459,0.04766851,0.34320809,0.84448827,2.85767421,1.93093993,4.02356510,2.49861629,0.00000000
-5.14757379,9.36047000,0.04692672,0.33627708,0.84973677,2.81021088,1.92330083,4.14636136,2.49381839,0.00000000
-5.14157079,9.39008986,0.04607928,0.32786387,0.85055920,2.75144682,1.90672270,4.25434042,2.47852269,0.00000000
-5.13556778,9.38323323,0.04515505,0.31810870,0.84698849,2.68252864,1.88151942,4.34621399,2.45309742,0.00000000
-5.12956478,9.34060882,0.04418220,0.30716549,0.83913445,2.60469580,1.84811950,4.42087971,2.41802426,0.00000000
-5.12356178,9.26330400,0.04318709,0.29519792,0.82717925,2.51924670,1.80705426,4.47744113,2.37388398,0.00000000
-5.11755878,9.15274833,0.04219326,0.28237563,0.81137067,2.42750557,1.75894422,4.51522354,2.32134113,0.00000000
-5.11155578,9.01067309,0.04122065,0.26887056,0.79201368,2.33079100,1.70448404,4.53378523,2.26112815,0.00000000
-5.10555278,8.83906778,0.04028492,0.25485350,0.76946038,2.23038704,1.64442645,4.53292400,2.19402933,0.00000000
-5.09954977,8.64013513,0.03939708,0.24049091,0.74409909,2.12751762,1.57956554,4.51267862,2.12086515,0.00000000
-5.09354677,8.41624573,0.03856324,0.22594218,0.71634277,2.02332472,1.51072006,4.47332570,2.04247713,0.00000000
-5.08754377,8.16989340,0.03778472,0.21135717,0.68661731,1.91885086,1.43871693,4.41537178,1.95971365,0.00000000
-5.08154077,7.90365270,0.03705825,0.19687423,0.65535028,1.81502595,1.36437557,4.33954135,1.87341702,0.00000000
-5.07553777,7.62013921,0.03637650,0.18261869,0.62296046,1.71265878,1.28849342,4.24676105,1.78441180,0.00000000
-5.06953477,7.32197360,0.03572864,0.16870167,0.58984843,1.61243285,1.21183294,4.13814071,1.69349474,0.00000000
-5.06353177,7.01174989,0.03510120,0.15521943,0.55638876,1.51490646,1.13511038,4.01495165,1.60142623,0.00000000
-5.05752876,6.69200834,0.03447886,0.14225302,0.52292375,1.42051671,1.05898659,3.87860305,1.50892344,0.00000000
-5.05152576,6.36521303,0.03384542,0.12986840,0.48975892,1.32958673,0.98405993,3.73061682,1.41665493,0.00000000
-5.04552276,6.03373396,0.03318464,0.11811678,0.45716027,1.24233594,0.91086136,3.57260150,1.32523685,0.00000000
-5.03951976,5.69983337,0.03248122,0.10703537,0.42535324,1.15889236,0.83985162,3.40622585,1.23523043,0.00000000
-5.03351676,5.36565585,0.03172148,0.09664830,0.39452313,1.07930652,0.77142045,3.23319257,1.14714080,0.00000000
-5.02751376,5.03322145,0.03089412,0.08696781,0.36481689,1.00356626,0.70588766,3.05521243,1.06141676,0.00000000
-5.02151076,4.70442137,0.02999070,0.07799552,0.33634582,0.93161172,0.64350577,2.87397946,0.97845154,0.00000000
-5.01550775,4.38101540,0.02900604,0.06972386,0.30918920,0.86334994,0.58446400,2.69114740,0.89858427,0.00000000
-5.00950475,4.06463058,0.02793845,0.06213754,0.28339824,0.79866861,0.52889333,2.50830775,0.82210200,0.00000000
-5.00350175,3.75676063,0.02678972,0.05521504,0.25900036,0.73744840,0.47687234,2.32696980,0.74924222,0.00000000
-4.99749875,3.45876574,0.02556506,0.04893006,0.23600331,0.67957369,0.42843349,2.14854287,0.68019569,0.00000000
-4.99149575,3.17187256,0.02427279,0.04325290,0.21439921,0.62494142,0.38356970,1.97432102,0.61510951,0.00000000
-4.98549275,2.89717438,0.02292404,0.03815177,0.19416805,0.57346793,0.34224096,1.80547045,0.55409046,0.00000000
-4.97948974,2.63563159,0.02153223,0.03359398,0.17528082,0.52509405,0.30438068,1.64301983,0.49720848,0.00000000
-4.97348674,2.38807265,0.02011259,0.02954696,0.15770206,0.47978819,0.26990184,1.48785356,0.44450024,0.00000000
-4.96748374,2.15519586,0.01868160,0.02597921,0.14139186,0.43754804,0.23870264,1.34070816,0.39597293,0.00000000
-4.96148074,1.93757229,0.01725649,0.02286102,0.12630733,0.39840087,0.21067165,1.20217178,0.35160815,0.00000000
-4.95547774,1.73565012,0.01585468,0.02016509,0.11240369,0.36240283,0.18569245,1.07268662,0.31136586,0.00000000
-4.94947474,1.54976063,0.01449339,0.01786699,0.09963484,0.32963753,0.16364759,0.95255426,0.27518843,0.00000000
-4.94347174,1.38012595,0.01318922,0.01594547,0.08795380,0.30021413,0.14442204,0.84194351,0.24300474,0.00000000
-4.93746873,1.22686848,0.01195788,0.01438263,0.07731279,0.27426523,0.12790599,0.74090057,0.21473410,0.00000000
-4.93146573,1.09002189,0.01081402,0.01316393,0.06766336,0.25194455,0.11399694,0.64936098,0.19029016,0.00000000
-4.92546273,0.96954310,0.00977106,0.01227816,0.05895632,0.23342469,0.10260127,0.56716305,0.16958441,0.00000000
-4.91945973,0.86532504,0.00884124,0.01171717,0.05114177,0.21889473,0.09363513,0.49406204,0.15252933,0.00000000
-4.91345673,0.77720915,0.00803561,0.01147556,0.04416918,0.20855772,0.08702459,0.42974488,0.13904099,0.00000000
-4.90745373,0.70499726,0.00736414,0.01155025,0.03798756,0.20262787,0.08270524,0.37384460,0.12904089,0.00000000
-4.90145073,0.64846181,0.00683589,0.01193991,0.03254565,0.20132715,0.08062106,0.32595426,0.12245705,0.00000000
-4.89544772,0.60735376,0.00645911,0.01264433,0.02779227,0.20488128,0.08072261,0.28563972,0.11922412,0.00000000
-4.88944472,0.58140756,0.00624143,0.01366368,0.02367668,0.21351457,0.08296465,0.25245107,0.11928244,0.00000000
-4.88344172,0.57034252,0.00618993,0.01499777,0.02014901,0.22744371,0.08730312,0.22593225,0.12257615,0.00000000
-4.87743872,0.57386035,0.00631121,0.01664511,0.01716071,0.24687014,0.09369169,0.20562879,0.12905012,0.00000000
-4.87143572,0.59163861,0.00661140,0.01860214,0.01466489,0.27197112,0.10207782,0.19109356,0.13864606,0.00000000
-4.86543272,0.62332033,0.00709606,0.02086230,0.01261676,0.30288931,0.11239869,0.18189046,0.15129764,0.00000000
-4.85942971,0.66850001,0.00777002,0.02341523,0.01097389,0.33972135,0.12457696,0.17759620,0.16692509,0.00000000
-4.85342671,0.72670682,0.00863715,0.02624603,0.00969640,0.38250534,0.13851669,0.17780038,0.18542923,0.00000000
-4.84742371,0.79738581,0.00970000,0.02933459,0.00874712,0.43120805,0.15409959,0.18210413,0.20668549,0.00000000
-4.84142071,0.87987825,0.01095943,0.03265515,0.00809156,0.48571202,0.17118181,0.19011758,0.23053807,0.00000000
-4.83541771,0.97340246,0.01241417,0.03617598,0.00769788,0.54580348,0.18959156,0.20145659,0.25679465,0.00000000
-4.82941471,1.07703642,0.01406034,0.03985933,0.00753669,0.61116167,0.20912767,0.21573918,0.28522198,0.00000000
-4.82341171,1.18970374,0.01589102,0.04366158,0.00758088,0.68135032,0.22955930,0.23258191,0.31554279,0.00000000
-4.81740870,1.31016425,0.01789575,0.04753374,0.00780529,0.75581209,0.25062705,0.25159676,0.34743414,0.00000000
-4.81140570,1.43701049,0.02006023,0.05142210,0.00818648,0.83386662,0.27204531,0.27238882,0.38052777,0.00000000
-4.80540270,1.56867128,0.02236604,0.05526928,0.00870240,0.91471285,0.29350615,0.29455492,0.41441229,0.00000000
-4.79939970,1.70342285,0.02479047,0.05901539,0.00933212,0.99743596,0.31468448,0.31768368,0.44863767,0.00000000
-4.79339670,1.83940833,0.02730652,0.06259951,0.01005562,1.08101940,0.33524448,0.34135693,0.48272179,0.00000000
-4.78739370,1.97466518,0.02988314,0.06596123,0.01085361,1.16436182,0.35484707,0.36515262,0.51615911,0.00000000
-4.78139070,2.10716049,0.03248554,0.06904239,0.01170745,1.24629884,0.37315816,0.38864916,0.54843110,0.00000000
-4.77538769,2.23483308,0.03507578,0.07178878,0.01259912,1.32562922,0.38985742,0.41143111,0.57901835,0.00000000
-4.76938469,2.35564119,0.03761348,0.07415183,0.01351129,1.40114462,0.40464715,0.43309592,0.60741370,0.00000000
-4.76338169,2.46761414,0.04005672,0.07609021,0.01442751,1.47166208,0.41726098,0.45326151,0.63313614,0.00000000
-4.75737869,2.56890593,0.04236310,0.07757127,0.01533239,1.53605804,0.42747194,0.47157434,0.65574469,0.00000000
-4.75137569,2.65784873,0.04449084,0.07857216,0.01621193,1.59330256,0.43509958,0.48771753,0.67485196,0.00000000
-4.74537269,2.73300391,0.04639998,0.07908080,0.01705387,1.64249242,0.44001592,0.50141872,0.69013656,0.00000000
-4.73936968,2.79320837,0.04805360,0.07909636,0.01784799,1.68288161,0.44214984,0.51245719,0.70135395,0.00000000
-4.73336668,2.83761404,0.04941893,0.07862956,0.01858655,1.71390789,0.44148977,0.52066998,0.70834521,0.00000000
-4.72736368,2.86571877,0.05046840,0.07770247,0.01926459,1.73521415,0.43808464,0.52595658,0.71104323,0.00000000
-4.72136068,2.87738696,0.05118058,0.07634804,0.01988024,1.74666357,0.43204303,0.52828201,0.70947622,0.00000000
-4.71535768,2.87285894,0.05154087,0.07460932,0.02043498,1.74834774,0.42353050,0.52767811,0.70376805,0.00000000
-4.70935468,2.85274865,0.05154195,0.07253836,0.02093376,1.74058744,0.41276545,0.52424293,0.69413570,0.00000000
-4.70335168,2.81802949,0.05118409,0.07019490,0.02138514,1.72392576,0.40001354,0.51813826,0.68088373,0.00000000
-4.69734867,2.77000897,0.05047505,0.06764494,0.02180120,1.69911394,0.38558107,0.50958536,0.66439596,0.00000000
-4.69134567,2.71029340,0.04942984,0.06495921,0.02219750,1.66709063,0.36980756,0.49885919,0.64512500,0.00000000
-4.68534267,2.64074405,0.04807020,0.06221156,0.02259284,1.62895525,0.35305806,0.48628128,0.62357967,0.00000000
-4.67933967,2.56342698,0.04642381,0.05947749,0.02300905,1.58593693,0.33571523,0.47221166,0.60031132,0.00000000
-4.67333667,2.48055874,0.04452337,0.05683278,0.02347069,1.53936038,0.31817181,0.45704020,0.57589921,0.00000000
-4.66733367,2.39445048,0.04240557,0.05435223,0.02400475,1.49061027,0.30082369,0.44117782,0.55093592,0.00000000
-4.66133067,2.30745308,0.04010987,0.05210867,0.02464035,1.44109583,0.28406375,0.42504789,0.52601314,0.00000000
-4.65532766,2.22190561,0.03767732,0.05017223,0.02540857,1.39221732,0.26827667,0.40907832,0.50170848,0.00000000
-4.64932466,2.14008954,0.03514937,0.04860977,0.02634224,1.34533578,0.25383496,0.39369450,0.47857385,0.00000000
-4.64332166,2.06419037,0.03256676,0.04748464,0.02747597,1.30174760,0.24109600,0.37931368,0.45712558,0.00000000
