energy_ev,total_up,B_p_up,B_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,2.13083106,0.24608221,0.00000000,0.83082704,0.96680912,0.01291858,0.69725010
-5.99399700,2.09185572,0.24376519,0.00000000,0.82210141,0.95130010,0.01276634,0.67942821
-5.98799400,2.05314573,0.24147077,0.00000000,0.81366939,0.93598048,0.01265018,0.66188393
-5.98199100,2.01517806,0.23926122,0.00000000,0.80560469,0.92111355,0.01257208,0.64478062
-5.97598799,1.97838792,0.23719189,0.00000000,0.79796093,0.90694170,0.01253356,0.62826759
-5.96998499,1.94316136,0.23531021,0.00000000,0.79077174,0.89368181,0.01253572,0.61247735
-5.96398199,1.90983024,0.23365510,0.00000000,0.78405170,0.88152190,0.01257926,0.59752375
-5.95797899,1.87866929,0.23225668,0.00000000,0.77779833,0.87061863,0.01266460,0.58350078
-5.95197599,1.84989534,0.23113623,0.00000000,0.77199471,0.86109590,0.01279188,0.57048215
-5.94597299,1.82366816,0.23030658,0.00000000,0.76661266,0.85304440,0.01296102,0.55852149
-5.93996998,1.80009286,0.22977256,0.00000000,0.76161623,0.84652192,0.01317176,0.54765301
-5.93396698,1.77922329,0.22953171,0.00000000,0.75696522,0.84155436,0.01342368,0.53789255
-5.92796398,1.76106607,0.22957512,0.00000000,0.75261860,0.83813730,0.01371617,0.52923899
-5.92196098,1.74558504,0.22988828,0.00000000,0.74853747,0.83623796,0.01404846,0.52167571
-5.91595798,1.73270566,0.23045194,0.00000000,0.74468747,0.83579739,0.01441953,0.51517217
-5.90995498,1.72231911,0.23124294,0.00000000,0.74104055,0.83673283,0.01482809,0.50968540
-5.90395198,1.71428599,0.23223493,0.00000000,0.73757587,0.83894000,0.01527243,0.50516143
-5.89794897,1.70843936,0.23339892,0.00000000,0.73427999,0.84229544,0.01575041,0.50153654
-5.89194597,1.70458717,0.23470378,0.00000000,0.73114611,0.84665863,0.01625931,0.49873838
-5.88594297,1.70251416,0.23611651,0.00000000,0.72817283,0.85187402,0.01679575,0.49668689
-5.87993997,1.70198325,0.23760243,0.00000000,0.72536217,0.85777292,0.01735559,0.49529515
-5.87393697,1.70273669,0.23912525,0.00000000,0.72271732,0.86417530,0.01793390,0.49447012
-5.86793397,1.70449726,0.24064704,0.00000000,0.72024023,0.87089155,0.01852487,0.49411341
-5.86193097,1.70696959,0.24212828,0.00000000,0.71792917,0.87772433,0.01912187,0.49412205
-5.85592796,1.70984222,0.24352782,0.00000000,0.71577679,0.88447055,0.01971741,0.49438953
-5.84992496,1.71279038,0.24480303,0.00000000,0.71376848,0.89092365,0.02030329,0.49480688
-5.84392196,1.71547984,0.24591004,0.00000000,0.71188165,0.89687619,0.02087070,0.49526422
-5.83791896,1.71757208,0.24680415,0.00000000,0.71008573,0.90212296,0.02141040,0.49565249
-5.83191596,1.71873076,0.24744052,0.00000000,0.70834322,0.90646449,0.02191294,0.49586556
-5.82591296,1.71862953,0.24777500,0.00000000,0.70661163,0.90971113,0.02236898,0.49580270
