energy_ev,total_up,Au_p_up,Au_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.16058029,1.03309719,0.23738471,0.36872385,0.05224941,0.00556024,0.07668292,0.36059717,0.00000000
-3.15457729,1.08547453,0.24476394,0.38089571,0.05363749,0.00537758,0.07796011,0.38356469,0.00000000
-3.14857429,1.13984129,0.25349314,0.39390406,0.05511668,0.00523037,0.07967522,0.40701909,0.00000000
-3.14257129,1.19516186,0.26344070,0.40739338,0.05662325,0.00511572,0.08179666,0.43058171,0.00000000
-3.13656828,1.25033650,0.27445463,0.42098389,0.05809351,0.00502983,0.08428947,0.45385285,0.00000000
-3.13056528,1.30423334,0.28636660,0.43428376,0.05946549,0.00496821,0.08711671,0.47642236,0.00000000
-3.12456228,1.35572249,0.29899612,0.44690190,0.06068070,0.00492582,0.09024082,0.49788097,0.00000000
-3.11855928,1.40371080,0.31215478,0.45846098,0.06168569,0.00489733,0.09362481,0.51783204,0.00000000
-3.11255628,1.44717585,0.32565028,0.46860999,0.06243354,0.00487729,0.09723319,0.53590296,0.00000000
-3.10655328,1.48519790,0.33929011,0.47703605,0.06288512,0.00486036,0.10103267,0.55175613,0.00000000
-3.10055028,1.51698814,0.35288480,0.48347465,0.06301006,0.00484150,0.10499253,0.56509866,0.00000000
-3.09454727,1.54191241,0.36625069,0.48771828,0.06278746,0.00481615,0.10908473,0.57569075,0.00000000
-3.08854427,1.55950909,0.37921216,0.48962269,0.06220628,0.00478038,0.11328367,0.58335211,0.00000000
-3.08254127,1.56950076,0.39160331,0.48911090,0.06126536,0.00473099,0.11756574,0.58796652,0.00000000
-3.07653827,1.57179912,0.40326927,0.48617457,0.05997312,0.00466564,0.12190865,0.58948406,0.00000000
-3.07053527,1.56650306,0.41406716,0.48087292,0.05834695,0.00458290,0.12629066,0.58792128,0.00000000
-3.06453227,1.55389051,0.42386678,0.47332913,0.05641230,0.00448224,0.13068978,0.58335923,0.00000000
-3.05852926,1.53440424,0.43255132,0.46372468,0.05420155,0.00436408,0.13508300,0.57593954,0.00000000
-3.05252626,1.50863294,0.44001800,0.45229175,0.05175268,0.00422970,0.13944570,0.56585894,0.00000000
-3.04652326,1.47728830,0.44617890,0.43930420,0.04910782,0.00408121,0.14375121,0.55336233,0.00000000
-3.04052026,1.44117951,0.45096196,0.42506760,0.04631173,0.00392145,0.14797076,0.53873496,0.00000000
-3.03451726,1.40118632,0.45431221,0.40990877,0.04341034,0.00375389,0.15207365,0.52229397,0.00000000
-3.02851426,1.35823197,0.45619321,0.39416520,0.04044929,0.00358249,0.15602777,0.50437967,0.00000000
-3.02251126,1.31325705,0.45658856,0.37817502,0.03747267,0.00341162,0.15980054,0.48534691,0.00000000
-3.01650825,1.26719526,0.45550351,0.36226770,0.03452187,0.00324590,0.16336000,0.46555677,0.00000000
-3.01050525,1.22095175,0.45296632,0.34675582,0.03163467,0.00309006,0.16667618,0.44536884,0.00000000
-3.00450225,1.17538470,0.44902939,0.33192823,0.02884458,0.00294886,0.16972266,0.42513415,0.00000000
-2.99849925,1.13129023,0.44376983,0.31804463,0.02618035,0.00282693,0.17247803,0.40518894,0.00000000
-2.99249625,1.08939068,0.43728944,0.30533158,0.02366583,0.00272870,0.17492741,0.38584922,0.00000000
-2.98649325,1.05032624,0.42971379,0.29397996,0.02131994,0.00265829,0.17706366,0.36740606,0.00000000
-2.98049025,1.01464934,0.42119044,0.28414374,0.01915693,0.00261944,0.17888836,0.35012168,0.00000000
-2.97448724,0.98282160,0.41188619,0.27593981,0.01718678,0.00261543,0.18041240,0.33422617,0.00000000
-2.96848424,0.95521261,0.40198337,0.26944878,0.01541575,0.00264905,0.18165606,0.31991474,0.00000000
-2.96248124,0.93210029,0.39167526,0.26471645,0.01384702,0.00272255,0.18264870,0.30734555,0.00000000
-2.95647824,0.91367223,0.38116078,0.26175575,0.01248144,0.00283761,0.18342787,0.29663797,0.00000000
-2.95047524,0.90002770,0.37063872,0.26054905,0.01131823,0.00299538,0.18403798,0.28787137,0.00000000
-2.94447224,0.89118027,0.36030164,0.26105055,0.01035578,0.00319643,0.18452862,0.28108434,0.00000000
-2.93846923,0.88706073,0.35032985,0.26318888,0.00959228,0.00344079,0.18495247,0.27627455,0.00000000
-2.93246623,0.88752059,0.34088575,0.26686960,0.00902642,0.00372802,0.18536311,0.27339918,0.00000000
-2.92646323,0.89233614,0.33210874,0.27197778,0.00865786,0.00405723,0.18581269,0.27237619,0.00000000
-2.92046023,0.90121341,0.32411113,0.27838067,0.00848773,0.00442714,0.18634970,0.27308630,0.00000000
-2.91445723,0.91379414,0.31697516,0.28593039,0.00851889,0.00483616,0.18701696,0.27537597,0.00000000
-2.90845423,0.92966316,0.31075133,0.29446684,0.00875611,0.00528248,0.18784987,0.27906131,0.00000000
-2.90245123,0.94835719,0.30545816,0.30382080,0.00920613,0.00576414,0.18887510,0.28393290,0.00000000
-2.89644822,0.96937518,0.30108344,0.31381722,0.00987752,0.00627913,0.19010979,0.28976159,0.00000000
-2.89044522,0.99219011,0.29758678,0.32427881,0.01078044,0.00682543,0.19156127,0.29630500,0.00000000
-2.88444222,1.01626204,0.29490346,0.33502973,0.01192631,0.00740111,0.19322721,0.30331464,0.00000000
-2.87843922,1.04105190,0.29294927,0.34589936,0.01332727,0.00800437,0.19509634,0.31054347,0.00000000
-2.87243622,1.06603575,0.29162613,0.35672610,0.01499559,0.00863356,0.19714958,0.31775345,0.00000000
-2.86643322,1.09071867,0.29082807,0.36736087,0.01694300,0.00928714,0.19936136,0.32472294,0.00000000
-2.86043022,1.11464774,0.29044742,0.37767030,0.01917993,0.00996371,0.20170132,0.33125354,0.00000000
-2.85442721,1.13742329,0.29038066,0.38753926,0.02171468,0.01066189,0.20413589,0.33717608,0.00000000
-2.84842421,1.15870804,0.29053372,0.39687277,0.02455267,0.01138022,0.20662996,0.34235540,0.00000000
-2.84242121,1.17823320,0.29082645,0.40559697,0.02769558,0.01211705,0.20914830,0.34669382,0.00000000
-2.83641821,1.19580158,0.29119597,0.41365910,0.03114064,0.01287037,0.21165675,0.35013293,0.00000000
-2.83041521,1.21128713,0.29159880,0.42102658,0.03487995,0.01363765,0.21412303,0.35265373,0.00000000
-2.82441221,1.22463110,0.29201158,0.42768500,0.03889993,0.01441567,0.21651728,0.35427508,0.00000000
-2.81840920,1.23583509,0.29243053,0.43363539,0.04318087,0.01520032,0.21881213,0.35505044,0.00000000
-2.81240620,1.24495122,0.29286949,0.43889061,0.04769675,0.01598652,0.22098245,0.35506315,0.00000000
-2.80640320,1.25207018,0.29335694,0.44347140,0.05241508,0.01676808,0.22300487,0.35442050,0.00000000
-2.80040020,1.25730783,0.29393200,0.44740202,0.05729712,0.01753766,0.22485699,0.35324676,0.00000000
-2.79439720,1.26079124,0.29463970,0.45070608,0.06229817,0.01828678,0.22651657,0.35167563,0.00000000
-2.78839420,1.26264491,0.29552593,0.45340247,0.06736815,0.01900590,0.22796068,0.34984247,0.00000000
-2.78239120,1.26297809,0.29663221,0.45550196,0.07245229,0.01968456,0.22916487,0.34787667,0.00000000
-2.77638819,1.26187401,0.29799071,0.45700454,0.07749211,0.02031161,0.23010267,0.34589455,0.00000000
-2.77038519,1.25938138,0.29961970,0.45789759,0.08242642,0.02087553,0.23074515,0.34399310,0.00000000
-2.76438219,1.25550895,0.30151978,0.45815522,0.08719258,0.02136473,0.23106096,0.34224484,0.00000000
-2.75837919,1.25022307,0.30367111,0.45773854,0.09172769,0.02176795,0.23101656,0.34069415,0.00000000
-2.75237619,1.24344858,0.30603166,0.45659709,0.09596998,0.02207473,0.23057692,0.33935503,0.00000000
-2.74637319,1.23507259,0.30853682,0.45467112,0.09986009,0.02227575,0.22970633,0.33821044,0.00000000
-2.74037019,1.22495123,0.31110010,0.45189475,0.10334237,0.02236331,0.22836970,0.33721333,0.00000000
-2.73436718,1.21291846,0.31361525,0.44819961,0.10636609,0.02233163,0.22653384,0.33628904,0.00000000
-2.72836418,1.19879680,0.31595943,0.44351906,0.10888659,0.02217721,0.22416904,0.33533916,0.00000000
-2.72236118,1.18240903,0.31799737,0.43779235,0.11086621,0.02189901,0.22125054,0.33424643,0.00000000
-2.71635818,1.16359038,0.31958645,0.43096882,0.11227515,0.02149865,0.21776004,0.33288060,0.00000000
-2.71035518,1.14220043,0.32058229,0.42301181,0.11309212,0.02098043,0.21368708,0.33110480,0.00000000
-2.70435218,1.11813428,0.32084474,0.41390197,0.11330476,0.02035126,0.20903023,0.32878227,0.00000000
-2.69834917,1.09133231,0.32024396,0.40364006,0.11290996,0.01962055,0.20379804,0.32578297,0.00000000
-2.69234617,1.06178822,0.31866624,0.39224889,0.11191384,0.01879996,0.19800966,0.32198997,0.00000000
-2.68634317,1.02955495,0.31601951,0.37977446,0.11033169,0.01790310,0.19169528,0.31730517,0.00000000
-2.68034017,0.99474840,0.31223808,0.36628632,0.10818759,0.01694516,0.18489612,0.31165419,0.00000000
-2.67433717,0.95754878,0.30728655,0.35187698,0.10551386,0.01594251,0.17766419,0.30499035,0.00000000
-2.66833417,0.91819965,0.30116269,0.33666068,0.10235043,0.01491228,0.17006176,0.29729734,0.00000000
-2.66233117,0.87700485,0.29389919,0.32077134,0.09874396,0.01387194,0.16216056,0.28859081,0.00000000
-2.65632816,0.83432347,0.28556420,0.30436008,0.09474684,0.01283892,0.15404068,0.27891862,0.00000000
-2.65032516,0.79056312,0.27626070,0.28759213,0.09041616,0.01183022,0.14578947,0.26835997,0.00000000
-2.64432216,0.74617195,0.26612470,0.27064354,0.08581250,0.01086214,0.13750005,0.25702329,0.00000000
-2.63831916,0.70162965,0.25532237,0.25369768,0.08099872,0.00994996,0.12926997,0.24504323,0.00000000
-2.63231616,0.65743786,0.24404627,0.23694160,0.07603880,0.00910785,0.12119965,0.23257684,0.00000000
-2.62631316,0.61411036,0.23251083,0.22056258,0.07099655,0.00834864,0.11339085,0.21979904,0.00000000
-2.62031016,0.57216334,0.22094728,0.20474477,0.06593453,0.00768379,0.10594525,0.20689778,0.00000000
-2.61430715,0.53210617,0.20959814,0.18966611,0.06091296,0.00712340,0.09896299,0.19406894,0.00000000
-2.60830415,0.49443277,0.19871171,0.17549560,0.05598882,0.00667618,0.09254139,0.18151126,0.00000000
-2.60230115,0.45961403,0.18853645,0.16239097,0.05121503,0.00634952,0.08677372,0.16942151,0.00000000
-2.59629815,0.42809128,0.17931578,0.15049678,0.04663987,0.00614956,0.08174821,0.15799004,0.00000000
-2.59029515,0.40027107,0.17128311,0.13994297,0.04230650,0.00608129,0.07754715,0.14739681,0.00000000
-2.58429215,0.37652124,0.16465759,0.13084390,0.03825281,0.00614860,0.07424622,0.13780816,0.00000000
-2.57828914,0.35716847,0.15964037,0.12329784,0.03451127,0.00635435,0.07191399,0.12937425,0.00000000
-2.57228614,0.34249711,0.15641176,0.11738691,0.03110918,0.00670046,0.07061162,0.12222720,0.00000000
-2.56628314,0.33274940,0.15512906,0.11317742,0.02806887,0.00718795,0.07039275,0.11648010,0.00000000
-2.56028014,0.32812686,0.15592525,0.11072062,0.02540823,0.00781695,0.07130362,0.11222668,0.00000000
-2.55427714,0.32879282,0.15890850,0.11005378,0.02314122,0.00858677,0.07338332,0.10954163,0.00000000
-2.54827414,0.33487582,0.16416241,0.11120149,0.02127852,0.00949588,0.07666424,0.10848156,0.00000000
-2.54227114,0.34647371,0.17174692,0.11417723,0.01982817,0.01054197,0.08117264,0.10908642,0.00000000
-2.53626813,0.36365814,0.18169979,0.11898502,0.01879626,0.01172195,0.08692930,0.11138120,0.00000000
-2.53026513,0.38647914,0.19403860,0.12562113,0.01818748,0.01303204,0.09395022,0.11537792,0.00000000
-2.52426213,0.41496953,0.20876295,0.13407573,0.01800569,0.01446776,0.10224730,0.12107765,0.00000000
-2.51825913,0.44914866,0.22585686,0.14433433,0.01825423,0.01602408,0.11182895,0.12847244,0.00000000
-2.51225613,0.48902512,0.24529101,0.15637897,0.01893616,0.01769544,0.12270042,0.13754699,0.00000000
-2.50625313,0.53459808,0.26702481,0.17018897,0.02005429,0.01947590,0.13486398,0.14828002,0.00000000
-2.50025013,0.58585681,0.29100784,0.18574117,0.02161099,0.02135917,0.14831866,0.16064498,0.00000000
-2.49424712,0.64277805,0.31718076,0.20300953,0.02360778,0.02333871,0.16305960,0.17461034,0.00000000
-2.48824412,0.70532107,0.34547525,0.22196399,0.02604474,0.02540781,0.17907683,0.19013901,0.00000000
-2.48224112,0.77342010,0.37581298,0.24256863,0.02891976,0.02755954,0.19635358,0.20718716,0.00000000
-2.47623812,0.84697432,0.40810360,0.26477892,0.03222754,0.02978673,0.21486397,0.22570218,0.00000000
-2.47023512,0.92583546,0.44224154,0.28853841,0.03595858,0.03208190,0.23457018,0.24562010,0.00000000
-2.46423212,1.00979348,0.47810195,0.31377459,0.04009805,0.03443704,0.25541924,0.26686235,0.00000000
-2.45822911,1.09856089,0.51553572,0.34039444,0.04462473,0.03684342,0.27733942,0.28933209,0.00000000
-2.45222611,1.19175649,0.55436408,0.36827962,0.04950991,0.03929129,0.30023655,0.31291045,0.00000000
-2.44622311,1.28888965,0.59437292,0.39728176,0.05471660,0.04176956,0.32399041,0.33745275,0.00000000
-2.44022011,1.38934603,0.63530743,0.42721817,0.06019882,0.04426547,0.34845151,0.36278516,0.00000000
-2.43421711,1.49237631,0.67686751,0.45786817,0.06590131,0.04676422,0.37343851,0.38870198,0.00000000
-2.42821411,1.59708886,0.71870436,0.48897073,0.07175953,0.04924871,0.39873661,0.41496403,0.00000000
-2.42221111,1.70244770,0.76041900,0.52022342,0.07770005,0.05169931,0.42409716,0.44129829,0.00000000
-2.41620810,1.80727685,0.80156291,0.55128334,0.08364148,0.05409374,0.44923877,0.46739912,0.00000000
-2.41020510,1.91027159,0.84164136,0.58176999,0.08949571,0.05640709,0.47385007,0.49293128,0.00000000
-2.40420210,2.01001727,0.88011956,0.61127041,0.09516971,0.05861200,0.49759427,0.51753475,0.00000000
-2.39819910,2.10501567,0.91643183,0.63934657,0.10056763,0.06067902,0.52011545,0.54083146,0.00000000
-2.39219610,2.19371837,0.94999353,0.66554488,0.10559324,0.06257716,0.54104662,0.56243373,0.00000000
-2.38619310,2.27456636,0.98021568,0.68940760,0.11015266,0.06427461,0.56001916,0.58195422,0.00000000
-2.38019010,2.34603450,1.00652160,0.71048580,0.11415716,0.06573959,0.57667344,0.59901702,0.00000000
-2.37418709,2.40667916,1.02836504,0.72835337,0.11752600,0.06694137,0.59067024,0.61326943,0.00000000
-2.36818409,2.45518687,1.04524897,0.74262136,0.12018915,0.06785134,0.60170232,0.62439402,0.00000000
-2.36218109,2.49042196,1.05674420,0.75295224,0.12208977,0.06844413,0.60950580,0.63212020,0.00000000
-2.35617809,2.51147065,1.06250680,0.75907310,0.12318634,0.06869872,0.61387064,0.63623488,0.00000000
-2.35017509,2.51767960,1.06229355,0.76078738,0.12345432,0.06859939,0.61464980,0.63659170,0.00000000
-2.34417209,2.50868668,1.05597445,0.75798432,0.12288726,0.06813668,0.61176656,0.63311819,0.00000000
-2.33816908,2.48444255,1.04354169,0.75064577,0.12149734,0.06730798,0.60521955,0.62582058,0.00000000
-2.33216608,2.44522163,1.02511450,0.73884982,0.11931526,0.06611807,0.59508530,0.61478595,0.00000000
-2.32616308,2.39162198,1.00093959,0.72277126,0.11638953,0.06457926,0.58151814,0.60018160,0.00000000
-2.32016008,2.32455390,0.97138708,0.70267850,0.11278518,0.06271132,0.56474735,0.58225165,0.00000000
-2.31415708,2.24521780,0.93694214,0.67892744,0.10858196,0.06054118,0.54507182,0.56131099,0.00000000
-2.30815408,2.15507247,0.89819266,0.65195228,0.10387214,0.05810225,0.52285234,0.53773696,0.00000000
-2.30215108,2.05579511,0.85581367,0.62225386,0.09875793,0.05543365,0.49850199,0.51195909,0.00000000
-2.29614807,1.94923528,0.81054904,0.59038607,0.09334878,0.05257914,0.47247511,0.48444745,0.00000000
-2.29014507,1.83736463,0.76319166,0.55694089,0.08775856,0.04958597,0.44525522,0.45570020,0.00000000
-2.28414207,1.72222496,0.71456265,0.52253278,0.08210276,0.04650367,0.41734258,0.42623083,0.00000000
-2.27813907,1.60587658,0.66549082,0.48778311,0.07649590,0.04338269,0.38924188,0.39655574,0.00000000
-2.27213607,1.49034921,0.61679303,0.45330516,0.07104908,0.04027323,0.36145047,0.36718269,0.00000000
-2.26613307,1.37759718,0.56925634,0.41969023,0.06586793,0.03722400,0.33444769,0.33860043,0.00000000
-2.26013007,1.26946024,0.52362243,0.38749547,0.06105080,0.03428120,0.30868549,0.31127005,0.00000000
-2.25412706,1.16763119,0.48057478,0.35723346,0.05668737,0.03148760,0.28458069,0.28561808,0.00000000
-2.24812406,1.07363075,0.44072893,0.32936401,0.05285765,0.02888179,0.26250892,0.26203164,0.00000000
-2.24212106,0.98878987,0.40462571,0.30428807,0.04963127,0.02649764,0.24280029,0.24085548,0.00000000
-2.23611806,0.91423927,0.37272750,0.28234374,0.04706711,0.02436392,0.22573682,0.22239089,0.00000000
-2.23011506,0.85090549,0.34541722,0.26380431,0.04521313,0.02250410,0.21155124,0.20689623,0.00000000
-2.22411206,0.79951276,0.32299960,0.24887802,0.04410653,0.02093631,0.20042724,0.19458882,0.00000000
-2.21810905,0.76058954,0.30570442,0.23770927,0.04377389,0.01967343,0.19250066,0.18564785,0.00000000
-2.21210605,0.73447858,0.29369111,0.23038110,0.04423158,0.01872329,0.18786159,0.18021790,0.00000000
-2.20610305,0.72134945,0.28705420,0.22691847,0.04548606,0.01808892,0.18655685,0.17841276,0.00000000
-2.20010005,0.72121233,0.28582919,0.22729225,0.04753431,0.01776892,0.18859287,0.18031915,0.00000000
-2.19409705,0.73393224,0.28999835,0.23142348,0.05036415,0.01775781,0.19393853,0.18599999,0.00000000
-2.18809405,0.75924263,0.29949602,0.23918783,0.05395465,0.01804636,0.20252792,0.19549690,0.00000000
-2.18209105,0.79675797,0.31421313,0.25042002,0.05827635,0.01862198,0.21426279,0.20883185,0.00000000
-2.17608804,0.84598470,0.33400082,0.26491817,0.06329157,0.01946905,0.22901473,0.22600751,0.00000000
-2.17008504,0.90633033,0.35867286,0.28244786,0.06895468,0.02056920,0.24662688,0.24700649,0.00000000
-2.16408204,0.97711059,0.38800692,0.30274605,0.07521229,0.02190164,0.26691532,0.27178929,0.00000000
-2.15807904,1.05755474,0.42174479,0.32552465,0.08200360,0.02344335,0.28967017,0.30029099,0.00000000
-2.15207604,1.14680924,0.45959159,0.35047391,0.08926067,0.02516935,0.31465630,0.33241695,0.00000000
-2.14607304,1.24394007,0.50121428,0.37726563,0.09690882,0.02705290,0.34161404,0.36803763,0.00000000
-2.14007004,1.34793416,0.54623958,0.40555605,0.10486710,0.02906570,0.37025976,0.40698281,0.00000000
-2.13406703,1.45770039,0.59425176,0.43498877,0.11304887,0.03117809,0.40028660,0.44903562,0.00000000
-2.12806403,1.57207078,0.64479066,0.46519745,0.12136250,0.03335931,0.43136535,0.49392678,0.00000000
-2.12206103,1.68980235,0.69735010,0.49580844,0.12971213,0.03557770,0.46314578,0.54132937,0.00000000
-2.11605803,1.80958030,0.75137741,0.52644353,0.13799866,0.03780098,0.49525842,0.59085478,0.00000000
-2.11005503,1.93002308,0.80627405,0.55672255,0.14612079,0.03999659,0.52731695,0.64205018,0.00000000
-2.10405203,2.04968990,0.86139808,0.58626626,0.15397621,0.04213197,0.55892133,0.69439792,0.00000000
-2.09804902,2.16709112,0.91606835,0.61469928,0.16146288,0.04417498,0.58966168,0.74731744,0.00000000
-2.09204602,2.28070197,0.96957097,0.64165327,0.16848051,0.04609432,0.61912301,0.80016969,0.00000000
-2.08604302,2.38897971,1.02116799,0.66677046,0.17493197,0.04785992,0.64689082,0.85226455,0.00000000
-2.08004002,2.49038445,1.07010828,0.68970740,0.18072493,0.04944349,0.67255742,0.90287117,0.00000000
-2.07403702,2.58340330,1.11564061,0.71013919,0.18577345,0.05081893,0.69572903,0.95123112,0.00000000
-2.06803402,2.66657768,1.15702858,0.72776393,0.18999964,0.05196286,0.71603342,0.99657418,0.00000000
-2.06203102,2.73853300,1.19356701,0.74230758,0.19333524,0.05285505,0.73312787,1.03813630,0.00000000
-2.05602801,2.79800994,1.22459927,0.75352897,0.19572315,0.05347892,0.74670734,1.07517922,0.00000000
-2.05002501,2.84389630,1.24953492,0.76122496,0.19711890,0.05382188,0.75651232,1.10701088,0.00000000
-2.04402201,2.87525805,1.26786693,0.76523544,0.19749183,0.05387570,0.76233632,1.13300606,0.00000000
-2.03801901,2.89136832,1.27918772,0.76544812,0.19682615,0.05363672,0.76403245,1.15262608,0.00000000
-2.03201601,2.89173289,1.28320323,0.76180263,0.19512168,0.05310606,0.76151881,1.16543688,0.00000000
-2.02601301,2.87611072,1.27974426,0.75429397,0.19239419,0.05228964,0.75478244,1.17112443,0.00000000
-2.02001001,2.84452845,1.26877448,0.74297482,0.18867551,0.05119811,0.74388151,1.16950682,0.00000000
-2.01400700,2.79728755,1.25039462,0.72795655,0.18401308,0.04984668,0.72894553,1.16054230,0.00000000
-2.00800400,2.73496368,1.22484233,0.70940878,0.17846925,0.04825479,0.71017352,1.14433280,0.00000000
-2.00200100,2.65839764,1.19248778,0.68755739,0.17212000,0.04644574,0.68783007,1.12112269,0.00000000
-1.99599800,2.56867800,1.15382490,0.66268077,0.16505344,0.04444611,0.66223937,1.09129273,0.00000000
-1.98999500,2.46711591,1.10945859,0.63510454,0.15736784,0.04228523,0.63377739,1.05534947,0.00000000
-1.98399200,2.35521278,1.06008838,0.60519476,0.14916944,0.03999448,0.60286247,1.01391045,0.00000000
-1.97798899,2.23462215,1.00648917,0.57334986,0.14057004,0.03760661,0.56994472,0.96768594,0.00000000
-1.97198599,2.10710720,0.94948993,0.53999151,0.13168451,0.03515501,0.53549448,0.91745789,0.00000000
-1.96598299,1.97449567,0.88995111,0.50555492,0.12262817,0.03267309,0.49999056,0.86405728,0.00000000
-1.95997999,1.83863395,0.82874185,0.47047877,0.11351436,0.03019357,0.46390842,0.80834047,0.00000000
-1.95397699,1.70134226,0.76671777,0.43519537,0.10445212,0.02774794,0.42770903,0.75116595,0.00000000
-1.94797399,1.56437273,0.70470036,0.40012119,0.09554409,0.02536602,0.39182854,0.69337217,0.00000000
-1.94197099,1.42937177,0.64345856,0.36564843,0.08688480,0.02307550,0.35666943,0.63575735,0.00000000
-1.93596798,1.29784823,0.58369330,0.33213766,0.07855929,0.02090179,0.32259311,0.57906211,0.00000000
-1.92996498,1.17114818,0.52602530,0.29991192,0.07064213,0.01886778,0.28991439,0.52395524,0.00000000
-1.92396198,1.05043693,0.47098653,0.26925246,0.06319690,0.01699388,0.25889786,0.47102314,0.00000000
-1.91795898,0.93668850,0.41901525,0.24039608,0.05627608,0.01529807,0.22975606,0.42076296,0.00000000
-1.91195598,0.83068233,0.37045466,0.21353416,0.04992129,0.01379607,0.20264958,0.37357943,0.00000000
-1.90595298,0.73300677,0.32555477,0.18881328,0.04416392,0.01250156,0.17768870,0.32978517,0.00000000
-1.89994997,0.64406844,0.28447724,0.16633713,0.03902600,0.01142647,0.15493655,0.28960409,0.00000000
-1.89394697,0.56410659,0.24730250,0.14616970,0.03452137,0.01058126,0.13441333,0.25317737,0.00000000
-1.88794397,0.49321109,0.21403879,0.12833929,0.03065687,0.00997517,0.11610140,0.22057162,0.00000000
-1.88194097,0.43134296,0.18463244,0.11284316,0.02743372,0.00961648,0.09995101,0.19178833,0.00000000
-1.87593797,0.37835611,0.15897875,0.09965249,0.02484877,0.00951265,0.08588612,0.16677434,0.00000000
-1.86993497,0.33401917,0.13693307,0.08871732,0.02289578,0.00967038,0.07381027,0.14543246,0.00000000
-1.86393197,0.29803623,0.11832148,0.07997138,0.02156647,0.01009562,0.06361222,0.12763201,0.00000000
-1.85792896,0.27006581,0.10295073,0.07333630,0.02085147,0.01079338,0.05517102,0.11321849,0.00000000
-1.85192596,0.24973717,0.09061705,0.06872538,0.02074097,0.01176753,0.04836050,0.10202240,0.00000000
-1.84592296,0.23666366,0.08111367,0.06604653,0.02122521,0.01302036,0.04305307,0.09386662,0.00000000
-1.83991996,0.23045275,0.07423684,0.06520442,0.02229466,0.01455222,0.03912265,0.08857245,0.00000000
-1.83391696,0.23071280,0.06979036,0.06610193,0.02394004,0.01636094,0.03644696,0.08596403,0.00000000
-1.82791396,0.23705662,0.06758860,0.06864077,0.02615208,0.01844130,0.03490889,0.08587132,0.00000000
-1.82191096,0.24910228,0.06745806,0.07272147,0.02892114,0.02078448,0.03439733,0.08813162,0.00000000
-1.81590795,0.26647154,0.06923777,0.07824288,0.03223672,0.02337753,0.03480739,0.09258983,0.00000000
-1.80990495,0.28878645,0.07277841,0.08510130,0.03608683,0.02620302,0.03604003,0.09909769,0.00000000
-1.80390195,0.31566479,0.07794071,0.09318935,0.04045743,0.02923865,0.03800150,0.10751210,0.00000000
-1.79789895,0.34671498,0.08459309,0.10239488,0.04533186,0.03245723,0.04060247,0.11769289,0.00000000
-1.79189595,0.38153102,0.09260883,0.11259996,0.05069028,0.03582669,0.04375700,0.12950023,0.00000000
-1.78589295,0.41968809,0.10186307,0.12368020,0.05650939,0.03931044,0.04738163,0.14279197,0.00000000
-1.77988994,0.46073929,0.11222983,0.13550444,0.06276213,0.04286788,0.05139447,0.15742105,0.00000000
-1.77388694,0.50421387,0.12357909,0.14793487,0.06941769,0.04645520,0.05571451,0.17323324,0.00000000
-1.76788394,0.54961729,0.13577436,0.16082782,0.07644165,0.05002639,0.06026118,0.19006540,0.00000000
-1.76188094,0.59643316,0.14867073,0.17403498,0.08379626,0.05353444,0.06495413,0.20774436,0.00000000
-1.75587794,0.64412718,0.16211349,0.18740514,0.09144094,0.05693264,0.06971336,0.22608642,0.00000000
-1.74987494,0.69215287,0.17593757,0.20078646,0.09933291,0.06017605,0.07445965,0.24489775,0.00000000
-1.74387194,0.73995890,0.18996770,0.21402897,0.10742778,0.06322292,0.07911516,0.26397543,0.00000000
-1.73786893,0.78699763,0.20401939,0.22698735,0.11568035,0.06603604,0.08360437,0.28310933,0.00000000
-1.73186593,0.83273462,0.21790073,0.23952372,0.12404521,0.06858406,0.08785513,0.30208465,0.00000000
-1.72586293,0.87665842,0.23141493,0.25151043,0.13247738,0.07084245,0.09179988,0.32068500,0.00000000
-1.71985993,0.91829033,0.24436352,0.26283249,0.14093273,0.07279434,0.09537682,0.33869602,0.00000000
-1.71385693,0.95719370,0.25655020,0.27338972,0.14936831,0.07443094,0.09853124,0.35590936,0.00000000
-1.70785393,0.99298218,0.26778504,0.28309837,0.15774240,0.07575165,0.10121655,0.37212678,0.00000000
-1.70185093,1.02532683,0.27788905,0.29189218,0.16601440,0.07676379,0.10339537,0.38716441,0.00000000
-1.69584792,1.05396157,0.28669887,0.29972289,0.17414456,0.07748198,0.10504033,0.40085685,0.00000000
-1.68984492,1.07868705,0.29407137,0.30656008,0.18209347,0.07792715,0.10613467,0.41306107,0.00000000
-1.68384192,1.09937279,0.29988804,0.31239048,0.18982146,0.07812537,0.10667261,0.42366002,0.00000000
-1.67783892,1.11595769,0.30405902,0.31721688,0.19728806,0.07810634,0.10665947,0.43256574,0.00000000
-1.67183592,1.12844909,0.30652655,0.32105658,0.20445133,0.07790188,0.10611154,0.43972202,0.00000000
-1.66583292,1.13692068,0.30726771,0.32393974,0.21126747,0.07754431,0.10505575,0.44510644,0.00000000
-1.65982991,1.14150952,0.30629643,0.32590762,0.21769060,0.07706496,0.10352910,0.44873195,0.00000000
-1.65382691,1.14241259,0.30366460,0.32701096,0.22367282,0.07649278,0.10157801,0.45064770,0.00000000
-1.64782391,1.13988321,0.29946230,0.32730861,0.22916468,0.07585322,0.09925751,0.45093945,0.00000000
