energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,31.11545051,0.01843828,0.10668245,0.17209221,0.55857847,0.40716316,29.81330121
-5.99399700,31.26663997,0.01824939,0.10500455,0.17514193,0.54941879,0.39898802,29.94404912
-5.98799400,31.42102037,0.01811638,0.10319682,0.17777783,0.54062329,0.39101319,30.07736487
-5.98199100,31.57511695,0.01805033,0.10124127,0.17999592,0.53216191,0.38324222,30.20985876
-5.97598799,31.72531151,0.01806340,0.09912367,0.18180277,0.52399937,0.37567522,30.33800962
-5.96998499,31.86789875,0.01816885,0.09683405,0.18321497,0.51609705,0.36831025,30.45822050
-5.96398199,31.99913045,0.01838099,0.09436724,0.18425829,0.50841466,0.36114461,30.56686296
-5.95797899,32.11524776,0.01871517,0.09172307,0.18496626,0.50091176,0.35417594,30.66030970
-5.95197599,32.21250277,0.01918773,0.08890649,0.18537863,0.49354907,0.34740317,30.73495657
-5.94597299,32.28717201,0.01981597,0.08592744,0.18553942,0.48628953,0.34082736,30.78723661
-5.93996998,32.33556551,0.02061802,0.08280059,0.18549490,0.47909917,0.33445227,30.81362922
-5.93396698,32.35403564,0.02161280,0.07954495,0.18529152,0.47194775,0.32828485,30.81066859
-5.92796398,32.33899029,0.02281985,0.07618328,0.18497395,0.46480934,0.32233554,30.77495566
-5.92196098,32.28691463,0.02425921,0.07274150,0.18458319,0.45766261,0.31661845,30.70317764
-5.91595798,32.19440500,0.02595121,0.06924792,0.18415506,0.45049119,0.31115136,30.59213863
-5.90995498,32.05821725,0.02791620,0.06573257,0.18371897,0.44328383,0.30595569,30.43880355
-5.90395198,31.87533060,0.03017429,0.06222635,0.18329710,0.43603458,0.30105620,30.24035664
-5.89794897,31.64302610,0.03274497,0.05876038,0.18290397,0.42874279,0.29648070,29.99427372
-5.89194597,31.35897716,0.03564663,0.05536519,0.18254646,0.42141315,0.29225950,29.69840620
-5.88594297,31.02134793,0.03889606,0.05207015,0.18222421,0.41405550,0.28842471,29.35107270
-5.87993997,30.62889372,0.04250783,0.04890284,0.18193034,0.40668460,0.28500937,28.95115326
-5.87393697,30.18105679,0.04649355,0.04588850,0.18165242,0.39931967,0.28204637,28.49817971
-5.86793397,29.67805011,0.05086109,0.04304966,0.18137371,0.39198373,0.27956715,27.99241537
-5.86193097,29.12092182,0.05561374,0.04040570,0.18107436,0.38470277,0.27760018,27.43491730
-5.85592796,28.51159379,0.06074924,0.03797260,0.18073274,0.37750462,0.27616930,26.82757458
-5.84992496,27.85286875,0.06625888,0.03576272,0.18032660,0.37041767,0.27529182,26.17311758
-5.84392196,27.14840242,0.07212654,0.03378459,0.17983412,0.36346939,0.27497668,25.47509452
-5.83791896,26.40263903,0.07832788,0.03204289,0.17923467,0.35668465,0.27522243,24.73781365
