energy_ev,total_up,Al_p_up,Al_d_up,Au_p_up,Au_d_up,Te_p_up,Te_d_up
-6.00000000,5.64880387,0.22391413,0.00000000,1.32117382,4.45718859,0.71621233,0.00000000
-5.99399700,5.39968520,0.21619624,0.00000000,1.27039583,4.25658430,0.68151571,0.00000000
-5.98799400,5.14987351,0.20824921,0.00000000,1.21680801,4.05578389,0.64730812,0.00000000
-5.98199100,4.90187319,0.20017224,0.00000000,1.16099259,3.85673491,0.61394227,0.00000000
-5.97598799,4.65831591,0.19207598,0.00000000,1.10359868,3.66148250,0.58177045,0.00000000
-5.96998499,4.42188153,0.18407799,0.00000000,1.04531934,3.47210919,0.55113456,0.00000000
-5.96398199,4.19521992,0.17629807,0.00000000,0.98686862,3.29067549,0.52235653,0.00000000
-5.95797899,3.98087661,0.16885380,0.00000000,0.92895911,3.11916337,0.49572962,0.00000000
-5.95197599,3.78122449,0.16185640,0.00000000,0.87228092,2.95942461,0.47151077,0.00000000
-5.94597299,3.59840392,0.15540698,0.00000000,0.81748277,2.81313545,0.44991409,0.00000000
-5.93996998,3.43427282,0.14959346,0.00000000,0.76515572,2.68175904,0.43110591,0.00000000
-5.93396698,3.29036812,0.14448803,0.00000000,0.71581983,2.56651665,0.41520127,0.00000000
-5.92796398,3.16787949,0.14014540,0.00000000,0.66991403,2.46836820,0.40226199,0.00000000
-5.92196098,3.06763548,0.13660179,0.00000000,0.62778936,2.38800255,0.39229646,0.00000000
-5.91595798,2.99010231,0.13387453,0.00000000,0.58970539,2.32583722,0.38526080,0.00000000
-5.90995498,2.93539442,0.13196251,0.00000000,0.55582966,2.28202731,0.38106168,0.00000000
-5.90395198,2.90329600,0.13084711,0.00000000,0.52624009,2.25648254,0.37956038,0.00000000
-5.89794897,2.89329191,0.13049375,0.00000000,0.50092968,2.24889144,0.38057807,0.00000000
-5.89194597,2.90460647,0.13085388,0.00000000,0.47981336,2.25875122,0.38390213,0.00000000
-5.88594297,2.93624782,0.13186721,0.00000000,0.46273655,2.28540161,0.38929312,0.00000000
-5.87993997,2.98705593,0.13346429,0.00000000,0.44948479,2.32806094,0.39649235,0.00000000
-5.87393697,3.05575165,0.13556913,0.00000000,0.43979424,2.38586255,0.40522971,0.00000000
-5.86793397,3.14098463,0.13810175,0.00000000,0.43336253,2.45788961,0.41523140,0.00000000
-5.86193097,3.24137780,0.14098073,0.00000000,0.42985946,2.54320665,0.42622737,0.00000000
-5.85592796,3.35556622,0.14412550,0.00000000,0.42893745,2.64088605,0.43795826,0.00000000
-5.84992496,3.48222867,0.14745835,0.00000000,0.43024118,2.75002824,0.45018145,0.00000000
-5.84392196,3.62011052,0.15090613,0.00000000,0.43341631,2.86977455,0.46267607,0.00000000
-5.83791896,3.76803692,0.15440159,0.00000000,0.43811707,2.99931212,0.47524689,0.00000000
-5.83191596,3.92491593,0.15788436,0.00000000,0.44401256,3.13787076,0.48772682,0.00000000
-5.82591296,4.08973199,0.16130146,0.00000000,0.45079169,3.28471209,0.49997804,0.00000000
-5.81990995,4.26153021,0.16460759,0.00000000,0.45816682,3.43911196,0.51189177,0.00000000
-5.81390695,4.43939330,0.16776499,0.00000000,0.46587601,3.60033735,0.52338673,0.00000000
-5.80790395,4.62241268,0.17074309,0.00000000,0.47368418,3.76761968,0.53440640,0.00000000
-5.80190095,4.80965652,0.17351789,0.00000000,0.48138312,3.94012664,0.54491532,0.00000000
-5.79589795,5.00013707,0.17607129,0.00000000,0.48879072,4.11693491,0.55489470,0.00000000
-5.78989495,5.19278045,0.17839017,0.00000000,0.49574951,4.29700619,0.56433749,0.00000000
-5.78389195,5.38640151,0.18046567,0.00000000,0.50212479,4.47916913,0.57324338,0.00000000
-5.77788894,5.57968652,0.18229225,0.00000000,0.50780256,4.66210916,0.58161395,0.00000000
-5.77188594,5.77118599,0.18386707,0.00000000,0.51268745,4.84436815,0.58944823,0.00000000
-5.76588294,5.95931915,0.18518931,0.00000000,0.51670090,5.02435520,0.59673906,0.00000000
-5.75987994,6.14239128,0.18625977,0.00000000,0.51977957,5.20036911,0.60347032,0.00000000
-5.75387694,6.31862400,0.18708056,0.00000000,0.52187429,5.37063257,0.60961529,0.00000000
-5.74787394,6.48619771,0.18765494,0.00000000,0.52294945,5.53333714,0.61513613,0.00000000
-5.74187094,6.64330489,0.18798739,0.00000000,0.52298290,5.68669730,0.61998463,0.00000000
