energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.74787394,1.39019193,0.18802814,0.00323630,0.13887261,0.69555113,0.50850223,0.01016776,0.49287360
-5.74187094,1.45360611,0.19562468,0.00329529,0.14480733,0.73849845,0.52868810,0.01111334,0.51772973
-5.73586793,1.52707919,0.20382677,0.00336737,0.15271623,0.78602251,0.55262516,0.01215933,0.54494622
-5.72986493,1.61028223,0.21252991,0.00345311,0.16258571,0.83794556,0.58027067,0.01330163,0.57437532
-5.72386193,1.70284078,0.22163998,0.00355311,0.17438058,0.89408437,0.61156228,0.01453444,0.60587455
-5.71785893,1.80433326,0.23107567,0.00366794,0.18804300,0.95424870,0.64641702,0.01585024,0.63930703
-5.71185593,1.91428725,0.24077016,0.00379814,0.20349162,1.01823821,0.68472962,0.01723973,0.67454063
-5.70585293,2.03217395,0.25067162,0.00394428,0.22062113,1.08583810,0.72637006,0.01869182,0.71144587
-5.69984992,2.15740115,0.26074290,0.00410685,0.23930209,1.15681341,0.77118052,0.02019368,0.74989262
-5.69384692,2.28930510,0.27096007,0.00428630,0.25938128,1.23090240,0.81897183,0.02173090,0.78974575
-5.68784392,2.42714194,0.28131009,0.00448298,0.28068252,1.30780921,0.86951978,0.02328757,0.83085998
-5.68184092,2.57007931,0.29178772,0.00469705,0.30300809,1.38719613,0.92256140,0.02484656,0.87307407
-5.67583792,2.71718897,0.30239173,0.00492850,0.32614069,1.46867605,0.97779162,0.02638971,0.91620482
-5.66983492,2.86744122,0.31312076,0.00517700,0.34984600,1.55180546,1.03486067,0.02789819,0.96004122
-5.66383192,3.01970195,0.32396893,0.00544194,0.37387587,1.63607851,1.09337256,0.02935276,1.00433909
-5.65782891,3.17273307,0.33492161,0.00572228,0.39797192,1.72092275,1.15288488,0.03073418,1.04881670
-5.65182591,3.32519700,0.34595154,0.00601657,0.42186972,1.80569686,1.21291035,0.03202359,1.09315173
-5.64582291,3.47566575,0.35701545,0.00632291,0.44530331,1.88969099,1.27292025,0.03320282,1.13697992
-5.63981991,3.62263494,0.36805160,0.00663890,0.46801002,1.97212989,1.33235000,0.03425486,1.17989576
-5.63381691,3.76454289,0.37897831,0.00696167,0.48973541,2.05217932,1.39060678,0.03516417,1.22145535
-5.62781391,3.89979467,0.38969352,0.00728791,0.51023837,2.12895554,1.44707935,0.03591702,1.26118162
-5.62181091,4.02679081,0.40007572,0.00761388,0.52929603,2.20153832,1.50114987,0.03650183,1.29857183
-5.61580790,4.14395995,0.40998590,0.00793551,0.54670852,2.26898688,1.55220733,0.03690941,1.33310733
-5.60980490,4.24979475,0.41927077,0.00824845,0.56230341,2.33035879,1.59966248,0.03713317,1.36426525
-5.60380190,4.34288982,0.42776699,0.00854820,0.57593967,2.38473118,1.64296361,0.03716929,1.39153180
-5.59779890,4.42198061,0.43530621,0.00883019,0.58751112,2.43122380,1.68161281,0.03701681,1.41441673
-5.59179590,4.48598169,0.44172079,0.00908990,0.59694921,2.46902308,1.71518196,0.03667767,1.43246839
-5.58579290,4.53402318,0.44684985,0.00932299,0.60422514,2.49740646,1.74332800,0.03615669,1.44528882
-5.57978989,4.56548367,0.45054542,0.00952539,0.60935112,2.51576616,1.76580675,0.03546143,1.45254820
-5.57378689,4.58001830,0.45267849,0.00969345,0.61238090,2.52363127,1.78248469,0.03460211,1.45399809
-5.56778389,4.57758063,0.45314447,0.00982398,0.61340938,2.52068753,1.79334816,0.03359131,1.44948274
-5.56178089,4.55843729,0.45186808,0.00991438,0.61257140,2.50679370,1.79850937,0.03244379,1.43894815
-5.55577789,4.52317424,0.44880723,0.00996266,0.61003959,2.48199398,1.79820902,0.03117614,1.42244814
-5.54977489,4.47269430,0.44395589,0.00996752,0.60602144,2.44652571,1.79281500,0.02980644,1.40014740
-5.54377189,4.40820546,0.43734572,0.00992834,0.60075548,2.40082194,1.78281722,0.02835392,1.37232112
-5.53776888,4.33120002,0.42904642,0.00984520,0.59450672,2.34550863,1.76881838,0.02683854,1.33935117
-5.53176588,4.24342496,0.41916491,0.00971888,0.58756134,2.28139649,1.75152100,0.02528067,1.30171905
-5.52576288,4.14684436,0.40784320,0.00955079,0.58022077,2.20946750,1.73171085,0.02370065,1.25999564
-5.51975988,4.04359476,0.39525521,0.00934296,0.57279518,2.13085658,1.71023725,0.02211846,1.21482835
-5.51375688,3.93593488,0.38160255,0.00909796,0.56559672,2.04682910,1.68799087,0.02055342,1.16692587
-5.50775388,3.82619136,0.36710965,0.00881884,0.55893231,1.95875476,1.66587967,0.01902382,1.11704139
-5.50175088,3.71670213,0.35201809,0.00850906,0.55309646,1.86807895,1.64480375,0.01754674,1.06595466
-5.49574787,3.60975930,0.33658075,0.00817242,0.54836418,1.77629244,1.62562987,0.01613781,1.01445369
-5.48974487,3.50755357,0.32105568,0.00781297,0.54498413,1.68490047,1.60916670,0.01481106,0.96331670
-5.48374187,3.41212177,0.30569999,0.00743494,0.54317224,1.59539222,1.59614142,0.01357883,0.91329489
-5.47773887,3.32529940,0.29076411,0.00704266,0.54310607,1.50921163,1.58717864,0.01245170,0.86509670
-5.47173587,3.24867960,0.27648627,0.00664049,0.54492001,1.42773034,1.58278238,0.01143852,0.81937390
-5.46573287,3.18357980,0.26308771,0.00623276,0.54870142,1.35222352,1.58332162,0.01054640,0.77670997
-5.45972986,3.13101688,0.25076838,0.00582369,0.55448808,1.28384898,1.58902010,0.00978086,0.73761098
-5.45372686,3.09169163,0.23970352,0.00541734,0.56226684,1.22363007,1.59995062,0.00914588,0.70249911
-5.44772386,3.06598256,0.23004088,0.00501758,0.57197363,1.17244227,1.61603403,0.00864404,0.67170882
-5.44172086,3.05394898,0.22189883,0.00462798,0.58349482,1.13100368,1.63704299,0.00827669,0.64548564
-5.43571786,3.05534294,0.21536516,0.00425186,0.59666997,1.09986904,1.66261024,0.00804407,0.62398722
-5.42971486,3.06962920,0.21049665,0.00389216,0.61129580,1.07942708,1.69224110,0.00794545,0.60728661
-5.42371186,3.09601212,0.20731931,0.00355148,0.62713135,1.06990074,1.72532970,0.00797929,0.59537721
-5.41770885,3.13346838,0.20582916,0.00323206,0.64390408,1.07134985,1.76117826,0.00814329,0.58817917
-5.41170585,3.18078391,0.20599357,0.00293570,0.66131675,1.08367584,1.79901874,0.00843457,0.58554678
-5.40570285,3.23659370,0.20775303,0.00266386,0.67905490,1.10662800,1.83803597,0.00884964,0.58727648
-5.39969985,3.29942288,0.21102318,0.00241757,0.69679455,1.13981102,1.87739147,0.00938451,0.59311522
-5.39369685,3.36772765,0.21569729,0.00219751,0.71421004,1.18269347,1.91624705,0.01003466,0.60276864
-5.38769385,3.43993469,0.22164872,0.00200397,0.73098157,1.23461713,1.95378731,0.01079506,0.61590908
-5.38169085,3.51447781,0.22873372,0.00183694,0.74680235,1.29480691,1.98924038,0.01166009,0.63218302
-5.37568784,3.58983099,0.23679425,0.00169608,0.76138510,1.36238156,2.02189616,0.01262354,0.65121780
-5.36968484,3.66453682,0.24566088,0.00158078,0.77446769,1.43636511,2.05112151,0.01367853,0.67262767
-5.36368184,3.73723005,0.25515575,0.00149022,0.78581786,1.51569918,2.07637204,0.01481745,0.69601904
-5.35767884,3.80665588,0.26509552,0.00142334,0.79523680,1.59925629,2.09720018,0.01603189,0.72099499
-5.35167584,3.87168299,0.27529436,0.00137896,0.80256171,1.68585425,2.11325968,0.01731260,0.74715907
-5.34567284,3.93131157,0.28556691,0.00135577,0.80766722,1.77427179,2.12430629,0.01864945,0.77411854
-5.33966983,3.98467677,0.29573118,0.00135236,0.81046575,1.86326529,2.13019523,0.02003143,0.80148721
-5.33366683,4.03104813,0.30561136,0.00136728,0.81090694,1.95158669,2.13087560,0.02144663,0.82888786
-5.32766383,4.06982584,0.31504061,0.00139906,0.80897615,2.03800231,2.12638233,0.02288230,0.85595456
-5.32166083,4.10053436,0.32386355,0.00144622,0.80469238,2.12131238,2.11682624,0.02432494,0.88233486
-5.31565783,4.12281458,0.33193872,0.00150732,0.79810552,2.20037088,2.10238285,0.02576039,0.90769211
-5.30965483,4.13641502,0.33914068,0.00158097,0.78929326,2.27410534,2.08328053,0.02717398,0.93170780
-5.30365183,4.14118301,0.34536183,0.00166581,0.77835785,2.34153603,2.05978869,0.02855071,0.95408415
-5.29764882,4.13705639,0.35051397,0.00176058,0.76542265,2.40179414,2.03220652,0.02987548,0.97454689
-5.29164582,4.12405629,0.35452935,0.00186408,0.75062883,2.45413828,2.00085285,0.03113331,0.99284819
-5.28564282,4.10228130,0.35736144,0.00197522,0.73413222,2.49796891,1.96605734,0.03230960,1.00876972
-5.27963982,4.07190326,0.35898513,0.00209297,0.71610039,2.53284020,1.92815348,0.03339043,1.02212580
-5.27363682,4.03316456,0.35939659,0.00221643,0.69671002,2.55846882,1.88747337,0.03436283,1.03276642
-5.26763382,3.98637692,0.35861263,0.00234477,0.67614456,2.57473947,1.84434434,0.03521505,1.04058009
-5.26163082,3.93192120,0.35666966,0.00247727,0.65459226,2.58170680,1.79908729,0.03593690,1.04549632
-5.25562781,3.87024791,0.35362222,0.00261329,0.63224444,2.57959365,1.75201653,0.03651991,1.04748753
-5.24962481,3.80187780,0.34954123,0.00275228,0.60929397,2.56878559,1.70344076,0.03695763,1.04657036
-5.24362181,3.72740203,0.34451187,0.00289380,0.58593403,2.54982183,1.65366492,0.03724579,1.04280605
-5.23761881,3.64748140,0.33863130,0.00303744,0.56235687,2.52338276,1.60299246,0.03738244,1.03629993
-5.23161581,3.56284405,0.33200613,0.00318288,0.53875275,2.49027444,1.55172764,0.03736800,1.02719981
-5.22561281,3.47428141,0.32474988,0.00332983,0.51530887,2.45141050,1.50017756,0.03720534,1.01569335
-5.21960980,3.38264193,0.31698032,0.00347805,0.49220826,2.40779193,1.44865363,0.03689967,1.00200424
-5.21360680,3.28882283,0.30881700,0.00362727,0.46962875,2.36048542,1.39747220,0.03645850,0.98638751
-5.20760380,3.19375960,0.30037872,0.00377723,0.44774176,2.31060090,1.34695440,0.03589141,0.96912386
-5.20160080,3.09841393,0.29178137,0.00392762,0.42671126,2.25926898,1.29742494,0.03520987,0.95051338
-5.19559780,3.00376022,0.28313588,0.00407808,0.40669259,2.20761895,1.24921024,0.03442694,0.93086880
-5.18959480,2.91077142,0.27454656,0.00422812,0.38783152,2.15675809,1.20263578,0.03355698,0.91050857
-5.18359180,2.82040484,0.26610972,0.00437721,0.37026322,2.10775285,1.15802306,0.03261531,0.88975009
-5.17758879,2.73358862,0.25791275,0.00452464,0.35411158,2.06161238,1.11568639,0.03161789,0.86890340
-5.17158579,2.65120947,0.25003356,0.00466963,0.33948859,2.01927491,1.07592968,0.03058094,0.84826557
-5.16558279,2.57410244,0.24254041,0.00481123,0.32649400,1.98159714,1.03904365,0.02952064,0.82811606
-5.15957979,2.50304293,0.23549215,0.00494842,0.31521518,1.94934675,1.00530348,0.02845285,0.80871322
-5.15357679,2.43874133,0.22893880,0.00508006,0.30572720,1.92319794,0.97496709,0.02739283,0.79029211
-5.14757379,2.38184018,0.22292246,0.00520494,0.29809309,1.90372973,0.94827414,0.02635506,0.77306352
-5.14157079,2.33291381,0.21747837,0.00532181,0.29236419,1.89142651,0.92544554,0.02535303,0.75721426
-5.13556778,2.29246973,0.21263617,0.00542944,0.28858056,1.88668052,0.90668351,0.02439917,0.74290848
-5.12956478,2.26095144,0.20842112,0.00552662,0.28677135,1.88979521,0.89217175,0.02350476,0.73028984
-5.12356178,2.23874164,0.20485527,0.00561223,0.28695499,1.90098922,0.88207569,0.02267993,0.71948416
-5.11755878,2.22616516,0.20195846,0.00568528,0.28913918,1.92039996,0.87654223,0.02193360,0.71060228
-5.11155578,2.22349060,0.19974893,0.00574493,0.29332056,1.94808632,0.87569887,0.02127357,0.70374280
-5.10555278,2.23093014,0.19824367,0.00579055,0.29948400,1.98402998,0.87965192,0.02070650,0.69899423
-5.09954977,2.24863677,0.19745822,0.00582169,0.30760155,2.02813501,0.88848352,0.02023798,0.69643644
-5.09354677,2.27669866,0.19740609,0.00583814,0.31763089,2.08022563,0.90224752,0.01987252,0.69614108
-5.08754377,2.31513073,0.19809763,0.00583993,0.32951359,2.14004225,0.92096413,0.01961356,0.69817088
-5.08154077,2.36386353,0.19953859,0.00582726,0.34317306,2.20723613,0.94461360,0.01946346,0.70257779
-5.07553777,2.42273016,0.20172823,0.00580056,0.35851239,2.28136335,0.97312927,0.01942348,0.70940002
-5.06953477,2.49145212,0.20465733,0.00576042,0.37541225,2.36187867,1.00639037,0.01949367,0.71865827
-5.06353177,2.56962521,0.20830602,0.00570756,0.39372913,2.44813037,1.04421510,0.01967282,0.73035124
-5.05752876,2.65670680,0.21264179,0.00564282,0.41329395,2.53935702,1.08635465,0.01995841,0.74445106
-5.05152576,2.75200594,0.21761776,0.00556708,0.43391138,2.63468697,1.13248882,0.02034648,0.76089870
-5.04552276,2.85467755,0.22317138,0.00548126,0.45536006,2.73314173,1.18222364,0.02083161,0.77960003
-5.03951976,2.96372191,0.22922372,0.00538632,0.47739380,2.83364365,1.23509178,0.02140683,0.80042289
-5.03351676,3.07799046,0.23567958,0.00528316,0.49974394,2.93502849,1.29055585,0.02206369,0.82319537
-5.02751376,3.19619844,0.24242830,0.00517267,0.52212292,3.03606300,1.34801506,0.02279225,0.84770573
-5.02151076,3.31694446,0.24934554,0.00505572,0.54422900,3.13546716,1.40681504,0.02358122,0.87370407
-5.01550775,3.43873678,0.25629590,0.00493314,0.56575211,3.23194070,1.46626079,0.02441805,0.90090577
-5.00950475,3.56002552,0.26313629,0.00480576,0.58638061,3.32419272,1.52563224,0.02528923,0.92899664
-5.00350175,3.67923941,0.26971999,0.00467440,0.60580873,3.41097331,1.58420187,0.02618047,0.95763962
-4.99749875,3.79482573,0.27590126,0.00453992,0.62374450,3.49110574,1.64125354,0.02707705,0.98648266
-4.99149575,3.90529123,0.28154011,0.00440324,0.63991763,3.56351733,1.69610169,0.02796411,1.01516740
-4.98549275,4.00924218,0.28650732,0.00426537,0.65408723,3.62726771,1.74810989,0.02882706,1.04333815
-4.97948974,4.10542138,0.29068904,0.00412742,0.66604873,3.68157255,1.79670778,0.02965187,1.07065082
-4.97348674,4.19274004,0.29399113,0.00399063,0.67563991,3.72582159,1.84140544,0.03042544,1.09678110
-4.96748374,4.27030297,0.29634266,0.00385638,0.68274555,3.75958987,1.88180446,0.03113592,1.12143157
-4.96148074,4.33742555,0.29769864,0.00372619,0.68730049,3.78264143,1.91760510,0.03177292,1.14433739
-4.95547774,4.39364173,0.29804167,0.00360171,0.68929099,3.79492528,1.94860905,0.03232777,1.16527022
-4.94947474,4.43870266,0.29738236,0.00348471,0.68875423,3.79656400,1.97471783,0.03279360,1.18404023
-4.94347174,4.47256618,0.29575873,0.00337704,0.68577604,3.78783555,1.99592690,0.03316545,1.20049632
-4.93746873,4.49537809,0.29323425,0.00328059,0.68048692,3.76914967,2.01231588,0.03344023,1.21452443
-4.93146573,4.50744642,0.28989496,0.00319724,0.67305652,3.74102028,2.02403559,0.03361667,1.22604437
-4.92546273,4.50921053,0.28584553,0.00312883,0.66368699,3.70403566,2.03129273,0.03369516,1.23500547
-4.91945973,4.50120696,0.28120469,0.00307705,0.65260541,3.65882841,2.03433316,0.03367756,1.24138148
-4.91345673,4.48403446,0.27610004,0.00304340,0.64005576,3.60604706,2.03342496,0.03356696,1.24516508
-4.90745373,4.45832021,0.27066272,0.00302915,0.62629071,3.54633097,2.02884207,0.03336748,1.24636266
-4.90145073,4.42468930,0.26502198,0.00303523,0.61156382,3.48029017,2.02084980,0.03308395,1.24498978
-4.89544772,4.38373941,0.25930016,0.00306222,0.59612221,3.40849102,2.00969279,0.03272173,1.24106751
-4.88944472,4.33602186,0.25360810,0.00311027,0.58020026,3.33144854,1.99558619,0.03228642,1.23462030
-4.88344172,4.28203006,0.24804133,0.00317908,0.56401441,3.24962531,1.97871044,0.03178373,1.22567526
-4.87743872,4.22219556,0.24267717,0.00326787,0.54775924,3.16343680,1.95920983,0.03121933,1.21426312
-4.87143572,4.15689172,0.23757283,0.00337537,0.53160489,3.07326226,1.93719469,0.03059872,1.20042074
-4.86543272,4.08644411,0.23276465,0.00349986,0.51569584,2.97945992,1.91274694,0.02992724,1.18419500
-4.85942971,4.01114667,0.22826835,0.00363915,0.50015093,2.88238517,1.88592846,0.02921007,1.16564778
-4.85342671,3.93128208,0.22408041,0.00379064,0.48506445,2.78241005,1.85679150,0.02845225,1.14486175
-4.84742371,3.84714478,0.22018027,0.00395141,0.47050821,2.67994240,1.82539045,0.02765878,1.12194641
-4.84142071,3.75906475,0.21653345,0.00411825,0.45653418,2.57544317,1.79179403,0.02683475,1.09704404
-4.83541771,3.66743036,0.21309516,0.00428779,0.44317775,2.46944046,1.75609711,0.02598541,1.07033507
-4.82941471,3.57270879,0.20981432,0.00445658,0.43046108,2.36253929,1.71843137,0.02511629,1.04204248
-4.82341171,3.47546241,0.20663784,0.00462120,0.41839656,2.25542635,1.67897413,0.02423332,1.01243484
-4.81740870,3.37636028,0.20351473,0.00477840,0.40699010,2.14886932,1.63795489,0.02334286,0.98182771
-4.81140570,3.27618389,0.20040007,0.00492516,0.39624413,2.04371093,1.59565908,0.02245174,0.95058324
-4.80540270,3.17582680,0.19725847,0.00505885,0.38616015,1.94085786,1.55242897,0.02156722,0.91910776
-4.79939970,3.07628808,0.19406693,0.00517729,0.37674089,1.84126541,1.50866164,0.02069696,0.88784750
-4.79339670,2.97865985,0.19081704,0.00527884,0.36799189,1.74591859,1.46480409,0.01984886,0.85728236
-4.78739370,2.88410939,0.18751629,0.00536247,0.35992256,1.65581064,1.42134577,0.01903095,0.82791788
-4.78139070,2.79385653,0.18418856,0.00542780,0.35254675,1.57192008,1.37880889,0.01825117,0.80027579
-4.77538769,2.70914713,0.18087377,0.00547510,0.34588277,1.49518727,1.33773678,0.01751714,0.77488310
-4.76938469,2.63122361,0.17762666,0.00550531,0.33995303,1.42649130,1.29868088,0.01683594,0.75226028
-4.76338169,2.56129349,0.17451486,0.00551996,0.33478314,1.36662820,1.26218676,0.01621383,0.73290874
-4.75737869,2.50049682,0.17161634,0.00552116,0.33040076,1.31629080,1.22877956,0.01565606,0.71729789
-4.75137569,2.44987357,0.16901622,0.00551148,0.32683400,1.27605096,1.19894940,0.01516658,0.70585220
-4.74537269,2.41033173,0.16680338,0.00549385,0.32410957,1.24634434,1.17313709,0.01474793,0.69893855
-4.73936968,2.38261709,0.16506665,0.00547146,0.32225069,1.22745781,1.15172058,0.01440101,0.69685426
-4.73336668,2.36728545,0.16389109,0.00544763,0.32127479,1.21951973,1.13500245,0.01412505,0.69981607
-4.72736368,2.36467811,0.16335429,0.00542566,0.32119118,1.22249298,1.12319886,0.01391754,0.70795047
-4.72136068,2.37490141,0.16352292,0.00540872,0.32199857,1.23617075,1.11643029,0.01377426,0.72128567
-4.71535768,2.39781099,0.16444961,0.00539973,0.32368274,1.26017516,1.11471427,0.01368938,0.73974557
-4.70935468,2.43300154,0.16617039,0.00540122,0.32621442,1.29395863,1.11796046,0.01365561,0.76314594
-4.70335168,2.47980276,0.16870269,0.00541532,0.32954738,1.33680826,1.12596841,0.01366438,0.79119328
-4.69734867,2.53728193,0.17204393,0.00544361,0.33361700,1.38785312,1.13842807,0.01370613,0.82348629
-4.69134567,2.60425374,0.17617094,0.00548714,0.33833934,1.44607477,1.15492328,0.01377062,0.85952048
-4.68534267,2.67929755,0.18104004,0.00554642,0.34361093,1.51032112,1.17493844,0.01384722,0.89869574
-4.67933967,2.76078222,0.18658784,0.00562141,0.34930921,1.57932370,1.19786822,0.01392530,0.94032701
-4.67333667,2.84689838,0.19273284,0.00571159,0.35529379,1.65171831,1.22303039,0.01399457,0.98365803
-4.66733367,2.93569764,0.19937759,0.00581605,0.36140858,1.72606914,1.24968147,0.01404542,1.02787783
-4.66133067,3.02513816,0.20641153,0.00593355,0.36748466,1.80089593,1.27703496,0.01406928,1.07213979
-4.65532766,3.11313526,0.21371426,0.00606268,0.37334396,1.87470379,1.30428170,0.01405884,1.11558267
-4.64932466,3.19761604,0.22115925,0.00620193,0.37880356,1.94601524,1.33061185,0.01400838,1.15735325
-4.64332166,3.27657615,0.22861777,0.00634988,0.38368050,2.01340336,1.35523776,0.01391391,1.19662973
-4.63731866,3.34813694,0.23596295,0.00650527,0.38779696,2.07552546,1.37741710,0.01377333,1.23264523
-4.63131566,3.41060108,0.24307386,0.00666718,0.39098548,2.13115585,1.39647533,0.01358649,1.26471062
-4.62531266,3.46250445,0.24983931,0.00683510,0.39309420,2.17921681,1.41182684,0.01335518,1.29223572
-4.61930965,3.50266227,0.25616140,0.00700900,0.39399169,2.21880636,1.42299377,0.01308312,1.31474814
-4.61330665,3.53020771,0.26195863,0.00718946,0.39357122,2.24922185,1.42962186,0.01277581,1.33190893
-4.60730365,3.54462103,0.26716837,0.00737763,0.39175443,2.26997817,1.43149265,0.01244035,1.34352442
-4.60130065,3.54574808,0.27174865,0.00757528,0.38849386,2.28081983,1.42853137,0.01208525,1.34955353
-4.59529765,3.53380703,0.27567925,0.00778475,0.38377467,2.28172617,1.42081026,0.01172017,1.35011026
-4.58929465,3.50938280,0.27896189,0.00800890,0.37761509,2.27290937,1.40854697,0.01135558,1.34546106
-4.58329165,3.47340915,0.28161969,0.00825100,0.37006580,2.25480516,1.39209801,0.01100253,1.33601707
-4.57728864,3.42713884,0.28369575,0.00851462,0.36120822,2.22805646,1.37194752,0.01067227,1.32232129
-4.57128564,3.37210272,0.28525099,0.00880346,0.35115170,2.19349050,1.34869151,0.01037596,1.30503117
-4.56528264,3.31005922,0.28636134,0.00912120,0.34002989,2.15209022,1.32301827,0.01012433,1.28489705
-4.55927964,3.24293585,0.28711432,0.00947133,0.32799637,2.10496098,1.29568552,0.00992739,1.26273724
-4.55327664,3.17276488,0.28760520,0.00985688,0.31521973,2.05329393,1.26749510,0.00979414,1.23941050
-4.54727364,3.10161550,0.28793288,0.01028032,0.30187834,1.99832734,1.23926621,0.00973228,1.21578702
-4.54127064,3.03152477,0.28819558,0.01074328,0.28815507,1.94130737,1.21180793,0.00974802,1.19271878
-4.53526763,2.96443008,0.28848665,0.01124641,0.27423201,1.88344973,1.18589228,0.00984583,1.17101050
-4.52926463,2.90210519,0.28889049,0.01178919,0.26028564,1.82590363,1.16222845,0.01002832,1.15139207
-4.52326163,2.84610248,0.28947889,0.01236983,0.24648240,1.76971926,1.14143943,0.01029608,1.13449359
-4.51725863,2.79770314,0.29030783,0.01298510,0.23297485,1.71581994,1.12404157,0.01064757,1.12082394
-4.51125563,2.75787730,0.29141493,0.01363032,0.21989860,1.66497970,1.11042796,0.01107916,1.11075358
-4.50525263,2.72725519,0.29281756,0.01429934,0.20737000,1.61780710,1.10085616,0.01158508,1.10450224
-4.49924962,2.70611058,0.29451182,0.01498453,0.19548459,1.57473539,1.09544064,0.01215750,1.10213207
-4.49324662,2.69435681,0.29647233,0.01567689,0.18431638,1.53601944,1.09415025,0.01278664,1.10354643
