energy_ev,total_up,Mo_p_up,Mo_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-6.00000000,0.84733936,0.48171878,0.39453398,0.03964347,0.00056994,0.00282084,0.54098778
-5.99399700,0.85405547,0.51119195,0.37451647,0.04454957,0.00056523,0.00321866,0.53866262
-5.98799400,0.87791917,0.54856082,0.36365065,0.05001830,0.00057155,0.00368580,0.54767104
-5.98199100,0.91858047,0.59355253,0.36166788,0.05604769,0.00058875,0.00422776,0.56776601
-5.97598799,0.97561164,0.64582410,0.36828318,0.06262849,0.00061659,0.00484989,0.59865657
-5.96998499,1.04851426,0.70496433,0.38320219,0.06974376,0.00065480,0.00555731,0.64001326
-5.96398199,1.13672128,0.77049562,0.40612418,0.07736868,0.00070301,0.00635472,0.69146958
-5.95797899,1.23959412,0.84187557,0.43674105,0.08547043,0.00076082,0.00724624,0.75261996
-5.95197599,1.35641552,0.91849866,0.47473291,0.09400815,0.00082778,0.00823514,0.82301452
-5.94597299,1.48637900,0.99969838,0.51976065,0.10293311,0.00090336,0.00932363,0.90215120
-5.93996998,1.62857591,1.08474973,0.57145621,0.11218890,0.00098698,0.01051262,0.98946611
-5.93396698,1.78198142,1.17287262,0.62941160,0.12171180,0.00107796,0.01180141,1.08432296
-5.92796398,1.94544081,1.26323612,0.69316732,0.13143130,0.00117558,0.01318751,1.18600258
-5.92196098,2.11765770,1.35496403,0.76220144,0.14127070,0.00127902,0.01466633,1.29369371
-5.91595798,2.29718578,1.44714167,0.83592032,0.15114790,0.00138735,0.01623104,1.40648601
-5.90995498,2.48242557,1.53882441,0.91365185,0.16097627,0.00149957,0.01787240,1.52336671
-5.90395198,2.67162788,1.62904794,0.99464240,0.17066577,0.00161461,0.01957872,1.64322161
-5.89794897,2.86290519,1.71684050,1.07805809,0.18012420,0.00173130,0.02133582,1.76484162
-5.89194597,3.05425189,1.80123718,1.16299114,0.18925863,0.00184840,0.02312721,1.88693529
-5.88594297,3.24357417,1.88129630,1.24847163,0.19797704,0.00196464,0.02493426,2.00814805
-5.87993997,3.42872962,1.95611786,1.33348486,0.20619018,0.00207873,0.02673655,2.12708786
-5.87393697,3.60757606,2.02486377,1.41699402,0.21381357,0.00218937,0.02851234,2.24235735
-5.86793397,3.77802853,2.08677952,1.49796768,0.22076963,0.00229532,0.03023906,2.35259142
-5.86193097,3.93812275,2.14121673,1.57541123,0.22698999,0.00239543,0.03189401,2.45649925
-5.85592796,4.08608271,2.18765594,1.64840096,0.23241772,0.00248866,0.03345505,2.55290918
-5.84992496,4.22038934,2.22572845,1.71611933,0.23700959,0.00257414,0.03490132,2.64081431
-5.84392196,4.33984692,2.25523656,1.77788971,0.24073808,0.00265120,0.03621404,2.71941678
-5.83791896,4.44364359,2.27617063,1.83320860,0.24359317,0.00271944,0.03737724,2.78816814
-5.83191596,4.53140214,2.28872208,1.88177354,0.24558368,0.00277868,0.03837840,2.84680331
-5.82591296,4.60321734,2.29329093,1.92350475,0.24673804,0.00282907,0.03920907,2.89536581
-5.81990995,4.65967670,2.29048693,1.95855881,0.24710448,0.00287103,0.03986525,2.93422199
-5.81390695,4.70186183,2.28112345,1.98733316,0.24675042,0.00290529,0.04034765,2.96406267
-5.80790395,4.73132861,2.26620336,2.01046029,0.24576104,0.00293284,0.04066183,2.98589078
-5.80190095,4.75006551,2.24689699,2.02879113,0.24423709,0.00295493,0.04081799,3.00099465
-5.79589795,4.76043014,2.22451201,2.04336795,0.24229186,0.00297299,0.04083068,3.01090718
-5.78989495,4.76506586,2.20045614,2.05538715,0.24004735,0.00298860,0.04071824,3.01735171
-5.78389195,4.76680104,2.17619365,2.06615333,0.23762994,0.00300343,0.04050208,3.02217670
-5.77788894,4.76853501,2.15319712,2.07702634,0.23516552,0.00301912,0.04020581,3.02728145
-5.77188594,4.77311553,2.13289642,2.08936366,0.23277441,0.00303726,0.03985425,3.03453633
-5.76588294,4.78321332,2.11662704,2.10446057,0.23056628,0.00305927,0.03947238,3.04570088
-5.75987994,4.80119989,2.10558004,2.12349096,0.22863527,0.00308633,0.03908424,3.06234387
-5.75387694,4.82903458,2.10075620,2.14745181,0.22705566,0.00311933,0.03871188,3.08576936
-5.74787394,4.86816700,2.10292645,2.17711394,0.22587822,0.00315881,0.03837445,3.11695241
-5.74187094,4.91946002,2.11260093,2.21298188,0.22512755,0.00320488,0.03808729,3.15648820
-5.73586793,4.98313791,2.13000832,2.25526486,0.22480049,0.00325724,0.03786134,3.20455727
-5.72986493,5.05876278,2.15508680,2.30386066,0.22486583,0.00331517,0.03770265,3.26090913
-5.72386193,5.14524121,2.18748740,2.35835353,0.22526522,0.00337750,0.03761215,3.32486545
-5.71785893,5.24086141,2.22658993,2.41802633,0.22591544,0.00344270,0.03758566,3.39534308
-5.71185593,5.34335964,2.27153102,2.48188668,0.22671174,0.00350890,0.03761417,3.47089623
-5.70585293,5.45001298,2.32124305,2.54870610,0.22753238,0.00357396,0.03768424,3.54977585
-5.69984992,5.55775426,2.37450245,2.61707016,0.22824380,0.00363555,0.03777870,3.63000361
-5.69384692,5.66330371,2.42998487,2.68543758,0.22870657,0.00369125,0.03787744,3.70945707
-5.68784392,5.76331089,2.48632488,2.75220516,0.22878148,0.00373867,0.03795840,3.78596156
-5.68184092,5.85449995,2.54217701,2.81577561,0.22833576,0.00377548,0.03799851,3.85738475
-5.67583792,5.93381118,2.59627528,2.87462480,0.22724891,0.00379957,0.03797477,3.92172874
-5.66983492,5.99853174,2.64748810,2.92736513,0.22541810,0.00380912,0.03786526,3.97721545
-5.66383192,6.04640934,2.69486589,2.97280197,0.22276263,0.00380265,0.03765007,4.02236097
-5.65782891,6.07574339,2.73767886,3.00998028,0.21922758,0.00377908,0.03731214,4.05603514
-5.65182591,6.08544946,2.77544318,3.03821921,0.21478619,0.00373782,0.03683791,4.07750377
-5.64582291,6.07509422,2.80793422,3.05713313,0.20944117,0.00367873,0.03621791,4.08645137
-5.63981991,6.04489994,2.83518640,3.06663812,0.20322484,0.00360214,0.03544701,4.08298377
-5.63381691,5.99571887,2.85747969,3.06694388,0.19619806,0.00350887,0.03452461,4.06761080
-5.62781391,5.92897982,2.87531399,3.05853184,0.18844824,0.00340013,0.03345459,4.04121042
-5.62181091,5.84661045,2.88937286,3.04212080,0.18008650,0.00327753,0.03224507,4.00497674
-5.61580790,5.75094018,2.90047900,3.01862244,0.17124412,0.00314298,0.03090806,3.96035507
-5.60980490,5.64458962,2.90954430,2.98908922,0.16206861,0.00299863,0.02945892,3.90896804
-5.60380190,5.53035274,2.91751753,2.95465788,0.15271950,0.00284679,0.02791580,3.85253698
-5.59779890,5.41107869,2.92533298,2.91649181,0.14336416,0.00268988,0.02629896,3.79280323
-5.59179590,5.28955955,2.93386317,2.87572561,0.13417375,0.00253030,0.02463005,3.73145381
-5.58579290,5.16843000,2.94387867,2.83341504,0.12531949,0.00237041,0.02293147,3.67005545
-5.57978989,5.05008399,2.95601736,2.79049505,0.11696937,0.00221245,0.02122564,3.61000066
-5.57378689,4.93661234,2.97076509,2.74774823,0.10928533,0.00205848,0.01953448,3.55246836
-5.56778389,4.82976354,2.98844878,2.70578527,0.10242103,0.00191037,0.01787879,3.49840102
-5.56178089,4.73092913,3.00924216,2.66503817,0.09652007,0.00176974,0.01627792,3.44849890
-5.55577789,4.64115277,3.03318370,2.62576637,0.09171471,0.00163797,0.01474936,3.40323108
-5.54977489,4.56116134,3.06020509,2.58807492,0.08812495,0.00151617,0.01330856,3.36286180
-5.54377189,4.49141445,3.09016828,2.55194330,0.08585794,0.00140526,0.01196881,3.32748987
-5.53776888,4.43216832,3.12290811,2.51726262,0.08500753,0.00130589,0.01074123,3.29709783
-5.53176588,4.38354860,3.15827743,2.48387865,0.08565393,0.00121855,0.00963481,3.27160724
-5.52576288,4.34562654,3.19619114,2.45163763,0.08786330,0.00114355,0.00865656,3.25093592
-5.51975988,4.31849296,3.23666579,2.42043175,0.09168736,0.00108108,0.00781173,3.23505302
-5.51375688,4.30232422,3.27985147,2.39024111,0.09716272,0.00103125,0.00710398,3.22402783
-5.50775388,4.29743564,3.32605325,2.36116941,0.10431016,0.00099406,0.00653571,3.21806880
-5.50175088,4.30431803,3.37574004,2.33347077,0.11313372,0.00096953,0.00610823,3.21754975
-5.49574787,4.32365468,3.42953960,2.30756584,0.12361967,0.00095763,0.00582203,3.22302121
-5.48974487,4.35631705,3.48821918,2.28404582,0.13573546,0.00095833,0.00567702,3.23520557
-5.48374187,4.40333882,3.55265243,2.26366391,0.14942875,0.00097161,0.00567262,3.25497604
-5.47773887,4.46586954,3.62377385,2.24731433,0.16462648,0.00099746,0.00580796,3.28332001
-5.47173587,4.54511004,3.70252310,2.23599973,0.18123434,0.00103586,0.00608187,3.32128881
-5.46573287,4.64223313,3.78978207,2.23078875,0.19913644,0.00108677,0.00649292,3.36993634
-5.45972986,4.75829397,3.88630819,2.23276562,0.21819551,0.00115013,0.00703939,3.43025002
-5.45372686,4.89413514,3.99266778,2.24297453,0.23825360,0.00122578,0.00771909,3.50307773
-5.44772386,5.05029171,4.10917319,2.26236165,0.25913329,0.00131351,0.00852930,3.58905501
-5.44172086,5.22690197,4.23582761,2.29171772,0.28063946,0.00141295,0.00946649,3.68853653
-5.43571786,5.42362892,4.37228086,2.33162435,0.30256164,0.00152362,0.01052618,3.80153588
-5.42971486,5.63959747,4.51779913,2.38240685,0.32467687,0.00164484,0.01170267,3.92767731
-5.42371186,5.87335133,4.67125072,2.44409615,0.34675293,0.00177578,0.01298885,4.06616238
-5.41770885,6.12283284,4.83110934,2.51640204,0.36855196,0.00191537,0.01437596,4.21575402
-5.41170585,6.38538795,4.99547553,2.59869928,0.38983437,0.00206236,0.01585349,4.37477932
-5.40570285,6.65779720,5.16211573,2.69002780,0.41036278,0.00221530,0.01740901,4.54115195
-5.39969985,6.93633262,5.32851808,2.78910727,0.42990607,0.00237254,0.01902817,4.71241367
-5.39369685,7.21683926,5.49196286,2.89436598,0.44824329,0.00253229,0.02069473,4.88579402
-5.38769385,7.49483865,5.64960499,3.00398309,0.46516746,0.00269261,0.02239067,5.05828598
-5.38169085,7.76565095,5.79856560,3.11594282,0.48048902,0.00285149,0.02409643,5.22673505
-5.37568784,8.02453129,5.93602875,3.22809866,0.49403902,0.00300686,0.02579119,5.38793821
-5.36968484,8.26681516,6.05933991,3.33824495,0.50567190,0.00315667,0.02745330,5.53874900
-5.36368184,8.48806736,6.16610187,3.44419311,0.51526779,0.00329892,0.02906070,5.67618451
-5.35767884,8.68422868,6.25426450,3.54384936,0.52273443,0.00343175,0.03059150,5.79752991
-5.35167584,8.85175412,6.32220459,3.63529063,0.52800852,0.00355345,0.03202453,5.90043615
-5.34567284,8.98773715,6.36879234,3.71683541,0.53105660,0.00366253,0.03333993,5.98300687
-5.33966983,9.09001460,6.39344192,3.78710644,0.53187539,0.00375778,0.03451975,6.04387052
-5.33366683,9.15724738,6.39614352,3.84508230,0.53049162,0.00383828,0.03554849,6.08223467
-5.32766383,9.18897343,6.37747546,3.89013555,0.52696126,0.00390341,0.03641365,6.09791980
-5.32166083,9.18562994,6.33859543,3.92205545,0.52136827,0.00395291,0.03710608,6.09137096
-5.31565783,9.14854347,6.28121069,3.94105395,0.51382279,0.00398685,0.03762040,6.06364615
-5.30965483,9.07988761,6.20752798,3.94775447,0.50445885,0.00400561,0.03795517,6.01638179
-5.30365183,8.98260930,6.12018453,3.94316348,0.49343154,0.00400989,0.03811297,5.95173601
-5.29764882,8.86032640,6.02216243,3.92862614,0.48091386,0.00400065,0.03810044,5.87231178
-5.29164582,8.71720004,5.91668919,3.90576728,0.46709318,0.00397910,0.03792807,5.78106278
-5.28564282,8.55778677,5.80712812,3.87642061,0.45216743,0.00394660,0.03760995,5.68118540
-5.27963982,8.38687625,5.69686229,3.84254871,0.43634120,0.00390470,0.03716342,5.57600124
-5.27363682,8.20932100,5.58917656,3.80615757,0.41982176,0.00385497,0.03660861,5.46883471
-5.26763382,8.02986514,5.48714207,3.76920928,0.40281524,0.00379905,0.03596790,5.36289066
-5.26163082,7.85297903,5.39350767,3.73353685,0.38552299,0.00373855,0.03526535,5.26113703
-5.25562781,7.68270681,5.31060262,3.70076500,0.36813826,0.00367500,0.03452616,5.16619743
-5.24962481,7.52253286,5.24025440,3.67224049,0.35084343,0.00360982,0.03377598,5.08025794
-5.24362181,7.37527277,5.18372513,3.64897523,0.33380759,0.00354429,0.03304044,5.00499210
-5.23761881,7.24299305,5.14166917,3.63160477,0.31718487,0.00347950,0.03234452,4.94150713
-5.23161581,7.12696274,5.11411378,3.62036407,0.30111322,0.00341638,0.03171206,4.89031356
-5.22561281,7.02763845,5.10046389,3.61508158,0.28571395,0.00335561,0.03116536,4.85131938
-5.21960980,6.94468302,5.09953062,3.61519198,0.27109166,0.00329771,0.03072474,4.82384896
-5.21360680,6.87701644,5.10958294,3.61976677,0.25733482,0.00324298,0.03040828,4.80668551
-5.20760380,6.82289633,5.12841996,3.62756131,0.24451677,0.00319153,0.03023155,4.79813529
-5.20160080,6.78002384,5.15346139,3.63707602,0.23269698,0.00314329,0.03020749,4.79611046
-5.19559780,6.74567003,5.18185220,3.64662869,0.22192271,0.00309806,0.03034628,4.79822691
-5.18959480,6.71681673,5.21057730,3.65443466,0.21223069,0.00305551,0.03065538,4.80191272
-5.18359180,6.69030561,5.23658158,3.65869090,0.20364898,0.00301521,0.03113956,4.80452235
-5.17758879,6.66298872,5.25689036,3.65766023,0.19619871,0.00297666,0.03180107,4.80345179
-5.17158579,6.63187401,5.26872530,3.64975169,0.18989585,0.00293935,0.03263982,4.79624958
-5.16558279,6.59425977,5.26961129,3.63359362,0.18475270,0.00290274,0.03365362,4.78071923
-5.15957979,6.54785246,5.25746991,3.60809600,0.18077929,0.00286633,0.03483853,4.75500867
-5.15357679,6.49086329,5.23069602,3.57249972,0.17798448,0.00282967,0.03618916,4.71768353
-5.14757379,6.42208028,5.18821467,3.52641062,0.17637686,0.00279240,0.03769902,4.66778133
-5.14157079,6.34091321,5.12951646,3.46981721,0.17596532,0.00275425,0.03936086,4.60484499
-5.13556778,6.24741074,5.05467049,3.40309175,0.17675939,0.00271506,0.04116706,4.52893479
-5.12956478,6.14224969,4.96431495,3.32697500,0.17876928,0.00267480,0.04310983,4.44061911
-5.12356178,6.02669817,4.85962649,3.24254588,0.18200562,0.00263359,0.04518148,4.34094503
-5.11755878,5.90255502,4.74227034,3.15117788,0.18647891,0.00259165,0.04737455,4.23139074
-5.11155578,5.77206906,4.61433389,3.05448459,0.19219874,0.00254936,0.04968185,4.11380274
-5.10555278,5.63784249,4.47824708,2.95425711,0.19917266,0.00250717,0.05209639,3.99032086
-5.09954977,5.50272323,4.33669343,2.85239643,0.20740487,0.00246565,0.05461120,3.86329501
-5.09354677,5.36969115,4.19251572,2.75084390,0.21689460,0.00242544,0.05721904,3.73519748
-5.08754377,5.24174344,4.04862039,2.65151287,0.22763437,0.00238721,0.05991203,3.60853475
-5.08154077,5.12178396,3.90788456,2.55622445,0.23960808,0.00235163,0.06268123,3.48576251
-5.07553777,5.01252114,3.77306933,2.46664983,0.25278896,0.00231938,0.06551610,3.36920736
-5.06953477,4.91637825,3.64674239,2.38426140,0.26713761,0.00229107,0.06840409,3.26099807
-5.06353177,4.83541943,3.53121254,2.31029428,0.28260008,0.00226723,0.07133015,3.16300873
-5.05752876,4.77129361,3.42847795,2.24571928,0.29910611,0.00224828,0.07427640,3.07681545
-5.05152576,4.72519795,3.34018925,2.19122781,0.31656771,0.00223454,0.07722190,3.00366768
-5.04552276,4.69786121,3.26762787,2.14722883,0.33487816,0.00222617,0.08014261,2.94447409
-5.03951976,4.68954668,3.21169937,2.11385705,0.35391147,0.00222319,0.08301150,2.89980294
-5.03351676,4.70007343,3.17294071,2.09099146,0.37352251,0.00222548,0.08579893,2.86989550
-5.02751376,4.72885377,3.15154001,2.07828277,0.39354785,0.00223279,0.08847319,2.85469107
-5.02151076,4.77494444,3.14736689,2.07518791,0.41380729,0.00224474,0.09100133,2.85386147
-5.01550775,4.83710808,3.16001092,2.08100960,0.43410625,0.00226087,0.09335004,2.86685253
-5.00950475,4.91388179,3.18882587,2.09493901,0.45423888,0.00228065,0.09548683,2.89293004
-5.00350175,5.00364885,3.23297711,2.11609919,0.47399195,0.00230352,0.09738117,2.93122748
-4.99749875,5.10471019,3.29148965,2.14358731,0.49314933,0.00232890,0.09900572,2.98079290
-4.99149575,5.21535201,3.36329449,2.17651380,0.51149703,0.00235628,0.10033754,3.04063269
-4.98549275,5.33390663,3.44727132,2.21403661,0.52882856,0.00238519,0.10135915,3.10975008
-4.97948974,5.45880385,3.54228571,2.25538949,0.54495049,0.00241525,0.10205942,3.18717690
-4.97348674,5.58861115,3.64721986,2.29990299,0.55968787,0.00244622,0.10243429,3.27199726
-4.96748374,5.72206125,3.76099579,2.34701788,0.57288949,0.00247796,0.10248718,3.36336289
-4.96148074,5.85806683,3.88259100,2.39629072,0.58443246,0.00251049,0.10222914,3.46049984
-4.95547774,5.99572267,4.01104656,2.44739188,0.59422625,0.00254396,0.10167862,3.56270721
-4.94947474,6.13429615,4.14546840,2.50009665,0.60221559,0.00257863,0.10086108,3.66934892
-4.94347174,6.27320807,4.28502256,2.55427059,0.60838246,0.00261489,0.09980821,3.77983991
-4.93746873,6.41200563,4.42892594,2.60985019,0.61274675,0.00265320,0.09855703,3.89362847
-4.93146573,6.55033047,4.57643349,2.66682053,0.61536572,0.00269408,0.09714871,4.01017663
-4.92546273,6.68788421,4.72682379,2.72519146,0.61633209,0.00273808,0.09562742,4.12894056
-4.91945973,6.82439427,4.87938396,2.78497383,0.61577097,0.00278573,0.09403905,4.24935269
-4.91345673,6.95958248,5.03339551,2.84615733,0.61383558,0.00283749,0.09242998,4.37080729
-4.90745373,7.09313856,5.18812200,2.90869126,0.61070201,0.00289376,0.09084600,4.49265066
-4.90145073,7.22469999,5.34279930,2.97246924,0.60656313,0.00295483,0.08933128,4.61417683
-4.89544772,7.35383941,5.49662893,3.03731849,0.60162194,0.00302084,0.08792759,4.73462907
-4.88944472,7.48005982,5.64877477,3.10299438,0.59608463,0.00309176,0.08667371,4.85320720
-4.88344172,7.60279742,5.79836281,3.16917989,0.59015347,0.00316742,0.08560495,4.96908004
-4.87743872,7.72143115,5.94448382,3.23548998,0.58401996,0.00324744,0.08475301,5.08140209
-4.87143572,7.83529783,6.08619850,3.30148022,0.57785840,0.00333129,0.08414584,5.18933317
-4.86543272,7.94371116,6.22254433,3.36665885,0.57182012,0.00341827,0.08380773,5.29205970
-4.85942971,8.04598289,6.35254395,3.43050132,0.56602862,0.00350753,0.08375942,5.38881598
-4.85342671,8.14144435,6.47521432,3.49246635,0.56057569,0.00359807,0.08401822,5.47890412
-4.84742371,8.22946678,6.58957653,3.55201241,0.55551880,0.00368882,0.08459816,5.56171136
-4.84142071,8.30947897,6.69466593,3.60861376,0.55087973,0.00377861,0.08551002,5.63672382
-4.83541771,8.38098130,6.78954272,3.66177507,0.54664445,0.00386622,0.08676131,5.70353581
-4.82941471,8.44355545,6.87330297,3.71104422,0.54276448,0.00395043,0.08835611,5.76185469
-4.82341171,8.49686972,6.94509029,3.75602242,0.53915936,0.00403002,0.09029483,5.81150090
-4.81740870,8.54067997,7.00410836,3.79637184,0.53572044,0.00410384,0.09257383,5.85240385
-4.81140570,8.57482686,7.04963443,3.83182016,0.53231563,0.00417078,0.09518502,5.88459389
-4.80540270,8.59922998,7.08103385,3.86216249,0.52879513,0.00422985,0.09811539,5.90819144
-4.79939970,8.61387989,7.09777539,3.88726065,0.52499773,0.00428021,0.10134658,5.92339394
-4.79339670,8.61882889,7.09944712,3.90704010,0.52075772,0.00432113,0.10485452,5.93046158
-4.78739370,8.61418154,7.08577212,3.92148500,0.51591187,0.00435206,0.10860919,5.92970269
-4.78139070,8.60008568,7.05662350,3.93063165,0.51030640,0.00437264,0.11257459,5.92145958
-4.77538769,8.57672452,7.01203753,3.93456086,0.50380367,0.00438268,0.11670884,5.90609546
-4.76938469,8.54431046,6.95222433,3.93338969,0.49628824,0.00438218,0.12096464,5.88398299
-4.76338169,8.50308078,6.87757490,3.92726288,0.48767220,0.00437135,0.12528990,5.85549476
-4.75737869,8.45329548,6.78866387,3.91634453,0.47789941,0.00435058,0.12962868,5.82099606
-4.75137569,8.39523720,6.68624741,3.90081038,0.46694867,0.00432044,0.13392231,5.78084006
-4.74537269,8.32921322,6.57125602,3.88084115,0.45483556,0.00428167,0.13811078,5.73536532
-4.73936968,8.25555938,6.44478225,3.85661718,0.44161304,0.00423516,0.14213420,5.68489577
-4.73336668,8.17464568,6.30806378,3.82831484,0.42737063,0.00418195,0.14593438,5.62974304
