energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.62781391,1.76810122,0.00111008,0.32793972,0.44210237,0.51787604,0.01069414,0.70566559,0.42031630,0.29043996
-5.62181091,1.78012595,0.00116755,0.33823051,0.43430272,0.52337178,0.01124767,0.69807875,0.43160044,0.29302093
-5.61580790,1.79760800,0.00124227,0.34956912,0.42817510,0.52954452,0.01185559,0.69392649,0.44385394,0.29655505
-5.60980490,1.82025780,0.00133263,0.36180807,0.42371391,0.53637424,0.01251644,0.69319052,0.45693858,0.30095985
-5.60380190,1.84771476,0.00143687,0.37478742,0.42088473,0.54384071,0.01322723,0.69579449,0.47071400,0.30614200
-5.59779890,1.87954449,0.00155310,0.38833725,0.41962357,0.55191872,0.01398334,0.70160020,0.48504010,0.31199761
-5.59179590,1.91523960,0.00167922,0.40228088,0.41983726,0.56057383,0.01477844,0.71040621,0.49978000,0.31841306
-5.58579290,1.95422453,0.00181296,0.41643870,0.42140518,0.56975883,0.01560454,0.72194896,0.51480346,0.32526647
-5.57978989,1.99586461,0.00195186,0.43063268,0.42418201,0.57941114,0.01645203,0.73590644,0.52999068,0.33242978
-5.57378689,2.03947928,0.00209332,0.44469135,0.42800171,0.58945167,0.01730983,0.75190442,0.54523649,0.33977146
-5.56778389,2.08435934,0.00223462,0.45845524,0.43268227,0.59978495,0.01816566,0.76952502,0.56045463,0.34715982
-5.56178089,2.12978758,0.00237296,0.47178246,0.43803133,0.61030091,0.01900627,0.78831752,0.57558199,0.35446679
-5.55577789,2.17506219,0.00250552,0.48455433,0.44385231,0.62087822,0.01981787,0.80781087,0.59058254,0.36157202
-5.54977489,2.21952187,0.00262951,0.49668058,0.44995080,0.63138897,0.02058647,0.82752766,0.60545073,0.36836718
-5.54377189,2.26257156,0.00274227,0.50810405,0.45614109,0.64170463,0.02129838,0.84699888,0.62021401,0.37476019
-5.53776888,2.30370733,0.00284131,0.51880435,0.46225237,0.65170295,0.02194069,0.86577897,0.63493420,0.38067917
-5.53176588,2.34253928,0.00292439,0.52880037,0.46813459,0.66127529,0.02250171,0.88346059,0.64970745,0.38607584
-5.52576288,2.37881075,0.00298960,0.53815121,0.47366337,0.67033415,0.02297145,0.89968833,0.66466256,0.39092817
-5.51975988,2.41241278,0.00303539,0.54695539,0.47874407,0.67882030,0.02334209,0.91417092,0.67995751,0.39524205
-5.51375688,2.44339262,0.00306065,0.55534820,0.48331458,0.68670902,0.02360825,0.92669131,0.69577407,0.39905173
-5.50775388,2.47195532,0.00306471,0.56349707,0.48734674,0.69401520,0.02376736,0.93711413,0.71231051,0.40241902
-5.50175088,2.49845802,0.00304739,0.57159506,0.49084627,0.70079673,0.02381982,0.94539017,0.72977268,0.40543113
-5.49574787,2.52339676,0.00300898,0.57985257,0.49385126,0.70715598,0.02376907,0.95155770,0.74836353,0.40819709
-5.48974487,2.54738595,0.00295025,0.58848766,0.49642909,0.71323929,0.02362157,0.95574039,0.76827154,0.41084306
-5.48374187,2.57113148,0.00287237,0.59771520,0.49867212,0.71923418,0.02338669,0.95814215,0.78965861,0.41350639
-5.47773887,2.59539828,0.00277696,0.60773543,0.50069213,0.72536460,0.02307636,0.95903872,0.81264792,0.41632900
-5.47173587,2.62097410,0.00266591,0.61872252,0.50261391,0.73188416,0.02270480,0.95876675,0.83731244,0.41945011
-5.46573287,2.64863088,0.00254144,0.63081353,0.50456827,0.73906775,0.02228800,0.95771055,0.86366471,0.42299889
-5.45972986,2.67908596,0.00240592,0.64409860,0.50668472,0.74720179,0.02184320,0.95628717,0.89164868,0.42708725
-5.45372686,2.71296482,0.00226188,0.65861275,0.50908440,0.75657363,0.02138831,0.95493045,0.92113402,0.43180324
-5.44772386,2.75076727,0.00211186,0.67432995,0.51187335,0.76746042,0.02094126,0.95407452,0.95191363,0.43720540
-5.44172086,2.79283891,0.00195840,0.69115976,0.51513665,0.78011789,0.02051943,0.95413762,0.98370442,0.44331833
-5.43571786,2.83934900,0.00180392,0.70894687,0.51893357,0.79476957,0.02013899,0.95550654,1.01615180,0.45012985
-5.42971486,2.89027599,0.00165070,0.72747372,0.52329408,0.81159664,0.01981438,0.95852243,1.04883765,0.45758978
-5.42371186,2.94540116,0.00150081,0.74646612,0.52821671,0.83072889,0.01955775,0.96346826,1.08129163,0.46561054
-5.41770885,3.00431051,0.00135608,0.76560169,0.53366791,0.85223697,0.01937862,0.97055827,1.11300548,0.47406950
-5.41170585,3.06640457,0.00121807,0.78452077,0.53958291,0.87612613,0.01928352,0.97992981,1.14344945,0.48281300
-5.40570285,3.13091549,0.00108804,0.80283937,0.54586786,0.90233161,0.01927577,0.99163742,1.17209037,0.49166180
-5.39969985,3.19693020,0.00096699,0.82016347,0.55240316,0.93071574,0.01935542,1.00564946,1.19841035,0.50041770
-5.39369685,3.26341844,0.00085561,0.83610403,0.55904781,0.96106686,0.01951924,1.02184720,1.22192523,0.50887108
-5.38769385,3.32926406,0.00075433,0.85029200,0.56564435,0.99310000,0.01976089,1.04002620,1.24220185,0.51680882
-5.38169085,3.39329825,0.00066334,0.86239261,0.57202427,1.02645945,0.02007113,1.05990002,1.25887345,0.52402236
-5.37568784,3.45433310,0.00058261,0.87211828,0.57801357,1.06072304,0.02043818,1.08110606,1.27165227,0.53031541
-5.36968484,3.51119426,0.00051189,0.87923948,0.58343822,1.09540830,0.02084815,1.10321338,1.28033904,0.53551112
-5.36368184,3.56275160,0.00045081,0.88359329,0.58812925,1.12998040,0.02128550,1.12573236,1.28482887,0.53945820
-5.35767884,3.60794710,0.00039884,0.88508908,0.59192742,1.16386178,0.02173363,1.14812601,1.28511343,0.54203590
-5.35167584,3.64581929,0.00035537,0.88371139,0.59468727,1.19644344,0.02217539,1.16982286,1.28127961,0.54315774
-5.34567284,3.67552419,0.00031973,0.87951984,0.59628045,1.22709786,0.02259367,1.19023096,1.27350490,0.54277372
-5.33966983,3.69635253,0.00029117,0.87264632,0.59659850,1.25519316,0.02297201,1.20875302,1.26204994,0.54087118
-5.33366683,3.70774356,0.00026897,0.86328976,0.59555483,1.28010847,0.02329505,1.22480229,1.24724889,0.53747439
-5.32766383,3.70929560,0.00025238,0.85170884,0.59308621,1.30125006,0.02354909,1.23781872,1.22949841,0.53264288
-5.32166083,3.70077387,0.00024067,0.83821323,0.58915376,1.31806779,0.02372248,1.24728521,1.20924581,0.52646876
-5.31565783,3.68211579,0.00023315,0.82315372,0.58374340,1.33007155,0.02380596,1.25274338,1.18697723,0.51907336
-5.30965483,3.65343421,0.00022917,0.80691198,0.57686616,1.33684695,0.02379293,1.25380833,1.16320651,0.51060322
-5.30365183,3.61501869,0.00022812,0.78989042,0.56855802,1.33806986,0.02367964,1.25018212,1.13846512,0.50122579
-5.29764882,3.56733487,0.00022946,0.77250247,0.55887970,1.33351910,0.02346528,1.24166512,1.11329380,0.49112506
-5.29164582,3.51102214,0.00023271,0.75516386,0.54791623,1.32308673,0.02315195,1.22816518,1.08823588,0.48049722
-5.28564282,3.44688925,0.00023745,0.73828506,0.53577634,1.30678554,0.02274458,1.20970383,1.06383257,0.46954663
-5.27963982,3.37590772,0.00024335,0.72226508,0.52259170,1.28475317,0.02225079,1.18641953,1.04061991,0.45848205
-5.27363682,3.29920292,0.00025012,0.70748667,0.50851601,1.25725272,0.02168064,1.15856750,1.01912730,0.44751335
-5.26763382,3.21804244,0.00025759,0.69431292,0.49372380,1.22466972,0.02104633,1.12651625,0.99987716,0.43684861
-5.26163082,3.13382160,0.00026563,0.68308510,0.47840899,1.18750534,0.02036189,1.09074084,0.98338526,0.42669172
-5.25562781,3.04804608,0.00027421,0.67412149,0.46278320,1.14636624,0.01964283,1.05181298,0.97016132,0.41724027
-5.24962481,2.96231164,0.00028338,0.66771707,0.44707365,1.10195123,0.01890573,1.01038845,0.96070925,0.40868389
-5.24362181,2.87828097,0.00029328,0.66414360,0.43152077,1.05503538,0.01816787,0.96719218,0.95552674,0.40120275
-5.23761881,2.79765830,0.00030414,0.66365006,0.41637542,1.00645204,0.01744684,0.92300163,0.95510371,0.39496634
-5.23161581,2.72216185,0.00031624,0.66646294,0.40189587,0.95707348,0.01676021,0.87862901,0.95991936,0.39013230
-5.22561281,2.65349498,0.00033000,0.67278633,0.38834432,0.90779093,0.01612509,0.83490284,0.97043770,0.38684536
-5.21960980,2.59331649,0.00034586,0.68280162,0.37598331,0.85949456,0.01555789,0.79264978,0.98710148,0.38523628
-5.21360680,2.54321095,0.00036439,0.69666662,0.36507181,0.81305412,0.01507396,0.75267687,1.01032465,0.38542078
-5.20760380,2.50465965,0.00038618,0.71451415,0.35586125,0.76930081,0.01468731,0.71575503,1.04048355,0.38749846
-5.20160080,2.47901298,0.00041192,0.73645012,0.34859135,0.72901086,0.01441041,0.68260395,1.07790721,0.39155163
-5.19559780,2.46746485,0.00044233,0.76255111,0.34348602,0.69289108,0.01425389,0.65387886,1.12286705,0.39764428
-5.18959480,2.47102969,0.00047816,0.79286171,0.34074929,0.66156662,0.01422642,0.63015921,1.17556670,0.40582092
-5.18359180,2.49052255,0.00052020,0.82739164,0.34056128,0.63557121,0.01433450,0.61193944,1.23613217,0.41610560
-5.17758879,2.52654267,0.00056921,0.86611294,0.34307442,0.61533956,0.01458235,0.59962183,1.30460306,0.42850099
-5.17158579,2.57946069,0.00062598,0.90895739,0.34840982,0.60120209,0.01497181,0.59351127,1.38092523,0.44298758
-5.16558279,2.64940965,0.00069121,0.95581430,0.35665399,0.59338176,0.01550227,0.59381193,1.46494535,0.45952316
-5.15957979,2.73627987,0.00076559,1.00652894,0.36785586,0.59199269,0.01617063,0.60062553,1.55640758,0.47804238
-5.15357679,2.83971757,0.00084968,1.06090154,0.38202421,0.59704052,0.01697135,0.61395114,1.65495273,0.49845665
-5.14757379,2.95912710,0.00094395,1.11868717,0.39912561,0.60842423,0.01789648,0.63368633,1.76011985,0.52065424
-5.14157079,3.09367663,0.00104873,1.17959628,0.41908281,0.62593922,0.01893578,0.65962945,1.87135021,0.54450064
-5.13556778,3.24230702,0.00116420,1.24329607,0.44177384,0.64928158,0.02007685,0.69148301,1.98799362,0.56983919
-5.12956478,3.40374364,0.00129033,1.30941258,0.46703165,0.67805341,0.02130538,0.72885804,2.10931662,0.59649188
-5.12356178,3.57651080,0.00142689,1.37753326,0.49464457,0.71176922,0.02260533,0.77127940,2.23451218,0.62426048
-5.11755878,3.75894865,0.00157344,1.44721011,0.52435750,0.74986328,0.02395927,0.81819211,2.36271056,0.65292773
-5.11155578,3.94923203,0.00172927,1.51796302,0.55587392,0.79169809,0.02534866,0.86896860,2.49299059,0.68225882
-5.10555278,4.14539133,0.00189342,1.58928335,0.58885876,0.83657385,0.02675423,0.92291698,2.62439096,0.71200297
-5.09954977,4.34533478,0.00206468,1.66063745,0.62294215,0.88373905,0.02815633,0.97929043,2.75592107,0.74189516
-5.09354677,4.54687222,0.00224155,1.73147020,0.65772397,0.93240213,0.02953529,1.03729750,2.88657094,0.77165802
-5.08754377,4.74773999,0.00242231,1.80120832,0.69277928,0.98174409,0.03087182,1.09611358,3.01531979,0.80100385
-5.08154077,4.94562689,0.00260497,1.86926370,0.72766447,1.03093211,0.03214731,1.15489321,3.14114341,0.82963685
-5.07553777,5.13820094,0.00278736,1.93503652,0.76192409,1.07913376,0.03334425,1.21278332,3.26301995,0.85725545
-5.06953477,5.32313696,0.00296709,1.99791861,0.79509830,1.12553176,0.03444642,1.26893699,3.37993463,0.88355498
-5.06353177,5.49814477,0.00314167,2.05729691,0.82673066,1.16933888,0.03543924,1.32252780,3.49088337,0.90823053
-5.05752876,5.66099797,0.00330850,2.11255752,0.85637631,1.20981268,0.03630993,1.37276415,3.59487612,0.93098018
-5.05152576,5.80956313,0.00346496,2.16309037,0.88361014,1.24626959,0.03704771,1.41890349,3.69094017,0.95150847
-5.04552276,5.94182923,0.00360846,2.20829490,0.90803500,1.27809811,0.03764389,1.46026595,3.77812425,0.96953039
-5.03951976,6.05593723,0.00373651,2.24758685,0.92928951,1.30477046,0.03809199,1.49624702,3.85550394,0.98477560
-5.03351676,6.15020932,0.00384678,2.28040625,0.94705546,1.32585261,0.03838776,1.52632899,3.92218898,0.99699306
-5.02751376,6.22317758,0.00393719,2.30622686,0.96106452,1.34101203,0.03852918,1.55009072,3.97733292,1.00595592
-5.02151076,6.27361159,0.00400595,2.32456678,0.97110406,1.35002318,0.03851647,1.56721540,4.02014526,1.01146661
-5.01550775,6.30054419,0.00405163,2.33500016,0.97702193,1.35277039,0.03835200,1.57749617,4.04990631,1.01336201
-5.00950475,6.30329497,0.00407319,2.33716971,0.97873008,1.34924813,0.03804029,1.58083929,4.06598434,1.01151845
-5.00350175,6.28149043,0.00407004,2.33079951,0.97620676,1.33955854,0.03758786,1.57726485,4.06785469,1.00585652
-4.99749875,6.23508014,0.00404205,2.31570768,0.96949746,1.32390660,0.03700320,1.56690487,4.05512002,0.99634525
-4.99149575,6.16434804,0.00398958,2.29181819,0.95871426,1.30259286,0.03629666,1.54999898,4.02753083,0.98300563
-4.98549275,6.06991786,0.00391345,2.25917118,0.94403372,1.27600412,0.03548031,1.52688773,3.98500515,0.96591318
-4.97948974,5.95275227,0.00381491,2.21793116,0.92569341,1.24460255,0.03456783,1.49800377,3.92764606,0.94519929
-4.97348674,5.81414475,0.00369566,2.16839241,0.90398696,1.20891328,0.03357433,1.46386118,3.85575606,0.92105128
-4.96748374,5.65570415,0.00355773,2.11098112,0.87925789,1.16951128,0.03251623,1.42504327,3.76984694,0.89371102
-4.96148074,5.47933161,0.00340348,2.04625369,0.85189233,1.12700762,0.03141097,1.38218919,3.67064431,0.86347195
-4.95547774,5.28718992,0.00323551,1.97489114,0.82231079,1.08203568,0.03027684,1.33597970,3.55908589,0.83067469
-4.94947474,5.08166585,0.00305657,1.89768951,0.79095918,1.03523756,0.02913266,1.28712257,3.43631320,0.79570108
-4.94347174,4.86532620,0.00286951,1.81554628,0.75829935,0.98725116,0.02799743,1.23633779,3.30365647,0.75896696
-4.93746873,4.64086846,0.00267718,1.72944334,0.72479932,0.93869800,0.02689006,1.18434311,3.16261298,0.72091390
-4.93146573,4.41106745,0.00248238,1.64042690,0.69092353,0.89017219,0.02582889,1.13184012,3.01481937,0.68199995
-4.92546273,4.17871948,0.00228778,1.54958515,0.65712322,0.84223052,0.02483133,1.07950107,2.86201897,0.64268996
-4.91945973,3.94658557,0.00209584,1.45802435,0.62382728,0.79538394,0.02391343,1.02795683,2.70602508,0.60344567
-4.91345673,3.71733565,0.00190881,1.36684446,0.59143377,0.75009043,0.02308944,0.97778599,2.54868191,0.56471591
-4.90745373,3.49349531,0.00172864,1.27711504,0.56030222,0.70674928,0.02237141,0.92950546,2.39182446,0.52692733
-4.90145073,3.27739696,0.00155699,1.18985250,0.53074702,0.66569679,0.02176882,0.88356251,2.23723912,0.49047588
-4.89544772,3.07113695,0.00139518,1.10599943,0.50303197,0.62720343,0.02128825,0.84032847,2.08662648,0.45571950
-4.88944472,2.87653994,0.00124423,1.02640690,0.47736608,0.59147241,0.02093314,0.80009428,1.94156789,0.42297198
-4.88344172,2.69513175,0.00110483,0.95182014,0.45390087,0.55863965,0.02070358,0.76306772,1.80349690,0.39249846
-4.87743872,2.52812145,0.00097736,0.88286829,0.43272904,0.52877503,0.02059628,0.72937262,1.67367677,0.36451245
-4.87143572,2.37639308,0.00086195,0.82005814,0.41388479,0.50188508,0.02060459,0.69904995,1.55318465,0.33917456
-4.86543272,2.24050729,0.00075845,0.76377223,0.39734550,0.47791686,0.02071865,0.67206093,1.44290275,0.31659285
-4.85942971,2.12071241,0.00066652,0.71427094,0.38303499,0.45676307,0.02092565,0.64829197,1.34351671,0.29682465
-4.85342671,2.01696455,0.00058564,0.67169835,0.37082819,0.43826832,0.02121023,0.62756152,1.25552069,0.27987988
-4.84742371,1.92895555,0.00051516,0.63609141,0.36055701,0.42223634,0.02155492,0.60962863,1.17922860,0.26572546
-4.84142071,1.85614765,0.00045430,0.60739171,0.35201745,0.40843810,0.02194074,0.59420306,1.11479057,0.25429077
-4.83541771,1.79781334,0.00040225,0.58545934,0.34497752,0.39662059,0.02234783,0.58095675,1.06221345,0.24547368
-4.82941471,1.75307855,0.00035815,0.57008787,0.33918594,0.38651600,0.02275611,0.56953614,1.02138408,0.23914707
-4.82341171,1.72096744,0.00032112,0.56101985,0.33438118,0.37785107,0.02314597,0.55957523,0.99209388,0.23516547
-4.81740870,1.70044688,0.00029034,0.55796193,0.33030061,0.37035643,0.02349897,0.55070877,0.97406325,0.23337147
-4.81140570,1.69046861,0.00026499,0.56059888,0.32668950,0.36377533,0.02379842,0.54258515,0.96696442,0.23360176
-4.80540270,1.69000743,0.00024432,0.56860598,0.32330943,0.35787186,0.02403000,0.53487855,0.97044140,0.23569243
-4.79939970,1.69809376,0.00022766,0.58165903,0.31994589,0.35243795,0.02418217,0.52729989,0.98412593,0.23948346
-4.79339670,1.71383931,0.00021439,0.59944175,0.31641480,0.34729918,0.02424652,0.51960607,1.00764849,0.24482215
-4.78739370,1.73645482,0.00020398,0.62165012,0.31256762,0.34231913,0.02421800,0.51160723,1.04064387,0.25156536
-4.78139070,1.76525935,0.00019598,0.64799373,0.30829503,0.33740193,0.02409496,0.50317168,1.08275090,0.25958066
-4.77538769,1.79968090,0.00018999,0.67819402,0.30352890,0.33249317,0.02387907,0.49422830,1.13360653,0.26874618
-4.76938469,1.83924875,0.00018570,0.71197977,0.29824258,0.32757903,0.02357509,0.48476641,1.19283467,0.27894947
-4.76338169,1.88357818,0.00018286,0.74908017,0.29244955,0.32268372,0.02319054,0.47483311,1.26003052,0.29008528
-4.75737869,1.93234876,0.00018123,0.78921601,0.28620059,0.31786542,0.02273520,0.46452830,1.33474165,0.30205261
-4.75137569,1.98527776,0.00018067,0.83208966,0.27957946,0.31321093,0.02222062,0.45399759,1.41644703,0.31475115
-4.74537269,2.04209046,0.00018101,0.87737459,0.27269755,0.30882934,0.02165948,0.44342369,1.50453563,0.32807747
-4.73936968,2.10248941,0.00018215,0.92470526,0.26568770,0.30484503,0.02106495,0.43301646,1.59828638,0.34192117
-4.73336668,2.16612465,0.00018398,0.97366818,0.25869741,0.30139040,0.02045013,0.42300238,1.69685100,0.35616128
-4.72736368,2.23256702,0.00018639,1.02379492,0.25188194,0.29859867,0.01982744,0.41361384,1.79924157,0.37066331
-4.72136068,2.30128642,0.00018929,1.07455782,0.24539748,0.29659705,0.01920806,0.40507880,1.90432396,0.38527707
-4.71535768,2.37163657,0.00019256,1.12536899,0.23939478,0.29550076,0.01860160,0.39761126,2.01081865,0.39983558
-4.70935468,2.44284761,0.00019609,1.17558286,0.23401341,0.29540790,0.01801566,0.39140300,2.11730940,0.41415514
-4.70335168,2.51402726,0.00019974,1.22450283,0.22937700,0.29639558,0.01745573,0.38661684,2.22226031,0.42803676
-4.69734867,2.58417080,0.00020340,1.27139158,0.22558943,0.29851734,0.01692503,0.38338169,2.32404115,0.44126888
-4.69134567,2.65217961,0.00020691,1.31548526,0.22273219,0.30180182,0.01642456,0.38178941,2.42096025,0.45363131
-4.68534267,2.71688743,0.00021012,1.35601069,0.22086288,0.30625282,0.01595327,0.38189354,2.51130393,0.46490036
-4.67933967,2.77709317,0.00021289,1.39220517,0.22001478,0.31185038,0.01550826,0.38370975,2.59338098,0.47485474
-4.67333667,2.83159843,0.00021508,1.42333797,0.22019747,0.31855294,0.01508513,0.38721778,2.66557019,0.48328218
-4.66733367,2.87924784,0.00021654,1.44873247,0.22139827,0.32630019,0.01467834,0.39236466,2.72636892,0.48998625
-4.66133067,2.91896999,0.00021717,1.46778793,0.22358436,0.33501643,0.01428162,0.39906882,2.77444042,0.49479317
-4.65532766,2.94981674,0.00021684,1.47999993,0.22670541,0.34461416,0.01388837,0.40722479,2.80865753,0.49755811
-4.64932466,2.97099877,0.00021550,1.48497825,0.23069649,0.35499759,0.01349211,0.41670817,2.82814072,0.49817083
-4.64332166,2.98191546,0.00021307,1.48246141,0.23548104,0.36606595,0.01308680,0.42738043,2.83228862,0.49656015
