energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.77788894,2.13937956,0.00682614,0.54804415,0.05609099,0.69230313,0.00000000,0.71820581,0.98314927
-5.77188594,1.97328362,0.00658004,0.49320676,0.05800767,0.65565214,0.00000000,0.66970507,0.88648000
-5.76588294,1.82445190,0.00643324,0.44176276,0.06086541,0.62602628,0.00000000,0.62531663,0.79671474
-5.75987994,1.69322909,0.00638243,0.39400346,0.06464349,0.60325170,0.00000000,0.58530657,0.71426640
-5.75387694,1.57968360,0.00642313,0.35012383,0.06931427,0.58710164,0.00000000,0.54986398,0.63937869
-5.74787394,1.48363032,0.00654979,0.31022836,0.07484245,0.57730399,0.00000000,0.51910198,0.57213825
-5.74187094,1.40465657,0.00675598,0.27433890,0.08118444,0.57354794,0.00000000,0.49306003,0.51249012
-5.73586793,1.34215029,0.00703447,0.24240426,0.08828784,0.57548990,0.00000000,0.47170749,0.46025544
-5.72986493,1.29532934,0.00737744,0.21431072,0.09609106,0.58275872,0.00000000,0.45494809,0.41515062
-5.72386193,1.26327115,0.00777659,0.18989311,0.10452325,0.59496030,0.00000000,0.44262533,0.37680712
-5.71785893,1.24494210,0.00822327,0.16894588,0.11350438,0.61168198,0.00000000,0.43452862,0.34479097
-5.71185593,1.23922594,0.00870866,0.15123392,0.12294571,0.63249681,0.00000000,0.43040009,0.31862158
-5.70585293,1.24495108,0.00922390,0.13650256,0.13275064,0.65696790,0.00000000,0.42994192,0.29778923
-5.69984992,1.26091633,0.00976024,0.12448677,0.14281578,0.68465303,0.00000000,0.43282420,0.28177094
-5.69384692,1.28591495,0.01030917,0.11491923,0.15303254,0.71510968,0.00000000,0.43869314,0.27004447
-5.68784392,1.31875689,0.01086265,0.10753724,0.16328894,0.74790037,0.00000000,0.44717961,0.26210030
-5.68184092,1.35828920,0.01141319,0.10208844,0.17347179,0.78259851,0.00000000,0.45790780,0.25745160
-5.67583792,1.40341445,0.01195407,0.09833544,0.18346909,0.81879442,0.00000000,0.47050398,0.25564227
-5.66983492,1.45310722,0.01247947,0.09605927,0.19317253,0.85610164,0.00000000,0.48460514,0.25625314
-5.66383192,1.50642844,0.01298461,0.09506195,0.20248020,0.89416304,0.00000000,0.49986733,0.25890637
-5.65782891,1.56253770,0.01346597,0.09516816,0.21129913,0.93265685,0.00000000,0.51597359,0.26326852
-5.65182591,1.62070320,0.01392130,0.09622619,0.21954778,0.97130196,0.00000000,0.53264112,0.26905213
-5.64582291,1.68030942,0.01434987,0.09810827,0.22715831,1.00986261,0.00000000,0.54962768,0.27601623
-5.63981991,1.74086222,0.01475245,0.10071044,0.23407843,1.04815199,0.00000000,0.56673684,0.28396585
-5.63381691,1.80199147,0.01513142,0.10395197,0.24027296,1.08603462,0.00000000,0.58382201,0.29275069
-5.62781391,1.86345082,0.01549079,0.10777448,0.24572481,1.12342740,0.00000000,0.60078907,0.30226309
-5.62181091,1.92511492,0.01583622,0.11214079,0.25043552,1.16029911,0.00000000,0.61759739,0.31243535
-5.61580790,1.98697377,0.01617491,0.11703350,0.25442519,1.19666840,0.00000000,0.63425933,0.32323657
-5.60980490,2.04912445,0.01651557,0.12245342,0.25773194,1.23260029,0.00000000,0.65083797,0.33466905
-5.60380190,2.11176029,0.01686827,0.12841773,0.26041084,1.26820121,0.00000000,0.66744336,0.34676427
-5.59779890,2.17515774,0.01724428,0.13495796,0.26253233,1.30361276,0.00000000,0.68422704,0.35957852
-5.59179590,2.23966109,0.01765584,0.14211776,0.26418031,1.33900444,0.00000000,0.70137535,0.37318831
-5.58579290,2.30566554,0.01811591,0.14995044,0.26544991,1.37456550,0.00000000,0.71910135,0.38768547
-5.57978989,2.37359893,0.01863791,0.15851630,0.26644494,1.41049631,0.00000000,0.73763590,0.40317220
-5.57378689,2.44390259,0.01923537,0.16787975,0.26727529,1.44699941,0.00000000,0.75721793,0.41975590
-5.56778389,2.51701182,0.01992163,0.17810631,0.26805417,1.48427064,0.00000000,0.77808435,0.43754404
-5.56178089,2.59333648,0.02070943,0.18925933,0.26889536,1.52249060,0.00000000,0.80045989,0.45663912
-5.55577789,2.67324213,0.02161058,0.20139681,0.26991056,1.56181661,0.00000000,0.82454714,0.47713370
-5.54977489,2.75703227,0.02263558,0.21456803,0.27120681,1.60237554,0.00000000,0.85051713,0.49910570
-5.54377189,2.84493204,0.02379323,0.22881041,0.27288400,1.64425746,0.00000000,0.87850074,0.52261402
-5.53776888,2.93707372,0.02509029,0.24414637,0.27503257,1.68751040,0.00000000,0.90858127,0.54769460
-5.53176588,3.03348445,0.02653115,0.26058058,0.27773145,1.73213620,0.00000000,0.94078818,0.57435683
-5.52576288,3.13407628,0.02811751,0.27809747,0.28104601,1.77808741,0.00000000,0.97509242,0.60258065
-5.51975988,3.23863879,0.02984818,0.29665926,0.28502638,1.82526534,0.00000000,1.01140333,0.63231418
-5.51375688,3.34683437,0.03171881,0.31620442,0.28970579,1.87351904,0.00000000,1.04956718,0.66347200
-5.50775388,3.45819626,0.03372181,0.33664681,0.29509923,1.92264532,0.00000000,1.08936747,0.69593412
-5.50175088,3.57212931,0.03584623,0.35787548,0.30120230,1.97238958,0.00000000,1.13052678,0.72954563
-5.49574787,3.68791344,0.03807782,0.37975502,0.30799029,2.02244749,0.00000000,1.17271035,0.76411717
-5.48974487,3.80470985,0.04039905,0.40212679,0.31541758,2.07246745,0.00000000,1.21553103,0.79942598
-5.48374187,3.92156985,0.04278936,0.42481068,0.32341738,2.12205380,0.00000000,1.25855567,0.83521787
-5.47773887,4.03744629,0.04522535,0.44760758,0.33190187,2.17077086,0.00000000,1.30131266,0.87120978
-5.47173587,4.15120758,0.04768120,0.47030252,0.34076284,2.21814773,0.00000000,1.34330051,0.90709321
-5.46573287,4.26165415,0.05012903,0.49266820,0.34987272,2.26368412,0.00000000,1.38399724,0.94253829
-5.45972986,4.36753735,0.05253950,0.51446915,0.35908631,2.30685702,0.00000000,1.42287045,0.97719870
-5.45372686,4.46758064,0.05488230,0.53546614,0.36824298,2.34712846,0.00000000,1.45938780,1.01071715
-5.44772386,4.56050278,0.05712689,0.55542098,0.37716948,2.38395438,0.00000000,1.49302777,1.04273162
-5.44172086,4.64504291,0.05924310,0.57410136,0.38568337,2.41679446,0.00000000,1.52329043,1.07288215
-5.43571786,4.71998703,0.06120189,0.59128591,0.39359688,2.44512296,0.00000000,1.54970805,1.10081816
-5.42971486,4.78419535,0.06297608,0.60676905,0.40072124,2.46844038,0.00000000,1.57185533,1.12620602
-5.42371186,4.83663003,0.06454101,0.62036583,0.40687138,2.48628564,0.00000000,1.58935903,1.14873697
-5.41770885,4.87638230,0.06587527,0.63191631,0.41187078,2.49824847,0.00000000,1.60190674,1.16813482
-5.41170585,4.90269839,0.06696123,0.64128965,0.41555635,2.50398164,0.00000000,1.60925464,1.18416360
-5.40570285,4.91500309,0.06778563,0.64838759,0.41778320,2.50321248,0.00000000,1.61123390,1.19663445
-5.39969985,4.91291999,0.06833994,0.65314728,0.41842906,2.49575327,0.00000000,1.60775567,1.20541184
-5.39369685,4.89628757,0.06862067,0.65554334,0.41739822,2.48150980,0.00000000,1.59881430,1.21041857
-5.38769385,4.86517000,0.06862950,0.65558897,0.41462478,2.46048786,0.00000000,1.58448871,1.21163942
-5.38169085,4.81986213,0.06837327,0.65333621,0.41007510,2.43279700,0.00000000,1.56494180,1.20912311
-5.37568784,4.76088789,0.06786383,0.64887509,0.40374926,2.39865135,0.00000000,1.54041776,1.20298246
-5.36968484,4.68899205,0.06711767,0.64233176,0.39568154,2.35836724,0.00000000,1.51123738,1.19339258
-5.36368184,4.60512511,0.06615549,0.63386564,0.38593980,2.31235765,0.00000000,1.47779138,1.18058711
-5.35767884,4.51042190,0.06500158,0.62366561,0.37462388,2.26112352,0.00000000,1.44053185,1.16485250
-5.35167584,4.40617438,0.06368310,0.61194530,0.36186287,2.20524227,0.00000000,1.39996228,1.14652065
-5.34567284,4.29379987,0.06222930,0.59893778,0.34781160,2.14535397,0.00000000,1.35662619,1.12596001
-5.33966983,4.17480584,0.06067068,0.58488974,0.33264631,2.08214574,0.00000000,1.31109502,1.10356570
-5.33366683,4.05075287,0.05903809,0.57005541,0.31655975,2.01633514,0.00000000,1.26395560,1.07974895
-5.32766383,3.92321746,0.05736195,0.55469049,0.29975593,1.94865317,0.00000000,1.21579759,1.05492641
-5.32166083,3.79375625,0.05567145,0.53904641,0.28244464,1.87982787,0.00000000,1.16720163,1.02950988
-5.31565783,3.66387350,0.05399389,0.52336511,0.26483604,1.81056906,0.00000000,1.11872832,1.00389695
-5.30965483,3.53499306,0.05235406,0.50787455,0.24713555,1.74155503,0.00000000,1.07090875,0.97846298
-5.30365183,3.40843621,0.05077388,0.49278533,0.22953908,1.67342164,0.00000000,1.02423671,0.95355486
-5.29764882,3.28540609,0.04927211,0.47828839,0.21222895,1.60675431,0.00000000,0.97916287,0.92948682
-5.29164582,3.16697925,0.04786424,0.46455389,0.19537045,1.54208304,0.00000000,0.93609116,0.90653851
-5.28564282,3.05410436,0.04656252,0.45173148,0.17910926,1.47988042,0.00000000,0.89537723,0.88495524
-5.27963982,2.94760760,0.04537621,0.43995159,0.16356966,1.42056267,0.00000000,0.85732895,0.86495039
-5.27363682,2.84820391,0.04431186,0.42932790,0.14885363,1.36449310,0.00000000,0.82220879,0.84670975
-5.26763382,2.75651307,0.04337372,0.41996055,0.13504067,1.31198778,0.00000000,0.79023763,0.83039728
-5.26163082,2.67307894,0.04256425,0.41193998,0.12218848,1.26332255,0.00000000,0.76159976,0.81616192
-5.25562781,2.59839042,0.04188465,0.40535103,0.11033411,1.21874094,0.00000000,0.73644846,0.80414489
-5.24962481,2.53290230,0.04133535,0.40027696,0.09949574,1.17846220,0.00000000,0.71491192,0.79448682
-5.24362181,2.47705437,0.04091650,0.39680305,0.08967480,1.14268880,0.00000000,0.69709881,0.78733422
-5.23761881,2.43128727,0.04062842,0.39501953,0.08085834,1.11161281,0.00000000,0.68310319,0.78284461
-5.23161581,2.39605373,0.04047193,0.39502347,0.07302153,1.08542070,0.00000000,0.67300845,0.78118997
-5.22561281,2.37182411,0.04044857,0.39691943,0.06613019,1.06429621,0.00000000,0.66688988,0.78255799
-5.21960980,2.35908582,0.04056076,0.40081879,0.06014320,1.04842091,0.00000000,0.66481577,0.78715096
-5.21360680,2.35833611,0.04081176,0.40683752,0.05501475,1.03797269,0.00000000,0.66684692,0.79518214
-5.20760380,2.37006849,0.04120561,0.41509256,0.05069636,1.03312193,0.00000000,0.67303466,0.80686965
-5.20160080,2.39475340,0.04174689,0.42569683,0.04713864,1.03402577,0.00000000,0.68341736,0.82242800
-5.19559780,2.43281378,0.04244044,0.43875305,0.04429271,1.04082077,0.00000000,0.69801585,0.84205773
-5.18959480,2.48459692,0.04329102,0.45434669,0.04211138,1.05361432,0.00000000,0.71682784,0.86593343
-5.18359180,2.55034392,0.04430286,0.47253823,0.04054999,1.07247528,0.00000000,0.73982182,0.89419076
-5.17758879,2.63015820,0.04547929,0.49335529,0.03956700,1.09742441,0.00000000,0.76693070,0.92691309
-5.17158579,2.72397488,0.04682227,0.51678490,0.03912433,1.12842504,0.00000000,0.79804572,0.96411837
-5.16558279,2.83153244,0.04833203,0.54276632,0.03918752,1.16537446,0.00000000,0.83301081,1.00574696
-5.15957979,2.95234831,0.05000669,0.57118496,0.03972568,1.20809653,0.00000000,0.87161796,1.05165102
-5.15357679,3.08569981,0.05184196,0.60186760,0.04071133,1.25633572,0.00000000,0.91360371,1.10158603
-5.14757379,3.23061143,0.05383093,0.63457933,0.04212012,1.30975320,0.00000000,0.95864716,1.15520511
-5.14157079,3.38584971,0.05596388,0.66902252,0.04393046,1.36792485,0.00000000,1.00636962,1.21205641
-5.13556778,3.54992610,0.05822823,0.70483796,0.04612315,1.43034165,0.00000000,1.05633613,1.27158394
-5.12956478,3.72110841,0.06060858,0.74160832,0.04868088,1.49641238,0.00000000,1.10805875,1.33313210
-5.12356178,3.89744078,0.06308678,0.77886393,0.05158782,1.56546878,0.00000000,1.16100189,1.39595389
-5.11755878,4.07677197,0.06564211,0.81609081,0.05482915,1.63677295,0.00000000,1.21458939,1.45922266
-5.11155578,4.25679153,0.06825160,0.85274079,0.05839055,1.70952712,0.00000000,1.26821340,1.52204731
-5.10555278,4.43507288,0.07089031,0.88824347,0.06225777,1.78288543,0.00000000,1.32124485,1.58349044
-5.09954977,4.60912223,0.07353183,0.92201960,0.06641618,1.85596768,0.00000000,1.37304524,1.64258898
-5.09354677,4.77643213,0.07614866,0.95349554,0.07085033,1.92787458,0.00000000,1.42297963,1.69837678
-5.08754377,4.93453791,0.07871285,0.98211825,0.07554351,1.99770440,0.00000000,1.47043029,1.74990834
-5.08154077,5.08107545,0.08119649,1.00737037,0.08047740,2.06457045,0.00000000,1.51481085,1.79628296
-5.07553777,5.21383833,0.08357235,1.02878475,0.08563164,2.12761899,0.00000000,1.55558042,1.83666852
-5.06953477,5.33083263,0.08581449,1.04595796,0.09098351,2.18604722,0.00000000,1.59225719,1.87032413
-5.06353177,5.43032737,0.08789885,1.05856227,0.09650758,2.23912060,0.00000000,1.62443119,1.89662064
-5.05752876,5.51089888,0.08980384,1.06635559,0.10217544,2.28618914,0.00000000,1.65177556,1.91505852
-5.05152576,5.57146742,0.09151081,1.06918904,0.10795549,2.32670197,0.00000000,1.67405596,1.92528228
-5.04552276,5.61132469,0.09300457,1.06701180,0.11381269,2.36021972,0.00000000,1.69113764,1.92709095
-5.03951976,5.63015106,0.09427366,1.05987305,0.11970853,2.38642420,0.00000000,1.70298969,1.92044411
-5.03351676,5.62802166,0.09531065,1.04792089,0.12560094,2.40512485,0.00000000,1.70968635,1.90546340
-5.02751376,5.60540107,0.09611219,1.03139831,0.13144439,2.41626175,0.00000000,1.71140489,1.88242917
-5.02151076,5.56312661,0.09667896,1.01063631,0.13719008,2.41990488,0.00000000,1.70842023,1.85177257
-5.01550775,5.50238050,0.09701554,0.98604438,0.14278623,2.41624950,0.00000000,1.70109606,1.81406320
-5.00950475,5.42465207,0.09713002,0.95809882,0.14817856,2.40560787,0.00000000,1.68987293,1.76999284
-5.00350175,5.33169110,0.09703357,0.92732915,0.15331088,2.38839733,0.00000000,1.67525335,1.72035575
-4.99749875,5.22545394,0.09673981,0.89430323,0.15812584,2.36512531,0.00000000,1.65778465,1.66602632
-4.99149575,5.10804444,0.09626422,0.85961156,0.16256583,2.33637171,0.00000000,1.63804000,1.60793471
-4.98549275,4.98165170,0.09562333,0.82385133,0.16657402,2.30276929,0.00000000,1.61659843,1.54704156
-4.97948974,4.84848692,0.09483398,0.78761074,0.17009553,2.26498287,0.00000000,1.59402452,1.48431240
-4.97348674,4.71072160,0.09391263,0.75145411,0.17307862,2.22368820,0.00000000,1.57084879,1.42069274
-4.96748374,4.57042926,0.09287460,0.71590825,0.17547604,2.17955118,0.00000000,1.54754939,1.35708465
-4.96148074,4.42953258,0.09173348,0.68145048,0.17724628,2.13320844,0.00000000,1.52453600,1.29432553
-4.95547774,4.28975784,0.09050067,0.64849861,0.17835485,2.08524988,0.00000000,1.50213666,1.23316967
-4.94947474,4.15259783,0.08918497,0.61740315,0.17877544,2.03620394,0.00000000,1.48058795,1.17427313
-4.94347174,4.01928448,0.08779245,0.58844183,0.17849092,1.98652602,0.00000000,1.46002912,1.11818230
-4.93746873,3.89077151,0.08632635,0.56181657,0.17749417,1.93659046,0.00000000,1.44050027,1.06532628
-4.93146573,3.76772759,0.08478730,0.53765280,0.17578865,1.88668633,0.00000000,1.42194468,1.01601323
-4.92546273,3.65053942,0.08317353,0.51600102,0.17338870,1.83701689,0.00000000,1.40421512,0.97043052
-4.91945973,3.53932445,0.08148137,0.49684052,0.17031958,1.78770274,0.00000000,1.38708382,0.92864849
-4.91345673,3.43395194,0.07970574,0.48008486,0.16661710,1.73878814,0.00000000,1.37025557,0.89062758
-4.90745373,3.33407131,0.07784079,0.46558901,0.16232708,1.69025031,0.00000000,1.35338335,0.85622821
-4.90145073,3.23914638,0.07588055,0.45315773,0.15750437,1.64201082,0.00000000,1.33608569,0.82522316
-4.89544772,3.14849364,0.07381961,0.44255483,0.15221173,1.59394873,0.00000000,1.31796507,0.79731168
-4.88944472,3.06132321,0.07165372,0.43351313,0.14651842,1.54591458,0.00000000,1.29862639,0.77213499
-4.88344172,2.97678063,0.06938042,0.42574464,0.14049861,1.49774473,0.00000000,1.27769485,0.74929240
-4.87743872,2.89398796,0.06699944,0.41895069,0.13422972,1.44927520,0.00000000,1.25483234,0.72835759
-4.87143572,2.81208277,0.06451314,0.41283168,0.12779062,1.40035461,0.00000000,1.22975196,0.70889454
-4.86543272,2.73025366,0.06192668,0.40709634,0.12125991,1.35085554,0.00000000,1.20222976,0.69047259
-4.85942971,2.64777139,0.05924811,0.40146995,0.11471417,1.30068405,0.00000000,1.17211370,0.67268023
-4.85342671,2.56401456,0.05648837,0.39570161,0.10822637,1.24978687,0.00000000,1.13932932,0.65513721
-4.84742371,2.47848943,0.05366100,0.38957032,0.10186441,1.19815633,0.00000000,1.10388216,0.63750477
-4.84142071,2.39084349,0.05078192,0.38288955,0.09568986,1.14583268,0.00000000,1.06585699,0.61949375
-4.83541771,2.30087270,0.04786897,0.37551062,0.08975685,1.09290414,0.00000000,1.02541400,0.60087041
-4.82941471,2.20852245,0.04494141,0.36732445,0.08411129,1.03950457,0.00000000,0.98278231,0.58145999
-4.82341171,2.11388284,0.04201939,0.35826201,0.07879023,0.98580924,0.00000000,0.93825117,0.56114793
-4.81740870,2.01717863,0.03912333,0.34829336,0.07382160,0.93202879,0.00000000,0.89215945,0.53987907
-4.81140570,1.91875470,0.03627342,0.33742551,0.06922404,0.87840196,0.00000000,0.84488376,0.51765470
-4.80540270,1.81905790,0.03348901,0.32569919,0.06500708,0.82518735,0.00000000,0.79682593,0.49452800
-4.79939970,1.71861617,0.03078810,0.31318466,0.06117149,0.77265471,0.00000000,0.74840029,0.47059795
-4.79339670,1.61801604,0.02818697,0.29997696,0.05770986,0.72107605,0.00000000,0.70002127,0.44600217
-4.78739370,1.51787945,0.02569977,0.28619058,0.05460734,0.67071717,0.00000000,0.65209184,0.42090891
-4.78139070,1.41884090,0.02333827,0.27195403,0.05184253,0.62182978,0.00000000,0.60499308,0.39550870
-4.77538769,1.32152588,0.02111172,0.25740432,0.04938851,0.57464458,0.00000000,0.55907533,0.37000588
-4.76938469,1.22653133,0.01902676,0.24268175,0.04721401,0.52936555,0.00000000,0.51465104,0.34461049
-4.76338169,1.13440884,0.01708743,0.22792513,0.04528454,0.48616560,0.00000000,0.47198946,0.31953066
-4.75737869,1.04565110,0.01529531,0.21326752,0.04356367,0.44518376,0.00000000,0.43131334,0.29496592
-4.75137569,0.96068187,0.01364965,0.19883279,0.04201422,0.40652376,0.00000000,0.39279749,0.27110152
-4.74537269,0.87984975,0.01214765,0.18473289,0.04059952,0.37025423,0.00000000,0.35656910,0.24810400
-4.73936968,0.80342565,0.01078473,0.17106607,0.03928448,0.33641019,0.00000000,0.32270978,0.22611800
-4.73336668,0.73160371,0.00955479,0.15791586,0.03803667,0.30499575,0.00000000,0.29125892,0.20526441
-4.72736368,0.66450561,0.00845062,0.14535089,0.03682723,0.27598798,0.00000000,0.26221825,0.18563981
-4.72136068,0.60218749,0.00746416,0.13342548,0.03563162,0.24934147,0.00000000,0.23555728,0.16731711
-4.71535768,0.54464933,0.00658682,0.12218085,0.03443028,0.22499363,0.00000000,0.21121936,0.15034723
-4.70935468,0.49184597,0.00580983,0.11164684,0.03320903,0.20287020,0.00000000,0.18912806,0.13476174
-4.70335168,0.44369933,0.00512445,0.10184409,0.03195933,0.18289111,0.00000000,0.16919367,0.12057624
-4.69734867,0.40011126,0.00452221,0.09278645,0.03067839,0.16497608,0.00000000,0.15131954,0.10779427
-4.69134567,0.36097654,0.00399515,0.08448364,0.02936906,0.14905007,0.00000000,0.13540813,0.09641164
-4.68534267,0.32619543,0.00353593,0.07694388,0.02803961,0.13504839,0.00000000,0.12136662,0.08642095
-4.67933967,0.29568559,0.00313799,0.07017653,0.02670338,0.12292108,0.00000000,0.10911195,0.07781608
-4.67333667,0.26939286,0.00279561,0.06419467,0.02537823,0.11263687,0.00000000,0.09857520,0.07059670
-4.66733367,0.24730078,0.00250398,0.05901745,0.02408607,0.10418629,0.00000000,0.08970536,0.06477245
-4.66133067,0.22943858,0.00225923,0.05467225,0.02285216,0.09758400,0.00000000,0.08247236,0.06036676
-4.65532766,0.21588748,0.00205840,0.05119661,0.02170451,0.09287038,0.00000000,0.07686949,0.05742032
-4.64932466,0.20678527,0.00189950,0.04863988,0.02067316,0.09011220,0.00000000,0.07291507,0.05599396
-4.64332166,0.20232906,0.00178140,0.04706452,0.01978955,0.08940241,0.00000000,0.07065357,0.05617093
-4.63731866,0.20277596,0.00170381,0.04654721,0.01908583,0.09085901,0.00000000,0.07015603,0.05805856
-4.63131566,0.20844198,0.00166727,0.04717943,0.01859432,0.09462299,0.00000000,0.07151988,0.06178914
-4.62531266,0.21969860,0.00167303,0.04906782,0.01834683,0.10085532,0.00000000,0.07486815,0.06752003
-4.61930965,0.23696744,0.00172303,0.05233398,0.01837417,0.10973295,0.00000000,0.08034802,0.07543291
-4.61330665,0.26071255,0.00181979,0.05711390,0.01870562,0.12144387,0.00000000,0.08812865,0.08573210
-4.60730365,0.29143064,0.00196636,0.06355676,0.01936844,0.13618123,0.00000000,0.09839844,0.09864190
-4.60130065,0.32963897,0.00216621,0.07182326,0.02038741,0.15413661,0.00000000,0.11136143,0.11440296
-4.59529765,0.37586127,0.00242314,0.08208322,0.02178439,0.17549249,0.00000000,0.12723302,0.13326754
-4.58929465,0.43061159,0.00274119,0.09451255,0.02357791,0.20041420,0.00000000,0.14623492,0.15549390
-4.58329165,0.49437647,0.00312449,0.10928960,0.02578279,0.22904133,0.00000000,0.16858939,0.18133952
-4.57728864,0.56759582,0.00357711,0.12659077,0.02840974,0.26147910,0.00000000,0.19451274,0.21105364
-4.57128564,0.65064279,0.00410298,0.14658548,0.03146508,0.29778978,0.00000000,0.22420824,0.24486888
-4.56528264,0.74380341,0.00470565,0.16943062,0.03495042,0.33798463,0.00000000,0.25785854,0.28299240
-4.55927964,0.84725648,0.00538815,0.19526450,0.03886246,0.38201665,0.00000000,0.29561775,0.32559664
-4.55327664,0.96105461,0.00615283,0.22420052,0.04319282,0.42977455,0.00000000,0.33760343,0.37281001
-4.54727364,1.08510698,0.00700113,0.25632063,0.04792793,0.48107823,0.00000000,0.38388859,0.42470780
-4.54127064,1.21916480,0.00793339,0.29166896,0.05304914,0.53567624,0.00000000,0.43449412,0.48130363
-4.53526763,1.36281012,0.00894872,0.33024568,0.05853272,0.59324532,0.00000000,0.48938189,0.54254184
-4.52926463,1.51544862,0.01004475,0.37200149,0.06435018,0.65339236,0.00000000,0.54844868,0.60829106
-4.52326163,1.67630702,0.01121753,0.41683282,0.07046855,0.71565875,0.00000000,0.61152145,0.67833940
-4.51725863,1.84443555,0.01246140,0.46457823,0.07685080,0.77952731,0.00000000,0.67835397,0.75239139
-4.51125563,2.01871549,0.01376886,0.51501597,0.08345640,0.84443137,0.00000000,0.74862521,0.83006709
-4.50525263,2.19787209,0.01513056,0.56786314,0.09024190,0.90976616,0.00000000,0.82193964,0.91090333
-4.49924962,2.38049235,0.01653530,0.62277637,0.09716159,0.97490176,0.00000000,0.89782945,0.99435731
-4.49324662,2.56504748,0.01797006,0.67935427,0.10416826,1.03919743,0.00000000,0.97575887,1.07981248
