energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,3.65845082,0.06900054,0.22505950,0.12307457,1.23090421,0.49902961,0.57761521,0.32045153,0.95471769
-5.99399700,3.57527562,0.06723478,0.21457915,0.12468502,1.21422502,0.48817415,0.55319853,0.31043113,0.93097538
-5.98799400,3.49612001,0.06536967,0.20443039,0.12646936,1.19942306,0.47744820,0.52988834,0.30088661,0.90743793
-5.98199100,3.42079089,0.06342212,0.19468697,0.12838035,1.18629433,0.46691057,0.50779530,0.29180923,0.88403841
-5.97598799,3.34891356,0.06140903,0.18540856,0.13036098,1.17455164,0.45660193,0.48697977,0.28317044,0.86070694
-5.96998499,3.27995905,0.05934732,0.17664168,0.13234663,1.16383829,0.44654587,0.46745548,0.27492528,0.83737305
-5.96398199,3.21327922,0.05725404,0.16842124,0.13426764,1.15374495,0.43675108,0.44919500,0.26701646,0.81396874
-5.95797899,3.14814772,0.05514652,0.16077252,0.13605217,1.14382911,0.42721460,0.43213676,0.25937879,0.79043185
-5.95197599,3.08380473,0.05304260,0.15371344,0.13762930,1.13363606,0.41792586,0.41619313,0.25194387,0.76670980
-5.94597299,3.01950295,0.05096081,0.14725701,0.13893216,1.12272045,0.40887124,0.40125914,0.24464475,0.74276326
-5.93996998,2.95455245,0.04892066,0.14141364,0.13990083,1.11066728,0.40003883,0.38722134,0.23742018,0.71856956
-5.93396698,2.88836197,0.04694268,0.13619335,0.14048514,1.09711139,0.39142317,0.37396635,0.23021849,0.69412556
-5.92796398,2.82047451,0.04504859,0.13160762,0.14064692,1.08175440,0.38302953,0.36138868,0.22300073,0.66944978
-5.92196098,2.75059543,0.04326123,0.12767069,0.14036179,1.06437848,0.37487754,0.34939744,0.21574301,0.64458350
-5.91595798,2.67861175,0.04160444,0.12440047,0.13962029,1.04485610,0.36700399,0.33792165,0.20843798,0.61959080
-5.90995498,2.60460172,0.04010279,0.12181873,0.13842835,1.02315577,0.35946445,0.32691402,0.20109543,0.59455746
-5.90395198,2.52883471,0.03878118,0.11995073,0.13680708,0.99934319,0.35233395,0.31635291,0.19374201,0.56958875
-5.89794897,2.45176150,0.03766432,0.11882424,0.13479184,0.97357833,0.34570634,0.30624274,0.18642014,0.54480614
