energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.84392196,1.10978884,0.02322774,0.00383898,0.47927301,0.36169952,0.32350083,0.04873757,0.00499830,0.76540554
-5.83791896,1.14920940,0.02341096,0.00405954,0.50675760,0.36489469,0.33874172,0.05208173,0.00485299,0.79717612
-5.83191596,1.18687509,0.02349954,0.00430276,0.53384816,0.36686725,0.35340934,0.05560530,0.00468482,0.82790936
-5.82591296,1.22248887,0.02349309,0.00456439,0.56025361,0.36762972,0.36732499,0.05930356,0.00449708,0.85734107
-5.81990995,1.25580305,0.02339225,0.00484083,0.58569878,0.36721306,0.38032067,0.06317463,0.00429341,0.88523852
-5.81390695,1.28662339,0.02319860,0.00512915,0.60993154,0.36566482,0.39224311,0.06721937,0.00407771,0.91140536
-5.80790395,1.31481279,0.02291461,0.00542708,0.63272970,0.36304717,0.40295777,0.07144113,0.00385401,0.93568639
-5.80190095,1.34029415,0.02254359,0.00573305,0.65390734,0.35943513,0.41235262,0.07584531,0.00362628,0.95797151
-5.79589795,1.36305214,0.02208962,0.00604615,0.67332015,0.35491488,0.42034134,0.08043890,0.00339843,0.97819878
-5.78989495,1.38313333,0.02155758,0.00636617,0.69086936,0.34958216,0.42686591,0.08522974,0.00317410,0.99635601
-5.78389195,1.40064464,0.02095302,0.00669355,0.70650418,0.34354081,0.43189818,0.09022568,0.00295665,1.01248085
-5.77788894,1.41574965,0.02028221,0.00702937,0.72022229,0.33690133,0.43544045,0.09543366,0.00274910,1.02665901
-5.77188594,1.42866299,0.01955204,0.00737534,0.73206849,0.32977942,0.43752497,0.10085869,0.00255403,1.03902072
-5.76588294,1.43964270,0.01876999,0.00773374,0.74213152,0.32229464,0.43821218,0.10650285,0.00237363,1.04973546
-5.75987994,1.44898104,0.01794405,0.00810738,0.75053908,0.31456889,0.43758803,0.11236429,0.00220965,1.05900511
-5.75387694,1.45699401,0.01708263,0.00849958,0.75745159,0.30672494,0.43576024,0.11843644,0.00206341,1.06705603
-5.74787394,1.46401033,0.01619444,0.00891409,0.76305477,0.29888497,0.43285391,0.12470736,0.00193587,1.07413033
-5.74187094,1.47036021,0.01528836,0.00935507,0.76755163,0.29116901,0.42900660,0.13115933,0.00182762,1.08047692
-5.73586793,1.47636491,0.01437331,0.00982704,0.77115436,0.28369354,0.42436319,0.13776888,0.00173896,1.08634287
-5.72986493,1.48232742,0.01345809,0.01033485,0.77407641,0.27657017,0.41907080,0.14450699,0.00166992,1.09196555
-5.72386193,1.48852494,0.01255120,0.01088366,0.77652531,0.26990447,0.41327405,0.15133986,0.00162033,1.09756593
-5.71785893,1.49520349,0.01166071,0.01147885,0.77869655,0.26379504,0.40711090,0.15822984,0.00158991,1.10334353
-5.71185593,1.50257493,0.01079411,0.01212606,0.78076865,0.25833279,0.40070924,0.16513677,0.00157825,1.10947305
-5.70585293,1.51081634,0.00995818,0.01283113,0.78289965,0.25360064,0.39418435,0.17201960,0.00158491,1.11610275
-5.69984992,1.52007159,0.00915887,0.01360005,0.78522495,0.24967333,0.38763730,0.17883803,0.00160943,1.12335458
-5.69384692,1.53045480,0.00840124,0.01443893,0.78785644,0.24661766,0.38115431,0.18555433,0.00165141,1.13132576
-5.68784392,1.54205512,0.00768936,0.01535392,0.79088269,0.24449293,0.37480693,0.19213499,0.00171045,1.14009137
-5.68184092,1.55494233,0.00702638,0.01635112,0.79436993,0.24335152,0.36865291,0.19855231,0.00178626,1.14970769
-5.67583792,1.56917253,0.00641444,0.01743652,0.79836354,0.24323976,0.36273765,0.20478553,0.00187860,1.16021578
-5.66983492,1.58479332,0.00585476,0.01861583,0.80288972,0.24419869,0.35709598,0.21082177,0.00198731,1.17164475
-5.66383192,1.60184813,0.00534769,0.01989434,0.80795714,0.24626500,0.35175407,0.21665642,0.00211226,1.18401461
-5.65782891,1.62037907,0.00489278,0.02127681,0.81355830,0.24947182,0.34673130,0.22229309,0.00225341,1.19733817
-5.65182591,1.64042834,0.00448890,0.02276725,0.81967053,0.25384953,0.34204201,0.22774310,0.00241071,1.21162209
-5.64582291,1.66203800,0.00413428,0.02436875,0.82625656,0.25942637,0.33769680,0.23302460,0.00258412,1.22686688
-5.63981991,1.68524848,0.00382672,0.02608333,0.83326485,0.26622895,0.33370360,0.23816121,0.00277359,1.24306619
-5.63381691,1.71009588,0.00356359,0.02791176,0.84062966,0.27428270,0.33006829,0.24318052,0.00297899,1.26020551
-5.62781391,1.73660892,0.00334201,0.02985340,0.84827124,0.28361212,0.32679497,0.24811240,0.00320015,1.27826068
-5.62181091,1.76480566,0.00315889,0.03190612,0.85609627,0.29424101,0.32388596,0.25298720,0.00343678,1.29719659
-5.61580790,1.79469078,0.00301108,0.03406612,0.86399892,0.30619254,0.32134162,0.25783419,0.00368851,1.31696645
-5.60980490,1.82625393,0.00289537,0.03632796,0.87186262,0.31948930,0.31916007,0.26268004,0.00395484,1.33751205
-5.60380190,1.85946921,0.00280861,0.03868444,0.87956276,0.33415331,0.31733702,0.26754763,0.00423514,1.35876506
-5.59779890,1.89429643,0.00274773,0.04112664,0.88697044,0.35020583,0.31586567,0.27245523,0.00452870,1.38064968
-5.59179590,1.93068380,0.00270981,0.04364395,0.89395706,0.36766719,0.31473688,0.27741601,0.00483466,1.40308654
-5.58579290,1.96857209,0.00269209,0.04622406,0.90039981,0.38655645,0.31393958,0.28243783,0.00515209,1.42599766
-5.57978989,2.00789991,0.00269199,0.04885310,0.90618763,0.40689084,0.31346149,0.28752351,0.00547997,1.44931212
-5.57378689,2.04860946,0.00270716,0.05151568,0.91122745,0.42868506,0.31329001,0.29267119,0.00581724,1.47297210
-5.56778389,2.09065243,0.00273547,0.05419499,0.91545013,0.45195023,0.31341335,0.29787501,0.00616278,1.49693863
-5.56178089,2.13399504,0.00277502,0.05687292,0.91881587,0.47669273,0.31382177,0.30312580,0.00651546,1.52119672
-5.55577789,2.17862199,0.00282414,0.05953016,0.92131847,0.50291253,0.31450865,0.30841177,0.00687415,1.54575899
-5.54977489,2.22453833,0.00288144,0.06214636,0.92298817,0.53060150,0.31547161,0.31371921,0.00723774,1.57066772
-5.54377189,2.27176918,0.00294574,0.06470023,0.92389272,0.55974124,0.31671316,0.31903294,0.00760512,1.59599460
-5.53776888,2.32035676,0.00301612,0.06716976,0.92413643,0.59030096,0.31824114,0.32433658,0.00797524,1.62183814
-5.53176588,2.37035473,0.00309189,0.06953240,0.92385715,0.62223507,0.32006853,0.32961266,0.00834702,1.64831867
-5.52576288,2.42182004,0.00317258,0.07176529,0.92322118,0.65548092,0.32221291,0.33484242,0.00871940,1.67557085
-5.51975988,2.47480239,0.00325793,0.07384554,0.92241625,0.68995660,0.32469518,0.34000546,0.00909129,1.70373417
-5.51375688,2.52933199,0.00334787,0.07575054,0.92164288,0.72555895,0.32753792,0.34507919,0.00946154,1.73294172
-5.50775388,2.58540614,0.00344249,0.07745830,0.92110453,0.76216193,0.33076318,0.35003821,0.00982892,1.76330778
-5.50175088,2.64297536,0.00354198,0.07894787,0.92099692,0.79961541,0.33438986,0.35485361,0.01019202,1.79491488
-5.49574787,2.70192985,0.00364662,0.08019977,0.92149709,0.83774453,0.33843088,0.35949235,0.01054928,1.82780097
-5.48974487,2.76208709,0.00375673,0.08119638,0.92275278,0.87634952,0.34289017,0.36391676,0.01089889,1.86194743
-5.48374187,2.82318128,0.00387257,0.08192243,0.92487258,0.91520624,0.34775974,0.36808412,0.01123875,1.89726853
-5.47773887,2.88485528,0.00399432,0.08236538,0.92791739,0.95406723,0.35301691,0.37194656,0.01156647,1.93360294
-5.47173587,2.94665566,0.00412202,0.08251587,0.93189367,0.99266346,0.35862192,0.37545120,0.01187932,1.97070780
-5.46573287,3.00803115,0.00425549,0.08236797,0.93674875,1.03070648,0.36451617,0.37854055,0.01217423,2.00825573
-5.45972986,3.06833493,0.00439430,0.08191952,0.94236855,1.06789129,0.37062103,0.38115319,0.01244781,2.04583509
-5.45372686,3.12683071,0.00453768,0.08117224,0.94857782,1.10389945,0.37683752,0.38322479,0.01269634,2.08295350
-5.44772386,3.18270267,0.00468454,0.08013181,0.95514300,1.13840273,0.38304694,0.38468930,0.01291590,2.11904474
-5.44172086,3.23506898,0.00483341,0.07880783,0.96177752,1.17106702,0.38911233,0.38548044,0.01310239,2.15347882
-5.43571786,3.28299872,0.00498241,0.07721366,0.96814952,1.20155653,0.39488100,0.38553331,0.01325164,2.18557500
-5.42971486,3.32553156,0.00512935,0.07536614,0.97389165,1.22953823,0.40018788,0.38478609,0.01335956,2.21461727
-5.42371186,3.36169980,0.00527166,0.07328527,0.97861247,1.25468647,0.40485973,0.38318189,0.01342223,2.23987201
-5.41770885,3.39055204,0.00540652,0.07099369,0.98190932,1.27668773,0.40872002,0.38067052,0.01343609,2.26060710
-5.41170585,3.41117785,0.00553088,0.06851621,0.98338182,1.29524548,0.41159431,0.37721022,0.01339806,2.27611194
-5.40570285,3.42273249,0.00564158,0.06587926,0.98264569,1.31008511,0.41331587,0.37276924,0.01330571,2.28571775
-5.39969985,3.42446114,0.00573546,0.06311028,0.97934636,1.32095883,0.41373146,0.36732732,0.01315735,2.28881737
-5.39369685,3.41572164,0.00580941,0.06023715,0.97317170,1.32765057,0.41270681,0.36087686,0.01295219,2.28488400
-5.38769385,3.39600506,0.00586057,0.05728765,0.96386347,1.32998065,0.41013172,0.35342384,0.01269043,2.27348816
-5.38169085,3.36495338,0.00588639,0.05428892,0.95122704,1.32781028,0.40592448,0.34498844,0.01237328,2.25431225
-5.37568784,3.32237365,0.00588473,0.05126705,0.93513896,1.32104568,0.40003535,0.33560533,0.01200301,2.22716230
-5.36968484,3.26824808,0.00585401,0.04824666,0.91555214,1.30964163,0.39244907,0.32532356,0.01158291,2.19197634
-5.36368184,3.20273967,0.00579321,0.04525063,0.89249837,1.29360453,0.38318613,0.31420617,0.01111726,2.14882922
-5.35767884,3.12619322,0.00570197,0.04229990,0.86608828,1.27299456,0.37230285,0.30232938,0.01061122,2.09793358
-5.35167584,3.03913154,0.00558064,0.03941332,0.83650858,1.24792701,0.35989019,0.28978149,0.01007071,2.03963703
-5.34567284,2.94224702,0.00543023,0.03660761,0.80401688,1.21857256,0.34607132,0.27666144,0.00950224,1.97441561
-5.33966983,2.83638885,0.00525241,0.03389742,0.76893433,1.18515644,0.33099821,0.26307720,0.00891274,1.90286381
-5.33366683,2.72254629,0.00504948,0.03129539,0.73163633,1.14795644,0.31484723,0.24914385,0.00830939,1.82568144
-5.32766383,2.60182864,0.00482429,0.02881229,0.69254195,1.10729968,0.29781402,0.23498164,0.00769937,1.74365804
-5.32166083,2.47544247,0.00458012,0.02645724,0.65210226,1.06355828,0.28010794,0.22071385,0.00708976,1.65765520
-5.31565783,2.34466709,0.00432064,0.02423789,0.61078825,1.01714382,0.26194620,0.20646477,0.00648725,1.56858756
-5.30965483,2.21082893,0.00404973,0.02216066,0.56907885,0.96850093,0.24354807,0.19235764,0.00589810,1.47740316
-5.30365183,2.07527575,0.00377144,0.02023094,0.52744935,0.91809998,0.22512929,0.17851273,0.00532791,1.38506382
-5.29764882,1.93935149,0.00348980,0.01845334,0.48636081,0.86642917,0.20689699,0.16504565,0.00478156,1.29252612
-5.29164582,1.80437254,0.00320878,0.01683187,0.44625068,0.81398621,0.18904520,0.15206578,0.00426313,1.20072371
-5.28564282,1.67160591,0.00293217,0.01537010,0.40752499,0.76126987,0.17175117,0.13967498,0.00377586,1.11055125
-5.27963982,1.54225017,0.00266349,0.01407133,0.37055218,0.70877158,0.15517261,0.12796656,0.00332215,1.02285058
-5.27363682,1.41741912,0.00240597,0.01293865,0.33565876,0.65696737,0.13944574,0.11702451,0.00290356,0.93839921
-5.26763382,1.29812881,0.00216247,0.01197505,0.30312667,0.60631041,0.12468439,0.10692294,0.00252086,0.85790140
-5.26163082,1.18528771,0.00193548,0.01118339,0.27319231,0.55722424,0.11097984,0.09772576,0.00217412,0.78198176
-5.25562781,1.07969015,0.00172712,0.01056640,0.24604698,0.51009700,0.09840153,0.08948655,0.00186274,0.71118128
-5.24962481,0.98201261,0.00153912,0.01012661,0.22183861,0.46527663,0.08699835,0.08224858,0.00158562,0.64595574
-5.24362181,0.89281281,0.00137289,0.00986623,0.20067437,0.42306719,0.07680053,0.07604494,0.00134118,0.58667587
-5.23761881,0.81253095,0.00122953,0.00978700,0.18262397,0.38372634,0.06782180,0.07089870,0.00112752,0.53362932
-5.23161581,0.74149278,0.00110987,0.00989003,0.16772319,0.34746382,0.06006184,0.06682311,0.00094249,0.48702370
-5.22561281,0.67991388,0.00101452,0.01017554,0.15597756,0.31444112,0.05350869,0.06382180,0.00078378,0.44699051
-5.21960980,0.62790484,0.00094392,0.01064269,0.14736572,0.28477189,0.04814116,0.06188896,0.00064902,0.41358944
-5.21360680,0.58547668,0.00089835,0.01128929,0.14184238,0.25852326,0.04393091,0.06100936,0.00053583,0.38681276
-5.20760380,0.55254628,0.00087801,0.01211162,0.13934065,0.23571776,0.04084428,0.06115846,0.00044190,0.36658941
-5.20160080,0.52894138,0.00088297,0.01310416,0.13977365,0.21633576,0.03884373,0.06230235,0.00036504,0.35278870
-5.19559780,0.51440506,0.00091325,0.01425942,0.14303543,0.20031820,0.03788878,0.06439773,0.00030317,0.34522331
-5.18959480,0.50859955,0.00096875,0.01556780,0.14900109,0.18756959,0.03793657,0.06739185,0.00025442,0.34365169
-5.18359180,0.51110939,0.00104929,0.01701748,0.15752636,0.17796104,0.03894195,0.07122253,0.00021710,0.34777975
-5.17758879,0.52144409,0.00115455,0.01859441,0.16844664,0.17133338,0.04085715,0.07581823,0.00018970,0.35726216
-5.17158579,0.53904059,0.00128402,0.02028237,0.18157585,0.16750020,0.04363124,0.08109829,0.00017091,0.37170329
-5.16558279,0.56326568,0.00143699,0.02206309,0.19670517,0.16625078,0.04720922,0.08697331,0.00015961,0.39065813
-5.15957979,0.59341898,0.00161248,0.02391649,0.21360197,0.16735310,0.05153109,0.09334581,0.00015484,0.41363359
-5.15357679,0.62873675,0.00180918,0.02582107,0.23200930,0.17055672,0.05653091,0.10011111,0.00015582,0.44009036
-5.14757379,0.66839694,0.00202544,0.02775426,0.25164597,0.17559575,0.06213592,0.10715852,0.00016190,0.46944578
-5.14157079,0.71152598,0.00225919,0.02969297,0.27220758,0.18219191,0.06826595,0.11437283,0.00017257,0.50107799
-5.13556778,0.75720742,0.00250794,0.03161419,0.29336869,0.19005777,0.07483312,0.12163605,0.00018743,0.53433161
-5.12956478,0.80449284,0.00276877,0.03349565,0.31478610,0.19890020,0.08174198,0.12882950,0.00020616,0.56852510
-5.12356178,0.85241490,0.00303831,0.03531645,0.33610344,0.20842408,0.08889017,0.13583608,0.00022854,0.60295988
-5.11755878,0.90000265,0.00331280,0.03705787,0.35695700,0.21833631,0.09616955,0.14254271,0.00025442,0.63693119
-5.11155578,0.94629873,0.00358814,0.03870402,0.37698263,0.22835000,0.10346792,0.14884294,0.00028368,0.66974050
-5.10555278,0.99037815,0.00385990,0.04024252,0.39582364,0.23818900,0.11067119,0.15463953,0.00031629,0.70070922
-5.09954977,1.03136812,0.00412350,0.04166519,0.41313934,0.24759242,0.11766603,0.15984702,0.00035223,0.72919323
-5.09354677,1.06846832,0.00437425,0.04296855,0.42861408,0.25631924,0.12434285,0.16439413,0.00039151,0.75459791
-5.08754377,1.10097074,0.00460747,0.04415432,0.44196619,0.26415276,0.13059905,0.16822591,0.00043421,0.77639294
-5.08154077,1.12827844,0.00481869,0.04522973,0.45295668,0.27090476,0.13634227,0.17130560,0.00048039,0.79412635
-5.07553777,1.14992229,0.00500368,0.04620772,0.46139711,0.27641921,0.14149364,0.17361604,0.00053019,0.80743719
-5.06953477,1.16557493,0.00515866,0.04710698,0.46715644,0.28057537,0.14599072,0.17516059,0.00058376,0.81606619
-5.06353177,1.17506125,0.00528039,0.04795185,0.47016627,0.28329004,0.14979009,0.17596359,0.00064129,0.81986397
-5.05752876,1.17836480,0.00536627,0.04877200,0.47042440,0.28451905,0.15286933,0.17607016,0.00070301,0.81879617
-5.05152576,1.17562955,0.00541446,0.04960199,0.46799636,0.28425758,0.15522828,0.17554545,0.00076921,0.81294539
-5.04552276,1.16715690,0.00542389,0.05048058,0.46301475,0.28253955,0.15688954,0.17447331,0.00084021,0.80250953
-5.03951976,1.15339775,0.00539435,0.05144993,0.45567645,0.27943589,0.15789806,0.17295438,0.00091640,0.78779663
-5.03351676,1.13493979,0.00532647,0.05255462,0.44623759,0.27505178,0.15831984,0.17110362,0.00099821,0.76921633
-5.02751376,1.11249040,0.00522169,0.05384047,0.43500657,0.26952288,0.15823976,0.16904745,0.00108614,0.74726802
-5.02151076,1.08685554,0.00508222,0.05535328,0.42233523,0.26301083,0.15775852,0.16692034,0.00118074,0.72252639
-5.01550775,1.05891553,0.00491095,0.05713744,0.40860860,0.25569797,0.15698892,0.16486125,0.00128258,0.69562458
-5.00950475,1.02959840,0.00471139,0.05923438,0.39423348,0.24778161,0.15605153,0.16300968,0.00139227,0.66723581
-5.00350175,0.99985172,0.00448747,0.06168108,0.37962632,0.23946799,0.15506995,0.16150172,0.00151044,0.63805393
-4.99749875,0.97061397,0.00424351,0.06450847,0.36520087,0.23096610,0.15416586,0.16046602,0.00163767,0.60877376
-4.99149575,0.94278643,0.00398399,0.06773988,0.35135603,0.22248173,0.15345407,0.16001983,0.00177451,0.58007184
-4.98549275,0.91720650,0.00371349,0.07138963,0.33846422,0.21421172,0.15303779,0.16026536,0.00192142,0.55258821
-4.97948974,0.89462335,0.00343649,0.07546167,0.32686089,0.20633879,0.15300434,0.16128635,0.00207873,0.52690986
-4.97348674,0.87567680,0.00315732,0.07994852,0.31683531,0.19902694,0.15342145,0.16314516,0.00224660,0.50355638
-4.96748374,0.86088003,0.00288000,0.08483041,0.30862307,0.19241771,0.15433442,0.16588035,0.00242494,0.48296817
-4.96148074,0.85060674,0.00260817,0.09007481,0.30240048,0.18662726,0.15576413,0.16950499,0.00261344,0.46549751
-4.95547774,0.84508301,0.00234504,0.09563629,0.29828101,0.18174437,0.15770615,0.17400558,0.00281145,0.45140278
-4.94947474,0.84438435,0.00209331,0.10145690,0.29631389,0.17782944,0.16013092,0.17934195,0.00301798,0.44084567
-4.94347174,0.84843765,0.00185519,0.10746696,0.29648479,0.17491441,0.16298495,0.18544780,0.00323168,0.43389168
-4.93746873,0.85702827,0.00163235,0.11358635,0.29871865,0.17300364,0.16619316,0.19223235,0.00345080,0.43051345
-4.93146573,0.86981165,0.00142597,0.11972634,0.30288435,0.17207557,0.16966204,0.19958267,0.00367323,0.43059689
-4.92546273,0.88632928,0.00123674,0.12579182,0.30880116,0.17208525,0.17328367,0.20736693,0.00389648,0.43394975
-4.91945973,0.90602824,0.00106493,0.13168395,0.31624660,0.17296744,0.17694040,0.21543849,0.00411774,0.44031219
-4.91345673,0.92828368,0.00091042,0.13730321,0.32496551,0.17464029,0.18050983,0.22364046,0.00433393,0.44936908
-4.90745373,0.95242347,0.00077275,0.14255257,0.33467982,0.17700946,0.18387009,0.23181098,0.00454177,0.46076334
-4.90145073,0.97775393,0.00065122,0.14734088,0.34509890,0.17997236,0.18690502,0.23978868,0.00473790,0.47411008
-4.89544772,1.00358590,0.00054489,0.15158618,0.35592981,0.18342260,0.18950909,0.24741834,0.00491894,0.48901079
-4.88944472,1.02926004,0.00045270,0.15521886,0.36688737,0.18725433,0.19159188,0.25455652,0.00508164,0.50506730
-4.88344172,1.05417042,0.00037347,0.15818454,0.37770346,0.19136630,0.19308178,0.26107675,0.00522300,0.52189485
-4.87743872,1.07778563,0.00030598,0.16044645,0.38813530,0.19566565,0.19392903,0.26687433,0.00534040,0.53913398
-4.87143572,1.09966645,0.00024901,0.16198739,0.39797252,0.20007110,0.19410773,0.27187026,0.00543172,0.55646070
-4.86543272,1.11947959,0.00020134,0.16281085,0.40704257,0.20451563,0.19361692,0.27601436,0.00549545,0.57359479
-4.85942971,1.13700687,0.00016184,0.16294155,0.41521454,0.20894835,0.19248067,0.27928715,0.00553079,0.59030577
-4.85342671,1.15214971,0.00012944,0.16242518,0.42240108,0.21333571,0.19074725,0.28170074,0.00553774,0.60641660
-4.84742371,1.16492871,0.00010314,0.16132739,0.42855857,0.21766187,0.18848751,0.28329831,0.00551715,0.62180486
-4.84142071,1.17547849,0.00008206,0.15973204,0.43368551,0.22192829,0.18579247,0.28415252,0.00547074,0.63640159
-4.83541771,1.18403817,0.00006543,0.15773889,0.43781927,0.22615262,0.18277046,0.28436262,0.00540114,0.65018788
-4.82941471,1.19093793,0.00005257,0.15546065,0.44103145,0.23036683,0.17954390,0.28405066,0.00531178,0.66318932
-4.82341171,1.19658242,0.00004291,0.15301970,0.44342205,0.23461482,0.17624587,0.28335677,0.00520693,0.67546888
-4.81740870,1.20143171,0.00003596,0.15054456,0.44511274,0.23894953,0.17301682,0.28243379,0.00509153,0.68711834
-4.81140570,1.20598079,0.00003134,0.14816624,0.44623971,0.24342969,0.17000139,0.28144151,0.00497111,0.69824879
-4.80540270,1.21073841,0.00002877,0.14601459,0.44694617,0.24811638,0.16734562,0.28054078,0.00485163,0.70898077
-4.79939970,1.21620624,0.00002800,0.14421502,0.44737514,0.25306951,0.16519471,0.27988766,0.00473937,0.71943422
-4.79339670,1.22285921,0.00002890,0.14288535,0.44766259,0.25834439,0.16369114,0.27962801,0.00464067,0.72971905
-4.78739370,1.23112770,0.00003138,0.14213325,0.44793137,0.26398848,0.16297356,0.27989251,0.00456183,0.73992639
-4.78139070,1.24138221,0.00003540,0.14205414,0.44828605,0.27003847,0.16317607,0.28079256,0.00450888,0.75012114
-4.77538769,1.25392105,0.00004099,0.14272964,0.44880896,0.27651776,0.16442806,0.28241697,0.00448738,0.76033590
-4.76938469,1.26896125,0.00004821,0.14422658,0.44955739,0.28343443,0.16685440,0.28482963,0.00450227,0.77056669
-4.76338169,1.28663285,0.00005716,0.14659659,0.45056215,0.29077979,0.17057584,0.28806822,0.00455770,0.78077041
-4.75737869,1.30697657,0.00006797,0.14987611,0.45182734,0.29852744,0.17570951,0.29214382,0.00465685,0.79086425
-4.75137569,1.32994462,0.00008080,0.15408686,0.45333137,0.30663302,0.18236931,0.29704155,0.00480181,0.80072691
-4.74537269,1.35540441,0.00009584,0.15923654,0.45502904,0.31503445,0.19066595,0.30272192,0.00499350,0.81020155
-4.73936968,1.38314466,0.00011327,0.16531982,0.45685450,0.32365285,0.20070658,0.30912298,0.00523158,0.81910043
-4.73336668,1.41288361,0.00013330,0.17231935,0.45872498,0.33239391,0.21259373,0.31616292,0.00551438,0.82721076
-4.72736368,1.44427860,0.00015612,0.18020671,0.46054500,0.34114978,0.22642351,0.32374308,0.00583895,0.83430186
-4.72136068,1.47693667,0.00018191,0.18894333,0.46221087,0.34980145,0.24228292,0.33175125,0.00620107,0.84013295
-4.71535768,1.51042566,0.00021086,0.19848115,0.46361525,0.35822137,0.26024630,0.34006493,0.00659530,0.84446158
-4.70935468,1.54428520,0.00024310,0.20876305,0.46465163,0.36627650,0.28037094,0.34855460,0.00701514,0.84705220
-4.70335168,1.57803748,0.00027873,0.21972303,0.46521836,0.37383142,0.30269180,0.35708681,0.00745314,0.84768458
-4.69734867,1.61119707,0.00031780,0.23128609,0.46522236,0.38075166,0.32721575,0.36552695,0.00790109,0.84616185
-4.69134567,1.64328000,0.00036031,0.24336795,0.46458210,0.38690698,0.35391533,0.37374174,0.00835027,0.84231777
-4.68534267,1.67381156,0.00040616,0.25587457,0.46323000,0.39217461,0.38272245,0.38160142,0.00879159,0.83602306
-4.67933967,1.70233304,0.00045521,0.26870167,0.46111399,0.39644232,0.41352237,0.38898147,0.00921596,0.82719055
-4.67333667,1.72840725,0.00050720,0.28173426,0.45819848,0.39961120,0.44614826,0.39576411,0.00961445,0.81577898
-4.66733367,1.75162314,0.00056179,0.29484641,0.45446456,0.40159817,0.48037689,0.40183945,0.00997860,0.80179541
-4.66133067,1.77159949,0.00061855,0.30790126,0.44990966,0.40233803,0.51592583,0.40710649,0.01030064,0.78529603
-4.65532766,1.78798803,0.00067694,0.32075158,0.44454661,0.40178514,0.55245246,0.41147386,0.01057372,0.76638565
-4.64932466,1.80047634,0.00073634,0.33324077,0.43840252,0.39991456,0.58955526,0.41486058,0.01079215,0.74521565
-4.64332166,1.80879057,0.00079603,0.34520457,0.43151728,0.39672275,0.62677765,0.41719673,0.01095149,0.72198070
