energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.56778389,2.26066073,0.77624828,0.00000000,0.00641176,0.36487305,0.57334080,0.83113172,1.15914370,0.00000000
-5.56178089,2.29051638,0.80551784,0.00000000,0.00685606,0.37249236,0.59197825,0.82772981,1.18094037,0.00000000
-5.55577789,2.32090267,0.83553421,0.00000000,0.00728825,0.37960569,0.61068859,0.82502956,1.20298634,0.00000000
-5.54977489,2.35198886,0.86606272,0.00000000,0.00770136,0.38624893,0.62922672,0.82330381,1.22525099,0.00000000
-5.54377189,2.38383220,0.89681552,0.00000000,0.00808860,0.39244698,0.64732360,0.82277718,1.24764656,0.00000000
-5.53776888,2.41635974,0.92745283,0.00000000,0.00844354,0.39820968,0.66469128,0.82361395,1.27002278,0.00000000
-5.53176588,2.44935626,0.95758648,0.00000000,0.00876026,0.40352858,0.68102880,0.82590858,1.29216438,0.00000000
-5.52576288,2.48245913,0.98678589,0.00000000,0.00903351,0.40837486,0.69602913,0.82967915,1.31379183,0.00000000
-5.51975988,2.51516054,1.01458647,0.00000000,0.00925888,0.41269858,0.70938671,0.83486416,1.33456551,0.00000000
-5.51375688,2.54681727,1.04050015,0.00000000,0.00943287,0.41642916,0.72080549,0.84132272,1.35409306,0.00000000
-5.50775388,2.57666756,1.06402779,0.00000000,0.00955305,0.41947742,0.73000714,0.84883827,1.37193986,0.00000000
-5.50175088,2.60385459,1.08467304,0.00000000,0.00961805,0.42173871,0.73673913,0.85712549,1.38764209,0.00000000
-5.49574787,2.62745536,1.10195708,0.00000000,0.00962763,0.42309739,0.74078239,0.86584024,1.40072186,0.00000000
-5.48974487,2.64651374,1.11543367,0.00000000,0.00958265,0.42343209,0.74195818,0.87459187,1.41070378,0.00000000
-5.48374187,2.66007621,1.12470394,0.00000000,0.00948499,0.42262168,0.74013398,0.88295746,1.41713219,0.00000000
-5.47773887,2.66722837,1.12943010,0.00000000,0.00933751,0.42055157,0.73522806,0.89049737,1.41958821,0.00000000
-5.47173587,2.66713085,1.12934764,0.00000000,0.00914389,0.41711996,0.72721257,0.89677115,1.41770590,0.00000000
-5.46573287,2.65905261,1.12427537,0.00000000,0.00890852,0.41224374,0.71611502,0.90135347,1.41118681,0.00000000
-5.45972986,2.64240045,1.11412283,0.00000000,0.00863634,0.40586380,0.70201808,0.90384903,1.39981215,0.00000000
-5.45372686,2.61674321,1.09889477,0.00000000,0.00833264,0.39794921,0.68505769,0.90390616,1.38345226,0.00000000
-5.44772386,2.58182989,1.07869257,0.00000000,0.00800292,0.38850046,0.66541959,0.90122841,1.36207287,0.00000000
-5.44172086,2.53760087,1.05371239,0.00000000,0.00765273,0.37755116,0.64333446,0.89558380,1.33573803,0.00000000
-5.43571786,2.48419227,1.02424033,0.00000000,0.00728749,0.36516850,0.61907175,0.88681152,1.30460968,0.00000000
-5.42971486,2.42193318,0.99064477,0.00000000,0.00691238,0.35145218,0.59293266,0.87482594,1.26894400,0.00000000
-5.42371186,2.35133659,0.95336633,0.00000000,0.00653222,0.33653212,0.56524244,0.85961797,1.22908486,0.00000000
-5.41770885,2.27308448,0.91290577,0.00000000,0.00615135,0.32056492,0.53634236,0.84125384,1.18545482,0.00000000
-5.41170585,2.18800812,0.86981070,0.00000000,0.00577364,0.30372938,0.50658163,0.81987165,1.13854404,0.00000000
-5.40570285,2.09706479,0.82466135,0.00000000,0.00540238,0.28622124,0.47630971,0.79567596,1.08889795,0.00000000
-5.39969985,2.00131195,0.77805616,0.00000000,0.00504031,0.26824747,0.44586905,0.76893077,1.03710396,0.00000000
-5.39369685,1.90188018,0.73059784,0.00000000,0.00468960,0.25002041,0.41558870,0.73995134,0.98377799,0.00000000
-5.38769385,1.79994595,0.68288016,0.00000000,0.00435194,0.23175193,0.38577879,0.70909519,0.92955121,0.00000000
-5.38169085,1.69670529,0.63547613,0.00000000,0.00402851,0.21364792,0.35672609,0.67675265,0.87505749,0.00000000
-5.37568784,1.59334906,0.58892765,0.00000000,0.00372009,0.19590340,0.32869067,0.64333743,0.82092188,0.00000000
-5.36968484,1.49104054,0.54373711,0.00000000,0.00342709,0.17869819,0.30190359,0.60927720,0.76775031,0.00000000
-5.36368184,1.39089570,0.50036070,0.00000000,0.00314965,0.16219356,0.27656567,0.57500467,0.71612068,0.00000000
-5.35767884,1.29396633,0.45920369,0.00000000,0.00288767,0.14652961,0.25284706,0.54094923,0.66657535,0.00000000
-5.35167584,1.20122603,0.42061741,0.00000000,0.00264087,0.13182369,0.23088765,0.50752915,0.61961491,0.00000000
-5.34567284,1.11355893,0.38489777,0.00000000,0.00240887,0.11816956,0.21079802,0.47514449,0.57569316,0.00000000
-5.33966983,1.03175079,0.35228510,0.00000000,0.00219122,0.10563741,0.19266080,0.44417077,0.53521306,0.00000000
-5.33366683,0.95648225,0.32296497,0.00000000,0.00198744,0.09427451,0.17653233,0.41495323,0.49852349,0.00000000
-5.32766383,0.88832371,0.29706981,0.00000000,0.00179701,0.08410646,0.16244429,0.38780174,0.46591651,0.00000000
-5.32166083,0.82773152,0.27468092,0.00000000,0.00161944,0.07513878,0.15040539,0.36298638,0.43762514,0.00000000
-5.31565783,0.77504529,0.25583076,0.00000000,0.00145427,0.06735889,0.14040285,0.34073353,0.41382125,0.00000000
-5.30965483,0.73048586,0.24050528,0.00000000,0.00130102,0.06073816,0.13240370,0.32122257,0.39461373,0.00000000
-5.30365183,0.69415401,0.22864612,0.00000000,0.00115928,0.05523399,0.12635577,0.30458312,0.38004679,0.00000000
-5.29764882,0.66602983,0.22015276,0.00000000,0.00102862,0.05079193,0.12218857,0.29089302,0.37009846,0.00000000
-5.29164582,0.64597273,0.21488438,0.00000000,0.00090863,0.04734757,0.11981383,0.28017684,0.36467943,0.00000000
-5.28564282,0.63372250,0.21266186,0.00000000,0.00079888,0.04482835,0.11912602,0.27240525,0.36363242,0.00000000
-5.27963982,0.62890148,0.21326961,0.00000000,0.00069896,0.04315517,0.12000283,0.26749521,0.36673228,0.00000000
-5.27363682,0.63101827,0.21645770,0.00000000,0.00060843,0.04224379,0.12230572,0.26531109,0.37368706,0.00000000
-5.26763382,0.63947327,0.22194436,0.00000000,0.00052684,0.04200614,0.12588064,0.26566684,0.38414025,0.00000000
-5.26163082,0.65356631,0.22941892,0.00000000,0.00045371,0.04235143,0.13055909,0.26832918,0.39767451,0.00000000
-5.25562781,0.67250676,0.23854544,0.00000000,0.00038854,0.04318725,0.13615957,0.27302202,0.41381700,0.00000000
-5.24962481,0.69542605,0.24896718,0.00000000,0.00033081,0.04442058,0.14248944,0.27943187,0.43204637,0.00000000
-5.24362181,0.72139280,0.26031179,0.00000000,0.00028000,0.04595880,0.14934733,0.28721448,0.45180160,0.00000000
-5.23761881,0.74943043,0.27219746,0.00000000,0.00023557,0.04771074,0.15652607,0.29600231,0.47249242,0.00000000
-5.23161581,0.77853688,0.28423971,0.00000000,0.00019698,0.04958779,0.16381602,0.30541298,0.49351130,0.00000000
-5.22561281,0.80770614,0.29605897,0.00000000,0.00016368,0.05150498,0.17100892,0.31505825,0.51424667,0.00000000
-5.21960980,0.83595093,0.30728848,0.00000000,0.00013515,0.05338219,0.17790198,0.32455349,0.53409698,0.00000000
-5.21360680,0.86232592,0.31758240,0.00000000,0.00011089,0.05514532,0.18430214,0.33352724,0.55248526,0.00000000
-5.20760380,0.88595067,0.32662388,0.00000000,0.00009039,0.05672745,0.19003040,0.34163055,0.56887349,0.00000000
-5.20160080,0.90603142,0.33413264,0.00000000,0.00007321,0.05806997,0.19492601,0.34854591,0.58277645,0.00000000
-5.19559780,0.92188102,0.33987181,0.00000000,0.00005891,0.05912351,0.19885027,0.35399531,0.59377424,0.00000000
-5.18959480,0.93293601,0.34365370,0.00000000,0.00004711,0.05984886,0.20168994,0.35774721,0.60152328,0.00000000
-5.18359180,0.93877031,0.34534432,0.00000000,0.00003745,0.06021753,0.20335993,0.35962218,0.60576490,0.00000000
-5.17758879,0.93910490,0.34486625,0.00000000,0.00002960,0.06021216,0.20380522,0.35949700,0.60633158,0.00000000
-5.17158579,0.93381300,0.34219990,0.00000000,0.00002329,0.05982664,0.20300203,0.35730698,0.60315015,0.00000000
-5.16558279,0.92292070,0.33738294,0.00000000,0.00001827,0.05906594,0.20095786,0.35304667,0.59624215,0.00000000
-5.15957979,0.90660292,0.33050806,0.00000000,0.00001432,0.05794564,0.19771083,0.34676865,0.58572108,0.00000000
-5.15357679,0.88517499,0.32171909,0.00000000,0.00001129,0.05649121,0.19332796,0.33858086,0.57178681,0.00000000
-5.14757379,0.85908030,0.31120562,0.00000000,0.00000900,0.05473705,0.18790265,0.32864230,0.55471739,0.00000000
-5.14157079,0.82887457,0.29919651,0.00000000,0.00000736,0.05272533,0.18155157,0.31715752,0.53485864,0.00000000
-5.13556778,0.79520757,0.28595250,0.00000000,0.00000627,0.05050465,0.17441081,0.30437019,0.51261194,0.00000000
-5.12956478,0.75880309,0.27175822,0.00000000,0.00000565,0.04812868,0.16663182,0.29055592,0.48842092,0.00000000
-5.12356178,0.72043810,0.25691414,0.00000000,0.00000548,0.04565475,0.15837702,0.27601482,0.46275746,0.00000000
-5.11755878,0.68092198,0.24172859,0.00000000,0.00000571,0.04314243,0.14981542,0.26106400,0.43610772,0.00000000
-5.11155578,0.64107666,0.22651031,0.00000000,0.00000637,0.04065226,0.14111848,0.24603038,0.40895878,0.00000000
-5.10555278,0.60171845,0.21156170,0.00000000,0.00000744,0.03824462,0.13245618,0.23124408,0.38178625,0.00000000
-5.09954977,0.56364199,0.19717315,0.00000000,0.00000898,0.03597871,0.12399358,0.21703241,0.35504348,0.00000000
-5.09354677,0.52760697,0.18361831,0.00000000,0.00001102,0.03391177,0.11588797,0.20371493,0.32915252,0.00000000
-5.08754377,0.49432759,0.17115062,0.00000000,0.00001363,0.03209846,0.10828658,0.19159925,0.30449716,0.00000000
-5.08154077,0.46446493,0.16000094,0.00000000,0.00001689,0.03059043,0.10132490,0.18097782,0.28141804,0.00000000
-5.07553777,0.43862198,0.15037623,0.00000000,0.00002088,0.02943606,0.09512570,0.17212554,0.26020990,0.00000000
-5.06953477,0.41734099,0.14245908,0.00000000,0.00002570,0.02868024,0.08979848,0.16529794,0.24112073,0.00000000
-5.06353177,0.40110268,0.13640800,0.00000000,0.00003147,0.02836431,0.08543945,0.16072991,0.22435267,0.00000000
-5.05752876,0.39032663,0.13235809,0.00000000,0.00003829,0.02852598,0.08213185,0.15863457,0.21006427,0.00000000
-5.05152576,0.38537241,0.13042193,0.00000000,0.00004628,0.02919916,0.07994650,0.15920219,0.19837381,0.00000000
-5.04552276,0.38654056,0.13069051,0.00000000,0.00005557,0.03041375,0.07894238,0.16259879,0.18936330,0.00000000
-5.03951976,0.39407305,0.13323381,0.00000000,0.00006626,0.03219533,0.07916723,0.16896432,0.18308273,0.00000000
-5.03351676,0.40815260,0.13810101,0.00000000,0.00007845,0.03456464,0.08065794,0.17841026,0.17955415,0.00000000
-5.02751376,0.42890060,0.14532011,0.00000000,0.00009225,0.03753690,0.08344074,0.19101648,0.17877551,0.00000000
-5.02151076,0.45637341,0.15489704,0.00000000,0.00010771,0.04112097,0.08753101,0.20682751,0.18072363,0.00000000
-5.01550775,0.49055699,0.16681402,0.00000000,0.00012489,0.04531838,0.09293276,0.22584815,0.18535641,0.00000000
-5.00950475,0.53136024,0.18102752,0.00000000,0.00014380,0.05012222,0.09963778,0.24803873,0.19261412,0.00000000
-5.00350175,0.57860717,0.19746584,0.00000000,0.00016441,0.05551603,0.10762444,0.27331018,0.20241960,0.00000000
-4.99749875,0.63202885,0.21602644,0.00000000,0.00018667,0.06147269,0.11685632,0.30151933,0.21467762,0.00000000
-4.99149575,0.69125535,0.23657343,0.00000000,0.00021048,0.06795344,0.12728060,0.33246479,0.22927353,0.00000000
-4.98549275,0.75580899,0.25893541,0.00000000,0.00023568,0.07490709,0.13882662,0.36588377,0.24607118,0.00000000
-4.97948974,0.82509926,0.28290388,0.00000000,0.00026208,0.08226954,0.15140444,0.40145038,0.26491077,0.00000000
-4.97348674,0.89842053,0.30823261,0.00000000,0.00028942,0.08996369,0.16490383,0.43877567,0.28560645,0.00000000
-4.96748374,0.97495316,0.33463817,0.00000000,0.00031742,0.09789977,0.17919361,0.47740983,0.30794439,0.00000000
-4.96148074,1.05376856,0.36180177,0.00000000,0.00034575,0.10597621,0.19412169,0.51684664,0.33168133,0.00000000
-4.95547774,1.13383871,0.38937252,0.00000000,0.00037403,0.11408101,0.20951573,0.55653059,0.35654402,0.00000000
-4.94947474,1.21405018,0.41697228,0.00000000,0.00040187,0.12209367,0.22518462,0.59586624,0.38222965,0.00000000
-4.94347174,1.29322269,0.44420188,0.00000000,0.00042886,0.12988762,0.24092083,0.63423008,0.40840767,0.00000000
-4.93746873,1.37013178,0.47064872,0.00000000,0.00045458,0.13733305,0.25650345,0.67098430,0.43472274,0.00000000
-4.93146573,1.44353500,0.49589546,0.00000000,0.00047859,0.14430018,0.27170218,0.70549224,0.46079925,0.00000000
-4.92546273,1.51220076,0.51952952,0.00000000,0.00050050,0.15066267,0.28628178,0.73713479,0.48624697,0.00000000
-4.91945973,1.57493886,0.54115310,0.00000000,0.00051992,0.15630117,0.30000729,0.76532731,0.51066799,0.00000000
-4.91345673,1.63063144,0.56039324,0.00000000,0.00053651,0.16110688,0.31264939,0.78953621,0.53366456,0.00000000
-4.90745373,1.67826313,0.57691157,0.00000000,0.00054997,0.16498480,0.32399011,0.80929451,0.55484772,0.00000000
-4.90145073,1.71694915,0.59041337,0.00000000,0.00056006,0.16785671,0.33382838,0.82421583,0.57384629,0.00000000
-4.89544772,1.74596015,0.60065549,0.00000000,0.00056661,0.16966365,0.34198534,0.83400590,0.59031591,0.00000000
-4.88944472,1.76474268,0.60745285,0.00000000,0.00056950,0.17036778,0.34830922,0.83847142,0.60394793,0.00000000
-4.88344172,1.77293453,0.61068327,0.00000000,0.00056871,0.16995355,0.35267949,0.83752549,0.61447748,0.00000000
-4.87743872,1.77037408,0.61029035,0.00000000,0.00056427,0.16842816,0.35501015,0.83118973,0.62169073,0.00000000
-4.87143572,1.75710358,0.60628444,0.00000000,0.00055628,0.16582121,0.35525212,0.81959269,0.62543081,0.00000000
-4.86543272,1.73336603,0.59874159,0.00000000,0.00054492,0.16218361,0.35339444,0.80296488,0.62560226,0.00000000
-4.85942971,1.69959596,0.58780051,0.00000000,0.00053043,0.15758585,0.34946448,0.78163056,0.62217373,0.00000000
-4.85342671,1.65640458,0.57365787,0.00000000,0.00051307,0.15211559,0.34352690,0.75599666,0.61517892,0.00000000
-4.84742371,1.60456000,0.55656195,0.00000000,0.00049319,0.14587480,0.33568165,0.72653947,0.60471562,0.00000000
-4.84142071,1.54496333,0.53680510,0.00000000,0.00047113,0.13897649,0.32606086,0.69378955,0.59094293,0.00000000
-4.83541771,1.47862182,0.51471521,0.00000000,0.00044729,0.13154132,0.31482500,0.65831567,0.57407674,0.00000000
-4.82941471,1.40661995,0.49064659,0.00000000,0.00042206,0.12369397,0.30215825,0.62070830,0.55438364,0.00000000
-4.82341171,1.33008983,0.46497054,0.00000000,0.00039582,0.11555974,0.28826336,0.58156341,0.53217355,0.00000000
-4.81740870,1.25018179,0.43806600,0.00000000,0.00036897,0.10726127,0.27335619,0.54146717,0.50779122,0.00000000
-4.81140570,1.16803628,0.41031062,0.00000000,0.00034187,0.09891554,0.25766015,0.50098199,0.48160702,0.00000000
-4.80540270,1.08475795,0.38207237,0.00000000,0.00031486,0.09063137,0.24140062,0.46063435,0.45400738,0.00000000
-4.79939970,1.00139262,0.35370206,0.00000000,0.00028826,0.08250730,0.22479971,0.42090482,0.42538507,0.00000000
-4.79339670,0.91890772,0.32552688,0.00000000,0.00026234,0.07463000,0.20807136,0.38222033,0.39612976,0.00000000
-4.78739370,0.83817655,0.29784513,0.00000000,0.00023734,0.06707325,0.19141700,0.34494874,0.36661926,0.00000000
-4.78139070,0.75996659,0.27092209,0.00000000,0.00021347,0.05989738,0.17502188,0.30939588,0.33721142,0.00000000
-4.77538769,0.68493186,0.24498724,0.00000000,0.00019086,0.05314918,0.15905212,0.27580466,0.30823724,0.00000000
-4.76938469,0.61360918,0.22023257,0.00000000,0.00016966,0.04686228,0.14365250,0.24435623,0.27999515,0.00000000
-4.76338169,0.54641809,0.19681219,0.00000000,0.00014993,0.04105788,0.12894509,0.21517281,0.25274664,0.00000000
-4.75737869,0.48366400,0.17484283,0.00000000,0.00013172,0.03574573,0.11502860,0.18832202,0.22671334,0.00000000
-4.75137569,0.42554422,0.15440546,0.00000000,0.00011506,0.03092545,0.10197847,0.16382216,0.20207543,0.00000000
-4.74537269,0.37215624,0.13554752,0.00000000,0.00009992,0.02658783,0.08984761,0.14164837,0.17897144,0.00000000
-4.73936968,0.32350785,0.11828592,0.00000000,0.00008628,0.02271637,0.07866769,0.12173923,0.15749928,0.00000000
-4.73336668,0.27952846,0.10261047,0.00000000,0.00007407,0.01928869,0.06845093,0.10400340,0.13771832,0.00000000
-4.72736368,0.24008121,0.08848771,0.00000000,0.00006323,0.01627805,0.05919221,0.08832639,0.11965243,0.00000000
-4.72136068,0.20497542,0.07586485,0.00000000,0.00005367,0.01365465,0.05087153,0.07457689,0.10329370,0.00000000
-4.71535768,0.17397884,0.06467389,0.00000000,0.00004532,0.01138691,0.04345649,0.06261270,0.08860676,0.00000000
-4.70935468,0.14682958,0.05483559,0.00000000,0.00003807,0.00944258,0.03690500,0.05228621,0.07553330,0.00000000
-4.70335168,0.12324721,0.04626343,0.00000000,0.00003184,0.00778965,0.03116781,0.04344910,0.06399688,0.00000000
-4.69734867,0.10294305,0.03886726,0.00000000,0.00002653,0.00639722,0.02619108,0.03595655,0.05390762,0.00000000
-4.69134567,0.08562934,0.03255676,0.00000000,0.00002206,0.00523614,0.02191874,0.02967072,0.04516674,0.00000000
-4.68534267,0.07102734,0.02724455,0.00000000,0.00001834,0.00427949,0.01829469,0.02446359,0.03767083,0.00000000
-4.67933967,0.05887424,0.02284904,0.00000000,0.00001531,0.00350301,0.01526473,0.02021936,0.03131577,0.00000000
-4.67333667,0.04892900,0.01929690,0.00000000,0.00001289,0.00288538,0.01277834,0.01683616,0.02600015,0.00000000
-4.66733367,0.04097712,0.01652525,0.00000000,0.00001104,0.00240838,0.01079016,0.01422747,0.02162829,0.00000000
-4.66133067,0.03483433,0.01448353,0.00000000,0.00000972,0.00205699,0.00926124,0.01232307,0.01811275,0.00000000
-4.65532766,0.03034952,0.01313500,0.00000000,0.00000889,0.00181946,0.00816009,0.01106970,0.01537636,0.00000000
-4.64932466,0.02740670,0.01245805,0.00000000,0.00000855,0.00168731,0.00746346,0.01043141,0.01335376,0.00000000
-4.64332166,0.02592623,0.01244710,0.00000000,0.00000868,0.00165522,0.00715691,0.01038970,0.01199255,0.00000000
