energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,4.95297725,0.01020048,0.64997852,3.97421632,2.32599774,1.51453980,0.00000000,0.58919755,0.12269504
-5.99399700,4.91012358,0.00961113,0.62656193,3.76081707,2.30505305,1.54188093,0.00000000,0.61554801,0.12710524
-5.98799400,4.89812309,0.00915621,0.60577403,3.56978724,2.29960027,1.57970236,0.00000000,0.64646461,0.13254186
-5.98199100,4.91372784,0.00882939,0.58739355,3.40032863,2.30787101,1.62681340,0.00000000,0.68142687,0.13892735
-5.97598799,4.95310639,0.00862340,0.57114592,3.25117587,2.32781941,1.68181674,0.00000000,0.71980694,0.14616227
-5.96998499,5.01196179,0.00853031,0.55671652,3.12067521,2.35718549,1.74314034,0.00000000,0.76088287,0.15412638
-5.96398199,5.08565863,0.00854183,0.54376456,3.00686940,2.39356238,1.80907345,0.00000000,0.80385452,0.16268028
-5.95797899,5.16935575,0.00864953,0.53193714,2.90758557,2.43446536,1.87780634,0.00000000,0.84786206,0.17166755
-5.95197599,5.25814104,0.00884502,0.52088295,2.82052319,2.47740119,1.94747290,0.00000000,0.89200648,0.18091754
-5.94597299,5.34716512,0.00912005,0.51026510,2.74333921,2.51993569,2.01619532,0.00000000,0.93537202,0.19024860
-5.93996998,5.43177029,0.00946660,0.49977267,2.67372800,2.55975804,2.08212987,0.00000000,0.97704973,0.19947191
-5.93396698,5.50761146,0.00987685,0.48913068,2.60949385,2.59474003,2.14351261,0.00000000,1.01616177,0.20839562
-5.92796398,5.57076595,0.01034320,0.47810806,2.54861424,2.62298883,2.19870376,0.00000000,1.05188555,0.21682942
-5.92196098,5.61782910,0.01085818,0.46652359,2.48929245,2.64289187,2.24622949,0.00000000,1.08347717,0.22458922
-5.91595798,5.64599332,0.01141439,0.45424964,2.42999860,2.65315261,2.28481978,0.00000000,1.11029309,0.23150183
-5.90995498,5.65310828,0.01200438,0.44121369,2.36949852,2.65281649,2.31344090,0.00000000,1.13180946,0.23740960
-5.90395198,5.63772081,0.01262063,0.42739769,2.30687034,2.64128618,2.33132159,0.00000000,1.14763812,0.24217467
-5.89794897,5.59909331,0.01325546,0.41283558,2.24150921,2.61832598,2.33797157,0.00000000,1.15753867,0.24568281
-5.89194597,5.53720067,0.01390098,0.39760891,2.17312067,2.58405533,2.33319190,0.00000000,1.16142597,0.24784651
-5.88594297,5.45270571,0.01454910,0.38184116,2.10170393,2.53893175,2.31707641,0.00000000,1.15937263,0.24860742
-5.87993997,5.34691459,0.01519162,0.36569076,2.02752616,2.48372407,2.29000418,0.00000000,1.15160629,0.24793785
-5.87393697,5.22171370,0.01582024,0.34934348,1.95108955,2.41947675,2.25262311,0.00000000,1.13850156,0.24584131
-5.86793397,5.07949060,0.01642674,0.33300416,1.87309271,2.34746684,2.20582520,0.00000000,1.12056694,0.24235209
-5.86193097,4.92304200,0.01700314,0.31688849,1.79438831,2.26915506,2.15071442,0.00000000,1.09842701,0.23753390
-5.85592796,4.75547215,0.01754189,0.30121482,1.71593875,2.18613280,2.08856826,0.00000000,1.07280064,0.23147757
-5.84992496,4.58008545,0.01803610,0.28619654,1.63877172,2.10006699,2.02079465,0.00000000,1.04447610,0.22429799
-5.84392196,4.40027728,0.01847976,0.27203513,1.56393735,2.01264470,1.94888577,0.00000000,1.01428389,0.21613041
-5.83791896,4.21942698,0.01886801,0.25891414,1.49246848,1.92551959,1.87437074,0.00000000,0.98306863,0.20712622
-5.83191596,4.04079686,0.01919732,0.24699419,1.42534537,1.84026194,1.79876895,0.00000000,0.95166108,0.19744845
-5.82591296,3.86744083,0.01946573,0.23640920,1.36346615,1.75831406,1.72354615,0.00000000,0.92085153,0.18726722
-5.81990995,3.70212595,0.01967301,0.22726387,1.30762371,1.68095238,1.65007470,0.00000000,0.89136558,0.17675524
-5.81390695,3.54726924,0.01982080,0.21963237,1.25848967,1.60925767,1.57959993,0.00000000,0.86384361,0.16608360
