energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-6.00000000,2.34408413,0.03427445,0.00000000,0.00487902,1.36195146,0.97547612,0.89651539
-5.99399700,2.34330231,0.03409168,0.00000000,0.00490381,1.35940825,0.97466150,0.89212105
-5.98799400,2.33821442,0.03374796,0.00000000,0.00494259,1.35631956,0.97401320,0.88718912
-5.98199100,2.32897774,0.03325547,0.00000000,0.00499706,1.35278967,0.97369004,0.88179003
-5.97598799,2.31583614,0.03262954,0.00000000,0.00506854,1.34894058,0.97387006,0.87599963
-5.96998499,2.29912854,0.03188822,0.00000000,0.00515789,1.34492047,0.97475509,0.86990421
-5.96398199,2.27929317,0.03105193,0.00000000,0.00526547,1.34091009,0.97657396,0.86360440
-5.95797899,2.25686692,0.03014301,0.00000000,0.00539110,1.33712635,0.97958365,0.85721751
-5.95197599,2.23247935,0.02918521,0.00000000,0.00553400,1.33382278,0.98406828,0.85087807
-5.94597299,2.20684143,0.02820319,0.00000000,0.00569282,1.33128652,0.99033554,0.84473650
-5.93996998,2.18072929,0.02722201,0.00000000,0.00586565,1.32983196,0.99871059,0.83895593
-5.93396698,2.15496348,0.02626664,0.00000000,0.00605002,1.32979126,1.00952767,0.83370737
-5.92796398,2.13038487,0.02536151,0.00000000,0.00624299,1.33150232,1.02311952,0.82916364
-5.92196098,2.10782813,0.02452998,0.00000000,0.00644120,1.33529483,1.03980534,0.82549226
-5.91595798,2.08809421,0.02379405,0.00000000,0.00664096,1.34147520,1.05987762,0.82284799
-5.90995498,2.07192305,0.02317389,0.00000000,0.00683833,1.35031142,1.08358857,0.82136543
-5.90395198,2.05996790,0.02268757,0.00000000,0.00702927,1.36201854,1.11113690,0.82115213
-5.89794897,2.05277243,0.02235079,0.00000000,0.00720968,1.37674574,1.14265552,0.82228279
-5.89194597,2.05075179,0.02217660,0.00000000,0.00737558,1.39456586,1.17820078,0.82479472
-5.88594297,2.05417820,0.02217527,0.00000000,0.00752319,1.41546776,1.21774395,0.82868517
-5.87993997,2.06317201,0.02235406,0.00000000,0.00764900,1.43935220,1.26116519,0.83391030
-5.87393697,2.07769811,0.02271715,0.00000000,0.00774992,1.46603132,1.30825046,0.84038616
-5.86793397,2.09756802,0.02326552,0.00000000,0.00782332,1.49523186,1.35869152,0.84799153
-5.86193097,2.12244724,0.02399691,0.00000000,0.00786708,1.52660186,1.41208904,0.85657236
-5.85592796,2.15186735,0.02490579,0.00000000,0.00787966,1.55972056,1.46795869,0.86594762
-5.84992496,2.18524234,0.02598339,0.00000000,0.00786010,1.59411091,1.52574004,0.87591622
-5.84392196,2.22188801,0.02721773,0.00000000,0.00780805,1.62925419,1.58480786,0.88626459
-5.83791896,2.26104387,0.02859376,0.00000000,0.00772371,1.66460579,1.64448541,0.89677449
-5.83191596,2.30189626,0.03009353,0.00000000,0.00760786,1.69961158,1.70405920,0.90723063
-5.82591296,2.34360192,0.03169640,0.00000000,0.00746178,1.73372401,1.76279470,0.91742774
-5.81990995,2.38531098,0.03337938,0.00000000,0.00728720,1.76641723,1.81995238,0.92717667
-5.81390695,2.42618865,0.03511748,0.00000000,0.00708628,1.79720052,1.87480365,0.93630935
-5.80790395,2.46543493,0.03688419,0.00000000,0.00686148,1.82562970,1.92664610,0.94468232
-5.80190095,2.50230174,0.03865202,0.00000000,0.00661556,1.85131594,1.97481768,0.95217878
-5.79589795,2.53610729,0.04039310,0.00000000,0.00635147,1.87393185,2.01870944,0.95870911
-5.78989495,2.56624740,0.04207987,0.00000000,0.00607231,1.89321482,2.05777665,0.96420999
-5.78389195,2.59220386,0.04368573,0.00000000,0.00578127,1.90896772,2.09154801,0.96864229
-5.77788894,2.61354985,0.04518583,0.00000000,0.00548155,1.92105720,2.11963312,0.97198798
-5.77188594,2.62995296,0.04655778,0.00000000,0.00517637,1.92941009,2.14172800,0.97424629
-5.76588294,2.64117584,0.04778232,0.00000000,0.00486885,1.93400828,2.15761899,0.97542961
-5.75987994,2.64707518,0.04884395,0.00000000,0.00456203,1.93488275,2.16718502,0.97555932
-5.75387694,2.64759930,0.04973149,0.00000000,0.00425883,1.93210723,2.17039858,0.97466194
-5.74787394,2.64278482,0.05043846,0.00000000,0.00396199,1.92579208,2.16732546,0.97276603
-5.74187094,2.63275274,0.05096336,0.00000000,0.00367410,1.91607888,2.15812358,0.96989975
-5.73586793,2.61770420,0.05130976,0.00000000,0.00339753,1.90313593,2.14304081,0.96608964
-5.72986493,2.59791603,0.05148622,0.00000000,0.00313446,1.88715509,2.12241213,0.96136030
-5.72386193,2.57373624,0.05150599,0.00000000,0.00288682,1.86834983,2.09665588,0.95573522
-5.71785893,2.54557922,0.05138664,0.00000000,0.00265634,1.84695450,2.06626910,0.94923851
-5.71185593,2.51392053,0.05114934,0.00000000,0.00244449,1.82322451,2.03182191,0.94189732
-5.70585293,2.47929112,0.05081820,0.00000000,0.00225250,1.79743708,1.99395056,0.93374471
-5.69984992,2.44227046,0.05041932,0.00000000,0.00208136,1.76989203,1.95334914,0.92482263
-5.69384692,2.40347843,0.04997988,0.00000000,0.00193182,1.74091228,1.91075954,0.91518467
-5.68784392,2.36356572,0.04952710,0.00000000,0.00180437,1.71084323,1.86695968,0.90489829
-5.68184092,2.32320232,0.04908728,0.00000000,0.00169927,1.68005092,1.82274973,0.89404613
-5.67583792,2.28306435,0.04868481,0.00000000,0.00161653,1.64891832,1.77893659,0.88272626
-5.66983492,2.24381899,0.04834131,0.00000000,0.00155591,1.61783973,1.73631649,0.87105120
-5.66383192,2.20610800,0.04807487,0.00000000,0.00151695,1.58721310,1.69565622,0.85914564
-5.65782891,2.17053012,0.04789940,0.00000000,0.00149896,1.55743048,1.65767343,0.84714287
-5.65182591,2.13762298,0.04782422,0.00000000,0.00150102,1.52886695,1.62301648,0.83518021
-5.64582291,2.10784527,0.04785377,0.00000000,0.00152198,1.50186843,1.59224477,0.82339351
-5.63981991,2.08156005,0.04798750,0.00000000,0.00156048,1.47673913,1.56581028,0.81191128
-5.63381691,2.05902013,0.04822003,0.00000000,0.00161496,1.45372935,1.54404125,0.80084859
-5.62781391,2.04035644,0.04854137,0.00000000,0.00168368,1.43302443,1.52712901,0.79030143
-5.62181091,2.02557032,0.04893741,0.00000000,0.00176470,1.41473572,1.51511877,0.78034173
-5.61580790,2.01453045,0.04939046,0.00000000,0.00185594,1.39889421,1.50790507,0.77101359
-5.60980490,2.00697509,0.04988001,0.00000000,0.00195518,1.38544768,1.50523267,0.76233101
-5.60380190,2.00251993,0.05038349,0.00000000,0.00206013,1.37426148,1.50670310,0.75427729
-5.59779890,2.00067160,0.05087712,0.00000000,0.00216840,1.36512355,1.51178705,0.74680641
-5.59179590,2.00084672,0.05133684,0.00000000,0.00227760,1.35775341,1.51984237,0.73984621
-5.58579290,2.00239571,0.05173918,0.00000000,0.00238537,1.35181497,1.53013720,0.73330337
-5.57978989,2.00463070,0.05206213,0.00000000,0.00248941,1.34693259,1.54187747,0.72706999
-5.57378689,2.00685619,0.05228598,0.00000000,0.00258758,1.34270969,1.55423755,0.72103120
-5.56778389,2.00840114,0.05239402,0.00000000,0.00267789,1.33874886,1.56639291,0.71507364
-5.56178089,2.00865083,0.05237319,0.00000000,0.00275862,1.33467244,1.57755305,0.70909404
-5.55577789,2.00707685,0.05221458,0.00000000,0.00282830,1.33014235,1.58699341,0.70300746
-5.54977489,2.00326356,0.05191375,0.00000000,0.00288582,1.32487796,1.59408433,0.69675458
-5.54377189,1.99692940,0.05147095,0.00000000,0.00293040,1.31867095,1.59831585,0.69030754
-5.53776888,1.98794178,0.05089112,0.00000000,0.00296166,1.31139605,1.59931677,0.68367385
-5.53176588,1.97632437,0.05018373,0.00000000,0.00297960,1.30301704,1.59686713,0.67689799
-5.52576288,1.96225628,0.04936242,0.00000000,0.00298461,1.29358740,1.59090318,0.67006054
-5.51975988,1.94606273,0.04844450,0.00000000,0.00297743,1.28324545,1.58151468,0.66327478
-5.51375688,1.92819761,0.04745025,0.00000000,0.00295914,1.27220422,1.56893450,0.65668067
-5.50775388,1.90921847,0.04640218,0.00000000,0.00293112,1.26073633,1.55352113,0.65043679
-5.50175088,1.88975523,0.04532407,0.00000000,0.00289493,1.24915491,1.53573493,0.64471031
-5.49574787,1.87047415,0.04424001,0.00000000,0.00285231,1.23779141,1.51610955,0.63966577
-5.48974487,1.85203884,0.04317341,0.00000000,0.00280509,1.22697172,1.49521988,0.63545317
-5.48374187,1.83507052,0.04214599,0.00000000,0.00275508,1.21699195,1.47364852,0.63219614
-5.47773887,1.82010959,0.04117692,0.00000000,0.00270403,1.20809533,1.45195234,0.62998090
-5.47173587,1.80758073,0.04028190,0.00000000,0.00265353,1.20045161,1.43063126,0.62884670
-5.46573287,1.79776342,0.03947256,0.00000000,0.00260495,1.19414031,1.41010062,0.62877831
-5.45972986,1.79076961,0.03875594,0.00000000,0.00255942,1.18913885,1.39066891,0.62970128
-5.45372686,1.78652982,0.03813417,0.00000000,0.00251774,1.18531628,1.37252167,0.63148003
-5.44772386,1.78478850,0.03760440,0.00000000,0.00248037,1.18243319,1.35571262,0.63391929
-5.44172086,1.78510899,0.03715899,0.00000000,0.00244744,1.18014778,1.34016214,0.63676873
-5.43571786,1.78688778,0.03678580,0.00000000,0.00241875,1.17802786,1.32566313,0.63973060
-5.42971486,1.78937747,0.03646880,0.00000000,0.00239377,1.17556810,1.31189370,0.64247017
-5.42371186,1.79171707,0.03618885,0.00000000,0.00237170,1.17221173,1.29843578,0.64462834
-5.41770885,1.79296815,0.03592449,0.00000000,0.00235152,1.16737530,1.28479860,0.64583579
-5.41170585,1.79215496,0.03565302,0.00000000,0.00233204,1.16047532,1.27044542,0.64572808
-5.40570285,1.78830637,0.03535143,0.00000000,0.00231197,1.15095526,1.25482219,0.64396069
-5.39969985,1.78049751,0.03499749,0.00000000,0.00228996,1.13831150,1.23738636,0.64022354
-5.39369685,1.76788920,0.03457070,0.00000000,0.00226471,1.12211678,1.21763446,0.63425394
-5.38769385,1.74976306,0.03405312,0.00000000,0.00223502,1.10204014,1.19512699,0.62584758
-5.38169085,1.72555089,0.03343015,0.00000000,0.00219983,1.07786225,1.16950949,0.61486697
-5.37568784,1.69485708,0.03269110,0.00000000,0.00215827,1.04948552,1.14052887,0.60124693
-5.36968484,1.65747310,0.03182949,0.00000000,0.00210970,1.01693866,1.10804441,0.58499698
-5.36368184,1.61338383,0.03084334,0.00000000,0.00205375,0.98037555,1.07203323,0.56620061
-5.35767884,1.56276580,0.02973503,0.00000000,0.00199029,0.94006886,1.03259024,0.54501157
-5.35167584,1.50597771,0.02851116,0.00000000,0.00191947,0.89639884,0.98992280,0.52164744
-5.34567284,1.44354418,0.02718216,0.00000000,0.00184169,0.84983806,0.94434101,0.49638101
-5.33966983,1.37613386,0.02576172,0.00000000,0.00175757,0.80093313,0.89624399,0.46952983
-5.33366683,1.30453315,0.02426620,0.00000000,0.00166793,0.75028442,0.84610344,0.44144466
-5.32766383,1.22961712,0.02271392,0.00000000,0.00157375,0.69852487,0.79444535,0.41249738
