energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,1.85252717,0.11011426,0.00020523,1.30512619,0.00000000,0.76063059,0.66197906
-5.99399700,1.81135789,0.10719817,0.00020432,1.27697368,0.00000000,0.75376255,0.64459036
-5.98799400,1.76622356,0.10409590,0.00020287,1.24555093,0.00000000,0.74442800,0.62623065
-5.98199100,1.71782159,0.10086489,0.00020092,1.21129374,0.00000000,0.73273594,0.60721631
-5.97598799,1.66688729,0.09756176,0.00019854,1.17467091,0.00000000,0.71883343,0.58787101
-5.96998499,1.61418341,0.09424129,0.00019579,1.13617852,0.00000000,0.70290448,0.56852089
-5.96398199,1.56048912,0.09095545,0.00019276,1.09633356,0.00000000,0.68516783,0.54948980
-5.95797899,1.50658836,0.08775252,0.00018954,1.05566698,0.00000000,0.66587339,0.53109451
-5.95197599,1.45325704,0.08467633,0.00018624,1.01471569,0.00000000,0.64529736,0.51363957
-5.94597299,1.40124930,0.08176551,0.00018298,0.97401361,0.00000000,0.62373605,0.49741201
-5.93996998,1.35128266,0.07905292,0.00017986,0.93408173,0.00000000,0.60149859,0.48267567
-5.93396698,1.30402229,0.07656503,0.00017699,0.89541732,0.00000000,0.57889871,0.46966533
-5.92796398,1.26006499,0.07432149,0.00017450,0.85848254,0.00000000,0.55624596,0.45858070
-5.92196098,1.21992316,0.07233480,0.00017247,0.82369296,0.00000000,0.53383662,0.44958042
-5.91595798,1.18400967,0.07061004,0.00017100,0.79140626,0.00000000,0.51194495,0.44277648
-5.90995498,1.15262425,0.06914482,0.00017015,0.76191186,0.00000000,0.49081491,0.43822916
-5.90395198,1.12594224,0.06792938,0.00016998,0.73542191,0.00000000,0.47065304,0.43594290
-5.89794897,1.10400652,0.06694683,0.00017052,0.71206423,0.00000000,0.45162262,0.43586346
-5.89194597,1.08672313,0.06617369,0.00017175,0.69187766,0.00000000,0.43383960,0.43787656
-5.88594297,1.07386126,0.06558049,0.00017367,0.67481021,0.00000000,0.41737036,0.44180829
-5.87993997,1.06505786,0.06513273,0.00017621,0.66072030,0.00000000,0.40223156,0.44742748
