energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.74787394,4.36802691,0.00081742,1.88678153,2.25857643,2.93146405,0.28629498,0.00000000
-5.74187094,4.44923179,0.00096442,1.93055487,2.31723594,3.00385860,0.28100161,0.00000000
-5.73586793,4.52240021,0.00114325,1.96930364,2.37226633,3.06844970,0.27712035,0.00000000
-5.72986493,4.58639234,0.00135799,2.00233596,2.42291424,3.12412184,0.27484205,0.00000000
-5.72386193,4.64022587,0.00161285,2.02904568,2.46855897,3.16987580,0.27435039,0.00000000
-5.71785893,4.68312850,0.00191206,2.04894024,2.50874162,3.20487280,0.27581839,0.00000000
-5.71185593,4.71458646,0.00225973,2.06166617,2.54319102,3.22847546,0.27940521,0.00000000
-5.70585293,4.73438580,0.00265975,2.06703084,2.57184469,3.24028332,0.28525300,0.00000000
-5.69984992,4.74264353,0.00311560,2.06501909,2.59486327,3.24016082,0.29348393,0.00000000
-5.69384692,4.73982611,0.00363021,2.05580362,2.61263698,3.22825592,0.30419707,0.00000000
-5.68784392,4.72675362,0.00420579,2.03974847,2.62578346,3.20500826,0.31746535,0.00000000
-5.68184092,4.70458865,0.00484365,2.01740499,2.63513639,3.17114596,0.33333246,0.00000000
-5.67583792,4.67480980,0.00554406,1.98950036,2.64172492,3.12767111,0.35180998,0.00000000
-5.66983492,4.63917083,0.00630611,1.95691902,2.64674470,3.07583419,0.37287468,0.00000000
-5.66383192,4.59964692,0.00712759,1.92067758,2.65152124,3.01709859,0.39646647,0.00000000
-5.65782891,4.55837071,0.00800495,1.88189439,2.65746736,2.95309664,0.42248700,0.00000000
-5.65182591,4.51756088,0.00893323,1.84175492,2.66603646,2.88557902,0.45079945,0.00000000
-5.64582291,4.47944696,0.00990608,1.80147454,2.67867375,2.81635986,0.48122949,0.00000000
-5.63981991,4.44619372,0.01091586,1.76226019,2.69676759,2.74725982,0.51356785,0.00000000
-5.63381691,4.41982897,0.01195376,1.72527263,2.72160333,2.68004950,0.54757453,0.00000000
-5.62781391,4.40217792,0.01300995,1.69159087,2.75432172,2.61639575,0.58298473,0.00000000
-5.62181091,4.39480725,0.01407385,1.66218001,2.79588378,2.55781275,0.61951644,0.00000000
-5.61580790,4.39898101,0.01513440,1.63786398,2.84704365,2.50561986,0.65687953,0.00000000
-5.60980490,4.41563025,0.01618035,1.61930398,2.90833063,2.46090776,0.69478595,0.00000000
-5.60380190,4.44533703,0.01720059,1.60698332,2.98004096,2.42451375,0.73296079,0.00000000
-5.59779890,4.48833304,0.01818453,1.60119906,3.06223930,2.39700689,0.77115344,0.00000000
-5.59179590,4.54451188,0.01912238,1.60206043,3.15476963,2.37868312,0.80914841,0.00000000
-5.58579290,4.61345378,0.02000549,1.60949381,3.25727438,2.36956988,0.84677510,0.00000000
-5.57978989,4.69446046,0.02082661,1.62325363,3.36922033,2.36943956,0.88391588,0.00000000
-5.57378689,4.78659771,0.02158009,1.64293838,3.48992954,2.37783069,0.92051187,0.00000000
-5.56778389,4.88874276,0.02226206,1.66801088,3.61861306,2.39407539,0.95656591,0.00000000
-5.56178089,4.99963358,0.02287050,1.69782141,3.75440527,2.41733161,0.99214224,0.00000000
-5.55577789,5.11791712,0.02340523,1.73163275,3.89639660,2.44661846,1.02736287,0.00000000
-5.54977489,5.24219391,0.02386785,1.76864584,4.04366258,2.48085304,1.06240034,0.00000000
-5.54377189,5.37105693,0.02426159,1.80802491,4.19528753,2.51888712,1.09746714,0.00000000
-5.53776888,5.50312295,0.02459109,1.84892123,4.35038166,2.55954233,1.13280229,0.00000000
-5.53176588,5.63705543,0.02486211,1.89049448,4.50809063,2.60164271,1.16865532,0.00000000
-5.52576288,5.77157875,0.02508126,1.93193137,4.66759774,2.64404368,1.20526879,0.00000000
-5.51975988,5.90548405,0.02525559,1.97246098,4.82811906,2.68565685,1.24285982,0.00000000
-5.51375688,6.03762778,0.02539228,2.01136679,4.98889258,2.72547030,1.28160192,0.00000000
-5.50775388,6.16692455,0.02549827,2.04799548,5.14916313,2.76256442,1.32160793,0.00000000
-5.50175088,6.29233624,0.02557995,2.08176281,5.30816513,2.79612340,1.36291513,0.00000000
-5.49574787,6.41285963,0.02564284,2.11215703,5.46510526,2.82544280,1.40547340,0.00000000
-5.48974487,6.52751478,0.02569140,2.13874035,5.61914773,2.84993382,1.44913723,0.00000000
-5.48374187,6.63533634,0.02572879,2.16114914,5.76940420,2.86912473,1.49366216,0.00000000
-5.47773887,6.73536963,0.02575685,2.17909329,5.91493039,2.88266025,1.53870597,0.00000000
-5.47173587,6.82667283,0.02577600,2.19235539,6.05473081,2.89029933,1.58383482,0.00000000
-5.46573287,6.90832589,0.02578535,2.20079000,6.18777230,2.89191174,1.62853411,0.00000000
-5.45972986,6.97944656,0.02578275,2.20432329,6.31300654,2.88747405,1.67222368,0.00000000
-5.45372686,7.03921251,0.02576501,2.20295306,6.42940065,2.87706488,1.71427670,0.00000000
-5.44772386,7.08688860,0.02572813,2.19674907,6.53597426,2.86085968,1.75404139,0.00000000
-5.44172086,7.12185730,0.02566756,2.18585329,6.63184092,2.83912487,1.79086443,0.00000000
-5.43571786,7.14364994,0.02557846,2.17047980,6.71625074,2.81221117,1.82411510,0.00000000
-5.42971486,7.15197644,0.02545609,2.15091373,6.78863132,2.78054577,1.85320881,0.00000000
-5.42371186,7.14675070,0.02529601,2.12750876,6.84862350,2.74462335,1.87762897,0.00000000
-5.41770885,7.12810949,0.02509443,2.10068276,6.89610875,2.70499546,1.89694605,0.00000000
-5.41170585,7.09642267,0.02484838,2.07091106,6.93122555,2.66225827,1.91083306,0.00000000
-5.40570285,7.05229325,0.02455598,2.03871727,6.95437265,2.61703883,1.91907666,0.00000000
-5.39969985,6.99654656,0.02421651,2.00466143,6.96619792,2.56997976,1.92158342,0.00000000
-5.39369685,6.93020852,0.02383053,1.96932587,6.96757271,2.52172300,1.91838130,0.00000000
-5.38769385,6.85447372,0.02339988,1.93329901,6.95955250,2.47289289,1.90961612,0.00000000
-5.38169085,6.77066494,0.02292767,1.89715774,6.94332578,2.42407937,1.89554376,0.00000000
-5.37568784,6.68018629,0.02241814,1.86144926,6.92015401,2.37582199,1.87651835,0.00000000
-5.36968484,6.58447268,0.02187657,1.82667317,6.89130629,2.32859553,1.85297752,0.00000000
-5.36368184,6.48493858,0.02130908,1.79326485,6.85799282,2.28279796,1.82542550,0.00000000
-5.35767884,6.38292929,0.02072244,1.76158109,6.82130143,2.23874144,1.79441506,0.00000000
-5.35167584,6.27967745,0.02012389,1.73188885,6.78214146,2.19664702,1.76052926,0.00000000
-5.34567284,6.17626751,0.01952087,1.70435783,6.74119871,2.15664318,1.72436401,0.00000000
-5.33966983,6.07360993,0.01892089,1.67905744,6.69890437,2.11876859,1.68651208,0.00000000
-5.33366683,5.97242658,0.01833133,1.65595840,6.65542020,2.08297876,1.64754923,0.00000000
-5.32766383,5.87324744,0.01775926,1.63493883,6.61064070,2.04915641,1.60802293,0.00000000
-5.32166083,5.77641855,0.01721136,1.61579470,6.56421215,2.01712475,1.56844369,0.00000000
-5.31565783,5.68211960,0.01669382,1.59825380,6.51556704,1.98666306,1.52927909,0.00000000
-5.30965483,5.59038962,0.01621224,1.58199264,6.46397135,1.95752348,1.49095031,0.00000000
-5.30365183,5.50115816,0.01577163,1.56665502,6.40858151,1.92944804,1.45383065,0.00000000
-5.29764882,5.41427927,0.01537640,1.55187136,6.34850686,1.90218486,1.41824577,0.00000000
-5.29164582,5.32956560,0.01503035,1.53727761,6.28287361,1.87550259,1.38447486,0.00000000
-5.28564282,5.24681985,0.01473666,1.52253253,6.21088593,1.84920228,1.35275252,0.00000000
-5.27963982,5.16586146,0.01449796,1.50733263,6.13188048,1.82312590,1.32327065,0.00000000
-5.27363682,5.08654670,0.01431631,1.49142386,6.04537107,1.79716140,1.29618011,0.00000000
-5.26763382,5.00878124,0.01419323,1.47460964,5.95108116,1.77124397,1.27159195,0.00000000
-5.26163082,4.93252495,0.01412972,1.45675509,5.84896281,1.74535384,1.24957807,0.00000000
-5.25562781,4.85778937,0.01412631,1.43778740,5.73920180,1.71951096,1.23017149,0.00000000
-5.24962481,4.78462905,0.01418300,1.41769285,5.62220966,1.69376745,1.21336644,0.00000000
-5.24362181,4.71312860,0.01429937,1.39651096,5.49860422,1.66819839,1.19911863,0.00000000
-5.23761881,4.64338749,0.01447456,1.37432654,5.36918109,1.64289221,1.18734609,0.00000000
-5.23161581,4.57550498,0.01470734,1.35126058,5.23487896,1.61794149,1.17793108,0.00000000
-5.22561281,4.50956745,0.01499617,1.32746069,5.09674169,1.59343510,1.17072341,0.00000000
-5.21960980,4.44564022,0.01533924,1.30309217,4.95588047,1.56945267,1.16554560,0.00000000
-5.21360680,4.38376520,0.01573464,1.27833018,4.81343861,1.54606167,1.16219984,0.00000000
-5.20760380,4.32396560,0.01618037,1.25335374,4.67056130,1.52331780,1.16047703,0.00000000
-5.20160080,4.26625763,0.01667451,1.22834187,4.52837188,1.50126839,1.16016749,0.00000000
-5.19559780,4.21066885,0.01721532,1.20347183,4.38795545,1.47995887,1.16107305,0.00000000
-5.18959480,4.15726176,0.01780131,1.17891953,4.25034983,1.45944152,1.16301990,0.00000000
-5.18359180,4.10616077,0.01843132,1.15486167,4.11654307,1.43978600,1.16587160,0.00000000
-5.17758879,4.05758005,0.01910458,1.13147897,3.98747630,1.42109043,1.16954114,0.00000000
-5.17158579,4.01184971,0.01982065,1.10896008,3.86404998,1.40349221,1.17400150,0.00000000
-5.16558279,3.96943731,0.02057942,1.08750526,3.74713154,1.38717728,1.17929357,0.00000000
-5.15957979,3.93096224,0.02138093,1.06732914,3.63756231,1.37238689,1.18553075,0.00000000
-5.15357679,3.89720059,0.02222523,1.04866208,3.53616176,1.35942097,1.19289960,0.00000000
-5.14757379,3.86907895,0.02311212,1.03174940,3.44372740,1.34863732,1.20165608,0.00000000
-5.14157079,3.84765609,0.02404090,1.01684828,3.36102940,1.34044633,1.21211722,0.00000000
-5.13556778,3.83409253,0.02501003,1.00422220,3.28879922,1.33530100,1.22464828,0.00000000
-5.12956478,3.82960877,0.02601683,0.99413297,3.22771260,1.33368259,1.23964587,0.00000000
-5.12356178,3.83543373,0.02705715,0.98683065,3.17836761,1.33608226,1.25751758,0.00000000
-5.11755878,3.85274608,0.02812510,0.98254204,3.14125919,1.34297980,1.27865918,0.00000000
-5.11155578,3.88261123,0.02921279,0.98145820,3.11675200,1.35482029,1.30343037,0.00000000
-5.10555278,3.92591766,0.03031026,0.98372199,3.10505371,1.37199008,1.33213045,0.00000000
-5.09954977,3.98331636,0.03140533,0.98941645,3.10619105,1.39479342,1.36497512,0.00000000
-5.09354677,4.05516680,0.03248375,0.99855478,3.11999080,1.42343109,1.40207579,0.00000000
-5.08754377,4.14149323,0.03352938,1.01107291,3.14606779,1.45798239,1.44342252,0.00000000
-5.08154077,4.24195385,0.03452444,1.02682512,3.18382136,1.49839159,1.48887174,0.00000000
-5.07553777,4.35582546,0.03545004,1.04558335,3.23244150,1.54445974,1.53813936,0.00000000
-5.06953477,4.48200468,0.03628664,1.06704039,3.29092493,1.59584249,1.59079999,0.00000000
-5.06353177,4.61902646,0.03701471,1.09081708,3.35810108,1.65205425,1.64629230,0.00000000
-5.05752876,4.76509928,0.03761540,1.11647318,3.43266689,1.71247860,1.70393049,0.00000000
-5.05152576,4.91815563,0.03807125,1.14352162,3.51322911,1.77638455,1.76292139,0.00000000
-5.04552276,5.07591563,0.03836685,1.17144539,3.59835199,1.84294807,1.82238649,0.00000000
-5.03951976,5.23596075,0.03848955,1.19971626,3.68660796,1.91127770,1.88138788,0.00000000
-5.03351676,5.39581420,0.03842996,1.22781447,3.77662885,1.98044334,1.93895705,0.00000000
-5.02751376,5.55302425,0.03818249,1.25524827,3.86715486,2.04950669,1.99412518,0.00000000
-5.02151076,5.70524663,0.03774560,1.28157241,3.95707884,2.11755213,2.04595365,0.00000000
-5.01550775,5.85032238,0.03712209,1.30640463,4.04548369,2.18371653,2.09356361,0.00000000
-5.00950475,5.98634775,0.03631906,1.32943928,4.13167100,2.24721698,2.13616328,0.00000000
-5.00350175,6.11173341,0.03534781,1.35045748,4.21517980,2.30737516,2.17307210,0.00000000
-4.99749875,6.22525081,0.03422361,1.36933327,4.29579459,2.36363757,2.20374081,0.00000000
-4.99149575,6.32606434,0.03296523,1.38603563,4.37354275,2.41559110,2.22776706,0.00000000
-4.98549275,6.41374866,0.03159448,1.40062628,4.44868171,2.46297337,2.24490603,0.00000000
-4.97948974,6.48829129,0.03013560,1.41325347,4.52167715,2.50567798,2.25507601,0.00000000
-4.97348674,6.55008136,0.02861457,1.42414223,4.59317340,2.54375466,2.25835917,0.00000000
-4.96748374,6.59988577,0.02705840,1.43358162,4.66395813,2.57740467,2.25499769,0.00000000
-4.96148074,6.63881461,0.02549447,1.44190960,4.73492296,2.60697204,2.24538569,0.00000000
-4.95547774,6.66827785,0.02394981,1.44949648,4.80702211,2.63293099,2.23005765,0.00000000
-4.94947474,6.68993537,0.02245046,1.45672748,4.88123077,2.65587044,2.20967374,0.00000000
-4.94347174,6.70564245,0.02102087,1.46398547,4.95850479,2.67647596,2.18500281,0.00000000
-4.93746873,6.71739267,0.01968342,1.47163431,5.03974281,2.69550985,2.15690354,0.00000000
-4.93146573,6.72725975,0.01845796,1.48000353,5.12575190,2.71378985,2.12630434,0.00000000
-4.92546273,6.73733982,0.01736146,1.48937495,5.21721694,2.73216685,2.09418248,0.00000000
-4.91945973,6.74969507,0.01640775,1.49997130,5.31467402,2.75150189,2.06154287,0.00000000
-4.91345673,6.76629970,0.01560736,1.51194736,5.41848786,2.77264292,2.02939676,0.00000000
-4.90745373,6.78898860,0.01496739,1.52538356,5.52883265,2.79640133,1.99874077,0.00000000
-4.90145073,6.81940934,0.01449148,1.54028211,5.64567630,2.82352871,1.97053649,0.00000000
-4.89544772,6.85897789,0.01417987,1.55656557,5.76876760,2.85469402,1.94569082,0.00000000
-4.88944472,6.90883841,0.01402945,1.57407773,5.89762615,2.89046155,1.92503735,0.00000000
-4.88344172,6.96982780,0.01403395,1.59258668,6.03153521,2.93127021,1.90931911,0.00000000
-4.87743872,7.04244571,0.01418411,1.61178988,6.16953775,2.97741451,1.89917280,0.00000000
-4.87143572,7.12683083,0.01446791,1.63132107,6.31043623,3.02902811,1.89511500,0.00000000
-4.86543272,7.22274440,0.01487089,1.65075888,6.45279710,3.08607032,1.89753056,0.00000000
-4.85942971,7.32956207,0.01537645,1.66963701,6.59496074,3.14831664,1.90666343,0.00000000
-4.85342671,7.44627500,0.01596624,1.68745571,6.73505802,3.21535362,1.92261047,0.00000000
-4.84742371,7.57150111,0.01662052,1.70369457,6.87103434,3.28657907,1.94531825,0.00000000
-4.84142071,7.70350703,0.01731861,1.71782620,7.00068169,3.36120770,1.97458316,0.00000000
-4.83541771,7.84024097,0.01803936,1.72933070,7.12167912,3.43828284,2.01005503,0.00000000
-4.82941471,7.97937636,0.01876160,1.73771047,7.23164145,3.51669398,2.05124411,0.00000000
-4.82341171,8.11836551,0.01946464,1.74250510,7.32817531,3.59520016,2.09753155,0.00000000
-4.81740870,8.25450202,0.02012869,1.74330565,7.40894135,3.67245858,2.14818307,0.00000000
-4.81140570,8.38499038,0.02073537,1.73976816,7.47172058,3.74705777,2.20236558,0.00000000
-4.80540270,8.50702047,0.02126811,1.73162550,7.51448257,3.81755429,2.25916634,0.00000000
-4.79939970,8.61784461,0.02171250,1.71869729,7.53545264,3.88251178,2.31761426,0.00000000
-4.79339670,8.71485445,0.02205663,1.70089731,7.53317519,3.94054106,2.37670279,0.00000000
-4.78739370,8.79565501,0.02229132,1.67823797,7.50657010,3.99033990,2.43541371,0.00000000
-4.78139070,8.85813314,0.02241028,1.65083158,7.45497937,4.03073096,2.49274135,0.00000000
-4.77538769,8.90051810,0.02241017,1.61888826,7.37820172,4.06069669,2.54771654,0.00000000
-4.76938469,8.92143206,0.02229061,1.58271047,7.27651295,4.07940995,2.59942958,0.00000000
-4.76338169,8.91992883,0.02205406,1.54268433,7.15067102,4.08625925,2.64705177,0.00000000
-4.75737869,8.89551981,0.02170561,1.49926807,7.00190519,4.08086780,2.68985467,0.00000000
-4.75137569,8.84818623,0.02125279,1.45297810,6.83188965,4.06310598,2.72722682,0.00000000
-4.74537269,8.77837780,0.02070516,1.40437325,6.64270236,4.03309666,2.75868709,0.00000000
-4.73936968,8.68699800,0.02007400,1.35403796,6.43677123,3.99121350,2.78389455,0.00000000
-4.73336668,8.57537679,0.01937190,1.30256507,6.21680952,3.93807234,2.80265417,0.00000000
-4.72736368,8.44523208,0.01861230,1.25053901,5.98574352,3.87451611,2.81491845,0.00000000
-4.72136068,8.29862127,0.01780915,1.19852002,5.74663534,3.80159386,2.82078458,0.00000000
-4.71535768,8.13788477,0.01697643,1.14703003,5.50260399,3.72053462,2.82048728,0.00000000
-4.70935468,7.96558328,0.01612782,1.09654081,5.25674774,3.63271701,2.81438743,0.00000000
-4.70335168,7.78443089,0.01527639,1.04746451,5.01207056,3.53963552,2.80295688,0.00000000
-4.69734867,7.59722600,0.01443426,1.00014709,4.77141518,3.44286441,2.78675982,0.00000000
-4.69134567,7.40678196,0.01361242,0.95486447,4.53740452,3.34402037,2.76643144,0.00000000
-4.68534267,7.21585946,0.01282054,0.91182153,4.31239330,3.24472474,2.74265458,0.00000000
-4.67933967,7.02710230,0.01206688,0.87115361,4.09843039,3.14656641,2.71613525,0.00000000
-4.67333667,6.84297817,0.01135822,0.83293030,3.89723258,3.05106616,2.68757801,0.00000000
-4.66733367,6.66572586,0.01069984,0.79716125,3.71016943,2.95964326,2.65766205,0.00000000
-4.66133067,6.49730998,0.01009559,0.76380333,3.53825887,2.87358503,2.62701899,0.00000000
-4.65532766,6.33938416,0.00954793,0.73276904,3.38217239,2.79402001,2.59621324,0.00000000
-4.64932466,6.19326330,0.00905805,0.70393551,3.24224890,2.72189511,2.56572560,0.00000000
-4.64332166,6.05990526,0.00862602,0.67715380,3.11851579,2.65795721,2.53594074,0.00000000
-4.63731866,5.93990228,0.00825085,0.65225820,3.01071589,2.60273947,2.50713897,0.00000000
-4.63131566,5.83348177,0.00793069,0.62907510,2.91833884,2.55655266,2.47949243,0.00000000
-4.62531266,5.74051648,0.00766295,0.60743139,2.84065578,2.51948144,2.45306586,0.00000000
-4.61930965,5.66054337,0.00744443,0.58716201,2.77675603,2.49138588,2.42782162,0.00000000
-4.61330665,5.59279074,0.00727142,0.56811669,2.72558506,2.47190811,2.40362883,0.00000000
-4.60730365,5.53621298,0.00713981,0.55016586,2.68598274,2.46048420,2.38027594,0.00000000
-4.60130065,5.48953204,0.00704524,0.53320547,2.65672147,2.45636094,2.35748650,0.00000000
-4.59529765,5.45128491,0.00698309,0.51716104,2.63654381,2.45861767,2.33493712,0.00000000
-4.58929465,5.41987615,0.00694863,0.50199081,2.62419914,2.46619267,2.31227734,0.00000000
-4.58329165,5.39363454,0.00693703,0.48768802,2.61847924,2.47791380,2.28915041,0.00000000
-4.57728864,5.37087266,0.00694346,0.47428245,2.61825248,2.49253302,2.26521451,0.00000000
-4.57128564,5.34994809,0.00696311,0.46184123,2.62249616,2.50876394,2.24016372,0.00000000
-4.56528264,5.32932491,0.00699127,0.45046890,2.63032679,2.52532159,2.21374792,0.00000000
-4.55927964,5.30763371,0.00702340,0.44030666,2.64102733,2.54096354,2.18579116,0.00000000
-4.55327664,5.28372830,0.00705513,0.43153093,2.65407082,2.55453094,2.15620786,0.00000000
-4.54727364,5.25673698,0.00708242,0.42435088,2.66913934,2.56498817,2.12501605,0.00000000
-4.54127064,5.22610639,0.00710155,0.41900513,2.68613709,2.57145972,2.09234730,0.00000000
-4.53526763,5.19163552,0.00710923,0.41575727,2.70519655,2.57326262,2.05845262,0.00000000
-4.52926463,5.15349781,0.00710267,0.41489014,2.72667637,2.56993291,2.02370392,0.00000000
-4.52326163,5.11224946,0.00707965,0.41669894,2.75115022,2.56124485,1.98859066,0.00000000
-4.51725863,5.06882237,0.00703856,0.42148288,2.77938550,2.54722156,1.95371129,0.00000000
-4.51125563,5.02450060,0.00697844,0.42953547,2.81231186,2.52813625,1.91975958,0.00000000
-4.50525263,4.98088015,0.00689907,0.44113364,2.85097926,2.50450346,1.88750576,0.00000000
-4.49924962,4.93981236,0.00680088,0.45652563,2.89650655,2.47706034,1.85777286,0.00000000
-4.49324662,4.90333224,0.00668503,0.47591812,2.95002152,2.44673829,1.83140888,0.00000000
-4.48724362,4.87357399,0.00655331,0.49946284,3.01259466,2.41462587,1.80925551,0.00000000
-4.48124062,4.85267668,0.00640810,0.52724323,3.08516877,2.38192454,1.79211464,0.00000000
-4.47523762,4.84268385,0.00625227,0.55926168,3.16848771,2.34989878,1.78071377,0.00000000
-4.46923462,4.84544147,0.00608908,0.59542792,3.26302759,2.31982302,1.77567187,0.00000000
-4.46323162,4.86249900,0.00592207,0.63554940,3.36893398,2.29292757,1.77746730,0.00000000
-4.45722861,4.89501838,0.00575490,0.67932416,3.48596877,2.27034614,1.78640916,0.00000000
-4.45122561,4.94369570,0.00559118,0.72633691,3.61347021,2.25306736,1.80261385,0.00000000
-4.44522261,5.00869991,0.00543441,0.77605890,3.75032888,2.24189257,1.82598783,0.00000000
-4.43921961,5.08963204,0.00528774,0.82785185,3.89498215,2.23740186,1.85621805,0.00000000
-4.43321661,5.18550761,0.00515392,0.88097647,4.04542847,2.23992984,1.89277052,0.00000000
-4.42721361,5.29476381,0.00503517,0.93460523,4.19926212,2.24955217,1.93489760,0.00000000
-4.42121061,5.41529167,0.00493307,0.98783959,4.35372775,2.26608340,1.98165395,0.00000000
-4.41520760,5.54449222,0.00484856,1.03973100,4.50579329,2.28908580,2.03192070,0.00000000
-4.40920460,5.67935447,0.00478186,1.08930517,4.65223849,2.31788870,2.08443706,0.00000000
-4.40320160,5.81655183,0.00473248,1.13558880,4.78975555,2.35161702,2.13783806,0.00000000
-4.39719860,5.95255255,0.00469929,1.17763756,4.91505768,2.38922730,2.19069705,0.00000000
-4.39119560,6.08373947,0.00468055,1.21456450,5.02499069,2.42954949,2.24157111,0.00000000
-4.38519260,6.20653340,0.00467399,1.24556745,5.11664280,2.47133210,2.28904751,0.00000000
-4.37918959,6.31751482,0.00467694,1.26995428,5.18744752,2.51328874,2.33178937,0.00000000
-4.37318659,6.41353857,0.00468643,1.28716502,5.23527521,2.55414364,2.36857862,0.00000000
-4.36718359,6.49183668,0.00469936,1.29678970,5.25850908,2.59267452,2.39835461,0.00000000
-4.36118059,6.55010547,0.00471260,1.29858123,5.25610259,2.62775078,2.42024694,0.00000000
-4.35517759,6.58657365,0.00472316,1.29246266,5.22761594,2.65836603,2.43360139,0.00000000
-4.34917459,6.60004957,0.00472833,1.27852869,5.17323054,2.68366382,2.43799817,0.00000000
-4.34317159,6.58994664,0.00472578,1.25704122,5.09374143,2.70295638,2.43326222,0.00000000
-4.33716858,6.55628729,0.00471369,1.22841943,4.99052873,2.71573603,2.41946540,0.00000000
-4.33116558,6.49968664,0.00469087,1.19322473,4.86551010,2.72167998,2.39692108,0.00000000
-4.32516258,6.42131821,0.00465678,1.15214148,4.72107720,2.72064887,2.36617179,0.00000000
-4.31915958,6.32286434,0.00461166,1.10595433,4.56001943,2.71268032,2.32797071,0.00000000
-4.31315658,6.20645490,0.00455648,1.05552329,4.38543891,2.69797820,2.28325832,0.00000000
-4.30715358,6.07459757,0.00449301,1.00175754,4.20066062,2.67689912,2.23313521,0.00000000
