energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.81990995,4.75709953,0.00222569,1.53721300,2.10069925,2.69802827,0.02763115,0.40151656
-5.81390695,4.62872390,0.00209081,1.49739295,2.08283826,2.61519573,0.02713469,0.39006557
-5.80790395,4.50450664,0.00196932,1.45762813,2.06627293,2.53433231,0.02657596,0.38055029
-5.80190095,4.38594802,0.00186349,1.41844429,2.05124946,2.45654170,0.02595541,0.37304988
-5.79589795,4.27434475,0.00177542,1.38033351,2.03798112,2.38281316,0.02527478,0.36758769
-5.78989495,4.17078173,0.00170701,1.34374830,2.02665768,2.31400774,0.02453716,0.36413482
-5.78389195,4.07612970,0.00165997,1.30909660,2.01745487,2.25084827,0.02374685,0.36261547
-5.77788894,3.99104796,0.00163582,1.27673759,2.01054277,2.19391270,0.02290929,0.36291346
-5.77188594,3.91599111,0.00163590,1.24697823,2.00609227,2.14363073,0.02203090,0.36487986
-5.76588294,3.85121878,0.00166133,1.22007046,2.00427899,2.10028336,0.02111883,0.36834114
-5.75987994,3.79680725,0.00171306,1.19620886,2.00528393,2.06400516,0.02018080,0.37310737
-5.75387694,3.75266210,0.00179179,1.17552893,2.00929058,2.03478874,0.01922481,0.37898018
-5.74787394,3.71853105,0.00189798,1.15810584,2.01647850,2.01249137,0.01825899,0.38576004
-5.74187094,3.69401635,0.00203183,1.14395375,2.02701327,1.99684308,0.01729130,0.39325249
-5.73586793,3.67858633,0.00219322,1.13302566,2.04103356,1.98745641,0.01632938,0.40127312
-5.72986493,3.67158584,0.00238167,1.12521401,2.05863569,1.98383711,0.01538038,0.40965115
-5.72386193,3.67224569,0.00259632,1.12035204,2.07985680,1.98539589,0.01445081,0.41823139
-5.71785893,3.67969117,0.00283586,1.11821593,2.10465750,1.99146099,0.01354646,0.42687483
-5.71185593,3.69295012,0.00309849,1.11852795,2.13290522,2.00129125,0.01267235,0.43545775
-5.70585293,3.71096104,0.00338192,1.12096063,2.16435947,2.01408985,0.01183268,0.44386975
-5.69984992,3.73258190,0.00368331,1.12514190,2.19866025,2.02901834,0.01103087,0.45201087
-5.69384692,3.75660028,0.00399929,1.13066146,2.23532059,2.04521117,0.01026957,0.45978828
-5.68784392,3.78174548,0.00432598,1.13707802,2.27372431,2.06179033,0.00955076,0.46711273
-5.68184092,3.80670328,0.00465902,1.14392773,2.31312954,2.07788034,0.00887582,0.47389541
-5.67583792,3.83013358,0.00499363,1.15073333,2.35267872,2.09262326,0.00824561,0.48004535
-5.66983492,3.85069147,0.00532472,1.15701420,2.39141489,2.10519369,0.00766061,0.48546783
-5.66383192,3.86705147,0.00564698,1.16229680,2.42830439,2.11481363,0.00712102,0.49006410
-5.65782891,3.87793490,0.00595504,1.16612561,2.46226510,2.12076699,0.00662691,0.49373238
-5.65182591,3.88213987,0.00624361,1.16807394,2.49219970,2.12241350,0.00617832,0.49637038
-5.64582291,3.87857304,0.00650766,1.16775471,2.51703239,2.11920183,0.00577543,0.49787924
-5.63981991,3.86628236,0.00674255,1.16483052,2.53574800,2.11068156,0.00541866,0.49816869
-5.63381691,3.84448938,0.00694427,1.15902303,2.54743168,2.09651376,0.00510883,0.49716319
-5.62781391,3.81262014,0.00710957,1.15012116,2.55130753,2.07647988,0.00484731,0.49480876
-5.62181091,3.77033300,0.00723608,1.13798789,2.54677459,2.05048850,0.00463610,0.49107999
-5.61580790,3.71754227,0.00732247,1.12256547,2.53343838,2.01857995,0.00447804,0.48598688
-5.60980490,3.65443635,0.00736856,1.10387879,2.51113677,1.98092825,0.00437687,0.47958100
-5.60380190,3.58148933,0.00737531,1.08203682,2.47995883,1.93784053,0.00433732,0.47196056
-5.59779890,3.49946512,0.00734488,1.05723206,2.44025579,1.88975350,0.00436527,0.46327407
-5.59179590,3.40941375,0.00728060,1.02973789,2.39264370,1.83722724,0.00446771,0.45372212
-5.58579290,3.31265946,0.00718687,0.99990411,2.33799740,1.78093626,0.00465281,0.44355721
-5.57978989,3.21078065,0.00706907,0.96815049,2.27743621,1.72165796,0.00492990,0.43308141
-5.57378689,3.10558223,0.00693339,0.93495882,2.21230168,1.66025880,0.00530936,0.42264191
-5.56778389,2.99906097,0.00678664,0.90086347,2.14412845,1.59767843,0.00580252,0.41262443
-5.56178089,2.89336481,0.00663604,0.86644077,2.07460913,1.53491228,0.00642146,0.40344471
-5.55577789,2.79074732,0.00648898,0.83229759,2.00555461,1.47299275,0.00717877,0.39553845
-5.54977489,2.69351851,0.00635274,0.79905929,1.93885108,1.41296971,0.00808719,0.38934989
-5.54377189,2.60399347,0.00623429,0.76735732,1.87641526,1.35589056,0.00915930,0.38531944
-5.53776888,2.52444014,0.00614002,0.73781685,1.82014919,1.30278032,0.01040704,0.38387093
-5.53176588,2.45702754,0.00607547,0.71104456,1.77189589,1.25462206,0.01184123,0.38539874
-5.52576288,2.40377572,0.00604522,0.68761678,1.73339702,1.21233814,0.01347111,0.39025537
-5.51975988,2.36650868,0.00605261,0.66806824,1.70625358,1.17677244,0.01530372,0.39873986
-5.51375688,2.34681109,0.00609969,0.65288152,1.69189039,1.14867392,0.01734343,0.41108743
-5.50775388,2.34598982,0.00618710,0.64247731,1.69152499,1.12868165,0.01959141,0.42746071
-5.50175088,2.36504091,0.00631401,0.63720556,1.70614146,1.11731154,0.02204510,0.44794290
-5.49574787,2.40462263,0.00647817,0.63733765,1.73646926,1.11494498,0.02469784,0.47253297
-5.48974487,2.46503502,0.00667595,0.64305961,1.78296739,1.12181940,0.02753851,0.50114328
-5.48374187,2.54620629,0.00690245,0.65446651,1.84581377,1.13802100,0.03055131,0.53359941
-5.47773887,2.64768631,0.00715166,0.67155805,1.92489980,1.16347974,0.03371562,0.56964257
-5.47173587,2.76864724,0.00741665,0.69423557,2.01983010,1.19796672,0.03700606,0.60893414
-5.46573287,2.90789155,0.00768982,0.72230050,2.12992702,1.24109408,0.04039265,0.65106257
-5.45972986,3.06386712,0.00796314,0.75545439,2.25423999,1.29231761,0.04384115,0.69555210
-5.45372686,3.23468947,0.00822841,0.79330072,2.39155946,1.35094202,0.04731354,0.74187325
-5.44772386,3.41817081,0.00847756,0.83534853,2.54043515,1.41612918,0.05076868,0.78945465
-5.44172086,3.61185554,0.00870292,0.88101806,2.69919850,1.48690923,0.05416307,0.83769581
-5.43571786,3.81306167,0.00889747,0.92964838,2.86598909,1.56219456,0.05745174,0.88598056
-5.42971486,4.01892763,0.00905508,0.98050713,3.03878469,1.64079669,0.06058927,0.93369055
-5.42371186,4.22646367,0.00917070,1.03280217,3.21543478,1.72144576,0.06353081,0.98021864
-5.41770885,4.43260692,0.00924052,1.08569527,3.39369699,1.80281255,0.06623318,1.02498163
-5.41170585,4.63427909,0.00926210,1.13831742,3.57127613,1.88353250,0.06865596,1.06743207
-5.40570285,4.82844573,0.00923440,1.18978551,3.74586510,1.96223142,0.07076254,1.10706885
-5.39969985,5.01217559,0.00915782,1.23922025,3.91518723,2.03755237,0.07252104,1.14344631
-5.39369685,5.18269903,0.00903414,1.28576451,4.07703899,2.10818298,0.07390521,1.17618181
-5.38769385,5.33746369,0.00886643,1.32860192,4.22933237,2.17288265,0.07489512,1.20496148
-5.38169085,5.47418632,0.00865896,1.36697501,4.37013579,2.23050873,0.07547771,1.22954427
-5.37568784,5.59089914,0.00841698,1.40020231,4.49771255,2.28004117,0.07564711,1.24976423
-5.36968484,5.68598948,0.00814658,1.42769391,4.61055562,2.32060456,0.07540483,1.26553110
-5.36368184,5.75823142,0.00785447,1.44896492,4.70741766,2.35148714,0.07475966,1.27682921
-5.35767884,5.80680828,0.00754774,1.46364619,4.78733509,2.37215589,0.07372744,1.28371495
-5.35167584,5.83132528,0.00723370,1.47149214,4.84964538,2.38226727,0.07233056,1.28631277
-5.34567284,5.83181158,0.00691962,1.47238506,4.89399653,2.38167310,0.07059732,1.28480999
-5.33966983,5.80871149,0.00661257,1.46633600,4.92034834,2.37042138,0.06856113,1.27945034
-5.33366683,5.76286496,0.00631924,1.45348192,4.92896496,2.34875178,0.06625958,1.27052663
-5.32766383,5.69547774,0.00604580,1.43407941,4.92039893,2.31708611,0.06373342,1.25837246
-5.32166083,5.60808198,0.00579777,1.40849503,4.89546700,2.27601382,0.06102543,1.24335323
-5.31565783,5.50248866,0.00557994,1.37719279,4.85521851,2.22627313,0.05817938,1.22585661
-5.30965483,5.38073319,0.00539628,1.34071917,4.80089751,2.16872839,0.05523888,1.20628271
-5.30365183,5.24501623,0.00524992,1.29968627,4.73390011,2.10434446,0.05224638,1.18503398
-5.29764882,5.09764167,0.00514314,1.25475390,4.65572878,2.03415911,0.04924218,1.16250541
-5.29164582,4.94095421,0.00507734,1.20661102,4.56794556,1.95925430,0.04626362,1.13907496
-5.28564282,4.77727869,0.00505310,1.15595757,4.47212617,1.88072761,0.04334437,1.11509477
-5.27963982,4.60886338,0.00507021,1.10348716,4.36981709,1.79966464,0.04051387,1.09088335
-5.27363682,4.43782951,0.00512771,1.04987125,4.26249739,1.71711358,0.03779693,1.06671903
-5.26763382,4.26612852,0.00522395,0.99574541,4.15154684,1.63406259,0.03521351,1.04283495
-5.26163082,4.09550863,0.00535670,0.94169798,4.03822167,1.55142101,0.03277868,1.01941581
-5.25562781,3.92749156,0.00552320,0.88826137,3.92363851,1.47000459,0.03050267,0.99659659
-5.24962481,3.76335986,0.00572026,0.83590628,3.80876698,1.39052545,0.02839112,0.97446319
-5.24362181,3.60415468,0.00594436,0.78503851,3.69443055,1.31358650,0.02644543,0.95305503
-5.23761881,3.45068337,0.00619175,0.73599852,3.58131495,1.23968047,0.02466321,0.93236952
-5.23161581,3.30353583,0.00645852,0.68906318,3.46998292,1.16919308,0.02303880,0.91236814
-5.22561281,3.16310797,0.00674076,0.64444949,3.36089384,1.10240980,0.02156383,0.89298374
-5.21960980,3.02963050,0.00703458,0.60231987,3.25442629,1.03952569,0.02022783,0.87412886
-5.21360680,2.90320112,0.00733628,0.56278828,3.15090174,0.98065725,0.01901885,0.85570438
-5.20760380,2.78381773,0.00764233,0.52592704,3.05060740,0.92585578,0.01792399,0.83760825
-5.20160080,2.67141091,0.00794955,0.49177361,2.95381650,0.87512103,0.01692998,0.81974372
-5.19559780,2.56587363,0.00825505,0.46033708,2.86080448,0.82841467,0.01602368,0.80202658
-5.18959480,2.46708675,0.00855634,0.43160390,2.77186000,0.78567268,0.01519245,0.78439121
-5.18359180,2.37493896,0.00885130,0.40554282,2.68728997,0.74681598,0.01442457,0.76679500
-5.17758879,2.28934065,0.00913819,0.38210860,2.60741852,0.71175921,0.01370946,0.74922102
-5.17158579,2.21023120,0.00941559,0.36124466,2.53258011,0.68041700,0.01303791,0.73167890
-5.16558279,2.13758017,0.00968240,0.34288461,2.46310748,0.65270797,0.01240218,0.71420391
-5.15957979,2.07138273,0.00993775,0.32695278,2.39931562,0.62855638,0.01179610,0.69685456
-5.15357679,2.01165061,0.01018094,0.31336393,2.34148317,0.60789187,0.01121500,0.67970881
-5.14757379,1.95839977,0.01041136,0.30202241,2.28983294,0.59064750,0.01065571,0.66285942
-5.14157079,1.91163638,0.01062846,0.29282099,2.24451331,0.57675679,0.01011644,0.64640878
-5.13556778,1.87134260,0.01083163,0.28563971,2.20558213,0.56615021,0.00959664,0.63046369
-5.12956478,1.83746398,0.01102020,0.28034487,2.17299495,0.55875176,0.00909686,0.61513050
-5.12356178,1.80989969,0.01119343,0.27678863,2.14659861,0.55447624,0.00861862,0.60051104
-5.11755878,1.78849697,0.01135048,0.27480922,2.12613153,0.55322759,0.00816419,0.58669969
-5.11155578,1.77305059,0.01149047,0.27423200,2.11123097,0.55489888,0.00773647,0.57378180
-5.10555278,1.76330803,0.01161253,0.27487144,2.10144764,0.55937406,0.00733885,0.56183359
-5.09954977,1.75898014,0.01171590,0.27653411,2.09626718,0.56653165,0.00697504,0.55092356
-5.09354677,1.75975736,0.01180001,0.27902245,2.09513775,0.57625033,0.00664899,0.54111537
-5.08754377,1.76533033,0.01186466,0.28213943,2.09750248,0.58841615,0.00636478,0.53247186
-5.08154077,1.77541406,0.01191007,0.28569374,2.10283512,0.60293100,0.00612655,0.52505993
-5.07553777,1.78977398,0.01193710,0.28950540,2.11067704,0.61972188,0.00593839,0.51895599
-5.06953477,1.80825225,0.01194729,0.29341143,2.12067340,0.63875015,0.00580434,0.51425132
-5.06353177,1.83079240,0.01194300,0.29727135,2.13260636,0.66002026,0.00572831,0.51105705
-5.05752876,1.85746047,0.01192744,0.30097218,2.14642307,0.68358709,0.00571406,0.50950817
-5.05152576,1.88846083,0.01190471,0.30443258,2.16225650,0.70956111,0.00576512,0.50976617
-5.04552276,1.92414490,0.01187978,0.30760597,2.18043727,0.73811085,0.00588480,0.51201990
-5.03951976,1.96501172,0.01185838,0.31048230,2.20149517,0.76946197,0.00607609,0.51648437
-5.03351676,2.01169910,0.01184688,0.31308827,2.22614941,0.80389255,0.00634165,0.52339736
-5.02751376,2.06496515,0.01185214,0.31548596,2.25528711,0.84172444,0.00668371,0.53301358
-5.02151076,2.12566006,0.01188125,0.31776981,2.28993038,0.88331053,0.00710404,0.54559677
-5.01550775,2.19468875,0.01194125,0.32006188,2.33119261,0.92901827,0.00760382,0.56140960
-5.00950475,2.27296555,0.01203891,0.32250576,2.38022553,0.97920984,0.00818356,0.58070196
-5.00350175,2.36136252,0.01218036,0.32525908,2.43815874,1.03421963,0.00884304,0.60369794
-4.99749875,2.46065344,0.01237081,0.32848508,2.50603441,1.09432998,0.00958116,0.63058208
-4.99149575,2.57145607,0.01261426,0.33234358,2.58473978,1.15974612,0.01039585,0.66148553
-4.98549275,2.69417530,0.01291322,0.33698168,2.67494073,1.23057169,0.01128402,0.69647275
-4.97948974,2.82894997,0.01326854,0.34252470,2.77701959,1.30678583,0.01224136,0.73552946
-4.97348674,2.97560648,0.01367917,0.34906779,2.89102042,1.38822333,0.01326238,0.77855249
-4.96748374,3.13362154,0.01414212,0.35666858,3.01660498,1.47455890,0.01434025,0.82534209
-4.96148074,3.30209682,0.01465240,0.36534140,3.15302193,1.56529676,0.01546682,0.87559738
-4.95547774,3.47974716,0.01520308,0.37505323,3.29909165,1.65976627,0.01663259,0.92891514
-4.94947474,3.66490399,0.01578541,0.38572172,3.45320820,1.75712449,0.01782674,0.98479246
-4.94347174,3.85553463,0.01638901,0.39721552,3.61335930,1.85636579,0.01903719,1.04263315
-4.93746873,4.04927747,0.01700215,0.40935674,3.77716436,1.95633872,0.02025074,1.10175801
-4.93146573,4.24349245,0.01761205,0.42192572,3.94192972,2.05576972,0.02145321,1.16141872
-4.92546273,4.43532525,0.01820531,0.43466779,4.10471945,2.15329315,0.02262967,1.22081484
-4.91945973,4.62178306,0.01876824,0.44730179,4.26243902,2.24748644,0.02376474,1.27911351
-4.91345673,4.79981916,0.01928736,0.45952992,4.41192895,2.33690946,0.02484285,1.33547103
-4.90745373,4.96642302,0.01974976,0.47104860,4.55006427,2.42014616,0.02584866,1.38905556
-4.90145073,5.11871218,0.02014357,0.48155971,4.67385591,2.49584726,0.02676743,1.43907009
-4.89544772,5.25402228,0.02045828,0.49078177,4.78054958,2.56277197,0.02758544,1.48477467
-4.88944472,5.36999123,0.02068513,0.49846050,4.86771774,2.61982703,0.02829042,1.52550707
-4.88344172,5.46463412,0.02081732,0.50437837,4.93334074,2.66610159,0.02887197,1.56070100
-4.87743872,5.53640560,0.02085025,0.50836256,4.97587354,2.70089622,0.02932193,1.58990118
-4.87143572,5.58424711,0.02078164,0.51029115,4.99429515,2.72374502,0.02963474,1.61277459
-4.86543272,5.60761709,0.02061156,0.51009723,4.98813868,2.73442979,0.02980768,1.62911755
-4.85942971,5.60650305,0.02034239,0.50777067,4.95750097,2.73298586,0.02984104,1.63885837
-4.85342671,5.58141517,0.01997872,0.50335783,4.90303174,2.71969924,0.02973826,1.64205549
-4.84742371,5.53336208,0.01952715,0.49695893,4.82590295,2.69509545,0.02950581,1.63889144
-4.84142071,5.46381017,0.01899604,0.48872361,4.72776035,2.65992061,0.02915312,1.62966281
-4.83541771,5.37462856,0.01839522,0.47884470,4.61065975,2.61511567,0.02869226,1.61476688
-4.82941471,5.26802233,0.01773563,0.46755075,4.47699122,2.56178498,0.02813757,1.59468555
-4.82341171,5.14645731,0.01702901,0.45509760,4.32939496,2.50116069,0.02750522,1.56996744
-4.81740870,5.01257955,0.01628747,0.44175951,4.17067273,2.43456435,0.02681262,1.54120878
-4.81140570,4.86913320,0.01552319,0.42782015,4.00369890,2.36336752,0.02607780,1.50903412
-4.80540270,4.71887995,0.01474805,0.41356406,3.83133470,2.28895265,0.02531879,1.47407764
-4.79939970,4.56452325,0.01397332,0.39926872,3.65634920,2.21267600,0.02455296,1.43696565
-4.79339670,4.40864003,0.01320944,0.38519769,3.48134986,2.13583359,0.02379642,1.39830108
-4.78739370,4.25362205,0.01246577,0.37159503,3.30872473,2.05963154,0.02306341,1.35865036
-4.78139070,4.10162863,0.01175045,0.35868110,3.14059797,1.98516140,0.02236589,1.31853304
-4.77538769,3.95455182,0.01107031,0.34664985,2.97879929,1.91338126,0.02171310,1.27841434
-4.76938469,3.81399435,0.01043084,0.33566765,2.82484734,1.84510282,0.02111135,1.23870077
-4.76338169,3.68126037,0.00983619,0.32587348,2.67994653,1.78098457,0.02056387,1.19973855
-4.75737869,3.55735808,0.00928926,0.31738045,2.54499589,1.72153087,0.02007087,1.16181471
-4.75137569,3.44301335,0.00879182,0.31027837,2.42060838,1.66709651,0.01962963,1.12516051
-4.74537269,3.33869257,0.00834465,0.30463714,2.30713857,1.61789616,0.01923483,1.08995669
-4.73936968,3.24463297,0.00794774,0.30051082,2.20471655,1.57401808,0.01887891,1.05634018
-4.73336668,3.16087834,0.00760047,0.29794187,2.11328556,1.53544098,0.01855252,1.02441155
-4.72736368,3.08731797,0.00730185,0.29696547,2.03264121,1.50205328,0.01824506,0.99424290
-4.72136068,3.02372663,0.00705067,0.29761357,1.96247021,1.47367369,0.01794528,0.96588545
-4.71535768,2.96980342,0.00684574,0.29991834,1.90238649,1.45007203,0.01764180,0.93937655
-4.70935468,2.92520767,0.00668601,0.30391500,1.85196332,1.43098940,0.01732366,0.91474553
-4.70335168,2.88958997,0.00657076,0.30964349,1.81076017,1.41615669,0.01698086,0.89201824
-4.69734867,2.86261718,0.00649962,0.31714929,1.77834339,1.40531068,0.01660477,0.87121989
-4.69134567,2.84399019,0.00647269,0.32648283,1.75430031,1.39820699,0.01618849,0.85237618
-4.68534267,2.83345392,0.00649051,0.33769786,1.73824669,1.39462945,0.01572707,0.83551272
-4.67933967,2.83079942,0.00655404,0.35084860,1.72982784,1.39439557,0.01521769,0.82065281
-4.67333667,2.83585838,0.00666455,0.36598578,1.72871404,1.39735800,0.01465970,0.80781382
-4.66733367,2.84849072,0.00682353,0.38315188,1.73459110,1.40340219,0.01405456,0.79700254
-4.66133067,2.86856652,0.00703251,0.40237557,1.74714737,1.41244062,0.01340566,0.78820989
-4.65532766,2.89594376,0.00729290,0.42366583,1.76605817,1.42440412,0.01271814,0.78140537
-4.64932466,2.93044361,0.00760575,0.44700594,1.79096939,1.43923110,0.01199861,0.77653188
-4.64332166,2.97182526,0.00797158,0.47234769,1.82148126,1.45685550,0.01125476,0.77350132
-4.63731866,3.01976216,0.00839015,0.49960616,1.85713378,1.47719452,0.01049507,0.77219132
-4.63131566,3.07382160,0.00886031,0.52865544,1.89739497,1.50013691,0.00972842,0.77244365
-4.62531266,3.13344941,0.00937980,0.55932551,1.94165284,1.52553296,0.00896376,0.77406450
-4.61930965,3.19796090,0.00994517,0.59140061,1.98921180,1.55318673,0.00820978,0.77682666
-4.61330665,3.26653930,0.01055169,0.62461927,2.03929406,1.58285144,0.00747461,0.78047383
-4.60730365,3.33824189,0.01119330,0.65867616,2.09104602,1.61422821,0.00676565,0.78472679
-4.60130065,3.41201415,0.01186272,0.69322574,2.14354976,1.64696843,0.00608931,0.78929122
-4.59529765,3.48671110,0.01255146,0.72788780,2.19583890,1.68067980,0.00545094,0.79386672
-4.58929465,3.56112510,0.01325002,0.76225462,2.24691848,1.71493553,0.00485472,0.79815666
-4.58329165,3.63401863,0.01394812,0.79589966,2.29578781,1.74928644,0.00430368,0.80187827
-4.57728864,3.70416049,0.01463487,0.82838749,2.34146541,1.78327508,0.00379967,0.80477240
-4.57128564,3.77036347,0.01529912,0.85928457,2.38301478,1.81645116,0.00334351,0.80661235
-4.56528264,3.83152176,0.01592973,0.88817059,2.41957016,1.84838745,0.00293499,0.80721146
-4.55927964,3.88664607,0.01651590,0.91464991,2.45036093,1.87869516,0.00257305,0.80642885
-4.55327664,3.93489506,0.01704748,0.93836276,2.47473381,1.90703810,0.00225588,0.80417314
-4.54727364,3.97560152,0.01751527,0.95899569,2.49217199,1.93314493,0.00198111,0.80040395
-4.54127064,4.00829232,0.01791126,0.97629107,2.50231046,1.95681876,0.00174587,0.79513124
-4.53526763,4.03270167,0.01822889,0.99005511,2.50494707,1.97794401,0.00154701,0.78841252
-4.52926463,4.04877715,0.01846318,1.00016433,2.50004895,1.99649006,0.00138117,0.78034830
-4.52326163,4.05667892,0.01861088,1.00657007,2.48775426,2.01251194,0.00124491,0.77107600
-4.51725863,4.05677250,0.01867050,1.00930105,2.46836924,2.02614795,0.00113480,0.76076292
-4.51125563,4.04961568,0.01864234,1.00846377,2.44236076,2.03761482,0.00104754,0.74959853
-4.50525263,4.03594082,0.01852838,1.00424086,2.41034482,2.04720054,0.00097998,0.73778673
-4.49924962,4.01663318,0.01833219,0.99688726,2.37307129,2.05525542,0.00092918,0.72553845
-4.49324662,3.99270659,0.01805876,0.98672457,2.33140548,2.06218196,0.00089248,0.71306479
-4.48724362,3.96527719,0.01771432,0.97413346,2.28630715,2.06842380,0.00086747,0.70057130
-4.48124062,3.93553639,0.01730608,0.95954463,2.23880749,2.07445425,0.00085206,0.68825324
-4.47523762,3.90472338,0.01684202,0.94342830,2.18998461,2.08076478,0.00084444,0.67629211
-4.46923462,3.87409808,0.01633064,0.92628276,2.14093837,2.08785357,0.00084307,0.66485332
-4.46323162,3.84491469,0.01578072,0.90862206,2.09276484,2.09621439,0.00084669,0.65408487
-4.45722861,3.81839615,0.01520110,0.89096330,2.04653127,2.10632589,0.00085429,0.64411696
-4.45122561,3.79570959,0.01460047,0.87381382,2.00325181,2.11864121,0.00086507,0.63506207
-4.44522261,3.77794293,0.01398719,0.85765855,1.96386473,2.13357802,0.00087843,0.62701551
-4.43921961,3.76608251,0.01336915,0.84294792,1.92921147,2.15150891,0.00089391,0.62005603
-4.43321661,3.76099198,0.01275367,0.83008658,1.90001809,2.17275199,0.00091121,0.61424631
-4.42721361,3.76339251,0.01214738,0.81942328,1.87687932,2.19756196,0.00093007,0.60963317
-4.42121061,3.77384446,0.01155615,0.81124210,1.86024568,2.22612153,0.00095032,0.60624744
-4.41520760,3.79273103,0.01098512,0.80575531,1.85041395,2.25853332,0.00097182,0.60410341
-4.40920460,3.82024413,0.01043859,0.80309809,1.84752108,2.29481258,0.00099441,0.60319784
-4.40320160,3.85637308,0.00992012,0.80332513,1.85154177,2.33488092,0.00101792,0.60350885
-4.39719860,3.90089663,0.00943247,0.80640939,1.86228967,2.37856135,0.00104215,0.60499455
-4.39119560,3.95337907,0.00897767,0.81224295,1.87942224,2.42557501,0.00106684,0.60759186
-4.38519260,4.01317075,0.00855703,0.82063992,1.90244914,2.47554004,0.00109167,0.61121556
-4.37918959,4.07941370,0.00817123,0.83134151,1.93074387,2.52797280,0.00111629,0.61575787
-4.37318659,4.15105270,0.00782030,0.84402290,1.96355847,2.58229188,0.00114027,0.62108875
-4.36718359,4.22685198,0.00750372,0.85830196,2.00004090,2.63782508,0.00116320,0.62705700
-4.36118059,4.30541759,0.00722048,0.87374939,2.03925469,2.69381951,0.00118464,0.63349231
-4.35517759,4.38522542,0.00696912,0.88990016,2.08020042,2.74945491,0.00120417,0.64020844
-4.34917459,4.46465423,0.00674780,0.90626581,2.12183855,2.80385991,0.00122145,0.64700722
-4.34317159,4.54202324,0.00655442,0.92234729,2.16311307,2.85613124,0.00123620,0.65368364
-4.33716858,4.61563336,0.00638665,0.93764806,2.20297546,2.90535528,0.00124830,0.66003162
-4.33116558,4.68381095,0.00624207,0.95168691,2.24040839,2.95063153,0.00125775,0.66585044
-4.32516258,4.74495295,0.00611824,0.96401030,2.27444869,2.99109733,0.00126479,0.67095153
-4.31915958,4.79757198,0.00601282,0.97420375,2.30420900,3.02595311,0.00126987,0.67516533
-4.31315658,4.84033986,0.00592366,0.98190197,2.32889762,3.05448720,0.00127371,0.67834796
-4.30715358,4.87212824,0.00584894,0.98679758,2.34783614,3.07609947,0.00127729,0.68038742
