energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-3.50275138,3.86026721,0.40366236,0.06572586,0.02019479,0.16230423,0.62235291,3.77849554,0.01390670,0.28761701
-3.49674837,3.74666139,0.40703970,0.06493709,0.02010621,0.16362369,0.61065663,3.64659446,0.01374801,0.27314088
-3.49074537,3.63220352,0.40940580,0.06409452,0.01995883,0.16464324,0.59812582,3.51459103,0.01361625,0.25916276
-3.48474237,3.51853928,0.41065945,0.06317963,0.01974630,0.16529762,0.58504373,3.38453176,0.01350662,0.24587149
-3.47873937,3.40728526,0.41073174,0.06217865,0.01946421,0.16553522,0.57171936,3.25838569,0.01341528,0.23343488
-3.47273637,3.29999206,0.40958734,0.06108285,0.01911028,0.16531928,0.55847768,3.13799977,0.01333933,0.22199667
-3.46673337,3.19810960,0.40722456,0.05988878,0.01868454,0.16462846,0.54564924,3.02505832,0.01327680,0.21167441
-3.46073037,3.10295561,0.40367426,0.05859826,0.01818940,0.16345711,0.53355969,2.92104768,0.01322660,0.20255823
-3.45472736,3.01568831,0.39899770,0.05721819,0.01762959,0.16181495,0.52251944,2.82722686,0.01318841,0.19471043
-3.44872436,2.93728388,0.39328351,0.05576032,0.01701211,0.15972644,0.51281402,2.74460515,0.01316267,0.18816582
-3.44272136,2.86851977,0.38664400,0.05424075,0.01634599,0.15722976,0.50469532,2.67392709,0.01315039,0.18293281
-3.43671836,2.80996411,0.37921103,0.05267945,0.01564207,0.15437555,0.49837414,2.61566519,0.01315314,0.17899511
-3.43071536,2.76197164,0.37113162,0.05109963,0.01491268,0.15122542,0.49401430,2.57002068,0.01317294,0.17631392
-3.42471236,2.72468641,0.36256361,0.04952708,0.01417129,0.14785031,0.49172839,2.53693181,0.01321220,0.17483060
-3.41870935,2.69805084,0.35367146,0.04798958,0.01343222,0.14432886,0.49157537,2.51608961,0.01327367,0.17446961
-3.41270635,2.68182099,0.34462248,0.04651622,0.01271023,0.14074566,0.49356004,2.50696015,0.01336046,0.17514173
-3.40670335,2.67558706,0.33558349,0.04513685,0.01202025,0.13718968,0.49763426,2.50881253,0.01347602,0.17674733
-3.40070035,2.67879834,0.32671803,0.04388157,0.01137708,0.13375266,0.50369982,2.52075125,0.01362424,0.17917976
-3.39469735,2.69079133,0.31818422,0.04278024,0.01079516,0.13052775,0.51161276,2.54175169,0.01380942,0.18232856
-3.38869435,2.71081976,0.31013309,0.04186216,0.01028835,0.12760809,0.52118894,2.57069710,0.01403643,0.18608263
-3.38269135,2.73808485,0.30270745,0.04115577,0.00986987,0.12508569,0.53221047,2.60641562,0.01431069,0.19033302
-3.37668834,2.77176467,0.29604119,0.04068838,0.00955216,0.12305029,0.54443271,2.64771572,0.01463832,0.19497548
-3.37068534,2.81104085,0.29025882,0.04048603,0.00934685,0.12158832,0.55759164,2.69341871,0.01502606,0.19991259
-3.36468234,2.85512170,0.28547521,0.04057328,0.00926482,0.12078194,0.57141108,2.74238697,0.01548135,0.20505540
-3.35867934,2.90326044,0.28179536,0.04097306,0.00931617,0.12070813,0.58560971,2.79354703,0.01601222,0.21032463
-3.35267634,2.95476813,0.27931410,0.04170650,0.00951030,0.12143765,0.59990754,2.84590672,0.01662716,0.21565126
-3.34667334,3.00902063,0.27811563,0.04279266,0.00985592,0.12303417,0.61403160,2.89856619,0.01733495,0.22097674
-3.34067034,3.06545976,0.27827283,0.04424831,0.01036113,0.12555313,0.62772095,2.95072282,0.01814437,0.22625257
-3.33466733,3.12358900,0.27984630,0.04608752,0.01103334,0.12904077,0.64073069,3.00167030,0.01906392,0.23143953
-3.32866433,3.18296429,0.28288315,0.04832129,0.01187926,0.13353293,0.65283518,3.05079289,0.02010141,0.23650646
-3.32266133,3.24318109,0.28741548,0.05095700,0.01290479,0.13905390,0.66383044,3.09755560,0.02126353,0.24142882
-3.31665833,3.30385875,0.29345878,0.05399793,0.01411488,0.14561528,0.67353577,3.14149169,0.02255542,0.24618700
-3.31065533,3.36462363,0.30101015,0.05744264,0.01551326,0.15321475,0.68179489,3.18218865,0.02398020,0.25076452
-3.30465233,3.42509227,0.31004656,0.06128433,0.01710223,0.16183504,0.68847645,3.21927412,0.02553852,0.25514637
-3.29864932,3.48485616,0.32052327,0.06551034,0.01888231,0.17144293,0.69347436,3.25240291,0.02722819,0.25931734
-3.29264632,3.54346901,0.33237240,0.07010155,0.02085189,0.18198846,0.69670776,3.28124631,0.02904382,0.26326070
-3.28664332,3.60043789,0.34550199,0.07503196,0.02300686,0.19340437,0.69812097,3.30548441,0.03097661,0.26695709
-3.28064032,3.65521874,0.35979551,0.08026836,0.02534028,0.20560590,0.69768320,3.32480219,0.03301418,0.27038389
-3.27463732,3.70721685,0.37511192,0.08577024,0.02784201,0.21849087,0.69538840,3.33888944,0.03514062,0.27351491
-3.26863432,3.75579229,0.39128645,0.09148976,0.03049844,0.23194028,0.69125482,3.34744467,0.03733661,0.27632053
-3.26263132,3.80027021,0.40813209,0.09737207,0.03329228,0.24581929,0.68532460,3.35018242,0.03957967,0.27876828
-3.25662831,3.83995539,0.42544186,0.10335585,0.03620245,0.25997877,0.67766307,3.34684348,0.04184463,0.28082371
-3.25062531,3.87415028,0.44299173,0.10937403,0.03920412,0.27425727,0.66835778,3.33720711,0.04410417,0.28245163
-3.24462231,3.90217550,0.46054434,0.11535484,0.04226881,0.28848358,0.65751723,3.32110424,0.04632946,0.28361752
-3.23861931,3.92339174,0.47785326,0.12122308,0.04536473,0.30247964,0.64526904,3.29843064,0.04849097,0.28428906
-3.23261631,3.93722170,0.49466777,0.12690153,0.04845720,0.31606388,0.63175774,3.26915888,0.05055922,0.28443770
-3.22661331,3.94317097,0.51073805,0.13231261,0.05150923,0.32905491,0.61714199,3.23334818,0.05250571,0.28404017
-3.22061031,3.94084661,0.52582050,0.13738010,0.05448228,0.34127532,0.60159130,3.19115133,0.05430367,0.28307974
-3.21460730,3.92997253,0.53968311,0.14203092,0.05733701,0.35255563,0.58528234,3.14281789,0.05592895,0.28154733
-3.20860430,3.91040069,0.55211071,0.14619692,0.06003428,0.36273812,0.56839489,3.08869346,0.05736064,0.27944223
-3.20260130,3.88211774,0.56290975,0.14981658,0.06253606,0.37168051,0.55110761,3.02921475,0.05858176,0.27677247
-3.19659830,3.84524652,0.57191270,0.15283655,0.06480642,0.37925925,0.53359368,2.96490057,0.05957965,0.27355485
-3.19059530,3.80004260,0.57898159,0.15521301,0.06681249,0.38537233,0.51601667,2.89633911,0.06034632,0.26981450
-3.18459230,3.74688580,0.58401082,0.15691275,0.06852532,0.38994157,0.49852665,2.82417217,0.06087855,0.26558421
-3.17858929,3.68626738,0.58692895,0.15791394,0.06992070,0.39291410,0.48125678,2.74907686,0.06117784,0.26090332
-3.17258629,3.61877331,0.58769958,0.15820656,0.07097976,0.39426325,0.46432055,2.67174594,0.06125016,0.25581638
-3.16658329,3.54506460,0.58632112,0.15779246,0.07168946,0.39398848,0.44780976,2.59286745,0.06110559,0.25037170
-3.16058029,3.46585561,0.58282556,0.15668511,0.07204289,0.39211473,0.43179335,2.51310479,0.06075770,0.24461970
-3.15457729,3.38189124,0.57727640,0.15490896,0.07203934,0.38869087,0.41631709,2.43307809,0.06022296,0.23861124
-3.14857429,3.29392428,0.56976566,0.15249850,0.07168423,0.38378762,0.40140413,2.35334769,0.05951994,0.23239606
-3.14257129,3.20269372,0.56041027,0.14949706,0.07098878,0.37749488,0.38705640,2.27440049,0.05866854,0.22602132
-3.13656828,3.10890510,0.54934796,0.14595538,0.06996953,0.36991862,0.37325673,2.19663970,0.05768915,0.21953027
-3.13056528,3.01321370,0.53673288,0.14193008,0.06864777,0.36117750,0.35997159,2.12037845,0.05660190,0.21296128
-3.12456228,2.91621125,0.52273106,0.13748200,0.06704876,0.35139942,0.34715421,2.04583731,0.05542594,0.20634709
-3.11855928,2.81841670,0.50751606,0.13267455,0.06520091,0.34071809,0.33474816,1.97314596,0.05417882,0.19971435
-3.11255628,2.72027130,0.49126483,0.12757211,0.06313496,0.32926969,0.32269092,1.90234866,0.05287600,0.19308356
-3.10655328,2.62213812,0.47415414,0.12223858,0.06088304,0.31718999,0.31091753,1.83341335,0.05153054,0.18646925
-3.10055028,2.52430593,0.45635753,0.11673604,0.05847788,0.30461178,0.29936399,1.76624384,0.05015287,0.17988049
-3.09454727,2.42699711,0.43804298,0.11112367,0.05595202,0.29166283,0.28797049,1.70069452,0.04875079,0.17332166
-3.08854427,2.33037908,0.41937139,0.10545691,0.05333711,0.27846441,0.27668414,1.63658698,0.04732962,0.16679344
-3.08254127,2.23457862,0.40049574,0.09978683,0.05066333,0.26513031,0.26546131,1.57372781,0.04589242,0.16029390
-3.07653827,2.13969836,0.38156108,0.09415978,0.04795895,0.25176651,0.25426947,1.51192674,0.04444043,0.15381981
-3.07053527,2.04583450,0.36270514,0.08861730,0.04524999,0.23847123,0.24308849,1.45101452,0.04297351,0.14736789
-3.06453227,1.95309489,0.34405953,0.08319623,0.04256004,0.22533550,0.23191144,1.39085965,0.04149071,0.14093605
-3.05852926,1.86161656,0.32575135,0.07792902,0.03991017,0.21244403,0.22074489,1.33138348,0.03999083,0.13452460
-3.05252626,1.77158184,0.30790512,0.07284415,0.03731896,0.19987633,0.20960875,1.27257296,0.03847300,0.12813729
-3.04652326,1.68323212,0.29064475,0.06796672,0.03480265,0.18770797,0.19853573,1.21449053,0.03693717,0.12178214
-3.04052026,1.59687880,0.27409552,0.06331905,0.03237533,0.17601181,0.18757042,1.15728096,0.03538461,0.11547206
-3.03451726,1.51291053,0.25838576,0.05892132,0.03004915,0.16485925,0.17676805,1.10117459,0.03381828,0.10922528
-3.02851426,1.43179664,0.24364814,0.05479214,0.02783463,0.15432117,0.16619305,1.04648718,0.03224306,0.10306541
-3.02251126,1.35408619,0.23002053,0.05094908,0.02574092,0.14446866,0.15591737,0.99361603,0.03066591,0.09702130
-3.01650825,1.28040283,0.21764604,0.04740915,0.02377604,0.13537345,0.14601864,0.94303276,0.02909588,0.09112661
-3.01050525,1.21143539,0.20667248,0.04418902,0.02194712,0.12710789,0.13657824,0.89527282,0.02754401,0.08541916
-3.00450225,1.14792445,0.19725094,0.04130522,0.02026059,0.11974457,0.12767930,0.85092208,0.02602309,0.07994007
-2.99849925,1.09064541,0.18953360,0.03877412,0.01872228,0.11335548,0.11940456,0.81060110,0.02454732,0.07473267
-2.99249625,1.04038838,0.18367073,0.03661180,0.01733749,0.10801084,0.11183437,0.77494722,0.02313193,0.06984134
-2.98649325,0.99793576,0.17980699,0.03483369,0.01611100,0.10377750,0.10504458,0.74459542,0.02179270,0.06531024
-2.98049025,0.96403800,0.17807698,0.03345417,0.01504705,0.10071702,0.09910449,0.72015827,0.02054540,0.06118202
-2.97448724,0.93938850,0.17860042,0.03248599,0.01414915,0.09888354,0.09407493,0.70220564,0.01940535,0.05749647
-2.96848424,0.92459836,0.18147680,0.03193963,0.01342003,0.09832145,0.09000637,0.69124486,0.01838682,0.05428934
-2.96248124,0.92017188,0.18677996,0.03182258,0.01286135,0.09906302,0.08693723,0.68770186,0.01750257,0.05159112
-2.95647824,0.92648362,0.19455267,0.03213858,0.01247358,0.10112595,0.08489230,0.69190392,0.01676342,0.04942609
-2.95047524,0.94375791,0.20480146,0.03288695,0.01225573,0.10451119,0.08388146,0.70406453,0.01617788,0.04781139
-2.94447224,0.97205142,0.21749199,0.03406186,0.01220514,0.10920091,0.08389859,0.72427097,0.01575185,0.04675639
-2.93846923,1.01123972,0.23254523,0.03565175,0.01231731,0.11515683,0.08492080,0.75247490,0.01548840,0.04626217
-2.93246623,1.06100821,0.24983456,0.03763888,0.01258571,0.12231906,0.08690805,0.78848641,0.01538768,0.04632129
-2.92646323,1.12084812,0.26918418,0.03999902,0.01300165,0.13060543,0.08980308,0.83197183,0.01544688,0.04691768
-2.92046023,1.19005778,0.29036895,0.04270129,0.01355425,0.13991155,0.09353184,0.88245529,0.01566033,0.04802685
-2.91445723,1.26774941,0.31311579,0.04570831,0.01423041,0.15011143,0.09800434,0.93932429,0.01601965,0.04961618
-2.90845423,1.35286145,0.33710678,0.04897646,0.01501491,0.16105903,0.10311588,1.00183900,0.01651399,0.05164553
-2.90245123,1.44417623,0.36198391,0.05245646,0.01589051,0.17259040,0.10874889,1.06914516,0.01713037,0.05406796
-2.89644822,1.54034261,0.38735555,0.05609414,0.01683823,0.18452665,0.11477507,1.14029027,0.01785405,0.05683056
-2.89044522,1.63990294,0.41280437,0.05983145,0.01783760,0.19667760,0.12105796,1.21424241,0.01866893,0.05987553
-2.88444222,1.74132371,0.43789658,0.06360766,0.01886708,0.20884601,0.12745592,1.28991139,0.01955810,0.06314125
-2.87843922,1.84302876,0.46219222,0.06736074,0.01990444,0.22083229,0.13382528,1.36617128,0.02050424,0.06656351
-2.87243622,1.94343427,0.48525609,0.07102883,0.02092725,0.23243959,0.14002373,1.44188376,0.02149020,0.07007671
-2.86643322,2.04098413,0.50666895,0.07455179,0.02191341,0.24347906,0.14591372,1.51592161,0.02249942,0.07361513
-2.86043022,2.13418482,0.52603861,0.07787282,0.02284160,0.25377504,0.15136588,1.58719136,0.02351649,0.07711414
-2.85442721,2.22163836,0.54301037,0.08093997,0.02369189,0.26317020,0.15626221,1.65465472,0.02452755,0.08051139
-2.84842421,2.30207268,0.55727651,0.08370759,0.02444613,0.27153010,0.16049902,1.71734801,0.02552074,0.08374791
-2.84242121,2.37436805,0.56858437,0.08613761,0.02508844,0.27874736,0.16398948,1.77439912,0.02648650,0.08676910
-2.83641821,2.43757927,0.57674267,0.08820061,0.02560556,0.28474495,0.16666566,1.82504176,0.02741794,0.08952564
-2.83041521,2.49095266,0.58162594,0.08987664,0.02598716,0.28947874,0.16848005,1.86862665,0.02831101,0.09197420
-2.82441221,2.53393779,0.58317675,0.09115573,0.02622603,0.29293889,0.16940641,1.90462967,0.02916468,0.09407808
-2.81840920,2.56619366,0.58140583,0.09203816,0.02631818,0.29515038,0.16944003,1.93265691,0.02998101,0.09580765
-2.81240620,2.58758944,0.57639002,0.09253427,0.02626288,0.29617223,0.16859731,1.95244693,0.03076511,0.09714064
-2.80640320,2.59819999,0.56826816,0.09266408,0.02606252,0.29609579,0.16691474,1.96387025,0.03152503,0.09806237
-2.80040020,2.59829651,0.55723528,0.09245649,0.02572245,0.29504187,0.16444730,1.96692655,0.03227158,0.09856568
-2.79439720,2.58833283,0.54353521,0.09194827,0.02525070,0.29315691,0.16126638,1.96173974,0.03301797,0.09865087
-2.78839420,2.56892794,0.52745211,0.09118275,0.02465766,0.29060831,0.15745727,1.94855120,0.03377948,0.09832548
-2.78239120,2.54084526,0.50930115,0.09020831,0.02395565,0.28757902,0.15311637,1.92771159,0.03457289,0.09760384
-2.77638819,2.50496937,0.48941887,0.08907672,0.02315853,0.28426152,0.14834810,1.89967127,0.03541597,0.09650672
-2.77038519,2.46228084,0.46815345,0.08784136,0.02228126,0.28085150,0.14326185,1.86496957,0.03632677,0.09506067
-2.76438219,2.41382969,0.44585536,0.08655540,0.02133941,0.27754131,0.13796880,1.82422318,0.03732293,0.09329739
-2.75837919,2.36070817,0.42286870,0.08527006,0.02034878,0.27451352,0.13257893,1.77811358,0.03842088,0.09125301
-2.75237619,2.30402347,0.39952337,0.08403285,0.01932501,0.27193467,0.12719813,1.72737372,0.03963505,0.08896722
-2.74637319,2.24487094,0.37612843,0.08288607,0.01828315,0.26994954,0.12192565,1.67277416,0.04097706,0.08648245
-2.74037019,2.18430844,0.35296666,0.08186539,0.01723745,0.26867611,0.11685175,1.61510857,0.04245495,0.08384289
-2.73436718,2.12333253,0.33029049,0.08099880,0.01620102,0.26820135,0.11205586,1.55517915,0.04407247,0.08109359
-2.72836418,2.06285691,0.30831932,0.08030574,0.01518570,0.26857819,0.10760501,1.49378185,0.04582844,0.07827947
-2.72236118,2.00369406,0.28723810,0.07979665,0.01420188,0.26982351,0.10355273,1.43169204,0.04771629,0.07544436
-2.71635818,1.94654033,0.26719724,0.07947283,0.01325840,0.27191763,0.09993836,1.36965081,0.04972371,0.07263012
-2.71035518,1.89196524,0.24831368,0.07932663,0.01236255,0.27480508,0.09678683,1.30835233,0.05183259,0.06987580
-2.70435218,1.84040532,0.23067294,0.07934204,0.01152005,0.27839676,0.09410881,1.24843280,0.05401905,0.06721688
-2.69834917,1.79216285,0.21433210,0.07949561,0.01073509,0.28257357,0.09190130,1.19046125,0.05625382,0.06468466
-2.69234617,1.74740956,0.19932347,0.07975765,0.01001043,0.28719121,0.09014856,1.13493263,0.05850285,0.06230573
-2.68634317,1.70619533,0.18565876,0.08009375,0.00934747,0.29208617,0.08882346,1.08226346,0.06072811,0.06010170
-2.68034017,1.66846153,0.17333368,0.08046646,0.00874638,0.29708266,0.08788901,1.03279015,0.06288864,0.05808899
-2.67433717,1.63405854,0.16233265,0.08083712,0.00820627,0.30200021,0.08730028,0.98677018,0.06494185,0.05627887
-2.66833417,1.60276677,0.15263355,0.08116780,0.00772528,0.30666159,0.08700643,0.94438584,0.06684488,0.05467760
-2.66233117,1.57432016,0.14421230,0.08142312,0.00730080,0.31090091,0.08695286,0.90575050,0.06855606,0.05328681
-2.65632816,1.54843122,0.13704710,0.08157211,0.00692958,0.31457130,0.08708347,0.87091697,0.07003652,0.05210395
-2.65032516,1.52481632,0.13112226,0.08158981,0.00660790,0.31755206,0.08734289,0.83988744,0.07125160,0.05112289
-2.64432216,1.50322002,0.12643135,0.08145857,0.00633174,0.31975479,0.08767860,0.81262460,0.07217225,0.05033464
-2.63831916,1.48343734,0.12297969,0.08116916,0.00609691,0.32112829,0.08804288,0.78906320,0.07277628,0.04972804
-2.63231616,1.46533269,0.12078601,0.08072138,0.00589921,0.32166193,0.08839456,0.76912156,0.07304924,0.04929057
-2.62631316,1.44885455,0.11988321,0.08012435,0.00573453,0.32138735,0.08870046,0.75271226,0.07298520,0.04900911
-2.62031016,1.43404518,0.12031819,0.07939635,0.00559900,0.32037834,0.08893648,0.73975178,0.07258700,0.04887064
-2.61430715,1.42104480,0.12215077,0.07856419,0.00548908,0.31874888,0.08908826,0.73016827,0.07186635,0.04886293
-2.60830415,1.41008994,0.12545163,0.07766228,0.00540164,0.31664941,0.08915157,0.72390739,0.07084340,0.04897511
-2.60230115,1.40150615,0.13029940,0.07673124,0.00533404,0.31426143,0.08913213,0.72093582,0.06954608,0.04919811
-2.59629815,1.39569527,0.13677688,0.07581627,0.00528415,0.31179067,0.08904510,0.72124238,0.06800908,0.04952503
-2.59029515,1.39311801,0.14496672,0.07496527,0.00525043,0.30945916,0.08891428,0.72483686,0.06627258,0.04995135
-2.58429215,1.39427255,0.15494641,0.07422683,0.00523190,0.30749642,0.08877081,0.73174655,0.06438075,0.05047501
-2.57828914,1.39967031,0.16678306,0.07364811,0.00522813,0.30613029,0.08865178,0.74201086,0.06238016,0.05109641
-2.57228614,1.40981008,0.18052794,0.07327286,0.00523925,0.30557769,0.08859852,0.75567433,0.06031809,0.05181822
-2.56628314,1.42515163,0.19621123,0.07313943,0.00526587,0.30603585,0.08865486,0.77277848,0.05824087,0.05264517
-2.56028014,1.44609029,0.21383704,0.07327912,0.00530904,0.30767417,0.08886528,0.79335292,0.05619228,0.05358371
-2.55427714,1.47293349,0.23337901,0.07371473,0.00537015,0.31062742,0.08927311,0.81740626,0.05421218,0.05464158
-2.54827414,1.50588067,0.25477685,0.07445950,0.00545087,0.31499017,0.08991890,0.84491745,0.05233529,0.05582738
-2.54227114,1.54500722,0.27793380,0.07551643,0.00555308,0.32081309,0.09083889,0.87582776,0.05059029,0.05715011
-2.53626813,1.59025348,0.30271548,0.07687807,0.00567871,0.32810093,0.09206382,0.91003413,0.04899915,0.05861866
-2.53026513,1.64141917,0.32895002,0.07852664,0.00582968,0.33681255,0.09361789,0.94738415,0.04757680,0.06024138
-2.52426213,1.69816365,0.35642982,0.08043467,0.00600781,0.34686277,0.09551817,0.98767291,0.04633115,0.06202561
-2.51825913,1.76001183,0.38491465,0.08256604,0.00621467,0.35812607,0.09777428,1.03064208,0.04526333,0.06397733
-2.51225613,1.82636563,0.41413647,0.08487725,0.00645155,0.37044192,0.10038835,1.07598113,0.04436820,0.06610080
-2.50625313,1.89652035,0.44380537,0.08731916,0.00671931,0.38362144,0.10335538,1.12333084,0.04363513,0.06839836
-2.50025013,1.96968513,0.47361687,0.08983879,0.00701836,0.39745513,0.10666379,1.17228882,0.04304889,0.07087018
-2.49424712,2.04500660,0.50326001,0.09238131,0.00734857,0.41172125,0.11029626,1.22241683,0.04259070,0.07351421
-2.48824412,2.12159459,0.53242608,0.09489210,0.00770921,0.42619451,0.11423066,1.27324967,0.04223927,0.07632607
-2.48224112,2.19854857,0.56081750,0.09731876,0.00809894,0.44065456,0.11844119,1.32430503,0.04197194,0.07929909
-2.47623812,2.27498369,0.58815649,0.09961291,0.00851579,0.45489400,0.12289944,1.37509396,0.04176564,0.08242435
-2.47023512,2.35005518,0.61419324,0.10173193,0.00895713,0.46872543,0.12757553,1.42513148,0.04159792,0.08569071
-2.46423212,2.42298007,0.63871289,0.10364027,0.00941976,0.48198735,0.13243912,1.47394677,0.04144766,0.08908496
-2.45822911,2.49305527,0.66154136,0.10531054,0.00989987,0.49454853,0.13746022,1.52109265,0.04129583,0.09259181
-2.45222611,2.55967141,0.68254935,0.10672418,0.01039316,0.50631076,0.14260994,1.56615382,0.04112589,0.09619402
-2.44622311,2.62232210,0.70165469,0.10787181,0.01089491,0.51721000,0.14786095,1.60875379,0.04092418,0.09987242
-2.44022011,2.68060841,0.71882267,0.10875309,0.01140009,0.52721571,0.15318776,1.64856030,0.04068002,0.10360594
-2.43421711,2.73423894,0.73406444,0.10937633,0.01190348,0.53632873,0.15856676,1.68528917,0.04038578,0.10737166
-2.42821411,2.78302591,0.74743372,0.10975778,0.01239980,0.54457782,0.16397616,1.71870674,0.04003670,0.11114481
-2.42221111,2.82687802,0.75902189,0.10992052,0.01288389,0.55201511,0.16939568,1.74863109,0.03963071,0.11489884
-2.41620810,2.86579100,0.76895190,0.10989336,0.01335091,0.55871078,0.17480622,1.77493241,0.03916815,0.11860552
-2.41020510,2.89983696,0.77737136,0.10970940,0.01379645,0.56474750,0.18018945,1.79753268,0.03865145,0.12223509
-2.40420210,2.92915337,0.78444519,0.10940473,0.01421678,0.57021476,0.18552741,1.81640513,0.03808480,0.12575652
-2.39819910,2.95393291,0.79034835,0.10901701,0.01460901,0.57520366,0.19080219,1.83157375,0.03747384,0.12913791
-2.39219610,2.97441478,0.79525909,0.10858423,0.01497123,0.57980236,0.19599570,1.84311307,0.03682538,0.13234695
-2.38619310,2.99087816,0.79935292,0.10814355,0.01530269,0.58409248,0.20108956,1.85114827,0.03614721,0.13535154
-2.38019010,3.00363804,0.80279787,0.10773037,0.01560393,0.58814658,0.20606520,1.85585576,0.03544790,0.13812051
-2.37418709,3.01304354,0.80575089,0.10737764,0.01587679,0.59202690,0.21090403,1.85746392,0.03473669,0.14062451
-2.36818409,3.01947824,0.80835581,0.10711528,0.01612450,0.59578520,0.21558781,1.85625390,0.03402341,0.14283683
-2.36218109,3.02336205,0.81074243,0.10696994,0.01635162,0.59946369,0.22009909,1.85255994,0.03331848,0.14473441
-2.35617809,3.02515362,0.81302696,0.10696485,0.01656396,0.60309680,0.22442170,1.84676889,0.03263282,0.14629868
-2.35017509,3.02535252,0.81531325,0.10711983,0.01676842,0.60671352,0.22854126,1.83931837,0.03197789,0.14751644
-2.34417209,3.02449991,0.81769460,0.10745144,0.01697277,0.61034004,0.23244560,1.83069314,0.03136557,0.14838056
-2.33816908,3.02317677,0.82025578,0.10797310,0.01718536,0.61400226,0.23612511,1.82141919,0.03080813,0.14889052
-2.33216608,3.02199885,0.82307485,0.10869525,0.01741478,0.61772797,0.23957285,1.81205544,0.03031800,0.14905269
-2.32616308,3.02160769,0.82622437,0.10962544,0.01766950,0.62154825,0.24278456,1.80318274,0.02990761,0.14888040
-2.32016008,3.02265730,0.82977183,0.11076828,0.01795743,0.62549800,0.24575837,1.79539041,0.02958909,0.14839371
-2.31415708,3.02579675,0.83377895,0.11212532,0.01828552,0.62961536,0.24849436,1.78926054,0.02937389,0.14761890
-2.30815408,3.03164902,0.83829988,0.11369481,0.01865930,0.63394002,0.25099390,1.78535064,0.02927240,0.14658773
-2.30215108,3.04078699,0.84337826,0.11547124,0.01908255,0.63851041,0.25325890,1.78417529,0.02929346,0.14533640
-2.29614807,3.05370789,0.84904335,0.11744494,0.01955694,0.64336000,0.25529098,1.78618780,0.02944397,0.14390442
-2.29014507,3.07080766,0.85530549,0.11960152,0.02008172,0.64851290,0.25709063,1.79176280,0.02972834,0.14233329
-2.28414207,3.09235703,0.86215126,0.12192134,0.02065365,0.65397911,0.25865653,1.80118088,0.03014818,0.14066518
-2.27813907,3.11848096,0.86953886,0.12437911,0.02126684,0.65974987,0.25998505,1.81461636,0.03070187,0.13894159
-2.27213607,3.14914338,0.87739413,0.12694356,0.02191286,0.66579336,0.26107001,1.83212897,0.03138438,0.13720214
-2.26613307,3.18413853,0.88560771,0.12957738,0.02258090,0.67205135,0.26190282,1.85366051,0.03218708,0.13548358
-2.26013007,3.22309038,0.89403378,0.13223735,0.02325809,0.67843711,0.26247297,1.87903672,0.03309782,0.13381890
-2.25412706,3.26546053,0.90249080,0.13487490,0.02392990,0.68483473,0.26276902,1.90797481,0.03410106,0.13223684
-2.24812406,3.31056526,0.91076433,0.13743688,0.02458070,0.69110035,0.26277985,1.94009644,0.03517818,0.13076163
-2.24212106,3.35760110,0.91861216,0.13986673,0.02519439,0.69706519,0.26249637,1.97494580,0.03630796,0.12941304
-2.23611806,3.40567816,0.92577158,0.14210597,0.02575505,0.70254037,0.26191345,2.01201201,0.03746718,0.12820670
-2.23011506,3.45385979,0.93196869,0.14409594,0.02624766,0.70732354,0.26103194,2.05075470,0.03863128,0.12715468
-2.22411206,3.50120663,0.93692913,0.14577975,0.02665889,0.71120677,0.25986082,2.09063162,0.03977523,0.12626622
-2.21810905,3.54682288,0.94038999,0.14710437,0.02697775,0.71398564,0.25841912,2.13112661,0.04087425,0.12554865
-2.21210605,3.58990208,0.94211208,0.14802276,0.02719626,0.71546879,0.25673759,2.17177665,0.04190474,0.12500824
-2.20610305,3.62977018,0.94189193,0.14849584,0.02731006,0.71548759,0.25485991,2.21219612,0.04284503,0.12465113
-2.20010005,3.66592305,0.93957287,0.14849437,0.02731884,0.71390526,0.25284336,2.25209722,0.04367610,0.12448403
-2.19409705,3.69805652,0.93505450,0.14800050,0.02722669,0.71062506,0.25075879,2.29130504,0.04438224,0.12451481
-2.18809405,3.72608698,0.92829990,0.14700894,0.02704232,0.70559695,0.24868983,2.32976659,0.04495153,0.12475281
-2.18209105,3.75016130,0.91934023,0.14552766,0.02677910,0.69882229,0.24673134,2.36755312,0.04537615,0.12520889
-2.17608804,3.77065540,0.90827622,0.14357816,0.02645497,0.69035648,0.24498710,2.40485559,0.04565257,0.12589513
-2.17008504,3.78816135,0.89527655,0.14119517,0.02609217,0.68030908,0.24356677,2.44197359,0.04578154,0.12682433
-2.16408204,3.80346377,0.88057308,0.13842583,0.02571685,0.66884160,0.24258233,2.47929824,0.04576795,0.12800912
-2.15807904,3.81750668,0.86445304,0.13532844,0.02535852,0.65616297,0.24214400,2.51729013,0.04562044,0.12946101
-2.15207604,3.83135248,0.84724872,0.13197071,0.02504938,0.64252283,0.24235595,2.55645357,0.04535103,0.13118918
-2.14607304,3.84613544,0.82932505,0.12842768,0.02482357,0.62820309,0.24331196,2.59730847,0.04497454,0.13319924
-2.14007004,3.86301187,0.81106568,0.12477940,0.02471628,0.61350818,0.24509125,2.64036166,0.04450793,0.13549202
