energy_ev,total_up,Al_p_up,Al_d_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up
-6.00000000,3.29081286,0.30152012,0.00000000,0.31303240,2.71566138,0.01674788,0.20097785
-5.99399700,3.36000724,0.30178625,0.00000000,0.31801804,2.77325201,0.01734660,0.21245615
-5.98799400,3.42984165,0.30299905,0.00000000,0.32376691,2.83018620,0.01801330,0.22447166
-5.98199100,3.49963885,0.30514053,0.00000000,0.33022448,2.88593981,0.01874628,0.23697494
-5.97598799,3.56879124,0.30818886,0.00000000,0.33733586,2.94006693,0.01954255,0.24990151
-5.96998499,3.63676406,0.31211737,0.00000000,0.34504550,2.99220337,0.02039782,0.26317080
-5.96398199,3.70309577,0.31689337,0.00000000,0.35329665,3.04206711,0.02130635,0.27668567
-5.95797899,3.76739594,0.32247704,0.00000000,0.36203070,3.08945614,0.02226097,0.29033271
-5.95197599,3.82934122,0.32882033,0.00000000,0.37118652,3.13424386,0.02325310,0.30398337
-5.94597299,3.88866971,0.33586618,0.00000000,0.38069977,3.17637228,0.02427282,0.31749596
-5.93996998,3.94517427,0.34354805,0.00000000,0.39050255,3.21584344,0.02530908,0.33071847
-5.93396698,3.99869507,0.35178977,0.00000000,0.40052316,3.25270937,0.02634985,0.34349225
-5.92796398,4.04911181,0.36050600,0.00000000,0.41068625,3.28706102,0.02738240,0.35565622
-5.92196098,4.09633594,0.36960304,0.00000000,0.42091338,3.31901645,0.02839364,0.36705176
-5.91595798,4.14030311,0.37898022,0.00000000,0.43112388,3.34870893,0.02937038,0.37752767
-5.90995498,4.18096612,0.38853164,0.00000000,0.44123615,3.37627506,0.03029978,0.38694532
-5.90395198,4.21828869,0.39814838,0.00000000,0.45116927,3.40184373,0.03116962,0.39518355
-5.89794897,4.25224007,0.40772100,0.00000000,0.46084498,3.42552597,0.03196871,0.40214300
-5.89194597,4.28279087,0.41714225,0.00000000,0.47018982,3.44740652,0.03268719,0.40774993
-5.88594297,4.30991008,0.42630989,0.00000000,0.47913744,3.46753716,0.03331681,0.41195885
-5.87993997,4.33356364,0.43512956,0.00000000,0.48763095,3.48593237,0.03385120,0.41475434
-5.87393697,4.35371436,0.44351744,0.00000000,0.49562520,3.50256749,0.03428606,0.41615148
-5.86793397,4.37032354,0.45140280,0.00000000,0.50308894,3.51737951,0.03461923,0.41619511
-5.86193097,4.38335403,0.45873012,0.00000000,0.51000659,3.53027066,0.03485081,0.41495795
-5.85592796,4.39277470,0.46546082,0.00000000,0.51637972,3.54111441,0.03498309,0.41253748
-5.84992496,4.39856613,0.47157449,0.00000000,0.52222795,3.54976400,0.03502051,0.40905202
-5.84392196,4.40072714,0.47706942,0.00000000,0.52758933,3.55606274,0.03496951,0.40463585
-5.83791896,4.39928182,0.48196267,0.00000000,0.53251997,3.55985570,0.03483829,0.39943405
-5.83191596,4.39428654,0.48628921,0.00000000,0.53709303,3.56100219,0.03463663,0.39359688
-5.82591296,4.38583641,0.49010057,0.00000000,0.54139689,3.55938810,0.03437553,0.38727435
-5.81990995,4.37407052,0.49346266,0.00000000,0.54553254,3.55493748,0.03406694,0.38061098
-5.81390695,4.35917566,0.49645295,0.00000000,0.54961027,3.54762253,0.03372339,0.37374115
-5.80790395,4.34138765,0.49915712,0.00000000,0.55374567,3.53747128,0.03335763,0.36678509
-5.80190095,4.32099020,0.50166514,0.00000000,0.55805499,3.52457244,0.03298232,0.35984587
-5.79589795,4.29831089,0.50406700,0.00000000,0.56265009,3.50907693,0.03260961,0.35300724
-5.78989495,4.27371420,0.50644817,0.00000000,0.56763318,3.49119584,0.03225088,0.34633254
-5.78389195,4.24759170,0.50888512,0.00000000,0.57309133,3.47119488,0.03191639,0.33986455
-5.77788894,4.22034984,0.51144091,0.00000000,0.57909135,3.44938550,0.03161501,0.33362634
-5.77188594,4.19239561,0.51416110,0.00000000,0.58567495,3.42611303,0.03135400,0.32762278
-5.76588294,4.16412105,0.51707037,0.00000000,0.59285462,3.40174269,0.03113883,0.32184280
-5.75987994,4.13588724,0.52016976,0.00000000,0.60061047,3.37664397,0.03097301,0.31626212
-5.75387694,4.10800874,0.52343493,0.00000000,0.60888813,3.35117447,0.03085807,0.31084624
-5.74787394,4.08073950,0.52681550,0.00000000,0.61759811,3.32566418,0.03079348,0.30555358
-5.74187094,4.05426103,0.53023555,0.00000000,0.62661645,3.30040097,0.03077672,0.30033861
-5.73586793,4.02867371,0.53359540,0.00000000,0.63578703,3.27561825,0.03080341,0.29515475
-5.72986493,4.00399191,0.53677449,0.00000000,0.64492534,3.25148564,0.03086742,0.28995706
-5.72386193,3.98014333,0.53963555,0.00000000,0.65382363,3.22810297,0.03096112,0.28470449
-5.71785893,3.95697271,0.54202957,0.00000000,0.66225739,3.20549826,0.03107562,0.27936174
-5.71185593,3.93425003,0.54380170,0.00000000,0.66999279,3.18362949,0.03120109,0.27390070
-5.70585293,3.91168268,0.54479758,0.00000000,0.67679490,3.16239037,0.03132706,0.26830138
-5.69984992,3.88893121,0.54486994,0.00000000,0.68243626,3.14161943,0.03144279,0.26255254
-5.69384692,3.86562778,0.54388508,0.00000000,0.68670544,3.12111227,0.03153759,0.25665182
-5.68784392,3.84139651,0.54172909,0.00000000,0.68941526,3.10063588,0.03160118,0.25060561
-5.68184092,3.81587455,0.53831317,0.00000000,0.69041024,3.07994460,0.03162398,0.24442869
-5.67583792,3.78873293,0.53357822,0.00000000,0.68957301,3.05879653,0.03159745,0.23814351
-5.66983492,3.75969603,0.52749809,0.00000000,0.68682924,3.03696970,0.03151426,0.23177947
-5.66383192,3.72855881,0.52008160,0.00000000,0.68215110,3.01427711,0.03136856,0.22537197
-5.65782891,3.69520081,0.51137306,0.00000000,0.67555888,2.99057987,0.03115609,0.21896138
-5.65182591,3.65959644,0.50145143,0.00000000,0.66712082,2.96579784,0.03087427,0.21259195
-5.64582291,3.62182093,0.49042804,0.00000000,0.65695114,2.93991729,0.03052227,0.20631074
-5.63981991,3.58205184,0.47844306,0.00000000,0.64520636,2.91299526,0.03010096,0.20016640
-5.63381691,3.54056598,0.46566089,0.00000000,0.63208010,2.88516057,0.02961289,0.19420803
-5.62781391,3.49773219,0.45226469,0.00000000,0.61779652,2.85661143,0.02906216,0.18848403
-5.62181091,3.45400004,0.43845033,0.00000000,0.60260280,2.82760997,0.02845430,0.18304089
-5.61580790,3.40988529,0.42441997,0.00000000,0.58676086,2.79847390,0.02779610,0.17792206
-5.60980490,3.36595274,0.41037568,0.00000000,0.57053871,2.76956585,0.02709546,0.17316687
-5.60380190,3.32279708,0.39651316,0.00000000,0.55420176,2.74128096,0.02636115,0.16880940
-5.59779890,3.28102281,0.38301606,0.00000000,0.53800440,2.71403306,0.02560263,0.16487762
-5.59179590,3.24122379,0.37005082,0.00000000,0.52218215,2.68824040,0.02482986,0.16139245
-5.58579290,3.20396346,0.35776248,0.00000000,0.50694473,2.66431111,0.02405306,0.15836706
-5.57978989,3.16975622,0.34627126,0.00000000,0.49247011,2.64262930,0.02328253,0.15580633
-5.57378689,3.13905073,0.33567032,0.00000000,0.47889991,2.62354200,0.02252847,0.15370652
-5.56778389,3.11221574,0.32602441,0.00000000,0.46633613,2.60734755,0.02180071,0.15205507
-5.56178089,3.08952862,0.31736958,0.00000000,0.45483943,2.59428564,0.02110864,0.15083077
-5.55577789,3.07116707,0.30971384,0.00000000,0.44442885,2.58452946,0.02046090,0.15000406
-5.54977489,3.05720415,0.30303865,0.00000000,0.43508297,2.57817979,0.01986532,0.14953765
-5.54377189,3.04760656,0.29730112,0.00000000,0.42674254,2.57526155,0.01932867,0.14938732
-5.53776888,3.04223616,0.29243688,0.00000000,0.41931422,2.57572245,0.01885659,0.14950300
-5.53176588,3.04085451,0.28836333,0.00000000,0.41267557,2.57943384,0.01845338,0.14982999
-5.52576288,3.04313028,0.28498331,0.00000000,0.40668071,2.58619373,0.01812192,0.15031036
-5.51975988,3.04864891,0.28218881,0.00000000,0.40116674,2.59573159,0.01786362,0.15088442
-5.51375688,3.05692448,0.27986481,0.00000000,0.39596049,2.60771492,0.01767828,0.15149230
-5.50775388,3.06741300,0.27789302,0.00000000,0.39088532,2.62175725,0.01756413,0.15207545
-5.50175088,3.07952693,0.27615538,0.00000000,0.38576781,2.63742738,0.01751782,0.15257818
