energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.24144670,-2.24144670,0.09426700,-0.09426700,0.51405147,-0.51405147,0.60640105,-0.60640107,0.54043315,-0.54043315,0.48752756,-0.48752756,0.00000000,-0.00000000
-5.99399700,2.24550821,-2.24550822,0.09756487,-0.09756487,0.51022298,-0.51022298,0.59908889,-0.59908891,0.54997246,-0.54997247,0.49318709,-0.49318709,0.00000000,-0.00000000
-5.98799400,2.25793648,-2.25793648,0.10085307,-0.10085307,0.50886254,-0.50886254,0.59511522,-0.59511524,0.56073788,-0.56073789,0.50023811,-0.50023811,0.00000000,-0.00000000
-5.98199100,2.27692671,-2.27692672,0.10405027,-0.10405028,0.50958017,-0.50958017,0.59406088,-0.59406090,0.57228792,-0.57228792,0.50825980,-0.50825980,0.00000000,-0.00000000
-5.97598799,2.30061348,-2.30061349,0.10707367,-0.10707367,0.51195877,-0.51195878,0.59547996,-0.59547998,0.58415807,-0.58415808,0.51683897,-0.51683898,0.00000000,-0.00000000
-5.96998499,2.32713282,-2.32713283,0.10984137,-0.10984137,0.51556893,-0.51556893,0.59891780,-0.59891782,0.59587541,-0.59587542,0.52558281,-0.52558281,0.00000000,-0.00000000
-5.96398199,2.35468224,-2.35468225,0.11227497,-0.11227497,0.51998346,-0.51998346,0.60392795,-0.60392797,0.60697340,-0.60697341,0.53413057,-0.53413057,0.00000000,-0.00000000
-5.95797899,2.38157659,-2.38157660,0.11430192,-0.11430193,0.52479127,-0.52479127,0.61008783,-0.61008785,0.61700650,-0.61700651,0.54216386,-0.54216386,0.00000000,-0.00000000
-5.95197599,2.40629794,-2.40629794,0.11585780,-0.11585780,0.52961005,-0.52961005,0.61701219,-0.61701221,0.62556390,-0.62556391,0.54941515,-0.54941515,0.00000000,-0.00000000
-5.94597299,2.42753776,-2.42753776,0.11688820,-0.11688821,0.53409745,-0.53409745,0.62436435,-0.62436437,0.63228207,-0.63228207,0.55567416,-0.55567416,0.00000000,-0.00000000
-5.93996998,2.44423027,-2.44423027,0.11735040,-0.11735040,0.53796028,-0.53796028,0.63186447,-0.63186449,0.63685547,-0.63685547,0.56079202,-0.56079202,0.00000000,-0.00000000
-5.93396698,2.45557576,-2.45557576,0.11721452,-0.11721452,0.54096161,-0.54096161,0.63929500,-0.63929502,0.63904534,-0.63904534,0.56468297,-0.56468297,0.00000000,-0.00000000
-5.92796398,2.46105347,-2.46105347,0.11646435,-0.11646435,0.54292545,-0.54292545,0.64650288,-0.64650290,0.63868595,-0.63868595,0.56732370,-0.56732369,0.00000000,-0.00000000
-5.92196098,2.46042374,-2.46042374,0.11509758,-0.11509758,0.54373906,-0.54373906,0.65339882,-0.65339884,0.63568841,-0.63568841,0.56875023,-0.56875023,0.00000000,-0.00000000
-5.91595798,2.45371967,-2.45371967,0.11312573,-0.11312573,0.54335272,-0.54335271,0.65995356,-0.65995358,0.63004172,-0.63004172,0.56905275,-0.56905274,0.00000000,-0.00000000
-5.90995498,2.44122893,-2.44122892,0.11057345,-0.11057345,0.54177711,-0.54177710,0.66619143,-0.66619145,0.62181118,-0.62181118,0.56836835,-0.56836835,0.00000000,-0.00000000
-5.90395198,2.42346662,-2.42346661,0.10747758,-0.10747758,0.53907856,-0.53907856,0.67218170,-0.67218172,0.61113427,-0.61113426,0.56687229,-0.56687229,0.00000000,-0.00000000
-5.89794897,2.40114060,-2.40114058,0.10388573,-0.10388573,0.53537225,-0.53537225,0.67802799,-0.67802801,0.59821408,-0.59821408,0.56476796,-0.56476796,0.00000000,-0.00000000
-5.89194597,2.37511063,-2.37511062,0.09985462,-0.09985462,0.53081382,-0.53081382,0.68385638,-0.68385640,0.58331076,-0.58331076,0.56227604,-0.56227604,0.00000000,-0.00000000
-5.88594297,2.34634332,-2.34634331,0.09544817,-0.09544817,0.52558965,-0.52558964,0.68980277,-0.68980278,0.56673116,-0.56673115,0.55962338,-0.55962338,0.00000000,-0.00000000
-5.87993997,2.31586455,-2.31586453,0.09073549,-0.09073548,0.51990634,-0.51990634,0.69600007,-0.69600009,0.54881718,-0.54881717,0.55703193,-0.55703193,0.00000000,-0.00000000
-5.87393697,2.28471133,-2.28471131,0.08578876,-0.08578876,0.51397976,-0.51397976,0.70256587,-0.70256589,0.52993331,-0.52993330,0.55470826,-0.55470826,0.00000000,-0.00000000
-5.86793397,2.25388510,-2.25388508,0.08068116,-0.08068116,0.50802409,-0.50802408,0.70959112,-0.70959114,0.51045372,-0.51045371,0.55283404,-0.55283403,0.00000000,-0.00000000
-5.86193097,2.22430805,-2.22430803,0.07548488,-0.07548487,0.50224134,-0.50224133,0.71713029,-0.71713031,0.49074948,-0.49074947,0.55155780,-0.55155779,0.00000000,-0.00000000
-5.85592796,2.19678416,-2.19678414,0.07026927,-0.07026927,0.49681176,-0.49681176,0.72519365,-0.72519367,0.47117635,-0.47117634,0.55098837,-0.55098837,0.00000000,-0.00000000
-5.84992496,2.17196643,-2.17196641,0.06509925,-0.06509925,0.49188545,-0.49188544,0.73374173,-0.73374175,0.45206350,-0.45206349,0.55119014,-0.55119013,0.00000000,-0.00000000
-5.84392196,2.15033121,-2.15033120,0.06003395,-0.06003395,0.48757547,-0.48757547,0.74268246,-0.74268248,0.43370367,-0.43370366,0.55218025,-0.55218024,0.00000000,-0.00000000
-5.83791896,2.13216061,-2.13216059,0.05512561,-0.05512561,0.48395282,-0.48395282,0.75187092,-0.75187093,0.41634492,-0.41634492,0.55392794,-0.55392794,0.00000000,-0.00000000
-5.83191596,2.11753335,-2.11753333,0.05041882,-0.05041882,0.48104319,-0.48104319,0.76111180,-0.76111182,0.40018443,-0.40018442,0.55635587,-0.55635587,0.00000000,-0.00000000
-5.82591296,2.10632427,-2.10632426,0.04595010,-0.04595010,0.47882588,-0.47882588,0.77016440,-0.77016442,0.38536424,-0.38536423,0.55934343,-0.55934343,0.00000000,-0.00000000
-5.81990995,2.09821232,-2.09821231,0.04174767,-0.04174767,0.47723460,-0.47723459,0.77874991,-0.77874993,0.37196930,-0.37196930,0.56273184,-0.56273184,0.00000000,-0.00000000
-5.81390695,2.09269643,-2.09269642,0.03783162,-0.03783162,0.47616025,-0.47616024,0.78656064,-0.78656066,0.36002767,-0.36002766,0.56633087,-0.56633087,0.00000000,-0.00000000
-5.80790395,2.08911868,-2.08911867,0.03421427,-0.03421427,0.47545547,-0.47545547,0.79327082,-0.79327084,0.34951276,-0.34951276,0.56992685,-0.56992685,0.00000000,-0.00000000
-5.80190095,2.08669354,-2.08669353,0.03090072,-0.03090072,0.47494075,-0.47494075,0.79854841,-0.79854843,0.34034759,-0.34034759,0.57329177,-0.57329177,0.00000000,-0.00000000
-5.79589795,2.08454218,-2.08454218,0.02788964,-0.02788964,0.47441175,-0.47441175,0.80206747,-0.80206749,0.33241074,-0.33241074,0.57619301,-0.57619301,0.00000000,-0.00000000
-5.78989495,2.08173029,-2.08173029,0.02517415,-0.02517415,0.47364765,-0.47364765,0.80352055,-0.80352057,0.32554370,-0.32554370,0.57840350,-0.57840350,0.00000000,-0.00000000
-5.78389195,2.07730800,-2.07730800,0.02274277,-0.02274276,0.47242006,-0.47242006,0.80263053,-0.80263055,0.31955938,-0.31955938,0.57971184,-0.57971184,0.00000000,-0.00000000
-5.77788894,2.07035039,-2.07035039,0.02058044,-0.02058044,0.47050216,-0.47050215,0.79916154,-0.79916156,0.31425135,-0.31425135,0.57993210,-0.57993210,0.00000000,-0.00000000
-5.77188594,2.05999703,-2.05999702,0.01866956,-0.01866956,0.46767773,-0.46767773,0.79292844,-0.79292847,0.30940339,-0.30940338,0.57891295,-0.57891295,0.00000000,-0.00000000
-5.76588294,2.04548904,-2.04548903,0.01699095,-0.01699095,0.46374971,-0.46374971,0.78380459,-0.78380461,0.30479906,-0.30479906,0.57654574,-0.57654574,0.00000000,-0.00000000
-5.75987994,2.02620234,-2.02620234,0.01552475,-0.01552474,0.45854791,-0.45854790,0.77172756,-0.77172758,0.30023091,-0.30023091,0.57277141,-0.57277140,0.00000000,-0.00000000
-5.75387694,2.00167588,-2.00167587,0.01425127,-0.01425127,0.45193564,-0.45193564,0.75670273,-0.75670275,0.29550887,-0.29550887,0.56758572,-0.56758572,0.00000000,-0.00000000
-5.74787394,1.97163369,-1.97163369,0.01315170,-0.01315170,0.44381509,-0.44381509,0.73880454,-0.73880456,0.29046767,-0.29046767,0.56104285,-0.56104285,0.00000000,-0.00000000
-5.74187094,1.93600024,-1.93600023,0.01220870,-0.01220870,0.43413109,-0.43413109,0.71817560,-0.71817562,0.28497295,-0.28497294,0.55325702,-0.55325702,0.00000000,-0.00000000
-5.73586793,1.89490820,-1.89490819,0.01140683,-0.01140683,0.42287340,-0.42287340,0.69502358,-0.69502359,0.27892589,-0.27892588,0.54440206,-0.54440205,0.00000000,-0.00000000
-5.72986493,1.84869879,-1.84869878,0.01073294,-0.01073294,0.41007729,-0.41007729,0.66961616,-0.66961617,0.27226628,-0.27226628,0.53470895,-0.53470895,0.00000000,-0.00000000
-5.72386193,1.79791434,-1.79791433,0.01017631,-0.01017631,0.39582257,-0.39582257,0.64227433,-0.64227435,0.26497396,-0.26497395,0.52446130,-0.52446130,0.00000000,-0.00000000
-5.71785893,1.74328382,-1.74328381,0.00972879,-0.00972879,0.38023113,-0.38023113,0.61336430,-0.61336431,0.25706856,-0.25706856,0.51398879,-0.51398879,0.00000000,-0.00000000
-5.71185593,1.68570169,-1.68570168,0.00938472,-0.00938472,0.36346316,-0.36346316,0.58328827,-0.58328828,0.24860789,-0.24860789,0.50365884,-0.50365883,0.00000000,-0.00000000
-5.70585293,1.62620106,-1.62620105,0.00914083,-0.00914083,0.34571220,-0.34571220,0.55247474,-0.55247475,0.23968482,-0.23968482,0.49386668,-0.49386668,0.00000000,-0.00000000
-5.69984992,1.56592235,-1.56592233,0.00899607,-0.00899607,0.32719948,-0.32719947,0.52136837,-0.52136839,0.23042310,-0.23042310,0.48502415,-0.48502415,0.00000000,-0.00000000
-5.69384692,1.50607859,-1.50607857,0.00895128,-0.00895128,0.30816749,-0.30816748,0.49042013,-0.49042013,0.22097224,-0.22097223,0.47754753,-0.47754752,0.00000000,-0.00000000
-5.68784392,1.44791898,-1.44791896,0.00900896,-0.00900896,0.28887343,-0.28887343,0.46007772,-0.46007772,0.21150173,-0.21150173,0.47184489,-0.47184488,0.00000000,-0.00000000
-5.68184092,1.39269191,-1.39269190,0.00917287,-0.00917287,0.26958257,-0.26958257,0.43077698,-0.43077699,0.20219500,-0.20219500,0.46830340,-0.46830339,0.00000000,-0.00000000
-5.67583792,1.34160916,-1.34160914,0.00944772,-0.00944772,0.25056184,-0.25056183,0.40293424,-0.40293425,0.19324317,-0.19324317,0.46727708,-0.46727707,0.00000000,-0.00000000
-5.66983492,1.29581241,-1.29581239,0.00983879,-0.00983879,0.23207393,-0.23207393,0.37693988,-0.37693989,0.18483904,-0.18483904,0.46907540,-0.46907539,0.00000000,-0.00000000
-5.66383192,1.25634349,-1.25634347,0.01035163,-0.01035163,0.21437207,-0.21437207,0.35315339,-0.35315339,0.17717151,-0.17717151,0.47395336,-0.47395335,0.00000000,-0.00000000
-5.65782891,1.22411924,-1.22411922,0.01099171,-0.01099171,0.19769551,-0.19769551,0.33189969,-0.33189969,0.17042046,-0.17042046,0.48210327,-0.48210326,0.00000000,-0.00000000
-5.65182591,1.19991176,-1.19991174,0.01176412,-0.01176412,0.18226592,-0.18226592,0.31346700,-0.31346700,0.16475246,-0.16475246,0.49364873,-0.49364873,0.00000000,-0.00000000
-5.64582291,1.18433458,-1.18433456,0.01267336,-0.01267336,0.16828464,-0.16828463,0.29810586,-0.29810586,0.16031715,-0.16031715,0.50864105,-0.50864105,0.00000000,-0.00000000
-5.63981991,1.17783485,-1.17783483,0.01372303,-0.01372303,0.15593069,-0.15593069,0.28602930,-0.28602931,0.15724450,-0.15724450,0.52705815,-0.52705814,0.00000000,-0.00000000
-5.63381691,1.18069137,-1.18069135,0.01491569,-0.01491569,0.14535961,-0.14535961,0.27741390,-0.27741391,0.15564281,-0.15564280,0.54880610,-0.54880609,0.00000000,-0.00000000
-5.62781391,1.19301808,-1.19301807,0.01625266,-0.01625266,0.13670278,-0.13670278,0.27240134,-0.27240135,0.15559740,-0.15559740,0.57372315,-0.57372314,0.00000000,-0.00000000
-5.62181091,1.21477213,-1.21477212,0.01773384,-0.01773384,0.13006725,-0.13006725,0.27110029,-0.27110029,0.15716995,-0.15716995,0.60158599,-0.60158598,0.00000000,-0.00000000
-5.61580790,1.24576572,-1.24576571,0.01935758,-0.01935758,0.12553581,-0.12553581,0.27358818,-0.27358818,0.16039824,-0.16039824,0.63211785,-0.63211784,0.00000000,-0.00000000
-5.60980490,1.28568054,-1.28568053,0.02112054,-0.02112054,0.12316719,-0.12316719,0.27991264,-0.27991264,0.16529627,-0.16529627,0.66499812,-0.66499811,0.00000000,-0.00000000
-5.60380190,1.33408357,-1.33408356,0.02301753,-0.02301753,0.12299618,-0.12299618,0.29009227,-0.29009227,0.17185458,-0.17185458,0.69987271,-0.69987270,0.00000000,-0.00000000
-5.59779890,1.39044318,-1.39044317,0.02504140,-0.02504140,0.12503363,-0.12503363,0.30411659,-0.30411659,0.18004062,-0.18004063,0.73636480,-0.73636480,0.00000000,-0.00000000
-5.59179590,1.45414435,-1.45414435,0.02718286,-0.02718286,0.12926623,-0.12926623,0.32194501,-0.32194502,0.18979914,-0.18979915,0.77408520,-0.77408520,0.00000000,-0.00000000
-5.58579290,1.52450212,-1.52450211,0.02943040,-0.02943040,0.13565599,-0.13565599,0.34350479,-0.34350480,0.20105248,-0.20105249,0.81264181,-0.81264180,0.00000000,-0.00000000
-5.57978989,1.60077258,-1.60077257,0.03177011,-0.03177011,0.14413958,-0.14413958,0.36868810,-0.36868810,0.21370082,-0.21370083,0.85164771,-0.85164770,0.00000000,-0.00000000
-5.57378689,1.68216110,-1.68216110,0.03418558,-0.03418558,0.15462743,-0.15462743,0.39734833,-0.39734834,0.22762236,-0.22762237,0.89072748,-0.89072747,0.00000000,-0.00000000
-5.56778389,1.76782766,-1.76782767,0.03665784,-0.03665784,0.16700297,-0.16700298,0.42929603,-0.42929604,0.24267354,-0.24267355,0.92952149,-0.92952149,0.00000000,-0.00000000
-5.56178089,1.85688961,-1.85688961,0.03916534,-0.03916534,0.18112194,-0.18112194,0.46429474,-0.46429475,0.25868942,-0.25868942,0.96768814,-0.96768814,0.00000000,-0.00000000
-5.55577789,1.94842245,-1.94842245,0.04168397,-0.04168397,0.19681211,-0.19681212,0.50205737,-0.50205738,0.27548429,-0.27548429,1.00490402,-1.00490402,0.00000000,-0.00000000
-5.54977489,2.04145963,-2.04145964,0.04418718,-0.04418718,0.21387363,-0.21387363,0.54224345,-0.54224345,0.29285280,-0.29285281,1.04086248,-1.04086248,0.00000000,-0.00000000
-5.54377189,2.13499229,-2.13499230,0.04664626,-0.04664626,0.23208013,-0.23208013,0.58445795,-0.58445796,0.31057164,-0.31057164,1.07527078,-1.07527078,0.00000000,-0.00000000
-5.53776888,2.22797019,-2.22797020,0.04903059,-0.04903059,0.25118084,-0.25118085,0.62825210,-0.62825211,0.32840193,-0.32840193,1.10784654,-1.10784654,0.00000000,-0.00000000
-5.53176588,2.31930513,-2.31930514,0.05130819,-0.05130820,0.27090383,-0.27090383,0.67312660,-0.67312661,0.34609253,-0.34609253,1.13831401,-1.13831401,0.00000000,-0.00000000
-5.52576288,2.40787776,-2.40787777,0.05344626,-0.05344626,0.29096041,-0.29096041,0.71853762,-0.71853763,0.36338417,-0.36338418,1.16640079,-1.16640080,0.00000000,-0.00000000
-5.51975988,2.49254879,-2.49254880,0.05541187,-0.05541188,0.31105080,-0.31105080,0.76390570,-0.76390572,0.38001454,-0.38001455,1.19183564,-1.19183564,0.00000000,-0.00000000
-5.51375688,2.57217498,-2.57217499,0.05717279,-0.05717279,0.33087087,-0.33087087,0.80862756,-0.80862757,0.39572418,-0.39572418,1.21434783,-1.21434783,0.00000000,-0.00000000
-5.50775388,2.64563016,-2.64563017,0.05869832,-0.05869832,0.35011986,-0.35011986,0.85209054,-0.85209056,0.41026304,-0.41026305,1.23366851,-1.23366851,0.00000000,-0.00000000
-5.50175088,2.71183085,-2.71183086,0.05996026,-0.05996026,0.36850879,-0.36850879,0.89368943,-0.89368944,0.42339761,-0.42339761,1.24953415,-1.24953415,0.00000000,-0.00000000
-5.49574787,2.76976576,-2.76976577,0.06093383,-0.06093383,0.38576930,-0.38576930,0.93284477,-0.93284479,0.43491810,-0.43491811,1.26169221,-1.26169222,0.00000000,-0.00000000
-5.48974487,2.81852788,-2.81852788,0.06159852,-0.06159852,0.40166241,-0.40166241,0.96902219,-0.96902221,0.44464568,-0.44464568,1.26990875,-1.26990875,0.00000000,-0.00000000
-5.48374187,2.85734753,-2.85734753,0.06193895,-0.06193895,0.41598694,-0.41598694,1.00175150,-1.00175152,0.45243906,-0.45243906,1.27397752,-1.27397753,0.00000000,-0.00000000
-5.47773887,2.88562461,-2.88562461,0.06194557,-0.06194557,0.42858694,-0.42858694,1.03064483,-1.03064486,0.45820037,-0.45820038,1.27373020,-1.27373020,0.00000000,-0.00000000
-5.47173587,2.90295782,-2.90295782,0.06161512,-0.06161512,0.43935791,-0.43935791,1.05541259,-1.05541261,0.46187980,-0.46187980,1.26904674,-1.26904674,0.00000000,-0.00000000
-5.46573287,2.90916895,-2.90916895,0.06095103,-0.06095103,0.44825125,-0.44825125,1.07587628,-1.07587630,0.46347864,-0.46347864,1.25986536,-1.25986537,0.00000000,-0.00000000
-5.45972986,2.90432026,-2.90432027,0.05996351,-0.05996351,0.45527671,-0.45527671,1.09197741,-1.09197744,0.46305068,-0.46305068,1.24619124,-1.24619125,0.00000000,-0.00000000
-5.45372686,2.88872337,-2.88872337,0.05866937,-0.05866937,0.46050248,-0.46050248,1.10378161,-1.10378163,0.46070157,-0.46070157,1.22810315,-1.22810315,0.00000000,-0.00000000
-5.44772386,2.86293837,-2.86293838,0.05709171,-0.05709171,0.46405297,-0.46405296,1.11147754,-1.11147756,0.45658613,-0.45658613,1.20575748,-1.20575748,0.00000000,-0.00000000
-5.44172086,2.82776272,-2.82776273,0.05525925,-0.05525925,0.46610404,-0.46610404,1.11537050,-1.11537053,0.45090372,-0.45090372,1.17938918,-1.17938918,0.00000000,-0.00000000
-5.43571786,2.78420954,-2.78420955,0.05320554,-0.05320554,0.46687602,-0.46687602,1.11587061,-1.11587064,0.44389160,-0.44389160,1.14930928,-1.14930928,0.00000000,-0.00000000
-5.42971486,2.73347615,-2.73347616,0.05096798,-0.05096797,0.46662457,-0.46662457,1.11347608,-1.11347610,0.43581672,-0.43581672,1.11589902,-1.11589902,0.00000000,-0.00000000
-5.42371186,2.67690387,-2.67690387,0.04858662,-0.04858662,0.46562989,-0.46562989,1.10875223,-1.10875226,0.42696617,-0.42696617,1.07960068,-1.07960068,0.00000000,-0.00000000
-5.41770885,2.61593085,-2.61593085,0.04610302,-0.04610302,0.46418466,-0.46418466,1.10230724,-1.10230727,0.41763658,-0.41763658,1.04090564,-1.04090564,0.00000000,-0.00000000
-5.41170585,2.55204015,-2.55204015,0.04355893,-0.04355893,0.46258126,-0.46258126,1.09476561,-1.09476563,0.40812320,-0.40812320,1.00034013,-1.00034013,0.00000000,-0.00000000
-5.40570285,2.48670552,-2.48670552,0.04099509,-0.04099509,0.46109894,-0.46109894,1.08674087,-1.08674090,0.39870894,-0.39870894,0.95844954,-0.95844954,0.00000000,-0.00000000
-5.39969985,2.42133766,-2.42133766,0.03845006,-0.03845006,0.45999146,-0.45999146,1.07880876,-1.07880879,0.38965388,-0.38965389,0.91578194,-0.91578195,0.00000000,-0.00000000
-5.39369685,2.35723360,-2.35723361,0.03595918,-0.03595918,0.45947581,-0.45947582,1.07148228,-1.07148231,0.38118590,-0.38118590,0.87287197,-0.87287197,0.00000000,-0.00000000
-5.38769385,2.29553182,-2.29553183,0.03355369,-0.03355369,0.45972275,-0.45972275,1.06518990,-1.06518993,0.37349266,-0.37349266,0.83022560,-0.83022560,0.00000000,-0.00000000
-5.38169085,2.23717532,-2.23717532,0.03126003,-0.03126003,0.46084928,-0.46084929,1.06025813,-1.06025816,0.36671546,-0.36671546,0.78830683,-0.78830683,0.00000000,-0.00000000
-5.37568784,2.18288448,-2.18288449,0.02909939,-0.02909939,0.46291390,-0.46291390,1.05689924,-1.05689927,0.36094518,-0.36094518,0.74752686,-0.74752686,0.00000000,-0.00000000
-5.36968484,2.13314111,-2.13314112,0.02708744,-0.02708744,0.46591443,-0.46591443,1.05520491,-1.05520494,0.35622048,-0.35622048,0.70823611,-0.70823611,0.00000000,-0.00000000
-5.36368184,2.08818408,-2.08818409,0.02523428,-0.02523428,0.46978893,-0.46978893,1.05514596,-1.05514599,0.35252834,-0.35252835,0.67071957,-0.67071958,0.00000000,-0.00000000
-5.35767884,2.04801689,-2.04801690,0.02354466,-0.02354466,0.47441937,-0.47441937,1.05657832,-1.05657836,0.34980693,-0.34980693,0.63519542,-0.63519543,0.00000000,-0.00000000
-5.35167584,2.01242633,-2.01242634,0.02201831,-0.02201831,0.47963810,-0.47963810,1.05925482,-1.05925486,0.34795053,-0.34795053,0.60181681,-0.60181681,0.00000000,-0.00000000
-5.34567284,1.98101108,-1.98101109,0.02065046,-0.02065046,0.48523666,-0.48523666,1.06284211,-1.06284215,0.34681643,-0.34681643,0.57067653,-0.57067653,0.00000000,-0.00000000
-5.33966983,1.95321857,-1.95321858,0.01943252,-0.01943252,0.49097659,-0.49097660,1.06694189,-1.06694192,0.34623321,-0.34623321,0.54181416,-0.54181416,0.00000000,-0.00000000
-5.33366683,1.92838795,-1.92838796,0.01835281,-0.01835281,0.49660169,-0.49660170,1.07111524,-1.07111527,0.34601024,-0.34601025,0.51522490,-0.51522490,0.00000000,-0.00000000
-5.32766383,1.90579657,-1.90579658,0.01739732,-0.01739732,0.50185105,-0.50185106,1.07490877,-1.07490881,0.34594773,-0.34594773,0.49086968,-0.49086968,0.00000000,-0.00000000
-5.32166083,1.88470773,-1.88470774,0.01655056,-0.01655056,0.50647234,-0.50647235,1.07788122,-1.07788125,0.34584688,-0.34584688,0.46868563,-0.46868563,0.00000000,-0.00000000
-5.31565783,1.86441674,-1.86441674,0.01579632,-0.01579632,0.51023457,-0.51023458,1.07962900,-1.07962904,0.34551977,-0.34551978,0.44859631,-0.44859631,0.00000000,-0.00000000
-5.30965483,1.84429313,-1.84429314,0.01511838,-0.01511838,0.51293979,-0.51293980,1.07980953,-1.07980956,0.34479834,-0.34479834,0.43052112,-0.43052112,0.00000000,-0.00000000
-5.30365183,1.82381674,-1.82381675,0.01450118,-0.01450118,0.51443309,-0.51443309,1.07816095,-1.07816099,0.34354213,-0.34354213,0.41438311,-0.41438311,0.00000000,-0.00000000
-5.29764882,1.80260584,-1.80260585,0.01393036,-0.01393036,0.51461043,-0.51461043,1.07451740,-1.07451743,0.34164445,-0.34164445,0.40011507,-0.40011507,0.00000000,-0.00000000
-5.29164582,1.78043610,-1.78043610,0.01339316,-0.01339316,0.51342398,-0.51342398,1.06881888,-1.06881891,0.33903675,-0.33903675,0.38766336,-0.38766336,0.00000000,-0.00000000
-5.28564282,1.75724949,-1.75724949,0.01287876,-0.01287876,0.51088461,-0.51088461,1.06111544,-1.06111546,0.33569090,-0.33569090,0.37698942,-0.37698942,0.00000000,-0.00000000
-5.27963982,1.73315307,-1.73315306,0.01237844,-0.01237844,0.50706158,-0.50706158,1.05156535,-1.05156537,0.33161948,-0.33161948,0.36806904,-0.36806904,0.00000000,-0.00000000
-5.27363682,1.70840778,-1.70840777,0.01188568,-0.01188568,0.50207933,-0.50207933,1.04042749,-1.04042752,0.32687406,-0.32687406,0.36088941,-0.36088941,0.00000000,-0.00000000
