energy_ev,total_up,Au_p_up,Au_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,11.24620807,1.01118622,9.72977171,0.34939732,0.03939858,0.16796271,0.70457380
-5.99399700,11.24708016,1.01427545,9.73390853,0.34498836,0.03922521,0.16743636,0.70679307
-5.98799400,11.26034747,1.01776882,9.74959734,0.34106915,0.03910745,0.16714934,0.70983856
-5.98199100,11.28608833,1.02165975,9.77686371,0.33766752,0.03905125,0.16712476,0.71366901
-5.97598799,11.32419933,1.02594218,9.81555940,0.33480498,0.03906143,0.16738283,0.71823422
-5.96998499,11.37441349,1.03061281,9.86537894,0.33249699,0.03914165,0.16794062,0.72347764
-5.96398199,11.43631751,1.03567253,9.92587592,0.33075323,0.03929425,0.16881171,0.72933866
-5.95797899,11.50936684,1.04112718,9.99647792,0.32957775,0.03952024,0.17000582,0.73575457
-5.95197599,11.59289801,1.04698740,10.07649927,0.32896908,0.03981923,0.17152842,0.74266198
-5.94597299,11.68613796,1.05326767,10.16515151,0.32892024,0.04018941,0.17338038,0.74999780
-5.93996998,11.78821065,1.05998474,10.26155172,0.32941870,0.04062757,0.17555752,0.75769972
-5.93396698,11.89814170,1.06715545,10.36472923,0.33044627,0.04112910,0.17805042,0.76570632
-5.92796398,12.01486224,1.07479425,10.47363159,0.33197904,0.04168804,0.18084412,0.77395682
-5.92196098,12.13721308,1.08291056,10.58713096,0.33398734,0.04229721,0.18391818,0.78239069
-5.91595798,12.26395084,1.09150626,10.70403185,0.33643582,0.04294833,0.18724671,0.79094714
-5.90995498,12.39375715,1.10057351,10.82308155,0.33928354,0.04363213,0.19079876,0.79956470
-5.90395198,12.52525226,1.11009312,10.94298402,0.34248439,0.04433864,0.19453886,0.80818103
-5.89794897,12.65701373,1.12003360,11.06241801,0.34598753,0.04505734,0.19842777,0.81673302
-5.89194597,12.78760060,1.13035108,11.18005962,0.34973810,0.04577746,0.20242350,0.82515716
-5.88594297,12.91558297,1.14099009,11.29460919,0.35367811,0.04648827,0.20648243,0.83339048
-5.87993997,13.03957630,1.15188533,11.40482199,0.35774750,0.04717936,0.21056064,0.84137176
-5.87393697,13.15827919,1.16296419,11.50954159,0.36188532,0.04784096,0.21461532,0.84904313
-5.86793397,13.27051323,1.17415006,11.60773458,0.36603107,0.04846422,0.21860618,0.85635200
-5.86193097,13.37526269,1.18536627,11.69852484,0.37012609,0.04904147,0.22249689,0.86325307
-5.85592796,13.47171207,1.19654033,11.78122557,0.37411491,0.04956652,0.22625633,0.86971044
-5.84992496,13.55927916,1.20760836,11.85536706,0.37794661,0.05003482,0.22985972,0.87569960
-5.84392196,13.63764139,1.21851946,11.92071821,0.38157609,0.05044362,0.23328954,0.88120910
-5.83791896,13.70675371,1.22923967,11.97730046,0.38496510,0.05079205,0.23653611,0.88624190
-5.83191596,13.76685623,1.23975551,12.02539239,0.38808320,0.05108118,0.23959789,0.89081614
-5.82591296,13.81847080,1.25007666,12.06552459,0.39090841,0.05131392,0.24248141,0.89496534
-5.81990995,13.86238591,1.26023780,12.09846402,0.39342763,0.05149495,0.24520085,0.89873789
-5.81390695,13.89963015,1.27029941,12.12518845,0.39563680,0.05163050,0.24777732,0.90219590
-5.80790395,13.93143505,1.28034746,12.14685143,0.39754084,0.05172813,0.25023771,0.90541337
-5.80190095,13.95918850,1.29049203,12.16473925,0.39915327,0.05179641,0.25261342,0.90847370
-5.79589795,13.98438068,1.30086477,12.18022145,0.40049569,0.05184455,0.25493877,0.91146680
-5.78989495,14.00854473,1.31161532,12.19469698,0.40159700,0.05188210,0.25724924,0.91448568
-5.78389195,14.03319441,1.32290681,12.20953812,0.40249243,0.05191848,0.25957969,0.91762286
-5.77788894,14.05976159,1.33491049,12.22603460,0.40322255,0.05196264,0.26196253,0.92096662
-5.77188594,14.08953578,1.34779966,12.24534008,0.40383201,0.05202266,0.26442597,0.92459731
-5.76588294,14.12360837,1.36174308,12.26842322,0.40436831,0.05210540,0.26699238,0.92858385
-5.75987994,14.16282347,1.37689810,12.29602515,0.40488051,0.05221622,0.26967687,0.93298055
-5.75387694,14.20773737,1.39340352,12.32862503,0.40541785,0.05235869,0.27248613,0.93782432
-5.74787394,14.25858794,1.41137266,12.36641486,0.40602842,0.05253445,0.27541758,0.94313252
-5.74187094,14.31527508,1.43088662,12.40928444,0.40675784,0.05274303,0.27845882,0.94890130
-5.73586793,14.37735277,1.45198814,12.45681697,0.40764788,0.05298184,0.28158751,0.95510472
-5.72986493,14.44403317,1.47467613,12.50829541,0.40873531,0.05324619,0.28477156,0.96169451
-5.72386193,14.51420232,1.49890132,12.56271929,0.41005061,0.05352943,0.28796977,0.96860050
-5.71785893,14.58644731,1.52456299,12.61883155,0.41161696,0.05382309,0.29113272,0.97573186
-5.71185593,14.65909381,1.55150724,12.67515438,0.41344921,0.05411713,0.29420409,0.98297890
-5.70585293,14.73025304,1.57952678,12.73003308,0.41555313,0.05440028,0.29712220,0.99021548
-5.69984992,14.79787667,1.60836249,12.78168656,0.41792471,0.05466038,0.29982181,0.99730209
-5.69384692,14.85981809,1.63770673,12.82826278,0.42054984,0.05488476,0.30223606,1.00408923
-5.68784392,14.91389811,1.66720853,12.86789760,0.42340404,0.05506070,0.30429857,1.01042130
-5.68184092,14.95797300,1.69648042,12.89877490,0.42645264,0.05517580,0.30594551,1.01614064
-5.67583792,14.99000268,1.72510694,12.91918614,0.42965111,0.05521843,0.30711767,1.02109182
-5.66983492,15.00811661,1.75265439,12.92758711,0.43294579,0.05517814,0.30776237,1.02512586
-5.66383192,15.01067510,1.77868176,12.92264991,0.43627483,0.05504599,0.30783522,1.02810438
-5.65782891,14.99632359,1.80275212,12.90330815,0.43956945,0.05481489,0.30730154,1.02990344
-5.65182591,14.96403778,1.82444444,12.86879336,0.44275549,0.05447983,0.30613761,1.03041706
-5.64582291,14.91315764,1.84336500,12.81866127,0.44575513,0.05403808,0.30433141,1.02956017
-5.63981991,14.84340872,1.85915817,12.75280649,0.44848882,0.05348926,0.30188303,1.02727099
-5.63381691,14.75490971,1.87151599,12.67146488,0.45087731,0.05283540,0.29880476,1.02351262
-5.62781391,14.64816565,1.88018620,12.57520331,0.45284377,0.05208084,0.29512063,1.01827399
-5.62181091,14.52404697,1.88497833,12.46489703,0.45431587,0.05123213,0.29086573,1.01156983
-5.61580790,14.38375500,1.88576763,12.34169540,0.45522779,0.05029779,0.28608505,1.00344003
-5.60980490,14.22877549,1.88249672,12.20697756,0.45552210,0.04928804,0.28083215,0.99394807
-5.60380190,14.06082209,1.87517491,12.06229974,0.45515140,0.04821452,0.27516752,0.98317889
-5.59779890,13.88177227,1.86387534,11.90933664,0.45407974,0.04708985,0.26915684,0.97123603
-5.59179590,13.69359882,1.84873008,11.74981965,0.45228368,0.04592735,0.26286908,0.95823845
-5.58579290,13.49829983,1.82992354,11.58547451,0.44975299,0.04474055,0.25637464,0.94431691
-5.57978989,13.29783068,1.80768472,11.41796161,0.44649109,0.04354290,0.24974357,0.92961027
-5.57378689,13.09404106,1.78227846,11.24882139,0.44251494,0.04234735,0.24304386,0.91426175
-5.56778389,12.88861983,1.75399649,11.07942751,0.43785468,0.04116607,0.23633994,0.89841536
-5.56178089,12.68305021,1.72314854,10.91094976,0.43255289,0.04001016,0.22969139,0.88221262
-5.55577789,12.47857716,1.69005403,10.74432819,0.42666344,0.03888941,0.22315195,0.86578970
-5.54977489,12.27618789,1.65503469,10.58025941,0.42025015,0.03781218,0.21676875,0.84927503
-5.54377189,12.07660615,1.61840843,10.41919525,0.41338514,0.03678524,0.21058182,0.83278751
-5.53776888,11.88029972,1.58048460,10.26135334,0.40614697,0.03581377,0.20462393,0.81643522
-5.53176588,11.68750019,1.54156068,10.10673861,0.39861870,0.03490132,0.19892061,0.80031469
-5.52576288,11.49823331,1.50192052,9.95517405,0.39088580,0.03404992,0.19349042,0.78451075
-5.51975988,11.31235761,1.46183377,9.80633871,0.38303409,0.03326014,0.18834538,0.76909666
-5.51375688,11.12960897,1.42155640,9.65981076,0.37514765,0.03253128,0.18349157,0.75413473
