energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-3.17858929,1.90007851,0.01566204,0.38934394,0.33441127,1.16729936,0.29789677,1.15174503,0.00000000
-3.17258629,1.91537675,0.01671292,0.40072755,0.33203572,1.18432868,0.29818350,1.15389879,0.00000000
-3.16658329,1.93020792,0.01775024,0.41238743,0.32921953,1.19922268,0.29847839,1.15541702,0.00000000
-3.16058029,1.94477922,0.01875948,0.42435748,0.32580756,1.21203465,0.29884467,1.15647096,0.00000000
-3.15457729,1.95940809,0.01972562,0.43669011,0.32168397,1.22290464,0.29936371,1.15729650,0.00000000
-3.14857429,1.97449703,0.02063340,0.44945011,0.31677428,1.23204764,0.30012981,1.15817929,0.00000000
-3.14257129,1.99050278,0.02146769,0.46270739,0.31104559,1.23973804,0.30124413,1.15943658,0.00000000
-3.13656828,2.00790137,0.02221391,0.47652884,0.30450503,1.24629155,0.30280791,1.16139688,0.00000000
-3.13056528,2.02715115,0.02285837,0.49096996,0.29719663,1.25204526,0.30491537,1.16437845,0.00000000
-3.12456228,2.04865560,0.02338874,0.50606649,0.28919694,1.25733709,0.30764678,1.16866790,0.00000000
-3.11855928,2.07272810,0.02379437,0.52182669,0.28060976,1.26248556,0.31106193,1.17449975,0.00000000
-3.11255628,2.09956055,0.02406669,0.53822467,0.27156023,1.26777103,0.31519443,1.18203825,0.00000000
-3.10655328,2.12919753,0.02419949,0.55519530,0.26218864,1.27341940,0.32004716,1.19136228,0.00000000
-3.10055028,2.16151750,0.02418915,0.57263089,0.25264432,1.27958890,0.32558908,1.20245406,0.00000000
-3.09454727,2.19622212,0.02403483,0.59038016,0.24307993,1.28636095,0.33175363,1.21519231,0.00000000
-3.08854427,2.23283442,0.02373856,0.60824941,0.23364615,1.29373518,0.33843885,1.22935023,0.00000000
-3.08254127,2.27070595,0.02330516,0.62600618,0.22448724,1.30162896,0.34550918,1.24459835,0.00000000
-3.07653827,2.30903286,0.02274220,0.64338512,0.21573736,1.30988147,0.35279894,1.26051230,0.00000000
-3.07053527,2.34688002,0.02205979,0.66009590,0.20751770,1.31826175,0.36011734,1.27658499,0.00000000
-3.06453227,2.38321235,0.02127026,0.67583292,0.19993456,1.32648046,0.36725477,1.29224295,0.00000000
-3.05852926,2.41693164,0.02038782,0.69028623,0.19307803,1.33420448,0.37399015,1.30686577,0.00000000
-3.05252626,2.44691736,0.01942817,0.70315317,0.18702150,1.34107356,0.38009889,1.31980820,0.00000000
-3.04652326,2.47206925,0.01840801,0.71415014,0.18182148,1.34671796,0.38536127,1.33042352,0.00000000
-3.04052026,2.49134992,0.01734456,0.72302399,0.17751795,1.35077625,0.38957058,1.33808750,0.00000000
-3.03451726,2.50382513,0.01625508,0.72956218,0.17413479,1.35291206,0.39254097,1.34222164,0.00000000
-3.02851426,2.50870006,0.01515643,0.73360147,0.17168038,1.35282902,0.39411435,1.34231481,0.00000000
-3.02251126,2.50534960,0.01406456,0.73503443,0.17014810,1.35028308,0.39416619,1.33794229,0.00000000
-3.01650825,2.49334150,0.01299419,0.73381358,0.16951683,1.34509157,0.39260996,1.32878132,0.00000000
-3.01050525,2.47245122,0.01195848,0.72995285,0.16975124,1.33713863,0.38939987,1.31462270,0.00000000
-3.00450225,2.44266787,0.01096871,0.72352632,0.17080202,1.32637681,0.38453209,1.29537771,0.00000000
-2.99849925,2.40419124,0.01003420,0.71466441,0.17260608,1.31282508,0.37804412,1.27108042,0.00000000
-2.99249625,2.35742033,0.00916212,0.70354758,0.17508669,1.29656326,0.37001261,1.24188513,0.00000000
-2.98649325,2.30293400,0.00835752,0.69039814,0.17815384,1.27772372,0.36054969,1.20805935,0.00000000
-2.98049025,2.24146515,0.00762336,0.67547040,0.18170478,1.25648082,0.34979804,1.16997274,0.00000000
-2.97448724,2.17386990,0.00696064,0.65903996,0.18562491,1.23303893,0.33792503,1.12808263,0.00000000
-2.96848424,2.10109343,0.00636854,0.64139255,0.18978915,1.20761998,0.32511613,1.08291689,0.00000000
-2.96248124,2.02413448,0.00584464,0.62281311,0.19406380,1.18045126,0.31156810,1.03505509,0.00000000
-2.95647824,1.94401018,0.00538519,0.60357570,0.19830897,1.15175440,0.29748215,0.98510891,0.00000000
-2.95047524,1.86172307,0.00498533,0.58393471,0.20238152,1.12173613,0.28305750,0.93370268,0.00000000
-2.94447224,1.77823174,0.00463940,0.56411775,0.20613857,1.09058138,0.26848546,0.88145486,0.00000000
-2.93846923,1.69442634,0.00434119,0.54432060,0.20944135,1.05844902,0.25394455,0.82896142,0.00000000
-2.93246623,1.61110980,0.00408421,0.52470424,0.21215933,1.02547045,0.23959647,0.77678154,0.00000000
-2.92646323,1.52898523,0.00386192,0.50539418,0.21417445,0.99175081,0.22558336,0.72542612,0.00000000
-2.92046023,1.44864958,0.00366794,0.48648172,0.21538528,0.95737269,0.21202607,0.67534950,0.00000000
-2.91445723,1.37059328,0.00349626,0.46802716,0.21571076,0.92240180,0.19902371,0.62694421,0.00000000
-2.90845423,1.29520516,0.00334135,0.45006447,0.21509360,0.88689408,0.18665416,0.58053886,0.00000000
-2.90245123,1.22278193,0.00319831,0.43260712,0.21350281,0.85090356,0.17497545,0.53639882,0.00000000
-2.89644822,1.15354088,0.00306293,0.41565452,0.21093552,0.81449035,0.16402796,0.49472925,0.00000000
-2.89044522,1.08763488,0.00293171,0.39919871,0.20741769,0.77772810,0.15383702,0.45568008,0.00000000
-2.88444222,1.02516827,0.00280194,0.38323086,0.20300386,0.74071030,0.14441585,0.41935240,0.00000000
-2.87843922,0.96621259,0.00267161,0.36774707,0.19777582,0.70355505,0.13576864,0.38580564,0.00000000
-2.87243622,0.91082113,0.00253941,0.35275326,0.19184018,0.66640788,0.12789344,0.35506513,0.00000000
-2.86643322,0.85904131,0.00240466,0.33826887,0.18532512,0.62944245,0.12078484,0.32712938,0.00000000
-2.86043022,0.81092451,0.00226724,0.32432908,0.17837620,0.59285919,0.11443623,0.30197700,0.00000000
-2.85442721,0.76653268,0.00212747,0.31098572,0.17115164,0.55688186,0.10884159,0.27957256,0.00000000
-2.84842421,0.72594189,0.00198607,0.29830662,0.16381710,0.52175240,0.10399667,0.25987154,0.00000000
-2.84242121,0.68924261,0.00184403,0.28637373,0.15654029,0.48772438,0.09989973,0.24282407,0.00000000
-2.83641821,0.65653723,0.00170252,0.27528002,0.14948557,0.45505547,0.09655163,0.22837752,0.00000000
-2.83041521,0.62793525,0.00156281,0.26512561,0.14280884,0.42399940,0.09395553,0.21647800,0.00000000
-2.82441221,0.60354664,0.00142621,0.25601310,0.13665280,0.39479795,0.09211619,0.20707096,0.00000000
-2.81840920,0.58347417,0.00129398,0.24804276,0.13114284,0.36767328,0.09103898,0.20010103,0.00000000
-2.81240620,0.56780529,0.00116726,0.24130760,0.12638376,0.34282114,0.09072872,0.19551137,0.00000000
-2.80640320,0.55660430,0.00104709,0.23588874,0.12245726,0.32040517,0.09118852,0.19324272,0.00000000
-2.80040020,0.54990547,0.00093432,0.23185142,0.11942041,0.30055266,0.09241860,0.19323243,0.00000000
-2.79439720,0.54770750,0.00082960,0.22924161,0.11730504,0.28335169,0.09441534,0.19541361,0.00000000
-2.78839420,0.54996978,0.00073343,0.22808376,0.11611809,0.26884997,0.09717050,0.19971453,0.00000000
-2.78239120,0.55661076,0.00064607,0.22837939,0.11584284,0.25705516,0.10067080,0.20605847,0.00000000
-2.77638819,0.56750838,0.00056764,0.23010696,0.11644086,0.24793655,0.10489772,0.21436402,0.00000000
-2.77038519,0.58250261,0.00049807,0.23322267,0.11785470,0.24142806,0.10982773,0.22454574,0.00000000
-2.76438219,0.60139982,0.00043718,0.23766232,0.12001107,0.23743218,0.11543269,0.23651527,0.00000000
-2.75837919,0.62397877,0.00038466,0.24334404,0.12282439,0.23582471,0.12168062,0.25018272,0.00000000
-2.75237619,0.64999755,0.00034009,0.25017166,0.12620062,0.23645994,0.12853654,0.26545811,0.00000000
-2.74637319,0.67920133,0.00030303,0.25803861,0.13004101,0.23917609,0.13596345,0.28225293,0.00000000
-2.74037019,0.71133000,0.00027297,0.26683201,0.13424585,0.24380067,0.14392338,0.30048141,0.00000000
-2.73436718,0.74612550,0.00024939,0.27643687,0.13871792,0.25015563,0.15237820,0.32006149,0.00000000
-2.72836418,0.78333813,0.00023179,0.28673997,0.14336557,0.25806206,0.16129046,0.34091529,0.00000000
-2.72236118,0.82273152,0.00021968,0.29763343,0.14810522,0.26734432,0.17062384,0.36296901,0.00000000
-2.71635818,0.86408587,0.00021264,0.30901754,0.15286338,0.27783348,0.18034338,0.38615215,0.00000000
-2.71035518,0.90719936,0.00021028,0.32080301,0.15757797,0.28937009,0.19041540,0.41039608,0.00000000
-2.70435218,0.95188744,0.00021229,0.33291229,0.16219898,0.30180615,0.20080703,0.43563201,0.00000000
-2.69834917,0.99798035,0.00021844,0.34528002,0.16668844,0.31500643,0.21148549,0.46178833,0.00000000
-2.69234617,1.04531876,0.00022861,0.35785265,0.17101984,0.32884914,0.22241707,0.48878770,0.00000000
-2.68634317,1.09374802,0.00024276,0.37058726,0.17517686,0.34322603,0.23356591,0.51654384,0.00000000
-2.68034017,1.14311144,0.00026095,0.38344964,0.17915177,0.35804206,0.24489265,0.54495835,0.00000000
-2.67433717,1.19324298,0.00028339,0.39641185,0.18294331,0.37321466,0.25635312,0.57391780,0.00000000
-2.66833417,1.24395994,0.00031037,0.40944938,0.18655444,0.38867287,0.26789699,0.60329131,0.00000000
-2.66233117,1.29505624,0.00034232,0.42253813,0.18998992,0.40435622,0.27946672,0.63292876,0.00000000
-2.65632816,1.34629680,0.00037982,0.43565139,0.19325393,0.42021368,0.29099673,0.66266004,0.00000000
-2.65032516,1.39741346,0.00042354,0.44875707,0.19634786,0.43620263,0.30241300,0.69229519,0.00000000
-2.64432216,1.44810292,0.00047430,0.46181530,0.19926830,0.45228794,0.31363304,0.72162586,0.00000000
-2.63831916,1.49802694,0.00053302,0.47477663,0.20200559,0.46844122,0.32456645,0.75042786,0.00000000
-2.63231616,1.54681514,0.00060075,0.48758090,0.20454265,0.48464031,0.33511591,0.77846501,0.00000000
-2.62631316,1.59407025,0.00067861,0.50015704,0.20685448,0.50086892,0.34517878,0.80549398,0.00000000
-2.62031016,1.63937593,0.00076778,0.51242362,0.20890824,0.51711657,0.35464917,0.83127029,0.00000000
-2.61430715,1.68230690,0.00086948,0.52429039,0.21066383,0.53337866,0.36342043,0.85555493,0.00000000
-2.60830415,1.72244104,0.00098491,0.53566067,0.21207515,0.54965677,0.37138806,0.87812167,0.00000000
-2.60230115,1.75937311,0.00111525,0.54643451,0.21309181,0.56595906,0.37845295,0.89876460,0.00000000
-2.59629815,1.79272944,0.00126153,0.55651257,0.21366126,0.58230083,0.38452464,0.91730569,0.00000000
-2.59029515,1.82218313,0.00142466,0.56580054,0.21373139,0.59870507,0.38952480,0.93360207,0.00000000
-2.58429215,1.84746910,0.00160531,0.57421379,0.21325317,0.61520305,0.39339052,0.94755268,0.00000000
-2.57828914,1.86839825,0.00180387,0.58168229,0.21218355,0.63183488,0.39607740,0.95910410,0.00000000
-2.57228614,1.88487019,0.00202040,0.58815530,0.21048819,0.64864988,0.39756230,0.96825522,0.00000000
-2.56628314,1.89688382,0.00225457,0.59360576,0.20814408,0.66570692,0.39784556,0.97506055,0.00000000
-2.56028014,1.90454525,0.00250558,0.59803409,0.20514177,0.68307435,0.39695268,0.97963204,0.00000000
-2.55427714,1.90807265,0.00277221,0.60147116,0.20148717,0.70082979,0.39493526,0.98213923,0.00000000
-2.54827414,1.90779746,0.00305268,0.60398026,0.19720283,0.71905945,0.39187113,0.98280763,0.00000000
-2.54227114,1.90416190,0.00334477,0.60565791,0.19232851,0.73785713,0.38786373,0.98191542,0.00000000
-2.53626813,1.89771246,0.00364572,0.60663330,0.18692115,0.75732260,0.38304058,0.97978830,0.00000000
-2.53026513,1.88908958,0.00395236,0.60706645,0.18105401,0.77755962,0.37755089,0.97679281,0.00000000
-2.52426213,1.87901345,0.00426110,0.60714488,0.17481524,0.79867322,0.37156242,0.97332805,0.00000000
-2.51825913,1.86826641,0.00456801,0.60707901,0.16830569,0.82076650,0.36525753,0.96981608,0.00000000
-2.51225613,1.85767222,0.00486893,0.60709626,0.16163621,0.84393682,0.35882863,0.96669118,0.00000000
-2.50625313,1.84807290,0.00515956,0.60743401,0.15492437,0.86827135,0.35247310,0.96438830,0.00000000
-2.50025013,1.84030375,0.00543558,0.60833183,0.14829097,0.89384225,0.34638785,0.96333086,0.00000000
-2.49424712,1.83516727,0.00569276,0.61002291,0.14185616,0.92070136,0.34076373,0.96391842,0.00000000
-2.48824412,1.83340695,0.00592710,0.61272536,0.13573562,0.94887472,0.33577983,0.96651433,0.00000000
-2.48224112,1.83568176,0.00613492,0.61663342,0.13003678,0.97835700,0.33159811,0.97143400,0.00000000
-2.47623812,1.84254230,0.00631299,0.62190914,0.12485524,1.00910623,0.32835831,0.97893396,0.00000000
-2.47023512,1.85440946,0.00645860,0.62867477,0.12027164,1.04103885,0.32617352,0.98920221,0.00000000
-2.46423212,1.87155661,0.00656968,0.63700627,0.11634897,1.07402575,0.32512646,1.00235021,0.00000000
-2.45822911,1.89409598,0.00664481,0.64692820,0.11313053,1.10788920,0.32526670,1.01840684,0.00000000
-2.45222611,1.92196998,0.00668326,0.65841028,0.11063859,1.14240134,0.32660893,1.03731467,0.00000000
-2.44622311,1.95494795,0.00668503,0.67136588,0.10887375,1.17728425,0.32913233,1.05892884,0.00000000
-2.44022011,1.99262874,0.00665079,0.68565246,0.10781514,1.21221191,0.33278118,1.08301863,0.00000000
-2.43421711,2.03444920,0.00658188,0.70107405,0.10742134,1.24681424,0.33746664,1.10927193,0.00000000
-2.42821411,2.07969843,0.00648024,0.71738577,0.10763208,1.28068315,0.34306966,1.13730251,0.00000000
-2.42221111,2.12753749,0.00634832,0.73430014,0.10837057,1.31338068,0.34944502,1.16666011,0.00000000
-2.41620810,2.17702403,0.00618900,0.75149504,0.10954649,1.34444891,0.35642622,1.19684292,0.00000000
-2.41020510,2.22714083,0.00600554,0.76862290,0.11105939,1.37342142,0.36383119,1.22731229,0.00000000
-2.40420210,2.27682735,0.00580141,0.78532080,0.11280248,1.39983592,0.37146850,1.25750905,0.00000000
-2.39819910,2.32501318,0.00558024,0.80122107,0.11466665,1.42324750,0.37914395,1.28687103,0.00000000
-2.39219610,2.37065185,0.00534573,0.81596186,0.11654449,1.44324193,0.38666710,1.31485098,0.00000000
-2.38619310,2.41275397,0.00510153,0.82919724,0.11833430,1.45944846,0.39385774,1.34093445,0.00000000
-2.38019010,2.45041815,0.00485121,0.84060651,0.11994374,1.47155158,0.40055179,1.36465666,0.00000000
-2.37418709,2.48285873,0.00459815,0.84990218,0.12129325,1.47930104,0.40660667,1.38561796,0.00000000
-2.36818409,2.50942902,0.00434552,0.85683654,0.12231881,1.48251985,0.41190568,1.40349716,0.00000000
-2.36218109,2.52963944,0.00409624,0.86120647,0.12297416,1.48110976,0.41636144,1.41806208,0.00000000
-2.35617809,2.54316975,0.00385293,0.86285641,0.12323232,1.47505407,0.41991817,1.42917720,0.00000000
-2.35017509,2.54987523,0.00361791,0.86167963,0.12308628,1.46441765,0.42255280,1.43680783,0.00000000
-2.34417209,2.54978663,0.00339322,0.85761776,0.12254901,1.44934428,0.42427486,1.44102076,0.00000000
-2.33816908,2.54310408,0.00318056,0.85065892,0.12165258,1.43005138,0.42512515,1.44198140,0.00000000
-2.33216608,2.53018547,0.00298137,0.84083456,0.12044661,1.40682259,0.42517340,1.43994748,0.00000000
-2.32616308,2.51152992,0.00279680,0.82821545,0.11899599,1.37999853,0.42451488,1.43525953,0.00000000
-2.32016008,2.48775698,0.00262776,0.81290714,0.11737801,1.34996619,0.42326613,1.42832846,0.00000000
-2.31415708,2.45958262,0.00247488,0.79504505,0.11567903,1.31714745,0.42156007,1.41962075,0.00000000
-2.30815408,2.42779281,0.00233862,0.77478969,0.11399075,1.28198725,0.41954052,1.40964162,0.00000000
-2.30215108,2.39321564,0.00221921,0.75232212,0.11240629,1.24494179,0.41735641,1.39891678,0.00000000
-2.29614807,2.35669293,0.00211669,0.72783976,0.11101623,1.20646724,0.41515581,1.38797332,0.00000000
-2.29014507,2.31905205,0.00203095,0.70155280,0.10990466,1.16700916,0.41308002,1.37732026,0.00000000
-2.28414207,2.28107894,0.00196169,0.67368114,0.10914558,1.12699302,0.41125781,1.36742946,0.00000000
-2.27813907,2.24349287,0.00190847,0.64445177,0.10879952,1.08681587,0.40980004,1.35871740,0.00000000
-2.27213607,2.20692367,0.00187071,0.61409667,0.10891082,1.04683933,0.40879484,1.35152840,0.00000000
-2.26613307,2.17189201,0.00184765,0.58285091,0.10950542,1.00738394,0.40830345,1.34611992,0.00000000
-2.26013007,2.13879327,0.00183840,0.55095094,0.11058934,0.96872481,0.40835693,1.34265046,0.00000000
-2.25412706,2.10788542,0.00184193,0.51863289,0.11214798,0.93108863,0.40895383,1.34117048,0.00000000
-2.24812406,2.07928137,0.00185702,0.48613081,0.11414614,0.89465202,0.41005892,1.34161690,0.00000000
-2.24212106,2.05294609,0.00188236,0.45367460,0.11652888,0.85954102,0.41160318,1.34381144,0.00000000
-2.23611806,2.02869867,0.00191645,0.42148792,0.11922312,0.82583192,0.41348492,1.34746311,0.00000000
-2.23011506,2.00621955,0.00195769,0.38978568,0.12213993,0.79355319,0.41557226,1.35217494,0.00000000
-2.22411206,1.98506271,0.00200435,0.35877146,0.12517752,0.76268857,0.41770676,1.35745490,0.00000000
-2.21810905,1.96467266,0.00205460,0.32863488,0.12822468,0.73318120,0.41970829,1.36273085,0.00000000
-2.21210605,1.94440584,0.00210656,0.29954889,0.13116459,0.70493881,0.42138082,1.36736911,0.00000000
-2.20610305,1.92355574,0.00215828,0.27166733,0.13387892,0.67783972,0.42251917,1.37069597,0.00000000
-2.20010005,1.90138080,0.00220785,0.24512275,0.13625199,0.65173963,0.42291623,1.37202157,0.00000000
-2.19409705,1.87713431,0.00225337,0.22002464,0.13817474,0.62647895,0.42237062,1.37066506,0.00000000
-2.18809405,1.85009494,0.00229302,0.19645825,0.13954862,0.60189042,0.42069430,1.36598019,0.00000000
-2.18209105,1.81959663,0.00232514,0.17448397,0.14028886,0.57780684,0.41771985,1.35738013,0.00000000
-2.17608804,1.78505672,0.00234821,0.15413738,0.14032739,0.55406849,0.41330716,1.34436041,0.00000000
-2.17008504,1.74600091,0.00236094,0.13542997,0.13961493,0.53053016,0.40734916,1.32651915,0.00000000
-2.16408204,1.70208393,0.00236228,0.11835046,0.13812246,0.50706722,0.39977630,1.30357336,0.00000000
-2.15807904,1.65310506,0.00235147,0.10286669,0.13584190,0.48358073,0.39055969,1.27537082,0.00000000
-2.15207604,1.59901773,0.00232805,0.08892798,0.13278591,0.46000124,0.37971259,1.24189684,0.00000000
-2.14607304,1.53993281,0.00229185,0.07646777,0.12898704,0.43629118,0.36729030,1.20327571,0.00000000
-2.14007004,1.47611549,0.00224305,0.06540661,0.12449612,0.41244570,0.35338850,1.15976674,0.00000000
-2.13406703,1.40797605,0.00218210,0.05565513,0.11938005,0.38849209,0.33813994,1.11175520,0.00000000
-2.12806403,1.33605497,0.00210974,0.04711700,0.11371908,0.36448768,0.32170990,1.05973870,0.00000000
-2.12206103,1.26100333,0.00202699,0.03969186,0.10760382,0.34051654,0.30429053,1.00430959,0.00000000
-2.11605803,1.18355946,0.00193506,0.03327792,0.10113195,0.31668506,0.28609430,0.94613449,0.00000000
-2.11005503,1.10452309,0.00183534,0.02777431,0.09440490,0.29311683,0.26734704,0.88593176,0.00000000
-2.10405203,1.02472822,0.00172936,0.02308311,0.08752467,0.26994691,0.24828072,0.82444814,0.00000000
-2.09804902,0.94501615,0.00161871,0.01911101,0.08059076,0.24731603,0.22912647,0.76243554,0.00000000
-2.09204602,0.86620967,0.00150504,0.01577058,0.07369756,0.22536477,0.21010797,0.70062902,0.00000000
-2.08604302,0.78908964,0.00138993,0.01298126,0.06693198,0.20422829,0.19143558,0.63972687,0.00000000
-2.08004002,0.71437485,0.00127495,0.01066989,0.06037176,0.18403151,0.17330140,0.58037340,0.00000000
-2.07403702,0.64270573,0.00116152,0.00877113,0.05408407,0.16488526,0.15587534,0.52314518,0.00000000
-2.06803402,0.57463240,0.00105095,0.00722745,0.04812479,0.14688330,0.13930238,0.46854089,0.00000000
-2.06203102,0.51060729,0.00094439,0.00598905,0.04253820,0.13010032,0.12370098,0.41697498,0.00000000
-2.05602801,0.45098207,0.00084280,0.00501359,0.03735717,0.11459104,0.10916259,0.36877510,0.00000000
-2.05002501,0.39600892,0.00074696,0.00426573,0.03260367,0.10039026,0.09575228,0.32418307,0.00000000
-2.04402201,0.34584543,0.00065746,0.00371673,0.02828972,0.08751378,0.08351020,0.28335900,0.00000000
-2.03801901,0.30056268,0.00057471,0.00334389,0.02441853,0.07596017,0.07245387,0.24638810,0.00000000
-2.03201601,0.26015588,0.00049894,0.00313004,0.02098582,0.06571307,0.06258103,0.21328960,0.00000000
-2.02601301,0.22455679,0.00043023,0.00306298,0.01798125,0.05674406,0.05387293,0.18402730,0.00000000
-2.02001001,0.19364725,0.00036851,0.00313501,0.01538992,0.04901577,0.04629779,0.15852103,0.00000000
-2.01400700,0.16727314,0.00031360,0.00334237,0.01319375,0.04248512,0.03981443,0.13665856,0.00000000
-2.00800400,0.14525824,0.00026522,0.00368483,0.01137287,0.03710665,0.03437572,0.11830750,0.00000000
-2.00200100,0.12741732,0.00022303,0.00416520,0.00990678,0.03283557,0.02993189,0.10332656,0.00000000
-1.99599800,0.11356819,0.00018662,0.00478892,0.00877546,0.02963070,0.02643346,0.09157603,0.00000000
-1.98999500,0.10354219,0.00015558,0.00556365,0.00796016,0.02745698,0.02383391,0.08292701,0.00000000
-1.98399200,0.09719298,0.00012945,0.00649885,0.00744410,0.02628754,0.02209174,0.07726925,0.00000000
-1.97798899,0.09440347,0.00010781,0.00760541,0.00721289,0.02610541,0.02117214,0.07451744,0.00000000
-1.97198599,0.09509069,0.00009025,0.00889521,0.00725480,0.02690457,0.02104821,0.07461576,0.00000000
-1.96598299,0.09920862,0.00007639,0.01038072,0.00756076,0.02869059,0.02170155,0.07754080,0.00000000
-1.95997999,0.10674899,0.00006587,0.01207460,0.00812422,0.03148057,0.02312246,0.08330263,0.00000000
-1.95397699,0.11774009,0.00005841,0.01398925,0.00894086,0.03530268,0.02530970,0.09194421,0.00000000
-1.94797399,0.13224369,0.00005376,0.01613637,0.01000810,0.04019496,0.02826966,0.10353907,0.00000000
-1.94197099,0.15035012,0.00005171,0.01852653,0.01132450,0.04620369,0.03201532,0.11818736,0.00000000
-1.93596798,0.17217170,0.00005212,0.02116872,0.01288907,0.05338121,0.03656473,0.13601039,0.00000000
-1.92996498,0.19783472,0.00005489,0.02406992,0.01470050,0.06178315,0.04193918,0.15714371,0.00000000
-1.92396198,0.22747013,0.00005994,0.02723468,0.01675634,0.07146533,0.04816120,0.18172897,0.00000000
-1.91795898,0.26120315,0.00006727,0.03066477,0.01905220,0.08248014,0.05525228,0.20990469,0.00000000
-1.91195598,0.29914223,0.00007688,0.03435882,0.02158097,0.09487276,0.06323050,0.24179620,0.00000000
-1.90595298,0.34136758,0.00008880,0.03831209,0.02433207,0.10867702,0.07210819,0.27750507,0.00000000
-1.89994997,0.38791975,0.00010309,0.04251625,0.02729088,0.12391134,0.08188955,0.31709840,0.00000000
-1.89394697,0.43878867,0.00011981,0.04695936,0.03043827,0.14057463,0.09256849,0.36059825,0.00000000
-1.88794397,0.49390362,0.00013903,0.05162583,0.03375027,0.15864253,0.10412674,0.40797186,0.00000000
-1.88194097,0.55312472,0.00016083,0.05649661,0.03719806,0.17806403,0.11653226,0.45912293,0.00000000
-1.87593797,0.61623634,0.00018525,0.06154948,0.04074807,0.19875880,0.12973818,0.51388461,0.00000000
-1.86993497,0.68294303,0.00021235,0.06675945,0.04436238,0.22061521,0.14368228,0.57201461,0.00000000
-1.86393197,0.75286828,0.00024217,0.07209932,0.04799938,0.24348955,0.15828707,0.63319283,0.00000000
-1.85792896,0.82555655,0.00027472,0.07754038,0.05161466,0.26720620,0.17346061,0.69702200,0.00000000
-1.85192596,0.90047879,0.00031000,0.08305317,0.05516206,0.29155923,0.18909799,0.76303143,0.00000000
-1.84592296,0.97704136,0.00034798,0.08860835,0.05859502,0.31631526,0.20508352,0.83068420,0.00000000
-1.83991996,1.05459852,0.00038865,0.09417756,0.06186791,0.34121772,0.22129359,0.89938761,0.00000000
-1.83391696,1.13246796,0.00043196,0.09973438,0.06493757,0.36599234,0.23760007,0.96850674,0.00000000
-1.82791396,1.20994894,0.00047786,0.10525510,0.06776477,0.39035387,0.25387419,1.03738078,0.00000000
-1.82191096,1.28634251,0.00052631,0.11071951,0.07031565,0.41401366,0.26999064,1.10534156,0.00000000
-1.81590795,1.36097272,0.00057727,0.11611142,0.07256300,0.43668806,0.28583185,1.17173358,0.00000000
-1.80990495,1.43320813,0.00063071,0.12141907,0.07448728,0.45810706,0.30129205,1.23593457,0.00000000
-1.80390195,1.50248231,0.00068662,0.12663521,0.07607750,0.47802296,0.31628113,1.29737590,0.00000000
-1.79789895,1.56831255,0.00074500,0.13175695,0.07733157,0.49621872,0.33072782,1.35556155,0.00000000
-1.79189595,1.63031555,0.00080589,0.13678525,0.07825645,0.51251540,0.34458224,1.41008488,0.00000000
-1.78589295,1.68821921,0.00086930,0.14172414,0.07886786,0.52677855,0.35781751,1.46064224,0.00000000
-1.77988994,1.74186993,0.00093529,0.14657968,0.07918951,0.53892302,0.37043030,1.50704261,0.00000000
-1.77388694,1.79123472,0.00100388,0.15135862,0.07925212,0.54891611,0.38244035,1.54921273,0.00000000
-1.76788394,1.83639802,0.00107510,0.15606691,0.07909197,0.55677875,0.39388879,1.58719738,0.00000000
-1.76188094,1.87755318,0.00114891,0.16070815,0.07874929,0.56258463,0.40483545,1.62115457,0.00000000
-1.75587794,1.91498900,0.00122526,0.16528191,0.07826639,0.56645743,0.41535519,1.65134603,0.00000000
-1.74987494,1.94907201,0.00130398,0.16978233,0.07768572,0.56856611,0.42553344,1.67812313,0.00000000
-1.74387194,1.98022519,0.00138483,0.17419675,0.07704792,0.56911856,0.43546109,1.70190917,0.00000000
-1.73786893,2.00890449,0.00146744,0.17850473,0.07639000,0.56835391,0.44522913,1.72317870,0.00000000
-1.73186593,2.03557403,0.00155132,0.18267751,0.07574363,0.56653390,0.45492306,1.74243492,0.00000000
-1.72586293,2.06068157,0.00163585,0.18667781,0.07513376,0.56393357,0.46461762,1.76018632,0.00000000
-1.71985993,2.08463526,0.00172022,0.19046030,0.07457759,0.56083191,0.47437186,1.77692360,0.00000000
-1.71385693,2.10778283,0.00180353,0.19397249,0.07408386,0.55750272,0.48422486,1.79309788,0.00000000
-1.70785393,2.13039438,0.00188469,0.19715619,0.07365269,0.55420606,0.49419237,1.80910132,0.00000000
-1.70185093,2.15264922,0.00196255,0.19994942,0.07327569,0.55118069,0.50426438,1.82525072,0.00000000
-1.69584792,2.17462748,0.00203581,0.20228877,0.07293667,0.54863776,0.51440382,1.84177492,0.00000000
-1.68984492,2.19630658,0.00210314,0.20411191,0.07261255,0.54675572,0.52454633,1.85880613,0.00000000
-1.68384192,2.21756248,0.00216321,0.20536036,0.07227474,0.54567673,0.53460117,1.87637555,0.00000000
-1.67783892,2.23817536,0.00221467,0.20598223,0.07189071,0.54550453,0.54445315,1.89441303,0.00000000
-1.67183592,2.25783925,0.00225628,0.20593475,0.07142571,0.54630349,0.55396549,1.91275069,0.00000000
-1.66583292,2.27617486,0.00228689,0.20518654,0.07084461,0.54809898,0.56298347,1.93112983,0.00000000
