energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-5.86193097,2.56324311,0.79794719,1.87830050,0.04061112,0.01499831,0.34212563,0.11490201,0.02082164,0.32943364
-5.85592796,2.63993392,0.80750264,1.94620666,0.04026187,0.01636492,0.34786936,0.11561158,0.02055484,0.33853457
-5.84992496,2.72104246,0.81836158,2.01643868,0.04006111,0.01786001,0.35443114,0.11675569,0.02038008,0.34821262
-5.84392196,2.80577764,0.83052960,2.08817462,0.04002919,0.01948227,0.36187583,0.11835244,0.02031231,0.35833938
-5.83791896,2.89322625,0.84395783,2.16052355,0.04018131,0.02122904,0.37023634,0.12041007,0.02036552,0.36877195
-5.83191596,2.98235982,0.85854015,2.23253523,0.04052727,0.02309607,0.37951031,0.12292644,0.02055251,0.37935423
-5.82591296,3.07204707,0.87411261,2.30321331,0.04107127,0.02507740,0.38965795,0.12588904,0.02088466,0.38991895
-5.81990995,3.16107217,0.89045496,2.37153226,0.04181200,0.02716524,0.40060130,0.12927523,0.02137177,0.40029037
-5.81390695,3.24815882,0.90729465,2.43645774,0.04274285,0.02934985,0.41222487,0.13305299,0.02202191,0.41028769
-5.80790395,3.33199945,0.92431294,2.49697025,0.04385230,0.03161956,0.42437785,0.13718191,0.02284140,0.41972900
-5.80190095,3.41128902,0.94115315,2.55209106,0.04512444,0.03396071,0.43687765,0.14161463,0.02383473,0.42843573
-5.79589795,3.48476193,0.95743063,2.60090977,0.04653963,0.03635776,0.44951486,0.14629838,0.02500464,0.43623747
-5.78989495,3.55123075,0.97274426,2.64261236,0.04807518,0.03879336,0.46205927,0.15117679,0.02635222,0.44297678
-5.78389195,3.60962481,0.98668876,2.67650817,0.04970617,0.04124858,0.47426683,0.15619176,0.02787697,0.44851411
-5.77788894,3.65902704,0.99886770,2.70205482,0.05140616,0.04370306,0.48588726,0.16128532,0.02957700,0.45273223
-5.77188594,3.69870684,1.00890626,2.71887941,0.05314798,0.04613536,0.49667192,0.16640139,0.03144916,0.45554027
-5.76588294,3.72814741,1.01646350,2.72679482,0.05490444,0.04852322,0.50638169,0.17148735,0.03348919,0.45687699
-5.75987994,3.74706566,1.02124357,2.72580994,0.05664889,0.05084396,0.51479453,0.17649536,0.03569184,0.45671309
-5.75387694,3.75542356,1.02300528,2.71613307,0.05835581,0.05307484,0.52171238,0.18138334,0.03805095,0.45505250
-5.74787394,3.75342990,1.02156979,2.69816775,0.06000115,0.05519349,0.52696710,0.18611554,0.04055948,0.45193252
-5.74187094,3.74153205,1.01682609,2.67250097,0.06156263,0.05717834,0.53042541,0.19066276,0.04320944,0.44742276
-5.73586793,3.72039780,1.00873397,2.63988403,0.06301995,0.05900903,0.53199242,0.19500216,0.04599180,0.44162282
-5.72986493,3.69088798,0.99732463,2.60120649,0.06435482,0.06066683,0.53161382,0.19911668,0.04889627,0.43465895
-5.72386193,3.65402087,0.98269877,2.55746443,0.06555097,0.06213502,0.52927671,0.20299417,0.05191107,0.42667966
-5.71785893,3.61093019,0.96502246,2.50972421,0.06659405,0.06339927,0.52500903,0.20662621,0.05502258,0.41785052
-5.71185593,3.56281852,0.94452093,2.45908350,0.06747159,0.06444792,0.51887771,0.21000687,0.05821504,0.40834840
-5.70585293,3.51090859,0.92147077,2.40663131,0.06817278,0.06527227,0.51098577,0.21313132,0.06147013,0.39835534
-5.69984992,3.45639476,0.89619074,2.35340893,0.06868844,0.06586678,0.50146848,0.21599445,0.06476674,0.38805240
-5.69384692,3.40039711,0.86903185,2.30037367,0.06901091,0.06622916,0.49048877,0.21858975,0.06808061,0.37761369
-5.68784392,3.34392055,0.84036700,2.24836713,0.06913403,0.06636050,0.47823221,0.22090827,0.07138425,0.36720083
-5.68184092,3.28782089,0.81058062,2.19808956,0.06905314,0.06626524,0.46490172,0.22293797,0.07464683,0.35695818
-5.67583792,3.23277942,0.78005887,2.15008140,0.06876517,0.06595109,0.45071224,0.22466343,0.07783439,0.34700897
-5.66983492,3.17928735,0.74918052,2.10471282,0.06826878,0.06542891,0.43588549,0.22606584,0.08091009,0.33745243
-5.66383192,3.12764046,0.71830903,2.06218168,0.06756447,0.06471254,0.42064510,0.22712354,0.08383472,0.32836214
-5.65782891,3.07794410,0.68778583,2.02251970,0.06665483,0.06381849,0.40521209,0.22781280,0.08656747,0.31978553
-5.65182591,3.03012789,0.65792504,1.98560636,0.06554463,0.06276572,0.38980084,0.22810899,0.08906674,0.31174456
-5.64582291,2.98396895,0.62900964,1.95118943,0.06424105,0.06157526,0.37461562,0.22798799,0.09129127,0.30423747
-5.63981991,2.93912217,0.60128900,1.91891105,0.06275373,0.06026984,0.35984767,0.22742776,0.09320127,0.29724152
-5.63381691,2.89515545,0.57497781,1.88833745,0.06109485,0.05887351,0.34567270,0.22640994,0.09475967,0.29071641
-5.62781391,2.85158770,0.55025597,1.85899085,0.05927906,0.05741123,0.33224900,0.22492146,0.09593347,0.28460839
-5.62181091,2.80792746,0.52726958,1.83038152,0.05732337,0.05590843,0.31971589,0.22295594,0.09669485,0.27885453
-5.61580790,2.76370964,0.50613254,1.80203836,0.05524688,0.05439056,0.30819251,0.22051486,0.09702243,0.27338727
-5.60980490,2.71852860,0.48692862,1.77353639,0.05307054,0.05288266,0.29777694,0.21760839,0.09690212,0.26813861
-5.60380190,2.67206557,0.46971384,1.74451965,0.05081668,0.05140890,0.28854560,0.21425580,0.09632792,0.26304416
-5.59779890,2.62410926,0.45451890,1.71471875,0.04850853,0.04999219,0.28055272,0.21048540,0.09530237,0.25804649
-5.59179590,2.57456864,0.44135157,1.68396216,0.04616976,0.04865373,0.27383018,0.20633411,0.09383674,0.25309792
-5.58579290,2.52347771,0.43019879,1.65218117,0.04382386,0.04741264,0.26838734,0.20184651,0.09195086,0.24816246
-5.57978989,2.47099229,0.42102868,1.61940850,0.04149361,0.04628561,0.26421124,0.19707352,0.08967270,0.24321699
-5.57378689,2.41737959,0.41379217,1.58577127,0.03920055,0.04528661,0.26126694,0.19207078,0.08703760,0.23825165
-5.56778389,2.36300159,0.40842449,1.55147896,0.03696446,0.04442664,0.25949817,0.18689678,0.08408729,0.23326940
-5.56178089,2.30829361,0.40484639,1.51680753,0.03480295,0.04371356,0.25882831,0.18161087,0.08086863,0.22828499
-5.55577789,2.25373971,0.40296533,1.48208093,0.03273111,0.04315200,0.25916176,0.17627123,0.07743226,0.22332328
-5.54977489,2.19984657,0.40267663,1.44765112,0.03076122,0.04274334,0.26038574,0.17093300,0.07383110,0.21841726
-5.54377189,2.14711756,0.40386465,1.41387815,0.02890267,0.04248579,0.26237249,0.16564651,0.07011884,0.21360571
-5.53776888,2.09602837,0.40640407,1.38111112,0.02716187,0.04237455,0.26498197,0.16045588,0.06634847,0.20893071
-5.53176588,2.04700568,0.41016132,1.34967122,0.02554228,0.04240202,0.26806486,0.15539788,0.06257093,0.20443526
-5.52576288,2.00040959,0.41499611,1.31983748,0.02404465,0.04255812,0.27146603,0.15050127,0.05883383,0.20016092
-5.51975988,1.95652058,0.42076308,1.29183570,0.02266714,0.04283063,0.27502811,0.14578649,0.05518042,0.19614575
-5.51375688,1.91553117,0.42731344,1.26583090,0.02140574,0.04320559,0.27859528,0.14126570,0.05164881,0.19242243
-5.50775388,1.87754215,0.43449658,1.24192304,0.02025453,0.04366766,0.28201700,0.13694333,0.04827128,0.18901685
-5.50175088,1.84256309,0.44216154,1.22014599,0.01920611,0.04420057,0.28515154,0.13281673,0.04507402,0.18594691
-5.49574787,1.81051638,0.45015819,1.20046922,0.01825200,0.04478745,0.28786926,0.12887723,0.04207690,0.18322172
-5.48974487,1.78124418,0.45833812,1.18280167,0.01738299,0.04541117,0.29005532,0.12511129,0.03929363,0.18084116
-5.48374187,1.75451730,0.46655525,1.16699726,0.01658956,0.04605461,0.29161187,0.12150167,0.03673196,0.17879569
-5.47773887,1.73004535,0.47466592,1.15286159,0.01586218,0.04670088,0.29245953,0.11802872,0.03439411,0.17706636
-5.47173587,1.70748735,0.48252879,1.14015912,0.01519161,0.04733347,0.29253815,0.11467147,0.03227728,0.17562522
-5.46573287,1.68646236,0.49000443,1.12862058,0.01456913,0.04793635,0.29180684,0.11140872,0.03037433,0.17443575
-5.45972986,1.66655957,0.49695479,1.11795037,0.01398672,0.04849399,0.29024328,0.10821984,0.02867435,0.17345359
-5.45372686,1.64734793,0.50324275,1.10783367,0.01343719,0.04899143,0.28784238,0.10508547,0.02716345,0.17262742
-5.44772386,1.62838500,0.50873179,1.09794333,0.01291425,0.04941423,0.28461455,0.10198802,0.02582539,0.17189997
-5.44172086,1.60922547,0.51328614,1.08794662,0.01241253,0.04974850,0.28058346,0.09891196,0.02464232,0.17120924
-5.43571786,1.58942941,0.51677136,1.07751196,0.01192757,0.04998094,0.27578370,0.09584401,0.02359538,0.17048986
-5.42971486,1.56857056,0.51905568,1.06631575,0.01145580,0.05009890,0.27025836,0.09277314,0.02266533,0.16967463
-5.42371186,1.54624499,0.52001198,1.05404959,0.01099445,0.05009052,0.26405674,0.08969057,0.02183311,0.16869619
-5.41770885,1.52208035,0.51952054,1.04042783,0.01054150,0.04994490,0.25723230,0.08658970,0.02108035,0.16748886
-5.41170585,1.49574570,0.51747246,1.02519568,0.01009558,0.04965234,0.24984095,0.08346602,0.02038981,0.16599048
-5.40570285,1.46696203,0.51377363,1.00813764,0.00965595,0.04920464,0.24193977,0.08031706,0.01974580,0.16414440
-5.39969985,1.43551312,0.50834901,0.98908615,0.00922240,0.04859544,0.23358625,0.07714242,0.01913450,0.16190133
-5.39369685,1.40125658,0.50114709,0.96793028,0.00879524,0.04782053,0.22483780,0.07394375,0.01854429,0.15922120
-5.38769385,1.36413441,0.49214410,0.94462399,0.00837525,0.04687819,0.21575186,0.07072491,0.01796595,0.15607475
-5.38169085,1.32418273,0.48134777,0.91919361,0.00796366,0.04576950,0.20638618,0.06749208,0.01739286,0.15244492
-5.37568784,1.28153995,0.46880046,0.89174416,0.00756217,0.04449858,0.19679939,0.06425392,0.01682115,0.14832786
-5.36968484,1.23645290,0.45458113,0.86246405,0.00717294,0.04307274,0.18705165,0.06102172,0.01624974,0.14373360
-5.36368184,1.18928023,0.43880621,0.83162775,0.00679863,0.04150254,0.17720534,0.05780955,0.01568036,0.13868623
-5.35767884,1.14049294,0.42162921,0.79959625,0.00644236,0.03980173,0.16732559,0.05463428,0.01511751,0.13322362
-5.35167584,1.09067143,0.40323880,0.76681494,0.00610775,0.03798708,0.15748070,0.05151562,0.01456836,0.12739669
-5.34567284,1.04049914,0.38385566,0.73380894,0.00579893,0.03607810,0.14774220,0.04847599,0.01404257,0.12126818
-5.33966983,0.99075266,0.36372802,0.70117579,0.00552047,0.03409661,0.13818471,0.04554033,0.01355206,0.11491110
-5.33366683,0.94228854,0.34312614,0.66957558,0.00527739,0.03206628,0.12888542,0.04273575,0.01311072,0.10840673
-5.32766383,0.89602709,0.32233588,0.63971888,0.00507508,0.03001205,0.11992331,0.04009108,0.01273410,0.10184243
-5.32166083,0.85293341,0.30165178,0.61235242,0.00491921,0.02795954,0.11137801,0.03763638,0.01243899,0.09530927
-5.31565783,0.81399641,0.28136967,0.58824317,0.00481564,0.02593440,0.10332857,0.03540225,0.01224297,0.08889954
-5.30965483,0.78020606,0.26177947,0.56816096,0.00477028,0.02396173,0.09585198,0.03341915,0.01216398,0.08270436
-5.30365183,0.75252959,0.24315805,0.55286005,0.00478892,0.02206549,0.08902159,0.03171660,0.01221974,0.07681127
-5.29764882,0.73188713,0.22576276,0.54306015,0.00487709,0.02026797,0.08290558,0.03032242,0.01242725,0.07130218
-5.29164582,0.71912737,0.20982558,0.53942709,0.00503983,0.01858938,0.07756546,0.02926191,0.01280221,0.06625139
-5.28564282,0.71500381,0.19554817,0.54255380,0.00528148,0.01704750,0.07305463,0.02855701,0.01335844,0.06172406
-5.27963982,0.72015205,0.18309791,0.55294175,0.00560550,0.01565747,0.06941721,0.02822562,0.01410730,0.05777492
-5.27363682,0.73506878,0.17260498,0.57098356,0.00601422,0.01443162,0.06668705,0.02828082,0.01505716,0.05444741
-5.26763382,0.76009297,0.16416050,0.59694701,0.00650866,0.01337948,0.06488702,0.02873030,0.01621283,0.05177309
-5.26163082,0.79538976,0.15781580,0.63096108,0.00708829,0.01250788,0.06402851,0.02957584,0.01757513,0.04977146
-5.25562781,0.84093780,0.15358252,0.67300457,0.00775093,0.01182109,0.06411140,0.03081289,0.01914046,0.04845012
-5.24962481,0.89652046,0.15143388,0.72289773,0.00849259,0.01132113,0.06512421,0.03243037,0.02090046,0.04780519
-5.24362181,0.96172155,0.15130663,0.78029749,0.00930739,0.01100803,0.06704464,0.03441056,0.02284188,0.04782203
-5.23761881,1.03592612,0.15310387,0.84469686,0.01018752,0.01088028,0.06984039,0.03672923,0.02494641,0.04847622
-5.23161581,1.11832668,0.15669854,0.91542880,0.01112335,0.01093518,0.07347038,0.03935588,0.02719084,0.04973471
-5.22561281,1.20793531,0.16193752,0.99167501,0.01210346,0.01116931,0.07788610,0.04225431,0.02954726,0.05155719
-5.21960980,1.30360152,0.16864619,1.07247974,0.01311488,0.01157890,0.08303331,0.04538324,0.03198346,0.05389753
-5.21360680,1.40403614,0.17663342,1.15676864,0.01414333,0.01216030,0.08885392,0.04869724,0.03446352,0.05670541
-5.20760380,1.50784041,0.18569680,1.24337233,0.01517353,0.01291029,0.09528795,0.05214777,0.03694854,0.05992786
-5.20160080,1.61354008,0.19562807,1.33105422,0.01618963,0.01382639,0.10227559,0.05568437,0.03939756,0.06351096
-5.19559780,1.71962311,0.20621854,1.41854190,0.01717557,0.01490712,0.10975914,0.05925601,0.04176854,0.06740139
-5.18959480,1.82458010,0.21726433,1.50456084,0.01811563,0.01615211,0.11768494,0.06281240,0.04401949,0.07154786
-5.18359180,1.92694562,0.22857139,1.58786949,0.01899482,0.01756216,0.12600492,0.06630542,0.04610963,0.07590248
-5.17758879,2.02533903,0.23995998,1.66729405,0.01979944,0.01913912,0.13467787,0.06969044,0.04800057,0.08042185
-5.17158579,2.11850290,0.25126854,1.74176173,0.02051742,0.02088574,0.14367027,0.07292752,0.04965749,0.08506791
-5.16558279,2.20533721,0.26235679,1.81033079,0.02113882,0.02280532,0.15295659,0.07598248,0.05105012,0.08980850
-5.15957979,2.28492786,0.27310790,1.87221599,0.02165605,0.02490126,0.16251897,0.07882771,0.05215376,0.09461756
-5.15357679,2.35656793,0.28342961,1.92680834,0.02206418,0.02717654,0.17234642,0.08144279,0.05295002,0.09947509
-5.14757379,2.41977077,0.29325439,1.97368803,0.02236105,0.02963306,0.18243330,0.08381468,0.05342736,0.10436662
-5.14157079,2.47427411,0.30253840,2.01263000,0.02254731,0.03227096,0.19277736,0.08593777,0.05358146,0.10928250
-5.13556778,2.52003531,0.31125964,2.04360188,0.02262633,0.03508792,0.20337735,0.08781347,0.05341534,0.11421689
-5.12956478,2.55721780,0.31941505,2.06675455,0.02260407,0.03807842,0.21423033,0.08944968,0.05293914,0.11916650
-5.12356178,2.58616985,0.32701705,2.08240589,0.02248876,0.04123313,0.22532883,0.09085984,0.05216987,0.12412929
-5.11755878,2.60739691,0.33408960,2.09101872,0.02229060,0.04453839,0.23665816,0.09206196,0.05113071,0.12910310
-5.11155578,2.62152920,0.34066402,2.09317424,0.02202134,0.04797579,0.24819399,0.09307740,0.04985037,0.13408440
-5.10555278,2.62928657,0.34677494,2.08954262,0.02169386,0.05152205,0.25990035,0.09392969,0.04836209,0.13906721
-5.09954977,2.63144278,0.35245666,2.08085232,0.02132169,0.05514900,0.27172845,0.09464330,0.04670277,0.14404229
-5.09354677,2.62879112,0.35774006,2.06785995,0.02091862,0.05882392,0.28361616,0.09524254,0.04491183,0.14899671
-5.08754377,2.62211352,0.36265044,2.05132222,0.02049825,0.06251012,0.29548858,0.09575061,0.04303024,0.15391383
-5.08154077,2.61215455,0.36720637,2.03197142,0.02007366,0.06616769,0.30725943,0.09618889,0.04109951,0.15877372
-5.07553777,2.59960158,0.37141954,2.01049545,0.01965711,0.06975463,0.31883353,0.09657632,0.03916077,0.16355399
-5.06953477,2.58507176,0.37529582,1.98752327,0.01925982,0.07322806,0.33010996,0.09692926,0.03725392,0.16823101
-5.06353177,2.56910602,0.37883723,1.96361578,0.01889179,0.07654559,0.34098602,0.09726132,0.03541698,0.17278148
-5.05752876,2.55216956,0.38204476,1.93926235,0.01856179,0.07966684,0.35136156,0.09758361,0.03368546,0.17718408
-5.05152576,2.53465805,0.38492171,1.91488212,0.01827727,0.08255482,0.36114350,0.09790506,0.03209195,0.18142135
-5.04552276,2.51690807,0.38747733,1.89082947,0.01804445,0.08517739,0.37025023,0.09823283,0.03066576,0.18548131
-5.03951976,2.49921045,0.38973028,1.86740235,0.01786837,0.08750841,0.37861554,0.09857281,0.02943270,0.18935898
-5.03351676,2.48182436,0.39171169,1.84485226,0.01775299,0.08952874,0.38619182,0.09893008,0.02841491,0.19305745
-5.02751376,2.46499071,0.39346740,1.82339453,0.01770127,0.09122692,0.39295234,0.09930928,0.02763074,0.19658848
-5.02151076,2.44894312,0.39505904,1.80321765,0.01771528,0.09259948,0.39889223,0.09971486,0.02709470,0.19997252
-5.01550775,2.43391507,0.39656388,1.78449054,0.01779625,0.09365090,0.40402828,0.10015115,0.02681733,0.20323799
-5.00950475,2.42014235,0.39807315,1.76736694,0.01794457,0.09439314,0.40839734,0.10062221,0.02680521,0.20642010
-5.00350175,2.40786038,0.39968892,1.75198654,0.01815981,0.09484493,0.41205352,0.10113159,0.02706077,0.20955883
-4.99749875,2.39729639,0.40151953,1.73847252,0.01844066,0.09503055,0.41506420,0.10168174,0.02758223,0.21269655
-4.99149575,2.38865696,0.40367393,1.72692590,0.01878482,0.09497851,0.41750522,0.10227348,0.02836345,0.21587517
-4.98549275,2.38211212,0.40625504,1.71741727,0.01918893,0.09471999,0.41945552,0.10290528,0.02939382,0.21913308
-4.97948974,2.37777719,0.40935261,1.70997665,0.01964842,0.09428715,0.42099146,0.10357254,0.03065813,0.22250204
-4.97348674,2.37569414,0.41303613,1.70458272,0.02015744,0.09371148,0.42218141,0.10426697,0.03213651,0.22600425
-4.96748374,2.37581417,0.41734806,1.70115251,0.02070874,0.09302229,0.42308077,0.10497605,0.03380447,0.22964977
-4.96148074,2.37798333,0.42229800,1.69953270,0.02129363,0.09224525,0.42372785,0.10568272,0.03563302,0.23343452
-4.95547774,2.38193278,0.42785831,1.69949388,0.02190201,0.09140140,0.42414093,0.10636536,0.03758891,0.23733900
-4.94947474,2.38727490,0.43396132,1.70072838,0.02252244,0.09050624,0.42431665,0.10699795,0.03963503,0.24132776
-4.94347174,2.39350638,0.44049869,1.70285273,0.02314227,0.08956944,0.42422990,0.10755063,0.04173102,0.24534991
-4.93746873,2.40001848,0.44732292,1.70541478,0.02374793,0.08859470,0.42383516,0.10799057,0.04383396,0.24934042
-4.93146573,2.40611475,0.45425110,1.70790577,0.02432518,0.08758019,0.42306940,0.10828305,0.04589934,0.25322236
-4.92546273,2.41103536,0.46107081,1.70977689,0.02485955,0.08651915,0.42185615,0.10839286,0.04788205,0.25690994
-4.91945973,2.41398716,0.46754800,1.71045981,0.02533675,0.08540095,0.42011066,0.10828582,0.04973760,0.26031212
-4.91345673,2.41417819,0.47343634,1.70939008,0.02574317,0.08421229,0.41774587,0.10793041,0.05142338,0.26333671
-4.90745373,2.41085461,0.47848784,1.70603252,0.02606636,0.08293853,0.41467864,0.10729946,0.05289990,0.26589474
-4.90145073,2.40333845,0.48246398,1.69990700,0.02629555,0.08156522,0.41083614,0.10637174,0.05413210,0.26790478
-4.89544772,2.39106399,0.48514693,1.69061355,0.02642211,0.08007948,0.40616179,0.10513335,0.05509053,0.26929710
-4.88944472,2.37361095,0.48635034,1.67785532,0.02643997,0.07847132,0.40062063,0.10357897,0.05575240,0.27001739
-4.88344172,2.35073270,0.48592892,1.66145813,0.02634595,0.07673487,0.39420360,0.10171274,0.05610249,0.27002982
-4.87743872,2.32237791,0.48378661,1.64138577,0.02614004,0.07486925,0.38693070,0.09954881,0.05613376,0.26931939
-4.87143572,2.28870473,0.47988270,1.61774997,0.02582550,0.07287926,0.37885277,0.09711152,0.05584776,0.26789335
-4.86543272,2.25008643,0.47423580,1.59081474,0.02540887,0.07077572,0.37005174,0.09443514,0.05525473,0.26578170
-4.85942971,2.20710850,0.46692530,1.56099458,0.02489992,0.06857553,0.36063954,0.09156330,0.05437337,0.26303673
-4.85342671,2.16055704,0.45809038,1.52884682,0.02431134,0.06630137,0.35075553,0.08854793,0.05323040,0.25973164
-4.84742371,2.11139916,0.44792659,1.49505817,0.02365843,0.06398117,0.34056280,0.08544797,0.05185969,0.25595832
-4.84142071,2.06075608,0.43668028,1.46042615,0.02295865,0.06164728,0.33024328,0.08232779,0.05030133,0.25182445
-4.83541771,2.00987012,0.42464100,1.42583611,0.02223104,0.05933550,0.31999224,0.07925532,0.04860029,0.24744999
-4.82941471,1.96006695,0.41213244,1.39223464,0.02149564,0.05708388,0.31001205,0.07630013,0.04680507,0.24296333
-4.82341171,1.91271452,0.39950216,1.36060049,0.02077278,0.05493148,0.30050586,0.07353136,0.04496613,0.23849717
-4.81740870,1.86918030,0.38711076,1.33191397,0.02008248,0.05291713,0.29167116,0.07101570,0.04313435,0.23418439
-4.81140570,1.83078827,0.37532078,1.30712587,0.01944369,0.05107809,0.28369373,0.06881539,0.04135943,0.23015403
-4.80540270,1.79877722,0.36448593,1.28712704,0.01887373,0.04944892,0.27674194,0.06698642,0.03968839,0.22652757
-4.79939970,1.77426178,0.35494097,1.27271943,0.01838767,0.04806040,0.27096195,0.06557683,0.03816414,0.22341561
-4.79339670,1.75819727,0.34699271,1.26458975,0.01799785,0.04693861,0.26647359,0.06462532,0.03682427,0.22091504
-4.78739370,1.75134961,0.34091234,1.26328631,0.01771348,0.04610419,0.26336737,0.06416014,0.03569995,0.21910685
-4.78139070,1.75427117,0.33692944,1.26919991,0.01754035,0.04557185,0.26170247,0.06419821,0.03481515,0.21805451
-4.77538769,1.76728320,0.33522769,1.28254936,0.01748069,0.04535005,0.26150589,0.06474467,0.03418601,0.21780317
-4.76938469,1.79046546,0.33594248,1.30337208,0.01753316,0.04544093,0.26277267,0.06579274,0.03382055,0.21837934
-4.76338169,1.82365349,0.33916034,1.33152019,0.01769294,0.04584043,0.26546730,0.06732393,0.03371857,0.21979141
-4.75737869,1.86644344,0.34492021,1.36666232,0.01795196,0.04653871,0.26952602,0.06930858,0.03387186,0.22203074
-4.75137569,1.91820471,0.35321632,1.40829123,0.01829933,0.04752061,0.27486014,0.07170674,0.03426460,0.22507327
-4.74537269,1.97809983,0.36400249,1.45573710,0.01872174,0.04876643,0.28136015,0.07446940,0.03487405,0.22888169
-4.73936968,2.04511136,0.37719773,1.50818645,0.01920403,0.05025276,0.28890046,0.07753994,0.03567137,0.23340802
-4.73336668,2.11807487,0.39269261,1.56470596,0.01972987,0.05195347,0.29734466,0.08085578,0.03662265,0.23859650
-4.72736368,2.19571709,0.41035629,1.62427088,0.02028235,0.05384070,0.30655100,0.08435030,0.03769008,0.24438663
-4.72136068,2.27669800,0.43004370,1.68579687,0.02084468,0.05588600,0.31637797,0.08795481,0.03883319,0.25071633
-4.71535768,2.35965537,0.45160257,1.74817453,0.02140086,0.05806130,0.32668972,0.09160055,0.04001017,0.25752496
-4.70935468,2.44325010,0.47487994,1.81030516,0.02193629,0.06033996,0.33736097,0.09522070,0.04117922,0.26475617
-4.70335168,2.52621062,0.49972766,1.87113663,0.02243828,0.06269760,0.34828138,0.09875232,0.04229982,0.27236035
-4.69734867,2.60737435,0.52600684,1.92969772,0.02289649,0.06511286,0.35935896,0.10213801,0.04333399,0.28029649
-4.69134567,2.68572455,0.55359065,1.98512956,0.02330327,0.06756793,0.37052240,0.10532748,0.04424743,0.28853357
-4.68534267,2.76042063,0.58236554,2.03671277,0.02365385,0.07004881,0.38172223,0.10827866,0.04501048,0.29705096
-4.67933967,2.83082049,0.61223059,2.08388892,0.02394634,0.07254548,0.39293051,0.11095861,0.04559895,0.30583822
-4.67333667,2.89649373,0.64309513,2.12627530,0.02418165,0.07505157,0.40413930,0.11334392,0.04599472,0.31489386
-4.66733367,2.95722478,0.67487459,2.16367213,0.02436326,0.07756403,0.41535757,0.11542081,0.04618612,0.32422337
-4.66133067,3.01300571,0.70748489,2.19606172,0.02449683,0.08008235,0.42660704,0.11718473,0.04616810,0.33383640
-4.65532766,3.06401900,0.74083568,2.22359964,0.02458973,0.08260770,0.43791686,0.11863973,0.04594211,0.34374332
-4.64932466,3.11061091,0.77482285,2.24659811,0.02465047,0.08514185,0.44931748,0.11979734,0.04551582,0.35395125
-4.64332166,3.15325689,0.80932077,2.26550241,0.02468811,0.08768598,0.46083411,0.12067527,0.04490261,0.36445984
