energy_ev,total_up,Ag_p_up,Ag_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-5.41770885,0.68830705,0.18865615,0.44894301,0.03451351,0.00000000,0.13391437,0.00000000
-5.41170585,0.72597805,0.21160722,0.46994346,0.03802964,0.00000000,0.14248190,0.00000000
-5.40570285,0.76667366,0.23766592,0.49231942,0.04198595,0.00000000,0.15182600,0.00000000
-5.39969985,0.81104205,0.26717851,0.51645920,0.04643922,0.00000000,0.16207348,0.00000000
-5.39369685,0.85978005,0.30049281,0.54278870,0.05144760,0.00000000,0.17335659,0.00000000
-5.38769385,0.91361128,0.33794860,0.57175793,0.05706910,0.00000000,0.18580842,0.00000000
-5.38169085,0.97326092,0.37986701,0.60382545,0.06335992,0.00000000,0.19955779,0.00000000
-5.37568784,1.03942807,0.42653883,0.63944112,0.07037264,0.00000000,0.21472371,0.00000000
-5.36968484,1.11275629,0.47821213,0.67902763,0.07815419,0.00000000,0.23140969,0.00000000
-5.36368184,1.19380348,0.53507945,0.72296150,0.08674374,0.00000000,0.24969797,0.00000000
-5.35767884,1.28301191,0.59726484,0.77155412,0.09617066,0.00000000,0.26964398,0.00000000
-5.35167584,1.38067943,0.66481130,0.82503350,0.10645232,0.00000000,0.29127125,0.00000000
-5.34567284,1.48693297,0.73766867,0.88352725,0.11759212,0.00000000,0.31456677,0.00000000
-5.33966983,1.60170502,0.81568277,0.94704751,0.12957753,0.00000000,0.33947727,0.00000000
-5.33366683,1.72471421,0.89858593,1.01547834,0.14237842,0.00000000,0.36590627,0.00000000
-5.32766383,1.85545061,0.98598950,1.08856602,0.15594561,0.00000000,0.39371232,0.00000000
-5.32166083,1.99316647,1.07737866,1.16591268,0.17020978,0.00000000,0.42270821,0.00000000
-5.31565783,2.13687303,1.17211004,1.24697375,0.18508076,0.00000000,0.45266161,0.00000000
-5.30965483,2.28534370,1.26941249,1.33105930,0.20044727,0.00000000,0.48329680,0.00000000
-5.30365183,2.43712415,1.36839126,1.41733961,0.21617726,0.00000000,0.51429775,0.00000000
-5.29764882,2.59054916,1.46803601,1.50485502,0.23211875,0.00000000,0.54531248,0.00000000
-5.29164582,2.74376651,1.56723267,1.59252996,0.24810135,0.00000000,0.57595859,0.00000000
-5.28564282,2.89476755,1.66477933,1.67919118,0.26393838,0.00000000,0.60582997,0.00000000
-5.27963982,3.04142412,1.75940600,1.76358985,0.27942970,0.00000000,0.63450448,0.00000000
-5.27363682,3.18153123,1.84979807,1.84442713,0.29436513,0.00000000,0.66155257,0.00000000
-5.26763382,3.31285460,1.93462310,1.92038271,0.30852855,0.00000000,0.68654655,0.00000000
-5.26163082,3.43318206,2.01256028,1.99014569,0.32170244,0.00000000,0.70907037,0.00000000
-5.25562781,3.54037744,2.08233184,2.05244700,0.33367290,0.00000000,0.72872965,0.00000000
-5.24962481,3.63243550,2.14273566,2.10609231,0.34423494,0.00000000,0.74516165,0.00000000
-5.24362181,3.70753611,2.19267769,2.14999460,0.35319792,0.00000000,0.75804490,0.00000000
-5.23761881,3.76409593,2.23120340,2.18320516,0.36039092,0.00000000,0.76710821,0.00000000
-5.23161581,3.80081565,2.25752675,2.20494188,0.36566783,0.00000000,0.77213867,0.00000000
-5.22561281,3.81672097,2.27105573,2.21461379,0.36891205,0.00000000,0.77298837,0.00000000
-5.21960980,3.81119555,2.27141303,2.21184084,0.37004044,0.00000000,0.76957958,0.00000000
-5.21360680,3.78400443,2.25845120,2.19646785,0.36900645,0.00000000,0.76190807,0.00000000
-5.20760380,3.73530663,2.23226112,2.16857214,0.36580226,0.00000000,0.75004447,0.00000000
-5.20160080,3.66565624,2.19317352,2.12846422,0.36045970,0.00000000,0.73413344,0.00000000
-5.19559780,3.57599157,2.14175305,2.07668138,0.35305006,0.00000000,0.71439080,0.00000000
-5.18959480,3.46761240,2.07878516,2.01397432,0.34368258,0.00000000,0.69109838,0.00000000
-5.18359180,3.34214628,2.00525602,1.94128718,0.33250170,0.00000000,0.66459710,0.00000000
-5.17758879,3.20150475,1.92232627,1.85973169,0.31968336,0.00000000,0.63527814,0.00000000
-5.17158579,3.04783134,1.83129960,1.77055650,0.30543007,0.00000000,0.60357283,0.00000000
-5.16558279,2.88344321,1.73358735,1.67511273,0.28996545,0.00000000,0.56994139,0.00000000
-5.15957979,2.71076884,1.63067063,1.57481722,0.27352803,0.00000000,0.53486110,0.00000000
-5.15357679,2.53228408,1.52406142,1.47111492,0.25636485,0.00000000,0.49881432,0.00000000
-5.14757379,2.35044919,1.41526416,1.36544181,0.23872492,0.00000000,0.46227670,0.00000000
-5.14157079,2.16764908,1.30573942,1.25918973,0.22085302,0.00000000,0.42570617,0.00000000
-5.13556778,1.98613901,1.19687082,1.15367453,0.20298380,0.00000000,0.38953298,0.00000000
-5.12956478,1.80799754,1.08993652,1.05010840,0.18533669,0.00000000,0.35415121,0.00000000
-5.12356178,1.63508804,0.98608599,0.94957728,0.16811151,0.00000000,0.31991186,0.00000000
-5.11755878,1.46902994,0.88632281,0.85302398,0.15148516,0.00000000,0.28711784,0.00000000
-5.11155578,1.31117987,0.79149365,0.76123712,0.13560923,0.00000000,0.25602084,0.00000000
-5.10555278,1.16262296,0.70228359,0.67484593,0.12060876,0.00000000,0.22682010,0.00000000
-5.09954977,1.02417369,0.61921733,0.59432069,0.10658197,0.00000000,0.19966294,0.00000000
-5.09354677,0.89638540,0.54266596,0.51997822,0.09360097,0.00000000,0.17464697,0.00000000
-5.08754377,0.77956749,0.47285844,0.45199174,0.08171329,0.00000000,0.15182368,0.00000000
-5.08154077,0.67380872,0.40989698,0.39040437,0.07094420,0.00000000,0.13120317,0.00000000
-5.07553777,0.57900527,0.35377540,0.33514529,0.06129949,0.00000000,0.11275974,0.00000000
-5.06953477,0.49489184,0.30439944,0.28604770,0.05276873,0.00000000,0.09643807,0.00000000
-5.06353177,0.42107443,0.26160807,0.24286772,0.04532870,0.00000000,0.08215961,0.00000000
-5.05752876,0.35706321,0.22519485,0.20530328,0.03894695,0.00000000,0.06982902,0.00000000
-5.05152576,0.30230438,0.19492850,0.17301252,0.03358516,0.00000000,0.05934039,0.00000000
-5.04552276,0.25620974,0.17057189,0.14563076,0.02920246,0.00000000,0.05058291,0.00000000
-5.03951976,0.21818334,0.15189886,0.12278593,0.02575824,0.00000000,0.04344609,0.00000000
-5.03351676,0.18764442,0.13870833,0.10411178,0.02321465,0.00000000,0.03782409,0.00000000
-5.02751376,0.16404614,0.13083526,0.08925885,0.02153858,0.00000000,0.03361932,0.00000000
-5.02151076,0.14689017,0.12815824,0.07790305,0.02070310,0.00000000,0.03074516,0.00000000
-5.01550775,0.13573672,0.13060354,0.06975181,0.02068830,0.00000000,0.02912779,0.00000000
-5.00950475,0.13021039,0.13814550,0.06454793,0.02148156,0.00000000,0.02870712,0.00000000
-5.00350175,0.13000197,0.15080340,0.06207124,0.02307730,0.00000000,0.02943696,0.00000000
-4.99749875,0.13486641,0.16863483,0.06213832,0.02547607,0.00000000,0.03128436,0.00000000
-4.99149575,0.14461766,0.19172599,0.06460050,0.02868323,0.00000000,0.03422832,0.00000000
-4.98549275,0.15912051,0.22017904,0.06934038,0.03270713,0.00000000,0.03825783,0.00000000
-4.97948974,0.17828021,0.25409718,0.07626725,0.03755689,0.00000000,0.04336950,0.00000000
-4.97348674,0.20203027,0.29356785,0.08531151,0.04323996,0.00000000,0.04956473,0.00000000
-4.96748374,0.23031916,0.33864476,0.09641863,0.04975941,0.00000000,0.05684669,0.00000000
-4.96148074,0.26309633,0.38932952,0.10954273,0.05711121,0.00000000,0.06521712,0.00000000
-4.95547774,0.30029825,0.44555361,0.12464013,0.06528147,0.00000000,0.07467316,0.00000000
-4.94947474,0.34183507,0.50716157,0.14166312,0.07424401,0.00000000,0.08520427,0.00000000
-4.94347174,0.38757834,0.57389636,0.16055421,0.08395805,0.00000000,0.09678944,0.00000000
-4.93746873,0.43735046,0.64538755,0.18124102,0.09436651,0.00000000,0.10939474,0.00000000
-4.93146573,0.49091607,0.72114338,0.20363202,0.10539473,0.00000000,0.12297135,0.00000000
-4.92546273,0.54797603,0.80054712,0.22761328,0.11694996,0.00000000,0.13745413,0.00000000
-4.91945973,0.60816401,0.88285839,0.25304623,0.12892152,0.00000000,0.15276083,0.00000000
-4.91345673,0.67104592,0.96721972,0.27976660,0.14118172,0.00000000,0.16879192,0.00000000
-4.90745373,0.73612223,1.05266837,0.30758450,0.15358766,0.00000000,0.18543106,0.00000000
-4.90145073,0.80283298,1.13815325,0.33628551,0.16598366,0.00000000,0.20254625,0.00000000
-4.89544772,0.87056535,1.22255654,0.36563280,0.17820451,0.00000000,0.21999151,0.00000000
-4.88944472,0.93866324,1.30471914,0.39537004,0.19007922,0.00000000,0.23760904,0.00000000
-4.88344172,1.00643866,1.38346917,0.42522507,0.20143524,0.00000000,0.25523176,0.00000000
-4.87743872,1.07318414,1.45765229,0.45491388,0.21210296,0.00000000,0.27268618,0.00000000
-4.87143572,1.13818582,1.52616247,0.48414510,0.22192031,0.00000000,0.28979535,0.00000000
-4.86543272,1.20073652,1.58797214,0.51262438,0.23073715,0.00000000,0.30638182,0.00000000
-4.85942971,1.26014835,1.64216008,0.54005881,0.23841948,0.00000000,0.32227062,0.00000000
-4.85342671,1.31576442,1.68793609,0.56616115,0.24485304,0.00000000,0.33729193,0.00000000
-4.84742371,1.36696925,1.72466122,0.59065364,0.24994633,0.00000000,0.35128358,0.00000000
-4.84142071,1.41319767,1.75186284,0.61327159,0.25363278,0.00000000,0.36409327,0.00000000
-4.83541771,1.45394224,1.76924387,0.63376652,0.25587212,0.00000000,0.37558041,0.00000000
-4.82941471,1.48875893,1.77668617,0.65190896,0.25665083,0.00000000,0.38561779,0.00000000
-4.82341171,1.51727143,1.77424786,0.66749098,0.25598166,0.00000000,0.39409291,0.00000000
-4.81740870,1.53917422,1.76215522,0.68032854,0.25390236,0.00000000,0.40090910,0.00000000
-4.81140570,1.55423453,1.74078962,0.69026364,0.25047368,0.00000000,0.40598655,0.00000000
-4.80540270,1.56229363,1.71067045,0.69716645,0.24577672,0.00000000,0.40926318,0.00000000
-4.79939970,1.56326749,1.67243496,0.70093741,0.23990980,0.00000000,0.41069547,0.00000000
-4.79339670,1.55714723,1.62681615,0.70150927,0.23298512,0.00000000,0.41025926,0.00000000
-4.78739370,1.54399917,1.57461973,0.69884914,0.22512517,0.00000000,0.40795045,0.00000000
-4.78139070,1.52396474,1.51670124,0.69296033,0.21645926,0.00000000,0.40378575,0.00000000
-4.77538769,1.49726013,1.45394415,0.68388401,0.20712012,0.00000000,0.39780318,0.00000000
-4.76938469,1.46417537,1.38723972,0.67170038,0.19724085,0.00000000,0.39006248,0.00000000
-4.76338169,1.42507283,1.31746923,0.65652943,0.18695216,0.00000000,0.38064521,0.00000000
-4.75737869,1.38038475,1.24548878,0.63853080,0.17638009,0.00000000,0.36965454,0.00000000
-4.75137569,1.33060968,1.17211697,0.61790290,0.16564413,0.00000000,0.35721457,0.00000000
-4.74537269,1.27630746,1.09812544,0.59488100,0.15485581,0.00000000,0.34346925,0.00000000
-4.73936968,1.21809277,1.02423197,0.56973429,0.14411769,0.00000000,0.32858062,0.00000000
-4.73336668,1.15662709,0.95109612,0.54276191,0.13352277,0.00000000,0.31272673,0.00000000
-4.72736368,1.09260921,0.87931689,0.51428797,0.12315424,0.00000000,0.29609886,0.00000000
-4.72136068,1.02676443,0.80943216,0.48465575,0.11308549,0.00000000,0.27889841,0.00000000
-4.71535768,0.95983277,0.74191953,0.45422131,0.10338036,0.00000000,0.26133347,0.00000000
-4.70935468,0.89255665,0.67719827,0.42334657,0.09409362,0.00000000,0.24361505,0.00000000
-4.70335168,0.82566839,0.61563208,0.39239240,0.08527151,0.00000000,0.22595333,0.00000000
-4.69734867,0.75987813,0.55753247,0.36171179,0.07695247,0.00000000,0.20855399,0.00000000
-4.69134567,0.69586275,0.50316259,0.33164357,0.06916786,0.00000000,0.19161471,0.00000000
-4.68534267,0.63425600,0.45274143,0.30250674,0.06194283,0.00000000,0.17532205,0.00000000
-4.67933967,0.57564064,0.40644828,0.27459593,0.05529712,0.00000000,0.15984889,0.00000000
-4.67333667,0.52054246,0.36442738,0.24817782,0.04924602,0.00000000,0.14535230,0.00000000
-4.66733367,0.46942671,0.32679271,0.22348889,0.04380120,0.00000000,0.13197218,0.00000000
-4.66133067,0.42269673,0.29363295,0.20073437,0.03897168,0.00000000,0.11983047,0.00000000
-4.65532766,0.38069483,0.26501627,0.18008842,0.03476466,0.00000000,0.10903095,0.00000000
-4.64932466,0.34370498,0.24099513,0.16169530,0.03118638,0.00000000,0.09965966,0.00000000
-4.64332166,0.31195722,0.22161069,0.14567154,0.02824293,0.00000000,0.09178573,0.00000000
-4.63731866,0.28563303,0.20689671,0.13210865,0.02594088,0.00000000,0.08546254,0.00000000
-4.63131566,0.26487134,0.19688279,0.12107628,0.02428781,0.00000000,0.08072914,0.00000000
-4.62531266,0.24977453,0.19159661,0.11262539,0.02329270,0.00000000,0.07761166,0.00000000
-4.61930965,0.24041390,0.19106502,0.10679131,0.02296604,0.00000000,0.07612473,0.00000000
-4.61330665,0.23683405,0.19531377,0.10359625,0.02331967,0.00000000,0.07627258,0.00000000
-4.60730365,0.23905583,0.20436568,0.10305121,0.02436643,0.00000000,0.07804992,0.00000000
-4.60130065,0.24707735,0.21823720,0.10515691,0.02611945,0.00000000,0.08144234,0.00000000
-4.59529765,0.26087312,0.23693335,0.10990382,0.02859108,0.00000000,0.08642635,0.00000000
-4.58929465,0.28039091,0.26044110,0.11727111,0.03179168,0.00000000,0.09296883,0.00000000
-4.58329165,0.30554681,0.28872133,0.12722465,0.03572801,0.00000000,0.10102612,0.00000000
-4.57728864,0.33621842,0.32169985,0.13971406,0.04040153,0.00000000,0.11054273,0.00000000
-4.57128564,0.37223684,0.35925765,0.15466918,0.04580649,0.00000000,0.12144968,0.00000000
-4.56528264,0.41337785,0.40122109,0.17199597,0.05192802,0.00000000,0.13366279,0.00000000
-4.55927964,0.45935313,0.44735254,0.19157243,0.05874031,0.00000000,0.14708091,0.00000000
-4.55327664,0.50980203,0.49734213,0.21324465,0.06620496,0.00000000,0.16158435,0.00000000
-4.54727364,0.56428501,0.55080142,0.23682358,0.07426961,0.00000000,0.17703373,0.00000000
-4.54127064,0.62227934,0.60725946,0.26208274,0.08286706,0.00000000,0.19326931,0.00000000
-4.53526763,0.68317781,0.66616210,0.28875731,0.09191495,0.00000000,0.21011115,0.00000000
-4.52926463,0.74629132,0.72687495,0.31654493,0.10131597,0.00000000,0.22736012,0.00000000
-4.52326163,0.81085556,0.78869046,0.34510837,0.11095894,0.00000000,0.24479991,0.00000000
-4.51725863,0.87604226,0.85083928,0.37408031,0.12072056,0.00000000,0.26220016,0.00000000
-4.51125563,0.94097503,0.91250595,0.40307016,0.13046791,0.00000000,0.27932063,0.00000000
-4.50525263,1.00474953,0.97284860,0.43167297,0.14006171,0.00000000,0.29591646,0.00000000
-4.49924962,1.06645748,1.03102231,0.45948006,0.14936019,0.00000000,0.31174430,0.00000000
-4.49324662,1.12521378,1.08620516,0.48609110,0.15822351,0.00000000,0.32656919,0.00000000
-4.48724362,1.18018568,1.13762618,0.51112724,0.16651844,0.00000000,0.34017192,0.00000000
-4.48124062,1.23062269,1.18459395,0.53424457,0.17412330,0.00000000,0.35235654,0.00000000
-4.47523762,1.27588592,1.22652447,0.55514737,0.18093271,0.00000000,0.36295773,0.00000000
-4.46923462,1.31547534,1.26296703,0.57360049,0.18686214,0.00000000,0.37184767,0.00000000
-4.46323162,1.34905337,1.29362655,0.58944010,0.19185187,0.00000000,0.37894194,0.00000000
-4.45722861,1.37646345,1.31838116,0.60258224,0.19587015,0.00000000,0.38420421,0.00000000
-4.45122561,1.39774237,1.33729380,0.61302849,0.19891553,0.00000000,0.38764939,0.00000000
-4.44522261,1.41312527,1.35061695,0.62086847,0.20101793,0.00000000,0.38934495,0.00000000
-4.43921961,1.42304266,1.35878983,0.62627867,0.20223863,0.00000000,0.38941025,0.00000000
-4.43321661,1.42810923,1.36242775,0.62951763,0.20266888,0.00000000,0.38801382,0.00000000
-4.42721361,1.42910436,1.36230381,0.63091740,0.20242735,0.00000000,0.38536854,0.00000000
-4.42121061,1.42694515,1.35932327,0.63087160,0.20165631,0.00000000,0.38172497,0.00000000
-4.41520760,1.42265252,1.35449165,0.62982042,0.20051678,0.00000000,0.37736286,0.00000000
-4.40920460,1.41731203,1.34887748,0.62823325,0.19918276,0.00000000,0.37258130,0.00000000
-4.40320160,1.41203075,1.34357142,0.62658951,0.19783488,0.00000000,0.36768786,0.00000000
-4.39719860,1.40789216,1.33964331,0.62535866,0.19665351,0.00000000,0.36298707,0.00000000
-4.39119560,1.40591093,1.33809898,0.62498017,0.19581189,0.00000000,0.35876883,0.00000000
-4.38519260,1.40698969,1.33983869,0.62584444,0.19546927,0.00000000,0.35529726,0.00000000
-4.37918959,1.41187968,1.34561895,0.62827542,0.19576460,0.00000000,0.35280029,0.00000000
-4.37318659,1.42114695,1.35601948,0.63251581,0.19681083,0.00000000,0.35146065,0.00000000
-4.36718359,1.43514582,1.37141667,0.63871552,0.19869020,0.00000000,0.35140851,0.00000000
-4.36118059,1.45400068,1.39196467,0.64692388,0.20145060,0.00000000,0.35271617,0.00000000
-4.35517759,1.47759694,1.41758504,0.65708594,0.20510319,0.00000000,0.35539494,0.00000000
-4.34917459,1.50558162,1.44796524,0.66904306,0.20962140,0.00000000,0.35939438,0.00000000
-4.34317159,1.53737346,1.48256624,0.68253779,0.21494128,0.00000000,0.36460394,0.00000000
-4.33716858,1.57218217,1.52063866,0.69722270,0.22096325,0.00000000,0.37085689,0.00000000
-4.33116558,1.60903596,1.56124697,0.71267287,0.22755514,0.00000000,0.37793639,0.00000000
-4.32516258,1.64681608,1.60330072,0.72840145,0.23455637,0.00000000,0.38558337,0.00000000
-4.31915958,1.68429707,1.64559134,0.74387761,0.24178325,0.00000000,0.39350603,0.00000000
-4.31315658,1.72019080,1.68683338,0.75854608,0.24903496,0.00000000,0.40139036,0.00000000
-4.30715358,1.75319274,1.72570815,0.77184750,0.25610025,0.00000000,0.40891146,0.00000000
