energy_ev,total_up,Ag_p_up,Ag_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.31565783,3.59074764,0.84734090,2.27337514,0.28710352,0.00386589,0.20722857,0.02910022,0.72850916
-5.30965483,3.57236262,0.84734212,2.25456723,0.28709096,0.00371716,0.19790213,0.02969842,0.73873154
-5.30365183,3.56038886,0.85005920,2.24013153,0.28708094,0.00357443,0.18938840,0.03031243,0.74904189
-5.29764882,3.55406106,0.85541502,2.22956406,0.28703312,0.00343715,0.18171547,0.03092570,0.75922285
-5.29164582,3.55253805,0.86326690,2.22232332,0.28690634,0.00330495,0.17489528,0.03152184,0.76905870
-5.28564282,3.55493205,0.87341043,2.21784984,0.28666026,0.00317766,0.16892446,0.03208520,0.77834145
-5.27963982,3.56033661,0.88558465,2.21558413,0.28625703,0.00305538,0.16378551,0.03260121,0.78687663
-5.27363682,3.56785263,0.89947882,2.21498269,0.28566285,0.00293843,0.15944806,0.03305681,0.79448857
-5.26763382,3.57661228,0.91474032,2.21553211,0.28484945,0.00282742,0.15587036,0.03344071,0.80102493
-5.26163082,3.58580040,0.93098373,2.21676111,0.28379541,0.00272323,0.15300095,0.03374363,0.80636058
-5.25562781,3.59467354,0.94780094,2.21825065,0.28248731,0.00262695,0.15078043,0.03395844,0.81040063
-5.24962481,3.60257636,0.96477191,2.21964211,0.28092064,0.00253996,0.14914330,0.03408021,0.81308255
-5.24362181,3.60895556,0.98147597,2.22064389,0.27910045,0.00246383,0.14801994,0.03410624,0.81437751
-5.23761881,3.61337135,0.99750337,2.22103626,0.27704173,0.00240029,0.14733854,0.03403597,0.81429079
-5.23161581,3.61550647,1.01246684,2.22067493,0.27476949,0.00235128,0.14702711,0.03387088,0.81286143
-5.22561281,3.61517275,1.02601275,2.21949312,0.27231843,0.00231880,0.14701536,0.03361430,0.81016106
-5.21960980,3.61231521,1.03783168,2.21750237,0.26973246,0.00230497,0.14723649,0.03327127,0.80629204
-5.21360680,3.60701359,1.04766809,2.21479195,0.26706370,0.00231193,0.14762890,0.03284829,0.80138497
-5.20760380,3.59948107,1.05532862,2.21152680,0.26437132,0.00234182,0.14813761,0.03235310,0.79559562
-5.20160080,3.59006022,1.06068893,2.20794401,0.26172008,0.00239670,0.14871552,0.03179448,0.78910134
-5.19559780,3.57921564,1.06369868,2.20434748,0.25917853,0.00247858,0.14932436,0.03118201,0.78209704
-5.18959480,3.56752342,1.06438435,2.20110076,0.25681720,0.00258925,0.14993535,0.03052585,0.77479083
-5.18359180,3.55565697,1.06284983,2.19861790,0.25470645,0.00273035,0.15052951,0.02983654,0.76739924
-5.17758879,3.54436942,1.05927448,2.19735222,0.25291440,0.00290323,0.15109760,0.02912480,0.76014229
-5.17158579,3.53447232,1.05390866,2.19778295,0.25150474,0.00310893,0.15163980,0.02840133,0.75323825
-5.16558279,3.52681109,1.04706672,2.20039994,0.25053464,0.00334812,0.15216492,0.02767666,0.74689831
-5.15957979,3.52223746,1.03911755,2.20568662,0.25005276,0.00362106,0.15268938,0.02696094,0.74132116
-5.15357679,3.52157951,1.03047278,2.21410153,0.25009741,0.00392751,0.15323586,0.02626380,0.73668765
-5.14757379,3.52561011,1.02157320,2.22605899,0.25069498,0.00426674,0.15383169,0.02559418,0.73315549
-5.14157079,3.53501468,1.01287345,2.24190953,0.25185866,0.00463742,0.15450709,0.02496018,0.73085434
-5.13556778,3.55035954,1.00482580,2.26192080,0.25358742,0.00503762,0.15529325,0.02436889,0.72988121
-5.12956478,3.57206202,0.99786341,2.28625986,0.25586546,0.00546480,0.15622038,0.02382630,0.73029655
-5.12356178,3.60036378,0.99238375,2.31497762,0.25866198,0.00591574,0.15731572,0.02333714,0.73212102
-5.11755878,3.63530858,0.98873292,2.34799640,0.26193140,0.00638656,0.15860178,0.02290481,0.73533320
-5.11155578,3.67672600,0.98719138,2.38510144,0.26561395,0.00687276,0.16009460,0.02253126,0.73986842
-5.10555278,3.72422203,0.98796194,2.42593691,0.26963673,0.00736921,0.16180238,0.02221701,0.74561875
-5.09954977,3.77717765,0.99116031,2.47000725,0.27391506,0.00787019,0.16372435,0.02196109,0.75243438
-5.09354677,3.83475587,0.99680892,2.51668397,0.27835431,0.00836952,0.16585004,0.02176108,0.76012635
-5.08754377,3.89591765,1.00483418,2.56521819,0.28285194,0.00886057,0.16815894,0.02161316,0.76847073
-5.08154077,3.95944653,1.01506744,2.61475867,0.28729981,0.00933645,0.17062052,0.02151226,0.77721404
-5.07553777,4.02398145,1.02724958,2.66437516,0.29158675,0.00979007,0.17319478,0.02145215,0.78608009
-5.06953477,4.08805689,1.04103922,2.71308612,0.29560121,0.01021436,0.17583311,0.02142565,0.79477772
-5.06353177,4.15014907,1.05602406,2.75989028,0.29923395,0.01060238,0.17847954,0.02142483,0.80300948
-5.05752876,4.20872650,1.07173501,2.80380062,0.30238077,0.01094751,0.18107235,0.02144124,0.81048088
-5.05152576,4.26230310,1.08766237,2.84387980,0.30494509,0.01124367,0.18354583,0.02146615,0.81690982
-5.04552276,4.30949189,1.10327353,2.87927549,0.30684035,0.01148544,0.18583236,0.02149081,0.82203599
-5.03951976,4.34905696,1.11803123,2.90925437,0.30799219,0.01166827,0.18786440,0.02150672,0.82562980
-5.03351676,4.37996186,1.13141178,2.93323328,0.30834033,0.01178865,0.18957667,0.02150581,0.82750057
-5.02751376,4.40141229,1.14292237,2.95080633,0.30784005,0.01184421,0.19090805,0.02148072,0.82750353
-5.02151076,4.41289136,1.15211686,2.96176680,0.30646330,0.01183386,0.19180347,0.02142495,0.82554563
-5.01550775,4.41418604,1.15860940,2.96612283,0.30419936,0.01175788,0.19221546,0.02133304,0.82158960
-5.00950475,4.40540367,1.16208550,2.96410614,0.30105512,0.01161794,0.19210546,0.02120069,0.81565646
-5.00350175,4.38697775,1.16231024,2.95617339,0.29705491,0.01141711,0.19144474,0.02102487,0.80782617
-4.99749875,4.35966289,1.15913345,2.94299983,0.29223988,0.01115984,0.19021504,0.02080386,0.79823656
-4.99149575,4.32451896,1.15249188,2.92546533,0.28666718,0.01085189,0.18840880,0.02053726,0.78708055
-4.98549275,4.28288493,1.14240865,2.90463313,0.28040867,0.01050019,0.18602907,0.02022605,0.77460184
-4.97948974,4.23634347,1.12899004,2.88172175,0.27354951,0.01011274,0.18308910,0.01987247,0.76108929
-4.97348674,4.18667720,1.11242022,2.85807094,0.26618648,0.00969839,0.17961167,0.01948005,0.74687015
-4.96748374,4.13581838,1.09295421,2.83510246,0.25842626,0.00926673,0.17562822,0.01905353,0.73230247
-4.96148074,4.08579329,1.07090961,2.81427700,0.25038358,0.00882779,0.17117784,0.01859875,0.71776697
-4.95547774,4.03866325,1.04665745,2.79704833,0.24217940,0.00839191,0.16630608,0.01812261,0.70365848
-4.94947474,3.99646403,1.02061263,2.78481608,0.23393903,0.00796952,0.16106385,0.01763299,0.69037741
-4.94347174,3.96114530,0.99322422,2.77887857,0.22579039,0.00757089,0.15550617,0.01713861,0.67832127
-4.93746873,3.93451202,0.96496591,2.78038721,0.21786222,0.00720601,0.14969103,0.01664901,0.66787653
-4.93146573,3.91816931,0.93632665,2.79030380,0.21028233,0.00688440,0.14367835,0.01617436,0.65941079
-4.92546273,3.91347240,0.90780166,2.80936227,0.20317591,0.00661495,0.13752886,0.01572541,0.65326557
-4.91945973,3.92148311,0.87988376,2.83803631,0.19666378,0.00640580,0.13130322,0.01531334,0.64974956
-4.91345673,3.94293397,0.85305494,2.87651389,0.19086060,0.00626426,0.12506111,0.01494961,0.64913250
-4.90745373,3.97820114,0.82777812,2.92468003,0.18587307,0.00619670,0.11886035,0.01464577,0.65163961
-4.90145073,4.02728688,0.80448892,2.98210858,0.18179794,0.00620851,0.11275620,0.01441331,0.65744660
-4.89544772,4.08981218,0.78358756,3.04806357,0.17872006,0.00630401,0.10680054,0.01426336,0.66667528
-4.88944472,4.16501970,0.76543071,3.12151053,0.17671027,0.00648646,0.10104119,0.01420652,0.67938973
-4.88344172,4.25178728,0.75032340,3.20113765,0.17582333,0.00675801,0.09552122,0.01425252,0.69559311
-4.87743872,4.34865135,0.73851115,3.28538637,0.17609582,0.00711964,0.09027831,0.01440995,0.71522509
-4.87143572,4.45383989,0.73017247,3.37249062,0.17754415,0.00757118,0.08534411,0.01468595,0.73816009
-4.86543272,4.56531382,0.72541209,3.46052337,0.18016284,0.00811127,0.08074379,0.01508589,0.76420629
-4.85942971,4.68081569,0.72425515,3.54744917,0.18392299,0.00873734,0.07649552,0.01561304,0.79310559
-4.85342671,4.79792409,0.72664276,3.63118069,0.18877121,0.00944558,0.07261021,0.01626835,0.82453475
-4.84742371,4.91411229,0.73242934,3.70963727,0.19462914,0.01023094,0.06909130,0.01705014,0.85810766
-4.84142071,5.02680915,0.74138203,3.78080346,0.20139351,0.01108713,0.06593480,0.01795394,0.89337901
-4.83541771,5.13346068,0.75318252,3.84278525,0.20893696,0.01200663,0.06312944,0.01897237,0.92984953
-4.82941471,5.23159028,0.76743144,3.89386208,0.21710963,0.01298074,0.06065709,0.02009509,0.96697265
-4.82341171,5.31885613,0.78365557,3.93253273,0.22574155,0.01399961,0.05849333,0.02130885,1.00416288
-4.81740870,5.39310416,0.80131769,3.95755362,0.23464587,0.01505237,0.05660821,0.02259764,1.04080581
-4.81140570,5.45241532,0.81982900,3.96796831,0.24362276,0.01612722,0.05496728,0.02394296,1.07626947
-4.80540270,5.49514619,0.83856394,3.96312748,0.25246406,0.01721165,0.05353261,0.02532418,1.10991723
-4.79939970,5.51996208,0.85687674,3.94269915,0.26095844,0.01829256,0.05226405,0.02671899,1.14112155
-4.79339670,5.52586222,0.87411941,3.90666912,0.26889687,0.01935657,0.05112052,0.02810396,1.16927868
-4.78739370,5.51219687,0.88966038,3.85533240,0.27607840,0.02039020,0.05006123,0.02945518,1.19382356
-4.78139070,5.47867622,0.90290320,3.78927632,0.28231579,0.02138023,0.04904704,0.03074888,1.21424455
-4.77538769,5.42537138,0.91330446,3.70935660,0.28744092,0.02231388,0.04804155,0.03196218,1.23009759
-4.76938469,5.35270780,0.92039025,3.61666763,0.29130976,0.02317922,0.04701218,0.03307374,1.24101897
-4.76338169,5.26145153,0.92377058,3.51250856,0.29380659,0.02396533,0.04593109,0.03406443,1.24673641
-4.75737869,5.15268896,0.92315093,3.39834644,0.29484742,0.02466261,0.04477578,0.03491791,1.24707776
-4.75137569,5.02780053,0.91834065,3.27577805,0.29438234,0.02526297,0.04352966,0.03562114,1.24197698
-4.74537269,4.88842917,0.90925782,3.14649150,0.29239674,0.02575999,0.04218221,0.03616475,1.23147702
-4.73936968,4.73644418,0.89593033,3.01222889,0.28891140,0.02614902,0.04072905,0.03654332,1.21572932
-4.73336668,4.57390129,0.87849318,2.87475077,0.28398138,0.02642727,0.03917170,0.03675546,1.19498995
-4.72736368,4.40299975,0.85718233,2.73580334,0.27769380,0.02659374,0.03751722,0.03680376,1.16961238
-4.72136068,4.22603741,0.83232522,2.59708865,0.27016456,0.02664919,0.03577763,0.03669464,1.14003720
-4.71535768,4.04536469,0.80432857,2.46023839,0.26153430,0.02659603,0.03396922,0.03643795,1.10677908
-4.70935468,3.86333859,0.77366409,2.32679128,0.25196360,0.02643811,0.03211179,0.03604663,1.07041165
-4.70335168,3.68227778,0.74085266,2.19817417,0.24162781,0.02618054,0.03022778,0.03553607,1.03155079
-4.69734867,3.50441986,0.70644784,2.07568686,0.23071161,0.02582947,0.02834149,0.03492359,0.99083714
-4.69134567,3.33188205,0.67101943,1.96049038,0.21940368,0.02539185,0.02647818,0.03422774,0.94891857
-4.68534267,3.16662606,0.63513761,1.85359869,0.20789148,0.02487519,0.02466338,0.03346771,0.90643331
-4.67933967,3.01042833,0.59935860,1.75587349,0.19635668,0.02428733,0.02292222,0.03266273,0.86399454
-4.67333667,2.86485623,0.56421200,1.66802193,0.18497104,0.02363628,0.02127882,0.03183149,0.82217691
-4.66733367,2.73125071,0.53019045,1.59059696,0.17389312,0.02293001,0.01975590,0.03099175,0.78150558
-4.66133067,2.61071578,0.49774178,1.52400004,0.16326584,0.02217634,0.01837443,0.03015991,0.74244805
-4.65532766,2.50411467,0.46726366,1.46848581,0.15321481,0.02138286,0.01715345,0.02935082,0.70540899
-4.64932466,2.41207241,0.43910077,1.42416862,0.14384760,0.02055686,0.01610995,0.02857766,0.67072809
-4.64332166,2.33498430,0.41354429,1.39103033,0.13525371,0.01970531,0.01525891,0.02785189,0.63868060
-4.63731866,2.27302939,0.39083330,1.36892926,0.12750523,0.01883490,0.01461330,0.02718337,0.60948055
-4.63131566,2.22618786,0.37115782,1.35760981,0.12065806,0.01795204,0.01418423,0.02658048,0.58328581
-4.62531266,2.19426139,0.35466285,1.35671251,0.11475346,0.01706296,0.01398105,0.02605042,0.56020487
-4.61930965,2.17689499,0.34145310,1.36578423,0.10981985,0.01617372,0.01401145,0.02559941,0.54030438
-4.61330665,2.17359935,0.33159776,1.38428818,0.10587463,0.01529027,0.01428153,0.02523293,0.52361710
-4.60730365,2.18377238,0.32513495,1.41161360,0.10292590,0.01441857,0.01479582,0.02495605,0.51014952
-4.60130065,2.20671908,0.32207546,1.44708499,0.10097400,0.01356455,0.01555721,0.02477352,0.49988874
-4.59529765,2.24166892,0.32240549,1.48997075,0.10001259,0.01273418,0.01656680,0.02468996,0.49280799
-4.58929465,2.28779022,0.32608812,1.53949128,0.10002943,0.01193347,0.01782373,0.02470988,0.48887073
-4.58329165,2.34420129,0.33306370,1.59482654,0.10100670,0.01116846,0.01932484,0.02483764,0.48803284
-4.57728864,2.40997837,0.34324886,1.65512336,0.10292089,0.01044516,0.02106436,0.02507727,0.49024313
-4.57128564,2.48416066,0.35653467,1.71950235,0.10574234,0.00976955,0.02303355,0.02543232,0.49544208
-4.56528264,2.56575297,0.37278398,1.78706504,0.10943446,0.00914747,0.02522030,0.02590549,0.50355902
-4.55927964,2.65372680,0.39182835,1.85690102,0.11395282,0.00858454,0.02760880,0.02649832,0.51450832
-4.55327664,2.74702053,0.41346514,1.92809562,0.11924420,0.00808612,0.03017926,0.02721077,0.52818465
-4.54727364,2.84453984,0.43745485,1.99973806,0.12524572,0.00765716,0.03290772,0.02804087,0.54445815
-4.54127064,2.94515905,0.46351954,2.07093030,0.13188422,0.00730218,0.03576604,0.02898437,0.56316972
-4.53526763,3.04772430,0.49134238,2.14079657,0.13907600,0.00702509,0.03872195,0.03003439,0.58412712
-4.52926463,3.15105923,0.52056881,2.20849351,0.14672707,0.00682918,0.04173941,0.03118128,0.60710223
-4.52326163,3.25397350,0.55080951,2.27322082,0.15473391,0.00671701,0.04477904,0.03241244,0.63182985
-4.51725863,3.35527447,0.58164526,2.33423219,0.16298485,0.00669036,0.04779880,0.03371242,0.65800835
-4.51125563,3.45378185,0.61263365,2.39084612,0.17136202,0.00675016,0.05075487,0.03506301,0.68530223
-4.50525263,3.54834515,0.64331760,2.44245644,0.17974390,0.00689643,0.05360261,0.03644357,0.71334671
-4.49924962,3.63786315,0.67323526,2.48854196,0.18800824,0.00712832,0.05629773,0.03783146,0.74175420
-4.49324662,3.72130482,0.70193104,2.52867484,0.19603541,0.00744401,0.05879746,0.03920259,0.77012232
