energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,W_p_up,W_d_up
-5.17158579,1.68599663,0.01758339,0.76726725,0.34543970,0.00719682,0.75863972,0.52838520
-5.16558279,1.69261965,0.01796895,0.76908374,0.34579363,0.00732406,0.75832467,0.52670154
-5.15957979,1.70096787,0.01836784,0.77283529,0.34616503,0.00744809,0.75906551,0.52572775
-5.15357679,1.71056412,0.01876576,0.77821902,0.34653245,0.00756593,0.76065299,0.52529975
-5.14757379,1.72087990,0.01914859,0.78489073,0.34686833,0.00767460,0.76285839,0.52523670
-5.14157079,1.73134520,0.01950265,0.79247299,0.34713774,0.00777110,0.76543686,0.52534569
-5.13556778,1.74135989,0.01981505,0.80056417,0.34729755,0.00785256,0.76813125,0.52542688
-5.12956478,1.75030655,0.02007394,0.80874828,0.34729601,0.00791626,0.77067643,0.52527878
-5.12356178,1.75756424,0.02026881,0.81660506,0.34707289,0.00795970,0.77280393,0.52470355
-5.11755878,1.76252276,0.02039074,0.82372018,0.34656022,0.00798067,0.77424689,0.52351218
-5.11155578,1.76459718,0.02043256,0.82969510,0.34568356,0.00797730,0.77474517,0.52152919
-5.10555278,1.76324203,0.02038905,0.83415643,0.34436384,0.00794808,0.77405060,0.51859698
-5.09954977,1.75796479,0.02025699,0.83676446,0.34251968,0.00789193,0.77193210,0.51457954
-5.09354677,1.74833837,0.02003521,0.83722075,0.34007006,0.00780822,0.76818082,0.50936544
-5.08754377,1.73401224,0.01972459,0.83527450,0.33693733,0.00769676,0.76261491,0.50287016
-5.08154077,1.71472173,0.01932796,0.83072775,0.33305022,0.00755784,0.75508399,0.49503768
-5.07553777,1.69029550,0.01884997,0.82343920,0.32834695,0.00739221,0.74547314,0.48584124
-5.06953477,1.66066075,0.01829695,0.81332664,0.32277806,0.00720108,0.73370619,0.47528348
-5.06353177,1.62584614,0.01767666,0.80036799,0.31630896,0.00698607,0.71974834,0.46339581
-5.05752876,1.58598220,0.01699808,0.78460101,0.30892202,0.00674920,0.70360790,0.45023721
-5.05152576,1.54129936,0.01627112,0.76612166,0.30061810,0.00649283,0.68533704,0.43589241
-5.04552276,1.49212348,0.01550640,0.74508112,0.29141740,0.00621963,0.66503154,0.42046962
-5.03951976,1.43886905,0.01471493,0.72168178,0.28135969,0.00593253,0.64282945,0.40409779
-5.03351676,1.38203022,0.01390788,0.69617201,0.27050374,0.00563462,0.61890868,0.38692356
-5.02751376,1.32216990,0.01309630,0.66884014,0.25892616,0.00532916,0.59348352,0.36910787
-5.02151076,1.25990721,0.01229095,0.64000753,0.24671954,0.00501943,0.56680021,0.35082249
-5.01550775,1.19590362,0.01150203,0.61002111,0.23399012,0.00470875,0.53913163,0.33224631
-5.00950475,1.13084821,0.01073903,0.57924548,0.22085492,0.00440037,0.51077123,0.31356168
-5.00350175,1.06544243,0.01001062,0.54805469,0.20743866,0.00409743,0.48202647,0.29495073
-4.99749875,1.00038476,0.00932447,0.51682410,0.19387040,0.00380291,0.45321184,0.27659185
-4.99149575,0.93635578,0.00868723,0.48592227,0.18028025,0.00351957,0.42464184,0.25865625
-4.98549275,0.87400397,0.00810440,0.45570329,0.16679604,0.00324992,0.39662390,0.24130489
-4.97948974,0.81393264,0.00758039,0.42649959,0.15354029,0.00299618,0.36945164,0.22468560
-4.97348674,0.75668829,0.00711841,0.39861541,0.14062742,0.00276026,0.34339860,0.20893054
-4.96748374,0.70275071,0.00672058,0.37232115,0.12816139,0.00254373,0.31871255,0.19415416
-4.96148074,0.65252491,0.00638788,0.34784858,0.11623378,0.00234780,0.29561060,0.18045141
-4.95547774,0.60633514,0.00612023,0.32538716,0.10492236,0.00217333,0.27427516,0.16789655
-4.94947474,0.56442093,0.00591653,0.30508131,0.09429012,0.00202083,0.25485083,0.15654226
-4.94347174,0.52693525,0.00577473,0.28702881,0.08438484,0.00189043,0.23744231,0.14641934
-4.93746873,0.49394459,0.00569188,0.27128033,0.07523910,0.00178194,0.22211320,0.13753675
-4.93146573,0.46543103,0.00566424,0.25783988,0.06687074,0.00169481,0.20888592,0.12988210
-4.92546273,0.44129599,0.00568729,0.24666637,0.05928359,0.00162820,0.19774240,0.12342262
-4.91945973,0.42136561,0.00575589,0.23767603,0.05246865,0.00158095,0.18862578,0.11810640
-4.91345673,0.40539742,0.00586429,0.23074564,0.04640540,0.00155165,0.18144281,0.11386405
-4.90745373,0.39308833,0.00600629,0.22571659,0.04106327,0.00153866,0.17606704,0.11061063
-4.90145073,0.38408344,0.00617528,0.22239951,0.03640336,0.00154010,0.17234263,0.10824788
-4.89544772,0.37798575,0.00636438,0.22057949,0.03238000,0.00155396,0.17008871,0.10666666
-4.88944472,0.37436642,0.00656653,0.22002172,0.02894251,0.00157806,0.16910420,0.10574956
-4.88344172,0.37277535,0.00677463,0.22047747,0.02603677,0.00161016,0.16917297,0.10537368
-4.87743872,0.37275204,0.00698162,0.22169027,0.02360678,0.00164795,0.17006929,0.10541348
-4.87143572,0.37383636,0.00718067,0.22340218,0.02159610,0.00168914,0.17156335,0.10574367
-4.86543272,0.37557917,0.00736525,0.22536004,0.01994913,0.00173148,0.17342694,0.10624203
-4.85942971,0.37755250,0.00752933,0.22732151,0.01861228,0.00177280,0.17543885,0.10679224
-4.85342671,0.37935908,0.00766744,0.22906087,0.01753498,0.00181109,0.17739023,0.10728650
-4.84742371,0.38064116,0.00777487,0.23037431,0.01667050,0.00184453,0.17908944,0.10762797
-4.84142071,0.38108815,0.00784774,0.23108467,0.01597668,0.00187151,0.18036655,0.10773291
-4.83541771,0.38044313,0.00788309,0.23104548,0.01541643,0.00189070,0.18107712,0.10753257
-4.82941471,0.37850800,0.00787903,0.23014413,0.01495817,0.00190106,0.18110532,0.10697463
-4.82341171,0.37514699,0.00783473,0.22830414,0.01457607,0.00190186,0.18036626,0.10602426
-4.81740870,0.37028862,0.00775047,0.22548643,0.01425016,0.00189271,0.17880736,0.10466467
-4.81140570,0.36392588,0.00762770,0.22168953,0.01396641,0.00187356,0.17640883,0.10289726
-4.80540270,0.35611474,0.00746893,0.21694870,0.01371657,0.00184468,0.17318325,0.10074119
-4.79939970,0.34697092,0.00727774,0.21133403,0.01349804,0.00180667,0.16917411,0.09823257
-4.79339670,0.33666513,0.00705868,0.20494757,0.01331358,0.00176041,0.16445361,0.09542308
-4.78739370,0.32541684,0.00681716,0.19791953,0.01317096,0.00170706,0.15911954,0.09237827
-4.78139070,0.31348680,0.00655931,0.19040372,0.01308261,0.00164798,0.15329159,0.08917543
-4.77538769,0.30116863,0.00629182,0.18257236,0.01306512,0.00158473,0.14710708,0.08590122
-4.76938469,0.28877959,0.00602181,0.17461049,0.01313882,0.00151898,0.14071627,0.08264901
-4.76338169,0.27665099,0.00575661,0.16671007,0.01332722,0.00145248,0.13427747,0.07951613
-4.75737869,0.26511841,0.00550360,0.15906398,0.01365650,0.00138700,0.12795212,0.07660099
-4.75137569,0.25451211,0.00527003,0.15186016,0.01415502,0.00132429,0.12189992,0.07400035
-4.74537269,0.24514786,0.00506284,0.14527605,0.01485272,0.00126599,0.11627419,0.07180652
-4.73936968,0.23731840,0.00488849,0.13947343,0.01578066,0.00121366,0.11121764,0.07010490
-4.73336668,0.23128593,0.00475283,0.13459385,0.01697043,0.00116864,0.10685862,0.06897165
-4.72736368,0.22727555,0.00466095,0.13075480,0.01845370,0.00113210,0.10330792,0.06847174
-4.72136068,0.22547003,0.00461709,0.12804664,0.02026173,0.00110499,0.10065620,0.06865730
-4.71535768,0.22600592,0.00462450,0.12653044,0.02242485,0.00108800,0.09897210,0.06956641
-4.70935468,0.22897104,0.00468544,0.12623664,0.02497208,0.00108156,0.09830106,0.07122228
-4.70335168,0.23440341,0.00480110,0.12716479,0.02793061,0.00108587,0.09866476,0.07363287
-4.69734867,0.24229163,0.00497155,0.12928401,0.03132548,0.00110086,0.10006134,0.07679097
-4.69134567,0.25257656,0.00519582,0.13253453,0.03517908,0.00112624,0.10246609,0.08067466
-4.68534267,0.26515432,0.00547186,0.13682991,0.03951084,0.00116148,0.10583286,0.08524823
-4.67933967,0.27988037,0.00579659,0.14206004,0.04433678,0.00120589,0.11009586,0.09046342
-4.67333667,0.29657460,0.00616601,0.14809486,0.04966915,0.00125862,0.11517200,0.09626104
-4.66733367,0.31502710,0.00657527,0.15478847,0.05551604,0.00131867,0.12096349,0.10257276
-4.66133067,0.33500455,0.00701875,0.16198367,0.06188098,0.00138499,0.12736074,0.10932315
-4.65532766,0.35625685,0.00749018,0.16951675,0.06876249,0.00145645,0.13424546,0.11643182
-4.64932466,0.37852377,0.00798282,0.17722228,0.07615372,0.00153191,0.14149376,0.12381555
-4.64332166,0.40154142,0.00848953,0.18493778,0.08404196,0.00161028,0.14897927,0.13139035
-4.63731866,0.42504818,0.00900296,0.19250812,0.09240824,0.00169048,0.15657611,0.13907342
-4.63131566,0.44878998,0.00951566,0.19978946,0.10122688,0.00177152,0.16416168,0.14678482
-4.62531266,0.47252472,0.01002026,0.20665261,0.11046510,0.00185252,0.17161912,0.15444884
-4.61930965,0.49602565,0.01050957,0.21298564,0.12008272,0.00193266,0.17883945,0.16199508
-4.61330665,0.51908368,0.01097674,0.21869583,0.13003187,0.00201129,0.18572326,0.16935916
-4.60730365,0.54150862,0.01141533,0.22371063,0.14025692,0.00208784,0.19218204,0.17648298
-4.60130065,0.56312945,0.01181946,0.22797797,0.15069450,0.00216184,0.19813897,0.18331473
-4.59529765,0.58379364,0.01218386,0.23146563,0.16127377,0.00223294,0.20352940,0.18980856
-4.58929465,0.60336583,0.01250394,0.23416003,0.17191695,0.00230085,0.20830087,0.19592404
-4.58329165,0.62172604,0.01277586,0.23606441,0.18254005,0.00236535,0.21241278,0.20162542
-4.57728864,0.63876770,0.01299653,0.23719653,0.19305401,0.00242627,0.21583584,0.20688089
-4.57128564,0.65439566,0.01316365,0.23758613,0.20336599,0.00248343,0.21855132,0.21166182
-4.56528264,0.66852464,0.01327568,0.23727229,0.21338110,0.00253670,0.22055011,0.21594220
-4.55927964,0.68107800,0.01333186,0.23630081,0.22300424,0.00258589,0.22183184,0.21969820
-4.55327664,0.69198732,0.01333218,0.23472177,0.23214223,0.00263083,0.22240393,0.22290801
-4.54727364,0.70119254,0.01327730,0.23258743,0.24070602,0.00267129,0.22228078,0.22555198
-4.54127064,0.70864295,0.01316859,0.22995052,0.24861291,0.00270704,0.22148303,0.22761299
-4.53526763,0.71429866,0.01300802,0.22686291,0.25578879,0.00273779,0.22003692,0.22907708
-4.52926463,0.71813264,0.01279814,0.22337478,0.26217005,0.00276325,0.21797386,0.22993434
-4.52326163,0.72013296,0.01254202,0.21953414,0.26770537,0.00278311,0.21532998,0.23017979
-4.51725863,0.72030496,0.01224323,0.21538676,0.27235699,0.00279707,0.21214584,0.22981437
-4.51125563,0.71867330,0.01190572,0.21097632,0.27610160,0.00280485,0.20846611,0.22884586
-4.50525263,0.71528332,0.01153382,0.20634468,0.27893064,0.00280617,0.20433924,0.22728954
-4.49924962,0.71020176,0.01113215,0.20153232,0.28085014,0.00280084,0.19981707,0.22516865
-4.49324662,0.70351654,0.01070558,0.19657864,0.28187990,0.00278868,0.19495431,0.22251454
-4.48724362,0.69533555,0.01025912,0.19152216,0.28205226,0.00276961,0.18980796,0.21936639
-4.48124062,0.68578452,0.00979792,0.18640062,0.28141038,0.00274358,0.18443650,0.21577058
-4.47523762,0.67500390,0.00932713,0.18125077,0.28000628,0.00271065,0.17889907,0.21177974
-4.46923462,0.66314511,0.00885188,0.17610805,0.27789851,0.00267092,0.17325447,0.20745145
-4.46323162,0.65036631,0.00837720,0.17100602,0.27515000,0.00262457,0.16756020,0.20284668
-4.45722861,0.63682786,0.00790793,0.16597572,0.27182575,0.00257185,0.16187140,0.19802822
-4.45122561,0.62268807,0.00744869,0.16104493,0.26799092,0.00251306,0.15623998,0.19305894
-4.44522261,0.60809918,0.00700384,0.15623748,0.26370913,0.00244854,0.15071380,0.18800026
-4.43921961,0.59320413,0.00657737,0.15157266,0.25904130,0.00237869,0.14533607,0.18291071
-4.43321661,0.57813419,0.00617293,0.14706480,0.25404489,0.00230395,0.14014493,0.17784485
-4.42721361,0.56300759,0.00579376,0.14272306,0.24877367,0.00222480,0.13517338,0.17285243
-4.42121061,0.54792929,0.00544272,0.13855153,0.24327801,0.00214173,0.13044935,0.16797806
-4.41520760,0.53299172,0.00512221,0.13454962,0.23760554,0.00205528,0.12599616,0.16326106
-4.40920460,0.51827655,0.00483425,0.13071270,0.23180224,0.00196602,0.12183308,0.15873589
-4.40320160,0.50385710,0.00458044,0.12703303,0.22591360,0.00187455,0.11797613,0.15443265
-4.39719860,0.48980131,0.00436197,0.12350085,0.21998606,0.00178149,0.11443898,0.15037799
-4.39119560,0.47617483,0.00417968,0.12010562,0.21406820,0.00168749,0.11123388,0.14659600
-4.38519260,0.46304412,0.00403401,0.11683729,0.20821193,0.00159324,0.10837260,0.14310922
-4.37918959,0.45047901,0.00392508,0.11368755,0.20247319,0.00149941,0.10586719,0.13993953
-4.37318659,0.43855478,0.00385266,0.11065093,0.19691243,0.00140674,0.10373065,0.13710890
-4.36718359,0.42735333,0.00381620,0.10772575,0.19159444,0.00131592,0.10197740,0.13463990
-4.36118059,0.41696345,0.00381483,0.10491481,0.18658789,0.00122769,0.10062346,0.13255593
-4.35517759,0.40748006,0.00384736,0.10222577,0.18196417,0.00114275,0.09968644,0.13088111
-4.34917459,0.39900261,0.00391231,0.09967130,0.17779602,0.00106179,0.09918532,0.12963991
-4.34317159,0.39163260,0.00400788,0.09726890,0.17415559,0.00098545,0.09913999,0.12885648
-4.33716858,0.38547045,0.00413199,0.09504045,0.17111247,0.00091435,0.09957068,0.12855372
-4.33116558,0.38061205,0.00428228,0.09301159,0.16873137,0.00084905,0.10049735,0.12875228
-4.32516258,0.37714509,0.00445614,0.09121083,0.16707003,0.00079006,0.10193897,0.12946936
-4.31915958,0.37514554,0.00465076,0.08966870,0.16617712,0.00073779,0.10391297,0.13071767
-4.31315658,0.37467453,0.00486316,0.08841671,0.16609045,0.00069265,0.10643472,0.13250434
-4.30715358,0.37577582,0.00509028,0.08748640,0.16683561,0.00065492,0.10951721,0.13483015
