energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-2.74037019,1.91071001,-1.89126166,0.15703749,-0.15813868,1.56769760,-1.54631748,0.34468220,-0.34559336,0.00981130,-0.00975802,0.00759469,-0.00742538,0.04870366,-0.05184604
-2.73436718,1.92378746,-1.91031857,0.15595360,-0.15758432,1.58256700,-1.56580868,0.34337088,-0.34584174,0.00984640,-0.00982587,0.00769336,-0.00756268,0.04659326,-0.04970213
-2.72836418,1.93137447,-1.92439215,0.15441952,-0.15660513,1.59312469,-1.58140927,0.34072185,-0.34485710,0.00985266,-0.00986960,0.00775605,-0.00766670,0.04452197,-0.04756307
-2.72236118,1.93319797,-1.93302497,0.15242658,-0.15517793,1.59913811,-1.59273916,0.33668734,-0.34254939,0.00982739,-0.00988515,0.00778133,-0.00773506,0.04251151,-0.04545459
-2.71635818,1.92914715,-1.93591332,0.14997837,-0.15329141,1.60050550,-1.59954235,0.33125494,-0.33886148,0.00976909,-0.00986956,0.00776869,-0.00776623,0.04058054,-0.04339980
-2.71035518,1.91927619,-1.93291446,0.14709073,-0.15094648,1.59725806,-1.60169257,0.32444848,-0.33377120,0.00967742,-0.00982102,0.00771856,-0.00775954,0.03874455,-0.04141879
-2.70435218,1.90380282,-1.92404995,0.14379143,-0.14815625,1.58955879,-1.59919600,0.31632789,-0.32729240,0.00955320,-0.00973891,0.00763233,-0.00771528,0.03701583,-0.03952846
-2.69834917,1.88310271,-1.90950515,0.14011955,-0.14494582,1.57769793,-1.59219068,0.30698807,-0.31947514,0.00939832,-0.00962374,0.00751233,-0.00763468,0.03540364,-0.03774250
-2.69234617,1.85769964,-1.88962435,0.13612451,-0.14135172,1.56208515,-1.58094258,0.29655676,-0.31040486,0.00921569,-0.00947715,0.00736183,-0.00751994,0.03391446,-0.03607145
-2.68634317,1.82825179,-1.86490176,0.13186485,-0.13742100,1.54323859,-1.56583834,0.28519141,-0.30020049,0.00900910,-0.00930181,0.00718491,-0.00737415,0.03255230,-0.03452295
-2.68034017,1.79553448,-1.83596857,0.12740675,-0.13321013,1.52177125,-1.54737490,0.27307530,-0.28901161,0.00878311,-0.00910132,0.00698645,-0.00720130,0.03131910,-0.03310202
-2.67433717,1.76042014,-1.80357632,0.12282235,-0.12878352,1.49837510,-1.52614635,0.26041278,-0.27701473,0.00854284,-0.00888005,0.00677196,-0.00700612,0.03021511,-0.03181144
-2.66833417,1.72385608,-1.76857743,0.11818791,-0.12421191,1.47380361,-1.50282844,0.24742416,-0.26440880,0.00829384,-0.00864302,0.00654745,-0.00679402,0.02923932,-0.03065212
-2.66233117,1.68684100,-1.73190335,0.11358192,-0.11957061,1.44885330,-1.47816141,0.23434010,-0.25141013,0.00804189,-0.00839570,0.00631930,-0.00657095,0.02838986,-0.02962356
-2.65632816,1.65040109,-1.69454127,0.10908316,-0.11493752,1.42434498,-1.45293168,0.22139602,-0.23824690,0.00779283,-0.00814386,0.00609408,-0.00634323,0.02766437,-0.02872421
-2.65032516,1.61556652,-1.65751036,0.10476890,-0.11039134,1.40110542,-1.42795321,0.20882643,-0.22515351,0.00755234,-0.00789333,0.00587836,-0.00611740,0.02706034,-0.02795188
-2.64432216,1.58334930,-1.62183810,0.10071317,-0.10600960,1.37994999,-1.40404906,0.19685977,-0.21236500,0.00732582,-0.00764987,0.00567858,-0.00590003,0.02657536,-0.02730408
-2.63831916,1.55472295,-1.58853791,0.09698521,-0.10186698,1.36166682,-1.38203389,0.18571350,-0.20011162,0.00711824,-0.00741900,0.00550086,-0.00569759,0.02620742,-0.02677832
-2.63231616,1.53060491,-1.55858853,0.09364820,-0.09803372,1.34700312,-1.36269794,0.17558998,-0.18861392,0.00693399,-0.00720580,0.00535084,-0.00551626,0.02595503,-0.02637237
-2.62631316,1.51184187,-1.53291588,0.09075823,-0.09457428,1.33665363,-1.34679294,0.16667302,-0.17807837,0.00677676,-0.00701482,0.00523357,-0.00536176,0.02581742,-0.02608446
-2.62031016,1.49919855,-1.51237791,0.08836357,-0.09154623,1.33125188,-1.33502030,0.15912525,-0.16869376,0.00664954,-0.00684995,0.00515340,-0.00523923,0.02579458,-0.02591345
-2.61430715,1.49334991,-1.49775279,0.08650420,-0.08899948,1.33136401,-1.32802190,0.15308634,-0.16062836,0.00655451,-0.00671435,0.00511390,-0.00515316,0.02588736,-0.02585892
-2.60830415,1.49487697,-1.48973054,0.08521172,-0.08697576,1.33748539,-1.32637356,0.14867212,-0.15402791,0.00649303,-0.00661039,0.00511778,-0.00510722,0.02609747,-0.02592128
-2.60230115,1.50426596,-1.48890825,0.08450940,-0.08550840,1.35003974,-1.33058121,0.14597444,-0.14901456,0.00646569,-0.00653964,0.00516692,-0.00510427,0.02642750,-0.02610177
-2.59629815,1.52191070,-1.49578871,0.08441265,-0.08462241,1.36938076,-1.34107970,0.14506183,-0.14568654,0.00647234,-0.00650285,0.00526234,-0.00514634,0.02688087,-0.02640247
-2.59029515,1.54811762,-1.51078227,0.08492959,-0.08433484,1.39579582,-1.35823408,0.14598076,-0.14411863,0.00651214,-0.00650003,0.00540423,-0.00523457,0.02746177,-0.02682632
-2.58429215,1.58311313,-1.53421154,0.08606184,-0.08465534,1.42951130,-1.38234296,0.14875746,-0.14436337,0.00658365,-0.00653047,0.00559207,-0.00536930,0.02817513,-0.02737703
-2.57828914,1.62705267,-1.56631839,0.08780550,-0.08558690,1.47069924,-1.41364377,0.15340014,-0.14645268,0.00668496,-0.00659287,0.00582463,-0.00555012,0.02902654,-0.02805907
-2.57228614,1.68003070,-1.60727287,0.09015217,-0.08712680,1.51948473,-1.45231923,0.15990142,-0.15040007,0.00681378,-0.00668538,0.00610015,-0.00577591,0.03002209,-0.02887758
-2.56628314,1.74209104,-1.65718318,0.09309006,-0.08926767,1.57595329,-1.49850478,0.16824096,-0.15620303,0.00696759,-0.00680579,0.00641636,-0.00604500,0.03116831,-0.02983825
-2.56028014,1.81323664,-1.71610613,0.09660511,-0.09199854,1.64015786,-1.55229611,0.17838794,-0.16384563,0.00714375,-0.00695158,0.00677063,-0.00635520,0.03247202,-0.03094726
-2.55427714,1.89343820,-1.78405720,0.10068204,-0.09530599,1.71212459,-1.61375641,0.19030352,-0.17330111,0.00733962,-0.00712013,0.00716008,-0.00670394,0.03394013,-0.03221108
-2.54827414,1.98264065,-1.86101961,0.10530538,-0.09917524,1.79185686,-1.68292252,0.20394288,-0.18453430,0.00755269,-0.00730878,0.00758162,-0.00708838,0.03557949,-0.03363638
-2.54227114,2.08076703,-1.94695140,0.11046027,-0.10359119,1.87933695,-1.75980952,0.21925698,-0.19750386,0.00778070,-0.00751498,0.00803202,-0.00750545,0.03739662,-0.03522981
-2.53626813,2.18771909,-2.04179000,0.11613323,-0.10853925,1.97452501,-1.84441302,0.23619376,-0.21216408,0.00802165,-0.00773639,0.00850801,-0.00795196,0.03939751,-0.03699780
-2.53026513,2.30337437,-2.14545371,0.12231259,-0.11400618,2.07735486,-1.93670879,0.25469887,-0.22846626,0.00827395,-0.00797098,0.00900620,-0.00842463,0.04158731,-0.03894628
-2.52426213,2.42757940,-2.25783957,0.12898886,-0.11998055,2.18772662,-2.03664928,0.27471580,-0.24635955,0.00853638,-0.00821705,0.00952319,-0.00892010,0.04397004,-0.04108048
-2.51825913,2.56013932,-2.37881743,0.13615470,-0.12645314,2.30549631,-2.14415702,0.29618538,-0.26579122,0.00880814,-0.00847334,0.01005543,-0.00943497,0.04654830,-0.04340457
-2.51225613,2.70080426,-2.50822028,0.14380484,-0.13341705,2.43046268,-2.25911479,0.31904488,-0.28670632,0.00908877,-0.00873898,0.01059924,-0.00996570,0.04932292,-0.04592141
-2.50625313,2.84925300,-2.64583124,0.15193563,-0.14086755,2.56235194,-2.38135288,0.34322652,-0.30904687,0.00937819,-0.00901348,0.01115072,-0.01050863,0.05229269,-0.04863219
-2.50025013,3.00507512,-2.79136752,0.16054448,-0.14880174,2.70080139,-2.51063413,0.36865566,-0.33275041,0.00967652,-0.00929672,0.01170567,-0.01105990,0.05545408,-0.05153617
-2.49424712,3.16775268,-2.94446263,0.16962911,-0.15721802,2.84534279,-2.64663742,0.39524875,-0.35774827,0.00998405,-0.00958883,0.01225954,-0.01161536,0.05880099,-0.05463037
-2.48824412,3.33664276,-3.10464760,0.17918667,-0.16611537,2.99538689,-2.78894071,0.42291118,-0.38396350,0.01030113,-0.00989015,0.01280735,-0.01217048,0.06232462,-0.05790936
-2.48224112,3.51096255,-3.27133288,0.18921284,-0.17549244,3.15021052,-2.93700480,0.45153524,-0.41130859,0.01062800,-0.01020104,0.01334367,-0.01272037,0.06601333,-0.06136506
-2.47623812,3.68977822,-3.44379208,0.19970088,-0.18534669,3.30894730,-3.09015917,0.48099830,-0.43968334,0.01096474,-0.01052187,0.01386257,-0.01325964,0.06985267,-0.06498663
-2.47023512,3.87199917,-3.62114936,0.21064073,-0.19567338,3.47058346,-3.24759131,0.51116146,-0.46897283,0.01131111,-0.01085281,0.01435767,-0.01378242,0.07382545,-0.06876046
-2.46423212,4.05637870,-3.80237159,0.22201825,-0.20646465,3.63395971,-3.40834057,0.54186877,-0.49904581,0.01166649,-0.01119375,0.01482221,-0.01428241,0.07791192,-0.07267024
-2.45822911,4.24152199,-3.98626683,0.23381461,-0.21770870,3.79777984,-3.57129798,0.57294717,-0.52975359,0.01202975,-0.01154420,0.01524911,-0.01475286,0.08209011,-0.07669711
-2.45222611,4.42590186,-4.17148982,0.24600584,-0.22938912,3.96062656,-3.73521263,0.60420722,-0.56092972,0.01239928,-0.01190321,0.01563112,-0.01518672,0.08633616,-0.08081997
-2.44622311,4.60788239,-4.35655527,0.25856265,-0.24148434,4.12098441,-3.89870515,0.63544472,-0.59239030,0.01277288,-0.01226931,0.01596103,-0.01557676,0.09062482,-0.08501580
-2.44022011,4.78574978,-4.53985909,0.27145052,-0.25396743,4.27726940,-4.06028853,0.66644314,-0.62393530,0.01314785,-0.01264047,0.01623184,-0.01591572,0.09492998,-0.08926017
-2.43421711,4.95774963,-4.71970708,0.28462991,-0.26680598,4.42786431,-4.21839572,0.69697682,-0.65535065,0.01352099,-0.01301411,0.01643700,-0.01619656,0.09922527,-0.09352770
-2.42821411,5.12212926,-4.89435049,0.29805688,-0.27996241,4.57115855,-4.37141346,0.72681494,-0.68641127,0.01388866,-0.01338716,0.01657066,-0.01641262,0.10348465,-0.09779267
-2.42221111,5.27718326,-5.06202705,0.31168374,-0.29339432,4.70559077,-4.51772096,0.75572589,-0.71688469,0.01424693,-0.01375608,0.01662787,-0.01655793,0.10768301,-0.10202961
-2.41620810,5.42130022,-5.22100588,0.32545995,-0.30705522,4.82969239,-4.65573202,0.78348209,-0.74653548,0.01459162,-0.01411698,0.01660485,-0.01662737,0.11179680,-0.10621389
-2.41020510,5.55300870,-5.36963434,0.33933310,-0.32089534,4.94213019,-4.78393865,0.80986483,-0.77512993,0.01491852,-0.01446574,0.01649912,-0.01661698,0.11580451,-0.11032227
-2.40420210,5.67101992,-5.50638457,0.35324996,-0.33486255,5.04174577,-4.90095436,0.83466904,-0.80244105,0.01522343,-0.01479813,0.01630971,-0.01652405,0.11968717,-0.11433347
-2.39819910,5.77426548,-5.62989775,0.36715745,-0.34890341,5.12759009,-5.00555500,0.85770777,-0.82825352,0.01550240,-0.01510992,0.01603720,-0.01634739,0.12342875,-0.11822863
-2.39219610,5.86192805,-5.73902374,0.38100362,-0.36296417,5.19895151,-5.09671523,0.87881604,-0.85236839,0.01575177,-0.01539706,0.01568383,-0.01608734,0.12701637,-0.12199163
-2.38619310,5.93346360,-5.83285432,0.39473844,-0.37699174,5.25537583,-5.17363887,0.89785401,-0.87460735,0.01596833,-0.01565581,0.01525342,-0.01574589,0.13044056,-0.12560946
-2.38019010,5.98861420,-5.91074832,0.40831441,-0.39093453,5.29667749,-5.23578170,0.91470931,-0.89481627,0.01614942,-0.01588283,0.01475132,-0.01532662,0.13369525,-0.12907230
-2.37418709,6.02741079,-5.97234765,0.42168698,-0.40474313,5.32294150,-5.28286564,0.92929837,-0.91286798,0.01629300,-0.01607531,0.01418431,-0.01483470,0.13677770,-0.13237363
-2.36818409,6.05016573,-6.01758315,0.43481466,-0.41837075,5.33451590,-5.31488355,0.94156681,-0.92866408,0.01639768,-0.01623102,0.01356036,-0.01427668,0.13968835,-0.13551016
-2.36218109,6.05745576,-6.04667045,0.44765891,-0.43177348,5.33199525,-5.33209471,0.95148884,-0.94213570,0.01646275,-0.01634841,0.01288841,-0.01366039,0.14243047,-0.13848162
-2.35617809,6.05009601,-6.06009574,0.46018373,-0.44491019,5.31619602,-5.33501095,0.95906568,-0.95324334,0.01648821,-0.01642658,0.01217816,-0.01299466,0.14500979,-0.14129051
-2.35017509,6.02910650,-6.05859236,0.47235494,-0.45774224,5.28812492,-5.32437437,0.96432331,-0.96197571,0.01647466,-0.01646534,0.01143973,-0.01228911,0.14743395,-0.14394168
-2.34417209,5.99567248,-6.04310943,0.48413933,-0.47023285,5.24894178,-5.30112763,0.96730945,-0.96834760,0.01642335,-0.01646513,0.01068341,-0.01155381,0.14971190,-0.14644186
-2.33816908,5.95110062,-6.01477377,0.49550351,-0.48234631,5.19991843,-5.26637821,0.96809007,-0.97239721,0.01633603,-0.01642701,0.00991937,-0.01079907,0.15185330,-0.14879908
-2.33216608,5.89677275,-5.97484705,0.50641266,-0.49404692,5.14239553,-5.22135825,0.96674563,-0.97418267,0.01621490,-0.01635259,0.00915737,-0.01003510,0.15386773,-0.15102205
-2.32616308,5.83409918,-5.92468006,0.51682923,-0.50529779,5.07773902,-5.16738169,0.96336718,-0.97377838,0.01606251,-0.01624392,0.00840658,-0.00927176,0.15576403,-0.15311949
-2.32016008,5.76447349,-5.86566586,0.52671160,-0.51605961,5.00729790,-5.10580063,0.95805251,-0.97127103,0.01588169,-0.01610344,0.00767531,-0.00851832,0.15754951,-0.15509943
-2.31415708,5.68923044,-5.79919396,0.53601288,-0.52628934,4.93236502,-5.03796247,0.95090257,-0.96675567,0.01567542,-0.01593384,0.00697091,-0.00778324,0.15922931,-0.15696849
-2.30815408,5.60960867,-5.72660723,0.54467992,-0.53593902,4.85414225,-4.96516972,0.94201822,-0.96033196,0.01544675,-0.01573801,0.00629962,-0.00707404,0.16080575,-0.15873128
-2.30215108,5.52671946,-5.64916314,0.55265248,-0.54495476,4.77371114,-4.88864376,0.93149760,-0.95210076,0.01519873,-0.01551893,0.00566649,-0.00639712,0.16227778,-0.16038971
-2.29614807,5.44152247,-5.56800080,0.55986295,-0.55327595,4.69201020,-4.80949397,0.91943394,-0.94216123,0.01493432,-0.01527958,0.00507538,-0.00575773,0.16364059,-0.16194253
-2.29014507,5.35480940,-5.48411484,0.56623635,-0.56083485,4.60981925,-4.72869315,0.90591414,-0.93060846,0.01465636,-0.01502287,0.00452898,-0.00515991,0.16488538,-0.16338491
-2.28414207,5.26719572,-5.39833702,0.57169095,-0.56755659,4.52775129,-4.64706002,0.89101799,-0.91753184,0.01436752,-0.01475159,0.00402882,-0.00460651,0.16599929,-0.16470816
-2.27813907,5.17912071,-5.31132584,0.57613938,-0.57335966,4.44625195,-4.56524911,0.87481807,-0.90301404,0.01407028,-0.01446838,0.00357539,-0.00409924,0.16696553,-0.16589969
-2.27213607,5.09085552,-5.22356462,0.57949037,-0.57815694,4.36560624,-4.48374832,0.85738023,-0.88713072,0.01376689,-0.01417566,0.00316825,-0.00363875,0.16776376,-0.16694310
-2.26613307,5.00251861,-5.13536749,0.58165097,-0.58185730,4.28595215,-4.40288387,0.83876473,-0.86995093,0.01345944,-0.01387570,0.00280613,-0.00322471,0.16837065,-0.16781850
-2.26013007,4.91409784,-5.04689312,0.58252936,-0.58436772,4.20730028,-4.32283220,0.81902781,-0.85153800,0.01314987,-0.01357055,0.00248709,-0.00285597,0.16876068,-0.16850302
-2.25412706,4.82547806,-4.95816513,0.58203806,-0.58559596,4.12955857,-4.24363816,0.79822362,-0.83195110,0.01283996,-0.01326211,0.00220866,-0.00253069,0.16890713,-0.16897155
-2.24812406,4.73647290,-4.86909836,0.58009748,-0.58545367,4.05256089,-4.16523843,0.77640644,-0.81124703,0.01253146,-0.01295216,0.00196798,-0.00224646,0.16878318,-0.16919766
-2.24212106,4.64685930,-4.77952955,0.57663971,-0.58385982,3.97609821,-4.08748919,0.75363306,-0.78948247,0.01222610,-0.01264242,0.00176194,-0.00200046,0.16836319,-0.16915469
-2.23611806,4.55641324,-4.68925118,0.57161231,-0.58074442,3.89995095,-4.01019661,0.72996511,-0.76671624,0.01192567,-0.01233458,0.00158731,-0.00178960,0.16762404,-0.16881693
-2.23011506,4.46494495,-4.59804669,0.56498205,-0.57605230,3.82392094,-3.93314879,0.70547133,-0.74301167,0.01163208,-0.01203040,0.00144088,-0.00161067,0.16654645,-0.16816092
-2.22411206,4.37233217,-4.50572580,0.55673829,-0.56974678,3.74786174,-3.85614780,0.68022951,-0.71843889,0.01134743,-0.01173175,0.00131954,-0.00146042,0.16511629,-0.16716677
-2.21810905,4.27854985,-4.41215800,0.54689595,-0.56181312,3.67170583,-3.77904024,0.65432819,-0.69307679,0.01107407,-0.01144070,0.00122039,-0.00133571,0.16332580,-0.16581944
-2.21210605,4.18369501,-4.31730304,0.53549785,-0.55226154,3.59548743,-3.70174513,0.62786785,-0.66701475,0.01081464,-0.01115953,0.00114081,-0.00123358,0.16117460,-0.16410995
-2.20610305,4.08800560,-4.22123678,0.52261629,-0.54112971,3.51936016,-3.62427777,0.60096163,-0.64035393,0.01057211,-0.01089085,0.00107853,-0.00115135,0.15867056,-0.16203644
-2.20010005,3.99187257,-4.12417145,0.50835376,-0.52848442,3.44360847,-3.54676855,0.57373543,-0.61320797,0.01034980,-0.01063759,0.00103167,-0.00108666,0.15583039,-0.15960507
-2.19409705,3.89584453,-4.02646937,0.49284270,-0.51442252,3.36865260,-3.46947600,0.54632751,-0.58570327,0.01015136,-0.01040301,0.00099877,-0.00103754,0.15267994,-0.15683063
-2.18809405,3.80062491,-3.92864945,0.47624433,-0.49907086,3.29504666,-3.39279335,0.51888745,-0.55797861,0.00998076,-0.01019076,0.00097885,-0.00100244,0.14925423,-0.15373695
-2.18209105,3.70706150,-3.83138623,0.45874646,-0.48258536,3.22347006,-3.31724848,0.49157458,-0.53018421,0.00984224,-0.01000477,0.00097135,-0.00098026,0.14559715,-0.15035701
-2.17608804,3.61612901,-3.73550156,0.44056042,-0.46514902,3.15471252,-3.24349716,0.46455591,-0.50248025,0.00974022,-0.00984930,0.00097619,-0.00097035,0.14176085,-0.14673266
-2.17008504,3.52890516,-3.64194904,0.42191715,-0.44696909,3.08965342,-3.17230991,0.43800358,-0.47503489,0.00967926,-0.00972883,0.00099371,-0.00097251,0.13780487,-0.14291420
-2.16408204,3.44654133,-3.55179207,0.40306256,-0.42827336,3.02923607,-3.10455301,0.41209200,-0.44802181,0.00966390,-0.00964796,0.00102466,-0.00098698,0.13379495,-0.13895950
-2.15807904,3.37022876,-3.46617606,0.38425233,-0.40930569,2.97443817,-3.04116438,0.38699472,-0.42161739,0.00969854,-0.00961134,0.00107019,-0.00101443,0.12980165,-0.13493297
-2.15207604,3.30116160,-3.38629617,0.36574628,-0.39032098,2.92623927,-2.98312528,0.36288108,-0.39599766,0.00978732,-0.00962353,0.00113175,-0.00105589,0.12589877,-0.13090421
-2.14607304,3.24049803,-3.31336132,0.34780254,-0.37157961,2.88558657,-2.93142875,0.33991290,-0.37133504,0.00993393,-0.00968885,0.00121109,-0.00111277,0.12216155,-0.12694649
-2.14007004,3.18932081,-3.24855611,0.33067160,-0.35334171,2.85336015,-2.88704610,0.31824111,-0.34779497,0.01014151,-0.00981126,0.00131016,-0.00118674,0.11866483,-0.12313503
-2.13406703,3.14859850,-3.19300166,0.31459050,-0.33586123,2.83033875,-2.85089238,0.29800259,-0.32553261,0.01041244,-0.00999416,0.00143105,-0.00127971,0.11548111,-0.11954522
-2.12806403,3.11914850,-3.14771661,0.29977729,-0.31938008,2.81716725,-2.82379204,0.27931718,-0.30468965,0.01074819,-0.01024026,0.00157593,-0.00139376,0.11267860,-0.11625063
-2.12206103,3.10160317,-3.11357970,0.28642589,-0.30412255,2.81432679,-2.80644584,0.26228508,-0.28539130,0.01114923,-0.01055142,0.00174693,-0.00153107,0.11031934,-0.11332113
-2.11605803,3.09637996,-3.09129479,0.27470157,-0.29029007,2.82210851,-2.79940006,0.24698453,-0.26774362,0.01161486,-0.01092850,0.00194610,-0.00169381,0.10845731,-0.11082095
-2.11005503,3.10365654,-3.08135962,0.26473704,-0.27805647,2.84059173,-2.80301891,0.23347006,-0.25183113,0.01214313,-0.01137126,0.00217530,-0.00188410,0.10713684,-0.10880681
-2.10405203,3.12335172,-3.08403907,0.25662937,-0.26756399,2.86962727,-2.81746097,0.22177111,-0.23771495,0.01273079,-0.01187819,0.00243612,-0.00210391,0.10639103,-0.10732624
-2.09804902,3.15511290,-3.09934394,0.25043779,-0.25891993,2.90882663,-2.84266058,0.21189130,-0.22543135,0.01337323,-0.01244651,0.00272980,-0.00235495,0.10624058,-0.10641596
-2.09204602,3.19831068,-3.12701595,0.24618244,-0.25219423,2.95755746,-2.87831464,0.20380828,-0.21499086,0.01406451,-0.01307205,0.00305717,-0.00263863,0.10669283,-0.10610062
-2.08604302,3.25204110,-3.16651962,0.24384414,-0.24741798,3.01494589,-2.92387569,0.19747415,-0.20637795,0.01479738,-0.01374931,0.00341861,-0.00295601,0.10774112,-0.10639173
-2.08004002,3.31513575,-3.21704167,0.24336513,-0.24458288,3.07988581,-2.97855151,0.19281655,-0.19955135,0.01556341,-0.01447144,0.00381399,-0.00330765,0.10936464,-0.10728695
-2.07403702,3.38618010,-3.27749827,0.24465097,-0.24364178,3.15105542,-3.04131179,0.18974039,-0.19444494,0.01635311,-0.01523036,0.00424266,-0.00369369,0.11152859,-0.10876977
-2.06803402,3.46353976,-3.34655041,0.24757336,-0.24451022,3.22694093,-3.11090203,0.18813021,-0.19096931,0.01715609,-0.01601684,0.00470345,-0.00411372,0.11418483,-0.11080959
-2.06203102,3.54539460,-3.42262748,0.25197404,-0.24706903,3.30586704,-3.18586471,0.18785313,-0.18901398,0.01796133,-0.01682071,0.00519474,-0.00456686,0.11727302,-0.11336223
-2.05602801,3.62977990,-3.50395882,0.25766952,-0.25116795,3.38603389,-3.26456754,0.18876237,-0.18845014,0.01875738,-0.01763106,0.00571447,-0.00505173,0.12072209,-0.11637087
-2.05002501,3.71463393,-3.58861280,0.26445666,-0.25663012,3.46555952,-3.34523845,0.19070117,-0.18913406,0.01953266,-0.01843646,0.00626025,-0.00556650,0.12445220,-0.11976750
-2.04402201,3.79785055,-3.67454261,0.27211886,-0.26325741,3.54252687,-3.42600654,0.19350719,-0.19091087,0.02027579,-0.01922525,0.00682945,-0.00610901,0.12837708,-0.12347470
-2.03801901,3.87733550,-3.75963772,0.28043267,-0.27083646,3.61503413,-3.50494815,0.19701703,-0.19361883,0.02097584,-0.01998585,0.00741935,-0.00667680,0.13240654,-0.12740785
-2.03201601,3.95106457,-3.84177962,0.28917471,-0.27914517,3.68124671,-3.58013670,0.20107090,-0.19709378,0.02162268,-0.02070708,0.00802724,-0.00726726,0.13644927,-0.13147761
-2.02601301,4.01714180,-3.91890007,0.29812850,-0.28795945,3.73944931,-3.64969490,0.20551718,-0.20117376,0.02220726,-0.02137841,0.00865061,-0.00787776,0.14041575,-0.13559268
-2.02001001,4.07385559,-3.98904007,0.30709100,-0.29706008,3.78809626,-3.71184764,0.21021670,-0.20570357,0.02272187,-0.02199035,0.00928725,-0.00850577,0.14422099,-0.13966256
-2.01400700,4.11973068,-4.05040733,0.31587861,-0.30623925,3.82585825,-3.76497363,0.21504658,-0.21053909,0.02316038,-0.02253465,0.00993543,-0.00914900,0.14778731,-0.14360044
-2.00800400,4.15357395,-4.10143035,0.32433241,-0.31530669,3.85166376,-3.80765416,0.21990344,-0.21555120,0.02351841,-0.02300462,0.01059398,-0.00980557,0.15104666,-0.14732589
-2.00200100,4.17451234,-4.14080669,0.33232223,-0.32409498,3.86473353,-3.83871686,0.22470578,-0.22062909,0.02379351,-0.02339526,0.01126239,-0.01047406,0.15394271,-0.15076733
-1.99599800,4.18202124,-4.16754388,0.33974962,-0.33246394,3.86460688,-3.85727300,0.22939541,-0.22568284,0.02398520,-0.02370348,0.01194087,-0.01115364,0.15643234,-0.15386416
-1.98999500,4.17594230,-4.18099108,0.34654930,-0.34030378,3.85115865,-3.86274671,0.23393794,-0.23064507,0.02409500,-0.02392816,0.01263034,-0.01184417,0.15848662,-0.15656840
-1.98399200,4.15648995,-4.18086023,0.35268924,-0.34753689,3.82460645,-3.85489509,0.23832214,-0.23547162,0.02412643,-0.02407022,0.01333244,-0.01254612,0.16009124,-0.15884584
-1.97798899,4.12424648,-4.16723602,0.35816925,-0.35411832,3.78550768,-3.83381845,0.24255817,-0.24014120,0.02408488,-0.02413258,0.01404939,-0.01326065,0.16124617,-0.16067655
-1.97198599,4.08014598,-4.14057424,0.36301816,-0.36003466,3.73474687,-3.79996025,0.24667498,-0.24465393,0.02397754,-0.02412009,0.01478389,-0.01398949,0.16196490,-0.16205484
-1.96598299,4.02544791,-4.10168868,0.36728983,-0.36530167,3.67351383,-3.75409709,0.25071666,-0.24902896,0.02381314,-0.02403941,0.01553892,-0.01473484,0.16227297,-0.16298855
-1.95997999,3.96170160,-4.05172737,0.37105803,-0.36996062,3.60327360,-3.69731907,0.25473816,-0.25330114,0.02360180,-0.02389885,0.01631754,-0.01549920,0.16220613,-0.16349785
-1.95397699,3.89070325,-3.99213930,0.37441068,-0.37407354,3.52572970,-3.63100164,0.25880052,-0.25751702,0.02335477,-0.02370813,0.01712264,-0.01628518,0.16180807,-0.16361351
-1.94797399,3.81444719,-3.92463312,0.37744360,-0.37771780,3.44278189,-3.55677018,0.26296581,-0.26173027,0.02308420,-0.02347819,0.01795662,-0.01709527,0.16112799,-0.16337481
-1.94197099,3.73507345,-3.85112967,0.38025413,-0.38098011,3.35648040,-3.47645878,0.26729211,-0.26599688,0.02280285,-0.02322089,0.01882116,-0.01793158,0.16021795,-0.16282719
-1.93596798,3.65481370,-3.77371035,0.38293508,-0.38395042,3.26897808,-3.39206500,0.27182872,-0.27037024,0.02252383,-0.02294876,0.01971693,-0.01879557,0.15913036,-0.16201975
-1.92996498,3.57593726,-3.69456332,0.38556914,-0.38671601,3.18248215,-3.30570215,0.27661198,-0.27489659,0.02226038,-0.02267477,0.02064332,-0.01968779,0.15791560,-0.16100275
-1.92396198,3.50069919,-3.61592964,0.38822424,-0.38935603,3.09920699,-3.21955097,0.28166173,-0.27961077,0.02202557,-0.02241201,0.02159823,-0.02060763,0.15661987,-0.15982529
-1.91795898,3.43129181,-3.54005097,0.39094987,-0.39193692,3.02132927,-3.13581211,0.28697878,-0.28453283,0.02183211,-0.02217348,0.02257788,-0.02155312,0.15528355,-0.15853319
-1.91195598,3.36980083,-3.46912060,0.39377466,-0.39450870,2.95094638,-3.05666069,0.29254341,-0.28966540,0.02169212,-0.02197185,0.02357672,-0.02252071,0.15393990,-0.15716726
-1.90595298,3.31816704,-3.40523897,0.39670533,-0.39710255,2.89003900,-2.98420425,0.29831502,-0.29499218,0.02161691,-0.02181924,0.02458737,-0.02350521,0.15261431,-0.15576201
-1.89994997,3.27815405,-3.35037458,0.39972686,-0.39972961,2.84043831,-2.92044473,0.30423287,-0.30047741,0.02161683,-0.02172701,0.02560064,-0.02449966,0.15132406,-0.15434480
