energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.44046343,0.06946214,0.00074601,0.26746826,0.00000000,0.15736850,0.09901242
-5.99399700,0.41781663,0.07178656,0.00073591,0.24708161,0.00000000,0.14351106,0.09500063
-5.98799400,0.39956434,0.07464012,0.00073257,0.22955031,0.00000000,0.13121937,0.09195020
-5.98199100,0.38551146,0.07795525,0.00073549,0.21480674,0.00000000,0.12048484,0.08981549
-5.97598799,0.37538941,0.08165231,0.00074408,0.20273907,0.00000000,0.11127146,0.08853374
-5.96998499,0.36886934,0.08564154,0.00075763,0.19319934,0.00000000,0.10352054,0.08802794
-5.96398199,0.36557651,0.08982544,0.00077539,0.18601197,0.00000000,0.09715582,0.08820995
-5.95797899,0.36510542,0.09410137,0.00079655,0.18098257,0.00000000,0.09208874,0.08898387
-5.95197599,0.36703513,0.09836450,0.00082033,0.17790654,0.00000000,0.08822370,0.09024941
-5.94597299,0.37094428,0.10251079,0.00084595,0.17657740,0.00000000,0.08546309,0.09190532
-5.93996998,0.37642538,0.10644008,0.00087270,0.17679451,0.00000000,0.08371194,0.09385265
-5.93396698,0.38309802,0.11005904,0.00089996,0.17836993,0.00000000,0.08288210,0.09599786
-5.92796398,0.39062049,0.11328403,0.00092721,0.18113436,0.00000000,0.08289577,0.09825551
-5.92196098,0.39869962,0.11604356,0.00095405,0.18494200,0.00000000,0.08368840,0.10055073
-5.91595798,0.40709857,0.11828046,0.00098023,0.18967422,0.00000000,0.08521078,0.10282118
-5.90995498,0.41564234,0.11995356,0.00100565,0.19524212,0.00000000,0.08743042,0.10501851
-5.90395198,0.42422105,0.12103875,0.00103037,0.20158777,0.00000000,0.09033219,0.10710942
-5.89794897,0.43279083,0.12152967,0.00105459,0.20868445,0.00000000,0.09391825,0.10907616
-5.89194597,0.44137260,0.12143759,0.00107863,0.21653579,0.00000000,0.09820724,0.11091651
-5.88594297,0.45004867,0.12079090,0.00110297,0.22517396,0.00000000,0.10323300,0.11264339
-5.87993997,0.45895760,0.11963398,0.00112817,0.23465704,0.00000000,0.10904276,0.11428393
-5.87393697,0.46828757,0.11802559,0.00115487,0.24506583,0.00000000,0.11569491,0.11587827
-5.86793397,0.47826846,0.11603694,0.00118378,0.25650011,0.00000000,0.12325657,0.11747805
-5.86193097,0.48916316,0.11374939,0.00121561,0.26907457,0.00000000,0.13180094,0.11914454
-5.85592796,0.50125841,0.11125190,0.00125108,0.28291464,0.00000000,0.14140459,0.12094680
-5.84992496,0.51485544,0.10863852,0.00129088,0.29815224,0.00000000,0.15214486,0.12295956
-5.84392196,0.53026077,0.10600571,0.00133564,0.31492161,0.00000000,0.16409727,0.12526117
-5.83791896,0.54777740,0.10344980,0.00138591,0.33335531,0.00000000,0.17733314,0.12793150
-5.83191596,0.56769656,0.10106460,0.00144216,0.35358040,0.00000000,0.19191736,0.13104991
-5.82591296,0.59029006,0.09893915,0.00150474,0.37571480,0.00000000,0.20790642,0.13469325
-5.81990995,0.61580338,0.09715579,0.00157387,0.39986387,0.00000000,0.22534649,0.13893400
-5.81390695,0.64444936,0.09578835,0.00164969,0.42611709,0.00000000,0.24427178,0.14383846
-5.80790395,0.67640250,0.09490076,0.00173217,0.45454483,0.00000000,0.26470290,0.14946503
-5.80190095,0.71179375,0.09454576,0.00182119,0.48519506,0.00000000,0.28664526,0.15586254
-5.79589795,0.75070566,0.09476397,0.00191651,0.51809011,0.00000000,0.31008757,0.16306874
-5.78989495,0.79316776,0.09558308,0.00201777,0.55322331,0.00000000,0.33500015,0.17110874
-5.78389195,0.83915230,0.09701734,0.00212452,0.59055549,0.00000000,0.36133340,0.17999364
-5.77788894,0.88857009,0.09906718,0.00223622,0.63001160,0.00000000,0.38901609,0.18971914
-5.77188594,0.94126682,0.10171905,0.00235222,0.67147730,0.00000000,0.41795383,0.20026441
-5.76588294,0.99701973,0.10494541,0.00247180,0.71479584,0.00000000,0.44802762,0.21159102
-5.75987994,1.05553513,0.10870498,0.00259417,0.75976544,0.00000000,0.47909268,0.22364218
-5.75387694,1.11644686,0.11294318,0.00271845,0.80613727,0.00000000,0.51097767,0.23634223
-5.74787394,1.17931613,0.11759280,0.00284369,0.85361449,0.00000000,0.54348456,0.24959651
-5.74187094,1.24363310,0.12257499,0.00296889,0.90185246,0.00000000,0.57638910,0.26329176
-5.73586793,1.30882044,0.12780047,0.00309297,0.95046049,0.00000000,0.60944233,0.27729690
-5.72986493,1.37423922,0.13317110,0.00321480,0.99900521,0.00000000,0.64237289,0.29146451
-5.72386193,1.43919729,0.13858176,0.00333322,1.04701588,0.00000000,0.67489056,0.30563281
-5.71785893,1.50296018,0.14392249,0.00344701,1.09399145,0.00000000,0.70669071,0.31962837
-5.71185593,1.56476450,0.14908092,0.00355496,1.13940951,0.00000000,0.73745986,0.33326927
-5.70585293,1.62383346,0.15394491,0.00365586,1.18273686,0.00000000,0.76688197,0.34636888
-5.69984992,1.67939424,0.15840534,0.00374853,1.22344146,0.00000000,0.79464550,0.35874004
-5.69384692,1.73069657,0.16235896,0.00383184,1.26100523,0.00000000,0.82045080,0.37019957
-5.68784392,1.77703183,0.16571120,0.00390475,1.29493744,0.00000000,0.84401757,0.38057287
-5.68184092,1.81775192,0.16837882,0.00396632,1.32478793,0.00000000,0.86509204,0.38969859
-5.67583792,1.85228706,0.17029236,0.00401576,1.35015969,0.00000000,0.88345359,0.39743298
-5.66983492,1.88016174,0.17139814,0.00405244,1.37072016,0.00000000,0.89892036,0.40365396
-5.66383192,1.90100798,0.17165990,0.00407590,1.38621076,0.00000000,0.91135369,0.40826449
-5.65782891,1.91457536,0.17105987,0.00408589,1.39645415,0.00000000,0.92066107,0.41119536
-5.65182591,1.92073732,0.16959923,0.00408236,1.40135892,0.00000000,0.92679754,0.41240697
-5.64582291,1.91949332,0.16729798,0.00406547,1.40092138,0.00000000,0.92976547,0.41189028
-5.63981991,1.91096697,0.16419428,0.00403559,1.39522455,0.00000000,0.92961271,0.40966676
-5.63381691,1.89540009,0.16034304,0.00399326,1.38443425,0.00000000,0.92642937,0.40578738
-5.62781391,1.87314317,0.15581417,0.00393923,1.36879267,0.00000000,0.92034340,0.40033063
-5.62181091,1.84464268,0.15069028,0.00387439,1.34860968,0.00000000,0.91151522,0.39339982
-5.61580790,1.81042596,0.14506406,0.00379974,1.32425241,0.00000000,0.90013180,0.38511967
-5.60980490,1.77108440,0.13903551,0.00371642,1.29613354,0.00000000,0.88640055,0.37563237
-5.60380190,1.72725583,0.13270897,0.00362560,1.26469905,0.00000000,0.87054322,0.36509338
-5.59779890,1.67960679,0.12619024,0.00352853,1.23041581,0.00000000,0.85279036,0.35366703
-5.59179590,1.62881562,0.11958381,0.00342643,1.19375963,0.00000000,0.83337636,0.34152220
-5.58579290,1.57555681,0.11299033,0.00332056,1.15520423,0.00000000,0.81253532,0.32882829
-5.57978989,1.52048739,0.10650440,0.00321210,1.11521155,0.00000000,0.79049791,0.31575143
-5.57378689,1.46423541,0.10021277,0.00310221,1.07422353,0.00000000,0.76748912,0.30245126
-5.56778389,1.40739100,0.09419290,0.00299197,1.03265565,0.00000000,0.74372695,0.28907827
-5.56178089,1.35049981,0.08851205,0.00288240,0.99089218,0.00000000,0.71942176,0.27577170
-5.55577789,1.29405891,0.08322669,0.00277442,0.94928309,0.00000000,0.69477620,0.26265805
-5.54977489,1.23851468,0.07838240,0.00266886,0.90814254,0.00000000,0.66998547,0.24985020
-5.54377189,1.18426261,0.07401412,0.00256648,0.86774852,0.00000000,0.64523773,0.23744702
-5.53776888,1.13164839,0.07014665,0.00246792,0.82834371,0.00000000,0.62071428,0.22553345
-5.53176588,1.08097006,0.06679545,0.00237375,0.79013695,0.00000000,0.59658958,0.21418090
-5.52576288,1.03248069,0.06396756,0.00228443,0.75330526,0.00000000,0.57303077,0.20344800
-5.51975988,0.98639137,0.06166265,0.00220034,0.71799614,0.00000000,0.55019673,0.19338143
-5.51375688,0.94287408,0.05987405,0.00212176,0.68432985,0.00000000,0.52823664,0.18401686
-5.50775388,0.90206433,0.05858981,0.00204886,0.65240164,0.00000000,0.50728803,0.17537998
-5.50175088,0.86406340,0.05779364,0.00198174,0.62228373,0.00000000,0.48747457,0.16748737
-5.49574787,0.82894017,0.05746574,0.00192039,0.59402710,0.00000000,0.46890359,0.16034738
-5.48974487,0.79673248,0.05758348,0.00186472,0.56766298,0.00000000,0.45166364,0.15396084
-5.48374187,0.76744822,0.05812195,0.00181454,0.54320412,0.00000000,0.43582223,0.14832172
-5.47773887,0.74106622,0.05905430,0.00176958,0.52064605,0.00000000,0.42142390,0.14341760
-5.47173587,0.71753711,0.06035199,0.00172950,0.49996810,0.00000000,0.40848891,0.13923011
-5.46573287,0.69678431,0.06198486,0.00169389,0.48113463,0.00000000,0.39701261,0.13573532
-5.45972986,0.67870530,0.06392117,0.00166228,0.46409626,0.00000000,0.38696557,0.13290404
-5.45372686,0.66317334,0.06612747,0.00163418,0.44879135,0.00000000,0.37829464,0.13070221
-5.44772386,0.65003967,0.06856858,0.00160906,0.43514765,0.00000000,0.37092475,0.12909122
-5.44172086,0.63913626,0.07120745,0.00158639,0.42308424,0.00000000,0.36476156,0.12802837
-5.43571786,0.63027916,0.07400518,0.00156566,0.41251359,0.00000000,0.35969478,0.12746740
-5.42971486,0.62327228,0.07692103,0.00154638,0.40334384,0.00000000,0.35560196,0.12735904
-5.42371186,0.61791157,0.07991260,0.00152814,0.39548116,0.00000000,0.35235271,0.12765173
-5.41770885,0.61398951,0.08293610,0.00151054,0.38883202,0.00000000,0.34981295,0.12829232
-5.41170585,0.61129961,0.08594678,0.00149331,0.38330543,0.00000000,0.34784915,0.12922693
-5.40570285,0.60964082,0.08889949,0.00147622,0.37881483,0.00000000,0.34633233,0.13040173
-5.39969985,0.60882163,0.09174933,0.00145916,0.37527967,0.00000000,0.34514152,0.13176377
-5.39369685,0.60866362,0.09445246,0.00144207,0.37262652,0.00000000,0.34416665,0.13326174
-5.38769385,0.60900441,0.09696690,0.00142499,0.37078962,0.00000000,0.34331070,0.13484668
-5.38169085,0.60969965,0.09925347,0.00140803,0.36971083,0.00000000,0.34249104,0.13647254
-5.37568784,0.61062423,0.10127663,0.00139135,0.36933898,0.00000000,0.34163992,0.13809666
-5.36968484,0.61167244,0.10300532,0.00137513,0.36962861,0.00000000,0.34070418,0.13967999
-5.36368184,0.61275716,0.10441369,0.00135960,0.37053823,0.00000000,0.33964417,0.14118730
-5.35767884,0.61380822,0.10548173,0.00134498,0.37202812,0.00000000,0.33843205,0.14258711
-5.35167584,0.61477000,0.10619573,0.00133144,0.37405783,0.00000000,0.33704966,0.14385156
-5.34567284,0.61559843,0.10654855,0.00131914,0.37658368,0.00000000,0.33548596,0.14495613
-5.33966983,0.61625768,0.10653973,0.00130816,0.37955618,0.00000000,0.33373451,0.14587936
-5.33366683,0.61671683,0.10617539,0.00129854,0.38291789,0.00000000,0.33179089,0.14660248
-5.32766383,0.61694662,0.10546800,0.00129021,0.38660167,0.00000000,0.32965045,0.14710914
-5.32166083,0.61691683,0.10443597,0.00128303,0.39052959,0.00000000,0.32730652,0.14738516
-5.31565783,0.61659423,0.10310314,0.00127678,0.39461270,0.00000000,0.32474917,0.14741852
-5.30965483,0.61594159,0.10149819,0.00127116,0.39875163,0.00000000,0.32196463,0.14719935
-5.30365183,0.61491770,0.09965407,0.00126581,0.40283823,0.00000000,0.31893553,0.14672031
-5.29764882,0.61347862,0.09760736,0.00126034,0.40675814,0.00000000,0.31564183,0.14597696
-5.29164582,0.61158003,0.09539777,0.00125432,0.41039429,0.00000000,0.31206248,0.14496846
-5.28564282,0.60918074,0.09306764,0.00124734,0.41363107,0.00000000,0.30817772,0.14369840
-5.27963982,0.60624705,0.09066165,0.00123898,0.41635927,0.00000000,0.30397188,0.14217565
-5.27363682,0.60275792,0.08822652,0.00122892,0.41848120,0.00000000,0.29943645,0.14041536
-5.26763382,0.59871036,0.08581090,0.00121689,0.41991598,0.00000000,0.29457339,0.13843985
-5.26163082,0.59412492,0.08346537,0.00120270,0.42060465,0.00000000,0.28939828,0.13627946
-5.25562781,0.58905084,0.08124241,0.00118629,0.42051474,0.00000000,0.28394318,0.13397308
-5.24962481,0.58357034,0.07919646,0.00116774,0.41964403,0.00000000,0.27825904,0.13156855
-5.24362181,0.57780185,0.07738393,0.00114722,0.41802331,0.00000000,0.27241742,0.12912258
-5.23761881,0.57190167,0.07586308,0.00112507,0.41571780,0.00000000,0.26651131,0.12670028
-5.23161581,0.56606391,0.07469382,0.00110174,0.41282719,0.00000000,0.26065506,0.12437431
-5.22561281,0.56051842,0.07393724,0.00107778,0.40948409,0.00000000,0.25498322,0.12222346
-5.21960980,0.55552664,0.07365495,0.00105386,0.40585089,0.00000000,0.24964831,0.12033083
-5.21360680,0.55137531,0.07390804,0.00103070,0.40211516,0.00000000,0.24481755,0.11878151
-5.20760380,0.54836824,0.07475588,0.00100909,0.39848357,0.00000000,0.24066858,0.11765997
-5.20160080,0.54681626,0.07625448,0.00098981,0.39517465,0.00000000,0.23738432,0.11704712
-5.19559780,0.54702574,0.07845466,0.00097364,0.39241063,0.00000000,0.23514711,0.11701715
-5.18959480,0.54928602,0.08139991,0.00096131,0.39040860,0.00000000,0.23413232,0.11763437
-5.18359180,0.55385635,0.08512419,0.00095349,0.38937144,0.00000000,0.23450163,0.11895009
-5.17758879,0.56095281,0.08964950,0.00095073,0.38947891,0.00000000,0.23639635,0.12099970
-5.17158579,0.57073582,0.09498361,0.00095346,0.39087917,0.00000000,0.23993081,0.12380015
-5.16558279,0.58329889,0.10111788,0.00096197,0.39368127,0.00000000,0.24518636,0.12734786
-5.15957979,0.59865909,0.10802531,0.00097639,0.39794886,0.00000000,0.25220605,0.13161727
-5.15357679,0.61674987,0.11565904,0.00099667,0.40369543,0.00000000,0.26099025,0.13656011
-5.14757379,0.63741658,0.12395141,0.00102262,0.41088144,0.00000000,0.27149353,0.14210541
-5.14157079,0.66041514,0.13281355,0.00105386,0.41941326,0.00000000,0.28362293,0.14816039
-5.13556778,0.68541393,0.14213579,0.00108986,0.42914434,0.00000000,0.29723769,0.15461213
-5.12956478,0.71199915,0.15178882,0.00112995,0.43987826,0.00000000,0.31215064,0.16133007
-5.12356178,0.73968342,0.16162563,0.00117337,0.45137385,0.00000000,0.32813117,0.16816926
-5.11755878,0.76791745,0.17148435,0.00121922,0.46335200,0.00000000,0.34490985,0.17497420
-5.11155578,0.79610439,0.18119172,0.00126655,0.47550394,0.00000000,0.36218443,0.18158328
-5.10555278,0.82361642,0.19056733,0.00131439,0.48750079,0.00000000,0.37962722,0.18783343
-5.09954977,0.84981282,0.19942830,0.00136173,0.49900373,0.00000000,0.39689353,0.19356506
-5.09354677,0.87405891,0.20759442,0.00140759,0.50967465,0.00000000,0.41363080,0.19862690
-5.08754377,0.89574516,0.21489340,0.00145103,0.51918670,0.00000000,0.42948834,0.20288066
-5.08154077,0.91430558,0.22116608,0.00149116,0.52723431,0.00000000,0.44412703,0.20620525
