energy_ev,total_up,Au_p_up,Au_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.38269135,0.47467731,0.16897164,0.16411935,0.00172045,0.00000000,0.00022316,0.06036471,0.00513643,0.15195406
-3.37668834,0.45679871,0.16776947,0.15811092,0.00165262,0.00000000,0.00022051,0.05896606,0.00465443,0.14773761
-3.37068534,0.44296255,0.16816605,0.15323059,0.00159428,0.00000000,0.00022668,0.05822037,0.00423100,0.14507990
-3.36468234,0.43371623,0.17039539,0.14967430,0.00154760,0.00000000,0.00024173,0.05820428,0.00386817,0.14416429
-3.35867934,0.42958363,0.17467916,0.14762982,0.00151467,0.00000000,0.00026585,0.05899174,0.00356785,0.14516546
-3.35267634,0.43105459,0.18122091,0.14727221,0.00149745,0.00000000,0.00029932,0.06065253,0.00333184,0.14824618
-3.34667334,0.43857441,0.19020063,0.14875964,0.00149771,0.00000000,0.00034252,0.06325068,0.00316191,0.15355394
-3.34067034,0.45253382,0.20176966,0.15222946,0.00151703,0.00000000,0.00039587,0.06684292,0.00305981,0.16121765
-3.33466733,0.47325921,0.21604614,0.15779470,0.00155669,0.00000000,0.00045982,0.07147714,0.00302725,0.17134431
-3.32866433,0.50100361,0.23311106,0.16554110,0.00161774,0.00000000,0.00053486,0.07719092,0.00306585,0.18401581
-3.32266133,0.53593837,0.25300515,0.17552450,0.00170088,0.00000000,0.00062143,0.08401009,0.00317711,0.19928598
-3.31665833,0.57814569,0.27572652,0.18776885,0.00180649,0.00000000,0.00071994,0.09194748,0.00336228,0.21717780
-3.31065533,0.62761229,0.30122935,0.20226475,0.00193461,0.00000000,0.00083075,0.10100178,0.00362228,0.23768102
-3.30465233,0.68422427,0.32942344,0.21896850,0.00208491,0.00000000,0.00095409,0.11115668,0.00395751,0.26075015
-3.29864932,0.74776343,0.36017491,0.23780186,0.00225671,0.00000000,0.00109009,0.12238014,0.00436777,0.28630295
-3.29264632,0.81790512,0.39330781,0.25865234,0.00244895,0.00000000,0.00123873,0.13462405,0.00485203,0.31421945
-3.28664332,0.89421791,0.42860670,0.28137409,0.00266020,0.00000000,0.00139986,0.14782411,0.00540834,0.34434164
-3.28064032,0.97616513,0.46582017,0.30578954,0.00288869,0.00000000,0.00157315,0.16190007,0.00603362,0.37647372
-3.27463732,1.06310839,0.50466501,0.33169149,0.00313230,0.00000000,0.00175812,0.17675631,0.00672355,0.41038315
-3.26863432,1.15431328,0.54483108,0.35884588,0.00338861,0.00000000,0.00195412,0.19228273,0.00747248,0.44580233
-3.26263132,1.24895701,0.58598653,0.38699507,0.00365488,0.00000000,0.00216038,0.20835599,0.00827334,0.48243106
-3.25662831,1.34613820,0.62778325,0.41586161,0.00392813,0.00000000,0.00237597,0.22484100,0.00911760,0.51993966
-3.25062531,1.44488852,0.66986232,0.44515231,0.00420516,0.00000000,0.00259986,0.24159274,0.00999536,0.55797276
-3.24462231,1.54418606,0.71185928,0.47456277,0.00448262,0.00000000,0.00283094,0.25845828,0.01089536,0.59615366
-3.23861931,1.64297016,0.75340896,0.50378193,0.00475701,0.00000000,0.00306802,0.27527891,0.01180517,0.63408933
-3.23261631,1.74015741,0.79414989,0.53249684,0.00502479,0.00000000,0.00330987,0.29189250,0.01271142,0.67137568
-3.22661331,1.83465848,0.83372794,0.56039730,0.00528241,0.00000000,0.00355522,0.30813581,0.01360001,0.70760340
-3.22061031,1.92539536,0.87179944,0.58718041,0.00552640,0.00000000,0.00380281,0.32384691,0.01445648,0.74236387
-3.21460730,2.01131870,0.90803347,0.61255492,0.00575340,0.00000000,0.00405134,0.33886747,0.01526634,0.77525537
-3.20860430,2.09142480,0.94211373,0.63624519,0.00596026,0.00000000,0.00429952,0.35304507,0.01601546,0.80588920
-3.20260130,2.16477192,0.97373974,0.65799488,0.00614406,0.00000000,0.00454603,0.36623532,0.01669051,0.83389588
-3.19659830,2.23049562,1.00262793,0.67757016,0.00630220,0.00000000,0.00478953,0.37830388,0.01727931,0.85893106
-3.19059530,2.28782275,1.02851246,0.69476253,0.00643246,0.00000000,0.00502863,0.38912836,0.01777126,0.88068126
-3.18459230,2.33608398,1.05114617,0.70939125,0.00653300,0.00000000,0.00526185,0.39860006,0.01815766,0.89886917
-3.17858929,2.37472451,1.07030186,0.72130531,0.00660244,0.00000000,0.00548764,0.40662551,0.01843204,0.91325856
-3.17258629,2.40331298,1.08577394,0.73038506,0.00663987,0.00000000,0.00570431,0.41312795,0.01859034,0.92365855
-3.16658329,2.42154838,1.09738063,0.73654350,0.00664488,0.00000000,0.00591006,0.41804858,0.01863113,0.92992732
-3.16058029,2.42926485,1.10496685,0.73972721,0.00661753,0.00000000,0.00610297,0.42134769,0.01855563,0.93197499
-3.15457729,2.42643442,1.10840756,0.73991703,0.00655838,0.00000000,0.00628096,0.42300562,0.01836774,0.92976581
-3.14857429,2.41316758,1.10761173,0.73712842,0.00646849,0.00000000,0.00644189,0.42302350,0.01807387,0.92331934
-3.14257129,2.38971171,1.10252650,0.73141151,0.00634933,0.00000000,0.00658355,0.42142378,0.01768282,0.91271074
-3.13656828,2.35644735,1.09314144,0.72285080,0.00620280,0.00000000,0.00670371,0.41825051,0.01720548,0.89807007
-3.13056528,2.31388226,1.07949267,0.71156453,0.00603119,0.00000000,0.00680025,0.41356927,0.01665448,0.87958052
-3.12456228,2.26264344,1.06166630,0.69770364,0.00583708,0.00000000,0.00687118,0.40746674,0.01604386,0.85747560
-3.11855928,2.20346697,1.03980112,0.68145012,0.00562331,0.00000000,0.00691477,0.40004986,0.01538858,0.83203540
-3.11255628,2.13718593,1.01409005,0.66301502,0.00539294,0.00000000,0.00692965,0.39144456,0.01470414,0.80358175
-3.10655328,2.06471640,0.98478016,0.64263570,0.00514917,0.00000000,0.00691493,0.38179392,0.01400610,0.77247260
-3.10055028,1.98704180,0.95217111,0.62057263,0.00489525,0.00000000,0.00687028,0.37125593,0.01330964,0.73909559
-3.09454727,1.90519577,0.91661175,0.59710544,0.00463446,0.00000000,0.00679601,0.36000068,0.01262918,0.70386098
-3.08854427,1.82024393,0.87849501,0.57252854,0.00437003,0.00000000,0.00669323,0.34820715,0.01197800,0.66719419
-3.08254127,1.73326492,0.83825116,0.54714616,0.00410508,0.00000000,0.00656381,0.33605955,0.01136793,0.62952801
-3.07653827,1.64533108,0.79633951,0.52126703,0.00384259,0.00000000,0.00641052,0.32374344,0.01080906,0.59129489
-3.07053527,1.55748939,0.75323896,0.49519876,0.00358532,0.00000000,0.00623698,0.31144158,0.01030960,0.55291933
-3.06453227,1.47074307,0.70943767,0.46924220,0.00333581,0.00000000,0.00604768,0.29932984,0.00987569,0.51481075
-3.05852926,1.38603453,0.66542236,0.44368585,0.00309634,0.00000000,0.00584798,0.28757309,0.00951139,0.47735697
-3.05252626,1.30423001,0.62166751,0.41880055,0.00286890,0.00000000,0.00564400,0.27632143,0.00921864,0.44091851
-3.04652326,1.22610651,0.57862512,0.39483467,0.00265517,0.00000000,0.00544258,0.26570681,0.00899734,0.40582388
-3.04052026,1.15234148,0.53671522,0.37200996,0.00245655,0.00000000,0.00525116,0.25584022,0.00884548,0.37236593
-3.03451726,1.08350535,0.49631774,0.35051821,0.00227414,0.00000000,0.00507766,0.24680945,0.00875926,0.34079941
-3.02851426,1.02005734,0.45776575,0.33051886,0.00210873,0.00000000,0.00493034,0.23867779,0.00873333,0.31133967
-3.02251126,0.96234445,0.42134063,0.31213757,0.00196085,0.00000000,0.00481763,0.23148335,0.00876103,0.28416253
-3.01650825,0.91060366,0.38726894,0.29546589,0.00183078,0.00000000,0.00474797,0.22523943,0.00883463,0.25940513
-3.01050525,0.86496699,0.35572135,0.28056189,0.00171856,0.00000000,0.00472961,0.21993553,0.00894560,0.23716788
-3.00450225,0.82546919,0.32681324,0.26745180,0.00162404,0.00000000,0.00477042,0.21553932,0.00908494,0.21751696
-2.99849925,0.79205758,0.30060714,0.25613239,0.00154686,0.00000000,0.00487770,0.21199912,0.00924341,0.20048751
-2.99249625,0.76460344,0.27711647,0.24657416,0.00148656,0.00000000,0.00505795,0.20924714,0.00941185,0.18608716
-2.98649325,0.74291446,0.25631063,0.23872492,0.00144254,0.00000000,0.00531665,0.20720295,0.00958144,0.17429960
-2.98049025,0.72674748,0.23812079,0.23251379,0.00141409,0.00000000,0.00565810,0.20577743,0.00974393,0.16508815
-2.97448724,0.71582112,0.22244637,0.22785525,0.00140045,0.00000000,0.00608515,0.20487665,0.00989189,0.15839894
-2.96848424,0.70982762,0.20916162,0.22465321,0.00140080,0.00000000,0.00659908,0.20440579,0.01001891,0.15416378
-2.96248124,0.70844344,0.19812219,0.22280478,0.00141430,0.00000000,0.00719939,0.20427288,0.01011975,0.15230231
-2.95647824,0.71133827,0.18917133,0.22220375,0.00144006,0.00000000,0.00788372,0.20439204,0.01019048,0.15272359
-2.95047524,0.71818232,0.18214553,0.22274353,0.00147721,0.00000000,0.00864768,0.20468646,0.01022860,0.15532703
-2.94447224,0.72865151,0.17687937,0.22431964,0.00152487,0.00000000,0.00948489,0.20509064,0.01023310,0.16000267
-2.93846923,0.74243092,0.17320962,0.22683147,0.00158214,0.00000000,0.01038694,0.20555212,0.01020446,0.16663091
-2.93246623,0.75921640,0.17097842,0.23018370,0.00164814,0.00000000,0.01134353,0.20603254,0.01014469,0.17508185
-2.92646323,0.77871471,0.17003551,0.23428699,0.00172202,0.00000000,0.01234258,0.20650798,0.01005725,0.18521443
-2.92046023,0.80064254,0.17023977,0.23905832,0.00180290,0.00000000,0.01337048,0.20696880,0.00994699,0.19687551
-2.91445723,0.82472479,0.17145991,0.24442094,0.00188995,0.00000000,0.01441243,0.20741880,0.00982002,0.20989911
-2.90845423,0.85069252,0.17357463,0.25030408,0.00198234,0.00000000,0.01545280,0.20787392,0.00968362,0.22410614
-2.90245123,0.87828108,0.17647231,0.25664244,0.00207928,0.00000000,0.01647557,0.20836053,0.00954603,0.23930458
-2.89644822,0.90722875,0.18005038,0.26337571,0.00218002,0.00000000,0.01746488,0.20891344,0.00941628,0.25529058
-2.89044522,0.93727624,0.18421452,0.27044804,0.00228385,0.00000000,0.01840551,0.20957362,0.00930401,0.27185031
-2.88444222,0.96816727,0.18887786,0.27780766,0.00239015,0.00000000,0.01928347,0.21038596,0.00921921,0.28876279
-2.87843922,0.99965039,0.19396024,0.28540667,0.00249837,0.00000000,0.02008653,0.21139691,0.00917205,0.30580365
-2.87243622,1.03148206,0.19938770,0.29320101,0.00260807,0.00000000,0.02080473,0.21265230,0.00917263,0.32274972
-2.86643322,1.06343087,0.20509211,0.30115053,0.00271895,0.00000000,0.02143085,0.21419536,0.00923079,0.33938431
-2.86043022,1.09528263,0.21101112,0.30921939,0.00283083,0.00000000,0.02196076,0.21606494,0.00935586,0.35550305
-2.85442721,1.12684610,0.21708839,0.31737634,0.00294372,0.00000000,0.02239368,0.21829409,0.00955655,0.37091985
-2.84842421,1.15795893,0.22327390,0.32559525,0.00305777,0.00000000,0.02273238,0.22090898,0.00984072,0.38547290
-2.84242121,1.18849335,0.22952459,0.33385549,0.00317333,0.00000000,0.02298313,0.22392812,0.01021528,0.39903016
-2.83641821,1.21836111,0.23580491,0.34214223,0.00329095,0.00000000,0.02315560,0.22736204,0.01068607,0.41149422
-2.83041521,1.24751727,0.24208745,0.35044653,0.00341133,0.00000000,0.02326262,0.23121320,0.01125780,0.42280600
-2.82441221,1.27596242,0.24835343,0.35876519,0.00353534,0.00000000,0.02331971,0.23547622,0.01193402,0.43294724
-2.81840920,1.30374288,0.25459296,0.36710030,0.00366402,0.00000000,0.02334461,0.24013840,0.01271706,0.44194134
-2.81240620,1.33094880,0.26080503,0.37545837,0.00379850,0.00000000,0.02335662,0.24518034,0.01360808,0.44985261
-2.80640320,1.35770981,0.26699715,0.38384916,0.00394000,0.00000000,0.02337591,0.25057674,0.01460707,0.45678367
-2.80040020,1.38418842,0.27318452,0.39228412,0.00408974,0.00000000,0.02342272,0.25629720,0.01571291,0.46287117
-2.79439720,1.41057114,0.27938888,0.40077456,0.00424896,0.00000000,0.02351660,0.26230699,0.01692338,0.46827992
-2.78839420,1.43705767,0.28563680,0.40932954,0.00441878,0.00000000,0.02367562,0.26856779,0.01823524,0.47319557
-2.78239120,1.46384851,0.29195771,0.41795359,0.00460021,0.00000000,0.02391564,0.27503817,0.01964418,0.47781622
-2.77638819,1.49113143,0.29838151,0.42664437,0.00479400,0.00000000,0.02424963,0.28167403,0.02114488,0.48234328
-2.77038519,1.51906754,0.30493597,0.43539046,0.00500069,0.00000000,0.02468714,0.28842872,0.02273094,0.48697198
-2.76438219,1.54777734,0.31164405,0.44416922,0.00522044,0.00000000,0.02523380,0.29525304,0.02439483,0.49188197
-2.75837919,1.57732778,0.31852115,0.45294502,0.00545304,0.00000000,0.02589106,0.30209503,0.02612784,0.49722852
-2.75237619,1.60772061,0.32557255,0.46166789,0.00569785,0.00000000,0.02665600,0.30889958,0.02791991,0.50313462
-2.74637319,1.63888305,0.33279113,0.47027271,0.00595377,0.00000000,0.02752135,0.31560809,0.02975958,0.50968448
-2.74037019,1.67066108,0.34015558,0.47867893,0.00621919,0.00000000,0.02847565,0.32215799,0.03163385,0.51691878
-2.73436718,1.70281603,0.34762909,0.48679109,0.00649203,0.00000000,0.02950352,0.32848244,0.03352807,0.52483178
-2.72836418,1.73502476,0.35515882,0.49450001,0.00676970,0.00000000,0.03058613,0.33451024,0.03542588,0.53337067
-2.72236118,1.76688365,0.36267609,0.50168468,0.00704916,0.00000000,0.03170176,0.34016593,0.03730924,0.54243700
-2.71635818,1.79791656,0.37009747,0.50821489,0.00732697,0.00000000,0.03282643,0.34537031,0.03915840,0.55189036
-2.71035518,1.82758653,0.37732659,0.51395451,0.00759931,0.00000000,0.03393465,0.35004140,0.04095212,0.56155402
-2.70435218,1.85531101,0.38425692,0.51876532,0.00786212,0.00000000,0.03500019,0.35409580,0.04266786,0.57122236
-2.69834917,1.88048012,0.39077514,0.52251131,0.00811116,0.00000000,0.03599688,0.35745052,0.04428209,0.58066971
-2.69234617,1.90247731,0.39676524,0.52506321,0.00834210,0.00000000,0.03689937,0.36002524,0.04577077,0.58966026
-2.68634317,1.92070158,0.40211292,0.52630328,0.00855068,0.00000000,0.03768389,0.36174489,0.04710982,0.59795852
-2.68034017,1.93459056,0.40671037,0.52612998,0.00873284,0.00000000,0.03832898,0.36254250,0.04827574,0.60533987
-2.67433717,1.94364321,0.41046097,0.52446244,0.00888478,0.00000000,0.03881604,0.36236210,0.04924629,0.61160071
-2.66833417,1.94744144,0.41328380,0.52124456,0.00900316,0.00000000,0.03912989,0.36116161,0.05000114,0.61656768
-2.66233117,1.94566949,0.41511764,0.51644856,0.00908520,0.00000000,0.03925918,0.35891543,0.05052256,0.62010565
-2.65632816,1.93813032,0.41592436,0.51007778,0.00912875,0.00000000,0.03919666,0.35561667,0.05079615,0.62212389
-2.65032516,1.92475825,0.41569133,0.50216874,0.00913244,0.00000000,0.03893939,0.35127879,0.05081136,0.62258046
-2.64432216,1.90562720,0.41443286,0.49279223,0.00909571,0.00000000,0.03848880,0.34593654,0.05056207,0.62148429
-2.63831916,1.88095429,0.41219052,0.48205347,0.00901892,0.00000000,0.03785062,0.33964609,0.05004694,0.61889521
-2.63231616,1.85109861,0.40903224,0.47009135,0.00890333,0.00000000,0.03703474,0.33248430,0.04926968,0.61492180
-2.62631316,1.81655520,0.40505036,0.45707671,0.00875113,0.00000000,0.03605496,0.32454716,0.04823913,0.60971720
-2.62031016,1.77794476,0.40035862,0.44320986,0.00856542,0.00000000,0.03492865,0.31594738,0.04696920,0.60347337
-2.61430715,1.73599942,0.39508827,0.42871730,0.00835021,0.00000000,0.03367639,0.30681125,0.04547863,0.59641387
-2.60830415,1.69154544,0.38938357,0.41384790,0.00811029,0.00000000,0.03232149,0.29727503,0.04379056,0.58878573
-2.60230115,1.64548360,0.38339685,0.39886860,0.00785121,0.00000000,0.03088953,0.28748080,0.04193207,0.58085086
-2.59629815,1.59876823,0.37728338,0.38405992,0.00757918,0.00000000,0.02940783,0.27757223,0.03993345,0.57287728
-2.59029515,1.55238569,0.37119642,0.36971118,0.00730091,0.00000000,0.02790497,0.26769028,0.03782752,0.56513086
-2.58429215,1.50733322,0.36528259,0.35611583,0.00702355,0.00000000,0.02641027,0.25796918,0.03564881,0.55786762
-2.57828914,1.46459888,0.35967777,0.34356685,0.00675455,0.00000000,0.02495329,0.24853272,0.03343275,0.55132716
-2.57228614,1.42514306,0.35450374,0.33235221,0.00650150,0.00000000,0.02356331,0.23949119,0.03121486,0.54572721
-2.56628314,1.38988207,0.34986572,0.32275070,0.00627204,0.00000000,0.02226893,0.23093892,0.02902999,0.54125958
-2.56028014,1.35967384,0.34585066,0.31502777,0.00607371,0.00000000,0.02109761,0.22295254,0.02691161,0.53808741
-2.55427714,1.33530586,0.34252648,0.30943166,0.00591382,0.00000000,0.02007522,0.21559007,0.02489122,0.53634359
-2.54827414,1.31748505,0.33994204,0.30618959,0.00579936,0.00000000,0.01922574,0.20889070,0.02299781,0.53613033
-2.54227114,1.30682932,0.33812778,0.30550402,0.00573681,0.00000000,0.01857084,0.20287526,0.02125745,0.53751956
-2.53626813,1.30386041,0.33709690,0.30754886,0.00573211,0.00000000,0.01812957,0.19754727,0.01969309,0.54055385
-2.53026513,1.30899755,0.33684682,0.31246572,0.00579046,0.00000000,0.01791807,0.19289451,0.01832427,0.54524775
-2.52426213,1.32255165,0.33736086,0.32036003,0.00591628,0.00000000,0.01794928,0.18889087,0.01716718,0.55158911
-2.51825913,1.34471959,0.33860992,0.33129718,0.00611307,0.00000000,0.01823268,0.18549851,0.01623459,0.55954031
-2.51225613,1.37557871,0.34055402,0.34529871,0.00638333,0.00000000,0.01877409,0.18267004,0.01553604,0.56903929
-2.50625313,1.41508118,0.34314373,0.36233867,0.00672842,0.00000000,0.01957542,0.18035078,0.01507795,0.58000018
-2.50025013,1.46304892,0.34632132,0.38234043,0.00714855,0.00000000,0.02063462,0.17848090,0.01486386,0.59231371
-2.49424712,1.51916903,0.35002176,0.40517404,0.00764266,0.00000000,0.02194547,0.17699751,0.01489468,0.60584735
-2.48824412,1.58299061,0.35417350,0.43065452,0.00820837,0.00000000,0.02349758,0.17583649,0.01516895,0.62044558
-2.48224112,1.65392350,0.35869924,0.45854120,0.00884198,0.00000000,0.02527638,0.17493427,0.01568302,0.63593024
-2.47623812,1.73123968,0.36351680,0.48853859,0.00953841,0.00000000,0.02726324,0.17422944,0.01643138,0.65210137
-2.47023512,1.81407804,0.36854010,0.52029881,0.01029128,0.00000000,0.02943554,0.17366419,0.01740674,0.66873880
-2.46423212,1.90145313,0.37368046,0.55342579,0.01109291,0.00000000,0.03176702,0.17318576,0.01860028,0.68560459
-2.45822911,1.99226835,0.37884838,0.58748149,0.01193444,0.00000000,0.03422803,0.17274776,0.02000174,0.70244654
-2.45222611,2.08533371,0.38395564,0.62199386,0.01280594,0.00000000,0.03678596,0.17231149,0.02159946,0.71900284
-2.44622311,2.17938835,0.38891800,0.65646675,0.01369657,0.00000000,0.03940582,0.17184726,0.02338047,0.73500783
-2.44022011,2.27312712,0.39365825,0.69039127,0.01459478,0.00000000,0.04205073,0.17133559,0.02533045,0.75019877
-2.43421711,2.36523091,0.39810963,0.72325843,0.01548852,0.00000000,0.04468266,0.17076850,0.02743372,0.76432329
-2.42821411,2.45439959,0.40221944,0.75457262,0.01636549,0.00000000,0.04726315,0.17015052,0.02967320,0.77714744
-2.42221111,2.53938651,0.40595271,0.78386537,0.01721341,0.00000000,0.04975406,0.16949973,0.03203032,0.78846365
-2.41620810,2.61903312,0.40929555,0.81070892,0.01802031,0.00000000,0.05211840,0.16884848,0.03448502,0.79809845
-2.41020510,2.69230233,0.41225823,0.83472893,0.01877476,0.00000000,0.05432114,0.16824381,0.03701568,0.80591932
-2.40420210,2.75830910,0.41487747,0.85561586,0.01946618,0.00000000,0.05633004,0.16774759,0.03959918,0.81184037
-2.39819910,2.81634684,0.41721790,0.87313442,0.02008511,0.00000000,0.05811639,0.16743618,0.04221091,0.81582635
-2.39219610,2.86590842,0.41937248,0.88713068,0.02062337,0.00000000,0.05965572,0.16739968,0.04482494,0.81789478
-2.38619310,2.90670064,0.42146168,0.89753651,0.02107429,0.00000000,0.06092849,0.16774059,0.04741416,0.81811600
-2.38019010,2.93865151,0.42363143,0.90437106,0.02143286,0.00000000,0.06192055,0.16857202,0.04995062,0.81661092
-2.37418709,2.96190988,0.42604972,0.90773928,0.02169584,0.00000000,0.06262362,0.17001532,0.05240585,0.81354674
-2.36818409,2.97683723,0.42890205,0.90782733,0.02186178,0.00000000,0.06303550,0.17219730,0.05475129,0.80913049
-2.36218109,2.98399201,0.43238560,0.90489538,0.02193104,0.00000000,0.06316028,0.17524686,0.05695882,0.80360091
-2.35617809,2.98410707,0.43670261,0.89926768,0.02190575,0.00000000,0.06300825,0.17929137,0.05900132,0.79721898
-2.35017509,2.97806094,0.44205288,0.89132073,0.02178968,0.00000000,0.06259570,0.18445268,0.06085326,0.79025734
-2.34417209,2.96684430,0.44862589,0.88146965,0.02158812,0.00000000,0.06194462,0.19084288,0.06249134,0.78298941
-2.33816908,2.95152269,0.45659268,0.87015361,0.02130770,0.00000000,0.06108209,0.19856010,0.06389510,0.77567837
-2.33216608,2.93319708,0.46609797,0.85782069,0.02095614,0.00000000,0.06003967,0.20768421,0.06504747,0.76856679
-2.32616308,2.91296377,0.47725261,0.84491278,0.02054204,0.00000000,0.05885254,0.21827276,0.06593533,0.76186714
-2.32016008,2.89187494,0.49012687,0.83185121,0.02007460,0.00000000,0.05755859,0.23035721,0.06654985,0.75575369
-2.31415708,2.87090154,0.50474476,0.81902339,0.01956338,0.00000000,0.05619735,0.24393957,0.06688685,0.75035610
-2.30815408,2.85089961,0.52107960,0.80677113,0.01901801,0.00000000,0.05480888,0.25898964,0.06694693,0.74575492
-2.30215108,2.83258128,0.53905111,0.79538083,0.01844795,0.00000000,0.05343267,0.27544295,0.06673548,0.74197915
-2.29614807,2.81649139,0.55852409,0.78507592,0.01786225,0.00000000,0.05210644,0.29319947,0.06626250,0.73900590
-2.29014507,2.80299055,0.57930892,0.77601172,0.01726933,0.00000000,0.05086503,0.31212330,0.06554236,0.73676207
-2.28414207,2.79224498,0.60116370,0.76827276,0.01667683,0.00000000,0.04973941,0.33204332,0.06459328,0.73512795
-2.27813907,2.78422354,0.62379825,0.76187261,0.01609140,0.00000000,0.04875564,0.35275484,0.06343681,0.73394252
-2.27213607,2.77870191,0.64687966,0.75675616,0.01551865,0.00000000,0.04793418,0.37402240,0.06209712,0.73301019
-2.26613307,2.77527359,0.67003941,0.75280407,0.01496305,0.00000000,0.04728915,0.39558356,0.06060025,0.73210870
-2.26013007,2.77336742,0.69288173,0.74983932,0.01442793,0.00000000,0.04682800,0.41715369,0.05897336,0.73099776
-2.25412706,2.77227081,0.71499312,0.74763543,0.01391544,0.00000000,0.04655121,0.43843173,0.05724391,0.72942820
-2.24812406,2.77115784,0.73595257,0.74592613,0.01342665,0.00000000,0.04645233,0.45910662,0.05543888,0.72715126
-2.24212106,2.76912121,0.75534227,0.74441604,0.01296158,0.00000000,0.04651821,0.47886442,0.05358414,0.72392766
-2.23611806,2.76520698,0.77275856,0.74279202,0.01251935,0.00000000,0.04672947,0.49739582,0.05170378,0.71953616
-2.23011506,2.75845071,0.78782258,0.74073485,0.01209830,0.00000000,0.04706118,0.51440383,0.04981963,0.71378150
-2.22411206,2.74791389,0.80019056,0.73793073,0.01169614,0.00000000,0.04748370,0.52961137,0.04795090,0.70650122
-2.21810905,2.73271944,0.80956323,0.73408241,0.01131010,0.00000000,0.04796376,0.54276864,0.04611394,0.69757149
-2.21210605,2.71208487,0.81569418,0.72891945,0.01093712,0.00000000,0.04846561,0.55365982,0.04432211,0.68691163
-2.20610305,2.68535232,0.81839690,0.72220747,0.01057400,0.00000000,0.04895227,0.56210907,0.04258583,0.67448732
-2.20010005,2.65201426,0.81755029,0.71375594,0.01021756,0.00000000,0.04938685,0.56798544,0.04091269,0.66031243
-2.19409705,2.61173412,0.81310249,0.70342458,0.00986481,0.00000000,0.04973388,0.57120665,0.03930768,0.64444952
-2.18809405,2.56436136,0.80507293,0.69112789,0.00951306,0.00000000,0.04996054,0.57174153,0.03777350,0.62700898
-2.18209105,2.50994037,0.79355248,0.67683804,0.00916003,0.00000000,0.05003786,0.56961098,0.03631094,0.60814698
-2.17608804,2.44871316,0.77870179,0.66058579,0.00880397,0.00000000,0.04994178,0.56488758,0.03491924,0.58806216
-2.17008504,2.38111581,0.76074786,0.64245974,0.00844370,0.00000000,0.04965401,0.55769367,0.03359652,0.56699139
-2.16408204,2.30776890,0.73997881,0.62260372,0.00807865,0.00000000,0.04916275,0.54819807,0.03234017,0.54520454
-2.15807904,2.22946234,0.71673718,0.60121266,0.00770888,0.00000000,0.04846315,0.53661154,0.03114724,0.52299851
-2.15207604,2.14713528,0.69141182,0.57852701,0.00733507,0.00000000,0.04755758,0.52318113,0.03001473,0.50069063
-2.14607304,2.06185167,0.66442861,0.55482590,0.00695849,0.00000000,0.04645561,0.50818359,0.02893996,0.47861160
-2.14007004,1.97477254,0.63624031,0.53041935,0.00658096,0.00000000,0.04517385,0.49191812,0.02792074,0.45709810
-2.13406703,1.88712571,0.60731578,0.50563974,0.00620475,0.00000000,0.04373548,0.47469858,0.02695561,0.43648521
-2.12806403,1.80017407,0.57812887,0.48083282,0.00583251,0.00000000,0.04216965,0.45684559,0.02604394,0.41709896
-2.12206103,1.71518343,0.54914730,0.45634863,0.00546721,0.00000000,0.04051071,0.43867858,0.02518603,0.39924888
-2.11605803,1.63339074,0.52082182,0.43253242,0.00511198,0.00000000,0.03879723,0.42050815,0.02438312,0.38322096
-2.11005503,1.55597389,0.49357593,0.40971604,0.00477006,0.00000000,0.03707104,0.40262893,0.02363741,0.36927112
-2.10405203,1.48402362,0.46779654,0.38820989,0.00444468,0.00000000,0.03537604,0.38531310,0.02295198,0.35761923
-2.09804902,1.41851865,0.44382568,0.36829577,0.00413896,0.00000000,0.03375710,0.36880481,0.02233072,0.34844396
-2.09204602,1.36030435,0.42195365,0.35022068,0.00385584,0.00000000,0.03225891,0.35331553,0.02177817,0.34187859
-2.08604302,1.31007567,0.40241365,0.33419183,0.00359798,0.00000000,0.03092479,0.33902060,0.02129945,0.33800780
-2.08004002,1.26836466,0.38537821,0.32037292,0.00336772,0.00000000,0.02979566,0.32605677,0.02090001,0.33686571
-2.07403702,1.23553274,0.37095734,0.30888176,0.00316699,0.00000000,0.02890896,0.31452104,0.02058550,0.33843516
-2.06803402,1.21176791,0.35919853,0.29978918,0.00299734,0.00000000,0.02829776,0.30447061,0.02036158,0.34264831
-2.06203102,1.19708676,0.35008864,0.29311935,0.00285984,0.00000000,0.02798987,0.29592388,0.02023369,0.34938867
-2.05602801,1.19134112,0.34355740,0.28885133,0.00275514,0.00000000,0.02800712,0.28886249,0.02020685,0.35849440
-2.05002501,1.19422897,0.33948266,0.28692174,0.00268344,0.00000000,0.02836479,0.28323434,0.02028550,0.36976303
-2.04402201,1.20530927,0.33769693,0.28722850,0.00264454,0.00000000,0.02907111,0.27895724,0.02047327,0.38295733
-2.03801901,1.22401995,0.33799518,0.28963545,0.00263784,0.00000000,0.03012691,0.27592326,0.02077283,0.39781230
-2.03201601,1.24969862,0.34014340,0.29397759,0.00266244,0.00000000,0.03152551,0.27400355,0.02118575,0.41404298
-2.02601301,1.28160508,0.34388785,0.30006684,0.00271714,0.00000000,0.03325264,0.27305338,0.02171236,0.43135294
-2.02001001,1.31894497,0.34896446,0.30769809,0.00280053,0.00000000,0.03528661,0.27291731,0.02235167,0.44944310
