energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up
-5.21360680,3.30258607,0.05405782,0.26953864,0.75870813,0.76734867,1.07352996,0.00000000,0.01514349,2.34417655
-5.20760380,3.17163667,0.05146829,0.26361438,0.72361919,0.74229583,1.02639290,0.00000000,0.01501382,2.24430522
-5.20160080,3.03465097,0.04867295,0.25673865,0.68697622,0.71548543,0.97777498,0.00000000,0.01480615,2.14105595
-5.19559780,2.89313238,0.04571949,0.24893555,0.64930651,0.68712192,0.92824720,0.00000000,0.01452344,2.03563863
-5.18959480,2.74861759,0.04265595,0.24024945,0.61112998,0.65743748,0.87837098,0.00000000,0.01416980,1.92926002
-5.18359180,2.60265130,0.03952949,0.23074465,0.57294806,0.62668940,0.82868949,0.00000000,0.01375038,1.82310362
-5.17758879,2.45676096,0.03638519,0.22050418,0.53523387,0.59515638,0.77971981,0.00000000,0.01327129,1.71831056
-5.17158579,2.31243194,0.03326506,0.20962790,0.49842383,0.56313375,0.73194624,0.00000000,0.01273942,1.61596187
-5.16558279,2.17108399,0.03020720,0.19822988,0.46291104,0.53092787,0.68581456,0.00000000,0.01216229,1.51706259
-5.15957979,2.03404950,0.02724516,0.18643543,0.42904034,0.49884988,0.64172749,0.00000000,0.01154791,1.42252804
-5.15357679,1.90255393,0.02440747,0.17437756,0.39710526,0.46720914,0.60004127,0.00000000,0.01090458,1.33317240
-5.14757379,1.77769912,0.02171744,0.16219347,0.36734664,0.43630650,0.56106322,0.00000000,0.01024071,1.24969980
-5.14157079,1.66044951,0.01919308,0.15002086,0.33995285,0.40642782,0.52505031,0.00000000,0.00956470,1.17269789
-5.13556778,1.55162157,0.01684724,0.13799446,0.31506136,0.37783779,0.49220856,0.00000000,0.00888474,1.10263383
-5.12956478,1.45187651,0.01468784,0.12624286,0.29276156,0.35077454,0.46269320,0.00000000,0.00820866,1.03985255
-5.12356178,1.36171611,0.01271833,0.11488567,0.27309838,0.32544497,0.43660936,0.00000000,0.00754384,0.98457712
-5.11755878,1.28148162,0.01093810,0.10403124,0.25607656,0.30202102,0.41401340,0.00000000,0.00689709,0.93691084
-5.11155578,1.21135532,0.00934311,0.09377491,0.24166530,0.28063707,0.39491445,0.00000000,0.00627453,0.89684095
-5.10555278,1.15136460,0.00792639,0.08419778,0.22980294,0.26138827,0.37927634,0.00000000,0.00568155,0.86424347
-5.09954977,1.10138809,0.00667868,0.07536610,0.22040159,0.24433005,0.36701975,0.00000000,0.00512277,0.83888916
-5.09354677,1.06116353,0.00558901,0.06733110,0.21335144,0.22947850,0.35802450,0.00000000,0.00460203,0.82045015
-5.08754377,1.03029715,0.00464520,0.06012935,0.20852460,0.21681170,0.35213198,0.00000000,0.00412234,0.80850724
-5.08154077,1.00827415,0.00383440,0.05378342,0.20577850,0.20627189,0.34914780,0.00000000,0.00368595,0.80255781
-5.07553777,0.99447010,0.00314346,0.04830280,0.20495861,0.19776821,0.34884462,0.00000000,0.00329433,0.80202412
-5.06953477,0.98816326,0.00255939,0.04368512,0.20590075,0.19118006,0.35096514,0.00000000,0.00294828,0.80626229
-5.06353177,0.98854748,0.00206956,0.03991728,0.20843276,0.18636082,0.35522548,0.00000000,0.00264789,0.81457184
-5.05752876,0.99474584,0.00166199,0.03697677,0.21237585,0.18314194,0.36131883,0.00000000,0.00239268,0.82620601
-5.05152576,1.00582489,0.00132552,0.03483277,0.21754556,0.18133717,0.36891949,0.00000000,0.00218163,0.84038288
-5.04552276,1.02080957,0.00104990,0.03344725,0.22375255,0.18074691,0.37768733,0.00000000,0.00201319,0.85629743
-5.03951976,1.03869875,0.00082586,0.03277590,0.23080330,0.18116260,0.38727269,0.00000000,0.00188543,0.87313444
-5.03351676,1.05848128,0.00064516,0.03276888,0.23850090,0.18237102,0.39732162,0.00000000,0.00179600,0.89008236
-5.02751376,1.07915262,0.00050052,0.03337143,0.24664591,0.18415854,0.40748149,0.00000000,0.00174225,0.90634775
-5.02151076,1.09973155,0.00038562,0.03452442,0.25503753,0.18631515,0.41740686,0.00000000,0.00172121,0.92117023
-5.01550775,1.11927711,0.00029505,0.03616475,0.26347504,0.18863830,0.42676538,0.00000000,0.00172970,0.93383753
-5.00950475,1.13690499,0.00022419,0.03822572,0.27175962,0.19093642,0.43524384,0.00000000,0.00176431,0.94370018
-5.00350175,1.15180331,0.00016916,0.04063745,0.27969641,0.19303219,0.44255376,0.00000000,0.00182146,0.95018536
-4.99749875,1.16324722,0.00012676,0.04332730,0.28709701,0.19476530,0.44843688,0.00000000,0.00189743,0.95280935
-4.99149575,1.17061177,0.00009433,0.04622048,0.29378210,0.19599491,0.45266981,0.00000000,0.00198842,0.95118818
-4.98549275,1.17338273,0.00006970,0.04924070,0.29958434,0.19660153,0.45506814,0.00000000,0.00209057,0.94504569
-4.97948974,1.17116491,0.00005115,0.05231103,0.30435123,0.19648847,0.45548957,0.00000000,0.00219999,0.93421896
-4.97348674,1.16368751,0.00003727,0.05535495,0.30794804,0.19558265,0.45383598,0.00000000,0.00231287,0.91866043
-4.96748374,1.15080653,0.00002697,0.05829746,0.31026046,0.19383492,0.45005447,0.00000000,0.00242545,0.89843673
-4.96148074,1.13250372,0.00001938,0.06106643,0.31119703,0.19121978,0.44413722,0.00000000,0.00253417,0.87372417
-4.95547774,1.10888249,0.00001383,0.06359394,0.31069112,0.18773459,0.43612019,0.00000000,0.00263565,0.84480091
-4.94947474,1.08016055,0.00000980,0.06581771,0.30870245,0.18339821,0.42608074,0.00000000,0.00272679,0.81203619
-4.94347174,1.04665982,0.00000690,0.06768251,0.30521794,0.17824926,0.41413428,0.00000000,0.00280485,0.77587696
-4.93746873,1.00879379,0.00000482,0.06914139,0.30025203,0.17234387,0.40043000,0.00000000,0.00286745,0.73683256
-4.93146573,0.96705293,0.00000334,0.07015685,0.29384614,0.16575322,0.38514592,0.00000000,0.00291265,0.69545792
-4.92546273,0.92198866,0.00000230,0.07070173,0.28606763,0.15856080,0.36848340,0.00000000,0.00293899,0.65233618
-4.91945973,0.87419642,0.00000158,0.07075980,0.27700792,0.15085945,0.35066134,0.00000000,0.00294550,0.60806114
-4.91345673,0.82429856,0.00000107,0.07032610,0.26678007,0.14274854,0.33191021,0.00000000,0.00293172,0.56322050
-4.90745373,0.77292745,0.00000072,0.06940686,0.25551584,0.13433095,0.31246617,0.00000000,0.00289771,0.51838033
-4.90145073,0.72070957,0.00000048,0.06801914,0.24336216,0.12571039,0.29256539,0.00000000,0.00284399,0.47407126
-4.89544772,0.66825086,0.00000032,0.06619006,0.23047744,0.11698877,0.27243883,0.00000000,0.00277156,0.43077701
-4.88944472,0.61612378,0.00000021,0.06395574,0.21702753,0.10826391,0.25230743,0.00000000,0.00268182,0.38892527
-4.88344172,0.56485646,0.00000014,0.06136002,0.20318169,0.09962756,0.23237804,0.00000000,0.00257653,0.34888123
-4.87743872,0.51492400,0.00000009,0.05845292,0.18910854,0.09116370,0.21284000,0.00000000,0.00245772,0.31094383
-4.87143572,0.46674205,0.00000006,0.05528894,0.17497229,0.08294732,0.19386248,0.00000000,0.00232767,0.27534443
-4.86543272,0.42066277,0.00000004,0.05192533,0.16092923,0.07504346,0.17559259,0.00000000,0.00218875,0.24224794
-4.85942971,0.37697289,0.00000003,0.04842035,0.14712461,0.06750673,0.15815425,0.00000000,0.00204344,0.21175587
-4.85342671,0.33589395,0.00000003,0.04483162,0.13369010,0.06038107,0.14164778,0.00000000,0.00189417,0.18391121
-4.84742371,0.29758427,0.00000003,0.04121455,0.12074172,0.05369991,0.12615017,0.00000000,0.00174332,0.15870456
-4.84142071,0.26214258,0.00000004,0.03762103,0.10837846,0.04748662,0.11171595,0.00000000,0.00159314,0.13608117
-4.83541771,0.22961296,0.00000005,0.03409832,0.09668141,0.04175516,0.09837863,0.00000000,0.00144566,0.11594865
-4.82941471,0.19999077,0.00000006,0.03068822,0.08571359,0.03651098,0.08615255,0.00000000,0.00130275,0.09818481
-4.82341171,0.17322939,0.00000009,0.02742647,0.07552027,0.03175208,0.07503509,0.00000000,0.00116597,0.08264540
-4.81740870,0.14924735,0.00000012,0.02434250,0.06612983,0.02747016,0.06500920,0.00000000,0.00103669,0.06917158
-4.81140570,0.12793580,0.00000017,0.02145939,0.05755505,0.02365193,0.05604608,0.00000000,0.00091600,0.05759680
-4.80540270,0.10916592,0.00000023,0.01879408,0.04979479,0.02028034,0.04810801,0.00000000,0.00080473,0.04775305
-4.79939970,0.09279624,0.00000031,0.01635783,0.04283592,0.01733596,0.04115119,0.00000000,0.00070353,0.03947632
-4.79339670,0.07867958,0.00000042,0.01415679,0.03665545,0.01479829,0.03512864,0.00000000,0.00061284,0.03261130
-4.78739370,0.06666967,0.00000057,0.01219278,0.03122277,0.01264699,0.02999291,0.00000000,0.00053296,0.02701533
-4.78139070,0.05662718,0.00000076,0.01046406,0.02650191,0.01086310,0.02569878,0.00000000,0.00046408,0.02256155
-4.77538769,0.04842530,0.00000102,0.00896630,0.02245374,0.00943024,0.02220579,0.00000000,0.00040631,0.01914147
-4.76938469,0.04195457,0.00000134,0.00769340,0.01903809,0.00833558,0.01948050,0.00000000,0.00035979,0.01666685
-4.76338169,0.03712729,0.00000176,0.00663841,0.01621568,0.00757089,0.01749864,0.00000000,0.00032464,0.01507117
-4.75737869,0.03388106,0.00000229,0.00579433,0.01394988,0.00713331,0.01624689,0.00000000,0.00030110,0.01431048
-4.75137569,0.03218186,0.00000296,0.00515489,0.01220818,0.00702612,0.01572448,0.00000000,0.00028949,0.01436407
-4.74537269,0.03202626,0.00000380,0.00471518,0.01096345,0.00725928,0.01594433,0.00000000,0.00029030,0.01523455
-4.73936968,0.03344300,0.00000484,0.00447219,0.01019491,0.00784990,0.01693399,0.00000000,0.00030420,0.01694782
-4.73336668,0.03649371,0.00000611,0.00442521,0.00988882,0.00882238,0.01873597,0.00000000,0.00033205,0.01955247
-4.72736368,0.04127279,0.00000768,0.00457612,0.01003881,0.01020853,0.02140772,0.00000000,0.00037494,0.02311905
-4.72136068,0.04790632,0.00000957,0.00492950,0.01064608,0.01204725,0.02502106,0.00000000,0.00043414,0.02773870
-4.71535768,0.05654997,0.00001184,0.00549260,0.01171911,0.01438410,0.02966097,0.00000000,0.00051115,0.03352152
-4.70935468,0.06738577,0.00001455,0.00627519,0.01327320,0.01727047,0.03542382,0.00000000,0.00060762,0.04059428
-4.70335168,0.08061768,0.00001776,0.00728918,0.01532974,0.02076249,0.04241482,0.00000000,0.00072535,0.04909761
-4.69734867,0.09646597,0.00002151,0.00854820,0.01791517,0.02491958,0.05074489,0.00000000,0.00086622,0.05918255
-4.69134567,0.11516033,0.00002587,0.01006695,0.02105967,0.02980267,0.06052672,0.00000000,0.00103214,0.07100642
-4.68534267,0.13693175,0.00003090,0.01186051,0.02479575,0.03547207,0.07187021,0.00000000,0.00122493,0.08472803
-4.67933967,0.16200331,0.00003665,0.01394348,0.02915655,0.04198508,0.08487734,0.00000000,0.00144630,0.10050218
-4.67333667,0.19058005,0.00004317,0.01632907,0.03417412,0.04939331,0.09963645,0.00000000,0.00169767,0.11847368
-4.66733367,0.22283814,0.00005049,0.01902823,0.03987761,0.05773984,0.11621630,0.00000000,0.00198013,0.13877074
-4.66133067,0.25891365,0.00005864,0.02204865,0.04629149,0.06705626,0.13465995,0.00000000,0.00229430,0.16149818
-4.65532766,0.29889138,0.00006764,0.02539392,0.05343393,0.07735978,0.15497877,0.00000000,0.00264022,0.18673040
-4.64932466,0.34279420,0.00007750,0.02906279,0.06131539,0.08865041,0.17714681,0.00000000,0.00301725,0.21450452
-4.64332166,0.39057339,0.00008819,0.03304854,0.06993757,0.10090853,0.20109594,0.00000000,0.00342400,0.24481384
