energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-6.00000000,1.85669743,-1.38570922,0.03101678,-0.03637988,0.02654587,-0.03352700,1.26026904,-0.85394268,0.31136794,-0.14371979,0.02212290,-0.02622063,1.15747100,-0.87970857,0.70662184,-0.51500854,0.12224798,-0.09867223
-5.99399700,1.90898714,-1.36496950,0.02999666,-0.03604200,0.02652857,-0.03240429,1.29378581,-0.86290197,0.32784700,-0.13838910,0.02184670,-0.02480820,1.18998992,-0.86827065,0.72402295,-0.51445229,0.12464430,-0.09722414
-5.98799400,1.96225226,-1.34162682,0.02898051,-0.03565457,0.02654876,-0.03132657,1.32952100,-0.86816982,0.34414872,-0.13318872,0.02155115,-0.02343685,1.22329992,-0.85482882,0.74200278,-0.51200087,0.12739911,-0.09554619
-5.98199100,2.01596756,-1.31569538,0.02797635,-0.03520894,0.02660528,-0.03027846,1.36732761,-0.86962575,0.36008086,-0.12812966,0.02123203,-0.02211409,1.25710101,-0.83941930,0.76042351,-0.50764957,0.13051695,-0.09363945
-5.97598799,2.06953534,-1.28726358,0.02698952,-0.03469735,0.02669500,-0.02924720,1.40696933,-0.86725130,0.37545093,-0.12322773,0.02088513,-0.02084526,1.29104408,-0.82213017,0.77910896,-0.50144245,0.13399081,-0.09151038
-5.96998499,2.12230200,-1.25650808,0.02602286,-0.03411319,0.02681298,-0.02822310,1.44812720,-0.86113907,0.39007065,-0.11850519,0.02050645,-0.01963387,1.32474044,-0.80310986,0.79785040,-0.49347646,0.13780204,-0.08917188
-5.96398199,2.17357670,-1.22370489,0.02507705,-0.03345129,0.02695274,-0.02719984,1.49040851,-0.85149823,0.40376025,-0.11399218,0.02009245,-0.01848193,1.35777280,-0.78257375,0.81641343,-0.48390391,0.14192052,-0.08664400
-5.95797899,2.22265094,-1.18923660,0.02415103,-0.03270815,0.02710651,-0.02617460,1.53335765,-0.83865614,0.41635254,-0.10972784,0.01964017,-0.01739035,1.38970683,-0.76080813,0.83454561,-0.47293299,0.14630520,-0.08395442
-5.95197599,2.26881800,-1.15359534,0.02324245,-0.03188211,0.02726563,-0.02514810,1.57646794,-0.82305574,0.42769642,-0.10576095,0.01914752,-0.01635925,1.42010290,-0.73817142,0.85198430,-0.46082630,0.15090487,-0.08113866
-5.94597299,2.31139130,-1.11738099,0.02234819,-0.03097351,0.02742085,-0.02412449,1.61919410,-0.80524897,0.43765989,-0.10215018,0.01861338,-0.01538835,1.44852719,-0.71509221,0.86846438,-0.44789730,0.15565918,-0.07823990
-5.93996998,2.34972085,-1.08129453,0.02146482,-0.02998467,0.02756273,-0.02311106,1.66096465,-0.78588620,0.44613224,-0.09896379,0.01803776,-0.01447726,1.47456181,-0.69206427,0.88372550,-0.43450480,0.16049977,-0.07530855
-5.93396698,2.38320723,-1.04612677,0.02058909,-0.02891992,0.02768198,-0.02211795,1.70119391,-0.76570204,0.45302552,-0.09627874,0.01742186,-0.01362569,1.49781361,-0.66963849,0.89751847,-0.42104559,0.16535172,-0.07240149
-5.92796398,2.41131279,-1.01274257,0.01971825,-0.02778550,0.02776976,-0.02115761,1.73929332,-0.74549815,0.45827530,-0.09417940,0.01676810,-0.01283365,1.51792140,-0.64841202,0.90961076,-0.40794549,0.17013501,-0.06958100
-5.92196098,2.43357010,-0.98206123,0.01885045,-0.02658937,0.02781802,-0.02024434,1.77468191,-0.72612349,0.46184067,-0.09275561,0.01608011,-0.01210157,1.53456163,-0.62901495,0.91979097,-0.39564905,0.17476618,-0.06691351
-5.91595798,2.44958761,-0.95503369,0.01798491,-0.02534104,0.02781968,-0.01939364,1.80679596,-0.70845275,0.46370372,-0.09210034,0.01536260,-0.01143034,1.54745255,-0.61209501,0.92787219,-0.38460836,0.17916008,-0.06446816
-5.90995498,2.45905308,-0.93261724,0.01712210,-0.02405126,0.02776890,-0.01862159,1.83509781,-0.69336371,0.46386842,-0.09230698,0.01462131,-0.01082126,1.55635714,-0.59830077,0.93369444,-0.37527118,0.18323175,-0.06231521
-5.90395198,2.46173519,-0.91574870,0.01626375,-0.02273173,0.02766124,-0.01794424,1.85908409,-0.68171420,0.46235928,-0.09346628,0.01386280,-0.01027600,1.56108494,-0.58826397,0.93712624,-0.36806891,0.18689829,-0.06052440
-5.89794897,2.45748375,-0.90531703,0.01541287,-0.02139478,0.02749381,-0.01737697,1.87829346,-0.67431949,0.45921974,-0.09566306,0.01309433,-0.00979645,1.56149329,-0.58258150,0.93806556,-0.36340472,0.19008088,-0.05916332
-5.89194597,2.44622929,-0.90213616,0.01457362,-0.02005300,0.02726539,-0.01693386,1.89231393,-0.67193058,0.45451052,-0.09897290,0.01232360,-0.00938457,1.55748802,-0.58179772,0.93644014,-0.36164222,0.19270675,-0.05829582
-5.88594297,2.42798224,-0.90691903,0.01375119,-0.01871891,0.02697658,-0.01662720,1.90079003,-0.67521423,0.44830800,-0.10345873,0.01155866,-0.00904216,1.54902410,-0.58638761,0.93220768,-0.36309504,0.19471118,-0.05798048
-5.87993997,2.40283224,-0.92025376,0.01295162,-0.01740463,0.02662988,-0.01646700,1.90342973,-0.68473512,0.44070281,-0.10916771,0.01080767,-0.00877070,1.53610625,-0.59674132,0.92535562,-0.36801757,0.19603936,-0.05826927
-5.87393697,2.37094779,-0.94258251,0.01218156,-0.01612157,0.02622978,-0.01646059,1.90001110,-0.70094054,0.43179850,-0.11612820,0.01007880,-0.00857107,1.51878969,-0.61315065,0.91590103,-0.37659720,0.19664820,-0.05920631
-5.86793397,2.33257620,-0.97418391,0.01144812,-0.01488019,0.02578293,-0.01661231,1.89038854,-0.72414807,0.42171059,-0.12434728,0.00938010,-0.00844343,1.49718103,-0.63579779,0.90389031,-0.38894818,0.19650786,-0.06082687
-5.86193097,2.28804388,-1.01515953,0.01075868,-0.01368973,0.02529821,-0.01692335,1.87449837,-0.75453639,0.41056565,-0.13380863,0.00871941,-0.00838699,1.47143923,-0.66474672,0.88939899,-0.40510736,0.19560313,-0.06315653
-5.85592796,2.23775657,-1.06542480,0.01012069,-0.01255811,0.02478687,-0.01739156,1.85236352,-0.79213938,0.39850070,-0.14447109,0.00810434,-0.00839986,1.44177632,-0.69993755,0.87253137,-0.42503184,0.19393442,-0.06621051
-5.84992496,2.18219937,-1.12470474,0.00954156,-0.01149177,0.02426262,-0.01801152,1.82409689,-0.83684357,0.38566262,-0.15626784,0.00754225,-0.00847897,1.40845784,-0.74118398,0.85342005,-0.44859865,0.19151836,-0.06999326
-5.84392196,2.12193593,-1.19253463,0.00902858,-0.01049566,0.02374171,-0.01877458,1.78990317,-0.88838893,0.37220758,-0.16910631,0.00704021,-0.00862000,1.37180265,-0.78817385,0.83222525,-0.47560638,0.18838807,-0.07449814
-5.83791896,2.05760650,-1.26826565,0.00858878,-0.00957323,0.02324305,-0.01966903,1.75007872,-0.94637284,0.35830043,-0.18286891,0.00660513,-0.00881741,1.33218171,-0.84047305,0.80913376,-0.50577880,0.18459288,-0.07970740
-5.83191596,1.98992431,-1.35107536,0.00822899,-0.00872651,0.02278817,-0.02068035,1.70500929,-1.01025702,0.34411392,-0.19741447,0.00624371,-0.00906444,1.29001582,-0.89753241,0.78435741,-0.53877031,0.18019765,-0.08559220
-5.82591296,1.91967000,-1.43998271,0.00795573,-0.00795624,0.02240118,-0.02179152,1.65516540,-1.07937739,0.32982760,-0.21258045,0.00596253,-0.00935330,1.24577189,-0.95869761,0.75813104,-0.57417301,0.17528156,-0.09211286
-5.81990995,1.84768368,-1.53386734,0.00777525,-0.00726199,0.02210871,-0.02298342,1.60109533,-1.15295628,0.31562654,-0.22818591,0.00576808,-0.00967529,1.19995768,-1.02322173,0.73070984,-0.61152535,0.16993645,-0.09921922
-5.81390695,1.77485452,-1.63149238,0.00769353,-0.00664243,0.02193961,-0.02423518,1.54341576,-1.23011690,0.30169952,-0.24403502,0.00566673,-0.01002107,1.15311498,-1.09028020,0.70236602,-0.65032194,0.16426479,-0.10685119
-5.80790395,1.70210789,-1.73153043,0.00771621,-0.00609551,0.02192467,-0.02552471,1.48280015,-1.30989963,0.28823697,-0.25992117,0.00566476,-0.01038092,1.10581117,-1.15898769,0.67338493,-0.69002435,0.15837725,-0.11493936
-5.80190095,1.63038996,-1.83259179,0.00784857,-0.00561872,0.02209614,-0.02682911,1.41996531,-1.39127980,0.27542836,-0.27563146,0.00576825,-0.01074508,1.05862933,-1.22841656,0.64406050,-0.73007264,0.15238991,-0.12340582
-5.79589795,1.56065022,-1.93325427,0.00809548,-0.00520938,0.02248717,-0.02812517,1.35565633,-1.47318660,0.26345935,-0.29095140,0.00598300,-0.01110408,1.01215706,-1.29761628,0.61469021,-0.76989716,0.14642134,-0.13216516
-5.78989495,1.49382214,-2.03209380,0.00846122,-0.00486483,0.02313102,-0.02938984,1.29063041,-1.55452266,0.25250845,-0.30566980,0.00631436,-0.01144909,0.96697431,-1.36563347,0.58556971,-0.80893049,0.14058950,-0.14112551
-5.78389195,1.43080245,-2.12771499,0.00894937,-0.00458275,0.02406025,-0.03060071,1.22564021,-1.63418418,0.24274346,-0.31958355,0.00676702,-0.01177230,0.92364051,-1.43153188,0.55698713,-0.84661914,0.13500857,-0.15018988
-5.77788894,1.37242973,-2.21878084,0.00956259,-0.00436133,0.02530567,-0.03173642,1.16141698,-1.71108095,0.23431766,-0.33250223,0.00734478,-0.01206727,0.88268142,-1.49441197,0.52921734,-0.88243466,0.12978585,-0.15925761
-5.77188594,1.31946284,-2.30404087,0.01030234,-0.00419951,0.02689527,-0.03277711,1.09865435,-1.78415619,0.22736592,-0.34425235,0.00805024,-0.01232921,0.84457617,-1.55342944,0.50251627,-0.91588398,0.12501882,-0.16822595
-5.76588294,1.27255996,-2.38235705,0.01116864,-0.00409709,0.02885297,-0.03370475,1.03799305,-1.85240579,0.22200075,-0.35468112,0.00888449,-0.01255530,0.80974477,-1.60781247,0.47711556,-0.94651882,0.12079239,-0.17699190
-5.75987994,1.23225896,-2.45272670,0.01215974,-0.00405489,0.03119744,-0.03450355,0.98000723,-1.91489650,0.21830852,-0.36365968,0.00984680,-0.01274483,0.77853668,-1.65687701,0.45321760,-0.97394374,0.11717646,-0.18545413
-5.75387694,1.19895988,-2.51430212,0.01327185,-0.00407482,0.03394075,-0.03516016,0.92519269,-1.97078301,0.21634590,-0.37108556,0.01093428,-0.01289941,0.75122091,-1.70004001,0.43099121,-0.99782292,0.11422394,-0.19351501
-5.74787394,1.17291024,-2.56640618,0.01449880,-0.00415985,0.03708724,-0.03566398,0.87395751,-2.01932340,0.21613670,-0.37688456,0.01214159,-0.01302297,0.72797780,-1.73683017,0.41056813,-1.01788541,0.11196914,-0.20108271
