energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-3.17858929,3.90754754,0.37041954,0.00843868,1.37515780,0.02242317,1.45715313,3.28088013,0.65541993
-3.17258629,3.81722174,0.35978569,0.00879441,1.32187458,0.02202688,1.45586712,3.18576826,0.63459532
-3.16658329,3.72349573,0.34867812,0.00911981,1.26892766,0.02160897,1.45104282,3.09224588,0.61344984
-3.16058029,3.62775318,0.33727343,0.00940927,1.21691911,0.02117041,1.44301483,3.00187640,0.59223736
-3.15457729,3.53139307,0.32573826,0.00965761,1.16643264,0.02071199,1.43216185,2.91613935,0.57121201
-3.14857429,3.43578965,0.31422487,0.00986033,1.11801817,0.02023436,1.41889371,2.83638951,0.55062082
-3.14257129,3.34225246,0.30286767,0.01001368,1.07217670,0.01973812,1.40363783,2.76381876,0.53069633
-3.13656828,3.25198823,0.29178054,0.01011485,1.02934614,0.01922389,1.38682566,2.69942251,0.51164947
-3.13056528,3.16606642,0.28105524,0.01016204,0.98988904,0.01869238,1.36887968,2.64397234,0.49366305
-3.12456228,3.08539022,0.27076083,0.01015453,0.95408273,0.01814448,1.35020151,2.59799622,0.47688630
-3.11855928,3.01067438,0.26094410,0.01009275,0.92211250,0.01758128,1.33116159,2.56176742,0.46143063
-3.11255628,2.94243093,0.25163095,0.00997824,0.89406824,0.01700419,1.31209094,2.53530281,0.44736697
-3.10655328,2.88096347,0.24282857,0.00981366,0.86994474,0.01641490,1.29327525,2.51837056,0.43472472
-3.10055028,2.82637047,0.23452834,0.00960270,0.84964559,0.01581545,1.27495163,2.51050727,0.42349246
-3.09454727,2.77855702,0.22670922,0.00934996,0.83299070,0.01520823,1.25730798,2.51104345,0.41362040
-3.08854427,2.73725481,0.21934150,0.00906089,0.81972683,0.01459598,1.24048509,2.51913651,0.40502432
-3.08254127,2.70204890,0.21239066,0.00874157,0.80954083,0.01398173,1.22458118,2.53380953,0.39759104
-3.07653827,2.67241011,0.20582115,0.00839858,0.80207475,0.01336879,1.20965860,2.55399406,0.39118492
-3.07053527,2.64773120,0.19959997,0.00803885,0.79694231,0.01276069,1.19575229,2.57857506,0.38565520
-3.06453227,2.62736507,0.19369985,0.00766947,0.79374562,0.01216112,1.18287932,2.60643574,0.38084373
-3.05852926,2.61066290,0.18810184,0.00729752,0.79209169,0.01157385,1.17104909,2.63650049,0.37659283
-3.05252626,2.59701040,0.18279730,0.00692994,0.79160774,0.01100270,1.16027333,2.66777386,0.37275275
-3.04652326,2.58586039,0.17778919,0.00657335,0.79195482,0.01045142,1.15057541,2.69937416,0.36918846
-3.04052026,2.57676005,0.17309256,0.00623397,0.79283904,0.00992367,1.14199818,2.73056020,0.36578551
-3.03451726,2.56937165,0.16873436,0.00591747,0.79402015,0.00942294,1.13460993,2.76075049,0.36245453
-3.02851426,2.56348593,0.16475245,0.00562890,0.79531716,0.00895248,1.12850789,2.78953427,0.35913446
-3.02251126,2.55902761,0.16119408,0.00537263,0.79661084,0.00851529,1.12381915,2.81667447,0.35579406
-3.01650825,2.55605313,0.15811370,0.00515224,0.79784337,0.00811406,1.12069877,2.84210294,0.35243204
-3.01050525,2.55474087,0.15557044,0.00497053,0.79901516,0.00775116,1.11932514,2.86590872,0.34907562
-3.00450225,2.55537486,0.15362522,0.00482949,0.80017929,0.00742860,1.11989292,2.88832047,0.34577770
-2.99849925,2.55832300,0.15233771,0.00473021,0.80143394,0.00714807,1.12260387,2.90968433,0.34261295
-2.99249625,2.56401125,0.15176333,0.00467294,0.80291345,0.00691087,1.12765623,2.93043858,0.33967297
-2.98649325,2.57289533,0.15195030,0.00465708,0.80477825,0.00671800,1.13523320,2.95108674,0.33706078
-2.98049025,2.58543158,0.15293700,0.00468115,0.80720458,0.00657010,1.14549132,2.97217031,0.33488504
-2.97448724,2.60204860,0.15474968,0.00474284,0.81037410,0.00646752,1.15854953,2.99424259,0.33325423
-2.96848424,2.62312112,0.15740069,0.00483904,0.81446417,0.00641028,1.17447948,3.01784454,0.33227112
-2.96248124,2.64894727,0.16088718,0.00496588,0.81963888,0.00639815,1.19329782,3.04348350,0.33202767
-2.95647824,2.67973046,0.16519048,0.00511882,0.82604135,0.00643064,1.21496097,3.07161532,0.33260074
-2.95047524,2.71556619,0.17027600,0.00529267,0.83378738,0.00650700,1.23936258,3.10263017,0.33404863
-2.94447224,2.75643437,0.17609378,0.00548175,0.84296046,0.00662626,1.26633399,3.13684186,0.33640856
-2.93846923,2.80219696,0.18257954,0.00568001,0.85360843,0.00678724,1.29564745,3.17448058,0.33969522
-2.93246623,2.85260057,0.18965629,0.00588110,0.86574140,0.00698851,1.32702202,3.21568858,0.34390018
-2.92646323,2.90728345,0.19723623,0.00607858,0.87933113,0.00722847,1.36013160,3.26051819,0.34899235
-2.92046023,2.96578596,0.20522299,0.00626607,0.89431147,0.00750530,1.39461469,3.30893159,0.35491912
-2.91445723,3.02756359,0.21351404,0.00643739,0.91057983,0.00781695,1.43008503,3.36080193,0.36160820
-2.90845423,3.09200147,0.22200316,0.00658676,0.92799951,0.00816120,1.46614267,3.41591498,0.36896996
-2.90245123,3.15842952,0.23058279,0.00670894,0.94640257,0.00853564,1.50238462,3.47397126,0.37690013
-2.89644822,3.22613711,0.23914630,0.00679940,0.96559325,0.00893765,1.53841459,3.53458812,0.38528260
-2.89044522,3.29438684,0.24758996,0.00685442,0.98535166,0.00936447,1.57385127,3.59730197,0.39399238
-2.88444222,3.36242677,0.25581460,0.00687124,1.00543774,0.00981323,1.60833486,3.66157046,0.40289837
-2.87843922,3.42950083,0.26372697,0.00684810,1.02559536,0.01028097,1.64153170,3.72677512,0.41186612
-2.87243622,3.49485765,0.27124068,0.00678431,1.04555649,0.01076471,1.67313695,3.79222463,0.42076026
-2.86643322,3.55775776,0.27827686,0.00668025,1.06504542,0.01126155,1.70287567,3.85715921,0.42944680
-2.86043022,3.61747980,0.28476447,0.00653735,1.08378304,0.01176872,1.73050253,3.92075656,0.43779523
-2.85442721,3.67332610,0.29064041,0.00635803,1.10149117,0.01228374,1.75580074,3.98213974,0.44568036
-2.84842421,3.72462846,0.29584942,0.00614560,1.11789686,0.01280448,1.77858060,4.04038740,0.45298416
-2.84242121,3.77075438,0.30034394,0.00590415,1.13273669,0.01332930,1.79867838,4.09454651,0.45959734
-2.83641821,3.81111455,0.30408388,0.00563843,1.14576114,0.01385717,1.81595591,4.14364769,0.46542106
-2.83041521,3.84517171,0.30703648,0.00535365,1.15673873,0.01438781,1.83030129,4.18672291,0.47036850
-2.82441221,3.87245101,0.30917632,0.00505536,1.16546017,0.01492171,1.84163099,4.22282545,0.47436642
-2.81840920,3.89255181,0.31048537,0.00474924,1.17174222,0.01546027,1.84989339,4.25105142,0.47735677
-2.81240620,3.90516042,0.31095323,0.00444098,1.17543120,0.01600583,1.85507353,4.27056224,0.47929812
-2.80640320,3.91006326,0.31057755,0.00413611,1.17640615,0.01656164,1.85719886,4.28060728,0.48016703
-2.80040020,3.90715947,0.30936444,0.00383984,1.17458138,0.01713184,1.85634537,4.28054578,0.47995910
-2.79439720,3.89647209,0.30732902,0.00355698,1.16990841,0.01772134,1.85264346,4.26986697,0.47868981
-2.78839420,3.87815681,0.30449585,0.00329181,1.16237711,0.01833570,1.84628293,4.24820770,0.47639482
-2.78239120,3.85250715,0.30089933,0.00304803,1.15201604,0.01898092,1.83751621,4.21536639,0.47312977
-2.77638819,3.81995536,0.29658383,0.00282871,1.13889185,0.01966316,1.82665926,4.17131287,0.46896956
-2.77038519,3.78106823,0.29160365,0.00263623,1.12310779,0.02038848,1.81408957,4.11619332,0.46400681
-2.76438219,3.73653755,0.28602256,0.00247230,1.10480131,0.02116251,1.80024086,4.05033006,0.45834983
-2.75837919,3.68716499,0.27991305,0.00233797,1.08414078,0.02199009,1.78559438,3.97421600,0.45211978
-2.75237619,3.63384189,0.27335523,0.00223367,1.06132147,0.02287493,1.77066687,3.88850398,0.44544737
-2.74637319,3.57752441,0.26643531,0.00215920,1.03656091,0.02381932,1.75599562,3.79399117,0.43846897
-2.74037019,3.51920522,0.25924384,0.00211386,1.01009376,0.02482378,1.74212120,3.69159935,0.43132251
-2.73436718,3.45988284,0.25187366,0.00209643,0.98216634,0.02588686,1.72956867,3.58235167,0.42414310
-2.72836418,3.40053013,0.24441771,0.00210530,0.95303121,0.02700495,1.71882827,3.46734692,0.41705876
-2.72236118,3.34206351,0.23696681,0.00213849,0.92294172,0.02817219,1.71033658,3.34773234,0.41018639
-2.71635818,3.28531435,0.22960741,0.00219375,0.89214696,0.02938051,1.70445930,3.22467599,0.40362807
-2.71035518,3.23100406,0.22241958,0.00226858,0.86088714,0.03061967,1.70147648,3.09933981,0.39746812
-2.70435218,3.17972404,0.21547523,0.00236037,0.82938961,0.03187754,1.70157123,2.97285424,0.39177074
-2.69834917,3.13192134,0.20883656,0.00246637,0.79786568,0.03314033,1.70482234,2.84629546,0.38657863
-2.69234617,3.08789077,0.20255510,0.00258381,0.76650814,0.03439302,1.71120128,2.72066568,0.38191243
-2.68634317,3.04777343,0.19667093,0.00270994,0.73548968,0.03561977,1.72057378,2.59687726,0.37777108
-2.68034017,3.01156155,0.19121256,0.00284203,0.70496213,0.03680442,1.73270557,2.47574071,0.37413310
-2.67433717,2.97910911,0.18619703,0.00297747,0.67505643,0.03793100,1.74727205,2.35795684,0.37095850
-2.66833417,2.95014715,0.18163049,0.00311376,0.64588319,0.03898419,1.76387116,2.24411283,0.36819144
-2.66233117,2.92430285,0.17750908,0.00324855,0.61753393,0.03994985,1.78203854,2.13468202,0.36576327
-2.65632816,2.90112090,0.17381996,0.00337968,0.59008251,0.04081535,1.80126416,2.03002687,0.36359588
-2.65032516,2.88008597,0.17054253,0.00350515,0.56358698,0.04156994,1.82100935,1.93040465,0.36160507
-2.64432216,2.86064482,0.16764974,0.00362316,0.53809140,0.04220495,1.84072334,1.83597522,0.35970391
-2.63831916,2.84222700,0.16510932,0.00373212,0.51362770,0.04271393,1.85985846,1.74681022,0.35780575
-2.63231616,2.82426314,0.16288495,0.00383062,0.49021734,0.04309269,1.87788339,1.66290319,0.35582691
-2.62631316,2.80620016,0.16093728,0.00391743,0.46787280,0.04333914,1.89429393,1.58417992,0.35368879
-2.62031016,2.78751290,0.15922479,0.00399154,0.44659872,0.04345320,1.90862104,1.51050870,0.35131955
-2.61430715,2.76771233,0.15770450,0.00405207,0.42639284,0.04343646,1.92043631,1.44171000,0.34865516
-2.60830415,2.74635027,0.15633245,0.00409833,0.40724654,0.04329197,1.92935479,1.37756537,0.34563994
-2.60230115,2.72302122,0.15506414,0.00412978,0.38914521,0.04302380,1.93503576,1.31782541,0.34222669
-2.59629815,2.69736194,0.15385473,0.00414600,0.37206839,0.04263681,1.93718195,1.26221680,0.33837640
-2.59029515,2.66904952,0.15265939,0.00414674,0.35598975,0.04213625,1.93553765,1.21044832,0.33405775
-2.58429215,2.63779867,0.15143344,0.00413187,0.34087705,0.04152754,1.92988649,1.16221610,0.32924644
-2.57828914,2.60335905,0.15013270,0.00410136,0.32669207,0.04081606,1.92004937,1.11720816,0.32392452
-2.57228614,2.56551342,0.14871389,0.00405537,0.31339069,0.04000697,1.90588303,1.07510845,0.31807981
-2.56628314,2.52407680,0.14713510,0.00399414,0.30092303,0.03910521,1.88727964,1.03560058,0.31170537
-2.56028014,2.47889732,0.14535647,0.00391809,0.28923376,0.03811547,1.86416754,0.99837129,0.30479933
-2.55427714,2.42985862,0.14334092,0.00382774,0.27826272,0.03704228,1.83651333,0.96311394,0.29736482
-2.54827414,2.37688374,0.14105506,0.00372380,0.26794559,0.03589017,1.80432491,0.92953190,0.28941017
-2.54227114,2.31994027,0.13847009,0.00360709,0.25821487,0.03466384,1.76765539,0.89734209,0.28094929
-2.53626813,2.25904625,0.13556278,0.00347860,0.24900095,0.03336830,1.72660743,0.86627841,0.27200218
-2.53026513,2.19427618,0.13231635,0.00333945,0.24023342,0.03200914,1.68133744,0.83609521,0.26259547
-2.52426213,2.12576676,0.12872127,0.00319092,0.23184231,0.03059263,1.63205922,0.80657053,0.25276295
-2.51825913,2.05372140,0.12477590,0.00303437,0.22375955,0.02912588,1.57904651,0.77750917,0.24254601
-2.51225613,1.97841322,0.12048690,0.00287129,0.21592030,0.02761688,1.52263399,0.74874529,0.23199379
-2.50625313,1.90018594,0.11586933,0.00270325,0.20826430,0.02607456,1.46321634,0.72014451,0.22116320
-2.50025013,1.81945226,0.11094656,0.00253185,0.20073706,0.02450865,1.40124520,0.69160545,0.21011854
-2.49424712,1.73668972,0.10574982,0.00235874,0.19329100,0.02292964,1.33722383,0.66306042,0.19893078
-2.48824412,1.65243383,0.10031740,0.00218553,0.18588632,0.02134855,1.27169959,0.63447538,0.18767659
-2.48224112,1.56726869,0.09469373,0.00201381,0.17849173,0.01977671,1.20525430,0.60584909,0.17643694
-2.47623812,1.48181543,0.08892806,0.00184507,0.17108492,0.01822552,1.13849291,0.57721135,0.16529554
-2.47023512,1.39671880,0.08307313,0.00168073,0.16365283,0.01670613,1.07203073,0.54862047,0.15433693
-2.46423212,1.31263238,0.07718360,0.00152203,0.15619162,0.01522918,1.00647983,0.52015997,0.14364458
-2.45822911,1.23020315,0.07131454,0.00137009,0.14870636,0.01380455,0.94243494,0.49193468,0.13329882
-2.45222611,1.15005577,0.06551984,0.00122584,0.14121059,0.01244109,0.88045964,0.46406620,0.12337481
-2.44622311,1.07277739,0.05985085,0.00109004,0.13372545,0.01114644,0.82107307,0.43668804,0.11394070
-2.44022011,0.99890333,0.05435501,0.00096324,0.12627879,0.00992684,0.76473787,0.40994050,0.10505587
-2.43421711,0.92890429,0.04907480,0.00084583,0.11890389,0.00878709,0.71184965,0.38396540,0.09676953
-2.42821411,0.86317552,0.04404688,0.00073800,0.11163819,0.00773048,0.66272835,0.35890099,0.08911953
-2.42221111,0.80202810,0.03930145,0.00063977,0.10452176,0.00675878,0.61761191,0.33487704,0.08213159
-2.41620810,0.74568283,0.03486191,0.00055101,0.09759581,0.00587235,0.57665215,0.31201033,0.07581888
-2.41020510,0.69426678,0.03074476,0.00047145,0.09090115,0.00507018,0.53991326,0.29040075,0.07018199
-2.40420210,0.64781248,0.02695974,0.00040072,0.08447662,0.00435010,0.50737272,0.27012798,0.06520924
-2.39819910,0.60625987,0.02351013,0.00033833,0.07835772,0.00370889,0.47892464,0.25124902,0.06087739
-2.39219610,0.56946085,0.02039333,0.00028374,0.07257532,0.00314250,0.45438542,0.23379655,0.05715262
-2.38619310,0.53718614,0.01760145,0.00023636,0.06715462,0.00264620,0.43350139,0.21777815,0.05399185
-2.38019010,0.50913441,0.01512211,0.00019555,0.06211422,0.00221479,0.41595832,0.20317646,0.05134420
-2.37418709,0.48494308,0.01293918,0.00016069,0.05746565,0.00184279,0.40139239,0.18995018,0.04915269
-2.36818409,0.46420070,0.01103367,0.00013114,0.05321300,0.00152458,0.38940224,0.17803593,0.04735605
-2.36218109,0.44646035,0.00938447,0.00010629,0.04935292,0.00125454,0.37956178,0.16735077,0.04589054
-2.35617809,0.43125353,0.00796916,0.00008556,0.04587495,0.00102720,0.37143333,0.15779541,0.04469182
-2.35017509,0.41810442,0.00676470,0.00006839,0.04276199,0.00083731,0.36458063,0.14925783,0.04369668
-2.34417209,0.40654366,0.00574802,0.00005429,0.03999109,0.00067995,0.35858144,0.14161726,0.04284477
-2.33816908,0.39612155,0.00489659,0.00004279,0.03753443,0.00055056,0.35303918,0.13474825,0.04208004
-2.33216608,0.38642003,0.00418881,0.00003350,0.03536041,0.00044497,0.34759344,0.12852475,0.04135212
-2.32616308,0.37706333,0.00360438,0.00002604,0.03343481,0.00035944,0.34192895,0.12282408,0.04061732
-2.32016008,0.36772670,0.00312454,0.00002010,0.03172207,0.00029066,0.33578284,0.11753044,0.03983954
-2.31415708,0.35814331,0.00273222,0.00001540,0.03018646,0.00023571,0.32894995,0.11253806,0.03899077
-2.30815408,0.34810899,0.00241214,0.00001172,0.02879324,0.00019207,0.32128617,0.10775381,0.03805141
-2.30215108,0.33748478,0.00215083,0.00000886,0.02750967,0.00015760,0.31270980,0.10309910,0.03701032
-2.29614807,0.32619735,0.00193662,0.00000665,0.02630589,0.00013046,0.30320089,0.09851122,0.03586461
-2.29014507,0.31423745,0.00175953,0.00000495,0.02515564,0.00010915,0.29279883,0.09394393,0.03461920
-2.28414207,0.30165647,0.00161119,0.00000366,0.02403674,0.00009241,0.28159828,0.08936744,0.03328621
-2.27813907,0.28856133,0.00148472,0.00000269,0.02293138,0.00007920,0.26974367,0.08476779,0.03188420
-2.27213607,0.27510811,0.00137455,0.00000196,0.02182628,0.00006872,0.25742265,0.08014567,0.03043724
-2.26613307,0.26149461,0.00127631,0.00000142,0.02071256,0.00006031,0.24485864,0.07551487,0.02897397
-2.26013007,0.24795216,0.00118665,0.00000102,0.01958550,0.00005345,0.23230288,0.07090030,0.02752649
-2.25412706,0.23473698,0.00110311,0.00000073,0.01844417,0.00004776,0.22002615,0.06633589,0.02612938
-2.24812406,0.22212141,0.00102392,0.00000052,0.01729092,0.00004292,0.20831048,0.06186222,0.02481860
-2.24212106,0.21038517,0.00094796,0.00000036,0.01613080,0.00003872,0.19744105,0.05752429,0.02363049
-2.23611806,0.19980690,0.00087454,0.00000025,0.01497096,0.00003501,0.18769834,0.05336920,0.02260076
-2.23011506,0.19065614,0.00080335,0.00000018,0.01382002,0.00003165,0.17935085,0.04944404,0.02176362
-2.22411206,0.18318576,0.00073434,0.00000012,0.01268741,0.00002858,0.17264819,0.04579399,0.02115086
-2.21810905,0.17762505,0.00066764,0.00000008,0.01158288,0.00002574,0.16781492,0.04246060,0.02079106
-2.21210605,0.17417342,0.00060348,0.00000006,0.01051593,0.00002310,0.16504485,0.03948036,0.02070891
-2.20610305,0.17299476,0.00054217,0.00000004,0.00949541,0.00002064,0.16449598,0.03688361,0.02092445
-2.20010005,0.17421252,0.00048400,0.00000003,0.00852918,0.00001835,0.16628607,0.03469359,0.02145253
-2.19409705,0.17790543,0.00042925,0.00000002,0.00762386,0.00001622,0.17048883,0.03292591,0.02230222
-2.18809405,0.18410407,0.00037815,0.00000001,0.00678465,0.00001426,0.17713081,0.03158822,0.02347637
-2.18209105,0.19278826,0.00033088,0.00000001,0.00601532,0.00001245,0.18618899,0.03068011,0.02497125
-2.17608804,0.20388530,0.00028753,0.00000000,0.00531816,0.00001081,0.19758929,0.03019327,0.02677624
-2.17008504,0.21726938,0.00024812,0.00000000,0.00469411,0.00000932,0.21120594,0.03011182,0.02887371
-2.16408204,0.23276209,0.00021261,0.00000000,0.00414284,0.00000798,0.22686208,0.03041291,0.03123903
-2.15807904,0.25013426,0.00018090,0.00000000,0.00366301,0.00000678,0.24433150,0.03106742,0.03384072
-2.15207604,0.26910929,0.00015284,0.00000000,0.00325243,0.00000573,0.26334187,0.03204085,0.03664084
-2.14607304,0.28936795,0.00012821,0.00000000,0.00290832,0.00000480,0.28357935,0.03329445,0.03959556
-2.14007004,0.31055479,0.00010678,0.00000000,0.00262754,0.00000400,0.30469482,0.03478633,0.04265596
-2.13406703,0.33228618,0.00008830,0.00000000,0.00240689,0.00000331,0.32631163,0.03647286,0.04576908
-2.12806403,0.35415971,0.00007250,0.00000000,0.00224327,0.00000272,0.34803477,0.03831008,0.04887910
-2.12206103,0.37576497,0.00005910,0.00000000,0.00213400,0.00000221,0.36946136,0.04025521,0.05192878
-2.11605803,0.39669526,0.00004783,0.00000000,0.00207696,0.00000179,0.39019206,0.04226818,0.05486105
-2.11005503,0.41656007,0.00003844,0.00000000,0.00207078,0.00000144,0.40984328,0.04431323,0.05762065
-2.10405203,0.43499761,0.00003066,0.00000000,0.00211502,0.00000115,0.42805944,0.04636032,0.06015587
-2.09804902,0.45168717,0.00002429,0.00000000,0.00221026,0.00000091,0.44452508,0.04838654,0.06242022
-2.09204602,0.46636055,0.00001910,0.00000000,0.00235815,0.00000072,0.45897608,0.05037727,0.06437398
-2.08604302,0.47881218,0.00001491,0.00000000,0.00256151,0.00000056,0.47120963,0.05232715,0.06598570
-2.08004002,0.48890730,0.00001156,0.00000000,0.00282425,0.00000043,0.48109222,0.05424065,0.06723327
-2.07403702,0.49658776,0.00000889,0.00000000,0.00315134,0.00000033,0.48856546,0.05613238,0.06810484
-2.06803402,0.50187510,0.00000680,0.00000000,0.00354869,0.00000025,0.49364907,0.05802691,0.06859928
-2.06203102,0.50487057,0.00000516,0.00000000,0.00402296,0.00000019,0.49644103,0.05995816,0.06872632
-2.05602801,0.50575213,0.00000388,0.00000000,0.00458140,0.00000015,0.49711461,0.06196838,0.06850621
-2.05002501,0.50476821,0.00000290,0.00000000,0.00523153,0.00000011,0.49591239,0.06410662,0.06796900
-2.04402201,0.50222867,0.00000216,0.00000000,0.00598087,0.00000008,0.49313742,0.06642677,0.06715347
-2.03801901,0.49849313,0.00000159,0.00000000,0.00683657,0.00000006,0.48914178,0.06898536,0.06610563
-2.03201601,0.49395721,0.00000116,0.00000000,0.00780508,0.00000004,0.48431325,0.07183889,0.06487705
-2.02601301,0.48903733,0.00000084,0.00000000,0.00889175,0.00000003,0.47906031,0.07504116,0.06352288
-2.02001001,0.48415464,0.00000061,0.00000000,0.01010048,0.00000002,0.47379652,0.07864040,0.06209984
-2.01400700,0.47971896,0.00000044,0.00000000,0.01143338,0.00000002,0.46892472,0.08267659,0.06066411
-2.00800400,0.47611336,0.00000031,0.00000000,0.01289048,0.00000001,0.46482195,0.08717893,0.05926937
-2.00200100,0.47368022,0.00000022,0.00000000,0.01446951,0.00000001,0.46182575,0.09216369,0.05796490
-1.99599800,0.47270940,0.00000015,0.00000000,0.01616577,0.00000001,0.46022250,0.09763259,0.05679404
-1.98999500,0.47342900,0.00000011,0.00000000,0.01797211,0.00000000,0.46023832,0.10357180,0.05579288
-1.98399200,0.47599926,0.00000007,0.00000000,0.01987903,0.00000000,0.46203299,0.10995163,0.05498932
-1.97798899,0.48050985,0.00000005,0.00000000,0.02187489,0.00000000,0.46569714,0.11672709,0.05440255
-1.97198599,0.48698055,0.00000003,0.00000000,0.02394635,0.00000000,0.47125280,0.12383920,0.05404293
-1.96598299,0.49536528,0.00000002,0.00000000,0.02607880,0.00000000,0.47865716,0.13121724,0.05391225
-1.95997999,0.50555929,0.00000002,0.00000000,0.02825700,0.00000000,0.48780945,0.13878160,0.05400436
-1.95397699,0.51740898,0.00000001,0.00000000,0.03046586,0.00000000,0.49856027,0.14644750,0.05430613
-1.94797399,0.53072371,0.00000001,0.00000000,0.03269117,0.00000000,0.51072310,0.15412906,0.05479865
-1.94197099,0.54528916,0.00000000,0.00000000,0.03492048,0.00000000,0.52408704,0.16174389,0.05545861
-1.93596798,0.56088118,0.00000000,0.00000000,0.03714390,0.00000000,0.53843027,0.16921766,0.05625975
-1.92996498,0.57727950,0.00000000,0.00000000,0.03935493,0.00000000,0.55353336,0.17648868,0.05717440
-1.92396198,0.59428056,0.00000000,0.00000000,0.04155105,0.00000000,0.56919165,0.18351214,0.05817482
-1.91795898,0.61170852,0.00000000,0.00000000,0.04373436,0.00000000,0.58522607,0.19026374,0.05923455
-1.91195598,0.62942410,0.00000000,0.00000000,0.04591185,0.00000000,0.60149182,0.19674246,0.06032937
-1.90595298,0.64733056,0.00000000,0.00000000,0.04809552,0.00000000,0.61788426,0.20297245,0.06143820
-1.89994997,0.66537647,0.00000000,0.00000000,0.05030228,0.00000000,0.63434193,0.20900364,0.06254355
-1.89394697,0.68355534,0.00000000,0.00000000,0.05255350,0.00000000,0.65084643,0.21491108,0.06363173
-1.88794397,0.70190191,0.00000000,0.00000000,0.05487431,0.00000000,0.66741915,0.22079296,0.06469284
-1.88194097,0.72048540,0.00000000,0.00000000,0.05729268,0.00000000,0.68411521,0.22676731,0.06572036
-1.87593797,0.73940021,0.00000000,0.00000000,0.05983814,0.00000000,0.70101482,0.23296736,0.06671059
-1.86993497,0.75875449,0.00000000,0.00000000,0.06254042,0.00000000,0.71821277,0.23953586,0.06766194
-1.86393197,0.77865729,0.00000000,0.00000000,0.06542782,0.00000000,0.73580651,0.24661841,0.06857404
-1.85792896,0.79920505,0.00000000,0.00000000,0.06852555,0.00000000,0.75388360,0.25435616,0.06944687
-1.85192596,0.82046819,0.00000000,0.00000000,0.07185398,0.00000000,0.77250926,0.26287809,0.07027987
-1.84592296,0.84247855,0.00000000,0.00000000,0.07542702,0.00000000,0.79171474,0.27229325,0.07107114
-1.83991996,0.86521841,0.00000000,0.00000000,0.07925050,0.00000000,0.81148714,0.28268334,0.07181681
-1.83391696,0.88861170,0.00000000,0.00000000,0.08332088,0.00000000,0.83176137,0.29409583,0.07251059
-1.82791396,0.91251803,0.00000000,0.00000000,0.08762414,0.00000000,0.85241458,0.30653823,0.07314347
-1.82191096,0.93672967,0.00000000,0.00000000,0.09213503,0.00000000,0.87326354,0.31997348,0.07370375
-1.81590795,0.96097200,0.00000000,0.00000000,0.09681675,0.00000000,0.89406501,0.33431709,0.07417719
-1.80990495,0.98490718,0.00000000,0.00000000,0.10162102,0.00000000,0.91451928,0.34943591,0.07454749
-1.80390195,1.00814121,0.00000000,0.00000000,0.10648866,0.00000000,0.93427669,0.36514891,0.07479682
-1.79789895,1.03023392,0.00000000,0.00000000,0.11135056,0.00000000,0.95294682,0.38122998,0.07490663
-1.79189595,1.05071154,0.00000000,0.00000000,0.11612917,0.00000000,0.97011010,0.39741263,0.07485847
-1.78589295,1.06908144,0.00000000,0.00000000,0.12074037,0.00000000,0.98533127,0.41339659,0.07463491
-1.77988994,1.08484832,0.00000000,0.00000000,0.12509573,0.00000000,0.99817403,0.42885608,0.07422045
-1.77388694,1.09753121,0.00000000,0.00000000,0.12910500,0.00000000,1.00821655,0.44344948,0.07360238
-1.76788394,1.10668069,0.00000000,0.00000000,0.13267889,0.00000000,1.01506691,0.45683005,0.07277155
-1.76188094,1.11189545,0.00000000,0.00000000,0.13573184,0.00000000,1.01837796,0.46865718,0.07172306
-1.75587794,1.11283770,0.00000000,0.00000000,0.13818487,0.00000000,1.01786103,0.47860792,0.07045673
-1.74987494,1.10924667,0.00000000,0.00000000,0.13996823,0.00000000,1.01329783,0.48638817,0.06897741
-1.74387194,1.10094975,0.00000000,0.00000000,0.14102384,0.00000000,1.00455016,0.49174303,0.06729518
-1.73786893,1.08787069,0.00000000,0.00000000,0.14130740,0.00000000,0.99156696,0.49446598,0.06542521
-1.73186593,1.07003467,0.00000000,0.00000000,0.14079001,0.00000000,0.97438844,0.49440640,0.06338761
-1.72586293,1.04756994,0.00000000,0.00000000,0.13945931,0.00000000,0.95314714,0.49147514,0.06120697
-1.71985993,1.02070593,0.00000000,0.00000000,0.13732004,0.00000000,0.92806580,0.48564784,0.05891179
-1.71385693,0.98976800,0.00000000,0.00000000,0.13439407,0.00000000,0.89945226,0.47696598,0.05653384
-1.70785393,0.95516893,0.00000000,0.00000000,0.13071969,0.00000000,0.86769142,0.46553549,0.05410731
-1.70185093,0.91739754,0.00000000,0.00000000,0.12635052,0.00000000,0.83323472,0.45152311,0.05166795
-1.69584792,0.87700497,0.00000000,0.00000000,0.12135377,0.00000000,0.79658746,0.43515067,0.04925217
-1.68984492,0.83458898,0.00000000,0.00000000,0.11580816,0.00000000,0.75829456,0.41668750,0.04689610
-1.68384192,0.79077714,0.00000000,0.00000000,0.10980143,0.00000000,0.71892529,0.39644150,0.04463468
-1.67783892,0.74620940,0.00000000,0.00000000,0.10342769,0.00000000,0.67905750,0.37474909,0.04250082
-1.67183592,0.70152087,0.00000000,0.00000000,0.09678466,0.00000000,0.63926217,0.35196471,0.04052464
-1.66583292,0.65732533,0.00000000,0.00000000,0.08997081,0.00000000,0.60008871,0.32845012,0.03873276
