energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.89794897,1.98507772,0.00092625,0.24771267,0.30803513,0.91934161,0.00989283,0.47118490,0.50937266,0.41567661
-5.89194597,1.89308398,0.00080897,0.23691219,0.28551967,0.87275366,0.00907077,0.44322923,0.49799069,0.40244180
-5.88594297,1.80194753,0.00070257,0.22604245,0.26424297,0.82695356,0.00835929,0.41611535,0.48588650,0.38864711
-5.87993997,1.71219611,0.00060713,0.21519280,0.24435665,0.78223922,0.00776045,0.38993366,0.47310938,0.37437148
-5.87393697,1.62438343,0.00052254,0.20446100,0.22599395,0.73890334,0.00727608,0.36476851,0.45975361,0.35971345
-5.86793397,1.53909276,0.00044857,0.19395230,0.20927127,0.69723569,0.00690788,0.34070004,0.44595877,0.34479170
-5.86193097,1.45693809,0.00038488,0.18377832,0.19428984,0.65752437,0.00665738,0.31780550,0.43190875,0.32974492
-5.85592796,1.37856220,0.00033106,0.17405566,0.18113753,0.62005603,0.00652588,0.29615983,0.41782931,0.31473079
-5.84992496,1.30463172,0.00028668,0.16490422,0.16989045,0.58511489,0.00651444,0.27583551,0.40398412,0.29992419
-5.84392196,1.23582902,0.00025128,0.15644524,0.16061431,0.55298045,0.00662369,0.25690185,0.39066927,0.28551451
-5.83791896,1.17284133,0.00022442,0.14879913,0.15336546,0.52392419,0.00685374,0.23942359,0.37820646,0.27170234
-5.83191596,1.11634737,0.00020570,0.14208305,0.14819136,0.49820528,0.00720395,0.22345914,0.36693481,0.25869536
-5.82591296,1.06700214,0.00019478,0.13640835,0.14513058,0.47606572,0.00767282,0.20905848,0.35720170,0.24670377
-5.81990995,1.02542051,0.00019136,0.13187787,0.14421231,0.45772504,0.00825772,0.19626097,0.34935282,0.23593539
-5.81390695,0.99216021,0.00019522,0.12858320,0.14545529,0.44337495,0.00895469,0.18509312,0.34372162,0.22659038
-5.80790395,0.96770512,0.00020621,0.12660200,0.14886632,0.43317423,0.00975833,0.17556672,0.34061864,0.21885605
-5.80190095,0.95244918,0.00022422,0.12599536,0.15443838,0.42724412,0.01066155,0.16767713,0.34032098,0.21290167
-5.79589795,0.94668196,0.00024920,0.12680540,0.16214851,0.42566440,0.01165550,0.16140221,0.34306217,0.20887353
-5.78989495,0.95057596,0.00028115,0.12905313,0.17195550,0.42847038,0.01272948,0.15670162,0.34902282,0.20689033
-5.78389195,0.96417647,0.00032004,0.13273659,0.18379755,0.43565083,0.01387094,0.15351687,0.35832241,0.20703910
-5.77788894,0.98739399,0.00036589,0.13782949,0.19759013,0.44714707,0.01506553,0.15177182,0.37101236,0.20937167
-5.77188594,1.01999970,0.00041866,0.14428030,0.21322408,0.46285296,0.01629722,0.15137385,0.38707082,0.21390176
-5.76588294,1.06162397,0.00047827,0.15201192,0.23056416,0.48261603,0.01754849,0.15221554,0.40639927,0.22060289
-5.75987994,1.11175813,0.00054455,0.16092200,0.24944820,0.50623952,0.01880067,0.15417672,0.42882112,0.22940706
-5.75387694,1.16975946,0.00061726,0.17088390,0.26968696,0.53348529,0.02003422,0.15712699,0.45408261,0.24020426
-5.74787394,1.23485936,0.00069601,0.18174834,0.29106485,0.56407761,0.02122917,0.16092840,0.48185588,0.25284300
-5.74187094,1.30617482,0.00078030,0.19334584,0.31334165,0.59770764,0.02236560,0.16543825,0.51174439,0.26713170
-5.73586793,1.38272286,0.00086947,0.20548979,0.33625514,0.63403868,0.02342406,0.17051206,0.54329056,0.28284113
-5.72986493,1.46343808,0.00096271,0.21798019,0.35952492,0.67271217,0.02438618,0.17600626,0.57598562,0.29970789
-5.72386193,1.54719291,0.00105905,0.23060802,0.38285719,0.71335433,0.02523509,0.18178094,0.60928126,0.31743880
-5.71785893,1.63282055,0.00115737,0.24316002,0.40595059,0.75558367,0.02595593,0.18770219,0.64260308,0.33571634
-5.71185593,1.71914015,0.00125643,0.25542394,0.42850289,0.79901930,0.02653629,0.19364431,0.67536517,0.35420496
-5.70585293,1.80498394,0.00135486,0.26719384,0.45021858,0.84329000,0.02696660,0.19949162,0.70698567,0.37255815
-5.69984992,1.88922579,0.00145121,0.27827555,0.47081685,0.88804418,0.02724038,0.20513998,0.73690253,0.39042624
-5.69384692,1.97081052,0.00154398,0.28849187,0.49004003,0.93296059,0.02735448,0.21049799,0.76458923,0.40746453
-5.68784392,2.04878339,0.00163165,0.29768739,0.50766206,0.97775963,0.02730918,0.21548788,0.78956958,0.42334177
-5.68184092,2.12231876,0.00171274,0.30573279,0.52349668,1.02221511,0.02710816,0.22004612,0.81143128,0.43774853
-5.67583792,2.19074711,0.00178584,0.31252830,0.53740507,1.06616595,0.02675841,0.22412378,0.82983754,0.45040528
-5.66983492,2.25357934,0.00184966,0.31800631,0.54930257,1.10952765,0.02627000,0.22768664,0.84453643,0.46106986
-5.66383192,2.31052725,0.00190309,0.32213287,0.55916424,1.15230271,0.02565578,0.23071516,0.85536738,0.46954404
-5.65782891,2.36151932,0.00194519,0.32490808,0.56702887,1.19458961,0.02493095,0.23320418,0.86226469,0.47567893
-5.65182591,2.40671061,0.00197529,0.32636528,0.57300131,1.23658949,0.02411265,0.23516260,0.86525781,0.47937896
-5.64582291,2.44648612,0.00199297,0.32656913,0.57725297,1.27861002,0.02321937,0.23661272,0.86446842,0.48060424
-5.63981991,2.48145681,0.00199808,0.32561252,0.58002023,1.32106571,0.02227048,0.23758960,0.86010435,0.47937129
-5.63381691,2.51244805,0.00199077,0.32361259,0.58160101,1.36447405,0.02128561,0.23814012,0.85245063,0.47575189
-5.62781391,2.54048021,0.00197148,0.32070589,0.58234938,1.40944723,0.02028416,0.23832192,0.84185816,0.46987029
-5.62181091,2.56674178,0.00194091,0.31704296,0.58266854,1.45667908,0.01928476,0.23820218,0.82873033,0.46189875
-5.61580790,2.59255560,0.00190002,0.31278258,0.58300223,1.50692718,0.01830480,0.23785609,0.81350829,0.45205165
-5.60980490,2.61933908,0.00184999,0.30808588,0.58382521,1.56099068,0.01736005,0.23736529,0.79665551,0.44057843
-5.60380190,2.64855985,0.00179219,0.30311061,0.58563283,1.61968402,0.01646433,0.23681597,0.77864226,0.42775564
-5.59779890,2.68168835,0.00172814,0.29800577,0.58893045,1.68380774,0.01562928,0.23629695,0.75993062,0.41387848
-5.59179590,2.72014928,0.00165944,0.29290691,0.59422282,1.75411730,0.01486420,0.23589752,0.74096080,0.39925216
-5.58579290,2.76527379,0.00158775,0.28793216,0.60200408,1.83129122,0.01417598,0.23570534,0.72213901,0.38418341
-5.57978989,2.81825451,0.00151476,0.28317927,0.61274854,1.91590013,0.01356918,0.23580422,0.70382755,0.36897259
-5.57378689,2.88010547,0.00144210,0.27872360,0.62690266,2.00837820,0.01304609,0.23627210,0.68633737,0.35390652
-5.56778389,2.95162846,0.00137135,0.27461724,0.64487826,2.10899850,0.01260691,0.23717906,0.66992308,0.33925242
-5.56178089,3.03338760,0.00130397,0.27088914,0.66704725,2.21785368,0.01225003,0.23858567,0.65478067,0.32525301
-5.55577789,3.12569302,0.00124129,0.26754627,0.69373763,2.33484319,0.01197228,0.24054156,0.64104777,0.31212291
-5.54977489,3.22859445,0.00118450,0.26457558,0.72523079,2.45966789,0.01176926,0.24308437,0.62880607,0.30004641
-5.54377189,3.34188471,0.00113463,0.26194673,0.76175972,2.59183264,0.01163564,0.24623915,0.61808585,0.28917641
-5.53776888,3.46511288,0.00109253,0.25961535,0.80350792,2.73065668,0.01156550,0.25001809,0.60887194,0.27963459
-5.53176588,3.59760601,0.00105888,0.25752664,0.85060858,2.87529173,0.01155262,0.25442078,0.60111091,0.27151245
-5.52576288,3.73849817,0.00103419,0.25561910,0.90314354,3.02474663,0.01159079,0.25943481,0.59471882,0.26487319
-5.51975988,3.88676482,0.00101882,0.25382826,0.96114180,3.17791741,0.01167396,0.26503676,0.58958921,0.25975405
-5.51375688,4.04126068,0.00101297,0.25209018,1.02457708,3.33362107,0.01179649,0.27119346,0.58560083,0.25616902
-5.50775388,4.20075852,0.00101669,0.25034457,1.09336432,3.49063122,0.01195323,0.27786360,0.58262481,0.25411152
-5.50175088,4.36398701,0.00102992,0.24853746,1.16735491,3.64771349,0.01213960,0.28499929,0.58053090,0.25355711
-5.49574787,4.52966515,0.00105244,0.24662331,1.24633081,3.80365883,0.01235159,0.29254791,0.57919264,0.25446578
-5.48974487,4.69653185,0.00108396,0.24456658,1.32999767,3.95731274,0.01258572,0.30045373,0.57849133,0.25678402
-5.48374187,4.86336898,0.00112403,0.24234262,1.41797744,4.10759890,0.01283897,0.30865960,0.57831886,0.26044633
-5.47773887,5.02901723,0.00117214,0.23993813,1.50980101,4.25353615,0.01310860,0.31710837,0.57857927,0.26537643
-5.47173587,5.19238448,0.00122764,0.23735106,1.60490162,4.39424797,0.01339211,0.32574415,0.57918948,0.27148801
-5.46573287,5.35244700,0.00128982,0.23459018,1.70260972,4.52896464,0.01368697,0.33451334,0.58007914,0.27868523
-5.45972986,5.50824438,0.00135784,0.23167427,1.80215039,4.65701824,0.01399058,0.34336533,0.58119003,0.28686309
-5.45372686,5.65886971,0.00143077,0.22863125,1.90264382,4.77783174,0.01430005,0.35225309,0.58247516,0.29590768
-5.44772386,5.80345669,0.00150761,0.22549713,2.00310986,4.89090352,0.01461215,0.36113333,0.58389787,0.30569665
-5.44172086,5.94116577,0.00158726,0.22231504,2.10247704,4.99578906,0.01492321,0.36996665,0.58543115,0.31609991
-5.43571786,6.07117145,0.00166855,0.21913433,2.19959645,5.09208194,0.01522908,0.37871733,0.58705742,0.32698060
-5.42971486,6.19265265,0.00175024,0.21600980,2.29326059,5.17939594,0.01552517,0.38735305,0.58876876,0.33819669
-5.42371186,6.30478786,0.00183107,0.21300111,2.38222690,5.25735044,0.01580649,0.39584444,0.59056776,0.34960286
-5.41770885,6.40675642,0.00190974,0.21017236,2.46524544,5.32556044,0.01606774,0.40416455,0.59246887,0.36105304
-5.41170585,6.49774642,0.00198498,0.20759178,2.54108981,5.38363250,0.01630345,0.41228815,0.59450020,0.37240324
-5.40570285,6.57696949,0.00205553,0.20533146,2.60859021,5.43116741,0.01650815,0.42019098,0.59670550,0.38351479
-5.39969985,6.64368186,0.00212021,0.20346718,2.66666720,5.46776937,0.01667656,0.42784890,0.59914616,0.39425769
-5.39369685,6.69721037,0.00217795,0.20207802,2.71436474,5.49306152,0.01680374,0.43523699,0.60190295,0.40451403
-5.38769385,6.73698197,0.00222780,0.20124587,2.75088082,5.50670653,0.01688533,0.44232848,0.60507704,0.41418120
-5.38169085,6.76255447,0.00226898,0.20105463,2.77559431,5.50843090,0.01691766,0.44909378,0.60879030,0.42317474
-5.37568784,6.77364624,0.00230090,0.20158913,2.78808653,5.49805110,0.01689798,0.45549940,0.61318433,0.43143064
-5.36968484,6.77016279,0.00232319,0.20293361,2.78815650,5.47549940,0.01682450,0.46150695,0.61841824,0.43890692
-5.36368184,6.75221771,0.00233572,0.20516979,2.77582899,5.44084759,0.01669654,0.46707229,0.62466492,0.44558445
-5.35767884,6.72014655,0.00233860,0.20837462,2.75135502,5.39432647,0.01651451,0.47214485,0.63210597,0.45146682
-5.35167584,6.67451206,0.00233220,0.21261761,2.71520463,5.33633952,0.01627994,0.47666730,0.64092514,0.45657937
-5.34567284,6.61610024,0.00231713,0.21795799,2.66805246,5.26746966,0.01599545,0.48057556,0.65130077,0.46096728
-5.33966983,6.54590716,0.00229425,0.22444170,2.61075677,5.18847836,0.01566463,0.48379938,0.66339730,0.46469305
-5.33366683,6.46511702,0.00226464,0.23209846,2.54433298,5.10029683,0.01529196,0.48626344,0.67735648,0.46783323
-5.32766383,6.37507291,0.00222958,0.24093904,2.46992323,5.00400997,0.01488265,0.48788913,0.69328862,0.47047487
-5.32166083,6.27724190,0.00219051,0.25095291,2.38876318,4.90083371,0.01444251,0.48859696,0.71126445,0.47271168
-5.31565783,6.17317653,0.00214902,0.26210651,2.30214797,4.79208740,0.01397776,0.48830957,0.73130820,0.47464028
-5.30965483,6.06447519,0.00210678,0.27434227,2.21139859,4.67916260,0.01349489,0.48695539,0.75339232,0.47635669
-5.30365183,5.95274360,0.00206554,0.28757851,2.11783033,4.56349042,0.01300048,0.48447264,0.77743437,0.47795327
-5.29764882,5.83955967,0.00202706,0.30171035,2.02272435,4.44650898,0.01250107,0.48081374,0.80329634,0.47951628
-5.29164582,5.72644352,0.00199310,0.31661171,1.92730350,4.32963304,0.01200302,0.47594975,0.83078675,0.48112418
-5.28564282,5.61483413,0.00196534,0.33213827,1.83271285,4.21422709,0.01151244,0.46987467,0.85966549,0.48284667
-5.27963982,5.50607340,0.00194539,0.34813145,1.74000551,4.10158316,0.01103505,0.46260950,0.88965128,0.48474463
-5.27363682,5.40139783,0.00193473,0.36442325,1.65013344,3.99290411,0.01057617,0.45420559,0.92043159,0.48687063
-5.26763382,5.30193746,0.00193469,0.38084162,1.56394318,3.88929254,0.01014064,0.44474723,0.95167447,0.48927019
-5.26163082,5.20872104,0.00194642,0.39721630,1.48217588,3.79174542,0.00973281,0.43435325,0.98304173,0.49198339
-5.25562781,5.12268600,0.00197088,0.41338473,1.40547072,3.70115345,0.00935655,0.42317740,1.01420280,0.49504674
-5.24962481,5.04469137,0.00200877,0.42919769,1.33437114,3.61830452,0.00901522,0.41140754,1.04484843,0.49849516
-5.24362181,4.97553166,0.00206058,0.44452443,1.26933255,3.54388988,0.00871168,0.39926344,1.07470351,0.50236367
-5.23761881,4.91594961,0.00212651,0.45925693,1.21073091,3.47851166,0.00844831,0.38699330,1.10353815,0.50668876
-5.23161581,4.86664586,0.00220649,0.47331307,1.15887105,3.42269039,0.00822699,0.37486904,1.13117633,0.51150922
-5.22561281,4.82828393,0.00230016,0.48663840,1.11399409,3.37687111,0.00804913,0.36318042,1.15750163,0.51686625
-5.21960980,4.80148912,0.00240686,0.49920652,1.07628338,3.34142712,0.00791561,0.35222824,1.18245947,0.52280286
-5.21360680,4.78684079,0.00252563,0.51101783,1.04586841,3.31666032,0.00782683,0.34231673,1.20605580,0.52936244
-5.20760380,4.78485762,0.00265522,0.52209684,1.02282670,3.30279789,0.00778261,0.33374545,1.22835209,0.53658671
-5.20160080,4.79597641,0.00279406,0.53248812,1.00718341,3.29998498,0.00778223,0.32680086,1.24945699,0.54451288
-5.19559780,4.82052531,0.00294031,0.54225100,0.99890908,3.30827397,0.00782440,0.32174784,1.26951496,0.55317049
-5.18959480,4.85869301,0.00309188,0.55145349,0.99791568,3.32761069,0.00790718,0.31882149,1.28869259,0.56257785
-5.18359180,4.91049571,0.00324644,0.56016566,1.00405158,3.35781882,0.00802804,0.31821927,1.30716337,0.57273840
-5.17758879,4.97574408,0.00340148,0.56845288,1.01709587,3.39858357,0.00818380,0.32009392,1.32509171,0.58363729
-5.17158579,5.05401243,0.00355433,0.57636935,1.03675277,3.44943598,0.00837069,0.32454722,1.34261732,0.59523824
-5.16558279,5.14461247,0.00370224,0.58395231,1.06264673,3.50973941,0.00858435,0.33162488,1.35984066,0.60748103
-5.15957979,5.24657372,0.00384240,0.59121726,1.09431881,3.57867948,0.00881989,0.34131267,1.37681059,0.62027970
-5.15357679,5.35863247,0.00397207,0.59815461,1.13122495,3.65525877,0.00907197,0.35353397,1.39351472,0.63352172
-5.14757379,5.47923069,0.00408857,0.60472773,1.17273652,3.73829725,0.00933490,0.36814889,1.40987320,0.64706804
-5.14157079,5.60652587,0.00418942,0.61087284,1.21814354,3.82643924,0.00960276,0.38495502,1.42573640,0.66075434
-5.13556778,5.73841219,0.00427235,0.61650050,1.26666085,3.91816717,0.00986951,0.40368983,1.44088647,0.67439316
-5.12956478,5.87255289,0.00433539,0.62149878,1.31743709,4.01182224,0.01012915,0.42403487,1.45504295,0.68777716
-5.12356178,6.00642304,0.00437694,0.62573789,1.36956665,4.10563167,0.01037584,0.44562163,1.46787202,0.70068314
-5.11755878,6.13736161,0.00439577,0.62907599,1.42210424,4.19774169,0.01060410,0.46803898,1.47899897,0.71287698
-5.11155578,6.26263096,0.00439110,0.63136588,1.47408166,4.28625539,0.01080887,0.49084216,1.48802333,0.72411899
-5.10555278,6.37948184,0.00436260,0.63246228,1.52452648,4.36927413,0.01098572,0.51356306,1.49453580,0.73416984
-5.09954977,6.48522141,0.00431040,0.63222906,1.57248182,4.44494101,0.01113085,0.53572149,1.49813618,0.74279657
-5.09354677,6.57728193,0.00423510,0.63054640,1.61702667,4.51148483,0.01124129,0.55683726,1.49845142,0.74977868
-5.08754377,6.65328746,0.00413771,0.62731716,1.65729616,4.56726300,0.01131482,0.57644259,1.49515295,0.75491398
-5.08154077,6.71111619,0.00401968,0.62247241,1.69250078,4.61080167,0.01135012,0.59409450,1.48797248,0.75802404
-5.07553777,6.74895608,0.00388278,0.61597569,1.72194412,4.64083174,0.01134666,0.60938682,1.47671545,0.75895910
-5.06953477,6.76535187,0.00372913,0.60782589,1.74503835,4.65631945,0.01130472,0.62196123,1.46127183,0.75760221
-5.06353177,6.75924177,0.00356106,0.59805869,1.76131682,4.65649035,0.01122531,0.63151714,1.44162352,0.75387256
-5.05752876,6.72998270,0.00338107,0.58674649,1.77044342,4.64084605,0.01111009,0.63781977,1.41784837,0.74772782
-5.05152576,6.67736332,0.00319180,0.57399682,1.77221833,4.60917313,0.01096127,0.64070636,1.39012057,0.73916547
-5.04552276,6.60160459,0.00299589,0.55994957,1.76657992,4.56154415,0.01078150,0.64009009,1.35870760,0.72822305
-5.03951976,6.50334814,0.00279598,0.54477295,1.75360287,4.49831079,0.01057376,0.63596154,1.32396393,0.71497738
-5.03351676,6.38363320,0.00259459,0.52865862,1.73349248,4.42008981,0.01034125,0.62838785,1.28632172,0.69954275
-5.02751376,6.24386316,0.00239413,0.51181615,1.70657567,4.32774221,0.01008728,0.61750929,1.24627919,0.68206811
-5.02151076,6.08576322,0.00219681,0.49446706,1.67328887,4.22234700,0.00981515,0.60353372,1.20438701,0.66273342
-5.01550775,5.91133109,0.00200460,0.47683868,1.63416341,4.10517028,0.00952813,0.58672894,1.16123329,0.64174527
-5.00950475,5.72278242,0.00181924,0.45915815,1.58980909,3.97763127,0.00922933,0.56741346,1.11742781,0.61933183
-5.00350175,5.52249327,0.00164221,0.44164668,1.54089639,3.84126639,0.00892169,0.54594594,1.07358595,0.59573747
-4.99749875,5.31294152,0.00147472,0.42451420,1.48813830,3.69769272,0.00860793,0.52271383,1.03031292,0.57121698
-4.99149575,5.09664924,0.00131771,0.40795468,1.43227205,3.54857223,0.00829054,0.49812168,0.98818864,0.54602986
-4.98549275,4.87612788,0.00117187,0.39214210,1.37404173,3.39557768,0.00797180,0.47257951,0.94775379,0.52043456
-4.97948974,4.65382766,0.00103767,0.37722708,1.31418207,3.24036135,0.00765375,0.44649183,0.90949728,0.49468310
-4.97348674,4.43209273,0.00091536,0.36333443,1.25340397,3.08452713,0.00733823,0.42024746,0.87384532,0.46901608
-4.96748374,4.21312269,0.00080501,0.35056123,1.19238197,2.92960671,0.00702689,0.39421076,0.84115251,0.44365829
-4.96148074,3.99894142,0.00070655,0.33897590,1.13174410,2.77703993,0.00672124,0.36871427,0.81169484,0.41881493
-4.95547774,3.79137330,0.00061977,0.32861778,1.07206393,2.62815959,0.00642263,0.34405303,0.78566483,0.39466875
-4.94947474,3.59202681,0.00054438,0.31949753,1.01385507,2.48418040,0.00613232,0.32048071,0.76316879,0.37137793
-4.94347174,3.40228533,0.00048001,0.31159811,0.95756780,2.34619182,0.00585146,0.29820739,0.74422635,0.34907483
-4.93746873,3.22330442,0.00042625,0.30487634,0.90358780,2.21515449,0.00558114,0.27739906,0.72877199,0.32786568
-4.93146573,3.05601508,0.00038268,0.29926512,0.85223665,2.09189946,0.00532236,0.25817860,0.71665876,0.30783100
-4.92546273,2.90113188,0.00034886,0.29467609,0.80377382,1.97712990,0.00507608,0.24062800,0.70766404,0.28902687
-4.91945973,2.75916524,0.00032436,0.29100284,0.75839992,1.87142449,0.00484320,0.22479179,0.70149716,0.27148685
-4.91345673,2.63043677,0.00030877,0.28812446,0.71626076,1.77524204,0.00462456,0.21068111,0.69780878,0.25522445
-4.90745373,2.51509679,0.00030166,0.28590955,0.67745207,1.68892678,0.00442101,0.19827841,0.69620184,0.24023607
-4.90145073,2.41314301,0.00030266,0.28422041,0.64202452,1.61271384,0.00423332,0.18754241,0.69624373,0.22650427
-4.89544772,2.32443962,0.00031137,0.28291748,0.60998881,1.54673460,0.00406228,0.17841313,0.69747950,0.21400122
-4.88944472,2.24873606,0.00032741,0.28186376,0.58132069,1.49102166,0.00390869,0.17081662,0.69944559,0.20269215
-4.88344172,2.18568465,0.00035038,0.28092916,0.55596568,1.44551326,0.00377337,0.16466954,0.70168375,0.19253883
-4.87743872,2.13485692,0.00037985,0.27999460,0.53384335,1.41005704,0.00365719,0.15988303,0.70375463,0.18350274
-4.87143572,2.09575789,0.00041536,0.27895570,0.51485122,1.38441336,0.00356114,0.15636612,0.70525066,0.17554801
-4.86543272,2.06783843,0.00045641,0.27772588,0.49886804,1.36825805,0.00348631,0.15402842,0.70580766,0.16864400
-4.85942971,2.05050538,0.00050243,0.27623885,0.48575666,1.36118499,0.00343395,0.15278216,0.70511475,0.16276745
-4.85342671,2.04312959,0.00055279,0.27445014,0.47536627,1.36270876,0.00340547,0.15254354,0.70292226,0.15790410
-4.84742371,2.04505205,0.00060679,0.27233784,0.46753433,1.37226751,0.00340253,0.15323345,0.69904722,0.15404987
-4.84142071,2.05558848,0.00066366,0.26990231,0.46208800,1.38922651,0.00342695,0.15477765,0.69337638,0.15121159
-4.83541771,2.07403264,0.00072257,0.26716498,0.45884534,1.41288260,0.00348080,0.15710651,0.68586648,0.14940720
-4.82941471,2.09965893,0.00078262,0.26416621,0.45761634,1.44246991,0.00356636,0.16015434,0.67654205,0.14866552
-4.82341171,2.13172471,0.00084287,0.26096240,0.45820380,1.47716696,0.00368606,0.16385850,0.66549068,0.14902569
-4.81740870,2.16947278,0.00090238,0.25762238,0.46040431,1.51610543,0.00384248,0.16815841,0.65285621,0.15053613
-4.81140570,2.21213457,0.00096017,0.25422336,0.46400924,1.55838058,0.00403824,0.17299445,0.63883014,0.15325333
-4.80540270,2.25893421,0.00101530,0.25084661,0.46880609,1.60306344,0.00427597,0.17830705,0.62364174,0.15724025
-4.79939970,2.30909378,0.00106686,0.24757304,0.47457990,1.64921433,0.00455813,0.18403578,0.60754741,0.16256455
-4.79339670,2.36183987,0.00111405,0.24447906,0.48111515,1.69589790,0.00488699,0.19011882,0.59081965,0.16929651
-4.78739370,2.41641121,0.00115612,0.24163267,0.48819783,1.74219878,0.00526440,0.19649254,0.57373641,0.17750682
-4.78139070,2.47206729,0.00119247,0.23909025,0.49561780,1.78723784,0.00569176,0.20309149,0.55657102,0.18726409
-4.77538769,2.52809738,0.00122265,0.23689396,0.50317141,1.83018816,0.00616978,0.20984851,0.53958317,0.19863211
-4.76938469,2.58382966,0.00124636,0.23507001,0.51066416,1.87029022,0.00669840,0.21669526,0.52301131,0.21166694
-4.76338169,2.63863957,0.00126346,0.23362772,0.51791345,1.90686568,0.00727666,0.22356278,0.50706656,0.22641372
-4.75737869,2.69195702,0.00127398,0.23255947,0.52475106,1.93932904,0.00790256,0.23038227,0.49192823,0.24290325
-4.75137569,2.74327166,0.00127813,0.23184142,0.53102550,1.96719672,0.00857299,0.23708599,0.47774095,0.26114833
-4.74537269,2.79213573,0.00127628,0.23143496,0.53660385,1.99009302,0.00928367,0.24360804,0.46461336,0.28114007
-4.73936968,2.83816414,0.00126891,0.23128867,0.54137312,2.00775269,0.01002911,0.24988518,0.45261806,0.30284398
-4.73336668,2.88103152,0.00125666,0.23134076,0.54524096,2.02001995,0.01080260,0.25585749,0.44179274,0.32619623
-4.72736368,2.92046630,0.00124022,0.23152171,0.54813570,2.02684395,0.01159630,0.26146879,0.43214213,0.35110008
-4.72136068,2.95624213,0.00122037,0.23175706,0.55000568,2.02827095,0.01240129,0.26666704,0.42364060,0.37742271
-4.71535768,2.98816701,0.00119788,0.23197008,0.55081795,2.02443363,0.01320773,0.27140432,0.41623520,0.40499269
-4.70935468,3.01607104,0.00117354,0.23208429,0.55055632,2.01553806,0.01400501,0.27563680,0.40984884,0.43359823
-4.70335168,3.03979353,0.00114810,0.23202567,0.54921899,2.00184902,0.01478199,0.27932444,0.40438355,0.46298658
-4.69734867,3.05917055,0.00112221,0.23172459,0.54681582,1.98367463,0.01552719,0.28243067,0.39972375,0.49286468
-4.69134567,3.07402402,0.00109647,0.23111722,0.54336550,1.96135081,0.01622913,0.28492199,0.39573935,0.52290127
-4.68534267,3.08415322,0.00107135,0.23014668,0.53889271,1.93522673,0.01687650,0.28676757,0.39228885,0.55273066
-4.67933967,3.08932974,0.00104717,0.22876380,0.53342556,1.90565179,0.01745856,0.28793906,0.38922230,0.58195809
-4.67333667,3.08929643,0.00102415,0.22692753,0.52699340,1.87296476,0.01796533,0.28841040,0.38638432,0.61016688
-4.66733367,3.08377091,0.00100238,0.22460512,0.51962521,1.83748566,0.01838790,0.28815800,0.38361703,0.63692699
-4.66133067,3.07245359,0.00098180,0.22177219,0.51134854,1.79951058,0.01871863,0.28716108,0.38076321,0.66180506
-4.65532766,3.05504008,0.00096226,0.21841258,0.50218928,1.75930953,0.01895142,0.28540224,0.37766947,0.68437545
-4.64932466,3.03123734,0.00094351,0.21451824,0.49217197,1.71712721,0.01908182,0.28286830,0.37418949,0.70423195
-4.64332166,3.00078282,0.00092524,0.21008903,0.48132080,1.67318639,0.01910714,0.27955135,0.37018741,0.72099982
