energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Y_p_up,Y_d_up
-5.77188594,0.53824564,0.00020149,0.30982567,0.07550709,0.00002310,0.26082073,0.17739787
-5.76588294,0.58729245,0.00021384,0.33824322,0.08078061,0.00002639,0.28794640,0.19324724
-5.75987994,0.63886665,0.00023646,0.36808384,0.08598533,0.00003021,0.31737754,0.20981780
-5.75387694,0.69268949,0.00026971,0.39916298,0.09106256,0.00003460,0.34908586,0.22700761
-5.74787394,0.74848521,0.00031411,0.43129899,0.09595612,0.00003959,0.38303721,0.24471696
-5.74187094,0.80598564,0.00037031,0.46431720,0.10061391,0.00004522,0.41918796,0.26285049
-5.73586793,0.86493532,0.00043906,0.49805465,0.10498962,0.00005154,0.45748142,0.28131963
-5.72986493,0.92509693,0.00052120,0.53236494,0.10904432,0.00005859,0.49784438,0.30004502
-5.72386193,0.98625655,0.00061756,0.56712324,0.11274789,0.00006641,0.54018395,0.31895898
-5.71785893,1.04822845,0.00072892,0.60223085,0.11608035,0.00007504,0.58438474,0.33800774
-5.71185593,1.11085893,0.00085599,0.63761900,0.11903280,0.00008453,0.63030638,0.35715320
-5.70585293,1.17402882,0.00099931,0.67325171,0.12160814,0.00009491,0.67778171,0.37637424
-5.69984992,1.23765419,0.00115921,0.70912705,0.12382134,0.00010620,0.72661541,0.39566725
-5.69384692,1.30168514,0.00133571,0.74527688,0.12569931,0.00011843,0.77658341,0.41504582
-5.68784392,1.36610232,0.00152853,0.78176458,0.12728027,0.00013160,0.82743290,0.43453950
-5.68184092,1.43091121,0.00173697,0.81868084,0.12861271,0.00014569,0.87888320,0.45419164
-5.67583792,1.49613423,0.00195991,0.85613748,0.12975386,0.00016070,0.93062727,0.47405626
-5.66983492,1.56180083,0.00219578,0.89425944,0.13076769,0.00017657,0.98233403,0.49419402
-5.66383192,1.62793612,0.00244249,0.93317526,0.13172263,0.00019324,1.03365145,0.51466759
-5.65782891,1.69454840,0.00269753,0.97300641,0.13268884,0.00021062,1.08421030,0.53553638
-5.65182591,1.76161644,0.00295789,1.01385602,0.13373547,0.00022862,1.13362857,0.55685111
-5.64582291,1.82907714,0.00322017,1.05579767,0.13492761,0.00024710,1.18151656,0.57864837
-5.63981991,1.89681444,0.00348062,1.09886481,0.13632344,0.00026592,1.22748254,0.60094549
-5.63381691,1.96465034,0.00373519,1.14304149,0.13797144,0.00028491,1.27113890,0.62373619
-5.62781391,2.03233876,0.00397969,1.18825521,0.13990797,0.00030389,1.31210884,0.64698701
-5.62181091,2.09956291,0.00420985,1.23437225,0.14215517,0.00032267,1.35003339,0.67063515
-5.61580790,2.16593671,0.00442147,1.28119610,0.14471949,0.00034106,1.38457878,0.69458762
-5.60980490,2.23101061,0.00461053,1.32846925,0.14759083,0.00035885,1.41544405,0.71872202
-5.60380190,2.29428175,0.00477332,1.37587850,0.15074229,0.00037586,1.44236875,0.74288897
-5.59779890,2.35520844,0.00490658,1.42306372,0.15413079,0.00039190,1.46514052,0.76691612
-5.59179590,2.41322847,0.00500761,1.46962982,0.15769828,0.00040680,1.48360255,0.79061368
-5.58579290,2.46778051,0.00507432,1.51516140,0.16137376,0.00042043,1.49766046,0.81378119
-5.57978989,2.51832775,0.00510538,1.55923959,0.16507589,0.00043267,1.50728858,0.83621537
-5.57378689,2.56438263,0.00510019,1.60146018,0.16871608,0.00044346,1.51253518,0.85771853
-5.56778389,2.60553159,0.00505897,1.64145214,0.17220210,0.00045275,1.51352650,0.87810728
-5.56178089,2.64145841,0.00498271,1.67889577,0.17544179,0.00046055,1.51046922,0.89722112
-5.55577789,2.67196505,0.00487316,1.71353934,0.17834697,0.00046691,1.50365115,0.91493042
-5.54977489,2.69698877,0.00473276,1.74521347,0.18083721,0.00047193,1.49343990,0.93114347
-5.54377189,2.71661460,0.00456456,1.77384246,0.18284340,0.00047573,1.48027943,0.94581224
-5.53776888,2.73108246,0.00437212,1.79945192,0.18431086,0.00047851,1.46468430,0.95893658
-5.53176588,2.74078828,0.00415939,1.82217237,0.18520194,0.00048046,1.44723174,0.97056661
-5.52576288,2.74627927,0.00393060,1.84223844,0.18549810,0.00048183,1.42855165,0.98080329
-5.51975988,2.74824313,0.00369012,1.85998389,0.18520114,0.00048288,1.40931474,0.98979708
-5.51375688,2.74749204,0.00344231,1.87583260,0.18433385,0.00048389,1.39021917,0.99774478
-5.50775388,2.74494184,0.00319145,1.89028595,0.18293990,0.00048514,1.37197628,1.00488476
-5.50175088,2.74158775,0.00294161,1.90390741,0.18108305,0.00048691,1.35529575,1.01149073
-5.49574787,2.73847761,0.00269655,1.91730498,0.17884585,0.00048949,1.34087104,1.01786451
-5.48974487,2.73668397,0.00245966,1.93111248,0.17632780,0.00049310,1.32936557,1.02432801
-5.48374187,2.73727660,0.00223389,1.94597058,0.17364310,0.00049799,1.32140041,1.03121484
-5.47773887,2.74129654,0.00202175,1.96250864,0.17091825,0.00050435,1.31754400,1.03886197
-5.47173587,2.74973294,0.00182527,1.98132807,0.16828943,0.00051233,1.31830439,1.04760177
-5.46573287,2.76350383,0.00164601,2.00298808,0.16589993,0.00052204,1.32412443,1.05775468
-5.45972986,2.78344141,0.00148509,2.02799439,0.16389756,0.00053356,1.33538009,1.06962291
-5.45372686,2.81028233,0.00134322,2.05679126,0.16243227,0.00054692,1.35238180,1.08348523
-5.44772386,2.84466317,0.00122075,2.08975705,0.16165395,0.00056211,1.37537881,1.09959304
-5.44172086,2.88712062,0.00111773,2.12720313,0.16171033,0.00057909,1.40456600,1.11816758
-5.43571786,2.93809592,0.00103396,2.16937589,0.16274514,0.00059777,1.44009253,1.13939847
-5.42971486,2.99794256,0.00096904,2.21646127,0.16489636,0.00061807,1.48207167,1.16344308
-5.42371186,3.06693598,0.00092245,2.26859108,0.16829450,0.00063985,1.53059066,1.19042676
-5.41770885,3.14528405,0.00089361,2.32585021,0.17306090,0.00066301,1.58571988,1.22044349
-5.41170585,3.23313670,0.00088187,2.38828389,0.17930596,0.00068741,1.64752004,1.25355669
-5.40570285,3.33059347,0.00088662,2.45590389,0.18712717,0.00071292,1.71604673,1.28979985
-5.39969985,3.43770769,0.00090728,2.52869299,0.19660698,0.00073945,1.79135129,1.32917664
-5.39369685,3.55448616,0.00094333,2.60660688,0.20781042,0.00076690,1.87347757,1.37166038
-5.38769385,3.68088389,0.00099432,2.68957300,0.22078258,0.00079520,1.96245429,1.41719258
-5.38169085,3.81679361,0.00105986,2.77748625,0.23554580,0.00082430,2.05828297,1.46568064
-5.37568784,3.96203035,0.00113963,2.87020140,0.25209695,0.00085417,2.16092186,1.51699466
-5.36968484,4.11631193,0.00123334,2.96752290,0.27040464,0.00088480,2.27026670,1.57096370
-5.36368184,4.27923657,0.00134075,3.06919256,0.29040669,0.00091619,2.38612932,1.62737169
-5.35767884,4.45025938,0.00146160,3.17487629,0.31200801,0.00094836,2.50821553,1.68595348
-5.35167584,4.62866963,0.00159560,3.28415092,0.33507908,0.00098133,2.63610397,1.74639153
-5.34567284,4.81357101,0.00174240,3.39649261,0.35945510,0.00101509,2.76922755,1.80831376
-5.33966983,5.00386703,0.00190159,3.51126794,0.38493620,0.00104966,2.90685918,1.87129302
-5.33366683,5.19825340,0.00207264,3.62772911,0.41128872,0.00108500,3.04810348,1.93484865
-5.32766383,5.39521930,0.00225489,3.74501416,0.43824758,0.00112108,3.19189564,1.99845052
-5.32166083,5.59305830,0.00244756,3.86215296,0.46551992,0.00115783,3.33700846,2.06152567
-5.31565783,5.78988984,0.00264974,3.97807923,0.49278994,0.00119513,3.48206789,2.12346751
-5.30965483,5.98369079,0.00286037,4.09164868,0.51972481,0.00123286,3.62557718,2.18364748
-5.30365183,6.17233630,0.00307829,4.20166241,0.54598144,0.00127085,3.76594878,2.24142864
-5.29764882,6.35364845,0.00330222,4.30689494,0.57121404,0.00130892,3.90154293,2.29618075
-5.29164582,6.52545037,0.00353080,4.40612518,0.59508202,0.00134687,4.03071124,2.34729596
-5.28564282,6.68562322,0.00376260,4.49816906,0.61725812,0.00138446,4.15184311,2.39420437
-5.27963982,6.83216320,0.00399617,4.58191174,0.63743616,0.00142146,4.26341282,2.43638858
-5.27363682,6.96323556,0.00423004,4.65633788,0.65533846,0.00145763,4.36402465,2.47339637
-5.26763382,7.07722277,0.00446278,4.72055805,0.67072225,0.00149275,4.45245382,2.50485087
-5.26163082,7.17276445,0.00469295,4.77383012,0.68338515,0.00152658,4.52768112,2.53045751
-5.25562781,7.24878703,0.00491920,4.81557431,0.69316924,0.00155890,4.58891932,2.55000755
-5.24962481,7.30452219,0.00514020,4.84538155,0.69996377,0.00158950,4.63563032,2.56337798
-5.24362181,7.33951320,0.00535471,4.86301485,0.70370636,0.00161820,4.66753220,2.57052801
-5.23761881,7.35360994,0.00556151,4.86840412,0.70438274,0.00164480,4.68459627,2.57149247
-5.23161581,7.34695330,0.00575944,4.86163524,0.70202505,0.00166914,4.68703466,2.56637283
-5.22561281,7.31995083,0.00594733,4.84293464,0.69670897,0.00169106,4.67527959,2.55532647
-5.21960980,7.27324579,0.00612405,4.81265071,0.68854973,0.00171039,4.64995591,2.53855524
-5.21360680,7.20768195,0.00628843,4.77123369,0.67769734,0.00172698,4.61184901,2.51629405
-5.20760380,7.12426680,0.00643928,4.71921565,0.66433124,0.00174069,4.56186999,2.48880048
-5.20160080,7.02413533,0.00657535,4.65719173,0.64865471,0.00175137,4.50102037,2.45634592
-5.19559780,6.90851665,0.00669536,4.58580409,0.63088909,0.00175889,4.43035826,2.41920901
-5.18959480,6.77870483,0.00679796,4.50572906,0.61126833,0.00176312,4.35096768,2.37767152
-5.18359180,6.63603502,0.00688179,4.41766799,0.59003369,0.00176395,4.26393225,2.33201677
-5.17758879,6.48186527,0.00694545,4.32234170,0.56742909,0.00176130,4.17031413,2.28253041
-5.17158579,6.31756364,0.00698759,4.22048809,0.54369695,0.00175510,4.07113845,2.22950319
-5.16558279,6.14450003,0.00700690,4.11286196,0.51907463,0.00174533,3.96738309,2.17323499
-5.15957979,5.96404135,0.00700219,4.00023627,0.49379155,0.00173201,3.85997318,2.11403955
-5.15357679,5.77754874,0.00697243,3.88340347,0.46806692,0.00171520,3.74977942,2.05224903
-5.14757379,5.58637518,0.00691682,3.76317576,0.44210795,0.00169503,3.63761905,1.98821767
-5.14157079,5.39186210,0.00683483,3.64038346,0.41610864,0.00167167,3.52425831,1.92232389
-5.13556778,5.19533375,0.00672625,3.51587044,0.39024883,0.00164535,3.41041511,1.85497035
-5.12956478,4.99808851,0.00659124,3.39048641,0.36469374,0.00161634,3.29676099,1.78658153
-5.12356178,4.80138675,0.00643038,3.26507574,0.33959358,0.00158495,3.18392163,1.71759891
-5.11755878,4.60643527,0.00624464,3.14046330,0.31508343,0.00155156,3.07247531,1.64847374
-5.11155578,4.41436902,0.00603543,3.01743782,0.29128326,0.00151652,2.96294938,1.57965783
-5.10555278,4.22623097,0.00580459,2.89673386,0.26829793,0.00148022,2.85581492,1.51159279
-5.09954977,4.04295160,0.00555430,2.77901337,0.24621738,0.00144305,2.75148009,1.44469859
-5.09354677,3.86532936,0.00528714,2.66484842,0.22511682,0.00140536,2.65028301,1.37936198
-5.08754377,3.69401383,0.00500593,2.55470601,0.20505700,0.00136750,2.55248495,1.31592568
-5.08154077,3.52949294,0.00471374,2.44893657,0.18608454,0.00132975,2.45826490,1.25467903
-5.07553777,3.37208557,0.00441377,2.34776674,0.16823238,0.00129236,2.36771635,1.19585076
-5.06953477,3.22194042,0.00410931,2.25129738,0.15152032,0.00125552,2.28084703,1.13960435
-5.06353177,3.07904162,0.00380360,2.15950703,0.13595573,0.00121934,2.19758209,1.08603622
-5.05752876,2.94322118,0.00349983,2.07226087,0.12153430,0.00118392,2.11777116,1.03517704
-5.05152576,2.81417770,0.00320098,1.98932471,0.10824100,0.00114925,2.04119894,0.98699587
-5.04552276,2.69150068,0.00290983,1.91038336,0.09605113,0.00111530,1.96759933,0.94140700
-5.03951976,2.57469903,0.00262884,1.83506240,0.08493152,0.00108201,1.89667225,0.89827894
-5.03351676,2.46323243,0.00236017,1.76295208,0.07484174,0.00104928,1.82810246,0.85744520
-5.02751376,2.35654379,0.00210558,1.69363213,0.06573544,0.00101698,1.76157936,0.81871596
-5.02151076,2.25409124,0.00186649,1.62669623,0.05756171,0.00098501,1.69681681,0.78189024
-5.01550775,2.15537795,0.00164392,1.56177471,0.05026643,0.00095325,1.63357177,0.74676770
-5.00950475,2.05997845,0.00143850,1.49855458,0.04379357,0.00092162,1.57166091,0.71315971
-5.00350175,1.96756022,0.00125053,1.43679589,0.03808644,0.00089005,1.51097422,0.68089894
-4.99749875,1.87789968,0.00107997,1.37634387,0.03308886,0.00085852,1.45148512,0.64984732
-4.99149575,1.79089224,0.00092650,1.31713635,0.02874618,0.00082706,1.39325635,0.61990189
-4.98549275,1.70655593,0.00078955,1.25920643,0.02500617,0.00079573,1.33644165,0.59099857
-4.97948974,1.62502915,0.00066834,1.20268064,0.02181980,0.00076464,1.28128306,0.56311377
-4.97348674,1.54656270,0.00056194,1.14777270,0.01914176,0.00073396,1.22810406,0.53626391
-4.96748374,1.47150695,0.00046928,1.09477366,0.01693094,0.00070387,1.17729901,0.51050307
-4.96148074,1.40029492,0.00038925,1.04403895,0.01515067,0.00067460,1.12931930,0.48591905
-4.95547774,1.33342228,0.00032068,0.99597314,0.01376881,0.00064641,1.08465691,0.46262805
-4.94947474,1.27142527,0.00026239,0.95101307,0.01275776,0.00061956,1.04382607,0.44076842
-4.94347174,1.21485754,0.00021324,0.90961022,0.01209424,0.00059431,1.00734373,0.42049371
-4.93746873,1.16426679,0.00017213,0.87221296,0.01175909,0.00057093,0.97570958,0.40196537
-4.93146573,1.12017214,0.00013801,0.83924932,0.01173685,0.00054968,0.94938641,0.38534539
-4.92546273,1.08304296,0.00010993,0.81111083,0.01201534,0.00053077,0.92878139,0.37078913
-4.91945973,1.05327966,0.00008700,0.78813787,0.01258520,0.00051442,0.91422886,0.35843861
-4.91345673,1.03119708,0.00006845,0.77060690,0.01343930,0.00050076,0.90597535,0.34841633
-4.90745373,1.01701080,0.00005357,0.75871988,0.01457223,0.00048991,0.90416710,0.34081992
-4.90145073,1.01082648,0.00004175,0.75259602,0.01597973,0.00048195,0.90884065,0.33571755
-4.89544772,1.01263274,0.00003247,0.75226594,0.01765818,0.00047687,0.91991676,0.33314438
-4.88944472,1.02229720,0.00002528,0.75766847,0.01960405,0.00047465,0.93719779,0.33309994
-4.88344172,1.03956610,0.00001982,0.76864988,0.02181346,0.00047520,0.96036890,0.33554653
-4.87743872,1.06406709,0.00001577,0.78496561,0.02428173,0.00047838,0.98900282,0.34040868
-4.87143572,1.09531523,0.00001290,0.80628433,0.02700308,0.00048401,1.02256840,0.34757357
-4.86543272,1.13272185,0.00001102,0.83219424,0.02997030,0.00049187,1.06044235,0.35689248
-4.85942971,1.17560613,0.00000999,0.86221130,0.03317456,0.00050172,1.10192426,0.36818308
-4.85342671,1.22320880,0.00000972,0.89578922,0.03660529,0.00051328,1.14625402,0.38123257
-4.84742371,1.27470781,0.00001014,0.93233082,0.04025015,0.00052624,1.19263136,0.39580155
-4.84142071,1.32923531,0.00001125,0.97120058,0.04409506,0.00054030,1.24023665,0.41162851
-4.83541771,1.38589551,0.00001306,1.01173771,0.04812432,0.00055516,1.28825222,0.42843476
-4.82941471,1.44378288,0.00001561,1.05326971,0.05232087,0.00057051,1.33588347,0.44592970
-4.82341171,1.50200012,0.00001898,1.09512572,0.05666652,0.00058606,1.38237885,0.46381629
-4.81740870,1.55967541,0.00002327,1.13664947,0.06114228,0.00060153,1.42704793,0.48179654
-4.81140570,1.61597840,0.00002861,1.17721126,0.06572879,0.00061669,1.46927689,0.49957688
-4.80540270,1.67013457,0.00003514,1.21621897,0.07040672,0.00063131,1.50854081,0.51687331
-4.79939970,1.72143752,0.00004305,1.25312741,0.07515714,0.00064521,1.54441224,0.53341618
-4.79339670,1.76925893,0.00005251,1.28744621,0.07996199,0.00065824,1.57656587,0.54895446
-4.78739370,1.81305605,0.00006374,1.31874579,0.08480437,0.00067030,1.60477914,0.56325953
-4.78139070,1.85237655,0.00007696,1.34666157,0.08966889,0.00068132,1.62892895,0.57612830
-4.77538769,1.88686077,0.00009237,1.37089625,0.09454178,0.00069126,1.64898476,0.58738568
-4.76938469,1.91624150,0.00011022,1.39122040,0.09941104,0.00070012,1.66499857,0.59688641
-4.76338169,1.94034139,0.00013069,1.40747131,0.10426625,0.00070792,1.67709236,0.60451616
-4.75737869,1.95906830,0.00015398,1.41955045,0.10909840,0.00071472,1.68544390,0.61019196
-4.75137569,1.97240887,0.00018026,1.42741956,0.11389947,0.00072059,1.69027145,0.61386198
-4.74537269,1.98042063,0.00020965,1.43109582,0.11866178,0.00072562,1.69181839,0.61550473
-4.73936968,1.98322302,0.00024221,1.43064615,0.12337737,0.00072991,1.69033852,0.61512764
-4.73336668,1.98098772,0.00027796,1.42618104,0.12803705,0.00073356,1.68608258,0.61276515
-4.72736368,1.97392865,0.00031684,1.41784804,0.13262959,0.00073666,1.67928679,0.60847641
-4.72136068,1.96229194,0.00035870,1.40582524,0.13714071,0.00073932,1.67016369,0.60234253
-4.71535768,1.94634639,0.00040331,1.39031496,0.14155222,0.00074161,1.65889567,0.59446366
-4.70935468,1.92637450,0.00045034,1.37153765,0.14584128,0.00074361,1.64563124,0.58495578
-4.70335168,1.90266453,0.00049938,1.34972654,0.14997982,0.00074537,1.63048397,0.57394750
-4.69734867,1.87550372,0.00054991,1.32512273,0.15393424,0.00074691,1.61353403,0.56157683
-4.69134567,1.84517297,0.00060133,1.29797121,0.15766545,0.00074826,1.59483185,0.54798805
-4.68534267,1.81194287,0.00065296,1.26851760,0.16112933,0.00074941,1.57440354,0.53332882
-4.67933967,1.77607145,0.00070405,1.23700583,0.16427750,0.00075031,1.55225769,0.51774756
-4.67333667,1.73780344,0.00075379,1.20367665,0.16705864,0.00075094,1.52839277,0.50139117
-4.66733367,1.69737099,0.00080137,1.16876693,0.16942015,0.00075121,1.50280499,0.48440319
-4.66133067,1.65499587,0.00084595,1.13250981,0.17131017,0.00075105,1.47549586,0.46692240
-4.65532766,1.61089284,0.00088672,1.09513541,0.17267989,0.00075037,1.44647923,0.44908190
-4.64932466,1.56527397,0.00092291,1.05687218,0.17348609,0.00074908,1.41578751,0.43100857
-4.64332166,1.51835383,0.00095382,1.01794860,0.17369369,0.00074706,1.38347678,0.41282311
-4.63731866,1.47035499,0.00097886,0.97859522,0.17327831,0.00074423,1.34963089,0.39464032
-4.63131566,1.42151377,0.00099754,0.93904680,0.17222858,0.00074050,1.31436438,0.37656986
-4.62531266,1.37208593,0.00100952,0.89954449,0.17054816,0.00073580,1.27782450,0.35871715
-4.61930965,1.32235190,0.00101463,0.86033785,0.16825729,0.00073008,1.24019238,0.34118461
-4.61330665,1.27262140,0.00101284,0.82168673,0.16539380,0.00072331,1.20168368,0.32407293
-4.60730365,1.22323732,0.00100431,0.78386274,0.16201343,0.00071550,1.16254884,0.30748240
-4.60130065,1.17457849,0.00098936,0.74715036,0.15818953,0.00070669,1.12307329,0.29151430
-4.59529765,1.12706139,0.00096851,0.71184761,0.15401198,0.00069698,1.08357762,0.27627209
-4.58929465,1.08114057,0.00094240,0.67826617,0.14958545,0.00068649,1.04441799,0.26186254
-4.58329165,1.03730777,0.00091183,0.64673091,0.14502699,0.00067542,1.00598660,0.24839654
-4.57728864,0.99608967,0.00087775,0.61757891,0.14046310,0.00066401,0.96871234,0.23598978
-4.57128564,0.95804416,0.00084118,0.59115769,0.13602626,0.00065253,0.93306127,0.22476291
-4.56528264,0.92375527,0.00080325,0.56782281,0.13185123,0.00064136,0.89953671,0.21484150
-4.55927964,0.89382648,0.00076513,0.54793468,0.12807105,0.00063087,0.86867864,0.20635549
-4.55327664,0.86887266,0.00072803,0.53185451,0.12481310,0.00062152,0.84106187,0.19943812
-4.54727364,0.84951044,0.00069319,0.51993940,0.12219519,0.00061380,0.81729261,0.19422447
-4.54127064,0.83634707,0.00066181,0.51253644,0.12032192,0.00060823,0.79800311,0.19084932
-4.53526763,0.82996779,0.00063505,0.50997591,0.11928140,0.00060535,0.78384372,0.18944454
-4.52926463,0.83092187,0.00061403,0.51256340,0.11914246,0.00060572,0.77547232,0.19013589
-4.52326163,0.83970726,0.00059978,0.52057105,0.11995237,0.00060989,0.77354083,0.19303921
-4.51725863,0.85675419,0.00059322,0.53422790,0.12173527,0.00061841,0.77867868,0.19825619
-4.51125563,0.88240794,0.00059517,0.55370950,0.12449115,0.00063175,0.79147361,0.20586963
-4.50525263,0.91691113,0.00060631,0.57912713,0.12819561,0.00065038,0.81244982,0.21593844
-4.49924962,0.96038604,0.00062717,0.61051670,0.13280020,0.00067465,0.84204434,0.22849239
-4.49324662,1.01281749,0.00065811,0.64782792,0.13823349,0.00070483,0.88058208,0.24352691
-4.48724362,1.07403694,0.00069933,0.69091408,0.14440263,0.00074109,0.92825070,0.26099808
-4.48124062,1.14370868,0.00075082,0.73952293,0.15119556,0.00078344,0.98507628,0.28081811
-4.47523762,1.22131871,0.00081237,0.79328933,0.15848363,0.00083179,1.05090104,0.30285152
-4.46923462,1.30616736,0.00088360,0.85173006,0.16612462,0.00088586,1.12536438,0.32691230
-4.46323162,1.39736630,0.00096389,0.91424156,0.17396606,0.00094521,1.20788865,0.35276240
-4.45722861,1.49384083,0.00105243,0.98010096,0.18184883,0.00100924,1.29767067,0.38011163
-4.45122561,1.59433799,0.00114819,1.04847095,0.18961084,0.00107719,1.39368031,0.40861940
-4.44522261,1.69744101,0.00124999,1.11840873,0.19709079,0.00114815,1.49466700,0.43789828
-4.43921961,1.80159040,0.00135646,1.18887943,0.20413188,0.00122105,1.59917460,0.46751950
-4.43321661,1.90511147,0.00146612,1.25877367,0.21058546,0.00129471,1.70556519,0.49702048
-4.42721361,2.00624824,0.00157738,1.32692944,0.21631442,0.00136785,1.81205136,0.52591420
-4.42121061,2.10320284,0.00168860,1.39215759,0.22119637,0.00143915,1.91673663,0.55370030
-4.41520760,2.19417963,0.00179816,1.45327048,0.22512650,0.00150723,2.01766293,0.57987750
-4.40920460,2.27743249,0.00190447,1.50911286,0.22802001,0.00157073,2.11286367,0.60395715
-4.40320160,2.35131410,0.00200610,1.55859393,0.22981418,0.00162834,2.20042073,0.62547720
-4.39719860,2.41432501,0.00210179,1.60071955,0.23046983,0.00167887,2.27852305,0.64401634
-4.39119560,2.46516090,0.00219052,1.63462313,0.22997239,0.00172121,2.34552463,0.65920746
-4.38519260,2.50275583,0.00227163,1.65959402,0.22833234,0.00175445,2.39999950,0.67075005
-4.37918959,2.52631973,0.00234477,1.67510214,0.22558504,0.00177789,2.44079107,0.67842096
-4.37318659,2.53536820,0.00241006,1.68081756,0.22179011,0.00179104,2.46705378,0.68208288
-4.36718359,2.52974315,0.00246804,1.67662415,0.21703006,0.00179365,2.47828484,0.68169027
-4.36118059,2.50962320,0.00251972,1.66262650,0.21140849,0.00178575,2.47434466,0.67729222
-4.35517759,2.47552285,0.00256660,1.63914956,0.20504768,0.00176760,2.45546459,0.66903228
-4.34917459,2.42828041,0.00261060,1.60673088,0.19808573,0.00173976,2.42224166,0.65714492
-4.34317159,2.36903468,0.00265408,1.56610557,0.19067321,0.00170297,2.37562012,0.64194886
-4.33716858,2.29919123,0.00269974,1.51818448,0.18296956,0.00165823,2.31686052,0.62383751
-4.33116558,2.22037939,0.00275058,1.46402641,0.17513903,0.00160670,2.24749761,0.60326664
-4.32516258,2.13440161,0.00280976,1.40480532,0.16734663,0.00154968,2.16928854,0.58074011
-4.31915958,2.04317707,0.00288051,1.34177398,0.15975387,0.00148857,2.08415372,0.55679378
-4.31315658,1.94868177,0.00296602,1.27622527,0.15251457,0.00142484,1.99411267,0.53197866
-4.30715358,1.85288740,0.00306926,1.20945288,0.14577081,0.00135994,1.90121749,0.50684356
