energy_ev,total_up,Ge_p_up,Ge_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-6.00000000,0.98911838,0.02721373,0.00000000,0.63768985,0.41799577,0.00314471,0.64785771
-5.99399700,0.93354420,0.02603023,0.00000000,0.59931040,0.39159233,0.00313547,0.61140549
-5.98799400,0.88197727,0.02483486,0.00000000,0.56328212,0.36815691,0.00313521,0.57779778
-5.98199100,0.83472148,0.02364879,0.00000000,0.52988941,0.34769566,0.00314468,0.54721152
-5.97598799,0.79202830,0.02249283,0.00000000,0.49937640,0.33017972,0.00316436,0.51978855
-5.96998499,0.75409304,0.02138695,0.00000000,0.47194454,0.31554752,0.00319450,0.49563391
-5.96398199,0.72105253,0.02034978,0.00000000,0.44775122,0.30370769,0.00323509,0.47481488
-5.95797899,0.69298427,0.01939823,0.00000000,0.42690937,0.29454243,0.00328581,0.45736100
-5.95197599,0.66990695,0.01854712,0.00000000,0.40948811,0.28791143,0.00334604,0.44326487
-5.94597299,0.65178255,0.01780888,0.00000000,0.39551429,0.28365599,0.00341491,0.43248395
-5.93996998,0.63851975,0.01719339,0.00000000,0.38497479,0.28160347,0.00349127,0.42494299
-5.93396698,0.62997850,0.01670783,0.00000000,0.37781964,0.28157172,0.00357375,0.42053734
-5.92796398,0.62597566,0.01635662,0.00000000,0.37396563,0.28337361,0.00366081,0.41913669
-5.92196098,0.62629138,0.01614148,0.00000000,0.37330042,0.28682123,0.00375079,0.42058922
-5.91595798,0.63067583,0.01606152,0.00000000,0.37568690,0.29172983,0.00384196,0.42472606
-5.90995498,0.63885622,0.01611335,0.00000000,0.38096776,0.29792125,0.00393259,0.43136563
-5.90395198,0.65054364,0.01629139,0.00000000,0.38897009,0.30522672,0.00402098,0.44031793
-5.89794897,0.66543951,0.01658805,0.00000000,0.39950985,0.31348901,0.00410554,0.45138849
-5.89194597,0.68324147,0.01699407,0.00000000,0.41239625,0.32256377,0.00418485,0.46438177
-5.88594297,0.70364845,0.01749888,0.00000000,0.42743577,0.33232004,0.00425764,0.47910414
-5.87993997,0.72636493,0.01809092,0.00000000,0.44443598,0.34264005,0.00432285,0.49536617
-5.87393697,0.75110425,0.01875807,0.00000000,0.46320889,0.35341829,0.00437966,0.51298429
-5.86793397,0.77759110,0.01948800,0.00000000,0.48357397,0.36455988,0.00442742,0.53178190
-5.86193097,0.80556307,0.02026854,0.00000000,0.50536071,0.37597866,0.00446573,0.55158994
-5.85592796,0.83477164,0.02108812,0.00000000,0.52841078,0.38759482,0.00449434,0.57224698
-5.84992496,0.86498250,0.02193606,0.00000000,0.55257964,0.39933250,0.00451318,0.59359904
-5.84392196,0.89597541,0.02280289,0.00000000,0.57773775,0.41111752,0.00452230,0.61549918
-5.83791896,0.92754387,0.02368067,0.00000000,0.60377113,0.42287534,0.00452184,0.63780693
-5.83191596,0.95949454,0.02456313,0.00000000,0.63058140,0.43452947,0.00451202,0.66038778
-5.82591296,0.99164657,0.02544589,0.00000000,0.65808525,0.44600043,0.00449306,0.68311268
-5.81990995,1.02383097,0.02632649,0.00000000,0.68621319,0.45720539,0.00446525,0.70585769
-5.81390695,1.05589000,0.02720441,0.00000000,0.71490772,0.46805849,0.00442883,0.72850378
-5.80790395,1.08767661,0.02808095,0.00000000,0.74412088,0.47847185,0.00438406,0.75093673
-5.80190095,1.11905397,0.02895912,0.00000000,0.77381121,0.48835720,0.00433121,0.77304729
-5.79589795,1.14989501,0.02984333,0.00000000,0.80394029,0.49762804,0.00427054,0.79473138
-5.78989495,1.18008209,0.03073913,0.00000000,0.83446888,0.50620223,0.00420234,0.81589048
-5.78389195,1.20950673,0.03165281,0.00000000,0.86535303,0.51400487,0.00412694,0.83643210
-5.77788894,1.23806940,0.03259103,0.00000000,0.89654014,0.52097119,0.00404476,0.85627039
-5.77188594,1.26567954,0.03356037,0.00000000,0.92796541,0.52704955,0.00395630,0.87532682
-5.76588294,1.29225568,0.03456693,0.00000000,0.95954884,0.53220404,0.00386219,0.89353100
-5.75987994,1.31772596,0.03561594,0.00000000,0.99119305,0.53641692,0.00376321,0.91082162
-5.75387694,1.34202878,0.03671138,0.00000000,1.02278210,0.53969047,0.00366028,0.92714756
-5.74787394,1.36511403,0.03785575,0.00000000,1.05418157,0.54204839,0.00355452,0.94246911
-5.74187094,1.38694451,0.03904983,0.00000000,1.08523988,0.54353650,0.00344719,0.95675940
-5.73586793,1.40749782,0.04029259,0.00000000,1.11579107,0.54422292,0.00333974,0.97000586
-5.72986493,1.42676849,0.04158114,0.00000000,1.14565879,0.54419745,0.00323375,0.98221178
-5.72386193,1.44477026,0.04291086,0.00000000,1.17466144,0.54357042,0.00313095,0.99339785
-5.71785893,1.46153837,0.04427551,0.00000000,1.20261827,0.54247082,0.00303314,1.00360349
-5.71185593,1.47713159,0.04566752,0.00000000,1.22935607,0.54104393,0.00294222,1.01288796
-5.70585293,1.49163383,0.04707827,0.00000000,1.25471606,0.53944834,0.00286006,1.02133097
-5.69984992,1.50515496,0.04849848,0.00000000,1.27856067,0.53785253,0.00278855,1.02903272
-5.69384692,1.51783063,0.04991852,0.00000000,1.30077961,0.53643106,0.00272946,1.03611316
