energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.79046378,0.02565640,0.00976079,0.54110249,0.00000000,0.41411411,0.10936441,0.86848439,0.00518108
-5.99399700,0.77171426,0.02326305,0.00921284,0.53062909,0.00000000,0.40085428,0.10712179,0.84972271,0.00511778
-5.98799400,0.75294744,0.02094874,0.00872103,0.51989809,0.00000000,0.38712713,0.10479005,0.82998134,0.00506274
-5.98199100,0.73445174,0.01873672,0.00828664,0.50908311,0.00000000,0.37310313,0.10239024,0.80954519,0.00501785
-5.97598799,0.71652056,0.01664627,0.00791098,0.49836783,0.00000000,0.35894686,0.09994830,0.78870969,0.00498501
-5.96998499,0.69944809,0.01469258,0.00759533,0.48794333,0.00000000,0.34481580,0.09749450,0.76777835,0.00496607
-5.96398199,0.68352493,0.01288687,0.00734080,0.47800509,0.00000000,0.33085942,0.09506271,0.74705979,0.00496282
-5.95797899,0.66903330,0.01123661,0.00714829,0.46874946,0.00000000,0.31721844,0.09268959,0.72686407,0.00497694
-5.95197599,0.65624214,0.00974580,0.00701835,0.46036989,0.00000000,0.30402425,0.09041364,0.70749849,0.00500996
-5.94597299,0.64540218,0.00841547,0.00695118,0.45305295,0.00000000,0.29139846,0.08827420,0.68926294,0.00506325
-5.93996998,0.63674123,0.00724413,0.00694653,0.44697432,0.00000000,0.27945260,0.08631048,0.67244502,0.00513791
-5.93396698,0.63045994,0.00622829,0.00700375,0.44229512,0.00000000,0.26828792,0.08456057,0.65731515,0.00523480
-5.92796398,0.62672828,0.00536299,0.00712173,0.43915855,0.00000000,0.25799544,0.08306057,0.64412212,0.00535444
-5.92196098,0.62568309,0.00464236,0.00729899,0.43768729,0.00000000,0.24865622,0.08184387,0.63308921,0.00549705
-5.91595798,0.62742694,0.00406006,0.00753376,0.43798185,0.00000000,0.24034198,0.08094060,0.62441133,0.00566246
-5.90995498,0.63202839,0.00360974,0.00782404,0.44011984,0.00000000,0.23311614,0.08037726,0.61825339,0.00585019
-5.90395198,0.63952393,0.00328545,0.00816780,0.44415650,0.00000000,0.22703520,0.08017665,0.61475010,0.00605939
-5.89794897,0.64992147,0.00308191,0.00856308,0.45012635,0.00000000,0.22215073,0.08035794,0.61400725,0.00628892
-5.89194597,0.66320533,0.00299480,0.00900819,0.45804603,0.00000000,0.21851159,0.08093710,0.61610453,0.00653737
-5.88594297,0.67934260,0.00302090,0.00950188,0.46791810,0.00000000,0.21616667,0.08192739,0.62109968,0.00680316
-5.87993997,0.69829031,0.00315825,0.01004356,0.47973558,0.00000000,0.21516777,0.08334010,0.62903378,0.00708456
-5.87393697,0.72000324,0.00340610,0.01063339,0.49348701,0.00000000,0.21557258,0.08518534,0.63993726,0.00737979
-5.86793397,0.74444169,0.00376496,0.01127249,0.50916162,0.00000000,0.21744754,0.08747292,0.65383632,0.00768711
-5.86193097,0.77157867,0.00423646,0.01196298,0.52675422,0.00000000,0.22087028,0.09021312,0.67075905,0.00800488
-5.85592796,0.80140600,0.00482322,0.01270805,0.54626948,0.00000000,0.22593154,0.09341741,0.69074093,0.00833166
-5.84992496,0.83393877,0.00552862,0.01351190,0.56772510,0.00000000,0.23273611,0.09709895,0.71382911,0.00866623
-5.84392196,0.86921764,0.00635656,0.01437969,0.59115371,0.00000000,0.24140279,0.10127284,0.74008501,0.00900763
-5.83791896,0.90730859,0.00731117,0.01531730,0.61660304,0.00000000,0.25206296,0.10595610,0.76958486,0.00935521
-5.83191596,0.94830005,0.00839647,0.01633108,0.64413434,0.00000000,0.26485778,0.11116727,0.80241791,0.00970862
-5.82591296,0.99229706,0.00961599,0.01742754,0.67381889,0.00000000,0.27993391,0.11692571,0.83868218,0.01006774
-5.81990995,1.03941278,0.01097238,0.01861290,0.70573263,0.00000000,0.29743772,0.12325046,0.87847775,0.01043268
-5.81390695,1.08975740,0.01246702,0.01989262,0.73994914,0.00000000,0.31750811,0.13015890,0.92189783,0.01080370
-5.80790395,1.14342513,0.01409962,0.02127093,0.77653117,0.00000000,0.34026824,0.13766503,0.96901773,0.01118111
-5.80190095,1.20047951,0.01586778,0.02275027,0.81552103,0.00000000,0.36581629,0.14577755,1.01988247,0.01156517
-5.79589795,1.26093801,0.01776666,0.02433077,0.85693048,0.00000000,0.39421578,0.15449792,1.07449343,0.01195600
-5.78989495,1.32475654,0.01978865,0.02600985,0.90073041,0.00000000,0.42548582,0.16381824,1.13279470,0.01235346
-5.78389195,1.39181484,0.02192307,0.02778173,0.94684103,0.00000000,0.45959172,0.17371931,1.19466003,0.01275705
-5.77788894,1.46190338,0.02415597,0.02963720,0.99512298,0.00000000,0.49643670,0.18416889,1.25988098,0.01316584
-5.77188594,1.53471284,0.02647009,0.03156344,1.04537005,0.00000000,0.53585485,0.19512016,1.32815710,0.01357837
-5.76588294,1.60982676,0.02884477,0.03354397,1.09730391,0.00000000,0.57760628,0.20651069,1.39908880,0.01399261
-5.75987994,1.68671795,0.03125615,0.03555884,1.15057129,0.00000000,0.62137446,0.21826184,1.47217362,0.01440592
-5.75387694,1.76474934,0.03367743,0.03758493,1.20474399,0.00000000,0.66676637,0.23027875,1.54680616,0.01481508
