energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.56778389,3.82174285,0.00558432,0.47340707,0.01749628,2.07733773,0.96503706,0.37326792,1.90039668,0.77962482
-5.56178089,3.85432796,0.00505998,0.48525159,0.01707701,2.07972222,0.97303022,0.37730979,1.94187898,0.78844874
-5.55577789,3.88150024,0.00455686,0.49657385,0.01666097,2.07821003,0.97914330,0.38100790,1.97942642,0.79665668
-5.54977489,3.90366917,0.00407982,0.50734001,0.01624963,2.07321155,0.98348120,0.38438745,2.01294343,0.80434122
-5.54377189,3.92123354,0.00363270,0.51751667,0.01584345,2.06514331,0.98614936,0.38747158,2.04234099,0.81158682
-5.53776888,3.93457116,0.00321837,0.52707165,0.01544205,2.05441656,0.98725063,0.39028133,2.06753179,0.81846802
-5.53176588,3.94403215,0.00283874,0.53597510,0.01504448,2.04142765,0.98688324,0.39283587,2.08842739,0.82504851
-5.52576288,3.94993596,0.00249483,0.54420085,0.01464940,2.02655046,0.98513998,0.39515292,2.10493811,0.83138111
-5.51975988,3.95257213,0.00218692,0.55172813,0.01425535,2.01013109,0.98210868,0.39724935,2.11697557,0.83750849
-5.51375688,3.95220429,0.00191458,0.55854327,0.01386095,1.99248471,0.97787391,0.39914180,2.12445816,0.84346452
-5.50775388,3.94907697,0.00167686,0.56464166,0.01346507,1.97389463,0.97251964,0.40084737,2.12731920,0.84927620
-5.50175088,3.94342439,0.00147241,0.57002959,0.01306702,1.95461329,0.96613277,0.40238416,2.12551725,0.85496581
-5.49574787,3.93548035,0.00129957,0.57472594,0.01266664,1.93486476,0.95880718,0.40377172,2.11904817,0.86055324
-5.48974487,3.92548831,0.00115656,0.57876357,0.01226433,1.91484847,0.95064789,0.40503126,2.10795802,0.86605801
-5.48374187,3.91371062,0.00104154,0.58219040,0.01186112,1.89474371,0.94177509,0.40618560,2.09235597,0.87150109
-5.47773887,3.90043602,0.00095275,0.58506984,0.01145859,1.87471428,0.93232759,0.40725893,2.07242617,0.87690603
-5.47173587,3.88598463,0.00088856,0.58748068,0.01105882,1.85491310,0.92246543,0.40827618,2.04843781,0.88229942
-5.46573287,3.87070986,0.00084762,0.58951631,0.01066431,1.83548616,0.91237119,0.40926224,2.02075228,0.88771059
-5.45972986,3.85499680,0.00082882,0.59128311,0.01027781,1.81657564,0.90225006,0.41024095,1.98982684,0.89317040
-5.45372686,3.83925700,0.00083141,0.59289827,0.00990223,1.79832185,0.89232827,0.41123392,1.95621403,0.89870928
-5.44772386,3.82391977,0.00085499,0.59448681,0.00954046,1.78086404,0.88284997,0.41225930,1.92055661,0.90435463
-5.44172086,3.80942031,0.00089952,0.59617796,0.00919528,1.76433981,0.87407250,0.41333054,1.88357771,0.91012758
-5.43571786,3.79618535,0.00096529,0.59810114,0.00886917,1.74888345,0.86626036,0.41445525,1.84606644,0.91603959
-5.42971486,3.78461684,0.00105290,0.60038142,0.00856427,1.73462311,0.85967780,0.41563423,1.80885917,0.92208892
-5.42371186,3.77507483,0.00116324,0.60313480,0.00828223,1.72167715,0.85458063,0.41686071,1.77281712,0.92825729
-5.41770885,3.76786014,0.00129738,0.60646343,0.00802419,1.71014993,0.85120728,0.41811986,1.73880100,0.93450705
-5.41170585,3.76319794,0.00145651,0.61045092,0.00779071,1.70012715,0.84976966,0.41938872,1.70764365,0.94077905
-5.40570285,3.76122300,0.00164186,0.61515795,0.00758179,1.69167121,0.85044417,0.42063630,1.68012174,0.94699139
-5.39969985,3.76196742,0.00185459,0.62061834,0.00739684,1.68481664,0.85336315,0.42182419,1.65692765,0.95303920
-5.39369685,3.76535131,0.00209566,0.62683576,0.00723476,1.67956602,0.85860720,0.42290733,1.63864268,0.95879554
-5.38769385,3.77117712,0.00236575,0.63378123,0.00709393,1.67588647,0.86619872,0.42383512,1.62571285,0.96411351
-5.38169085,3.77912778,0.00266510,0.64139158,0.00697235,1.67370689,0.87609693,0.42455270,1.61842816,0.96882927
-5.37568784,3.78876887,0.00299345,0.64956885,0.00686765,1.67291619,0.88819462,0.42500245,1.61690656,0.97276624
-5.36968484,3.79955479,0.00334989,0.65818098,0.00677721,1.67336247,0.90231689,0.42512548,1.62108324,0.97573994
-5.36368184,3.81083896,0.00373281,0.66706349,0.00669827,1.67485348,0.91822195,0.42486321,1.63070601,0.97756352
-5.35767884,3.82188773,0.00413980,0.67602249,0.00662798,1.67715821,0.93560416,0.42415894,1.64533716,0.97805366
-5.35167584,3.83189769,0.00456766,0.68483886,0.00656354,1.68000985,0.95409920,0.42295928,1.66436203,0.97703664
-5.34567284,3.84001607,0.00501232,0.69327349,0.00650223,1.68311014,0.97329151,0.42121555,1.68700417,0.97435428
-5.33966983,3.84536378,0.00546892,0.70107363,0.00644160,1.68613503,0.99272371,0.41888500,1.71234685,0.96986962
-5.33366683,3.84706043,0.00593184,0.70798003,0.00637944,1.68874172,1.01190789,0.41593195,1.73936026,0.96347212
-5.32766383,3.84425085,0.00639482,0.71373489,0.00631394,1.69057705,1.03033851,0.41232872,1.76693353,0.95508218
-5.32166083,3.83613230,0.00685105,0.71809016,0.00624372,1.69128690,1.04750654,0.40805646,1.79391058,0.94465484
-5.31565783,3.82198174,0.00729337,0.72081610,0.00616792,1.69052662,1.06291444,0.40310586,1.81912841,0.93218270
-5.30965483,3.80118215,0.00771446,0.72170973,0.00608619,1.68797196,1.07609146,0.39747763,1.84145642,0.91769773
-5.30365183,3.77324705,0.00810702,0.72060281,0.00599880,1.68333028,1.08660881,0.39118294,1.85983521,0.90127219
-5.29764882,3.73784241,0.00846401,0.71736916,0.00590660,1.67635152,1.09409401,0.38424362,1.87331336,0.88301851
-5.29164582,3.69480466,0.00877890,0.71193082,0.00581107,1.66683838,1.09824402,0.37669221,1.88108046,0.86308807
-5.28564282,3.64415431,0.00904582,0.70426290,0.00571429,1.65465524,1.09883639,0.36857183,1.88249525,0.84166912
-5.27963982,3.58610406,0.00925984,0.69439682,0.00561892,1.63973531,1.09573805,0.35993577,1.87710736,0.81898362
-5.27363682,3.52106078,0.00941707,0.68242169,0.00552816,1.62208537,1.08891127,0.35084692,1.86467187,0.79528330
-5.26763382,3.44962107,0.00951486,0.66848377,0.00544566,1.60178798,1.07841642,0.34137682,1.84515594,0.77084483
-5.26163082,3.37255995,0.00955182,0.65278392,0.00537550,1.57900052,1.06441132,0.33160452,1.81873729,0.74596430
-5.25562781,3.29081299,0.00952793,0.63557306,0.00532200,1.55395129,1.04714709,0.32161518,1.78579439,0.72095113
-5.24962481,3.20545199,0.00944450,0.61714576,0.00528967,1.52693233,1.02696065,0.31149827,1.74688915,0.69612152
-5.24362181,3.11765528,0.00930412,0.59783220,0.00528304,1.49828951,1.00426404,0.30134575,1.70274259,0.67179155
-5.23761881,3.02867325,0.00911057,0.57798877,0.00530652,1.46840996,0.97953092,0.29124988,1.65420483,0.64827024
-5.23161581,2.93979066,0.00886864,0.55798753,0.00536423,1.43770762,0.95328090,0.28130108,1.60222069,0.62585264
-5.22561281,2.85228704,0.00858398,0.53820519,0.00545984,1.40660735,0.92606211,0.27158561,1.54779256,0.60481313
-5.21960980,2.76739673,0.00826289,0.51901168,0.00559641,1.37552853,0.89843298,0.26218347,1.49194217,0.58539927
-5.21360680,2.68627024,0.00791208,0.50075906,0.00577620,1.34486877,0.87094370,0.25316627,1.43567295,0.56782621
-5.20760380,2.60993850,0.00753847,0.48377095,0.00600055,1.31498870,0.84411831,0.24459547,1.37993468,0.55227189
-5.20160080,2.53928130,0.00714894,0.46833297,0.00626973,1.28619837,0.81843798,0.23652086,1.32559180,0.53887320
-5.19559780,2.47500127,0.00675013,0.45468451,0.00658282,1.25874602,0.79432620,0.22897939,1.27339675,0.52772316
-5.18959480,2.41760434,0.00634829,0.44301203,0.00693764,1.23280966,0.77213640,0.22199450,1.22396906,0.51886921
-5.18359180,2.36738718,0.00594905,0.43344422,0.00733072,1.20849185,0.75214231,0.21557583,1.17778109,0.51231262
-5.17758879,2.32443213,0.00555740,0.42604894,0.00775727,1.18581777,0.73453148,0.20971935,1.13515053,0.50800902
-5.17158579,2.28860937,0.00517752,0.42083219,0.00821123,1.16473655,0.71940200,0.20440806,1.09623957,0.50587006
-5.16558279,2.25958622,0.00481279,0.41773887,0.00868538,1.14512585,0.70676237,0.19961291,1.06106050,0.50576598
-5.15957979,2.23684272,0.00446577,0.41665544,0.00917144,1.12679903,0.69653451,0.19529424,1.02948700,0.50752918
-5.15357679,2.21969286,0.00413822,0.41741415,0.00966028,1.10951489,0.68855948,0.19140335,1.00127021,0.51095850
-5.14757379,2.20731020,0.00383115,0.41979872,0.01014212,1.09298900,0.68260575,0.18788441,0.97605860,0.51582418
-5.14157079,2.19875712,0.00354492,0.42355125,0.01060678,1.07690643,0.67837946,0.18467640,0.95342048,0.52187333
-5.13556778,2.19301610,0.00327933,0.42838008,0.01104397,1.06093500,0.67553626,0.18171515,0.93286789,0.52883575
-5.12956478,2.18902233,0.00303370,0.43396837,0.01144358,1.04473869,0.67369429,0.17893540,0.91388088,0.53643003
-5.12356178,2.18569620,0.00280699,0.43998314,0.01179601,1.02799049,0.67244772,0.17627271,0.89593103,0.54436964
-5.11755878,2.18197489,0.00259793,0.44608445,0.01209241,1.01038447,0.67138050,0.17366524,0.87850331,0.55236915
-5.11155578,2.17684216,0.00240508,0.45193468,0.01232499,0.99164643,0.67007977,0.17105541,0.86111556,0.56015017
-5.10555278,2.16935552,0.00222694,0.45720747,0.01248726,0.97154303,0.66814862,0.16839127,0.84333500,0.56744708
-5.09954977,2.15867025,0.00206203,0.46159623,0.01257425,0.94988924,0.66521781,0.16562766,0.82479148,0.57401245
-5.09354677,2.14405990,0.00190892,0.46482211,0.01258264,0.92655376,0.66095611,0.16272711,0.80518728,0.57962190
-5.08754377,2.12493279,0.00176633,0.46664114,0.01251086,0.90146262,0.65507922,0.15966046,0.78430341,0.58407846
-5.08154077,2.10084445,0.00163310,0.46685050,0.01235917,0.87460090,0.64735677,0.15640725,0.76200276,0.58721631
-5.07553777,2.07150592,0.00150823,0.46529381,0.01212958,0.84601262,0.63761760,0.15295585,0.73823021,0.58890375
-5.06953477,2.03678793,0.00139089,0.46186522,0.01182581,0.81579893,0.62575301,0.14930331,0.71301022,0.58904547
-5.06353177,1.99672107,0.00128041,0.45651252,0.01145311,0.78411486,0.61171818,0.14545508,0.68644241,0.58758404
-5.05752876,1.95149231,0.00117626,0.44923885,0.01101812,0.75116468,0.59553155,0.14142445,0.65869546,0.58450047
-5.05152576,1.90143801,0.00107805,0.44010338,0.01052861,0.71719613,0.57727258,0.13723186,0.62999998,0.57981417
-5.04552276,1.84703399,0.00098548,0.42922065,0.00999322,0.68249374,0.55707767,0.13290412,0.60064075,0.57358199
-5.03951976,1.78888293,0.00089833,0.41675891,0.00942118,0.64737147,0.53513479,0.12847344,0.57094876,0.56589672
-5.03351676,1.72769979,0.00081646,0.40293726,0.00882206,0.61216482,0.51167679,0.12397645,0.54129339,0.55688486
-5.02751376,1.66429555,0.00073974,0.38802191,0.00820544,0.57722277,0.48697374,0.11945319,0.51207500,0.54670402
-5.02151076,1.59956010,0.00066808,0.37232151,0.00758068,0.54289964,0.46132466,0.11494608,0.48371818,0.53553984
-5.01550775,1.53444443,0.00060140,0.35618184,0.00695670,0.50954717,0.43504877,0.11049893,0.45666563,0.52360273
-5.00950475,1.46994296,0.00053960,0.33997983,0.00634174,0.47750709,0.40847678,0.10615604,0.43137286,0.51112441
-5.00350175,1.40707618,0.00048258,0.32411716,0.00574320,0.44710416,0.38194231,0.10196136,0.40830348,0.49835430
-4.99749875,1.34687410,0.00043022,0.30901353,0.00516755,0.41864019,0.35577376,0.09795781,0.38792503,0.48555605
-4.99149575,1.29036060,0.00038239,0.29509972,0.00462022,0.39238883,0.33028703,0.09418669,0.37070521,0.47300390
-4.98549275,1.23853901,0.00033891,0.28281048,0.00410559,0.36859160,0.30577899,0.09068723,0.35710813,0.46097918
-4.97948974,1.19237879,0.00029962,0.27257740,0.00362694,0.34745488,0.28252209,0.08749630,0.34759050,0.44976676
-4.97348674,1.15280335,0.00026432,0.26482173,0.00318657,0.32914828,0.26076009,0.08464824,0.34259739,0.43965135
-4.96748374,1.12067880,0.00023282,0.25994717,0.00278577,0.31380403,0.24070497,0.08217482,0.34255733,0.43091379
-4.96148074,1.09680345,0.00020489,0.25833276,0.00242499,0.30151759,0.22253499,0.08010522,0.34787657,0.42382698
-4.95547774,1.08189790,0.00018034,0.26032563,0.00210386,0.29234928,0.20639382,0.07846622,0.35893237,0.41865164
-4.94947474,1.07659535,0.00015894,0.26623393,0.00182140,0.28632677,0.19239070,0.07728228,0.37606520,0.41563164
-4.94347174,1.08143206,0.00014049,0.27631969,0.00157606,0.28344833,0.18060138,0.07657576,0.39956981,0.41498902
-4.93746873,1.09683776,0.00012477,0.29079184,0.00136584,0.28368664,0.17106984,0.07636706,0.42968547,0.41691870
-4.93146573,1.12312606,0.00011160,0.30979941,0.00118844,0.28699285,0.16381040,0.07667473,0.46658537,0.42158291
-4.92546273,1.16048487,0.00010077,0.33342505,0.00104134,0.29330074,0.15881025,0.07751553,0.51036564,0.42910557
-4.91945973,1.20896705,0.00009211,0.36167910,0.00092187,0.30253077,0.15603210,0.07890445,0.56103440,0.43956667
-4.91345673,1.26848169,0.00008544,0.39449437,0.00082731,0.31459369,0.15541691,0.08085452,0.61850124,0.45299699
-4.90745373,1.33878636,0.00008059,0.43172197,0.00075493,0.32939367,0.15688645,0.08337663,0.68256788,0.46937343
-4.90145073,1.41948086,0.00007741,0.47312837,0.00070205,0.34683059,0.16034573,0.08647920,0.75292033,0.48861515
-4.89544772,1.51000311,0.00007573,0.51839412,0.00066608,0.36680159,0.16568518,0.09016772,0.82912348,0.51058085
-4.88944472,1.60962764,0.00007542,0.56711437,0.00064456,0.38920155,0.17278247,0.09444423,0.91061836,0.53506754
-4.88344172,1.71746732,0.00007632,0.61880159,0.00063512,0.41392266,0.18150414,0.09930669,0.99672273,0.56181085
-4.87743872,1.83247867,0.00007829,0.67289046,0.00063557,0.44085301,0.19170693,0.10474828,1.08663542,0.59048730
-4.87143572,1.95347123,0.00008119,0.72874529,0.00064385,0.46987431,0.20323891,0.11075667,1.17944443,0.62071836
-4.86543272,2.07912100,0.00008487,0.78566977,0.00065806,0.50085885,0.21594040,0.11731327,1.27413913,0.65207657
-4.85942971,2.20798810,0.00008921,0.84291902,0.00067645,0.53366592,0.22964495,0.12439245,1.36962620,0.68409349
-4.85342671,2.33853838,0.00009405,0.89971376,0.00069742,0.56813784,0.24418014,0.13196092,1.46474924,0.71626932
-4.84742371,2.46916855,0.00009927,0.95525620,0.00071954,0.60409600,0.25936857,0.13997704,1.55831131,0.74808408
-4.84142071,2.59823432,0.00010473,1.00874719,0.00074152,0.64133700,0.27502897,0.14839041,1.64909996,0.77900976
-4.83541771,2.72408077,0.00011030,1.05940421,0.00076224,0.67962937,0.29097738,0.15714150,1.73591383,0.80852324
-4.82941471,2.84507402,0.00011585,1.10647943,0.00078072,0.71871104,0.30702870,0.16616160,1.81758993,0.83611946
-4.82341171,2.95963337,0.00012128,1.14927735,0.00079618,0.75828783,0.32299834,0.17537295,1.89303069,0.86132434
-4.81740870,3.06626275,0.00012647,1.18717127,0.00080797,0.79803334,0.33870417,0.18468918,1.96122968,0.88370699
-4.81140570,3.16358064,0.00013134,1.21961808,0.00081561,0.83759017,0.35396866,0.19401600,2.02129528,0.90289077
-4.80540270,3.25034746,0.00013581,1.24617067,0.00081880,0.87657287,0.36862116,0.20325232,2.07247117,0.91856277
-4.79939970,3.32548955,0.00013983,1.26648770,0.00081737,0.91457250,0.38250036,0.21229162,2.11415314,0.93048143
-4.79339670,3.38811927,0.00014335,1.28034016,0.00081134,0.95116281,0.39545671,0.22102366,2.14590154,0.93848193
-4.78739370,3.43755048,0.00014635,1.28761472,0.00080086,0.98590801,0.40735486,0.22933650,2.16744903,0.94247935
-4.78139070,3.47330920,0.00014885,1.28831371,0.00078620,1.01837187,0.41807596,0.23711879,2.17870352,0.94246938
-4.77538769,3.49513931,0.00015087,1.28255178,0.00076777,1.04812791,0.42751976,0.24426229,2.17974613,0.93852678
-4.76938469,3.50300325,0.00015246,1.27054952,0.00074608,1.07477035,0.43560640,0.25066445,2.17082471,0.93080159
-4.76338169,3.49707807,0.00015368,1.25262444,0.00072173,1.09792538,0.44227784,0.25623117,2.15234302,0.91951337
-4.75737869,3.47774693,0.00015463,1.22917960,0.00069537,1.11726240,0.44749882,0.26087940,2.12484630,0.90494377
-4.75137569,3.44558675,0.00015540,1.20069051,0.00066771,1.13250472,0.45125733,0.26453972,2.08900383,0.88742780
-4.74537269,3.40135233,0.00015610,1.16769087,0.00063948,1.14343916,0.45356455,0.26715859,2.04558917,0.86734402
-4.73936968,3.34595760,0.00015685,1.13075762,0.00061141,1.14992432,0.45445416,0.26870030,1.99545890,0.84510425
-4.73336668,3.28045456,0.00015777,1.09049597,0.00058420,1.15189685,0.45398117,0.26914848,1.93953049,0.82114295
-4.72736368,3.20601042,0.00015899,1.04752479,0.00055855,1.14937566,0.45222015,0.26850709,1.87876023,0.79590689
-4.72136068,3.12388355,0.00016060,1.00246289,0.00053508,1.14246354,0.44926291,0.26680081,1.81412154,0.76984505
-4.71535768,3.03539870,0.00016270,0.95591649,0.00051436,1.13134625,0.44521589,0.26407480,1.74658454,0.74339942
-4.70935468,2.94192194,0.00016539,0.90846817,0.00049687,1.11628886,0.44019703,0.26039390,1.67709704,0.71699656
-4.70335168,2.84483578,0.00016873,0.86066750,0.00048305,1.09762959,0.43433249,0.25584104,1.60656761,0.69104024
-4.69734867,2.74551475,0.00017275,0.81302331,0.00047321,1.07577107,0.42775321,0.25051523,1.53585059,0.66590523
-4.69134567,2.64530188,0.00017747,0.76599781,0.00046760,1.05116961,0.42059143,0.24452885,1.46573361,0.64193214
-4.68534267,2.54548626,0.00018290,0.72000232,0.00046638,1.02432254,0.41297729,0.23800463,1.39692734,0.61942344
-4.67933967,2.44728213,0.00018900,0.67539459,0.00046962,0.99575437,0.40503573,0.23107221,1.33005762,0.59864044
-4.67333667,2.35180959,0.00019571,0.63247751,0.00047732,0.96600201,0.39688353,0.22386451,1.26566000,0.57980124
-4.66733367,2.26007727,0.00020297,0.59149912,0.00048942,0.93559978,0.38862694,0.21651401,1.20417632,0.56307947
-4.66133067,2.17296727,0.00021069,0.55265356,0.00050575,0.90506468,0.38035965,0.20914907,1.14595344,0.54860373
-4.65532766,2.09122248,0.00021874,0.51608308,0.00052612,0.87488237,0.37216131,0.20189044,1.09124389,0.53645754
-4.64932466,2.01543658,0.00022702,0.48188060,0.00055027,0.84549449,0.36409660,0.19484808,1.04020822,0.52667983
-4.64332166,1.94604693,0.00023540,0.45009295,0.00057788,0.81728769,0.35621485,0.18811835,0.99291898,0.51926577
