energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-3.52676338,0.94362196,0.28584047,0.44262256,0.00444529,0.07789893,0.05611743,0.21552230,0.24395661,0.00180530
-3.52076038,0.89895833,0.28932619,0.41226458,0.00425313,0.07759345,0.05441913,0.21294602,0.22254474,0.00174013
-3.51475738,0.85641714,0.29270249,0.38299717,0.00405096,0.07716023,0.05249110,0.21122015,0.20313181,0.00168410
-3.50875438,0.81582627,0.29576093,0.35484500,0.00384026,0.07657975,0.05036091,0.21016138,0.18564017,0.00163569
-3.50275138,0.77703002,0.29830412,0.32783848,0.00362287,0.07583693,0.04806239,0.20958849,0.16997461,0.00159344
-3.49674837,0.73989885,0.30015111,0.30201530,0.00340086,0.07492163,0.04563466,0.20932919,0.15602958,0.00155591
-3.49074537,0.70433727,0.30114254,0.27742095,0.00317653,0.07382918,0.04312094,0.20922660,0.14369589,0.00152178
-3.48474237,0.67028983,0.30114532,0.25410832,0.00295229,0.07256065,0.04056744,0.20914534,0.13286693,0.00148986
-3.47873937,0.63774525,0.30005676,0.23213664,0.00273063,0.07112310,0.03802206,0.20897681,0.12344420,0.00145912
-3.47273637,0.60673857,0.29780784,0.21156973,0.00251401,0.06952964,0.03553318,0.20864362,0.11534188,0.00142872
-3.46673337,0.57735150,0.29436560,0.19247395,0.00230481,0.06779930,0.03314852,0.20810293,0.10849065,0.00139803
-3.46073037,0.54971098,0.28973459,0.17491585,0.00210527,0.06595684,0.03091404,0.20734853,0.10284045,0.00136661
-3.45472736,0.52398615,0.28395700,0.15895990,0.00191743,0.06403229,0.02887293,0.20641164,0.09836229,0.00133428
-3.44872436,0.50038385,0.27711184,0.14466617,0.00174309,0.06206042,0.02706480,0.20536033,0.09504919,0.00130103
-3.44272136,0.47914265,0.26931280,0.13208837,0.00158380,0.06008003,0.02552496,0.20429754,0.09291606,0.00126707
-3.43671836,0.46052587,0.26070510,0.12127200,0.00144080,0.05813306,0.02428377,0.20335778,0.09199884,0.00123279
-3.43071536,0.44481336,0.25146131,0.11225295,0.00131504,0.05626361,0.02336623,0.20270258,0.09235267,0.00119874
-3.42471236,0.43229251,0.24177620,0.10505630,0.00120714,0.05451680,0.02279155,0.20251481,0.09404940,0.00116558
-3.41870935,0.42324860,0.23186105,0.09969544,0.00111745,0.05293763,0.02257295,0.20299207,0.09717432,0.00113407
-3.41270635,0.41795457,0.22193726,0.09617142,0.00104604,0.05156968,0.02271744,0.20433944,0.10182227,0.00110501
-3.40670335,0.41666072,0.21222987,0.09447249,0.00099269,0.05045390,0.02322575,0.20676162,0.10809325,0.00107924
-3.40070035,0.41958431,0.20296085,0.09457375,0.00095696,0.04962734,0.02409233,0.21045503,0.11608746,0.00105755
-3.39469735,0.42689965,0.19434265,0.09643695,0.00093820,0.04912201,0.02530541,0.21559993,0.12590018,0.00104069
-3.38869435,0.43872876,0.18657209,0.10001030,0.00093560,0.04896380,0.02684721,0.22235286,0.13761623,0.00102931
-3.38269135,0.45513312,0.17982485,0.10522841,0.00094817,0.04917164,0.02869417,0.23083983,0.15130455,0.00102394
-3.37668834,0.47610672,0.17425063,0.11201227,0.00097486,0.04975673,0.03081738,0.24115034,0.16701272,0.00102498
-3.37068534,0.50157080,0.16996923,0.12026932,0.00101453,0.05072210,0.03318305,0.25333255,0.18476182,0.00103265
-3.36468234,0.53137046,0.16706760,0.12989369,0.00106604,0.05206238,0.03575324,0.26738982,0.20454168,0.00104703
-3.35867934,0.56527352,0.16559790,0.14076662,0.00112826,0.05376378,0.03848658,0.28327864,0.22630681,0.00106799
-3.35267634,0.60297160,0.16557659,0.15275702,0.00120014,0.05580442,0.04133925,0.30090820,0.24997305,0.00109525
-3.34667334,0.64408368,0.16698463,0.16572245,0.00128072,0.05815482,0.04426609,0.32014152,0.27541523,0.00112838
-3.34067034,0.68816190,0.16976863,0.17951022,0.00136923,0.06077875,0.04722170,0.34079821,0.30246599,0.00116680
-3.33466733,0.73469967,0.17384297,0.19395893,0.00146507,0.06363413,0.05016176,0.36265866,0.33091573,0.00120978
-3.32866433,0.78314167,0.17909279,0.20890020,0.00156792,0.06667424,0.05304431,0.38546964,0.36051397,0.00125654
-3.32266133,0.83289561,0.18537763,0.22416072,0.00167769,0.06984898,0.05583104,0.40895099,0.39097203,0.00130619
-3.31665833,0.88334508,0.19253580,0.23956448,0.00179462,0.07310619,0.05848845,0.43280324,0.42196702,0.00135782
-3.31065533,0.93386324,0.20038902,0.25493520,0.00191924,0.07639308,0.06098899,0.45671578,0.45314712,0.00141049
-3.30465233,0.98382666,0.20874754,0.27009872,0.00205243,0.07965749,0.06331186,0.48037535,0.48413800,0.00146331
-3.29864932,1.03262879,0.21741527,0.28488552,0.00219534,0.08284916,0.06544370,0.50347438,0.51455019,0.00151540
-3.29264632,1.07969263,0.22619492,0.29913301,0.00234940,0.08592086,0.06737887,0.52571901,0.54398720,0.00156596
-3.28664332,1.12448188,0.23489294,0.31268769,0.00251628,0.08882927,0.06911945,0.54683626,0.57205408,0.00161428
-3.28064032,1.16651044,0.24332411,0.32540706,0.00269778,0.09153579,0.07067491,0.56658025,0.59836625,0.00165973
-3.27463732,1.20534964,0.25131570,0.33716119,0.00289580,0.09400696,0.07206136,0.58473719,0.62255813,0.00170181
-3.26863432,1.24063322,0.25871095,0.34783393,0.00311220,0.09621484,0.07330052,0.60112878,0.64429148,0.00174012
-3.26263132,1.27205982,0.26537194,0.35732385,0.00334869,0.09813703,0.07441837,0.61561424,0.66326295,0.00177435
-3.25662831,1.29939311,0.27118169,0.36554473,0.00360670,0.09975654,0.07544359,0.62809069,0.67921076,0.00180431
-3.25062531,1.32245969,0.27604545,0.37242574,0.00388730,0.10106149,0.07640578,0.63849197,0.69192023,0.00182988
-3.24462231,1.34114512,0.27989124,0.37791143,0.00419100,0.10204467,0.07733367,0.64678622,0.70122795,0.00185103
-3.23861931,1.35538833,0.28266966,0.38196138,0.00451768,0.10270298,0.07825327,0.65297217,0.70702466,0.00186777
-3.23261631,1.36517505,0.28435295,0.38454977,0.00486646,0.10303683,0.07918616,0.65707463,0.70925650,0.00188017
-3.22661331,1.37053050,0.28493353,0.38566479,0.00523566,0.10304951,0.08014800,0.65913933,0.70792494,0.00188830
-3.22061031,1.37151218,0.28442206,0.38530805,0.00562267,0.10274659,0.08114725,0.65922753,0.70308527,0.00189223
-3.21460730,1.36820288,0.28284510,0.38349400,0.00602402,0.10213541,0.08218434,0.65741072,0.69484387,0.00189204
-3.20860430,1.36070456,0.28024266,0.38024927,0.00643534,0.10122456,0.08325120,0.65376574,0.68335424,0.00188779
-3.20260130,1.34913336,0.27666561,0.37561225,0.00685144,0.10002362,0.08433118,0.64837049,0.66881226,0.00187950
-3.19659830,1.33361600,0.27217319,0.36963257,0.00726642,0.09854284,0.08539950,0.64130067,0.65145061,0.00186716
-3.19059530,1.31428760,0.26683070,0.36237066,0.00767383,0.09679310,0.08642408,0.63262747,0.63153269,0.00185074
-3.18459230,1.29129108,0.26070747,0.35389740,0.00806683,0.09478584,0.08736683,0.62241647,0.60934627,0.00183018
-3.17858929,1.26477792,0.25387518,0.34429364,0.00843844,0.09253318,0.08818519,0.61072767,0.58519700,0.00180540
-3.17258629,1.23491010,0.24640657,0.33364980,0.00878176,0.09004806,0.08883399,0.59761650,0.55940203,0.00177633
-3.16658329,1.20186293,0.23837450,0.32206527,0.00909027,0.08734443,0.08926746,0.58313590,0.53228385,0.00174290
-3.16058029,1.16582845,0.22985147,0.30964776,0.00935807,0.08443747,0.08944135,0.56733892,0.50416458,0.00170505
-3.15457729,1.12701898,0.22090943,0.29651251,0.00958017,0.08134379,0.08931493,0.55028191,0.47536065,0.00166279
-3.14857429,1.08567048,0.21161983,0.28278129,0.00975276,0.07808157,0.08885299,0.53202785,0.44617823,0.00161613
-3.14257129,1.04204535,0.20205396,0.26858131,0.00987339,0.07467069,0.08802747,0.51264955,0.41690913,0.00156520
-3.13656828,0.99643434,0.19228335,0.25404395,0.00994120,0.07113271,0.08681895,0.49223255,0.38782754,0.00151017
-3.13056528,0.94915734,0.18238017,0.23930336,0.00995707,0.06749082,0.08521766,0.47087741,0.35918739,0.00145128
-3.12456228,0.90056301,0.17241772,0.22449502,0.00992368,0.06376968,0.08322414,0.44870129,0.33122045,0.00138888
-3.11855928,0.85102698,0.16247063,0.20975420,0.00984559,0.05999515,0.08084951,0.42583859,0.30413504,0.00132337
-3.11255628,0.80094885,0.15261506,0.19521448,0.00972919,0.05619392,0.07811533,0.40244075,0.27811551,0.00125526
-3.10655328,0.75074808,0.14292862,0.18100628,0.00958263,0.05239317,0.07505299,0.37867513,0.25332221,0.00118509
-3.10055028,0.70085885,0.13349006,0.16725557,0.00941566,0.04862001,0.07170295,0.35472304,0.22989206,0.00111349
-3.09454727,0.65172432,0.12437881,0.15408262,0.00923945,0.04490108,0.06811348,0.33077713,0.20793962,0.00104110
-3.08854427,0.60379054,0.11567422,0.14160107,0.00906632,0.04126201,0.06433943,0.30703829,0.18755860,0.00096862
-3.08254127,0.55750023,0.10745474,0.12991715,0.00890945,0.03772690,0.06044069,0.28371218,0.16882366,0.00089675
-3.07653827,0.51328691,0.09979681,0.11912910,0.00878257,0.03431797,0.05648072,0.26100583,0.15179260,0.00082618
-3.07053527,0.47156957,0.09277382,0.10932691,0.00869954,0.03105510,0.05252507,0.23912420,0.13650867,0.00075760
-3.06453227,0.43274807,0.08645486,0.10059221,0.00867402,0.02795556,0.04864002,0.21826720,0.12300309,0.00069165
-3.05852926,0.39719957,0.08090355,0.09299843,0.00871905,0.02503377,0.04489134,0.19862713,0.11129757,0.00062895
-3.05252626,0.36527594,0.07617689,0.08661108,0.00884663,0.02230121,0.04134329,0.18038670,0.10140684,0.00057005
-3.04652326,0.33730224,0.07232412,0.08148819,0.00906737,0.01976635,0.03805776,0.16371774,0.09334110,0.00051546
-3.04052026,0.31357620,0.06938577,0.07768083,0.00939007,0.01743474,0.03509370,0.14878045,0.08710827,0.00046562
-3.03451726,0.29436846,0.06739278,0.07523366,0.00982141,0.01530916,0.03250670,0.13572328,0.08271599,0.00042090
-3.02851426,0.27992341,0.06636573,0.07418543,0.01036561,0.01338981,0.03034871,0.12468324,0.08017333,0.00038163
-3.02251126,0.27046034,0.06631433,0.07456945,0.01102421,0.01167466,0.02866796,0.11578652,0.07949209,0.00034806
-3.01650825,0.26617461,0.06723697,0.07641391,0.01179580,0.01015972,0.02750888,0.10914912,0.08068759,0.00032040
-3.01050525,0.26723846,0.06912053,0.07974197,0.01267595,0.00883945,0.02691205,0.10487751,0.08377908,0.00029881
-3.00450225,0.27380115,0.07194031,0.08457171,0.01365715,0.00770711,0.02691412,0.10306882,0.08878947,0.00028340
-2.99849925,0.28598821,0.07566019,0.09091578,0.01472880,0.00675514,0.02754761,0.10381063,0.09574445,0.00027422
-2.99249625,0.30389952,0.08023297,0.09878079,0.01587738,0.00597551,0.02884061,0.10717999,0.10467110,0.00027131
-2.98649325,0.32760605,0.08560087,0.10816645,0.01708665,0.00536005,0.03081624,0.11324170,0.11559573,0.00027465
-2.98049025,0.35714527,0.09169623,0.11906441,0.01833799,0.00490076,0.03349202,0.12204570,0.12854119,0.00028421
-2.97448724,0.39251522,0.09844239,0.13145686,0.01961077,0.00458999,0.03687905,0.13362361,0.14352357,0.00029989
-2.96848424,0.43366744,0.10575475,0.14531496,0.02088290,0.00442068,0.04098096,0.14798451,0.16054840,0.00032156
-2.96248124,0.48049898,0.11354197,0.16059712,0.02213134,0.00438648,0.04579291,0.16511009,0.17960649,0.00034904
-2.95647824,0.53284404,0.12170734,0.17724721,0.02333279,0.00448179,0.05130043,0.18494947,0.20066943,0.00038211
-2.95047524,0.59046548,0.13015023,0.19519279,0.02446429,0.00470186,0.05747842,0.20741385,0.22368510,0.00042048
-2.94447224,0.65304702,0.13876767,0.21434353,0.02550394,0.00504268,0.06429020,0.23237152,0.24857326,0.00046379
-2.93846923,0.72018664,0.14745603,0.23458987,0.02643155,0.00550098,0.07168686,0.25964343,0.27522150,0.00051160
-2.93246623,0.79139181,0.15611269,0.25580206,0.02722928,0.00607409,0.07960690,0.28899984,0.30348180,0.00056343
-2.92646323,0.86607723,0.16463773,0.27782975,0.02788221,0.00675981,0.08797626,0.32015838,0.33316801,0.00061866
-2.92046023,0.94356563,0.17293565,0.30050221,0.02837883,0.00755624,0.09670885,0.35278387,0.36405444,0.00067665
-2.91445723,1.02309216,0.18091696,0.32362928,0.02871144,0.00846161,0.10570760,0.38649022,0.39587582,0.00073664
-2.90845423,1.10381258,0.18849977,0.34700324,0.02887640,0.00947410,0.11486598,0.42084452,0.42832887,0.00079782
-2.90245123,1.18481555,0.19561119,0.37040143,0.02887425,0.01059160,0.12407011,0.45537356,0.46107561,0.00085931
-2.89644822,1.26513892,0.20218864,0.39358994,0.02870978,0.01181155,0.13320128,0.48957261,0.49374848,0.00092019
-2.89044522,1.34378971,0.20818101,0.41632804,0.02839179,0.01313076,0.14213890,0.52291643,0.52595732,0.00097951
-2.88444222,1.41976749,0.21354957,0.43837349,0.02793293,0.01454523,0.15076373,0.55487214,0.55729799,0.00103632
-2.87843922,1.49209019,0.21826877,0.45948851,0.02734925,0.01605003,0.15896125,0.58491361,0.58736266,0.00108966
-2.87243622,1.55982169,0.22232679,0.47944623,0.02665975,0.01763919,0.16662504,0.61253682,0.61575118,0.00113863
-2.86643322,1.62210011,0.22572584,0.49803750,0.02588577,0.01930566,0.17366012,0.63727560,0.64208346,0.00118239
-2.86043022,1.67816553,0.22848234,0.51507760,0.02505044,0.02104129,0.17998584,0.65871713,0.66601216,0.00122018
-2.85442721,1.72738617,0.23062677,0.53041289,0.02417793,0.02283696,0.18553852,0.67651649,0.68723520,0.00125138
-2.84842421,1.76928161,0.23220340,0.54392684,0.02329286,0.02468263,0.19027339,0.69040955,0.70550772,0.00127545
-2.84242121,1.80354220,0.23326975,0.55554525,0.02241958,0.02656767,0.19416598,0.70022375,0.72065256,0.00129205
-2.83641821,1.83004351,0.23389584,0.56524051,0.02158159,0.02848105,0.19721280,0.70588596,0.73256915,0.00130097
-2.83041521,1.84885518,0.23416337,0.57303447,0.02080091,0.03041180,0.19943128,0.70742731,0.74123990,0.00130217
-2.82441221,1.86024355,0.23416455,0.57899995,0.02009766,0.03234945,0.20085893,0.70498449,0.74673396,0.00129580
-2.81840920,1.86466791,0.23400092,0.58326055,0.01948954,0.03428451,0.20155197,0.69879744,0.74920799,0.00128213
-2.81240620,1.86277019,0.23378194,0.58598887,0.01899154,0.03620907,0.20158321,0.68920349,0.74890371,0.00126164
-2.80640320,1.85535862,0.23362340,0.58740305,0.01861570,0.03811738,0.20103954,0.67662812,0.74614219,0.00123490
-2.80040020,1.84338562,0.23364580,0.58776166,0.01837090,0.04000641,0.20001896,0.66157269,0.74131517,0.00120263
-2.79439720,1.82792081,0.23397243,0.58735712,0.01826286,0.04187640,0.19862746,0.64459952,0.73487351,0.00116564
-2.78839420,1.81012009,0.23472741,0.58650786,0.01829408,0.04373135,0.19697564,0.62631494,0.72731314,0.00112480
-2.78239120,1.79119164,0.23603348,0.58554927,0.01846397,0.04557929,0.19517544,0.60735100,0.71915925,0.00108105
-2.77638819,1.77236020,0.23800964,0.58482394,0.01876900,0.04743254,0.19333688,0.58834633,0.71094905,0.00103533
-2.77038519,1.75483057,0.24076862,0.58467124,0.01920285,0.04930770,0.19156503,0.56992708,0.70321392,0.00098857
-2.76438219,1.73975162,0.24441410,0.58541673,0.01975673,0.05122540,0.18995723,0.55268828,0.69646158,0.00094166
-2.75837919,1.72818174,0.24903780,0.58736156,0.02041956,0.05320986,0.18860060,0.53717662,0.69115897,0.00089546
-2.75237619,1.72105678,0.25471640,0.59077233,0.02117836,0.05528821,0.18756990,0.52387474,0.68771639,0.00085072
-2.74637319,1.71916145,0.26150837,0.59587156,0.02201847,0.05748950,0.18692573,0.51318795,0.68647368,0.00080810
-2.74037019,1.72310467,0.26945072,0.60282912,0.02292387,0.05984358,0.18671309,0.50543332,0.68768864,0.00076818
-2.73436718,1.73329989,0.27855592,0.61175499,0.02387750,0.06237969,0.18696036,0.50083164,0.69152829,0.00073139
-2.72836418,1.74995052,0.28880893,0.62269344,0.02486152,0.06512500,0.18767854,0.49950242,0.69806316,0.00069805
-2.72236118,1.77304111,0.30016465,0.63561893,0.02585761,0.06810297,0.18886099,0.50146176,0.70726470,0.00066838
-2.71635818,1.80233445,0.31254584,0.65043402,0.02684720,0.07133181,0.19048343,0.50662332,0.71900595,0.00064243
-2.71035518,1.83737475,0.32584177,0.66696917,0.02781175,0.07482292,0.19250437,0.51480217,0.73306527,0.00062020
-2.70435218,1.87749686,0.33990776,0.68498488,0.02873299,0.07857953,0.19486599,0.52572120,0.74913302,0.00060154
-2.69834917,1.92184155,0.35456571,0.70417586,0.02959316,0.08259555,0.19749537,0.53902017,0.76682086,0.00058622
-2.69234617,1.96937639,0.36960578,0.72417748,0.03037528,0.08685474,0.20030610,0.55426680,0.78567336,0.00057394
-2.68634317,2.01892203,0.38478943,0.74457425,0.03106333,0.09133023,0.20320044,0.57096965,0.80518149,0.00056432
-2.68034017,2.06918313,0.39985360,0.76491016,0.03164257,0.09598451,0.20607173,0.58859259,0.82479757,0.00055694
-2.67433717,2.11878327,0.41451628,0.78470074,0.03209972,0.10076983,0.20880727,0.60657019,0.84395116,0.00055134
-2.66833417,2.16630296,0.42848315,0.80344638,0.03242326,0.10562909,0.21129144,0.62432379,0.86206543,0.00054704
-2.66233117,2.21031971,0.44145532,0.82064656,0.03260364,0.11049716,0.21340906,0.64127777,0.87857351,0.00054356
-2.65632816,2.24944890,0.45313772,0.83581460,0.03263350,0.11530265,0.21504893,0.65687562,0.89293445,0.00054042
-2.65032516,2.28238431,0.46324810,0.84849234,0.03250786,0.11997005,0.21610729,0.67059524,0.90464814,0.00053718
-2.64432216,2.30793695,0.47152605,0.85826425,0.03222433,0.12442214,0.21649124,0.68196329,0.91326902,0.00053341
-2.63831916,2.32507092,0.47774193,0.86477055,0.03178318,0.12858264,0.21612188,0.69056792,0.91841800,0.00052876
-2.63231616,2.33293500,0.48170508,0.86771874,0.03118742,0.13237896,0.21493704,0.69606976,0.91979252,0.00052290
-2.62631316,2.33088895,0.48327116,0.86689312,0.03044280,0.13574496,0.21289353,0.69821072,0.91717419,0.00051559
-2.62031016,2.31852357,0.48234816,0.86216206,0.02955776,0.13862358,0.20996879,0.69682046,0.91043419,0.00050662
-2.61430715,2.29567375,0.47890085,0.85348258,0.02854325,0.14096932,0.20616182,0.69182027,0.89953600,0.00049588
-2.60830415,2.26242418,0.47295344,0.84090218,0.02741256,0.14275036,0.20149337,0.68322429,0.88453563,0.00048331
-2.60230115,2.21910746,0.46459039,0.82455790,0.02618100,0.14395031,0.19600546,0.67113818,0.86557932,0.00046891
-2.59629815,2.16629482,0.45395514,0.80467254,0.02486557,0.14456948,0.18976006,0.65575517,0.84289880,0.00045275
-2.59029515,2.10477985,0.44124702,0.78154845,0.02348455,0.14462563,0.18283723,0.63734975,0.81680438,0.00043496
-2.58429215,2.03555599,0.42671633,0.75555886,0.02205711,0.14415417,0.17533255,0.61626924,0.78767606,0.00041570
-2.57828914,1.95978853,0.41065785,0.72713747,0.02060282,0.14320774,0.16735422,0.59292353,0.75595305,0.00039518
-2.57228614,1.87878246,0.39340300,0.69676638,0.01914121,0.14185524,0.15901972,0.56777343,0.72212194,0.00037364
-2.56628314,1.79394707,0.37531096,0.66496309,0.01769135,0.14018023,0.15045234,0.54131792,0.68670403,0.00035135
-2.56028014,1.70675888,0.35675921,0.63226683,0.01627146,0.13827883,0.14177757,0.51408090,0.65024221,0.00032859
-2.55427714,1.61872381,0.33813361,0.59922492,0.01489850,0.13625715,0.13311970,0.48659767,0.61328779,0.00030562
-2.54827414,1.53134015,0.31981858,0.56637933,0.01358794,0.13422824,0.12459847,0.45940175,0.57638759,0.00028272
-2.54227114,1.44606311,0.30218761,0.53425408,0.01235349,0.13230873,0.11632613,0.43301234,0.54007194,0.00026016
-2.53626813,1.36427219,0.28559434,0.50334368,0.01120696,0.13061525,0.10840485,0.40792268,0.50484353,0.00023817
-2.53026513,1.28724193,0.27036451,0.47410290,0.01015819,0.12926064,0.10092454,0.38458983,0.47116780,0.00021698
-2.52426213,1.21611693,0.25678901,0.44693816,0.00921500,0.12835020,0.09396124,0.36342586,0.43946482,0.00019678
-2.51825913,1.15189138,0.24511810,0.42220056,0.00838330,0.12797797,0.08757592,0.34479074,0.41010289,0.00017772
-2.51225613,1.09539356,0.23555685,0.40018075,0.00766716,0.12822329,0.08181383,0.32898702,0.38339408,0.00015993
-2.50625313,1.04727532,0.22826204,0.38110556,0.00706900,0.12914766,0.07670430,0.31625632,0.35959153,0.00014352
-2.50025013,1.00800657,0.22334033,0.36513644,0.00658975,0.13079204,0.07226102,0.30677762,0.33888861,0.00012853
-2.49424712,0.97787468,0.22084771,0.35236959,0.00622913,0.13317480,0.06848266,0.30066727,0.32141986,0.00011500
-2.48824412,0.95698837,0.22079032,0.34283768,0.00598581,0.13629028,0.06535388,0.29798055,0.30726339,0.00010294
-2.48224112,0.94528586,0.22312632,0.33651299,0.00585768,0.14010816,0.06284663,0.29871473,0.29644470,0.00009233
-2.47623812,0.94254667,0.22776887,0.33331184,0.00584207,0.14457356,0.06092170,0.30281327,0.28894154,0.00008312
-2.47023512,0.94840669,0.23459008,0.33310006,0.00593589,0.14960809,0.05953043,0.31017108,0.28468966,0.00007526
-2.46423212,0.96237560,0.24342569,0.33569934,0.00613582,0.15511166,0.05861653,0.32064047,0.28358898,0.00006866
-2.45822911,0.98385629,0.25408046,0.34089413,0.00643842,0.16096515,0.05811807,0.33403751,0.28550995,0.00006324
-2.45222611,1.01216521,0.26633391,0.34843894,0.00684017,0.16703373,0.05796938,0.35014872,0.29029984,0.00005891
-2.44622311,1.04655311,0.27994647,0.35806567,0.00733750,0.17317090,0.05810297,0.36873743,0.29778850,0.00005556
-2.44022011,1.08622537,0.29466559,0.36949087,0.00792679,0.17922293,0.05845137,0.38955000,0.30779351,0.00005309
-2.43421711,1.13036102,0.31023181,0.38242254,0.00860421,0.18503367,0.05894883,0.41232122,0.32012431,0.00005140
-2.42821411,1.17813004,0.32638451,0.39656626,0.00936567,0.19044944,0.05953285,0.43677898,0.33458527,0.00005039
-2.42221111,1.22870813,0.34286715,0.41163059,0.01020663,0.19532386,0.06014553,0.46264796,0.35097753,0.00004996
-2.41620810,1.28128871,0.35943182,0.42733145,0.01112192,0.19952248,0.06073466,0.48965214,0.36909961,0.00005002
-2.41020510,1.33509171,0.37584310,0.44339548,0.01210554,0.20292684,0.06125453,0.51751620,0.38874680,0.00005048
-2.40420210,1.38936924,0.39188093,0.45956228,0.01315046,0.20543802,0.06166655,0.54596590,0.40970961,0.00005126
-2.39819910,1.44340813,0.40734260,0.47558565,0.01424844,0.20697933,0.06193948,0.57472740,0.43177121,0.00005229
-2.39219610,1.49652984,0.42204383,0.49123390,0.01538985,0.20749823,0.06204952,0.60352587,0.45470459,0.00005349
-2.38619310,1.54808808,0.43581895,0.50628933,0.01656362,0.20696722,0.06198009,0.63208364,0.47826932,0.00005480
-2.38019010,1.59746504,0.44852038,0.52054727,0.01775713,0.20538394,0.06172138,0.66011810,0.50220867,0.00005618
-2.37418709,1.64406690,0.46001745,0.53381475,0.01895625,0.20277022,0.06126982,0.68733995,0.52624732,0.00005756
-2.36818409,1.68731957,0.47019488,0.54590916,0.02014544,0.19917041,0.06062728,0.71345194,0.55009004,0.00005889
-2.36218109,1.72666553,0.47895110,0.55665724,0.02130798,0.19464893,0.05980037,0.73814856,0.57342181,0.00006015
-2.35617809,1.76156250,0.48619659,0.56589451,0.02242615,0.18928737,0.05879951,0.76111707,0.59590946,0.00006128
-2.35017509,1.79148468,0.49185251,0.57346541,0.02348170,0.18318104,0.05763822,0.78203996,0.61720526,0.00006226
-2.34417209,1.81592697,0.49584975,0.57922435,0.02445619,0.17643547,0.05633228,0.80059905,0.63695227,0.00006306
-2.33816908,1.83441229,0.49812866,0.58303760,0.02533155,0.16916274,0.05489915,0.81648130,0.65479155,0.00006365
-2.33216608,1.84650211,0.49863938,0.58478609,0.02609054,0.16147804,0.05335739,0.82938607,0.67037102,0.00006401
-2.32616308,1.85180967,0.49734290,0.58436901,0.02671736,0.15349643,0.05172627,0.83903382,0.68335554,0.00006412
-2.32016008,1.85001528,0.49421283,0.58170797,0.02719819,0.14533006,0.05002550,0.84517559,0.69343793,0.00006397
-2.31415708,1.84088294,0.48923764,0.57675148,0.02752163,0.13708584,0.04827512,0.84760314,0.70035031,0.00006355
-2.30815408,1.82427727,0.48242327,0.56947948,0.02767924,0.12886365,0.04649541,0.84615889,0.70387519,0.00006285
-2.30215108,1.80017946,0.47379601,0.55990755,0.02766588,0.12075517,0.04470705,0.84074536,0.70385579,0.00006187
-2.29614807,1.76870136,0.46340517,0.54809052,0.02747995,0.11284315,0.04293117,0.83133338,0.70020491,0.00006061
-2.29014507,1.73009647,0.45132549,0.53412511,0.02712362,0.10520124,0.04118955,0.81796853,0.69291196,0.00005909
-2.28414207,1.68476702,0.43765898,0.51815138,0.02660279,0.09789431,0.03950474,0.80077547,0.68204755,0.00005732
-2.27813907,1.63326638,0.42253600,0.50035287,0.02592709,0.09097900,0.03790023,0.77995973,0.66776554,0.00005532
-2.27213607,1.57629637,0.40611540,0.48095516,0.02510958,0.08450463,0.03640047,0.75580672,0.65030218,0.00005311
-2.26613307,1.51469936,0.38858365,0.46022306,0.02416653,0.07851425,0.03503088,0.72867790,0.62997238,0.00005072
-2.26013007,1.44944519,0.37015291,0.43845626,0.02311694,0.07304573,0.03381775,0.69900433,0.60716330,0.00004818
-2.25412706,1.38161349,0.35105804,0.41598375,0.02198208,0.06813286,0.03278803,0.66727749,0.58232534,0.00004552
-2.24812406,1.31237180,0.33155273,0.39315724,0.02078499,0.06380637,0.03196907,0.63403810,0.55596110,0.00004278
-2.24212106,1.24295060,0.31190478,0.37034369,0.01954986,0.06009477,0.03138817,0.59986308,0.52861254,0.00004000
-2.23611806,1.17461602,0.29239078,0.34791740,0.01830148,0.05702501,0.03107221,0.56535135,0.50084703,0.00003721
-2.23011506,1.10864129,0.27329042,0.32625193,0.01706473,0.05462293,0.03104706,0.53110886,0.47324270,0.00003446
-2.22411206,1.04627799,0.25488060,0.30571210,0.01586402,0.05291337,0.03133703,0.49773360,0.44637373,0.00003176
-2.21810905,0.98872795,0.23742959,0.28664634,0.01472285,0.05192015,0.03196430,0.46580097,0.42079596,0.00002917
-2.21210605,0.93711671,0.22119141,0.26937964,0.01366338,0.05166570,0.03294829,0.43584997,0.39703336,0.00002671
-2.20610305,0.89246916,0.20640064,0.25420725,0.01270612,0.05217049,0.03430505,0.40837081,0.37556565,0.00002440
-2.20010005,0.85568793,0.19326780,0.24138924,0.01186964,0.05345226,0.03604673,0.38379400,0.35681752,0.00002227
-2.19409705,0.82753485,0.18197531,0.23114595,0.01117034,0.05552499,0.03818101,0.36248143,0.34114939,0.00002034
-2.18809405,0.80861579,0.17267428,0.22365445,0.01062230,0.05839784,0.04071063,0.34471936,0.32885014,0.00001863
-2.18209105,0.79936885,0.16548192,0.21904578,0.01023717,0.06207388,0.04363297,0.33071361,0.32013171,0.00001714
-2.17608804,0.80005612,0.16047982,0.21740318,0.01002405,0.06654878,0.04693973,0.32058679,0.31512566,0.00001589
-2.17008504,0.81075883,0.15771294,0.21876109,0.00998949,0.07180955,0.05061665,0.31437766,0.31388160,0.00001488
-2.16408204,0.83137593,0.15718925,0.22310494,0.01013740,0.07783327,0.05464339,0.31204254,0.31636755,0.00001411
