energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.81990995,3.49336471,0.95219328,1.93349266,0.00399756,0.36191171,0.83507991,0.62429896,0.02366781,0.33215787
-5.81390695,3.51802429,0.96565458,1.93217091,0.00419634,0.37454061,0.86020133,0.63483715,0.02370114,0.33240264
-5.80790395,3.54626489,0.98021512,1.93260373,0.00439948,0.38785648,0.88751706,0.64528504,0.02372745,0.33345913
-5.80190095,3.57770753,0.99580183,1.93477715,0.00460547,0.40167946,0.91671065,0.65550932,0.02374103,0.33529418
-5.79589795,3.61206429,1.01234985,1.93874131,0.00481247,0.41583601,0.94747184,0.66540212,0.02373728,0.33787393
-5.78989495,3.64913675,1.02980016,1.94460609,0.00501826,0.43016215,0.97950327,0.67488124,0.02371263,0.34116431
-5.78389195,3.68880848,1.04809662,1.95253327,0.00522030,0.44450590,1.01252595,0.68388896,0.02366438,0.34513120
-5.77788894,3.73103250,1.06718264,1.96272556,0.00541573,0.45872883,1.04628348,0.69238992,0.02359059,0.34974032
-5.77188594,3.77581460,1.08699764,1.97541336,0.00560142,0.47270692,1.08054499,0.70036786,0.02348993,0.35495684
-5.76588294,3.82319358,1.10747378,1.99083957,0.00577405,0.48633054,1.11510658,0.70782186,0.02336156,0.36074485
-5.75987994,3.87321969,1.12853284,2.00924348,0.00593022,0.49950384,1.14979134,0.71476197,0.02320503,0.36706663
-5.75387694,3.92593220,1.15008368,2.03084402,0.00606655,0.51214362,1.18444804,0.72120485,0.02302022,0.37388188
-5.74787394,3.98133733,1.17202023,2.05582338,0.00617976,0.52417773,1.21894841,0.72716933,0.02280729,0.38114679
-5.74187094,4.03938742,1.19421993,2.08431134,0.00626687,0.53554320,1.25318330,0.73267242,0.02256667,0.38881321
-5.73586793,4.09996222,1.21654290,2.11637099,0.00632526,0.54618437,1.28705777,0.73772572,0.02229911,0.39682772
-5.72986493,4.16285305,1.23883145,2.15198628,0.00635279,0.55605089,1.32048534,0.74233251,0.02200573,0.40513086
-5.72386193,4.22775032,1.26091009,2.19105185,0.00634796,0.56509594,1.35338171,0.74648560,0.02168805,0.41365648
-5.71785893,4.29423497,1.28258595,2.23336551,0.00630989,0.57327467,1.38565816,0.75016603,0.02134813,0.42233120
-5.71185593,4.36177415,1.30364952,2.27862376,0.00623849,0.58054290,1.41721493,0.75334251,0.02098858,0.43107417
-5.70585293,4.42972127,1.32387570,2.32642046,0.00613440,0.58685624,1.44793506,0.75597185,0.02061266,0.43979715
-5.69984992,4.49732075,1.34302527,2.37624900,0.00599905,0.59216958,1.47767891,0.75799995,0.02022428,0.44840489
-5.69384692,4.56371732,1.36084680,2.42750801,0.00583463,0.59643690,1.50627974,0.75936368,0.01982803,0.45679603
-5.68784392,4.62796993,1.37707913,2.47951072,0.00564400,0.59961163,1.53354080,0.75999322,0.01942913,0.46486439
-5.68184092,4.68907001,1.39145445,2.53149773,0.00543068,0.60164722,1.55923415,0.75981494,0.01903337,0.47250080
-5.67583792,4.74596384,1.40370226,2.58265330,0.00519871,0.60249812,1.58310141,0.75875460,0.01864696,0.47959543
-5.66983492,4.79757856,1.41355413,2.63212453,0.00495259,0.60212109,1.60485684,0.75674084,0.01827643,0.48604056
-5.66383192,4.84285115,1.42074947,2.67904321,0.00469710,0.60047671,1.62419249,0.75370873,0.01792839,0.49173373
-5.65782891,4.88075971,1.42504217,2.72254958,0.00443727,0.59753110,1.64078573,0.74960324,0.01760934,0.49658129
-5.65182591,4.91035596,1.42620808,2.76181739,0.00417822,0.59325780,1.65430872,0.74438270,0.01732548,0.50050197
-5.64582291,4.93079799,1.42405315,2.79607925,0.00392503,0.58763966,1.66443957,0.73802176,0.01708239,0.50343052
-5.63981991,4.94138178,1.41842186,2.82465146,0.00368270,0.58067082,1.67087493,0.73051418,0.01688487,0.50532113
-5.63381691,4.94157043,1.40920578,2.84695711,0.00345603,0.57235848,1.67334320,0.72187490,0.01673672,0.50615046
-5.62781391,4.93101948,1.39635149,2.86254665,0.00324955,0.56272458,1.67161783,0.71214160,0.01664052,0.50592003
-5.62181091,4.90959705,1.37986778,2.87111467,0.00306750,0.55180714,1.66553015,0.70137549,0.01659750,0.50465784
-5.61580790,4.87739768,1.35983128,2.87251225,0.00291371,0.53966130,1.65498068,0.68966131,0.01660744,0.50241899
-5.60980490,4.83474861,1.33639019,2.86675393,0.00279163,0.52635983,1.63994851,0.67710652,0.01666863,0.49928524
-5.60380190,4.78220794,1.30976578,2.85401898,0.00270426,0.51199316,1.62049803,0.66383957,0.01677786,0.49536339
-5.59779890,4.72055418,1.28025109,2.83464650,0.00265416,0.49666884,1.59678235,0.65000732,0.01693047,0.49078253
-5.59179590,4.65076714,1.24820682,2.80912454,0.00264339,0.48051031,1.56904327,0.63577166,0.01712048,0.48569006
-5.58579290,4.57400067,1.21405428,2.77807344,0.00267350,0.46365510,1.53760739,0.62130539,0.01734077,0.48024683
-5.57978989,4.49154798,1.17826545,2.74222407,0.00274550,0.44625244,1.50287856,0.60678746,0.01758328,0.47462141
-5.57378689,4.40480099,1.14135049,2.70239184,0.00285983,0.42846027,1.46532680,0.59239785,0.01783925,0.46898370
-5.56778389,4.31520509,1.10384312,2.65944752,0.00301633,0.41044189,1.42547404,0.57831206,0.01809951,0.46349838
-5.56178089,4.22421146,1.06628432,2.61428629,0.00321417,0.39236221,1.38387752,0.56469567,0.01835477,0.45831823
-5.55577789,4.13322897,1.02920520,2.56779630,0.00345187,0.37438389,1.34111141,0.55169908,0.01859590,0.45357787
-5.54977489,4.04357769,0.99310971,2.52082821,0.00372724,0.35666346,1.29774754,0.53945260,0.01881424,0.44938808
-5.54377189,3.95644646,0.95845797,2.47416713,0.00403733,0.33934761,1.25433639,0.52806231,0.01900185,0.44583112
-5.53776888,3.87285606,0.92565103,2.42850806,0.00437848,0.32256975,1.21138890,0.51760667,0.01915178,0.44295715
-5.53176588,3.79363011,0.89501777,2.38443607,0.00474629,0.30644719,1.16936035,0.50813424,0.01925822,0.44078214
-5.52576288,3.71937455,0.86680466,2.34241190,0.00513566,0.29107884,1.12863685,0.49966252,0.01931672,0.43928716
-5.51975988,3.65046694,0.84116870,2.30276351,0.00554085,0.27654364,1.08952510,0.49217800,0.01932426,0.43841937
-5.51375688,3.58705568,0.81817404,2.26568383,0.00595556,0.26289975,1.05224599,0.48563751,0.01927936,0.43809443
-5.50775388,3.52906905,0.79779241,2.23123456,0.00637305,0.25018465,1.01693209,0.47997068,0.01918205,0.43820039
-5.50175088,3.47623358,0.77990723,2.19935557,0.00678625,0.23841582,0.98362914,0.47508360,0.01903384,0.43860281
-5.49574787,3.42810033,0.76432134,2.16987928,0.00718796,0.22759226,0.95230135,0.47086328,0.01883770,0.43915089
-5.48974487,3.38407794,0.75076781,2.14254902,0.00757101,0.21769654,0.92284011,0.46718294,0.01859787,0.43968432
-5.48374187,3.34347039,0.73892341,2.11704045,0.00792844,0.20869738,0.89507548,0.46390775,0.01831978,0.44004051
-5.47773887,3.30551773,0.72842411,2.09298461,0.00825372,0.20055245,0.86878994,0.46090077,0.01800984,0.44006188
-5.47173587,3.26943750,0.71888169,2.06999162,0.00854093,0.19321143,0.84373343,0.45802887,0.01767525,0.43960285
-5.46573287,3.23446510,0.70990093,2.04767376,0.00878492,0.18661901,0.81963900,0.45516837,0.01732384,0.43853623
-5.45972986,3.19989098,0.70109646,2.02566675,0.00898153,0.18071776,0.79623833,0.45221008,0.01696377,0.43675867
-5.45372686,3.16509324,0.69210853,2.00364842,0.00912764,0.17545072,0.77327619,0.44906364,0.01660342,0.43419503
-5.44772386,3.12956413,0.68261709,1.98135397,0.00922131,0.17076361,0.75052335,0.44566094,0.01625109,0.43080143
-5.44172086,3.09292975,0.67235361,1.95858717,0.00926186,0.16660658,0.72778744,0.44195849,0.01591487,0.42656681
-5.43571786,3.05496204,0.66111015,1.93522739,0.00924981,0.16293546,0.70492118,0.43793876,0.01560239,0.42151317
-5.42971486,3.01558336,0.64874548,1.91123221,0.00918689,0.15971254,0.68182800,0.43361041,0.01532065,0.41569425
-5.42371186,2.97486352,0.63518800,1.88663585,0.00907599,0.15690676,0.65846480,0.42900751,0.01507591,0.40919299
-5.41770885,2.93301017,0.62043561,1.86154380,0.00892099,0.15449358,0.63484199,0.42418781,0.01487346,0.40211784
-5.41170585,2.89035325,0.60455263,1.83612417,0.00872665,0.15245440,0.61102106,0.41923024,0.01471759,0.39459804
-5.40570285,2.84732482,0.58766400,1.81059641,0.00849844,0.15077571,0.58710984,0.41423174,0.01461141,0.38677833
-5.39969985,2.80443549,0.56994729,1.78521817,0.00824235,0.14944802,0.56325611,0.40930367,0.01455685,0.37881316
-5.39369685,2.76224877,0.55162291,1.76027111,0.00796470,0.14846469,0.53963967,0.40456788,0.01455459,0.37086078
-5.38769385,2.72135482,0.53294308,1.73604650,0.00767198,0.14782075,0.51646364,0.40015270,0.01460407,0.36307748
-5.38169085,2.68234471,0.51418015,1.71283122,0.00737062,0.14751167,0.49394527,0.39618890,0.01470351,0.35561214
-5.37568784,2.64578643,0.49561475,1.69089492,0.00706689,0.14753237,0.47230672,0.39280587,0.01485000,0.34860142
-5.36968484,2.61220340,0.47752437,1.67047878,0.00676672,0.14787625,0.45176629,0.39012791,0.01503956,0.34216564
-5.36368184,2.58205616,0.46017272,1.65178635,0.00647565,0.14853443,0.43253022,0.38827095,0.01526728,0.33640557
-5.35767884,2.55572770,0.44380040,1.63497648,0.00619870,0.14949522,0.41478555,0.38733944,0.01552752,0.33140008
-5.35167584,2.53351239,0.42861698,1.62015862,0.00594035,0.15074363,0.39869393,0.38742364,0.01581403,0.32720476
-5.34567284,2.51560851,0.41479483,1.60739027,0.00570451,0.15226116,0.38438677,0.38859710,0.01612014,0.32385138
-5.33966983,2.50211406,0.40246476,1.59667638,0.00549454,0.15402564,0.37196145,0.39091450,0.01643899,0.32134823
-5.33366683,2.49302535,0.39171344,1.58797043,0.00531325,0.15601114,0.36147881,0.39440957,0.01676372,0.31968106
-5.32766383,2.48823792,0.38258252,1.58117685,0.00516291,0.15818803,0.35296180,0.39909334,0.01708762,0.31881462
-5.32166083,2.48754926,0.37506936,1.57615429,0.00504533,0.16052297,0.34639499,0.40495243,0.01740429,0.31869458
-5.31565783,2.49066282,0.36912920,1.57271958,0.00496183,0.16297903,0.34172522,0.41194767,0.01770783,0.31924978
-5.30965483,2.49719288,0.36467843,1.57065184,0.00491332,0.16551573,0.33886287,0.42001288,0.01799286,0.32039451
-5.30365183,2.50667019,0.36159887,1.56969679,0.00490026,0.16808917,0.33768397,0.42905405,0.01825466,0.32203093
-5.29764882,2.51854810,0.35974271,1.56957084,0.00492272,0.17065219,0.33803287,0.43894890,0.01848914,0.32405139
-5.29164582,2.53220941,0.35893805,1.56996522,0.00498028,0.17315457,0.33972548,0.44954704,0.01869289,0.32634065
-5.28564282,2.54697397,0.35899464,1.57055007,0.00507210,0.17554334,0.34255305,0.46067080,0.01886307,0.32877800
-5.27963982,2.56210757,0.35970981,1.57097861,0.00519681,0.17776325,0.34628635,0.47211688,0.01899740,0.33123933
-5.27363682,2.57683228,0.36087445,1.57089182,0.00535249,0.17975736,0.35068029,0.48365895,0.01909405,0.33359907
-5.26763382,2.59033866,0.36227879,1.56992359,0.00553666,0.18146782,0.35547898,0.49505123,0.01915155,0.33573212
-5.26163082,2.60180025,0.36371809,1.56770686,0.00574623,0.18283692,0.36042108,0.50603315,0.01916869,0.33751593
-5.25562781,2.61039033,0.36499799,1.56388061,0.00597745,0.18380822,0.36524540,0.51633496,0.01914445,0.33883248
-5.24962481,2.61530110,0.36593956,1.55809811,0.00622598,0.18432797,0.36969678,0.52568430,0.01907788,0.33957058
-5.24362181,2.61576496,0.36638399,1.55003619,0.00648685,0.18434664,0.37353196,0.53381360,0.01896810,0.33962814
-5.23761881,2.61107749,0.36619672,1.53940546,0.00675458,0.18382051,0.37652546,0.54046792,0.01881426,0.33891469
-5.23161581,2.60062151,0.36527115,1.52596125,0.00702319,0.18271335,0.37847519,0.54541315,0.01861555,0.33735390
-5.22561281,2.58389119,0.36353165,1.50951485,0.00728639,0.18099799,0.37920769,0.54844419,0.01837121,0.33488613
-5.21960980,2.56051537,0.36093589,1.48994448,0.00753767,0.17865782,0.37858281,0.54939270,0.01808064,0.33147093
-5.21360680,2.53027882,0.35747642,1.46720563,0.00777052,0.17568799,0.37649756,0.54813418,0.01774344,0.32708932
-5.20760380,2.49314045,0.35318134,1.44133992,0.00797854,0.17209642,0.37288916,0.54459400,0.01735953,0.32174572
-5.20160080,2.44924721,0.34811410,1.41248213,0.00815570,0.16790428,0.36773684,0.53875206,0.01692926,0.31546952
-5.19559780,2.39894298,0.34237228,1.38086473,0.00829649,0.16314626,0.36106266,0.53064584,0.01645347,0.30831602
-5.18959480,2.34277143,0.33608551,1.34681958,0.00839612,0.15787022,0.35293094,0.52037177,0.01593365,0.30036677
-5.18359180,2.28147275,0.32941239,1.31077639,0.00845070,0.15213645,0.34344657,0.50808464,0.01537191,0.29172914
-5.17758879,2.21597373,0.32253654,1.27325795,0.00845734,0.14601655,0.33275204,0.49399514,0.01477113,0.28253521
-5.17158579,2.14737164,0.31566203,1.23487205,0.00841430,0.13959181,0.32102347,0.47836567,0.01413490,0.27293981
-5.16558279,2.07691215,0.30900803,1.19630035,0.00832101,0.13295138,0.30846562,0.46150437,0.01346752,0.26311787
-5.15957979,2.00596227,0.30280323,1.15828449,0.00817814,0.12619006,0.29530616,0.44375782,0.01277397,0.25326113
-5.15357679,1.93597896,0.29727988,1.12160996,0.00798753,0.11940609,0.28178944,0.42550246,0.01205978,0.24357424
-5.14757379,1.86847491,0.29266792,1.08708836,0.00775218,0.11269874,0.26816994,0.40713521,0.01133096,0.23427037
-5.14157079,1.80498238,0.28918918,1.05553857,0.00747607,0.10616604,0.25470555,0.38906356,0.01059385,0.22556654
-5.13556778,1.74701654,0.28705205,1.02776751,0.00716411,0.09990253,0.24165115,0.37169532,0.00985494,0.21767873
-5.12956478,1.69603940,0.28644656,1.00455130,0.00682190,0.09399738,0.22925242,0.35542863,0.00912078,0.21081692
-5.12356178,1.65342542,0.28754019,0.98661702,0.00645557,0.08853258,0.21774021,0.34064221,0.00839773,0.20518014
-5.11755878,1.62042971,0.29047432,0.97462597,0.00607157,0.08358156,0.20732555,0.32768631,0.00769191,0.20095181
-5.11155578,1.59815946,0.29536147,0.96915846,0.00567650,0.07920812,0.19819547,0.31687445,0.00700898,0.19829520
-5.10555278,1.58754920,0.30228325,0.97070066,0.00527688,0.07546562,0.19050954,0.30847616,0.00635406,0.19734939
-5.09954977,1.58934017,0.31128910,0.97963353,0.00487898,0.07239656,0.18439728,0.30271079,0.00573167,0.19822554
-5.09354677,1.60406387,0.32239553,0.99622391,0.00448864,0.07003236,0.17995642,0.29974255,0.00514559,0.20100375
-5.08754377,1.63202998,0.33558599,1.02061789,0.00411120,0.06839343,0.17725180,0.29967674,0.00459890,0.20573038
-5.08154077,1.67331839,0.35081115,1.05283628,0.00375129,0.06748932,0.17631514,0.30255723,0.00409392,0.21241595
-5.07553777,1.72777533,0.36798955,1.09277220,0.00341287,0.06731915,0.17714536,0.30836524,0.00363227,0.22103379
-5.06953477,1.79501347,0.38700851,1.14019072,0.00309908,0.06787196,0.17970946,0.31701934,0.00321488,0.23151920
-5.06353177,1.87441582,0.40772528,1.19473048,0.00281231,0.06912718,0.18394397,0.32837671,0.00284208,0.24376941
-5.05752876,1.96514351,0.42996837,1.25590734,0.00255417,0.07105513,0.18975684,0.34223567,0.00251365,0.25764436
-5.05152576,2.06614729,0.45353918,1.32312006,0.00232554,0.07361748,0.19702970,0.35833939,0.00222894,0.27296817
-5.04552276,2.17618297,0.47821380,1.39565804,0.00212664,0.07676767,0.20562052,0.37638083,0.00198691,0.28953154
-5.03951976,2.29383060,0.50374526,1.47271136,0.00195706,0.08045145,0.21536663,0.39600879,0.00178630,0.30709498
-5.03351676,2.41751772,0.52986609,1.55338284,0.00181594,0.08460731,0.22608802,0.41683511,0.00162564,0.32539290
-5.02751376,2.54554629,0.55629146,1.63670258,0.00170194,0.08916707,0.23759096,0.43844278,0.00150340,0.34413858
-5.02151076,2.67612346,0.58272290,1.72164454,0.00161344,0.09405650,0.24967195,0.46039502,0.00141800,0.36302984
-5.01550775,2.80739551,0.60885259,1.80714518,0.00154856,0.09919614,0.26212178,0.48224497,0.00136792,0.38175547
-5.00950475,2.93748477,0.63436835,1.89212392,0.00150528,0.10450216,0.27472992,0.50354595,0.00135168,0.40000215
-5.00350175,3.06452852,0.65895918,1.97550488,0.00148152,0.10988751,0.28728889,0.52386196,0.00136795,0.41746177
-4.99749875,3.18671911,0.68232129,2.05623945,0.00147515,0.11526318,0.29959876,0.54277816,0.00141545,0.43383891
-4.99149575,3.30234406,0.70416460,2.13332901,0.00148413,0.12053969,0.31147152,0.55991112,0.00149306,0.44885822
-4.98549275,3.40982499,0.72421925,2.20584698,0.00150648,0.12562870,0.32273527,0.57491835,0.00159970,0.46227158
-4.97948974,3.50775392,0.74224218,2.27295945,0.00154033,0.13044476,0.33323804,0.58750702,0.00173436,0.47386458
-4.97348674,3.59492577,0.75802331,2.33394360,0.00158395,0.13490716,0.34285128,0.59744148,0.00189602,0.48346225
-4.96748374,3.67036554,0.77139115,2.38820303,0.00163573,0.13894176,0.35147262,0.60454925,0.00208363,0.49093375
-4.96148074,3.73334935,0.78221758,2.43527939,0.00169420,0.14248274,0.35902806,0.60872550,0.00229604,0.49619581
-4.95547774,3.78341827,0.79042155,2.47485984,0.00175799,0.14547433,0.36547336,0.60993557,0.00253192,0.49921488
-4.94947474,3.82038446,0.79597141,2.50678000,0.00182585,0.14787222,0.37079461,0.60821572,0.00278977,0.50000773
-4.94347174,3.84432942,0.79888601,2.53102215,0.00189660,0.14964476,0.37500796,0.60367195,0.00306783,0.49864068
-4.93746873,3.85559448,0.79923415,2.54770912,0.00196912,0.15077384,0.37815847,0.59647693,0.00336407,0.49522732
-4.93146573,3.85476401,0.79713273,2.55709396,0.00204237,0.15125542,0.38031828,0.58686526,0.00367616,0.48992498
-4.92546273,3.84264230,0.79274336,2.55954614,0.00211533,0.15109959,0.38158397,0.57512722,0.00400149,0.48292992
-4.91945973,3.82022519,0.78626789,2.55553500,0.00218703,0.15033034,0.38207339,0.56160113,0.00433720,0.47447161
-4.91345673,3.78866768,0.77794273,2.54561133,0.00225653,0.14898488,0.38192201,0.54666475,0.00468020,0.46480624
-4.90745373,3.74924911,0.76803254,2.53038795,0.00232296,0.14711255,0.38127899,0.53072587,0.00502725,0.45420964
-4.90145073,3.70333725,0.75682318,2.51052039,0.00238556,0.14477351,0.38030302,0.51421250,0.00537506,0.44297009
-4.89544772,3.65235271,0.74461450,2.48668828,0.00244364,0.14203709,0.37915819,0.49756280,0.00572037,0.43138096
-4.88944472,3.59773486,0.73171306,2.45957833,0.00249672,0.13897995,0.37800998,0.48121514,0.00606011,0.41973371
-4.88344172,3.54091025,0.71842501,2.42986945,0.00254447,0.13568407,0.37702138,0.46559843,0.00639149,0.40831118
-4.87743872,3.48326422,0.70504935,2.39822023,0.00258684,0.13223475,0.37634941,0.45112296,0.00671217,0.39738154
-4.87143572,3.42611616,0.69187177,2.36525904,0.00262408,0.12871850,0.37614189,0.43817184,0.00702036,0.38719294
-4.86543272,3.37069849,0.67915905,2.33157654,0.00265677,0.12522104,0.37653467,0.42709327,0.00731497,0.37796887
-4.85942971,3.31813930,0.66715421,2.29772051,0.00268585,0.12182540,0.37764917,0.41819356,0.00759570,0.36990444
-4.85342671,3.26944834,0.65607241,2.26419238,0.00271269,0.11861016,0.37959027,0.41173113,0.00786312,0.36316341
-4.84742371,3.22550581,0.64609750,2.23144520,0.00273906,0.11564781,0.38244454,0.40791138,0.00811874,0.35787613
-4.84142071,3.18705356,0.63737933,2.19988236,0.00276716,0.11300338,0.38627870,0.40688254,0.00836495,0.35413814
-4.83541771,3.15468822,0.63003178,2.16985666,0.00279954,0.11073323,0.39113836,0.40873254,0.00860508,0.35200961
-4.82941471,3.12885564,0.62413139,2.14166932,0.00283916,0.10888403,0.39704689,0.41348682,0.00884324,0.35151538
-4.82341171,3.10984670,0.61971662,2.11556853,0.00288921,0.10749199,0.40400453,0.42110729,0.00908427,0.35264561
-4.81740870,3.09779409,0.61678780,2.09174761,0.00295312,0.10658229,0.41198764,0.43149237,0.00933352,0.35535698
-4.81140570,3.09267034,0.61530760,2.07034254,0.00303443,0.10616862,0.42094820,0.44447819,0.00959669,0.35957440
-4.80540270,3.09428731,0.61520223,2.05142928,0.00313668,0.10625305,0.43081353,0.45984106,0.00987959,0.36519315
-4.79939970,3.10229753,0.61636321,2.03502106,0.00326325,0.10682599,0.44148645,0.47730120,0.01018788,0.37208146
-4.79339670,3.11619803,0.61864982,2.02106613,0.00341731,0.10786637,0.45284569,0.49652787,0.01052682,0.38008344
-4.78739370,3.13533702,0.62189219,2.00944641,0.00360157,0.10934204,0.46474697,0.51714575,0.01090101,0.38902245
-4.78139070,3.15892415,0.62589506,1.99997765,0.00381828,0.11121034,0.47702456,0.53874270,0.01131413,0.39870464
-4.77538769,3.18604469,0.63044216,1.99241144,0.00406898,0.11341887,0.48949353,0.56087876,0.01176869,0.40892296
-4.76938469,3.21567781,0.63530110,1.98643952,0.00435448,0.11590650,0.50195269,0.58309616,0.01226589,0.41946127
-4.76338169,3.24671909,0.64022882,1.98170066,0.00467473,0.11860456,0.51418826,0.60493035,0.01280541,0.43009873
-4.75737869,3.27800712,0.64497734,1.97779009,0.00502878,0.12143824,0.52597816,0.62592148,0.01338537,0.44061425
-4.75137569,3.30835339,0.64929977,1.97427151,0.00541473,0.12432815,0.53709697,0.64562636,0.01400223,0.45079104
-4.74537269,3.33657512,0.65295643,1.97069133,0.00582974,0.12719212,0.54732134,0.66363017,0.01465087,0.46042110
-4.73936968,3.36152973,0.65572081,1.96659474,0.00627007,0.12994703,0.55643578,0.67955786,0.01532465,0.46930956
-4.73336668,3.38214992,0.65738531,1.96154294,0.00673114,0.13251080,0.56423855,0.69308452,0.01601555,0.47727885
-4.72736368,3.39747806,0.65776653,1.95513099,0.00720765,0.13480442,0.57054754,0.70394457,0.01671441,0.48417245
-4.72136068,3.40669857,0.65670994,1.94700544,0.00769370,0.13675393,0.57520585,0.71193923,0.01741115,0.48985839
-4.71535768,3.40916699,0.65409379,1.93688093,0.00818296,0.13829236,0.57808689,0.71694204,0.01809512,0.49423208
-4.70935468,3.40443454,0.64983217,1.92455517,0.00866884,0.13936147,0.57909873,0.71890219,0.01875537,0.49721874
-4.70335168,3.39226726,0.64387704,1.90992153,0.00914470,0.13991338,0.57818766,0.71784544,0.01938102,0.49877517
-4.69734867,3.37265898,0.63621936,1.89297886,0.00960402,0.13991183,0.57534058,0.71387272,0.01996159,0.49889085
-4.69134567,3.34583753,0.62688904,1.87383793,0.01004061,0.13933319,0.57058641,0.70715638,0.02048738,0.49758849
-4.68534267,3.31226433,0.61595400,1.85272457,0.01044876,0.13816710,0.56399627,0.69793425,0.02094972,0.49492383
-4.67933967,3.27262709,0.60351814,1.82997914,0.01082345,0.13641668,0.55568243,0.68650187,0.02134126,0.49098490
-4.67333667,3.22782649,0.58971855,1.80605262,0.01116041,0.13409845,0.54579630,0.67320320,0.02165622,0.48589067
-4.66733367,3.17895706,0.57472192,1.78149949,0.01145628,0.13124172,0.53452529,0.65842022,0.02189054,0.47978909
-4.66133067,3.12728337,0.55872027,1.75696764,0.01170863,0.12788772,0.52208886,0.64256189,0.02204203,0.47285467
-4.65532766,3.07421234,0.54192631,1.73318576,0.01191599,0.12408838,0.50873386,0.62605290,0.02211038,0.46528563
-4.64932466,3.02126270,0.52456840,1.71094865,0.01207786,0.11990476,0.49472931,0.60932280,0.02209718,0.45730052
-4.64332166,2.97003244,0.50688545,1.69110081,0.01219467,0.11540534,0.48036087,0.59279567,0.02200589,0.44913458
