energy_ev,total_up,Bi_p_up,Bi_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.80190095,2.97685774,0.38670312,0.00487236,2.05653081,0.61767920,1.77610325,0.00000000
-5.79589795,2.93028617,0.38510904,0.00477470,2.02464086,0.60497504,1.74400475,0.00000000
-5.78989495,2.87734392,0.38244545,0.00466868,1.99000789,0.59098909,1.70838414,0.00000000
-5.78389195,2.81838198,0.37879484,0.00455549,1.95294449,0.57579962,1.66944085,0.00000000
-5.77788894,2.75391994,0.37427268,0.00443657,1.91385009,0.55951310,1.62746265,0.00000000
-5.77188594,2.68463440,0.36902377,0.00431345,1.87320354,0.54226223,1.58282025,0.00000000
-5.76588294,2.61134127,0.36321738,0.00418779,1.83155192,0.52420294,1.53595870,0.00000000
-5.75987994,2.53497312,0.35704163,0.00406132,1.78949617,0.50551064,1.48738599,0.00000000
-5.75387694,2.45655220,0.35069720,0.00393577,1.74767416,0.48637576,1.43765939,0.00000000
-5.74787394,2.37716075,0.34439075,0.00381286,1.70674225,0.46699888,1.38737011,0.00000000
-5.74187094,2.29790988,0.33832832,0.00369424,1.66735605,0.44758565,1.33712718,0.00000000
-5.73586793,2.21990845,0.33270909,0.00358145,1.63015152,0.42834164,1.28754096,0.00000000
-5.72986493,2.14423333,0.32771959,0.00347593,1.59572735,0.40946754,1.23920740,0.00000000
-5.72386193,2.07190238,0.32352893,0.00337894,1.56462927,0.39115465,1.19269340,0.00000000
-5.71785893,2.00385113,0.32028484,0.00329157,1.53733710,0.37358110,1.14852395,0.00000000
-5.71185593,1.94091394,0.31811104,0.00321477,1.51425494,0.35690869,1.10717153,0.00000000
-5.70585293,1.88381013,0.31710566,0.00314928,1.49570467,0.34128059,1.06904792,0.00000000
-5.69984992,1.83313518,0.31734087,0.00309571,1.48192276,0.32681989,1.03449862,0.00000000
-5.69384692,1.78935696,0.31886358,0.00305451,1.47306017,0.31362890,1.00379987,0.00000000
-5.68784392,1.75281637,0.32169706,0.00302600,1.46918495,0.30178929,0.97715799,0.00000000
-5.68184092,1.72373203,0.32584314,0.00301042,1.47028688,0.29136287,0.95471087,0.00000000
-5.67583792,1.70220785,0.33128500,0.00300790,1.47628357,0.28239294,0.93653125,0.00000000
-5.66983492,1.68824295,0.33799007,0.00301853,1.48702737,0.27490597,0.92263123,0.00000000
-5.66383192,1.68174279,0.34591287,0.00304234,1.50231243,0.26891369,0.91296785,0.00000000
-5.65782891,1.68253084,0.35499762,0.00307934,1.52188140,0.26441523,0.90744915,0.00000000
-5.65182591,1.69035996,0.36518041,0.00312953,1.54543141,0.26139929,0.90594040,0.00000000
-5.64582291,1.70492313,0.37639072,0.00319286,1.57261902,0.25984628,0.90827048,0.00000000
-5.63981991,1.72586296,0.38855244,0.00326925,1.60306425,0.25973027,0.91423779,0.00000000
-5.63381691,1.75278010,0.40158413,0.00335859,1.63635371,0.26102074,0.92361613,0.00000000
-5.62781391,1.78524032,0.41539881,0.00346069,1.67204313,0.26368418,0.93616004,0.00000000
-5.62181091,1.82278072,0.42990328,0.00357528,1.70965975,0.26768533,0.95160999,0.00000000
-5.61580790,1.86491514,0.44499717,0.00370196,1.74870499,0.27298832,0.96969730,0.00000000
-5.60980490,1.91113925,0.46057191,0.00384019,1.78865778,0.27955752,0.99014898,0.00000000
-5.60380190,1.96093555,0.47650979,0.00398929,1.82897911,0.28735824,1.01269238,0.00000000
-5.59779890,2.01377871,0.49268334,0.00414836,1.86911799,0.29635721,1.03705993,0.00000000
-5.59179590,2.06914127,0.50895519,0.00431632,1.90851902,0.30652281,1.06299363,0.00000000
-5.58579290,2.12649979,0.52517856,0.00449187,1.94663151,0.31782521,1.09024939,0.00000000
-5.57978989,2.18534145,0.54119834,0.00467353,1.98292000,0.33023609,1.11860099,0.00000000
-5.57378689,2.24517065,0.55685306,0.00485960,2.01687580,0.34372818,1.14784334,0.00000000
-5.56778389,2.30551542,0.57197740,0.00504822,2.04802896,0.35827441,1.17779492,0.00000000
-5.56178089,2.36593316,0.58640542,0.00523739,2.07596006,0.37384669,1.20829901,0.00000000
-5.55577789,2.42601516,0.59997428,0.00542501,2.10031114,0.39041424,1.23922351,0.00000000
-5.54977489,2.48538952,0.61252828,0.00560892,2.12079502,0.40794158,1.27045915,0.00000000
-5.54377189,2.54372208,0.62392305,0.00578695,2.13720235,0.42638604,1.30191597,0.00000000
-5.53776888,2.60071518,0.63402979,0.00595701,2.14940588,0.44569502,1.33351812,0.00000000
-5.53176588,2.65610412,0.64273919,0.00611708,2.15736162,0.46580300,1.36519707,0.00000000
-5.52576288,2.70965155,0.64996504,0.00626533,2.16110661,0.48662851,1.39688363,0.00000000
-5.51975988,2.76114012,0.65564726,0.00640014,2.16075352,0.50807120,1.42849905,0.00000000
-5.51375688,2.81036403,0.65975427,0.00652013,2.15648221,0.53000927,1.45994592,0.00000000
-5.50775388,2.85712009,0.66228474,0.00662425,2.14852886,0.55229755,1.49109938,0.00000000
-5.50175088,2.90119931,0.66326841,0.00671178,2.13717329,0.57476626,1.52179942,0.00000000
-5.49574787,2.94237979,0.66276628,0.00678234,2.12272527,0.59722100,1.55184490,0.00000000
-5.48974487,2.98042178,0.66087004,0.00683595,2.10551069,0.61944384,1.58098994,0.00000000
-5.48374187,3.01506585,0.65770082,0.00687299,2.08585847,0.64119587,1.60894326,0.00000000
-5.47773887,3.04603441,0.65340733,0.00689421,2.06408901,0.66222116,1.63537080,0.00000000
-5.47173587,3.07303734,0.64816355,0.00690072,2.04050483,0.68225210,1.65990175,0.00000000
-5.46573287,3.09578137,0.64216590,0.00689398,2.01538399,0.70101619,1.68213808,0.00000000
-5.45972986,3.11398326,0.63563019,0.00687576,1.98897643,0.71824378,1.70166719,0.00000000
-5.45372686,3.12738593,0.62878821,0.00684810,1.96150352,0.73367673,1.71807719,0.00000000
-5.44772386,3.13577692,0.62188418,0.00681327,1.93316037,0.74707755,1.73097418,0.00000000
-5.44172086,3.13900790,0.61517101,0.00677378,1.90412078,0.75823855,1.74000048,0.00000000
-5.43571786,3.13701407,0.60890655,0.00673224,1.87454407,0.76699063,1.74485307,0.00000000
-5.42971486,3.12983206,0.60334966,0.00669141,1.84458318,0.77321120,1.74530092,0.00000000
-5.42371186,3.11761507,0.59875641,0.00665409,1.81439327,0.77683087,1.74120043,0.00000000
-5.41770885,3.10064412,0.59537620,0.00662310,1.78413993,0.77783849,1.73250792,0.00000000
-5.41170585,3.07933423,0.59344802,0.00660122,1.75400637,0.77628421,1.71928834,0.00000000
-5.40570285,3.05423518,0.59319679,0.00659113,1.72419890,0.77228041,1.70171984,0.00000000
-5.39969985,3.02602610,0.59482997,0.00659539,1.69495023,0.76600047,1.68009353,0.00000000
-5.39369685,2.99550426,0.59853426,0.00661635,1.66652013,0.75767517,1.65480870,0.00000000
-5.38769385,2.96356805,0.60447272,0.00665615,1.63919365,0.74758717,1.62636342,0.00000000
-5.38169085,2.93119521,0.61278220,0.00671663,1.61327663,0.73606350,1.59534120,0.00000000
-5.37568784,2.89941686,0.62357108,0.00679933,1.58908899,0.72346669,1.56239411,0.00000000
-5.36968484,2.86928883,0.63691745,0.00690541,1.56695609,0.71018460,1.52822344,0.00000000
-5.36368184,2.84186125,0.65286768,0.00703566,1.54719872,0.69661968,1.49355869,0.00000000
-5.35767884,2.81814797,0.67143529,0.00719044,1.53012229,0.68317789,1.45913583,0.00000000
-5.35167584,2.79909676,0.69260023,0.00736968,1.51600582,0.67025778,1.42567595,0.00000000
-5.34567284,2.78556168,0.71630831,0.00757285,1.50509123,0.65824015,1.39386501,0.00000000
-5.33966983,2.77827827,0.74247090,0.00779897,1.49757356,0.64747849,1.36433554,0.00000000
-5.33366683,2.77784250,0.77096474,0.00804660,1.49359241,0.63829063,1.33765085,0.00000000
-5.32766383,2.78469385,0.80163184,0.00831389,1.49322498,0.63095160,1.31429212,0.00000000
-5.32166083,2.79910278,0.83427950,0.00859851,1.49648094,0.62568796,1.29464870,0.00000000
-5.31565783,2.82116272,0.86868039,0.00889780,1.50329910,0.62267358,1.27901157,0.00000000
-5.30965483,2.85078647,0.90457280,0.00920869,1.51354613,0.62202682,1.26756984,0.00000000
-5.30365183,2.88770679,0.94166126,0.00952783,1.52701707,0.62380912,1.26041023,0.00000000
-5.29764882,2.93148110,0.97961743,0.00985159,1.54343763,0.62802490,1.25751906,0.00000000
-5.29164582,2.98149986,1.01808181,0.01017615,1.56246830,0.63462271,1.25878647,0.00000000
-5.28564282,3.03699852,1.05666610,0.01049755,1.58370997,0.64349739,1.26401263,0.00000000
-5.27963982,3.09707286,1.09495670,0.01081176,1.60671111,0.65449342,1.27291549,0.00000000
-5.27363682,3.16069740,1.13251932,0.01111477,1.63097639,0.66740915,1.28513986,0.00000000
-5.26763382,3.22674702,1.16890505,0.01140266,1.65597668,0.68200193,1.30026761,0.00000000
-5.26163082,3.29402126,1.20365764,0.01167170,1.68116034,0.69799416,1.31782883,0.00000000
-5.25562781,3.36127138,1.23632230,0.01191841,1.70596564,0.71508005,1.33731375,0.00000000
-5.24962481,3.42722966,1.26645561,0.01213967,1.72983426,0.73293315,1.35818544,0.00000000
-5.24362181,3.49064049,1.29363644,0.01233279,1.75222548,0.75121443,1.37989294,0.00000000
-5.23761881,3.55029270,1.31747748,0.01249559,1.77263095,0.76958080,1.40188492,0.00000000
-5.23161581,3.60505211,1.33763694,0.01262645,1.79058940,0.78769396,1.42362347,0.00000000
-5.22561281,3.65389347,1.35382989,0.01272437,1.80570097,0.80522921,1.44459779,0.00000000
-5.21960980,3.69593046,1.36583868,0.01278903,1.81764051,0.82188401,1.46433743,0.00000000
-5.21360680,3.73044261,1.37352186,0.01282078,1.82616925,0.83738601,1.48242468,0.00000000
-5.20760380,3.75689774,1.37682106,0.01282065,1.83114414,0.85150011,1.49850554,0.00000000
-5.20160080,3.77496880,1.37576534,0.01279032,1.83252438,0.86403444,1.51229890,0.00000000
-5.19559780,3.78454391,1.37047259,0.01273209,1.83037439,0.87484462,1.52360328,0.00000000
-5.18959480,3.78572880,1.36114787,0.01264884,1.82486306,0.88383644,1.53230085,0.00000000
-5.18359180,3.77884114,1.34807849,0.01254388,1.81625875,0.89096647,1.53835828,0.00000000
-5.17758879,3.76439669,1.33162589,0.01242094,1.80492021,0.89624069,1.54182432,0.00000000
-5.17158579,3.74308745,1.31221472,0.01228398,1.79128344,0.89971111,1.54282392,0.00000000
-5.16558279,3.71575271,1.29031946,0.01213715,1.77584499,0.90147051,1.54154926,0.00000000
-5.15957979,3.68334414,1.26644913,0.01198461,1.75914222,0.90164562,1.53824780,0.00000000
-5.15357679,3.64688660,1.24113083,0.01183044,1.74173156,0.90038897,1.53320818,0.00000000
-5.14757379,3.60743640,1.21489285,0.01167855,1.72416549,0.89787002,1.52674440,0.00000000
-5.14157079,3.56603933,1.18824813,0.01153256,1.70696960,0.89426599,1.51917936,0.00000000
-5.13556778,3.52369046,1.16167883,0.01139572,1.69062080,0.88975286,1.51082848,0.00000000
-5.12956478,3.48129795,1.13562282,0.01127088,1.67552779,0.88449727,1.50198449,0.00000000
-5.12356178,3.43965269,1.11046258,0.01116044,1.66201496,0.87864963,1.49290423,0.00000000
-5.11755878,3.39940554,1.08651713,0.01106634,1.65031046,0.87233891,1.48379825,0.00000000
-5.11155578,3.36105312,1.06403718,0.01099006,1.64053926,0.86566947,1.47482374,0.00000000
-5.10555278,3.32493308,1.04320378,0.01093270,1.63272163,0.85872006,1.46608143,0.00000000
-5.09954977,3.29122874,1.02413037,0.01089495,1.62677696,0.85154503,1.45761635,0.00000000
-5.09354677,3.25998289,1.00686795,0.01087723,1.62253303,0.84417762,1.44942257,0.00000000
-5.08754377,3.23111953,0.99141317,0.01087971,1.61974003,0.83663516,1.44145152,0.00000000
-5.08154077,3.20447229,0.97771859,0.01090244,1.61808868,0.82892569,1.43362327,0.00000000
-5.07553777,3.17981758,0.96570462,0.01094536,1.61723147,0.82105557,1.42584006,0.00000000
-5.06953477,3.15691040,0.95527249,0.01100846,1.61680583,0.81303753,1.41800116,0.00000000
-5.06353177,3.13552061,0.94631727,0.01109174,1.61645806,0.80489857,1.41001809,0.00000000
-5.05752876,3.11546729,0.93874051,0.01119534,1.61586669,0.79668719,1.40182916,0.00000000
-5.05152576,3.09664930,0.93246160,0.01131953,1.61476404,0.78847925,1.39341248,0.00000000
-5.04552276,3.07907010,0.92742733,0.01146475,1.61295489,0.78038226,1.38479649,0.00000000
-5.03951976,3.06285541,0.92361926,0.01163155,1.61033144,0.77253759,1.37606745,0.00000000
-5.03351676,3.04826282,0.92105836,0.01182062,1.60688361,0.76512047,1.36737342,0.00000000
-5.02751376,3.03568275,0.91980699,0.01203271,1.60270452,0.75833767,1.35892444,0.00000000
-5.02151076,3.02563101,0.91996792,0.01226857,1.59799084,0.75242304,1.35098904,0.00000000
-5.01550775,3.01873323,0.92168081,0.01252889,1.59303814,0.74763101,1.34388720,0.00000000
-5.00950475,3.01570251,0.92511613,0.01281420,1.58823169,0.74422857,1.33798031,0.00000000
-5.00350175,3.01731133,0.93046715,0.01312478,1.58403317,0.74248592,1.33365870,0.00000000
-4.99749875,3.02435956,0.93794034,0.01346060,1.58096425,0.74266662,1.33132737,0.00000000
-4.99149575,3.03764026,0.94774476,0.01382121,1.57958769,0.74501742,1.33139091,0.00000000
-4.98549275,3.05790518,0.96008106,0.01420568,1.58048715,0.74975861,1.33423822,0.00000000
-4.97948974,3.08583155,0.97513053,0.01461254,1.58424643,0.75707518,1.34022790,0.00000000
-4.97348674,3.12199186,0.99304482,0.01503977,1.59142916,0.76710929,1.34967491,0.00000000
-4.96748374,3.16682785,1.01393679,0.01548474,1.60255965,0.77995437,1.36283909,0.00000000
-4.96148074,3.22062963,1.03787266,0.01594426,1.61810555,0.79565103,1.37991590,0.00000000
-4.95547774,3.28352053,1.06486595,0.01641458,1.63846283,0.81418497,1.40102962,0.00000000
-4.94947474,3.35544795,1.09487320,0.01689144,1.66394325,0.83548671,1.42622906,0.00000000
-4.94347174,3.43617989,1.12779142,0.01737018,1.69476460,0.85943318,1.45548570,0.00000000
-4.93746873,3.52530693,1.16345741,0.01784579,1.73104358,0.88585081,1.48869411,0.00000000
-4.93146573,3.62224873,1.20164859,0.01831302,1.77279129,0.91451999,1.52567420,0.00000000
-4.92546273,3.72626440,1.24208525,0.01876650,1.81991090,0.94518027,1.56617503,0.00000000
-4.91945973,3.83646566,1.28443390,0.01920085,1.87219757,0.97753635,1.60987987,0.00000000
-4.91345673,3.95183205,1.32831156,0.01961081,1.92933997,1.01126413,1.65641194,0.00000000
-4.90745373,4.07122717,1.37329070,0.01999129,1.99092347,1.04601681,1.70534065,0.00000000
-4.90145073,4.19341556,1.41890472,0.02033756,2.05643464,1.08143057,1.75618807,0.00000000
-4.89544772,4.31707956,1.46465378,0.02064523,2.12526699,1.11712986,1.80843542,0.00000000
-4.88944472,4.44083603,1.51001098,0.02091041,2.19672794,1.15273206,1.86152955,0.00000000
-4.88344172,4.56325289,1.55442883,0.02112971,2.27004695,1.18785160,1.91488933,0.00000000
-4.87743872,4.68286559,1.59734615,0.02130028,2.34438505,1.22210350,1.96791220,0.00000000
-4.87143572,4.79819389,1.63819531,0.02141985,2.41884570,1.25510660,2.01998075,0.00000000
-4.86543272,4.90775914,1.67641006,0.02148672,2.49248715,1.28648646,2.07046978,0.00000000
-4.85942971,5.01010249,1.71143385,0.02149978,2.56433632,1.31587828,2.11875366,0.00000000
-4.85342671,5.10380419,1.74272875,0.02145846,2.63340417,1.34292985,2.16421432,0.00000000
-4.84742371,5.18750416,1.76978490,0.02136271,2.69870239,1.36730481,2.20624972,0.00000000
-4.84142071,5.25992353,1.79213022,0.02121304,2.75926123,1.38868621,2.24428293,0.00000000
-4.83541771,5.31988705,1.80934044,0.02101042,2.81414793,1.40678049,2.27777145,0.00000000
-4.82941471,5.36634553,1.82104885,0.02075627,2.86248542,1.42132168,2.30621677,0.00000000
-4.82341171,5.39839787,1.82695558,0.02045248,2.90347058,1.43207601,2.32917363,0.00000000
-4.81740870,5.41531152,1.82683603,0.02010133,2.93639149,1.43884645,2.34625890,0.00000000
-4.81140570,5.41654053,1.82054784,0.01970547,2.96064296,1.44147720,2.35715941,0.00000000
-4.80540270,5.40174017,1.80803623,0.01926794,2.97573966,1.43985782,2.36163851,0.00000000
-4.79939970,5.37077733,1.78933718,0.01879209,2.98132645,1.43392676,2.35954107,0.00000000
-4.79339670,5.32373581,1.76457831,0.01828155,2.97718527,1.42367406,2.35079649,0.00000000
-4.78739370,5.26091625,1.73397716,0.01774021,2.96323855,1.40914303,2.33541966,0.00000000
-4.78139070,5.18283034,1.69783704,0.01717217,2.93954878,1.39043082,2.31350985,0.00000000
-4.77538769,5.09018959,1.65654036,0.01658170,2.90631461,1.36768774,2.28524749,0.00000000
-4.76938469,4.98388897,1.61053983,0.01597314,2.86386356,1.34111527,2.25088904,0.00000000
-4.76338169,4.86498635,1.56034786,0.01535090,2.81264202,1.31096303,2.21076038,0.00000000
-4.75737869,4.73467858,1.50652464,0.01471939,2.75320279,1.27752454,2.16524887,0.00000000
-4.75137569,4.59427541,1.44966541,0.01408293,2.68619132,1.24113218,2.11479471,0.00000000
-4.74537269,4.44517258,1.39038756,0.01344573,2.61233090,1.20215150,2.05988197,0.00000000
-4.73936968,4.28882519,1.32931806,0.01281182,2.53240790,1.16097503,2.00102962,0.00000000
-4.73336668,4.12672254,1.26708182,0.01218505,2.44725744,1.11801596,1.93878318,0.00000000
-4.72736368,3.96036548,1.20429138,0.01156901,2.35775024,1.07370181,1.87370708,0.00000000
-4.72136068,3.79124685,1.14153827,0.01096708,2.26478092,1.02846839,1.80637808,0.00000000
-4.71535768,3.62083559,1.07938634,0.01038238,2.16925807,0.98275408,1.73737975,0.00000000
-4.70935468,3.45056459,1.01836695,0.00981778,2.07209610,0.93699466,1.66729814,0.00000000
-4.70335168,3.28182203,0.95897621,0.00927596,1.97420877,0.89161862,1.59671828,0.00000000
-4.69734867,3.11594598,0.90167391,0.00875941,1.87650424,0.84704310,1.52622165,0.00000000
-4.69134567,2.95422137,0.84688387,0.00827046,1.77988106,0.80367021,1.45638394,0.00000000
-4.68534267,2.79787864,0.79499545,0.00781135,1.68522476,0.76188387,1.38777309,0.00000000
-4.67933967,2.64809303,0.74636565,0.00738421,1.59340452,0.72204691,1.32094715,0.00000000
-4.67333667,2.50598369,0.70132138,0.00699115,1.50526931,0.68449838,1.25645161,0.00000000
-4.66733367,2.37261169,0.66016160,0.00663424,1.42164307,0.64955095,1.19481599,0.00000000
-4.66133067,2.24897608,0.62315871,0.00631552,1.34331852,0.61748824,1.13654955,0.00000000
-4.65532766,2.13600762,0.59055903,0.00603701,1.27104931,0.58856218,1.08213584,0.00000000
-4.64932466,2.03455975,0.56258202,0.00580068,1.20554047,0.56299016,1.03202633,0.00000000
-4.64332166,1.94539678,0.53941824,0.00560841,1.14743694,0.54095210,0.98663302,0.00000000
-4.63731866,1.86917952,0.52122587,0.00546190,1.09731075,0.52258749,0.94632033,0.00000000
-4.63131566,1.80644876,0.50812601,0.00536268,1.05564686,0.50799243,0.91139660,0.00000000
-4.62531266,1.75760749,0.50019692,0.00531194,1.02282845,0.49721689,0.88210553,0.00000000
-4.61930965,1.72290256,0.49746753,0.00531050,0.99912212,0.49026225,0.85861795,0.00000000
-4.61330665,1.70240699,0.49991061,0.00535870,0.98466394,0.48707941,0.84102447,0.00000000
-4.60730365,1.69600416,0.50743613,0.00545630,0.97944705,0.48756752,0.82932941,0.00000000
-4.60130065,1.70337482,0.51988518,0.00560242,0.98331166,0.49157371,0.82344645,0.00000000
-4.59529765,1.72398840,0.53702516,0.00579543,0.99593839,0.49889378,0.82319645,0.00000000
-4.58929465,1.75709939,0.55854657,0.00603297,1.01684557,0.50927422,0.82830767,0.00000000
-4.58329165,1.80174986,0.58406198,0.00631183,1.04539120,0.52241542,0.83841872,0.00000000
-4.57728864,1.85677868,0.61310746,0.00662803,1.08078009,0.53797640,0.85308425,0.00000000
-4.57128564,1.92083783,0.64514689,0.00697680,1.12207628,0.55558080,0.87178360,0.00000000
-4.56528264,1.99241583,0.67957914,0.00735265,1.16822099,0.57482427,0.89393206,0.00000000
-4.55927964,2.06986809,0.71574820,0.00774946,1.21805559,0.59528307,0.91889470,0.00000000
-4.55327664,2.15145349,0.75295615,0.00816058,1.27034942,0.61652365,0.94600234,0.00000000
-4.54727364,2.23537613,0.79047857,0.00857902,1.32383128,0.63811302,0.97456920,0.00000000
-4.54127064,2.31983116,0.82758201,0.00899755,1.37722396,0.65962956,1.00391177,0.00000000
-4.53526763,2.40305292,0.86354285,0.00940893,1.42928032,0.68067404,1.03336809,0.00000000
-4.52926463,2.48336380,0.89766693,0.00980607,1.47881959,0.70088027,1.06231701,0.00000000
-4.52326163,2.55922179,0.92930902,0.01018224,1.52476247,0.71992518,1.09019644,0.00000000
-4.51725863,2.62926487,0.95789145,0.01053123,1.56616350,0.73753788,1.11652020,0.00000000
-4.51125563,2.69235039,0.98292097,0.01084757,1.60223920,0.75350724,1.14089250,0.00000000
-4.50525263,2.74758761,1.00400304,0.01112661,1.63239077,0.76768787,1.16301968,0.00000000
-4.49924962,2.79436213,1.02085299,0.01136471,1.65622025,0.78000400,1.18271860,0.00000000
-4.49324662,2.83235092,1.03330338,0.01155929,1.67353931,0.79045126,1.19992140,0.00000000
-4.48724362,2.86152733,1.04130719,0.01170889,1.68437036,0.79909613,1.21467627,0.00000000
-4.48124062,2.88215583,1.04493678,0.01181321,1.68893970,0.80607314,1.22714435,0.00000000
-4.47523762,2.89477665,1.04437849,0.01187311,1.68766327,0.81157988,1.23759268,0.00000000
-4.46923462,2.90018104,1.03992322,0.01189050,1.68112546,0.81586992,1.24638367,0.00000000
-4.46323162,2.89937824,1.03195343,0.01186831,1.67005216,0.81924410,1.25396132,0.00000000
-4.45722861,2.89355565,1.02092712,0.01181035,1.65527927,0.82204031,1.26083488,0.00000000
-4.45122561,2.88403393,1.00735958,0.01172121,1.63771814,0.82462234,1.26756057,0.00000000
-4.44522261,2.87221901,0.99180378,0.01160608,1.61831963,0.82736809,1.27472199,0.00000000
-4.43921961,2.85955299,0.97483016,0.01147062,1.59803829,0.83065770,1.28291016,0.00000000
-4.43321661,2.84746590,0.95700692,0.01132079,1.57779832,0.83486187,1.29270370,0.00000000
-4.42721361,2.83733011,0.93888142,0.01116269,1.55846260,0.84033091,1.30465000,0.00000000
-4.42121061,2.83041903,0.92096353,0.01100244,1.54080603,0.84738467,1.31924785,0.00000000
-4.41520760,2.82787124,0.90371155,0.01084599,1.52549395,0.85630380,1.33693210,0.00000000
-4.40920460,2.83066111,0.88752098,0.01069907,1.51306624,0.86732232,1.35806073,0.00000000
-4.40320160,2.83957621,0.87271660,0.01056702,1.50392729,0.88062173,1.38290441,0.00000000
-4.39719860,2.85520181,0.85954771,0.01045473,1.49834179,0.89632661,1.41163879,0.00000000
-4.39119560,2.87791221,0.84818663,0.01036657,1.49643581,0.91450164,1.44433939,0.00000000
-4.38519260,2.90786830,0.83873008,0.01030630,1.49820267,0.93515005,1.48097907,0.00000000
-4.37918959,2.94502081,0.83120319,0.01027705,1.50351276,0.95821323,1.52142766,0.00000000
-4.37318659,2.98911823,0.82556553,0.01028127,1.51212636,0.98357141,1.56545380,0.00000000
-4.36718359,3.03971860,0.82171889,0.01032070,1.52370853,1.01104533,1.61272846,0.00000000
-4.36118059,3.09620419,0.81951598,0.01039636,1.53784526,1.04039864,1.66283006,0.00000000
-4.35517759,3.15779839,0.81876989,0.01050849,1.55405985,1.07134108,1.71525092,0.00000000
-4.34917459,3.22358408,0.81926359,0.01065659,1.57182905,1.10353236,1.76940487,0.00000000
-4.34317159,3.29252299,0.82075914,0.01083938,1.59059828,1.13658667,1.82463606,0.00000000
-4.33716858,3.36347585,0.82300642,0.01105483,1.60979560,1.17007797,1.88022870,0.00000000
-4.33116558,3.43522312,0.82575097,0.01130011,1.62884435,1.20354605,1.93541802,0.00000000
-4.32516258,3.50648626,0.82874095,0.01157170,1.64717424,1.23650347,1.98940231,0.00000000
-4.31915958,3.57594976,0.83173302,0.01186534,1.66423114,1.26844343,2.04135614,0.00000000
-4.31315658,3.64228401,0.83449730,0.01217610,1.67948565,1.29884862,2.09044480,0.00000000
-4.30715358,3.70416896,0.83682131,0.01249849,1.69244075,1.32720103,2.13583994,0.00000000
