energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.74787394,11.49730453,2.19064121,0.83300309,0.00611248,3.63711267,0.26859636,3.56963207,5.35699502,2.41144677
-5.74187094,11.74121479,2.24684632,0.85551520,0.00610458,3.71954695,0.27109160,3.64121413,5.50466115,2.43223361
-5.73586793,11.99335397,2.30145882,0.87994814,0.00612355,3.80636613,0.27344520,3.71328280,5.66029309,2.45638010
-5.72986493,12.25270488,2.35417811,0.90638772,0.00617042,3.89704710,0.27568100,3.78572658,5.82287145,2.48393640
-5.72386193,12.51737905,2.40462057,0.93483342,0.00624522,3.99074259,0.27781062,3.85822133,5.99087207,2.51471511
-5.71785893,12.78464694,2.45232401,0.96519094,0.00634689,4.08630085,0.27983296,3.93022885,6.16229902,2.54829803
-5.71185593,13.05100330,2.49675661,0.99726778,0.00647342,4.18229744,0.28173435,4.00100523,6.33473616,2.58405178
-5.70585293,13.31226450,2.53732989,1.03077228,0.00662180,4.27707753,0.28348930,4.06961827,6.50541488,2.62115119
-5.69984992,13.56369350,2.57341508,1.06531622,0.00678818,4.36880689,0.28506183,4.13497350,6.67129506,2.65860930
-5.69384692,13.80014673,2.60436214,1.10042109,0.00696796,4.45552916,0.28640729,4.19584729,6.82915581,2.69531259
-5.68784392,14.01623698,2.62952036,1.13552805,0.00715590,4.53522723,0.28747449,4.25092585,6.97569241,2.73005977
-5.68184092,14.20650541,2.64825986,1.17001117,0.00734634,4.60588623,0.28820809,4.29884826,7.10761571,2.76160278
-5.67583792,14.36559628,2.65999275,1.20319383,0.00753330,4.66555579,0.28855113,4.33825192,7.22175020,2.78868827
-5.66983492,14.48842771,2.66419331,1.23436763,0.00771071,4.71240957,0.28844753,4.36781844,7.31512761,2.81009835
-5.66383192,14.57035272,2.66041624,1.26281338,0.00787254,4.74479994,0.28784440,4.38631825,7.38507288,2.82468912
-5.65782891,14.60730507,2.64831253,1.28782317,0.00801303,4.76130638,0.28669424,4.39265239,7.42927998,2.83142606
-5.65182591,14.59592566,2.62764224,1.30872310,0.00812684,4.76077637,0.28495668,4.38588979,7.44587567,2.82941524
-5.64582291,14.53366588,2.59828405,1.32489546,0.00820918,4.74235760,0.28259997,4.36529910,7.43346962,2.81792963
-5.63981991,14.41886554,2.56024131,1.33579981,0.00825600,4.70552136,0.27960200,4.33037389,7.39119017,2.79643013
-5.63381691,14.25080390,2.51364468,1.34099197,0.00826406,4.65007642,0.27595091,4.28085076,7.31870525,2.76458077
-5.62781391,14.02972347,2.45875131,1.34014015,0.00823103,4.57617386,0.27164531,4.21671984,7.21622867,2.72225808
-5.62181091,13.75682692,2.39594098,1.33303771,0.00815557,4.48430289,0.26669414,4.13822786,7.08451233,2.66955466
-5.61580790,13.43424858,2.32570935,1.31961186,0.00803731,4.37527839,0.26111622,4.04587378,6.92482535,2.60677694
-5.60980490,13.06500237,2.24865869,1.29992814,0.00787689,4.25022086,0.25493951,3.94039770,6.73892121,2.53443755
-5.60380190,12.65290897,2.16548656,1.27419033,0.00767590,4.11052955,0.24820026,3.82276354,6.52899454,2.45324265
-5.59779890,12.20250511,2.07697274,1.24273591,0.00743682,3.95784992,0.24094193,3.69413645,6.29762901,2.36407476
-5.59179590,11.71893848,1.98396483,1.20602735,0.00716291,3.79403636,0.23321423,3.55585594,6.04773813,2.26797159
-5.58579290,11.20785172,1.88736298,1.16463948,0.00685812,3.62111132,0.22507198,3.40940573,5.78250060,2.16610156
-5.57978989,10.67525915,1.78810395,1.11924351,0.00652693,3.44122187,0.21657416,3.25638139,5.50529213,2.05973682
-5.57378689,10.12741977,1.68714502,1.07058852,0.00617423,3.25659487,0.20778304,3.09845690,5.21961514,1.95022429
-5.56778389,9.57070985,1.58544796,1.01948090,0.00580516,3.06949181,0.19876331,2.93735102,4.92902826,1.83895571
-5.56178089,9.01149832,1.48396346,0.96676273,0.00542495,2.88216419,0.18958150,2.77479449,4.63707689,1.72733735
-5.55577789,8.45602765,1.38361613,0.91328987,0.00503882,2.69681050,0.18030539,2.61249874,4.34722624,1.61676015
-5.54977489,7.91030267,1.28529055,0.85991037,0.00465179,2.51553559,0.17100355,2.45212687,4.06279821,1.50857093
-5.54377189,7.37998931,1.18981841,0.80744407,0.00426859,2.34031320,0.16174499,2.29526730,3.78691296,1.40404544
-5.53776888,6.87032485,1.09796704,0.75666394,0.00389357,2.17295215,0.15259882,2.14341061,3.52243626,1.30436376
-5.53176588,6.38604073,1.01042948,0.70827951,0.00353063,2.01506700,0.14363393,1.99792965,3.27193322,1.21058844
-5.52576288,5.93129876,0.92781618,0.66292300,0.00318314,1.86805330,0.13491867,1.86006306,3.03762912,1.12364595
-5.51975988,5.50964114,0.85064845,0.62113820,0.00285392,1.73306786,0.12652052,1.73090229,2.82137773,1.04431170
-5.51375688,5.12395430,0.77935376,0.58337230,0.00254522,1.61101438,0.11850558,1.61138188,2.62463745,0.97319864
-5.50775388,4.77644644,0.71426273,0.54997070,0.00225876,1.50253429,0.11093812,1.50227302,2.44845558,0.91074991
-5.50175088,4.46863840,0.65560799,0.52117471,0.00199573,1.40800305,0.10387993,1.40418001,2.29346062,0.85723525
-5.49574787,4.20136749,0.60352465,0.49712203,0.00175681,1.32753185,0.09738968,1.31753951,2.15986295,0.81275132
-5.48974487,3.97480334,0.55805236,0.47784976,0.00154226,1.26097445,0.09152209,1.24262233,2.04746348,0.77722574
-5.48374187,3.78847545,0.51913886,0.46329965,0.00135198,1.20793916,0.08632717,1.17953752,1.95567036,0.75042472
-5.47773887,3.64131131,0.48664482,0.45332549,0.00118551,1.16780559,0.08184927,1.12823855,1.88352345,0.73196407
-5.47173587,3.53168439,0.46034976,0.44770204,0.00104217,1.13974597,0.07812626,1.08853134,1.82972598,0.72132321
-5.46573287,3.45747094,0.43995910,0.44613548,0.00092107,1.12275047,0.07518863,1.06008399,1.79268324,0.71786200
-5.45972986,3.41611448,0.42511189,0.44827483,0.00082115,1.11565625,0.07305867,1.04243792,1.77054725,0.72083985
-5.45372686,3.40469665,0.41538935,0.45372407,0.00074131,1.11717939,0.07174972,1.03502034,1.76126687,0.72943682
-5.44772386,3.42001299,0.41032386,0.46205467,0.00068035,1.12594925,0.07126557,1.03715765,1.76264214,0.74277603
-5.44172086,3.45865202,0.40940845,0.47281806,0.00063707,1.14054434,0.07159991,1.04808975,1.77238168,0.75994700
-5.43571786,3.51707573,0.41210645,0.48555778,0.00061027,1.15952882,0.07273599,1.06698472,1.78816175,0.78002923
-5.42971486,3.59169952,0.41786139,0.49982097,0.00059876,1.18148862,0.07464648,1.09295385,1.80768542,0.80211532
-5.42371186,3.67896957,0.42610686,0.51516880,0.00060138,1.20506631,0.07729345,1.12506659,1.82874018,0.82533317
-5.41770885,3.77543545,0.43627625,0.53118567,0.00061700,1.22899353,0.08062858,1.16236509,1.84925221,0.84886628
-5.41170585,3.87781603,0.44781226,0.54748684,0.00064451,1.25211994,0.08459356,1.20387813,1.86733574,0.87197192
-5.40570285,3.98305680,0.46017596,0.56372430,0.00068281,1.27343801,0.08912070,1.24863415,1.88133580,0.89399620
-5.39969985,4.08837704,0.47285533,0.57959085,0.00073079,1.29210243,0.09413372,1.29567314,1.88986294,0.91438583
-5.39369685,4.19130560,0.48537305,0.59482223,0.00078733,1.30744389,0.09954869,1.34405724,1.89181883,0.93269607
-5.38769385,4.28970459,0.49729342,0.60919740,0.00085129,1.31897652,0.10527522,1.39287993,1.88641196,0.94859469
-5.38169085,4.38178077,0.50822832,0.62253710,0.00092149,1.32639898,0.11121773,1.44127393,1.87316283,0.96186186
-5.37568784,4.46608489,0.51784192,0.63470090,0.00099669,1.32958919,0.11727691,1.48841762,1.85189891,0.97238607
-5.36968484,4.54149994,0.52585426,0.64558299,0.00107561,1.32859308,0.12335130,1.53354042,1.82273960,0.98015632
-5.36368184,4.60721972,0.53204341,0.65510707,0.00115693,1.32360800,0.12933893,1.57592706,1.78607218,0.98525120
-5.35767884,4.66271944,0.53624634,0.66322077,0.00123925,1.31496165,0.13513909,1.61492119,1.74251995,0.98782515
-5.35167584,4.70772059,0.53835844,0.66988986,0.00132118,1.30308752,0.14065416,1.64992845,1.69290416,0.98809288
-5.34567284,4.74215237,0.53833166,0.67509288,0.00140127,1.28849811,0.14579139,1.68041934,1.63820160,0.98631257
-5.33966983,4.76611219,0.53617158,0.67881621,0.00147812,1.27175709,0.15046480,1.70593212,1.57949957,0.98276876
-5.33366683,4.77982735,0.53193328,0.68105026,0.00155033,1.25345175,0.15459690,1.72607586,1.51795055,0.97775559
-5.32766383,4.78362028,0.52571643,0.68178664,0.00161657,1.23416689,0.15812046,1.74053381,1.45472813,0.97156138
-5.32166083,4.77787874,0.51765957,0.68101680,0.00167560,1.21446132,0.16098009,1.74906713,1.39098619,0.96445499
-5.31565783,4.76303261,0.50793402,0.67873183,0.00172632,1.19484779,0.16313364,1.75151880,1.32782266,0.95667468
-5.30965483,4.73953778,0.49673742,0.67492369,0.00176776,1.17577706,0.16455351,1.74781765,1.26624904,0.94841975
-5.30365183,4.70786760,0.48428737,0.66958751,0.00179915,1.15762673,0.16522754,1.73798220,1.20716662,0.93984528
-5.29764882,4.66851137,0.47081511,0.66272483,0.00181992,1.14069471,0.16515980,1.72212397,1.15134955,0.93105997
-5.29164582,4.62197930,0.45655963,0.65434746,0.00182973,1.12519762,0.16437090,1.70044998,1.09943510,0.92212699
-5.28564282,4.56881249,0.44176229,0.64448168,0.00182846,1.11127347,0.16289799,1.67326388,1.05192056,0.91306764
-5.27963982,4.50959658,0.42666202,0.63317238,0.00181625,1.09898836,0.16079446,1.64096552,1.00916621,0.90386730
-5.27363682,4.44497703,0.41149122,0.62048683,0.00179348,1.08834631,0.15812906,1.60404846,0.97140359,0.89448331
-5.26763382,4.37567433,0.39647235,0.60651774,0.00176073,1.07930149,0.15498480,1.56309519,0.93874776,0.88485407
-5.26163082,4.30249709,0.38181522,0.59138537,0.00171881,1.07177178,0.15145732,1.51876988,0.91121253,0.87490884
-5.25562781,4.22635137,0.36771488,0.57523849,0.00166872,1.06565282,0.14765297,1.47180857,0.88872732,0.86457751
-5.24962481,4.14824459,0.35435012,0.55825395,0.00161159,1.06083166,0.14368646,1.42300684,0.87115453,0.85379991
-5.24362181,4.06928302,0.34188226,0.54063493,0.00154868,1.05719888,0.13967831,1.37320508,0.85830613,0.84253389
-5.23761881,3.99066192,0.33045440,0.52260787,0.00148133,1.05465880,0.13575198,1.32327174,0.84995868,0.83076187
-5.23161581,3.91364815,0.32019068,0.50441810,0.00141090,1.05313692,0.13203087,1.27408491,0.84586592,0.81849551
-5.22561281,3.83955535,0.31119579,0.48632437,0.00133876,1.05258435,0.12863528,1.22651271,0.84576834,0.80577820
-5.21960980,3.76971252,0.30355431,0.46859261,0.00126622,1.05297901,0.12567926,1.18139320,0.84939963,0.79268530
-5.21360680,3.70542695,0.29733004,0.45148902,0.00119454,1.05432359,0.12326771,1.13951435,0.85648967,0.77932217
-5.20760380,3.64794330,0.29256522,0.43527296,0.00112483,1.05664067,0.12149350,1.10159482,0.86676466,0.76582027
-5.20160080,3.59840055,0.28927963,0.42018987,0.00105808,1.05996520,0.12043503,1.06826621,0.87994441,0.75233135
-5.19559780,3.55778914,0.28746977,0.40646447,0.00099513,1.06433522,0.12015405,1.04005746,0.89573778,0.73902039
-5.18959480,3.52691033,0.28710798,0.39429475,0.00093661,1.06978138,0.12069396,1.01738203,0.91383685,0.72605758
-5.18359180,3.50634041,0.28814190,0.38384676,0.00088300,1.07631609,0.12207859,1.00052823,0.93391062,0.71360985
-5.17758879,3.49640149,0.29049423,0.37525055,0.00083457,1.08392329,0.12431159,0.98965341,0.95559937,0.70183254
-5.17158579,3.49714113,0.29406300,0.36859746,0.00079144,1.09254943,0.12737630,0.98478185,0.97851027,0.69086161
-5.16558279,3.50832195,0.29872260,0.36393876,0.00075354,1.10209657,0.13123624,0.98580694,1.00221519,0.68080688
-5.15957979,3.52942263,0.30432560,0.36128567,0.00072065,1.11241823,0.13583620,0.99249727,1.02625127,0.67174670
-5.15357679,3.55965032,0.31070550,0.36061084,0.00069243,1.12331822,0.14110375,1.00450663,1.05012467,0.66372430
-5.14757379,3.59796480,0.31768051,0.36185114,0.00066843,1.13455289,0.14695130,1.02138751,1.07331783,0.65674596
-5.14157079,3.64311334,0.32505835,0.36491158,0.00064810,1.14583677,0.15327845,1.04260772,1.09530000,0.65078122
-5.13556778,3.69367509,0.33264200,0.36967022,0.00063085,1.15685132,0.15997468,1.06756938,1.11554110,0.64576480
-5.12956478,3.74811338,0.34023631,0.37598385,0.00061606,1.16725653,0.16692218,1.09562985,1.13352812,0.64160040
-5.12356178,3.80483353,0.34765534,0.38369426,0.00060311,1.17670469,0.17399873,1.12612361,1.14878355,0.63816584
-5.11755878,3.86224398,0.35473014,0.39263468,0.00059138,1.18485569,0.18108055,1.15838461,1.16088503,0.63531939
-5.11155578,3.91881810,0.36131669,0.40263638,0.00058030,1.19139307,0.18804502,1.19176813,1.16948510,0.63290689
-5.10555278,3.97315414,0.36730386,0.41353505,0.00056937,1.19603994,0.19477313,1.22567159,1.17433030,0.63076924
-5.09954977,4.02403106,0.37262083,0.42517681,0.00055814,1.19857408,0.20115162,1.25955373,1.17527844,0.62874991
-5.09354677,4.07045801,0.37724388,0.43742371,0.00054626,1.19884130,0.20707488,1.29295152,1.17231327,0.62670212
-5.08754377,4.11171585,0.38120206,0.45015845,0.00053344,1.19676670,0.21244631,1.32549446,1.16555568,0.62449534
-5.08154077,4.14738919,0.38458162,0.46328843,0.00051950,1.19236300,0.21717946,1.35691596,1.15527080,0.62202097
-5.07553777,4.17738820,0.38752878,0.47674880,0.00050435,1.18573592,0.22119876,1.38706153,1.14187063,0.61919690
-5.06953477,4.20195958,0.39025077,0.49050457,0.00048796,1.17708617,0.22443996,1.41589369,1.12591173,0.61597096
-5.06353177,4.22168655,0.39301488,0.50455170,0.00047039,1.16670808,0.22685034,1.44349353,1.10808811,0.61232304
-5.05752876,4.23747798,0.39614545,0.51891714,0.00045177,1.15498503,0.22838867,1.47005881,1.08921927,0.60826612
-5.05152576,4.25054715,0.40001872,0.53365766,0.00043227,1.14238166,0.22902516,1.49589876,1.07023365,0.60384604
-5.04552276,4.26238054,0.40505555,0.54885762,0.00041211,1.12943334,0.22874124,1.52142542,1.05214795,0.59914013
-5.03951976,4.27469737,0.41171200,0.56462549,0.00039155,1.11673301,0.22752932,1.54714172,1.03604268,0.59425485
-5.03351676,4.28940065,0.42046800,0.58108915,0.00037084,1.10491581,0.22539262,1.57362623,1.02303461,0.58932242
-5.02751376,4.30852042,0.43181409,0.59839009,0.00035026,1.09464189,0.22234496,1.60151473,1.01424663,0.58449660
-5.02151076,4.33415018,0.44623666,0.61667638,0.00033007,1.08657756,0.21841055,1.63147879,1.01077581,0.57994755
-5.01550775,4.36837756,0.46420190,0.63609468,0.00031053,1.08137546,0.21362380,1.66420154,1.01366028,0.57585608
-5.00950475,4.41321036,0.48613880,0.65678143,0.00029187,1.07965372,0.20802904,1.70035113,1.02384568,0.57240713
-5.00350175,4.47049971,0.51242186,0.67885342,0.00027428,1.08197496,0.20168021,1.74055240,1.04215207,0.56978268
-4.99749875,4.54186211,0.54335380,0.70239820,0.00025794,1.08882528,0.19464033,1.78535746,1.06924212,0.56815431
-4.99149575,4.62860272,0.57914912,0.72746463,0.00024298,1.10059392,0.18698082,1.83521629,1.10559150,0.56767538
-4.98549275,4.73164267,0.61991907,0.75405424,0.00022949,1.11755420,0.17878066,1.89044847,1.15146249,0.56847330
-4.97948974,4.85145343,0.66565877,0.78211375,0.00021753,1.13984647,0.17012521,1.95121725,1.20688193,0.57064189
-4.97348674,4.98800156,0.71623725,0.81152955,0.00020710,1.16746371,0.16110493,2.01750766,1.27162443,0.57423439
-4.96748374,5.14070731,0.77139105,0.84212451,0.00019819,1.20024070,0.15181376,2.08910991,1.34520200,0.57925736
-4.96148074,5.30842052,0.83072206,0.87365780,0.00019075,1.23784753,0.14234742,2.16560961,1.42686109,0.58566576
-4.95547774,5.48941655,0.89370008,0.90582799,0.00018468,1.27978809,0.13280155,2.24638605,1.51558774,0.59335979
-4.94947474,5.68141491,0.95967040,0.93827987,0.00017988,1.32540426,0.12326977,2.33061948,1.61012163,0.60218359
-4.94347174,5.88162192,1.02786659,0.97061484,0.00017620,1.37388619,0.11384182,2.41730790,1.70897924,0.61192622
-4.93746873,6.08679782,1.09742835,1.00240506,0.00017349,1.42428883,0.10460177,2.50529364,1.81048603,0.62232503
-4.93146573,6.29334753,1.16742397,1.03321068,0.00017158,1.47555471,0.09562641,2.59329897,1.91281742,0.63307152
-4.92546273,6.49743261,1.23687680,1.06259986,0.00017030,1.52654240,0.08698384,2.67996998,2.01404732,0.64381955
-4.91945973,6.69510105,1.30479473,1.09017053,0.00016946,1.57606007,0.07873246,2.76392688,2.11220325,0.65419578
-4.91345673,6.88242960,1.37020154,1.11557302,0.00016888,1.62290291,0.07092017,2.84381874,2.20532590,0.66381195
-4.90745373,7.05567281,1.43216870,1.13853247,0.00016839,1.66589317,0.06358406,2.91837998,2.29153134,0.67227847
-4.90145073,7.21141191,1.48984623,1.15886955,0.00016783,1.70392108,0.05675033,2.98648587,2.36907311,0.67921879
-4.89544772,7.34669605,1.54249111,1.17651853,0.00016704,1.73598505,0.05043461,3.04720398,2.43640199,0.68428394
-4.88944472,7.45916897,1.58949170,1.19154128,0.00016590,1.76122923,0.04464260,3.09983863,2.49222048,0.68716642
-4.88344172,7.54717389,1.63038699,1.20413618,0.00016431,1.77897674,0.03937096,3.14396583,2.53552984,0.68761285
-4.87743872,7.60983106,1.66487973,1.21464120,0.00016217,1.78875695,0.03460832,3.17945623,2.56566731,0.68543474
-4.87143572,7.64708315,1.69284247,1.22353028,0.00015943,1.79032553,0.03033657,3.20648467,2.58233183,0.68051679
-4.86543272,7.65970558,1.71431650,1.23140297,0.00015606,1.78367628,0.02653209,3.22552521,2.58559690,0.67282236
-4.85942971,7.64928069,1.72950345,1.23896715,0.00015205,1.76904411,0.02316710,3.23733161,2.57591012,0.66239584
-4.85342671,7.61813657,1.73875032,1.24701540,0.00014742,1.74689920,0.02021090,3.24290398,2.55407923,0.64936178
-4.84742371,7.56925320,1.74252856,1.25639563,0.00014222,1.71793246,0.01763107,3.24344289,2.52124542,0.63392096
-4.84142071,7.50614062,1.74140858,1.26797706,0.00013650,1.68303326,0.01539450,3.24029345,2.47884510,0.61634351
-4.83541771,7.43269494,1.73603105,1.28261295,0.00013036,1.64326029,0.01346836,3.23488191,2.42856201,0.59695961
-4.82941471,7.35303931,1.72707658,1.30110165,0.00012388,1.59980727,0.01182080,3.22864812,2.37227172,0.57614818
-4.82341171,7.27135788,1.71523552,1.32414751,0.00011719,1.55396470,0.01042158,3.22297726,2.31198109,0.55432413
-4.81740870,7.19173045,1.70117934,1.35232374,0.00011039,1.50707979,0.00924246,3.21913441,2.24976517,0.53192490
-4.81140570,7.11797583,1.68553521,1.38603879,0.00010361,1.46051582,0.00825751,3.21820521,2.18770418,0.50939674
-4.80540270,7.05351076,1.66886477,1.42550795,0.00009698,1.41561278,0.00744325,3.22104556,2.12782270,0.48718148
-4.79939970,7.00123056,1.65164806,1.47073181,0.00009060,1.37365049,0.00677864,3.22824284,2.07203340,0.46570412
-4.79339670,6.96341601,1.63427315,1.52148269,0.00008459,1.33581543,0.00624510,3.24009040,2.02208680,0.44536188
-4.78739370,6.94166958,1.61703142,1.57730011,0.00007906,1.30317195,0.00582629,3.25657645,1.97952830,0.42651470
-4.78139070,6.93688245,1.60011853,1.63749569,0.00007411,1.27663861,0.00550799,3.27738756,1.94566337,0.40947772
-4.77538769,6.94923221,1.58364025,1.70116785,0.00006983,1.25696966,0.00527788,3.30192638,1.92153120,0.39451555
-4.76938469,6.97820953,1.56762254,1.76722584,0.00006628,1.24474179,0.00512530,3.32934244,1.90788677,0.38183842
-4.76338169,7.02267093,1.55202478,1.83442247,0.00006354,1.24034593,0.00504105,3.35857425,1.90519112,0.37160012
-4.75737869,7.08091379,1.53675509,1.90139443,0.00006165,1.24398372,0.00501716,3.38840052,1.91360915,0.36389745
-4.75137569,7.15076885,1.52168666,1.96670866,0.00006065,1.25566825,0.00504673,3.41749783,1.93301439,0.35877113
-4.74537269,7.22970519,1.50667396,2.02891290,0.00006059,1.27522862,0.00512375,3.44450204,1.96299994,0.35620784
-4.73936968,7.31494259,1.49156806,2.08658854,0.00006148,1.30231787,0.00524296,3.46807051,2.00289498,0.35614320
-4.73336668,7.40356615,1.47623017,2.13840324,0.00006334,1.33642396,0.00539977,3.48694241,2.05178602,0.35846554
-4.72736368,7.49263861,1.46054299,2.18316142,0.00006618,1.37688344,0.00559015,3.49999456,2.10854251,0.36302026
-4.72136068,7.57930626,1.44441954,2.21985008,0.00007001,1.42289764,0.00581062,3.50629041,2.17184617,0.36961468
-4.71535768,7.66089488,1.42780928,2.24767813,0.00007484,1.47355109,0.00605821,3.50512046,2.24022373,0.37802328
-4.70935468,7.73499317,1.41070172,2.26610734,0.00008068,1.52783216,0.00633044,3.49603252,2.31208249,0.38799328
-4.70335168,7.79952149,1.39312759,2.27487351,0.00008753,1.58465551,0.00662539,3.47885096,2.38574840,0.39925043
-4.69734867,7.85278456,1.37515798,2.27399685,0.00009540,1.64288625,0.00694165,3.45368434,2.45950593,0.41150517
-4.69134567,7.89350755,1.35690172,2.26378117,0.00010430,1.70136538,0.00727843,3.42092165,2.53163916,0.42445879
-4.68534267,7.92085535,1.33850142,2.24480175,0.00011427,1.75893609,0.00763551,3.38121724,2.60047318,0.43780984
-4.67933967,7.93443524,1.32012835,2.21788253,0.00012533,1.81447021,0.00801332,3.33546572,2.66441479,0.45126046
-4.67333667,7.93428407,1.30197667,2.18406363,0.00013753,1.86689418,0.00841289,3.28476766,2.72199130,0.46452258
-4.66733367,7.92084067,1.28425689,2.14456057,0.00015091,1.91521366,0.00883588,3.23038782,2.77188631,0.47732386
-4.66133067,7.89490528,1.26718905,2.10071724,0.00016555,1.95853595,0.00928445,3.17370751,2.81297096,0.48941318
-4.65532766,7.85758758,1.25099545,2.05395437,0.00018153,1.99608928,0.00976124,3.11617310,2.84432956,0.50056543
-4.64932466,7.81024534,1.23589308,2.00571612,0.00019895,2.02723821,0.01026922,3.05924248,2.86527853,0.51058554
-4.64332166,7.75441605,1.22208596,1.95741687,0.00021794,2.05149447,0.01081153,3.00433167,2.87537757,0.51931150
