energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up
-5.83191596,3.93697914,0.01898575,0.08312211,0.86131640,1.25586817,0.63826469,0.00000000,0.05032124,1.31473134
-5.82591296,3.91722908,0.02189620,0.08339615,0.86261936,1.25107780,0.63587056,0.00000000,0.04944509,1.30611021
-5.81990995,3.89511765,0.02531099,0.08368458,0.86238124,1.24500065,0.63340564,0.00000000,0.04906547,1.29633404
-5.81390695,3.87251183,0.02927880,0.08400042,0.86092821,1.23840759,0.63110990,0.00000000,0.04917102,1.28596110
-5.80790395,3.85154632,0.03384693,0.08435994,0.85865907,1.23215677,0.62926765,0.00000000,0.04975085,1.27564686
-5.80190095,3.83454111,0.03905977,0.08478167,0.85603006,1.22716168,0.62819544,0.00000000,0.05079465,1.26611891
-5.79589795,3.82390531,0.04495699,0.08528512,0.85353633,1.22435489,0.62822748,0.00000000,0.05229260,1.25814722
-5.78989495,3.82203198,0.05157173,0.08588940,0.85169102,1.22464907,0.62969909,0.00000000,0.05423499,1.25251115
-5.78389195,3.83118876,0.05892853,0.08661181,0.85100294,1.22889696,0.63292925,0.00000000,0.05661182,1.24996502
-5.77788894,3.85340985,0.06704135,0.08746644,0.85195377,1.23785207,0.63820286,0.00000000,0.05941219,1.25120358
-5.77188594,3.89039428,0.07591149,0.08846301,0.85497601,1.25213211,0.64575387,0.00000000,0.06262375,1.25682940
-5.76588294,3.94341550,0.08552578,0.08960582,0.86043260,1.27218654,0.65574993,0.00000000,0.06623211,1.26732335
-5.75987994,4.01324666,0.09585483,0.09089315,0.86859918,1.29827010,0.66827952,0.00000000,0.07022036,1.28301988
-5.75387694,4.10010495,0.10685173,0.09231684,0.87964988,1.33042332,0.68334214,0.00000000,0.07456863,1.30408791
-5.74787394,4.20361789,0.11845099,0.09386237,0.89364709,1.36846126,0.70084220,0.00000000,0.07925381,1.33051838
-5.74187094,4.32281312,0.13056814,0.09550929,0.91053592,1.41197091,0.72058686,0.00000000,0.08424939,1.36211880
-5.73586793,4.45613223,0.14309973,0.09723188,0.93014333,1.46031770,0.74228813,0.00000000,0.08952536,1.39851513
-5.72986493,4.60146822,0.15592403,0.09900031,0.95218214,1.51266091,0.76556910,0.00000000,0.09504834,1.43916077
-5.72386193,4.75622502,0.16890236,0.10078190,0.97625955,1.56797749,0.78997422,0.00000000,0.10078169,1.48335214
-5.71785893,4.91739669,0.18188105,0.10254259,1.00188999,1.62509353,0.81498309,0.00000000,0.10668575,1.53025038
-5.71185593,5.08166295,0.19469413,0.10424854,1.02851156,1.68272208,0.84002735,0.00000000,0.11271812,1.57890789
-5.70585293,5.24549722,0.20716650,0.10586772,1.05550539,1.73950595,0.86450982,0.00000000,0.11883401,1.62829892
-5.69984992,5.40528278,0.21911772,0.10737136,1.08221718,1.79406369,0.88782523,0.00000000,0.12498659,1.67735269
-5.69384692,5.55743248,0.23036619,0.10873539,1.10797998,1.84503713,0.90938159,0.00000000,0.13112731,1.72498799
-5.68784392,5.69850722,0.24073357,0.10994149,1.13213729,1.89113827,0.92862127,0.00000000,0.13720634,1.77014778
-5.68184092,5.82532874,0.25004947,0.11097801,1.15406561,1.93119395,0.94504102,0.00000000,0.14317298,1.81183257
-5.67583792,5.93508250,0.25815600,0.11184049,1.17319553,1.96418628,0.95821000,0.00000000,0.14897611,1.84913146
-5.66983492,6.02540681,0.26491219,0.11253192,1.18903068,1.98928731,0.96778517,0.00000000,0.15456471,1.88124978
-5.66383192,6.09446526,0.27019808,0.11306262,1.20116376,2.00588655,0.97352341,0.00000000,0.15988849,1.90753246
-5.65782891,6.14099994,0.27391825,0.11344981,1.20928916,2.01361030,0.97528985,0.00000000,0.16489853,1.92748245
-5.65182591,6.16436399,0.27600475,0.11371686,1.21321181,2.01233212,0.97306235,0.00000000,0.16954810,1.94077373
-5.64582291,6.16453283,0.27641925,0.11389237,1.21285199,2.00217405,0.96693176,0.00000000,0.17379353,1.94725868
-5.63981991,6.14209409,0.27515429,0.11400889,1.20824606,1.98349881,0.95709833,0.00000000,0.17759521,1.94696975
-5.63381691,6.09821754,0.27223368,0.11410164,1.19954320,1.95689332,0.94386426,0.00000000,0.18091856,1.94011552
-5.62781391,6.03460653,0.26771198,0.11420693,1.18699840,1.92314467,0.92762308,0.00000000,0.18373513,1.92707169
-5.62181091,5.95343363,0.26167302,0.11436072,1.17096215,1.88320934,0.90884618,0.00000000,0.18602363,1.90836734
-5.61580790,5.85726338,0.25422766,0.11459708,1.15186731,1.83817760,0.88806726,0.00000000,0.18777086,1.88466723
-5.60980490,5.74896569,0.24551075,0.11494672,1.13021380,1.78923427,0.86586541,0.00000000,0.18897260,1.85675092
-5.60380190,5.63162348,0.23567750,0.11543566,1.10655170,1.73761797,0.84284744,0.00000000,0.18963419,1.82548953
-5.59779890,5.50843851,0.22489932,0.11608412,1.08146373,1.68458039,0.81963041,0.00000000,0.18977102,1.79182116
-5.59179590,5.38263894,0.21335944,0.11690550,1.05554752,1.63134737,0.79682476,0.00000000,0.18940866,1.75672580
-5.58579290,5.25739222,0.20124827,0.11790578,1.02939863,1.57908338,0.77501887,0.00000000,0.18858271,1.72120062
-5.57978989,5.13572628,0.18875883,0.11908307,1.00359483,1.52886056,0.75476542,0.00000000,0.18733837,1.68623654
-5.57378689,5.02046160,0.17608235,0.12042753,0.97868228,1.48163363,0.73657000,0.00000000,0.18572971,1.65279672
-5.56778389,4.91415593,0.16340417,0.12192164,0.95516390,1.43822108,0.72088212,0.00000000,0.18381861,1.62179756
-5.56178089,4.81906292,0.15090004,0.12354072,0.93349045,1.39929325,0.70808874,0.00000000,0.18167355,1.59409263
-5.55577789,4.73710493,0.13873299,0.12525379,0.91405422,1.36536711,0.69851038,0.00000000,0.17936810,1.57045975
-5.54977489,4.66985960,0.12705074,0.12702467,0.89718554,1.33680756,0.69239941,0.00000000,0.17697935,1.55159120
-5.54377189,4.61855915,0.11598379,0.12881339,0.88315185,1.31383438,0.68994046,0.00000000,0.17458620,1.53808699
-5.53776888,4.58410049,0.10564407,0.13057763,0.87215902,1.29653410,0.69125243,0.00000000,0.17226760,1.53045081
-5.53176588,4.56706404,0.09612427,0.13227436,0.86435459,1.28487552,0.69639176,0.00000000,0.17010083,1.52908822
-5.52576288,4.56773844,0.08749768,0.13386150,0.85983245,1.27872763,0.70535644,0.00000000,0.16815979,1.53430646
-5.51975988,4.58614847,0.07981862,0.13529948,0.85863830,1.27787866,0.71809046,0.00000000,0.16651336,1.54631541
-5.51375688,4.62208341,0.07312324,0.13655268,0.86077553,1.28205493,0.73448807,0.00000000,0.16522390,1.56522886
-5.50775388,4.67512326,0.06743072,0.13759069,0.86621083,1.29093835,0.75439786,0.00000000,0.16434574,1.59106582
-5.50175088,4.74466083,0.06274471,0.13838925,0.87487920,1.30418155,0.77762608,0.00000000,0.16392389,1.62375114
-5.49574787,4.82991802,0.05905498,0.13893095,0.88668792,1.32141997,0.80393933,0.00000000,0.16399278,1.66311536
-5.48974487,4.92995565,0.05633917,0.13920549,0.90151930,1.34228025,0.83306649,0.00000000,0.16457517,1.70889360
-5.48374187,5.04367652,0.05456455,0.13920968,0.91923202,1.36638502,0.86470004,0.00000000,0.16568117,1.76072365
-5.47773887,5.16982268,0.05368973,0.13894699,0.93966119,1.39335395,0.89849693,0.00000000,0.16730738,1.81814345
-5.47173587,5.30696801,0.05366629,0.13842692,0.96261717,1.42280171,0.93407930,0.00000000,0.16943630,1.88058862
-5.46573287,5.45350822,0.05444023,0.13766397,0.98788360,1.45433333,0.97103535,0.00000000,0.17203589,1.94739055
-5.45972986,5.60765072,0.05595330,0.13667652,1.01521472,1.48753787,1.00892075,0.00000000,0.17505946,2.01777588
-5.45372686,5.76740679,0.05814408,0.13548555,1.04433275,1.52198146,1.04726084,0.00000000,0.17844582,2.09086801
-5.44772386,5.93058886,0.06094884,0.13411330,1.07492547,1.55720054,1.08555401,0.00000000,0.18211994,2.16569153
-5.44172086,6.09481509,0.06430223,0.13258202,1.10664457,1.59269642,1.12327640,0.00000000,0.18599389,2.24118004
-5.43571786,6.25752344,0.06813776,0.13091275,1.13910515,1.62793204,1.15988795,0.00000000,0.18996831,2.31618788
-5.42971486,6.41599622,0.07238805,0.12912437,1.17188669,1.66233147,1.19484004,0.00000000,0.19393442,2.38950588
-5.42371186,6.56739602,0.07698502,0.12723281,1.20453554,1.69528283,1.22758433,0.00000000,0.19777634,2.45988127
-5.41770885,6.70881253,0.08185988,0.12525051,1.23656931,1.72614465,1.25758271,0.00000000,0.20137393,2.52604114
-5.41170585,6.83731931,0.08694308,0.12318615,1.26748285,1.75425581,1.28431803,0.00000000,0.20460602,2.58671908
-5.40570285,6.95003855,0.09216425,0.12104470,1.29675594,1.77894850,1.30730514,0.00000000,0.20735380,2.64068394
-5.39969985,7.04421136,0.09745207,0.11882760,1.32386228,1.79956395,1.32610183,0.00000000,0.20950440,2.68676990
-5.39369685,7.11727065,0.10273434,0.11653327,1.34827956,1.81546983,1.34031923,0.00000000,0.21095452,2.72390629
-5.38769385,7.16691318,0.10793800,0.11415769,1.36950032,1.82607880,1.34963104,0.00000000,0.21161383,2.75114639
-5.38169085,7.19116751,0.11298947,0.11169519,1.38704304,1.83086693,1.35378151,0.00000000,0.21140818,2.76769345
-5.37568784,7.18845472,0.11781501,0.10913922,1.40046321,1.82939128,1.35259146,0.00000000,0.21028226,2.77292328
-5.36968484,7.15763891,0.12234135,0.10648323,1.40936393,1.82130551,1.34596237,0.00000000,0.20820184,2.76640207
-5.36368184,7.09806532,0.12649661,0.10372151,1.41340565,1.80637294,1.33387832,0.00000000,0.20515521,2.74789892
-5.35767884,7.00958427,0.13021125,0.10084992,1.41231479,1.78447626,1.31640571,0.00000000,0.20115401,2.71739249
-5.35167584,6.89256016,0.13341936,0.09786660,1.40589102,1.75562350,1.29369085,0.00000000,0.19623323,2.67507157
-5.34567284,6.74786520,0.13606001,0.09477257,1.39401281,1.71995006,1.26595566,0.00000000,0.19045049,2.62132971
-5.33966983,6.57685851,0.13807872,0.09157214,1.37664132,1.67771673,1.23349164,0.00000000,0.18388455,2.55675416
-5.33366683,6.38135174,0.13942896,0.08827331,1.35382238,1.62930383,1.19665239,0.00000000,0.17663324,2.48210975
-5.32766383,6.16356297,0.14007360,0.08488794,1.32568663,1.57520193,1.15584509,0.00000000,0.16881083,2.39831849
-5.32166083,5.92606093,0.13998622,0.08143181,1.29244769,1.51599950,1.11152115,0.00000000,0.16054492,2.30643574
-5.31565783,5.67170203,0.13915225,0.07792464,1.25439857,1.45236811,1.06416653,0.00000000,0.15197313,2.20762385
-5.30965483,5.40356253,0.13756983,0.07438990,1.21190624,1.38504595,1.01429178,0.00000000,0.14323961,2.10312445
-5.30365183,5.12486847,0.13525029,0.07085457,1.16540466,1.31482011,0.96242229,0.00000000,0.13449147,1.99423012
-5.29764882,4.83892550,0.13221833,0.06734883,1.11538625,1.24250841,0.90908885,0.00000000,0.12587540,1.88225646
-5.29164582,4.54905074,0.12851170,0.06390563,1.06239223,1.16894149,0.85481874,0.00000000,0.11753442,1.76851529
-5.28564282,4.25850847,0.12418051,0.06056021,1.00700186,1.09494540,0.80012741,0.00000000,0.10960497,1.65428967
-5.27963982,3.97045102,0.11928616,0.05734956,0.94982096,1.02132551,0.74551097,0.00000000,0.10221428,1.54081120
-5.27363682,3.68786601,0.11389985,0.05431185,0.89147011,0.94885186,0.69143949,0.00000000,0.09547811,1.42924004
-5.26763382,3.41353071,0.10810080,0.05148579,0.83257266,0.87824631,0.63835116,0.00000000,0.08949892,1.32064786
-5.26163082,3.14997399,0.10197426,0.04891005,0.77374306,0.81017175,0.58664736,0.00000000,0.08436429,1.21600393
-5.25562781,2.89944612,0.09560936,0.04662262,0.71557583,0.74522343,0.53668870,0.00000000,0.08014581,1.11616432
-5.24962481,2.66389642,0.08909690,0.04466022,0.65863546,0.68392238,0.48879196,0.00000000,0.07689817,1.02186423
-5.24362181,2.44495873,0.08252720,0.04305776,0.60344764,0.62671108,0.44322809,0.00000000,0.07465859,0.93371336
-5.23761881,2.24394426,0.07598803,0.04184789,0.55049199,0.57395117,0.40022110,0.00000000,0.07344649,0.85219417
-5.23161581,2.06184163,0.06956286,0.04106060,0.50019661,0.52592312,0.35994801,0.00000000,0.07326340,0.77766283
-5.22561281,1.89932357,0.06332925,0.04072297,0.45293456,0.48282781,0.32253973,0.00000000,0.07409307,0.71035272
-5.21960980,1.75675983,0.05735767,0.04085909,0.40902223,0.44478966,0.28808288,0.00000000,0.07590184,0.65038024
-5.21360680,1.63423569,0.05171062,0.04148999,0.36871980,0.41186133,0.25662247,0.00000000,0.07863916,0.59775263
-5.20760380,1.53157540,0.04644214,0.04263387,0.33223348,0.38402966,0.22816542,0.00000000,0.08223853,0.55237766
-5.20160080,1.44836993,0.04159762,0.04430637,0.29971944,0.36122251,0.20268477,0.00000000,0.08661850,0.51407481
-5.19559780,1.38400803,0.03721398,0.04652099,0.27128913,0.34331656,0.18012446,0.00000000,0.09168413,0.48258769
-5.18959480,1.33770989,0.03332006,0.04928960,0.24701563,0.33014536,0.16040448,0.00000000,0.09732870,0.45759732
-5.18359180,1.30856221,0.02993729,0.05262302,0.22694078,0.32150777,0.14342636,0.00000000,0.10343568,0.43873595
-5.17758879,1.29555366,0.02708042,0.05653158,0.21108234,0.31717621,0.12907866,0.00000000,0.10988111,0.42560099
-5.17158579,1.29760960,0.02475836,0.06102565,0.19944120,0.31690449,0.11724232,0.00000000,0.11653612,0.41776866
-5.16558279,1.31362478,0.02297503,0.06611605,0.19200772,0.32043511,0.10779568,0.00000000,0.12326975,0.41480698
-5.15957979,1.34249283,0.02173015,0.07181424,0.18876717,0.32750547,0.10061901,0.00000000,0.12995185,0.41628760
-5.15357679,1.38313153,0.02101989,0.07813237,0.18970370,0.33785301,0.09559833,0.00000000,0.13645608,0.42179614
-5.14757379,1.43450268,0.02083737,0.08508288,0.19480255,0.35121900,0.09262829,0.00000000,0.14266281,0.43094061
-5.14157079,1.49562593,0.02117299,0.09267790,0.20405041,0.36735082,0.09161418,0.00000000,0.14846188,0.44335771
-5.13556778,1.56558585,0.02201452,0.10092820,0.21743365,0.38600281,0.09247283,0.00000000,0.15375503,0.45871663
-5.12956478,1.64353214,0.02334707,0.10984176,0.23493448,0.40693550,0.09513235,0.00000000,0.15845804,0.47672044
-5.12356178,1.72867292,0.02515276,0.11942202,0.25652519,0.42991361,0.09953083,0.00000000,0.16250233,0.49710477
-5.11755878,1.82026177,0.02741038,0.12966583,0.28216062,0.45470276,0.10561393,0.00000000,0.16583600,0.51963420
-5.11155578,1.91757923,0.03009481,0.14056111,0.31176925,0.48106530,0.11333155,0.00000000,0.16842439,0.54409632
-5.10555278,2.01991012,0.03317653,0.15208449,0.34524336,0.50875567,0.12263372,0.00000000,0.17024993,0.57029409
-5.09954977,2.12651825,0.03662101,0.16419885,0.38242874,0.53751551,0.13346588,0.00000000,0.17131151,0.59803680
-5.09354677,2.23662029,0.04038828,0.17685106,0.42311474,0.56706914,0.14576385,0.00000000,0.17162334,0.62713028
-5.08754377,2.34936088,0.04443258,0.18997011,0.46702514,0.59711975,0.15944877,0.00000000,0.17121330,0.65736711
-5.08154077,2.46379100,0.04870224,0.20346556,0.51381062,0.62734677,0.17442229,0.00000000,0.17012104,0.68851741
-5.07553777,2.57885151,0.05313976,0.21722678,0.56304352,0.65740475,0.19056233,0.00000000,0.16839586,0.72032095
-5.06953477,2.69336371,0.05768227,0.23112283,0.61421540,0.68692417,0.20771973,0.00000000,0.16609447,0.75248129
-5.06353177,2.80602827,0.06226217,0.24500331,0.66673801,0.71551415,0.22571610,0.00000000,0.16327878,0.78466248
-5.05752876,2.91543358,0.06680819,0.25870007,0.71994789,0.74276742,0.24434301,0.00000000,0.16001386,0.81648868
-5.05152576,3.02007383,0.07124668,0.27202998,0.77311496,0.76826725,0.26336278,0.00000000,0.15636616,0.84754716
-5.04552276,3.11837682,0.07550322,0.28479846,0.82545497,0.79159630,0.28251101,0.00000000,0.15240191,0.87739456
-5.03951976,3.20874065,0.07950440,0.29680409,0.87614563,0.81234699,0.30150070,0.00000000,0.14818604,0.90556651
-5.03351676,3.28957792,0.08317981,0.30784370,0.92434603,0.83013299,0.32002805,0.00000000,0.14378129,0.93159009
-5.02751376,3.35936569,0.08646406,0.31771816,0.96921870,0.84460132,0.33777977,0.00000000,0.13924777,0.95499875
-5.02151076,3.41669870,0.08929881,0.32623837,1.00995346,0.85544440,0.35444149,0.00000000,0.13464279,0.97534904
-5.01550775,3.46034342,0.09163471,0.33323134,1.04579218,0.86241154,0.36970712,0.00000000,0.13002094,0.99223818
-5.00950475,3.48929008,0.09343321,0.33854603,1.07605331,0.86531911,0.38328861,0.00000000,0.12543433,1.00532175
-5.00350175,3.50279996,0.09466797,0.34205876,1.10015524,0.86405904,0.39492585,0.00000000,0.12093299,1.01433053
-4.99749875,3.50044537,0.09532611,0.34367779,1.11763718,0.85860493,0.40439607,0.00000000,0.11656525,1.01908551
-4.99149575,3.48214018,0.09540896,0.34334702,1.12817687,0.84901563,0.41152240,0.00000000,0.11237809,1.01951034
-4.98549275,3.44815914,0.09493240,0.34104851,1.13160396,0.83543594,0.41618124,0.00000000,0.10841737,1.01564051
-4.97948974,3.39914481,0.09392685,0.33680372,1.12790870,0.81809434,0.41830793,0.00000000,0.10472797,1.00762870
-4.97348674,3.33610167,0.09243674,0.33067346,1.11724529,0.79729787,0.41790061,0.00000000,0.10135369,0.99574607
-4.96748374,3.26037765,0.09051961,0.32275648,1.09992986,0.77342440,0.41502205,0.00000000,0.09833706,0.98037934
-4.96148074,3.17363385,0.08824493,0.31318681,1.07643316,0.74691253,0.40979938,0.00000000,0.09571883,0.96202375
-4.95547774,3.07780397,0.08569255,0.30212996,1.04736832,0.71824977,0.40242176,0.00000000,0.09353752,0.94127245
-4.94947474,2.97504547,0.08295102,0.28977819,1.01347434,0.68795935,0.39313618,0.00000000,0.09182867,0.91880259
-4.94347174,2.86768471,0.08011573,0.27634503,0.97559600,0.65658633,0.38224165,0.00000000,0.09062417,0.89535908
-4.93746873,2.75815876,0.07728709,0.26205936,0.93466136,0.62468376,0.37008197,0.00000000,0.08995149,0.87173659
-4.93146573,2.64895644,0.07456869,0.24715924,0.89165761,0.59279918,0.35703762,0.00000000,0.08983304,0.84876080
-4.92546273,2.54256117,0.07206566,0.23188584,0.84760663,0.56146233,0.34351698,0.00000000,0.09028552,0.82726971
-4.91945973,2.44139792,0.06988312,0.21647767,0.80354098,0.53117423,0.32994743,0.00000000,0.09131951,0.80809564
-4.91345673,2.34778613,0.06812492,0.20116525,0.76048144,0.50239820,0.31676646,0.00000000,0.09293918,0.79204887
-4.90745373,2.26390005,0.06689256,0.18616665,0.71941673,0.47555296,0.30441328,0.00000000,0.09514220,0.77990316
-4.90145073,2.19173734,0.06628432,0.17168362,0.68128598,0.45100788,0.29332106,0.00000000,0.09791982,0.77238362
-4.89544772,2.13309609,0.06639466,0.15789883,0.64696421,0.42908045,0.28390988,0.00000000,0.10125720,0.77015699
-4.88944472,2.08956007,0.06731360,0.14497388,0.61725104,0.41003580,0.27658050,0.00000000,0.10513389,0.77382428
-4.88344172,2.06249113,0.06912633,0.13304826,0.59286231,0.39408794,0.27170896,0.00000000,0.10952440,0.78391550
-4.87743872,2.05302766,0.07191267,0.12223909,0.57442445,0.38140247,0.26964179,0.00000000,0.11439898,0.80088592
-4.87143572,2.06208715,0.07574650,0.11264153,0.56247100,0.37210044,0.27069164,0.00000000,0.11972430,0.82511360
-4.86543272,2.09037121,0.08069494,0.10432977,0.55744078,0.36626260,0.27513340,0.00000000,0.12546427,0.85689717
-4.85942971,2.13837100,0.08681732,0.09735836,0.55967699,0.36393408,0.28320018,0.00000000,0.13158065,0.89645366
-4.85342671,2.20637131,0.09416376,0.09176378,0.56942670,0.36512857,0.29507937,0.00000000,0.13803370,0.94391547
-4.84742371,2.29445187,0.10277347,0.08756601,0.58684016,0.36983201,0.31090842,0.00000000,0.14478254,0.99932628
-4.84142071,2.40248460,0.11267259,0.08477010,0.61196951,0.37800530,0.33077030,0.00000000,0.15178537,1.06263555
-4.83541771,2.53012645,0.12387183,0.08336743,0.64476664,0.38958580,0.35468875,0.00000000,0.15899951,1.13369151
-4.82941471,2.67680767,0.13636378,0.08333678,0.68508018,0.40448765,0.38262334,0.00000000,0.16638120,1.21223297
-4.82341171,2.84171639,0.15012011,0.08464495,0.73265174,0.42260079,0.41446465,0.00000000,0.17388524,1.29788026
-4.81740870,3.02378051,0.16508885,0.08724717,0.78711181,0.44378885,0.45002984,0.00000000,0.18146446,1.39012608
-4.81140570,3.22164908,0.18119173,0.09108708,0.84797582,0.46788621,0.48905898,0.00000000,0.18906917,1.48832707
-4.80540270,3.43367515,0.19832212,0.09609652,0.91464110,0.49469445,0.53121268,0.00000000,0.19664649,1.59169721
-4.79939970,3.65790275,0.21634336,0.10219522,0.98638549,0.52397867,0.57607137,0.00000000,0.20413987,1.69930406
-4.79339670,3.89206071,0.23508810,0.10929034,1.06236842,0.55546415,0.62313677,0.00000000,0.21148866,1.81006898
-4.78739370,4.13356568,0.25435847,0.11727623,1.14163523,0.58883377,0.67183594,0.00000000,0.21862793,1.92277235
-4.78139070,4.37953667,0.27392751,0.12603438,1.22312543,0.62372663,0.72152816,0.00000000,0.22548859,2.03606444
-4.77538769,4.62682266,0.29354176,0.13543370,1.30568524,0.65973839,0.77151484,0.00000000,0.23199785,2.14848265
-4.76938469,4.87204433,0.31292520,0.14533132,1.38808488,0.69642344,0.82105253,0.00000000,0.23808003,2.25847505
-4.76338169,5.11164988,0.33178442,0.15557387,1.46904026,0.73329936,0.86936873,0.00000000,0.24365769,2.36443018
-4.75737869,5.34198428,0.34981496,0.16599939,1.54723909,0.76985350,0.91568030,0.00000000,0.24865319,2.46471235
-4.75137569,5.55936997,0.36670861,0.17643982,1.62137044,0.80555178,0.95921383,0.00000000,0.25299049,2.55770143
-4.74537269,5.76019663,0.38216155,0.18672401,1.69015694,0.83984945,0.99922720,0.00000000,0.25659706,2.64183570
-4.73936968,5.94101641,0.39588282,0.19668121,1.75238856,0.87220341,1.03503166,0.00000000,0.25940609,2.71565602
-4.73336668,6.09864076,0.40760299,0.20614489,1.80695626,0.90208566,1.06601331,0.00000000,0.26135851,2.77784949
-4.72736368,6.23023441,0.41708255,0.21495679,1.85288444,0.92899728,1.09165308,0.00000000,0.26240502,2.82729039
-4.72136068,6.33340218,0.42411964,0.22297091,1.88936028,0.95248232,1.11154419,0.00000000,0.26250785,2.86307667
-4.71535768,6.40626421,0.42855680,0.23005736,1.91575885,0.97214099,1.12540616,0.00000000,0.26164220,2.88455988
-4.70935468,6.44751589,0.43028640,0.23610588,1.93166247,0.98764133,1.13309470,0.00000000,0.25979729,2.89136725
-4.70335168,6.45646934,0.42925452,0.24102874,1.93687344,0.99872900,1.13460673,0.00000000,0.25697698,2.88341443
-4.69734867,6.43307408,0.42546298,0.24476302,1.93141928,1.00523453,1.13008023,0.00000000,0.25319983,2.86090847
-4.69134567,6.37791590,0.41896952,0.24727194,1.91555029,1.00707776,1.11978886,0.00000000,0.24849876,2.82434045
-4.68534267,6.29219362,0.40988611,0.24854548,1.88972920,1.00426911,1.10413134,0.00000000,0.24292024,2.77446836
-4.67933967,6.17767491,0.39837536,0.24859986,1.85461367,0.99690782,1.08361618,0.00000000,0.23652299,2.71229076
-4.67333667,6.03663316,0.38464534,0.24747629,1.81103206,0.98517705,1.05884231,0.00000000,0.22937648,2.63901257
-4.66733367,5.87176858,0.36894290,0.24523877,1.75995395,0.96933628,1.03047647,0.00000000,0.22155901,2.55600456
-4.66133067,5.68611703,0.35154596,0.24197118,1.70245653,0.94971124,0.99922853,0.00000000,0.21315581,2.46475841
-4.65532766,5.48295115,0.33275497,0.23777386,1.63968861,0.92668202,0.96582572,0.00000000,0.20425691,2.36683944
-4.64932466,5.26567812,0.31288399,0.23275979,1.57283382,0.90066988,0.93098716,0.00000000,0.19495508,2.26383907
-4.64332166,5.03773866,0.29225178,0.22705055,1.50307474,0.87212341,0.89539964,0.00000000,0.18534391,2.15732908
