energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.43571786,9.15209841,0.57469666,0.02770458,0.10618463,6.19045709,4.67985404,3.68237723
-5.42971486,8.98683940,0.57994361,0.02745462,0.10539466,6.04569958,4.57021143,3.62769857
-5.42371186,8.81003229,0.58468736,0.02715020,0.10489713,5.89215358,4.45270733,3.56629024
-5.41770885,8.62467771,0.58893927,0.02679677,0.10473511,5.73208500,4.32882026,3.49934865
-5.41170585,8.43372064,0.59272419,0.02639949,0.10493798,5.56772665,4.20006004,3.42810263
-5.40570285,8.23996008,0.59608012,0.02596310,0.10552003,5.40121261,4.06793306,3.35377224
-5.39969985,8.04597186,0.59905836,0.02549183,0.10647957,5.23452096,3.93391165,3.27753158
-5.39369685,7.85404751,0.60172372,0.02498939,0.10779863,5.06942735,3.79940839,3.20047686
-5.38769385,7.66615118,0.60415498,0.02445900,0.10944331,4.90747082,3.66575625,3.12360098
-5.38169085,7.48389559,0.60644527,0.02390343,0.11136469,4.74993294,3.53419448,3.04777532
-5.37568784,7.30853675,0.60870221,0.02332509,0.11350043,4.59783037,3.40586020,2.97373895
-5.36968484,7.14098617,0.61104760,0.02272616,0.11577675,4.45192036,3.28178523,2.90209525
-5.36368184,6.98183854,0.61361655,0.02210868,0.11811096,4.31271784,3.16289703,2.83331515
-5.35767884,6.83141169,0.61655561,0.02147470,0.12041430,4.18052247,3.05002298,2.76774617
-5.35167584,6.68979543,0.62002006,0.02082640,0.12259505,4.05545316,2.94389654,2.70562614
-5.34567284,6.55690522,0.62417001,0.02016616,0.12456173,3.93748762,2.84516412,2.64709986
-5.33966983,6.43253676,0.62916544,0.01949664,0.12622628,3.82650385,2.75439141,2.59223756
-5.33366683,6.31641750,0.63516021,0.01882084,0.12750713,3.72232110,2.67206809,2.54105337
-5.32766383,6.20825173,0.64229510,0.01814212,0.12833197,3.62473736,2.59860999,2.49352244
-5.32166083,6.10775617,0.65069022,0.01746414,0.12864018,3.53356107,2.53435815,2.44959560
-5.31565783,6.01468416,0.66043711,0.01679084,0.12838478,3.44863533,2.47957449,2.40921044
-5.30965483,5.92883704,0.67159072,0.01612637,0.12753381,3.36985304,2.43443413,2.37229823
-5.30365183,5.85006255,0.68416199,0.01547492,0.12607111,3.29716237,2.39901471,2.33878645
-5.29764882,5.77824098,0.69811121,0.01484069,0.12399661,3.23056258,2.37328358,2.30859700
-5.29164582,5.71326066,0.71334272,0.01422767,0.12132584,3.17009081,2.35708372,2.28164044
-5.28564282,5.65498523,0.72970146,0.01363955,0.11808897,3.11580102,2.35011962,2.25780725
-5.27963982,5.60321573,0.74697152,0.01307959,0.11432940,3.06773712,2.35194463,2.23695686
-5.27363682,5.55765106,0.76487717,0.01255045,0.11010178,3.02590237,2.36195100,2.21890589
-5.26763382,5.51785030,0.78308644,0.01205413,0.10546986,2.99022764,2.37936408,2.20341685
-5.26163082,5.48320074,0.80121733,0.01159188,0.10050398,2.96054125,2.40324193,2.19018843
-5.25562781,5.45289460,0.81884659,0.01116415,0.09527862,2.93654281,2.43248126,2.17884884
-5.24962481,5.42591737,0.83552087,0.01077056,0.08986984,2.91778355,2.46583037,2.16895301
-5.24362181,5.40104958,0.85076975,0.01040995,0.08435288,2.90365495,2.50190954,2.15998438
-5.23761881,5.37688319,0.86412047,0.01008043,0.07880002,2.89338708,2.53923847,2.15136187
-5.23161581,5.35185246,0.87511356,0.00977945,0.07327868,2.88605744,2.57627042,2.14245187
-5.22561281,5.32427866,0.88331878,0.00950394,0.06784992,2.88061020,2.61143198,2.13258495
-5.21960980,5.29242645,0.88835082,0.00925045,0.06256725,2.87588535,2.64316695,2.12107682
-5.21360680,5.25456935,0.88988400,0.00901531,0.05747595,2.87065625,2.66998274,2.10725221
-5.20760380,5.20906087,0.88766526,0.00879483,0.05261269,2.86367376,2.69049729,2.09047077
-5.20160080,5.15440744,0.88152507,0.00858543,0.04800556,2.85371450,2.70348423,2.07015335
-5.19559780,5.08933903,0.87138551,0.00838388,0.04367440,2.83963057,2.70791446,2.04580725
-5.18959480,5.01287354,0.85726543,0.00818738,0.03963143,2.82039802,2.70299182,2.01704912
-5.18359180,4.92437117,0.83928218,0.00799375,0.03588205,2.79516107,2.68818128,1.98362394
-5.17758879,4.82357574,0.81765012,0.00780153,0.03242582,2.76326991,2.66322821,1.94541918
-5.17158579,4.71064033,0.79267569,0.00761004,0.02925745,2.72430963,2.62816748,1.90247317
-5.16558279,4.58613585,0.76474946,0.00741941,0.02636793,2.67811891,2.58332219,1.85497724
-5.15957979,4.45104189,0.73433541,0.00723062,0.02374544,2.62479745,2.52929171,1.80327136
-5.15357679,4.30671998,0.70195779,0.00704541,0.02137640,2.56470166,2.46692974,1.74783361
-5.14757379,4.15487083,0.66818621,0.00686623,0.01924619,2.49842923,2.39731316,1.68926382
-5.14157079,3.99747729,0.63361949,0.00669613,0.01733990,2.42679322,2.32170320,1.62826242
-5.13556778,3.83673586,0.59886870,0.00653861,0.01564282,2.35078736,2.24150059,1.56560536
-5.12956478,3.67498004,0.56454027,0.00639747,0.01414088,2.27154432,2.15819659,1.50211636
-5.12356178,3.51459872,0.53121940,0.00627662,0.01282083,2.19028930,2.07332205,1.43863788
-5.11755878,3.35795351,0.49945460,0.00617990,0.01167039,2.10829102,1.98839645,1.37600196
-5.11155578,3.20729823,0.46974348,0.00611092,0.01067826,2.02681267,1.90487912,1.31500232
-5.10555278,3.06470385,0.44252052,0.00607282,0.00983400,1.94706496,1.82412414,1.25636878
-5.09954977,2.93199182,0.41814682,0.00606815,0.00912791,1.87016314,1.74734082,1.20074488
-5.09354677,2.81067794,0.39690227,0.00609869,0.00855084,1.79708988,1.67556071,1.14866961
-5.08754377,2.70192867,0.37898018,0.00616534,0.00809396,1.72866509,1.60961229,1.10056362
-5.08154077,2.60653112,0.36448448,0.00626802,0.00774858,1.66552367,1.55010373,1.05672034
-5.07553777,2.52487731,0.35342952,0.00640560,0.00750596,1.60810173,1.49741414,1.01730198
-5.06953477,2.45696283,0.34574247,0.00657588,0.00735717,1.55663126,1.45169304,0.98234040
-5.06353177,2.40239951,0.34126811,0.00677560,0.00729296,1.51114315,1.41286791,0.95174252
-5.05752876,2.36044133,0.33977594,0.00700048,0.00730376,1.47147784,1.38065902,0.92529989
-5.05152576,2.33002229,0.34096948,0.00724535,0.00737970,1.43730304,1.35460095,0.90270185
-5.04552276,2.30980476,0.34449729,0.00750421,0.00751061,1.40813737,1.33406963,0.88355182
-5.03951976,2.29823658,0.34996570,0.00777045,0.00768622,1.38337877,1.31831404,0.86738581
-5.03351676,2.29361482,0.35695270,0.00803701,0.00789631,1.36233668,1.30649127,0.85369283
-5.02751376,2.29415404,0.36502269,0.00829663,0.00813092,1.34426651,1.29770370,0.84193611
-5.02151076,2.29805687,0.37374162,0.00854203,0.00838060,1.32840516,1.29103716,0.83157477
-5.01550775,2.30358443,0.38269218,0.00876619,0.00863668,1.31400642,1.28559863,0.82208504
-5.00950475,2.30912429,0.39148843,0.00896259,0.00889154,1.30037485,1.28055246,0.81298049
-5.00350175,2.31325351,0.39978942,0.00912545,0.00913883,1.28689709,1.27515359,0.80383051
-4.99749875,2.31479470,0.40731138,0.00924992,0.00937375,1.27306940,1.26877691,0.79427662
-4.99149575,2.31286284,0.41383797,0.00933231,0.00959322,1.25852053,1.26094159,0.78404589
-4.98549275,2.30690108,0.41922821,0.00937023,0.00979601,1.24302897,1.25132954,0.77296122
-4.97948974,2.29670413,0.42342179,0.00936268,0.00998284,1.22653396,1.23979721,0.76094786
-4.97348674,2.28242793,0.42644135,0.00931019,0.01015637,1.20913983,1.22638035,0.74803615
-4.96748374,2.26458512,0.42839187,0.00921476,0.01032113,1.19111324,1.21129141,0.73436020
-4.96148074,2.24402614,0.42945676,0.00907990,0.01048338,1.17287340,1.19490957,0.72015246
-4.95547774,2.22190638,0.42989111,0.00891047,0.01065085,1.15497559,1.17776376,0.70573452
-4.94947474,2.19964028,0.43001196,0.00871265,0.01083247,1.13808831,1.16050916,0.69150417
-4.94347174,2.17884414,0.43018621,0.00849366,0.01103798,1.12296497,1.14389817,0.67791932
-4.93746873,2.16126948,0.43081628,0.00826165,0.01127748,1.11041109,1.12874680,0.66547933
-4.93146573,2.14872949,0.43232436,0.00802537,0.01156099,1.10124834,1.11589796,0.65470434
-4.92546273,2.14302151,0.43513561,0.00779399,0.01189795,1.09627666,1.10618303,0.64611346
-4.91945973,2.14584850,0.43966095,0.00757680,0.01229672,1.09623634,1.10038337,0.64020270
-4.91345673,2.15874282,0.44628028,0.00738290,0.01276410,1.10177129,1.09919338,0.63742339
-4.90745373,2.18299541,0.45532657,0.00722102,0.01330494,1.11339552,1.10318676,0.63816208
-4.90145073,2.21959343,0.46707148,0.00709922,0.01392170,1.13146410,1.11278742,0.64272274
-4.89544772,2.26916921,0.48171323,0.00702466,0.01461425,1.15615013,1.12824633,0.65131196
-4.88944472,2.33196259,0.49936691,0.00700346,0.01537961,1.18742891,1.14962558,0.66402783
-4.88344172,2.40779869,0.52005790,0.00704050,0.01621195,1.22507016,1.17679007,0.68085303
-4.87743872,2.49608198,0.54371842,0.00713930,0.01710257,1.26863885,1.20940764,0.70165239
-4.87143572,2.59580738,0.57018751,0.00730196,0.01804018,1.31750488,1.24695745,0.72617510
-4.86543272,2.70558784,0.59921426,0.00752910,0.01901112,1.37086122,1.28874633,0.75406154
-4.85942971,2.82369750,0.63046442,0.00781989,0.01999985,1.42775006,1.33393247,0.78485437
-4.85342671,2.94812869,0.66352978,0.00817204,0.02098947,1.48709574,1.38155533,0.81801353
-4.84742371,3.07666026,0.69794027,0.00858192,0.02196230,1.54774318,1.43057043,0.85293448
-4.84142071,3.20693443,0.73317805,0.00904464,0.02290063,1.60849996,1.47988742,0.88896891
-4.83541771,3.33653867,0.76869316,0.00955417,0.02378736,1.66818025,1.52840963,0.92544690
-4.82941471,3.46308905,0.80392007,0.01010352,0.02460677,1.72564840,1.57507333,0.96169980
-4.82341171,3.58431135,0.83829444,0.01068492,0.02534512,1.77986020,1.61888484,0.99708257
-4.81740870,3.69811627,0.87126953,0.01128999,0.02599132,1.82989965,1.65895365,1.03099471
-4.81140570,3.80266534,0.90233145,0.01190992,0.02653744,1.87500960,1.69452025,1.06289888
-4.80540270,3.89642486,0.93101293,0.01253571,0.02697905,1.91461468,1.72497727,1.09233632
-4.79939970,3.97820531,0.95690488,0.01315834,0.02731551,1.94833533,1.74988312,1.11893845
-4.79339670,4.04718493,0.97966549,0.01376896,0.02755005,1.97599248,1.76896764,1.14243426
-4.78739370,4.10291660,0.99902649,0.01435905,0.02768968,1.99760251,1.78212976,1.16265314
-4.78139070,4.14531818,1.01479660,0.01492059,0.02774497,2.01336308,1.78942746,1.17952320
-4.77538769,4.17464738,1.02686194,0.01544619,0.02772964,2.02363061,1.79106094,1.19306528
-4.76938469,4.19146274,1.03518373,0.01592919,0.02766002,2.02889078,1.78735010,1.20338310
-4.76338169,4.19657329,1.03979338,0.01636375,0.02755442,2.02972370,1.77870770,1.21065020
-4.75737869,4.19097980,1.04078544,0.01674488,0.02743236,2.02676590,1.76560996,1.21509428
-4.75137569,4.17581094,1.03830875,0.01706849,0.02731382,2.02067110,1.74856623,1.21698011
-4.74537269,4.15225777,1.03255640,0.01733141,0.02721835,2.01207203,1.72808953,1.21659171
-4.73936968,4.12151009,1.02375494,0.01753132,0.02716430,2.00154528,1.70466946,1.21421482
-4.73336668,4.08469775,1.01215347,0.01766675,0.02716806,1.98958112,1.67874903,1.21012058
-4.72736368,4.04283976,0.99801304,0.01773701,0.02724336,1.97655964,1.65070638,1.20455118
-4.72136068,3.99680331,0.98159687,0.01774216,0.02740063,1.96273436,1.62084232,1.19770819
-4.71535768,3.94727448,0.96316179,0.01768290,0.02764664,1.94822396,1.58937391,1.18974390
-4.70935468,3.89474127,0.94295118,0.01756054,0.02798405,1.93301216,1.55643426,1.18075620
-4.70335168,3.83948916,0.92118956,0.01737688,0.02841134,1.91695547,1.52207800,1.17078677
-4.69734867,3.78160870,0.89807905,0.01713423,0.02892274,1.89979800,1.48629189,1.15982290
-4.69134567,3.72101380,0.87379752,0.01683528,0.02950837,1.88119217,1.44900943,1.14780215
-4.68534267,3.65746905,0.84849847,0.01648311,0.03015454,1.86072391,1.41012840,1.13461995
-4.67933967,3.59062406,0.82231235,0.01608111,0.03084418,1.83794069,1.36952997,1.12013911
-4.67333667,3.52005238,0.79534916,0.01563295,0.03155735,1.81238085,1.32709814,1.10420103
-4.66733367,3.44529266,0.76770189,0.01514260,0.03227192,1.78360232,1.28273811,1.08663761
-4.66133067,3.36588973,0.73945064,0.01461425,0.03296429,1.75120952,1.23639269,1.06728346
-4.65532766,3.28143329,0.71066700,0.01405230,0.03361012,1.71487692,1.18805552,1.04598757
-4.64932466,3.19159260,0.68141834,0.01346134,0.03418517,1.67436832,1.13778082,1.02262408
-4.64332166,3.09614543,0.65177189,0.01284612,0.03466608,1.62955110,1.08568886,0.99710151
-4.63731866,2.99500033,0.62179822,0.01221149,0.03503112,1.58040506,1.03196739,0.96937019
-4.63131566,2.88821158,0.59157403,0.01156239,0.03526090,1.52702579,0.97686896,0.93942764
-4.62531266,2.77598656,0.56118410,0.01090378,0.03533899,1.46962270,0.92070456,0.90732171
-4.61930965,2.65868570,0.53072242,0.01024057,0.03525245,1.40851225,0.86383423,0.87315149
-4.61330665,2.53681569,0.50029231,0.00957759,0.03499219,1.34410713,0.80665526,0.83706620
-4.60730365,2.41101654,0.47000590,0.00891953,0.03455330,1.27690194,0.74958885,0.79926194
-4.60130065,2.28204364,0.43998269,0.00827082,0.03393508,1.20745663,0.69306602,0.75997688
-4.59529765,2.15074594,0.41034763,0.00763564,0.03314112,1.13637824,0.63751358,0.71948494
-4.58929465,2.01804141,0.38122866,0.00701783,0.03217902,1.06430218,0.58334084,0.67808842
-4.58329165,1.88489099,0.35275401,0.00642084,0.03106021,0.99187363,0.53092776,0.63610985
-4.57728864,1.75227227,0.32504929,0.00584769,0.02979944,0.91972989,0.48061494,0.59388349
-4.57128564,1.62115377,0.29823464,0.00530096,0.02841431,0.84848432,0.43269579,0.55174671
-4.56528264,1.49247093,0.27242201,0.00478274,0.02692469,0.77871220,0.38741102,0.51003173
-4.55927964,1.36710445,0.24771271,0.00429464,0.02535205,0.71093899,0.34494564,0.46905777
-4.55327664,1.24586160,0.22419532,0.00383780,0.02371880,0.64563106,0.30542806,0.42912410
-4.54727364,1.12946095,0.20194411,0.00341291,0.02204767,0.58318906,0.26893145,0.39050395
-4.54127064,1.01852080,0.18101783,0.00302018,0.02036101,0.52394372,0.23547680,0.35343960
-4.53526763,0.91355140,0.16145921,0.00265948,0.01868027,0.46815420,0.20503746,0.31813868
-4.52926463,0.81495088,0.14329483,0.00233025,0.01702545,0.41600856,0.17754482,0.28477172
-4.52326163,0.72300481,0.12653559,0.00203168,0.01541473,0.36762617,0.15289471,0.25347087
-4.51725863,0.63788911,0.11117769,0.00176264,0.01386409,0.32306180,0.13095417,0.22433000
-4.51125563,0.55967588,0.09720402,0.00152184,0.01238711,0.28231106,0.11156840,0.19740571
-4.50525263,0.48834187,0.08458594,0.00130778,0.01099490,0.24531685,0.09456744,0.17271954
-4.49924962,0.42377898,0.07328545,0.00111890,0.00969602,0.21197650,0.07977261,0.15026088
-4.49324662,0.36580647,0.06325757,0.00095356,0.00849661,0.18214941,0.06700225,0.12999071
-4.48724362,0.31418421,0.05445294,0.00081011,0.00740052,0.15566475,0.05607701,0.11184574
-4.48124062,0.26862664,0.04682057,0.00068696,0.00640955,0.13232918,0.04682429,0.09574304
-4.47523762,0.22881694,0.04031064,0.00058260,0.00552374,0.11193419,0.03908208,0.08158472
-4.46923462,0.19442093,0.03487724,0.00049563,0.00474167,0.09426303,0.03270210,0.06926273
-4.46323162,0.16510041,0.03048116,0.00042479,0.00406081,0.07909706,0.02755217,0.05866349
-4.45722861,0.14052557,0.02709239,0.00036904,0.00347786,0.06622137,0.02351816,0.04967224
-4.45122561,0.12038618,0.02469249,0.00032752,0.00298909,0.05542966,0.02050518,0.04217702
-4.44522261,0.10440130,0.02327668,0.00029959,0.00259063,0.04652827,0.01843843,0.03607225
-4.43921961,0.09232742,0.02285552,0.00028486,0.00227882,0.03933942,0.01726348,0.03126169
-4.43321661,0.08396471,0.02345619,0.00028318,0.00205038,0.03370361,0.01694615,0.02766082
-4.42721361,0.07916140,0.02512322,0.00029466,0.00190266,0.02948122,0.01747199,0.02519863
-4.42121061,0.07781609,0.02791865,0.00031962,0.00183375,0.02655327,0.01884532,0.02381869
-4.41520760,0.07987794,0.03192142,0.00035865,0.00184262,0.02482149,0.02108789,0.02347963
-4.40920460,0.08534477,0.03722610,0.00041250,0.00192911,0.02420771,0.02423702,0.02415484
-4.40320160,0.09425889,0.04394066,0.00048214,0.00209395,0.02465250,0.02834338,0.02583159
-4.39719860,0.10670086,0.05218343,0.00056864,0.00233864,0.02611334,0.03346821,0.02850949
-4.39119560,0.12278106,0.06207909,0.00067318,0.00266531,0.02856210,0.03968006,0.03219829
-4.38519260,0.14262930,0.07375370,0.00079697,0.00307658,0.03198222,0.04705109,0.03691520
-4.37918959,0.16638266,0.08732895,0.00094118,0.00357528,0.03636534,0.05565279,0.04268159
-4.37318659,0.19417172,0.10291554,0.00110686,0.00416416,0.04170767,0.06555142,0.04951939
-4.36718359,0.22610559,0.12060596,0.00129490,0.00484561,0.04800616,0.07680302,0.05744707
-4.36118059,0.26225626,0.14046680,0.00150588,0.00562129,0.05525455,0.08944826,0.06647543
-4.35517759,0.30264261,0.16253101,0.00174006,0.00649180,0.06343941,0.10350723,0.07660339
-4.34917459,0.34721495,0.18679018,0.00199723,0.00745631,0.07253634,0.11897441,0.08781384
-4.34317159,0.39584060,0.21318748,0.00227670,0.00851226,0.08250654,0.13581399,0.10006975
-4.33716858,0.44829134,0.24161141,0.00257717,0.00965506,0.09329373,0.15395585,0.11331083
-4.33116558,0.50423348,0.27189096,0.00289674,0.01087783,0.10482183,0.17329243,0.12745081
-4.32516258,0.56322127,0.30379244,0.00323282,0.01217126,0.11699325,0.19367667,0.14237561
-4.31915958,0.62469432,0.33701847,0.00358219,0.01352348,0.12968825,0.21492144,0.15794250
-4.31315658,0.68797961,0.37120926,0.00394096,0.01492016,0.14276518,0.23680043,0.17398046
-4.30715358,0.75229842,0.40594657,0.00430462,0.01634453,0.15606190,0.25905083,0.19029183
