energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.80190095,4.43769133,-4.65314862,0.76953814,-0.80639997,2.54387714,-2.61967408,0.82272068,-0.94003074,0.57364717,-0.59788652,0.00249426,-0.00308610,0.58748001,-0.64802741,0.05044425,-0.04688283,0.37010607,-0.37868886
-5.79589795,4.38633176,-4.61884234,0.76469518,-0.80267730,2.52680433,-2.60521015,0.79705490,-0.92551807,0.56309343,-0.59220352,0.00234424,-0.00294758,0.56964025,-0.63834540,0.05171002,-0.04825582,0.37129986,-0.37821209
-5.78989495,4.33566926,-4.57711522,0.75937084,-0.79736362,2.51004731,-2.58789606,0.77063231,-0.90773155,0.55312260,-0.58544351,0.00220000,-0.00280550,0.55167049,-0.62661144,0.05284969,-0.04952612,0.37312542,-0.37777738
-5.78389195,4.28667416,-4.52930350,0.75369220,-0.79068546,2.49377625,-2.56819793,0.74386948,-0.88706651,0.54402721,-0.57791258,0.00206320,-0.00266153,0.53390975,-0.61314236,0.05384489,-0.05067791,0.37564980,-0.37751755
-5.77788894,4.24011137,-4.47677558,0.74776388,-0.78288436,2.47806675,-2.54657633,0.71714874,-0.86394697,0.53605318,-0.56992487,0.00193540,-0.00251750,0.51666168,-0.59827405,0.05467892,-0.05169619,0.37891434,-0.37755995
-5.77188594,4.19653043,-4.42088054,0.74166575,-0.77420650,2.46290342,-2.52346810,0.69081351,-0.83881180,0.52939399,-0.56179080,0.00181806,-0.00237535,0.50018979,-0.58235025,0.05533746,-0.05256725,0.38293228,-0.37802032
-5.76588294,4.15626741,-4.36290281,0.73545223,-0.76489320,2.44818868,-2.49927186,0.66516620,-0.81210192,0.52418731,-0.55380593,0.00171245,-0.00223703,0.48471481,-0.56571193,0.05580921,-0.05327922,0.38768771,-0.37899735
-5.75987994,4.11945738,-4.30402418,0.72915329,-0.75517246,2.43375622,-2.47433789,0.64046849,-0.78424904,0.52051398,-0.54624087,0.00161962,-0.00210448,0.47041413,-0.54868761,0.05608640,-0.05382255,0.39313561,-0.38056812
-5.75387694,4.08605571,-4.24529452,0.72277684,-0.74525197,2.41938758,-2.44896219,0.61694363,-0.75566617,0.51839923,-0.53933267,0.00154042,-0.00197953,0.45742313,-0.53158500,0.05616521,-0.05419044,0.39920324,-0.38278467
-5.74787394,4.05586616,-4.18761144,0.71631215,-0.73531377,2.40483091,-2.42338456,0.59478021,-0.72674044,0.51781597,-0.53327786,0.00147541,-0.00186387,0.44583795,-0.51468422,0.05604607,-0.05437925,0.40579246,-0.38567174
-5.74187094,4.02857319,-4.13170896,0.70973414,-0.72551051,2.38982030,-2.39779044,0.57413694,-0.69782790,0.51868967,-0.52822752,0.00142492,-0.00175901,0.43571951,-0.49823280,0.05573371,-0.05438875,0.41278293,-0.38922574
-5.73586793,4.00377631,-4.07815466,0.70300804,-0.71596361,2.37409469,-2.37231563,0.55514796,-0.66925070,0.52090463,-0.52428434,0.00138901,-0.00166621,0.42709827,-0.48244243,0.05523713,-0.05422225,0.42003605,-0.39341491
-5.72986493,3.98102421,-4.02735436,0.69609417,-0.70676283,2.35741513,-2.34705329,0.53792800,-0.64129613,0.52431115,-0.52150172,0.00136745,-0.00158650,0.41997931,-0.46748749,0.05456931,-0.05388665,0.42739932,-0.39818054
-5.72386193,3.95984657,-3.97956312,0.68895256,-0.69796749,2.33957942,-2.32206241,0.52257704,-0.61421746,0.52873322,-0.51988493,0.00135978,-0.00152063,0.41434747,-0.45350527,0.05374685,-0.05339231,0.43471096,-0.40343920
-5.71785893,3.93978210,-3.93490118,0.68154711,-0.68960879,2.32043372,-2.29737690,0.50918409,-0.58823628,0.53397623,-0.51939393,0.00136528,-0.00146905,0.41017206,-0.44059761,0.05278942,-0.05275276,0.44180460,-0.40908583
-5.71185593,3.92040161,-3.89337336,0.67384918,-0.68169326,2.29988047,-2.27301455,0.49782981,-0.56354584,0.53983465,-0.51994787,0.00138300,-0.00143194,0.40741101,-0.42883388,0.05171908,-0.05198441,0.44851391,-0.41499740
-5.70585293,3.90132543,-3.85489053,0.66584034,-0.67420678,2.27788277,-2.24898536,0.48858774,-0.54031511,0.54609891,-0.52143083,0.00141175,-0.00140917,0.40601419,-0.41825483,0.05055961,-0.05110596,0.45467694,-0.42103702
-5.69984992,3.88223494,-3.81929171,0.65751451,-0.66711918,2.25446517,-2.22529856,0.48152419,-0.51869315,0.55256179,-0.52369853,0.00145019,-0.00140034,0.40592575,-0.40887718,0.04933571,-0.05013792,0.46014011,-0.42705840
-5.69384692,3.86287850,-3.78636581,0.64887913,-0.66038895,2.22971127,-2.20196819,0.47669687,-0.49881351,0.55902365,-0.52658566,0.00149679,-0.00140478,0.40708555,-0.40069856,0.04807228,-0.04910197,0.46476180,-0.43291026
-5.68784392,3.84307229,-3.75587182,0.63995578,-0.65396792,2.20375876,-2.17901694,0.47415230,-0.48079812,0.56529677,-0.52991353,0.00154987,-0.00142156,0.40942963,-0.39370252,0.04679365,-0.04802029,0.46841549,-0.43844082
-5.68184092,3.82269695,-3.72755704,0.63078002,-0.64780567,2.17679232,-2.15647832,0.47392235,-0.46476075,0.57120863,-0.53349770,0.00160768,-0.00144952,0.41288993,-0.38786342,0.04552297,-0.04691492,0.47099236,-0.44350196
-5.67583792,3.80169093,-3.70117255,0.62140078,-0.64185350,2.14903515,-2.13439730,0.47602027,-0.45080952,0.57660410,-0.53715519,0.00166838,-0.00148730,0.41739326,-0.38315086,0.04428160,-0.04580721,0.47240346,-0.44795317
-5.66983492,3.78004178,-3.67648589,0.61187928,-0.63606787,2.12073981,-2.11282948,0.48043638,-0.43904850,0.58134684,-0.54071129,0.00173014,-0.00153338,0.42285992,-0.37953347,0.04308869,-0.04471717,0.47258136,-0.45166503
-5.66383192,3.75777632,-3.65329062,0.60228769,-0.63041313,2.09217883,-2.09183932,0.48713394,-0.42957825,0.58531977,-0.54400532,0.00179111,-0.00158608,0.42920208,-0.37698195,0.04196085,-0.04366308,0.47148140,-0.45452233
-5.65782891,3.73495073,-3.63141306,0.59270745,-0.62486356,2.06363578,-2.07149752,0.49604543,-0.42249525,0.58842501,-0.54689563,0.00184956,-0.00164363,0.43632221,-0.37547128,0.04091189,-0.04266106,0.46908246,-0.45642665
-5.65182591,3.71164144,-3.61071616,0.58322755,-0.61940460,2.03539704,-2.05187796,0.50706965,-0.41789032,0.59058330,-0.54926333,0.00190383,-0.00170420,0.44411173,-0.37498187,0.03995279,-0.04172480,0.46538730,-0.45729842
-5.64582291,3.68793735,-3.59110082,0.57394264,-0.61403346,2.00774461,-2.03305458,0.52006979,-0.41584596,0.59173313,-0.55101495,0.00195247,-0.00176595,0.45245016,-0.37549986,0.03909170,-0.04086539,0.46042256,-0.45707857
-5.63981991,3.66393393,-3.57250498,0.56495105,-0.60875889,1.98095026,-2.01509823,0.53487280,-0.41643293,0.59182974,-0.55208380,0.00199422,-0.00182708,0.46120495,-0.37701639,0.03833405,-0.04009124,0.45423829,-0.45572954
-5.63381691,3.63972947,-3.55490081,0.55635281,-0.60360033,1.95527079,-1.99807398,0.55127003,-0.41970600,0.59084416,-0.55243020,0.00202807,-0.00188587,0.47023192,-0.37952610,0.03768279,-0.03940811,0.44690714,-0.45323592
-5.62781391,3.61542350,-3.53829032,0.54824765,-0.59858655,1.93094480,-1.98203884,0.56901939,-0.42569923,0.58876233,-0.55204063,0.00205331,-0.00194072,0.47937673,-0.38302480,0.03713856,-0.03881921,0.43852307,-0.44960458
-5.62181091,3.59111730,-3.52269984,0.54073294,-0.59375373,1.90819062,-1.96704009,0.58784879,-0.43442094,0.58558443,-0.55092583,0.00206957,-0.00199024,0.48847699,-0.38750661,0.03670008,-0.03832537,0.42919980,-0.44486429
-5.61580790,3.56691643,-3.50817379,0.53390173,-0.58914321,1.88720541,-1.95311436,0.60746106,-0.44584864,0.58132455,-0.54911805,0.00207682,-0.00203327,0.49736530,-0.39296062,0.03636437,-0.03792528,0.41906883,-0.43906506
-5.60980490,3.54293491,-3.49476815,0.52784092,-0.58479909,1.86816542,-1.94028748,0.62753983,-0.45992418,0.57601050,-0.54666771,0.00207538,-0.00206889,0.50587293,-0.39936743,0.03612711,-0.03761575,0.40827709,-0.43227691
-5.60380190,3.51930075,-3.48254410,0.52262955,-0.58076568,1.85122725,-1.92857503,0.64775654,-0.47654943,0.56968400,-0.54363948,0.00206596,-0.00209654,0.51383407,-0.40669562,0.03598292,-0.03739200,0.39698443,-0.42458850
-5.59779890,3.49616260,-3.47156238,0.51833741,-0.57708515,1.83653010,-1.91798395,0.66777805,-0.49558281,0.56240098,-0.54010824,0.00204965,-0.00211598,0.52109039,-0.41489851,0.03592563,-0.03724795,0.38536073,-0.41610526
-5.59179590,3.47369696,-3.46187878,0.51502406,-0.57379538,1.82419884,-1.90851485,0.68727474,-0.51683686,0.55423206,-0.53615490,0.00202788,-0.00212735,0.52749585,-0.42391139,0.03594855,-0.03717655,0.37358298,-0.40694739
-5.58579290,3.45211585,-3.45354126,0.51273826,-0.57092829,1.81434802,-1.90016533,0.70592877,-0.54007727,0.54526304,-0.53186252,0.00200240,-0.00213117,0.53292140,-0.43364943,0.03604465,-0.03717000,0.36183224,-0.39724767
-5.57978989,3.43167442,-3.44658908,0.51151803,-0.56850877,1.80708653,-1.89293419,0.72344214,-0.56502351,0.53559527,-0.52731273,0.00197530,-0.00212835,0.53725936,-0.44400647,0.03620678,-0.03722009,0.35029060,-0.38714902
-5.57378689,3.41267809,-3.44105432,0.51139137,-0.56655435,1.80252296,-1.88682654,0.73954440,-0.59135113,0.52534591,-0.52258278,0.00194891,-0.00212019,0.54042734,-0.45485487,0.03642781,-0.03731840,0.33913825,-0.37680214
-5.56778389,3.39548898,-3.43696591,0.51237758,-0.56507560,1.80077129,-1.88185964,0.75399962,-0.61869611,0.51464780,-0.51774332,0.00192577,-0.00210837,0.54237145,-0.46604644,0.03670080,-0.03745656,0.32855077,-0.36636304
-5.56178089,3.38053102,-3.43435615,0.51448924,-0.56407750,1.80195691,-1.87806944,0.76661249,-0.64666097,0.50364893,-0.51285692,0.00190861,-0.00209489,0.54306863,-0.47741459,0.03701906,-0.03762645,0.31869659,-0.35599067
-5.55577789,3.36829340,-3.43326973,0.51773473,-0.56356154,1.80622233,-1.87551755,0.77723327,-0.67482278,0.49251152,-0.50797749,0.00190025,-0.00208209,0.54252803,-0.48877766,0.03737629,-0.03782036,0.30973479,-0.34584458
-5.54977489,3.35933167,-3.43377461,0.52212111,-0.56352870,1.81373239,-1.87429829,0.78576149,-0.70274277,0.48141035,-0.50315057,0.00190357,-0.00207255,0.54079127,-0.49994326,0.03776664,-0.03803120,0.30181319,-0.33608287
-5.54377189,3.35426614,-3.43597431,0.52765718,-0.56398293,1.82467837,-1.87454556,0.79214827,-0.72997736,0.47053069,-0.49841436,0.00192144,-0.00206907,0.53793167,-0.51071362,0.03818474,-0.03825260,0.29506674,-0.32686012
-5.53776888,3.35377686,-3.44002071,0.53435643,-0.56493512,1.83928045,-1.87643884,0.79639712,-0.75609007,0.46006546,-0.49380145,0.00195665,-0.00207462,0.53405233,-0.52089163,0.03862577,-0.03847907,0.28961619,-0.31832564
-5.53176588,3.35859474,-3.44612640,0.54223955,-0.56640719,1.85778812,-1.88020807,0.79856334,-0.78066414,0.45021183,-0.48934101,0.00201185,-0.00209223,0.52928327,-0.53028732,0.03908541,-0.03870606,0.28556699,-0.31062184
-5.52576288,3.36948848,-3.45457534,0.55133630,-0.56843593,1.88047772,-1.88613660,0.79875184,-0.80331497,0.44116737,-0.48506138,0.00208950,-0.00212497,0.52377752,-0.53872454,0.03955986,-0.03893005,0.28300838,-0.30388276
-5.51975988,3.38724680,-3.46573077,0.56168630,-0.57107642,1.90764706,-1.89456179,0.79711357,-0.82370219,0.43312552,-0.48099263,0.00219179,-0.00217585,0.51770656,-0.54604747,0.04004576,-0.03914855,0.28201249,-0.29823269
-5.51375688,3.41265615,-3.48003907,0.57333856,-0.57440443,1.93960652,-1.90587271,0.79384059,-0.84154052,0.42627088,-0.47716906,0.00232058,-0.00224773,0.51125494,-0.55212658,0.04054008,-0.03936010,0.28263357,-0.29378491
-5.50775388,3.44647389,-3.49802858,0.58634963,-0.57851769,1.97666665,-1.92050446,0.78915991,-0.85660908,0.42077412,-0.47363124,0.00247735,-0.00234328,0.50461464,-0.55686385,0.04104002,-0.03956421,0.28490716,-0.29064042
-5.50175088,3.48939748,-3.52030252,0.60078013,-0.58353557,2.01912241,-1.93892888,0.78332626,-0.86875855,0.41678687,-0.47042754,0.00266314,-0.00246490,0.49797894,-0.56019679,0.04154282,-0.03976128,0.28884912,-0.28888666
-5.49574787,3.54203045,-3.54752535,0.61668983,-0.58959705,2.06723428,-1.96164143,0.77661398,-0.87791579,0.41443659,-0.46761479,0.00287850,-0.00261459,0.49153642,-0.56210121,0.04204560,-0.03995239,0.29445468,-0.28859620
-5.48974487,3.60484630,-3.58040250,0.63413128,-0.59685677,2.12120706,-1.98914444,0.76930825,-0.88408571,0.41382181,-0.46525814,0.00312345,-0.00279394,0.48546489,-0.56259241,0.04254514,-0.04013918,0.30169740,-0.28982530
-5.48374187,3.67815175,-3.61965357,0.65314247,-0.60547925,2.18116710,-2.02192691,0.76169597,-0.88735020,0.41500774,-0.46342991,0.00339742,-0.00300406,0.47992578,-0.56172476,0.04303769,-0.04032356,0.31052808,-0.29261242
-5.47773887,3.76205109,-3.66597976,0.67373868,-0.61563122,2.24713911,-2.06044158,0.75405648,-0.88786403,0.41802250,-0.46220745,0.00369924,-0.00324545,0.47505895,-0.55958969,0.04351877,-0.04050747,0.32087384,-0.29697672
-5.47173587,3.85641343,-3.72002655,0.69590418,-0.62747259,2.31902392,-2.10507984,0.74665246,-0.88584804,0.42285428,-0.46167021,0.00402712,-0.00351803,0.47097818,-0.55631203,0.04398299,-0.04069258,0.33263736,-0.30291644
-5.46573287,3.96084511,-3.78234331,0.71958423,-0.64114608,2.39657848,-2.15614581,0.73972139,-0.88157965,0.42944937,-0.46189589,0.00437864,-0.00382104,0.46776752,-0.55204502,0.04442396,-0.04088003,0.34569648,-0.31040747
-5.45972986,4.07466896,-3.85334159,0.74467807,-0.65676638,2.47939965,-2.21383044,0.73346770,-0.87538138,0.43771146,-0.46295621,0.00475073,-0.00415302,0.46547849,-0.54696411,0.04483421,-0.04107013,0.35990431,-0.31940196
-5.45372686,4.19691262,-3.93325436,0.77103341,-0.67440907,2.56691304,-2.27818724,0.72805616,-0.86760767,0.44750216,-0.46491220,0.00513976,-0.00451180,0.46412847,-0.54125985,0.04520520,-0.04126214,0.37509000,-0.32982737
-5.44772386,4.32630716,-4.02209857,0.79844301,-0.69410024,2.65836815,-2.34911087,0.72360654,-0.85863070,0.45864289,-0.46780956,0.00554148,-0.00489449,0.46370009,-0.53513018,0.04552738,-0.04145405,0.39106021,-0.34158578
-5.44172086,4.46129752,-4.11964318,0.82664372,-0.71580730,2.75284082,-2.42631992,0.72018994,-0.84882588,0.47091818,-0.47167419,0.00595119,-0.00529748,0.46414186,-0.52877260,0.04579040,-0.04164244,0.40760160,-0.35455383
-5.43571786,4.60006520,-4.22538515,0.85531845,-0.73943166,2.84924348,-2.50934527,0.71782684,-0.83855762,0.48408029,-0.47650832,0.00636371,-0.00571650,0.46536993,-0.52237645,0.04598332,-0.04182245,0.42448410,-0.36858334
-5.42971486,4.74056331,-4.33853510,0.88410102,-0.76480396,2.94634346,-2.59752489,0.71648717,-0.82816598,0.49785523,-0.48228751,0.00677355,-0.00614664,0.46727098,-0.51611568,0.04609495,-0.04198775,0.44146527,-0.38350268
-5.42371186,4.88056348,-4.45801438,0.91258411,-0.79168225,3.04278915,-2.69000617,0.71609213,-0.81795495,0.51194976,-0.48895860,0.00717497,-0.00658245,0.46970614,-0.51014254,0.04611424,-0.04213068,0.45829537,-0.39911898
-5.41770885,5.01771318,-4.58246442,0.94032983,-0.81975338,3.13714333,-2.78575592,0.71651806,-0.80818260,0.52605947,-0.49643901,0.00756211,-0.00701804,0.47251578,-0.50458232,0.04603069,-0.04224243,0.47472339,-0.41522129
-5.41170585,5.14960166,-4.71026885,0.96688274,-0.84863805,3.22792244,-2.88357841,0.71760193,-0.79905373,0.53987743,-0.50461738,0.00792916,-0.00744715,0.47552512,-0.49952950,0.04583484,-0.04231329,0.49050344,-0.43158458
-5.40570285,5.27383191,-4.83958817,0.99178468,-0.87789915,3.31364037,-2.98214107,0.71914834,-0.79071508,0.55310325,-0.51335562,0.00827044,-0.00786335,0.47855025,-0.49504528,0.04551869,-0.04233303,0.50540167,-0.44797452
-5.39969985,5.38809574,-4.96840592,1.01459068,-0.90705342,3.39285487,-3.08000702,0.72093775,-0.78325333,0.56545212,-0.52249232,0.00858058,-0.00826014,0.48140459,-0.49115671,0.04507617,-0.04229123,0.51920309,-0.46415311
-5.39369685,5.49024865,-5.09458481,1.03488518,-0.93558592,3.46421458,-3.17567357,0.72273552,-0.77669580,0.57666348,-0.53184743,0.00885464,-0.00863109,0.48390525,-0.48785740,0.04450353,-0.04217778,0.53171822,-0.47988463
-5.38769385,5.57838111,-5.21593064,1.05229777,-0.96296671,3.52650433,-3.26761497,0.72430132,-0.77101368,0.58650902,-0.54122792,0.00908827,-0.00897008,0.48587927,-0.48510952,0.04379963,-0.04198329,0.54278914,-0.49494210
-5.38169085,5.65088298,-5.33026125,1.06651759,-0.98866900,3.57868679,-3.35432794,0.72539861,-0.76612757,0.59479954,-0.55043434,0.00927780,-0.00927139,0.48716941,-0.48284722,0.04296626,-0.04169950,0.55229465,-0.50911370
-5.37568784,5.70649782,-5.43547743,1.07730557,-1.01218794,3.61993824,-3.43437781,0.72580357,-0.76191485,0.60139050,-0.55926777,0.00942036,-0.00952987,0.48763913,-0.48098104,0.04200820,-0.04131979,0.56015417,-0.52220897
-5.36968484,5.74436465,-5.52963275,1.08450390,-1.03305911,3.64967681,-3.50644343,0.72531324,-0.75821844,0.60618585,-0.56753691,0.00951394,-0.00974113,0.48717682,-0.47940314,0.04093332,-0.04083945,0.56633037,-0.53406456
-5.36368184,5.76404488,-5.61099875,1.08804225,-1.05087576,3.66758175,-3.56935882,0.72375238,-0.75485649,0.60914010,-0.57506496,0.00955750,-0.00990164,0.48569886,-0.47799305,0.03975247,-0.04025607,0.57083006,-0.54454915
-5.35767884,5.76553326,-5.67812275,1.08794025,-1.06530400,3.67360274,-3.62214954,0.72097892,-0.75163239,0.61025850,-0.58169593,0.00955095,-0.01000881,0.48315155,-0.47662361,0.03847935,-0.03956973,0.57370345,-0.55356731
-5.35167584,5.74925227,-5.72987525,1.08430630,-1.07609513,3.66795893,-3.66406225,0.71688765,-0.74834466,0.60959527,-0.58730006,0.00949515,-0.01006113,0.47951185,-0.47516689,0.03713016,-0.03878316,0.57504171,-0.56106214
-5.34567284,5.71603015,-5.76548495,1.07733257,-1.08309436,3.65112752,-3.69458609,0.71141217,-0.74479618,0.60725000,-0.59177802,0.00939193,-0.01005817,0.47478693,-0.47349974,0.03572326,-0.03790181,0.57497283,-0.56701645
