energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,8.95187028,1.30267181,5.29625637,0.05223579,0.20893455,1.36694663,0.58177689,2.09034132,0.00000000
-5.99399700,8.61149713,1.27825234,5.05573649,0.05209046,0.20759256,1.32732489,0.56856905,2.02209353,0.00000000
-5.98799400,8.27492634,1.25193516,4.81942835,0.05175417,0.20612972,1.28750773,0.55537313,1.95420968,0.00000000
-5.98199100,7.94340390,1.22378272,4.58828626,0.05122674,0.20453482,1.24761679,0.54220609,1.88690608,0.00000000
-5.97598799,7.61800340,1.19387510,4.36314912,0.05051235,0.20279370,1.20775659,0.52907411,1.82036111,0.00000000
-5.96998499,7.29967400,1.16231693,4.14476336,0.04961970,0.20089084,1.16802339,0.51597757,1.75472864,0.00000000
-5.96398199,6.98928785,1.12924254,3.93380750,0.04856210,0.19881116,1.12851275,0.50291593,1.69015027,0.00000000
-5.95797899,6.68768445,1.09481903,3.73091671,0.04735725,0.19654164,1.08932560,0.48989204,1.62676566,0.00000000
-5.95197599,6.39570948,1.05924727,3.53670621,0.04602701,0.19407289,1.05057258,0.47691599,1.56472038,0.00000000
-5.94597299,6.11424636,1.02276057,3.35179207,0.04459692,0.19140049,1.01237650,0.46400795,1.50417119,0.00000000
-5.93996998,5.84423937,0.98562144,3.17680867,0.04309559,0.18852607,0.97487292,0.45120022,1.44528858,0.00000000
-5.93396698,5.58670764,0.94811652,3.01242190,0.04155407,0.18545800,0.93820911,0.43853825,1.38825661,0.00000000
-5.92796398,5.34274976,0.91055008,2.85933770,0.04000497,0.18221181,0.90254157,0.42608062,1.33327055,0.00000000
-5.92196098,5.11353924,0.87323653,2.71830545,0.03848168,0.17881016,0.86803229,0.41389805,1.28053248,0.00000000
-5.91595798,4.90031127,0.83649223,2.59011612,0.03701742,0.17528243,0.83484424,0.40207154,1.23024536,0.00000000
-5.90995498,4.70434159,0.80062710,2.47559515,0.03564433,0.17166389,0.80313625,0.39068964,1.18260607,0.00000000
-5.90395198,4.52691833,0.76593643,2.37559000,0.03439260,0.16799464,0.77305765,0.37984507,1.13779785,0.00000000
-5.89794897,4.36930779,0.73269301,2.29095276,0.03328955,0.16431811,0.74474291,0.36963091,1.09598257,0.00000000
-5.89194597,4.23271532,0.70114019,2.22251791,0.03235890,0.16067939,0.71830650,0.36013632,1.05729328,0.00000000
-5.88594297,4.11824223,0.67148570,2.17107570,0.03161997,0.15712339,0.69383828,0.35144220,1.02182724,0.00000000
