energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.71185593,0.64435739,0.58056594,0.07692929,0.00206853,0.11314747,0.19808044,0.05260994,0.30289291,0.00000000
-5.70585293,0.56807038,0.51334255,0.06782071,0.00180398,0.09955026,0.17538859,0.04632711,0.26739623,0.00000000
-5.69984992,0.49767965,0.45104091,0.05942435,0.00156352,0.08702924,0.15434296,0.04053810,0.23458007,0.00000000
-5.69384692,0.43326998,0.39379228,0.05174633,0.00134660,0.07559707,0.13498469,0.03524862,0.20449702,0.00000000
-5.68784392,0.37481536,0.34162609,0.04478067,0.00115238,0.06524595,0.11732243,0.03045519,0.17714684,0.00000000
-5.68184092,0.32219276,0.29448133,0.03851070,0.00097981,0.05595043,0.10133591,0.02614638,0.15248292,0.00000000
-5.67583792,0.27519705,0.25221913,0.03291067,0.00082764,0.04767021,0.08697983,0.02230405,0.13041913,0.00000000
-5.66983492,0.23355639,0.21463608,0.02794747,0.00069449,0.04035314,0.07418805,0.01890466,0.11083701,0.00000000
-5.66383192,0.19694750,0.18147761,0.02358225,0.00057889,0.03393810,0.06287777,0.01592058,0.09359291,0.00000000
-5.65782891,0.16501029,0.15245105,0.01977209,0.00047930,0.02835770,0.05295365,0.01332126,0.07852488,0.00000000
-5.65182591,0.13736145,0.12723791,0.01647147,0.00039416,0.02354081,0.04431170,0.01107441,0.06545900,0.00000000
-5.64582291,0.11360664,0.10550507,0.01363371,0.00032194,0.01941479,0.03684283,0.00914697,0.05421519,0.00000000
-5.63981991,0.09335117,0.08691464,0.01121209,0.00026116,0.01590738,0.03043606,0.00750600,0.04461226,0.00000000
-5.63381691,0.07620885,0.07113244,0.00916096,0.00021039,0.01294833,0.02498123,0.00611937,0.03647215,0.00000000
-5.62781391,0.06180929,0.05783494,0.00743651,0.00016833,0.01047062,0.02037130,0.00495641,0.02962340,0.00000000
-5.62181091,0.04980334,0.04671470,0.00599740,0.00013375,0.00841143,0.01650417,0.00398827,0.02390387,0.00000000
-5.61580790,0.03986708,0.03748442,0.00480528,0.00010553,0.00671275,0.01328403,0.00318827,0.01916263,0.00000000
-5.60980490,0.03170432,0.02987965,0.00382503,0.00008269,0.00532183,0.01062237,0.00253210,0.01526128,0.00000000
-5.60380190,0.02504787,0.02366041,0.00302496,0.00006434,0.00419128,0.00843849,0.00199787,0.01207464,0.00000000
-5.59779890,0.01965977,0.01861171,0.00237680,0.00004972,0.00327912,0.00665983,0.00156616,0.00949091,0.00000000
-5.59179590,0.01533064,0.01454338,0.00185566,0.00003816,0.00254855,0.00522193,0.00121990,0.00741147,0.00000000
-5.58579290,0.01187840,0.01128914,0.00143988,0.00002910,0.00196772,0.00406822,0.00094431,0.00575033,0.00000000
-5.57978989,0.00914653,0.00870524,0.00111086,0.00002205,0.00150933,0.00314962,0.00072673,0.00443340,0.00000000
-5.57378689,0.00700200,0.00666879,0.00085278,0.00001663,0.00115026,0.00242406,0.00055643,0.00339750,0.00000000
-5.56778389,0.00533302,0.00507584,0.00065239,0.00001250,0.00087112,0.00185586,0.00042445,0.00258941,0.00000000
-5.56178089,0.00404682,0.00383936,0.00049872,0.00000941,0.00065583,0.00141517,0.00032338,0.00196482,0.00000000
-5.55577789,0.00306740,0.00288731,0.00038286,0.00000714,0.00049118,0.00107732,0.00024723,0.00148725,0.00000000
-5.54977489,0.00233348,0.00216062,0.00029775,0.00000555,0.00036646,0.00082222,0.00019123,0.00112714,0.00000000
-5.54377189,0.00179658,0.00161149,0.00023790,0.00000451,0.00027307,0.00063385,0.00015170,0.00086094,0.00000000
-5.53776888,0.00141936,0.00120166,0.00019929,0.00000395,0.00020421,0.00049973,0.00012593,0.00067028,0.00000000
-5.53176588,0.00117424,0.00090096,0.00017922,0.00000385,0.00015460,0.00041047,0.00011206,0.00054130,0.00000000
-5.52576288,0.00104219,0.00068608,0.00017615,0.00000420,0.00012023,0.00035947,0.00010904,0.00046411,0.00000000
-5.51975988,0.00101190,0.00053940,0.00018970,0.00000505,0.00009817,0.00034261,0.00011656,0.00043231,0.00000000
-5.51375688,0.00107916,0.00044820,0.00022059,0.00000649,0.00008639,0.00035802,0.00013503,0.00044264,0.00000000
-5.50775388,0.00124648,0.00040384,0.00027064,0.00000866,0.00008365,0.00040599,0.00016559,0.00049481,0.00000000
-5.50175088,0.00152300,0.00040129,0.00034282,0.00001177,0.00008942,0.00048891,0.00021016,0.00059137,0.00000000
-5.49574787,0.00192465,0.00043871,0.00044133,0.00001608,0.00010382,0.00061126,0.00027144,0.00073771,0.00000000
-5.48974487,0.00247442,0.00051721,0.00057168,0.00002195,0.00012756,0.00077968,0.00035307,0.00094216,0.00000000
-5.48374187,0.00320294,0.00064074,0.00074086,0.00002986,0.00016198,0.00100313,0.00045964,0.00121614,0.00000000
-5.47773887,0.00414916,0.00081604,0.00095742,0.00004041,0.00020904,0.00129301,0.00059687,0.00157448,0.00000000
-5.47173587,0.00536114,0.00105279,0.00123170,0.00005433,0.00027139,0.00166342,0.00077170,0.00203564,0.00000000
-5.46573287,0.00689701,0.00136372,0.00157593,0.00007256,0.00035238,0.00213134,0.00099243,0.00262215,0.00000000
-5.45972986,0.00882583,0.00176488,0.00200442,0.00009625,0.00045618,0.00271689,0.00126885,0.00336095,0.00000000
-5.45372686,0.01122858,0.00227588,0.00253369,0.00012678,0.00058781,0.00344354,0.00161239,0.00428377,0.00000000
-5.44772386,0.01419894,0.00292019,0.00318257,0.00016584,0.00075321,0.00433831,0.00203620,0.00542748,0.00000000
-5.44172086,0.01784398,0.00372540,0.00397227,0.00021541,0.00095938,0.00543190,0.00255525,0.00683442,0.00000000
-5.43571786,0.02228454,0.00472350,0.00492638,0.00027785,0.00121434,0.00675878,0.00318637,0.00855256,0.00000000
-5.42971486,0.02765531,0.00595101,0.00607078,0.00035590,0.00152725,0.00835712,0.00394824,0.01063560,0.00000000
-5.42371186,0.03410441,0.00744905,0.00743346,0.00045270,0.00190839,0.01026864,0.00486131,0.01314283,0.00000000
-5.41770885,0.04179245,0.00926329,0.00904427,0.00057184,0.00236914,0.01253830,0.00594770,0.01613882,0.00000000
-5.41170585,0.05089091,0.01144367,0.01093449,0.00071734,0.00292192,0.01521380,0.00723086,0.01969286,0.00000000
-5.40570285,0.06157984,0.01404388,0.01313630,0.00089366,0.00358003,0.01834490,0.00873534,0.02387803,0.00000000
-5.39969985,0.07404467,0.01712070,0.01568211,0.00110568,0.00435751,0.02198250,0.01048624,0.02877005,0.00000000
-5.39369685,0.08847221,0.02073291,0.01860369,0.00135864,0.00526885,0.02617756,0.01250869,0.03444564,0.00000000
-5.38769385,0.10504579,0.02493998,0.02193129,0.00165812,0.00632867,0.03097971,0.01482713,0.04098068,0.00000000
-5.38169085,0.12393953,0.02980044,0.02569249,0.00200991,0.00755129,0.03643573,0.01746454,0.04844787,0.00000000
-5.37568784,0.14531184,0.03536994,0.02991103,0.00241990,0.00895027,0.04258785,0.02044151,0.05691414,0.00000000
-5.36968484,0.16929827,0.04169904,0.03460557,0.00289398,0.01053785,0.04947180,0.02377526,0.06643777,0.00000000
-5.36368184,0.19600394,0.04883073,0.03978834,0.00343787,0.01232434,0.05711492,0.02747859,0.07706525,0.00000000
-5.35767884,0.22549570,0.05679790,0.04546391,0.00405691,0.01431748,0.06553409,0.03155887,0.08882813,0.00000000
-5.35167584,0.25779434,0.06562062,0.05162788,0.00475591,0.01652179,0.07473378,0.03601692,0.10173972,0.00000000
-5.34567284,0.29286729,0.07530357,0.05826584,0.00553891,0.01893792,0.08470422,0.04084607,0.11579206,0.00000000
-5.33966983,0.33062199,0.08583361,0.06535235,0.00640897,0.02156208,0.09541976,0.04603130,0.13095311,0.00000000
-5.33366683,0.37090046,0.09717770,0.07285031,0.00736798,0.02438551,0.10683756,0.05154856,0.14716444,0.00000000
-5.32766383,0.41347549,0.10928130,0.08071050,0.00841645,0.02739409,0.11889667,0.05736423,0.16433947,0.00000000
-5.32166083,0.45804864,0.12206737,0.08887153,0.00955332,0.03056813,0.13151763,0.06343499,0.18236258,0.00000000
-5.31565783,0.50425056,0.13543622,0.09726017,0.01077583,0.03388230,0.14460257,0.06970789,0.20108904,0.00000000
-5.30965483,0.55164375,0.14926614,0.10579211,0.01207939,0.03730584,0.15803598,0.07612078,0.22034603,0.00000000
-5.30365183,0.59972805,0.16341510,0.11437306,0.01345752,0.04080294,0.17168611,0.08260316,0.23993470,0.00000000
-5.29764882,0.64794876,0.17772340,0.12290042,0.01490184,0.04433344,0.18540700,0.08907731,0.25963347,0.00000000
-5.29164582,0.69570739,0.19201737,0.13126519,0.01640208,0.04785372,0.19904113,0.09545983,0.27920227,0.00000000
-5.28564282,0.74237485,0.20611397,0.13935434,0.01794618,0.05131785,0.21242272,0.10166349,0.29838792,0.00000000
-5.27963982,0.78730670,0.21982626,0.14705340,0.01952042,0.05467893,0.22538135,0.10759931,0.31693037,0.00000000
-5.27363682,0.82985988,0.23296946,0.15424925,0.02110963,0.05789062,0.23774611,0.11317889,0.33456955,0.00000000
-5.26763382,0.86941054,0.24536754,0.16083305,0.02269743,0.06090869,0.24934984,0.11831681,0.35105277,0.00000000
-5.26163082,0.90537210,0.25685979,0.16670315,0.02426649,0.06369272,0.26003351,0.12293312,0.36614214,0.00000000
-5.25562781,0.93721286,0.26730738,0.17176781,0.02579885,0.06620768,0.26965048,0.12695567,0.37962199,0.00000000
-5.24962481,0.96447249,0.27659938,0.17594783,0.02727626,0.06842538,0.27807047,0.13032235,0.39130564,0.00000000
-5.24362181,0.98677655,0.28465793,0.17917872,0.02868050,0.07032582,0.28518306,0.13298300,0.40104156,0.00000000
-5.23761881,1.00384841,0.29144243,0.18141249,0.02999375,0.07189815,0.29090070,0.13490100,0.40871830,0.00000000
-5.23161581,1.01551806,0.29695227,0.18261899,0.03119896,0.07314140,0.29516093,0.13605440,0.41426823,0.00000000
-5.22561281,1.02172733,0.30122806,0.18278659,0.03228010,0.07406480,0.29792780,0.13643657,0.41766970,0.00000000
-5.21960980,1.02253127,0.30435113,0.18192242,0.03322258,0.07468764,0.29919250,0.13605637,0.41894760,0.00000000
-5.21360680,1.01809562,0.30644135,0.18005189,0.03401341,0.07503878,0.29897304,0.13493772,0.41817226,0.00000000
-5.20760380,1.00869046,0.30765323,0.17721776,0.03464156,0.07515571,0.29731317,0.13311877,0.41545676,0.00000000
-5.20160080,0.99468039,0.30817045,0.17347866,0.03509812,0.07508325,0.29428040,0.13065047,0.41095267,0.00000000
-5.19559780,0.97651155,0.30819906,0.16890717,0.03537648,0.07487191,0.28996348,0.12759489,0.40484457,0.00000000
-5.18959480,0.95469629,0.30795970,0.16358755,0.03547247,0.07457598,0.28446920,0.12402306,0.39734341,0.00000000
-5.18359180,0.92979596,0.30767903,0.15761327,0.03538446,0.07425151,0.27791881,0.12001275,0.38867923,0.00000000
-5.17758879,0.90240278,0.30758094,0.15108431,0.03511340,0.07395415,0.27044422,0.11564594,0.37909339,0.00000000
-5.17158579,0.87312149,0.30787785,0.14410451,0.03466279,0.07373705,0.26218402,0.11100646,0.36883069,0.00000000
-5.16558279,0.84255148,0.30876260,0.13677889,0.03403869,0.07364887,0.25327967,0.10617753,0.35813186,0.00000000
-5.15957979,0.81127026,0.31040114,0.12921121,0.03324955,0.07373204,0.24387179,0.10123963,0.34722651,0.00000000
-5.15357679,0.77981875,0.31292654,0.12150172,0.03230612,0.07402123,0.23409684,0.09626846,0.33632694,0.00000000
-5.14757379,0.74868893,0.31643448,0.11374519,0.03122121,0.07454227,0.22408423,0.09133338,0.32562307,0.00000000
-5.14157079,0.71831418,0.32098037,0.10602932,0.03000948,0.07531144,0.21395387,0.08649603,0.31527843,0.00000000
-5.13556778,0.68906243,0.32657822,0.09843342,0.02868714,0.07633507,0.20381439,0.08180950,0.30542759,0.00000000
-5.12956478,0.66123235,0.33320124,0.09102759,0.02727162,0.07760975,0.19376178,0.07731771,0.29617474,0.00000000
-5.12356178,0.63505215,0.34078406,0.08387214,0.02578127,0.07912273,0.18387872,0.07305530,0.28759359,0.00000000
-5.11755878,0.61068113,0.34922630,0.07701738,0.02423494,0.08085277,0.17423433,0.06904779,0.27972840,0.00000000
-5.11155578,0.58821335,0.35839741,0.07050376,0.02265165,0.08277122,0.16488443,0.06531202,0.27259592,0.00000000
-5.10555278,0.56768316,0.36814227,0.06436219,0.02105020,0.08484338,0.15587224,0.06185692,0.26618822,0.00000000
-5.09954977,0.54907219,0.37828730,0.05861467,0.01944883,0.08702985,0.14722934,0.05868437,0.26047601,0.00000000
-5.09354677,0.53231719,0.38864689,0.05327501,0.01786491,0.08928812,0.13897693,0.05579025,0.25541237,0.00000000
-5.08754377,0.51731848,0.39902955,0.04834973,0.01631462,0.09157393,0.13112722,0.05316557,0.25093664,0.00000000
-5.08154077,0.50394849,0.40924378,0.04383902,0.01481278,0.09384275,0.12368497,0.05079766,0.24697830,0.00000000
-5.07553777,0.49206016,0.41910332,0.03973782,0.01337260,0.09605094,0.11664897,0.04867126,0.24346068,0.00000000
-5.06953477,0.48149483,0.42843165,0.03603681,0.01200565,0.09815691,0.11001361,0.04676964,0.24030437,0.00000000
-5.06353177,0.47208958,0.43706571,0.03272350,0.01072176,0.10012201,0.10377026,0.04507565,0.23743032,0.00000000
-5.05752876,0.46368391,0.44485879,0.02978325,0.00952905,0.10191119,0.09790861,0.04357265,0.23476248,0.00000000
-5.05152576,0.45612557,0.45168277,0.02720025,0.00843404,0.10349363,0.09241787,0.04224536,0.23223010,0.00000000
-5.04552276,0.44927577,0.45742961,0.02495848,0.00744180,0.10484312,0.08728782,0.04108062,0.22976963,0.00000000
-5.03951976,0.44301378,0.46201250,0.02304257,0.00655607,0.10593839,0.08250971,0.04006806,0.22732632,0.00000000
-5.03351676,0.43724085,0.46536666,0.02143864,0.00577959,0.10676331,0.07807706,0.03920065,0.22485549,0.00000000
-5.02751376,0.43188374,0.46744994,0.02013498,0.00511428,0.10730714,0.07398624,0.03847519,0.22232368,0.00000000
-5.02151076,0.42689777,0.46824345,0.01912278,0.00456153,0.10756468,0.07023702,0.03789268,0.21970956,0.00000000
-5.01550775,0.42226942,0.46775224,0.01839657,0.00412247,0.10753651,0.06683289,0.03745867,0.21700476,0.00000000
-5.00950475,0.41801849,0.46600595,0.01795472,0.00379819,0.10722918,0.06378136,0.03718343,0.21421451,0.00000000
-5.00350175,0.41419970,0.46305962,0.01779971,0.00358999,0.10665544,0.06109405,0.03708202,0.21135820,0.00000000
-4.99749875,0.41090358,0.45899438,0.01793826,0.00349951,0.10583439,0.05878668,0.03717433,0.20846975,0.00000000
-4.99149575,0.40825652,0.45391791,0.01838131,0.00352888,0.10479169,0.05687894,0.03748481,0.20559768,0.00000000
-4.98549275,0.40641975,0.44796455,0.01914379,0.00368074,0.10355952,0.05539409,0.03804214,0.20280488,0.00000000
-4.97948974,0.40558705,0.44129479,0.02024422,0.00395823,0.10217649,0.05435853,0.03887869,0.20016799,0.00000000
-4.97348674,0.40598098,0.43409396,0.02170401,0.00436489,0.10068732,0.05380109,0.04002970,0.19777627,0.00000000
-4.96748374,0.40784757,0.42656997,0.02354669,0.00490449,0.09914228,0.05375211,0.04153230,0.19572984,0.00000000
-4.96148074,0.41144931,0.41894992,0.02579673,0.00558074,0.09759635,0.05424234,0.04342425,0.19413736,0.00000000
-4.95547774,0.41705648,0.41147558,0.02847834,0.00639702,0.09610810,0.05530166,0.04574247,0.19311312,0.00000000
-4.94947474,0.42493703,0.40439764,0.03161395,0.00735598,0.09473828,0.05695765,0.04852136,0.19277342,0.00000000
-4.94347174,0.43534503,0.39796898,0.03522265,0.00845908,0.09354820,0.05923389,0.05179099,0.19323252,0.00000000
-4.93746873,0.44850841,0.39243710,0.03931852,0.00970621,0.09259780,0.06214837,0.05557511,0.19459816,0.00000000
-4.93146573,0.46461604,0.38803586,0.04390889,0.01109517,0.09194370,0.06571177,0.05988925,0.19696683,0.00000000
-4.92546273,0.48380509,0.38497710,0.04899275,0.01262126,0.09163709,0.06992579,0.06473875,0.20041899,0.00000000
-4.91945973,0.50614900,0.38344237,0.05455922,0.01427686,0.09172172,0.07478171,0.07011705,0.20501456,0.00000000
-4.91345673,0.53164697,0.38357528,0.06058628,0.01605114,0.09223201,0.08025915,0.07600413,0.21078875,0.00000000
-4.90745373,0.56021543,0.38547483,0.06703981,0.01792979,0.09319141,0.08632515,0.08236543,0.21774868,0.00000000
-4.90145073,0.59168228,0.38919021,0.07387302,0.01989491,0.09461114,0.09293370,0.08915110,0.22587079,0.00000000
-4.89544772,0.62578426,0.39471736,0.08102635,0.02192504,0.09648929,0.10002577,0.09629590,0.23509948,0.00000000
-4.88944472,0.66216795,0.40199756,0.08842785,0.02399530,0.09881048,0.10752980,0.10371962,0.24534694,0.00000000
-4.88344172,0.70039459,0.41091816,0.09599413,0.02607777,0.10154605,0.11536284,0.11132816,0.25649427,0.00000000
-4.87743872,0.73994871,0.42131563,0.10363184,0.02814189,0.10465478,0.12343214,0.11901525,0.26839405,0.00000000
-4.87143572,0.78025045,0.43298067,0.11123965,0.03015518,0.10808412,0.13163734,0.12666480,0.28087413,0.00000000
-4.86543272,0.82067110,0.44566528,0.11871073,0.03208394,0.11177191,0.13987296,0.13415377,0.29374253,0.00000000
-4.85942971,0.86055125,0.45909150,0.12593553,0.03389417,0.11564855,0.14803133,0.14135551,0.30679334,0.00000000
-4.85342671,0.89922092,0.47296117,0.13280493,0.03555250,0.11963937,0.15600562,0.14814341,0.31981321,0.00000000
-4.84742371,0.93602050,0.48696657,0.13921339,0.03702718,0.12366722,0.16369294,0.15439474,0.33258822,0.00000000
-4.84142071,0.97032173,0.50080106,0.14506218,0.03828910,0.12765511,0.17099729,0.15999451,0.34491071,0.00000000
-4.83541771,1.00154758,0.51416935,0.15026245,0.03931266,0.13152871,0.17783229,0.16483911,0.35658571,0.00000000
-4.82941471,1.02919002,0.52679687,0.15473789,0.04007671,0.13521863,0.18412336,0.16883965,0.36743674,0.00000000
-4.82341171,1.05282491,0.53843765,0.15842705,0.04056521,0.13866239,0.18980948,0.17192477,0.37731052,0.00000000
-4.81740870,1.07212311,0.54888054,0.16128505,0.04076780,0.14180589,0.19484419,0.17404288,0.38608051,0.00000000
-4.81140570,1.08685746,0.55795326,0.16328462,0.04068015,0.14460444,0.19919594,0.17516352,0.39364900,0.00000000
-4.80540270,1.09690524,0.56552442,0.16441651,0.04030415,0.14702318,0.20284772,0.17527806,0.39994777,0.00000000
-4.79939970,1.10224610,0.57150323,0.16468912,0.03964779,0.14903705,0.20579599,0.17439950,0.40493727,0.00000000
-4.79339670,1.10295586,0.57583734,0.16412753,0.03872490,0.15063021,0.20804908,0.17256141,0.40860453,0.00000000
-4.78739370,1.09919641,0.57850886,0.16277185,0.03755469,0.15179505,0.20962498,0.16981626,0.41095986,0.00000000
-4.78139070,1.09120270,0.57952905,0.16067510,0.03616104,0.15253089,0.21054898,0.16623297,0.41203273,0.00000000
-4.77538769,1.07926756,0.57893212,0.15790067,0.03457172,0.15284243,0.21085102,0.16189406,0.41186715,0.00000000
-4.76938469,1.06372525,0.57676860,0.15451961,0.03281747,0.15273819,0.21056318,0.15689238,0.41051682,0.00000000
-4.76338169,1.04493493,0.57309881,0.15060773,0.03093103,0.15222890,0.20971722,0.15132772,0.40804043,0.00000000
-4.75737869,1.02326493,0.56798689,0.14624285,0.02894613,0.15132611,0.20834273,0.14530344,0.40449749,0.00000000
-4.75137569,0.99907861,0.56149580,0.14150222,0.02689650,0.15004104,0.20646550,0.13892315,0.39994488,0.00000000
-4.74537269,0.97272274,0.55368361,0.13646025,0.02481499,0.14838374,0.20410674,0.13228789,0.39443443,0.00000000
-4.73936968,0.94451869,0.54460118,0.13118667,0.02273271,0.14636269,0.20128273,0.12549355,0.38801159,0.00000000
-4.73336668,0.91475688,0.53429153,0.12574518,0.02067837,0.14398476,0.19800526,0.11862901,0.38071525,0.00000000
-4.72736368,0.88369459,0.52279056,0.12019257,0.01867771,0.14125553,0.19428260,0.11177472,0.37257869,0.00000000
-4.72136068,0.85155676,0.51012919,0.11457840,0.01675310,0.13817997,0.19012101,0.10500194,0.36363157,0.00000000
-4.71535768,0.81853974,0.49633655,0.10894509,0.01492333,0.13476339,0.18552661,0.09837264,0.35390267,0.00000000
-4.70935468,0.78481722,0.48144389,0.10332843,0.01320352,0.13101252,0.18050759,0.09193982,0.34342325,0.00000000
-4.70335168,0.75054784,0.46548885,0.09775847,0.01160518,0.12693672,0.17507644,0.08574846,0.33223073,0.00000000
-4.69734867,0.71588384,0.44851971,0.09226058,0.01013641,0.12254905,0.16925219,0.07983676,0.32037231,0.00000000
-4.69134567,0.68098001,0.43059923,0.08685666,0.00880223,0.11786732,0.16306241,0.07423779,0.30790849,0.00000000
-4.68534267,0.64600226,0.41180771,0.08156645,0.00760495,0.11291487,0.15654499,0.06898122,0.29491598,0.00000000
-4.67933967,0.61113536,0.39224514,0.07640875,0.00654463,0.10772103,0.14974937,0.06409532,0.28149000,0.00000000
-4.67333667,0.57658942,0.37203211,0.07140254,0.00561958,0.10232132,0.14273746,0.05960880,0.26774586,0.00000000
-4.66733367,0.54260459,0.35130955,0.06656793,0.00482689,0.09675725,0.13558393,0.05555274,0.25381949,0.00000000
-4.66133067,0.50945411,0.33023717,0.06192694,0.00416291,0.09107583,0.12837610,0.05196219,0.23986729,0.00000000
-4.65532766,0.47744539,0.30899082,0.05750400,0.00362376,0.08532870,0.12121333,0.04887775,0.22606497,0.00000000
-4.64932466,0.44691936,0.28775890,0.05332628,0.00320575,0.07957111,0.11420604,0.04634673,0.21260568,0.00000000
-4.64332166,0.41824810,0.26673805,0.04942373,0.00290582,0.07386057,0.10747433,0.04442403,0.19969753,0.00000000
