energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.58171821,0.42350149,0.00972403,0.36540393,0.00000000,1.06739399,0.12151739
-5.99399700,1.49913763,0.39883477,0.00911626,0.34883279,0.00000000,1.01538003,0.11557512
-5.98799400,1.41386542,0.37375013,0.00849562,0.33126369,0.00000000,0.96105694,0.10940381
-5.98199100,1.32671625,0.34847400,0.00786972,0.31288320,0.00000000,0.90495158,0.10305991
-5.97598799,1.23852336,0.32323138,0.00724584,0.29389293,0.00000000,0.84762105,0.09660187
-5.96998499,1.15012004,0.29824105,0.00663078,0.27450393,0.00000000,0.78963826,0.09008899
-5.96398199,1.06232134,0.27371088,0.00603074,0.25493088,0.00000000,0.73157724,0.08358016
-5.95797899,0.97590679,0.24983369,0.00545121,0.23538647,0.00000000,0.67399879,0.07713272
-5.95197599,0.89160465,0.22678361,0.00489693,0.21607600,0.00000000,0.61743712,0.07080125
-5.94597299,0.81007849,0.20471322,0.00437181,0.19719272,0.00000000,0.56238807,0.06463659
-5.93996998,0.73191636,0.18375148,0.00387895,0.17891385,0.00000000,0.50929921,0.05868489
-5.93396698,0.65762304,0.16400245,0.00342061,0.16139746,0.00000000,0.45856223,0.05298690
-5.92796398,0.58761534,0.14554487,0.00299832,0.14478038,0.00000000,0.41050778,0.04757746
-5.92196098,0.52222072,0.12843261,0.00261284,0.12917705,0.00000000,0.36540271,0.04248515
-5.91595798,0.46167875,0.11269576,0.00226431,0.11467931,0.00000000,0.32344982,0.03773221
-5.90995498,0.40614547,0.09834241,0.00195231,0.10135713,0.00000000,0.28478975,0.03333461
-5.90395198,0.35570006,0.08536098,0.00167595,0.08926003,0.00000000,0.24950493,0.02930238
-5.89794897,0.31035353,0.07372294,0.00143397,0.07841921,0.00000000,0.21762510,0.02563999
-5.89194597,0.27005879,0.06338578,0.00122485,0.06885009,0.00000000,0.18913421,0.02234699
-5.88594297,0.23472172,0.05429621,0.00104688,0.06055521,0.00000000,0.16397815,0.01941869
-5.87993997,0.20421262,0.04639337,0.00089830,0.05352731,0.00000000,0.14207308,0.01684686
-5.87393697,0.17837766,0.03961195,0.00077730,0.04775227,0.00000000,0.12331390,0.01462053
-5.86793397,0.15704978,0.03388524,0.00068217,0.04321210,0.00000000,0.10758264,0.01272679
-5.86193097,0.14005877,0.02914788,0.00061130,0.03988748,0.00000000,0.09475642,0.01115143
-5.85592796,0.12724012,0.02533847,0.00056326,0.03776000,0.00000000,0.08471481,0.00987971
-5.84992496,0.11844258,0.02240176,0.00053680,0.03681403,0.00000000,0.07734642,0.00889682
-5.84392196,0.11353407,0.02029064,0.00053089,0.03703793,0.00000000,0.07255467,0.00818847
-5.83791896,0.11240607,0.01896781,0.00054472,0.03842494,0.00000000,0.07026254,0.00774114
-5.83191596,0.11497644,0.01840707,0.00057768,0.04097342,0.00000000,0.07041654,0.00754239
-5.82591296,0.12119062,0.01859448,0.00062936,0.04468667,0.00000000,0.07298972,0.00758099
-5.81990995,0.13102160,0.01952912,0.00069955,0.04957235,0.00000000,0.07798382,0.00784689
-5.81390695,0.14446859,0.02122374,0.00078815,0.05564153,0.00000000,0.08543076,0.00833119
-5.80790395,0.16155470,0.02370505,0.00089521,0.06290743,0.00000000,0.09539332,0.00902598
-5.80190095,0.18232388,0.02701393,0.00102084,0.07138401,0.00000000,0.10796523,0.00992408
-5.79589795,0.20683725,0.03120531,0.00116520,0.08108444,0.00000000,0.12327066,0.01101885
-5.78989495,0.23516908,0.03634782,0.00132847,0.09201955,0.00000000,0.14146303,0.01230386
-5.78389195,0.26740251,0.04252324,0.00151080,0.10419636,0.00000000,0.16272324,0.01377260
-5.77788894,0.30362528,0.04982553,0.00171230,0.11761669,0.00000000,0.18725709,0.01541826
-5.77188594,0.34392536,0.05835954,0.00193299,0.13227599,0.00000000,0.21529189,0.01723345
-5.76588294,0.38838665,0.06823928,0.00217282,0.14816223,0.00000000,0.24707206,0.01921003
-5.75987994,0.43708461,0.07958567,0.00243164,0.16525516,0.00000000,0.28285358,0.02133898
