energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.69384692,11.40921549,0.76583457,6.33598635,0.00867242,1.08281950,0.10070335,2.10800720,2.65344078,1.31808025
-5.68784392,11.29508397,0.74994308,6.29762848,0.00829973,1.06934140,0.09900688,2.08331825,2.61316868,1.29878040
-5.68184092,11.17974051,0.73788785,6.25263011,0.00795705,1.05660097,0.09734631,2.05999996,2.57951410,1.28012914
-5.67583792,11.06226427,0.72973164,6.20035907,0.00764557,1.04456815,0.09572049,2.03784548,2.55291698,1.26197323
-5.66983492,10.94197759,0.72551351,6.14038615,0.00736617,1.03321503,0.09412894,2.01668692,2.53371020,1.24418828
-5.66383192,10.81845405,0.72524021,6.07249610,0.00711939,1.02251478,0.09257222,1.99639573,2.52209535,1.22668077
-5.65782891,10.69151532,0.72887766,5.99669024,0.00690547,1.01244055,0.09105221,1.97688076,2.51812220,1.20938892
-5.65182591,10.56121771,0.73634318,5.91318126,0.00672434,1.00296445,0.08957229,1.95808436,2.52167292,1.19228238
-5.64582291,10.42782937,0.74749902,5.82238033,0.00657563,0.99405664,0.08813740,1.93997678,2.53245186,1.17536076
-5.63981991,10.29179977,0.76214774,5.72487762,0.00645876,0.98568458,0.08675402,1.92254934,2.54998153,1.15865115
-5.63381691,10.15372295,0.78002982,5.62141687,0.00637289,0.97781233,0.08542995,1.90580684,2.57360518,1.14220453
-5.62781391,10.01429666,0.80082374,5.51286552,0.00631702,0.97040012,0.08417404,1.88975975,2.60249606,1.12609155
-5.62181091,9.87427951,0.82414896,5.40018149,0.00628998,0.96340389,0.08299577,1.87441665,2.63567343,1.11039753
-5.61580790,9.73444812,0.84957161,5.28437829,0.00629054,0.95677519,0.08190475,1.85977756,2.67202481,1.09521707
-5.60980490,9.59555665,0.87661300,5.16648968,0.00631739,0.95046106,0.08091018,1.84582851,2.71033412,1.08064851
-5.60380190,9.45830043,0.90476056,5.04753554,0.00636925,0.94440428,0.08002018,1.83253780,2.74931477,1.06678840
-5.59779890,9.32328542,0.93348106,4.92849019,0.00644485,0.93854375,0.07924128,1.81985422,2.78764669,1.05372631
-5.59179590,9.19100490,0.96223530,4.81025422,0.00654301,0.93281519,0.07857780,1.80770732,2.82401615,1.04154007
-5.58579290,9.06182397,0.99049403,4.69363098,0.00666266,0.92715209,0.07803131,1.79600966,2.85715695,1.03029188
-5.57978989,8.93597227,1.01775400,4.57930814,0.00680283,0.92148697,0.07760028,1.78466100,2.88589133,1.02002509
-5.57378689,8.81354471,1.04355372,4.46784493,0.00696271,0.91575295,0.07727972,1.77355383,2.90916916,1.01076208
-5.56778389,8.69450949,1.06748796,4.35966499,0.00714157,0.90988548,0.07706100,1.76258005,2.92610366,1.00250307
-5.56178089,8.57872210,1.08922035,4.25505481,0.00733879,0.90382441,0.07693182,1.75163791,2.93600206,0.99522592
-5.55577789,8.46594419,1.10849341,4.15416722,0.00755377,0.89751604,0.07687630,1.74063892,2.93838998,0.98888691
-5.54977489,8.35586543,1.12513548,4.05702942,0.00778591,0.89091539,0.07687524,1.72951384,2.93302802,0.98342231
-5.54377189,8.24812684,1.13906412,3.96355489,0.00803449,0.88398833,0.07690650,1.71821737,2.91992004,0.97875070
-5.53776888,8.14234409,1.15028589,3.87355829,0.00829859,0.87671366,0.07694550,1.70673095,2.89931237,0.97477591
-5.53176588,8.03812933,1.15889236,3.78677254,0.00857702,0.86908499,0.07696584,1.69506347,2.87168393,0.97139037
-5.52576288,7.93511080,1.16505271,3.70286745,0.00886822,0.86111245,0.07694001,1.68324967,2.83772771,0.96847887
-5.51975988,7.83294930,1.16900316,3.62146905,0.00917011,0.85282400,0.07684018,1.67134633,2.79832431,0.96592248
-5.51375688,7.73135163,1.17103386,3.54217907,0.00948011,0.84426657,0.07663896,1.65942647,2.75450877,0.96360261
-5.50775388,7.63008088,1.17147401,3.46459405,0.00979501,0.83550674,0.07631031,1.64757195,2.70743234,0.96140516
-5.50175088,7.52896420,1.17067583,3.38832371,0.01011095,0.82663125,0.07583028,1.63586507,2.65832087,0.95922459
-5.49574787,7.42789856,1.16899832,3.31300814,0.01042347,0.81774716,0.07517782,1.62437981,2.60843199,0.95696794
-5.48974487,7.32685533,1.16679164,3.23833368,0.01072748,0.80898172,0.07433549,1.61317333,2.55901311,0.95455871
-5.48374187,7.22588432,1.16438279,3.16404704,0.01101741,0.80048211,0.07329003,1.60227842,2.51126210,0.95194057
-5.47773887,7.12511795,1.16206330,3.08996768,0.01128727,0.79241486,0.07203289,1.59169757,2.46629268,0.94908071
-5.47173587,7.02477570,1.16007939,3.01599797,0.01153084,0.78496513,0.07056052,1.58139901,2.42510591,0.94597287
-5.46573287,6.92516920,1.15862497,2.94213095,0.01174185,0.77833585,0.06887463,1.57131515,2.38856897,0.94263993
-5.45972986,6.82670732,1.15783759,2.86845550,0.01191419,0.77274653,0.06698212,1.56134344,2.35740196,0.93913584
-5.45372686,6.72990107,1.15779734,2.79515845,0.01204213,0.76843193,0.06489502,1.55134972,2.33217290,0.93554682
-5.44772386,6.63536724,1.15852845,2.72252359,0.01212054,0.76564037,0.06263010,1.54117373,2.31330071,0.93199181
-5.44172086,6.54382989,1.16000321,2.65092718,0.01214512,0.76463182,0.06020843,1.53063641,2.30106541,0.92862184
-5.43571786,6.45611875,1.16214784,2.58083002,0.01211264,0.76567541,0.05765477,1.51954843,2.29562440,0.92561846
-5.42971486,6.37316333,1.16484960,2.51276592,0.01202103,0.76904666,0.05499680,1.50771949,2.29703327,0.92319094
-5.42371186,6.29598202,1.16796481,2.44732697,0.01186960,0.77502404,0.05226433,1.49496752,2.30526953,0.92157248
-5.41770885,6.22566569,1.17132689,2.38514567,0.01165905,0.78388508,0.04948842,1.48112738,2.32025722,0.92101524
-5.41170585,6.16335540,1.17475431,2.32687464,0.01139158,0.79590180,0.04670044,1.46605838,2.34189065,0.92178436
-5.40570285,6.11021444,1.17805766,2.27316449,0.01107083,0.81133559,0.04393127,1.44965021,2.37005546,0.92415117
-5.39969985,6.06739544,1.18104587,2.22464067,0.01070180,0.83043147,0.04121037,1.43182705,2.40464534,0.92838565
-5.39369685,6.03600329,1.18353114,2.18188027,0.01029079,0.85341183,0.03856513,1.41254957,2.44557337,0.93474839
-5.38769385,6.01705542,1.18533276,2.14538968,0.00984518,0.88046977,0.03602015,1.39181487,2.49277689,0.94348240
-5.38169085,6.01144096,1.18627962,2.11558415,0.00937328,0.91176204,0.03359677,1.36965463,2.54621577,0.95480488
-5.37568784,6.01988066,1.18621189,2.09277015,0.00888409,0.94740188,0.03131270,1.34613149,2.60586390,0.96889932
-5.36968484,6.04288928,1.18498178,2.07713133,0.00838708,0.98745185,0.02918177,1.32133430,2.67169457,0.98590812
-5.36368184,6.08074242,1.18245392,2.06871885,0.00789193,1.03191689,0.02721391,1.29537248,2.74366079,1.00592603
-5.35767884,6.13344938,1.17850543,2.06744639,0.00740832,1.08073789,0.02541518,1.26837000,2.82167162,1.02899455
-5.35167584,6.20073349,1.17302609,2.07309026,0.00694569,1.13378596,0.02378798,1.24045949,2.90556650,1.05509745
-5.34567284,6.28202086,1.16591875,2.08529450,0.00651305,1.19085770,0.02233136,1.21177677,2.99508905,1.08415760
-5.33966983,6.37643842,1.15710006,2.10358091,0.00611880,1.25167171,0.02104139,1.18245612,3.08986242,1.11603515
-5.33366683,6.48282143,1.14650174,2.12736350,0.00577057,1.31586655,0.01991165,1.15262667,3.18936789,1.15052698
-5.32766383,6.59973035,1.13407216,2.15596689,0.00547513,1.38300036,0.01893365,1.12240981,3.29292838,1.18736760
-5.32166083,6.72547660,1.11977831,2.18864790,0.00523828,1.45255233,0.01809741,1.09191787,3.39969833,1.22623139
-5.31565783,6.85815633,1.10360786,2.22461956,0.00506481,1.52392607,0.01739187,1.06125379,3.50866076,1.26673599
-5.30965483,6.99569120,1.08557121,2.26307663,0.00495848,1.59645497,0.01680541,1.03051183,3.61863239,1.30844699
-5.30365183,7.13587471,1.06570314,2.30322192,0.00492202,1.66940949,0.01632622,0.99977903,3.72827665,1.35088360
-5.29764882,7.27642272,1.04406405,2.34429238,0.00495716,1.74200644,0.01594272,0.96913721,3.83612462,1.39352542
-5.29164582,7.41502663,1.02074036,2.38558428,0.00506470,1.81341982,0.01564384,0.93866525,3.94060286,1.43581995
-5.28564282,7.54940771,0.99584415,2.42647673,0.00524459,1.88279343,0.01541927,0.90844145,4.04006739,1.47719101
-5.27963982,7.67737105,0.96951174,2.46645292,0.00549598,1.94925462,0.01525969,0.87854589,4.13284209,1.51704780
-5.27363682,7.79685783,0.94190142,2.50511837,0.00581743,2.01192913,0.01515694,0.84906232,4.21726023,1.55479457
-5.26763382,7.90599456,0.91319014,2.54221595,0.00620695,2.06995665,0.01510409,0.82007991,4.29170730,1.58984073
-5.26163082,8.00313823,0.88356962,2.57763702,0.00666222,2.12250679,0.01509562,0.79169438,4.35466345,1.62161142
-5.25562781,8.08691620,0.85324178,2.61142846,0.00718070,2.16879501,0.01512742,0.76400878,4.40474395,1.64955825
-5.24962481,8.15626017,0.82241388,2.64379537,0.00775982,2.20809832,0.01519691,0.73713379,4.44073624,1.67317018
-5.24362181,8.21043317,0.79129366,2.67509902,0.00839714,2.23977039,0.01530309,0.71118760,4.46163231,1.69198425
-5.23761881,8.24904911,0.76008457,2.70585018,0.00909051,2.26325558,0.01544661,0.68629544,4.46665545,1.70559614
-5.23161581,8.27208424,0.72898151,2.73669750,0.00983818,2.27810184,0.01562983,0.66258873,4.45528073,1.71367006
-5.22561281,8.27987993,0.69816716,2.76841110,0.01063898,2.28397199,0.01585690,0.64020392,4.42724881,1.71594792
-5.21960980,8.27313656,0.66780905,2.80186145,0.01149236,2.28065313,0.01613374,0.61928109,4.38257295,1.71225740
-5.21360680,8.25289817,0.63805748,2.83799368,0.01239841,2.26806403,0.01646815,0.59996214,4.32153937,1.70251866
-5.20760380,8.22052784,0.60904430,2.87779787,0.01335790,2.24626010,0.01686969,0.58238871,4.24470133,1.68674931
-5.20160080,8.17767377,0.58088246,2.92227552,0.01437216,2.21543589,0.01734968,0.56669976,4.15286736,1.66506748
-5.19559780,8.12622667,0.55366627,2.97240331,0.01544296,2.17592478,0.01792102,0.55302876,4.04708418,1.63769269
-5.18959480,8.06826876,0.52747225,3.02909454,0.01657227,2.12819594,0.01859797,0.54150049,3.92861513,1.60494432
-5.18359180,8.00601563,0.50236041,3.09315963,0.01776201,2.07284820,0.01939580,0.53222752,3.79891465,1.56723756
-5.17758879,7.94175196,0.47837572,3.16526669,0.01901373,2.01060119,0.02033042,0.52530636,3.65959959,1.52507685
-5.17158579,7.87776303,0.45554975,3.24590350,0.02032817,1.94228346,0.02141780,0.52081343,3.51241807,1.47904686
-5.16558279,7.81626368,0.43390224,3.33534230,0.02170494,1.86881805,0.02267340,0.51880097,3.35921644,1.42980114
-5.15957979,7.75932726,0.41344261,3.43360890,0.02314203,1.79120554,0.02411141,0.51929307,3.20190523,1.37804880
-5.15357679,7.70881689,0.39417118,3.54045750,0.02463548,1.71050508,0.02574407,0.52228199,3.04242453,1.32453946
-5.14757379,7.66632175,0.37608030,3.65535263,0.02617897,1.62781383,0.02758076,0.52772516,2.88270954,1.27004714
-5.14157079,7.63310108,0.35915525,3.77745947,0.02776358,1.54424522,0.02962729,0.53554288,2.72465695,1.21535338
-5.13556778,7.61003838,0.34337495,3.90564354,0.02937761,1.46090675,0.03188509,0.54561725,2.57009267,1.16123035
-5.12956478,7.59760816,0.32871269,4.03848057,0.03100647,1.37887790,0.03435051,0.55779219,2.42074158,1.10842443
-5.12356178,7.59585724,0.31513677,4.17427690,0.03263280,1.29918868,0.03701429,0.57187510,2.27819988,1.05764086
-5.11755878,7.60440180,0.30261125,4.31110047,0.03423665,1.22279965,0.03986108,0.58763991,2.14391041,1.00953002
-5.11155578,7.62244114,0.29109681,4.44682201,0.03579583,1.15058376,0.04286929,0.60483179,2.01914162,0.96467573
-5.10555278,7.64878803,0.28055176,4.57916559,0.03728644,1.08331062,0.04601108,0.62317332,1.90497038,0.92358595
-5.09954977,7.68191492,0.27093327,4.70576722,0.03868349,1.02163357,0.04925257,0.64237201,1.80226888,0.88668612
-5.09354677,7.72001455,0.26219866,4.82423987,0.03996159,0.96607984,0.05255440,0.66212883,1.71169600,0.85431525
-5.08754377,7.76107256,0.25430682,4.93224284,0.04109581,0.91704400,0.05587244,0.68214752,1.63369289,0.82672466
-5.08154077,7.80294928,0.24721971,5.02755315,0.04206249,0.87478461,0.05915880,0.70214427,1.56848294,0.80407941
-5.07553777,7.84346717,0.24090368,5.10813636,0.04284008,0.83942429,0.06236302,0.72185711,1.51607580,0.78646187
-5.06953477,7.88050014,0.23533065,5.17221428,0.04340995,0.81095263,0.06543339,0.74105486,1.47627521,0.77387734
-5.06353177,7.91206075,0.23047901,5.21832690,0.04375710,0.78923211,0.06831841,0.75954481,1.44869032,0.76626108
-5.05752876,7.93638137,0.22633413,5.24538594,0.04387076,0.77400634,0.07096830,0.77717903,1.43275005,0.76348650
-5.05152576,7.95198567,0.22288840,5.25271801,0.04374484,0.76491051,0.07333648,0.79385858,1.42772001,0.76537377
-5.04552276,7.95774715,0.22014077,5.24009532,0.04337825,0.76148350,0.07538094,0.80953566,1.43272163,0.77169865
-5.03951976,7.95293222,0.21809578,5.20775257,0.04277495,0.76318128,0.07706552,0.82421325,1.44675286,0.78220094
-5.03351676,7.93722598,0.21676211,5.15638925,0.04194386,0.76939136,0.07836095,0.83794232,1.46871021,0.79659234
-5.02751376,7.91073986,0.21615067,5.08715697,0.04089862,0.77944765,0.07924567,0.85081672,1.49741148,0.81456343
-5.02151076,7.87400106,0.21627239,5.00163233,0.03965713,0.79264574,0.07970635,0.86296580,1.53161906,0.83578956
-5.01550775,7.82792485,0.21713582,4.90177609,0.03824095,0.80825800,0.07973813,0.87454528,1.57006312,0.85993568
-5.00950475,7.77377141,0.21874461,4.78988044,0.03667459,0.82554848,0.07934458,0.88572670,1.61146463,0.88666018
-5.00350175,7.71308987,0.22109516,4.66850636,0.03498473,0.84378722,0.07853730,0.89668609,1.65455769,0.91561771
-4.99749875,7.64765268,0.22417447,4.54041351,0.03319935,0.86226386,0.07733539,0.90759234,1.69811098,0.94646136
-4.99149575,7.57938389,0.22795846,4.40848553,0.03134695,0.88030034,0.07576456,0.91859603,1.74094788,0.97884432
-4.98549275,7.51028510,0.23241073,4.27565368,0.02945564,0.89726248,0.07385615,0.92981925,1.78196515,1.01242126
-4.97948974,7.44236282,0.23748205,4.14482180,0.02755246,0.91257041,0.07164605,0.94134705,1.82014962,1.04684987
-4.97348674,7.37756079,0.24311044,4.01879532,0.02566267,0.92570748,0.06917344,0.95322092,1.85459293,1.08179245
-4.96748374,7.31770025,0.24922210,3.90021697,0.02380920,0.93622776,0.06647965,0.96543482,1.88450375,1.11691813
-4.96148074,7.26443068,0.25573290,3.79151127,0.02201221,0.94376187,0.06360699,0.97793390,1.90921753,1.15190548
-4.95547774,7.21919271,0.26255065,3.69483934,0.02028883,0.94802111,0.06059769,0.99061607,1.92820345,1.18644579
-4.94947474,7.18319406,0.26957779,3.61206505,0.01865292,0.94879973,0.05749293,1.00333635,1.94106857,1.22024685
-4.94347174,7.15739851,0.27671461,3.54473298,0.01711512,0.94597550,0.05433204,1.01591376,1.94755910,1.25303721
-4.93746873,7.14252732,0.28386268,3.49405775,0.01568287,0.93950838,0.05115185,1.02814048,1.94755887,1.28457066
-4.93146573,7.13907121,0.29092837,3.46092406,0.01436061,0.92943759,0.04798624,1.03979262,1.94108510,1.31463073
-4.92546273,7.14731104,0.29782630,3.44589589,0.01315005,0.91587691,0.04486575,1.05064221,1.92828162,1.34303490
-4.91945973,7.16734451,0.30448254,3.44923333,0.01205053,0.89900857,0.04181747,1.06046957,1.90940991,1.36963830
-4.91345673,7.19911580,0.31083733,3.47091474,0.01105932,0.87907595,0.03886494,1.06907550,1.88483809,1.39433651
-4.90745373,7.24244555,0.31684723,3.51066227,0.01017211,0.85637503,0.03602827,1.07629251,1.85502828,1.41706723
-4.90145073,7.29705813,0.32248663,3.56796867,0.00938330,0.83124519,0.03332422,1.08199452,1.82052269,1.43781069
-4.89544772,7.36260387,0.32774835,3.64212321,0.00868648,0.80405937,0.03076644,1.08610437,1.78192873,1.45658849
-4.88944472,7.43867442,0.33264344,3.73223537,0.00807468,0.77521400,0.02836575,1.08859886,1.73990347,1.47346093
-4.88344172,7.52480988,0.33720020,3.83725494,0.00754078,0.74511882,0.02613034,1.08951082,1.69513787,1.48852281
-4.87743872,7.62049731,0.34146219,3.95598789,0.00707769,0.71418702,0.02406609,1.08892826,1.64834097,1.50189780
-4.87143572,7.72516083,0.34548569,4.08710778,0.00667861,0.68282577,0.02217679,1.08699039,1.60022429,1.51373154
-4.86543272,7.83814433,0.34933629,4.22916316,0.00633713,0.65142739,0.02046443,1.08388096,1.55148686,1.52418385
-4.85942971,7.95868855,0.35308516,4.38058164,0.00604741,0.62036135,0.01892935,1.07981904,1.50280094,1.53342025
-4.85342671,8.08590472,0.35680484,4.53967192,0.00580417,0.58996728,0.01757047,1.07504784,1.45479863,1.54160328
-4.84742371,8.21874737,0.36056488,4.70462524,0.00560269,0.56054900,0.01638540,1.06982211,1.40805979,1.54888391
-4.84142071,8.35598915,0.36442757,4.87351789,0.00543886,0.53236972,0.01537061,1.06439475,1.36310115,1.55539356
-4.83541771,8.49620046,0.36844385,5.04431620,0.00530904,0.50564846,0.01452149,1.05900351,1.32036704,1.56123696
-4.82941471,8.63773644,0.37264960,5.21488586,0.00521003,0.48055776,0.01383241,1.05385822,1.28022184,1.56648627
-4.82341171,8.77873350,0.37706261,5.38300628,0.00513897,0.45722252,0.01329680,1.04912944,1.24294425,1.57117676
-4.81740870,8.91711704,0.38168025,5.54639117,0.00509323,0.43572024,0.01290715,1.04493910,1.20872364,1.57530407
-4.81140570,9.05062127,0.38647800,5.70271549,0.00507034,0.41608224,0.01265509,1.04135354,1.17765852,1.57882340
-4.80540270,9.17682134,0.39140898,5.84964865,0.00506790,0.39829619,0.01253135,1.03837947,1.14975728,1.58165047
-4.79939970,9.29317728,0.39640449,5.98489325,0.00508348,0.38230956,0.01252581,1.03596294,1.12494121,1.58366431
-4.79339670,9.39708844,0.40137560,6.10622831,0.00511461,0.36803402,0.01262753,1.03399158,1.10304977,1.58471177
-4.78739370,9.48595651,0.40621571,6.21155535,0.00515869,0.35535066,0.01282481,1.03229989,1.08384812,1.58461342
-4.78139070,9.55725479,0.41080409,6.29894562,0.00521305,0.34411587,0.01310524,1.03067743,1.06703670,1.58317094
-4.77538769,9.60860075,0.41501020,6.36668626,0.00527488,0.33416764,0.01345581,1.02887960,1.05226267,1.58017534
-4.76938469,9.63782910,0.41869877,6.41332362,0.00534131,0.32533228,0.01386302,1.02664038,1.03913291,1.57541609
-4.76338169,9.64306215,0.42173536,6.43770147,0.00540945,0.31743119,0.01431305,1.02368668,1.02722832,1.56869063
-4.75737869,9.62277470,0.42399217,6.43899264,0.00547644,0.31028755,0.01479199,1.01975350,1.01611887,1.55981414
-4.75137569,9.57585073,0.42535410,6.41672235,0.00553958,0.30373278,0.01528599,1.01459930,1.00537908,1.54862912
-4.74537269,9.50162976,0.42572457,6.37078247,0.00559635,0.29761251,0.01578162,1.00802081,0.99460336,1.53501467
-4.73936968,9.39994116,0.42503109,6.30143596,0.00564458,0.29179190,0.01626608,0.99986678,0.98342070,1.51889517
-4.73336668,9.27112502,0.42323019,6.20931133,0.00568250,0.28616013,0.01672757,0.99004990,0.97150827,1.50024795
-4.72736368,9.11603925,0.42031170,6.09538757,0.00570883,0.28063395,0.01715554,0.97855638,0.95860338,1.47911003
-4.72136068,8.93605240,0.41630200,5.96097023,0.00572290,0.27516010,0.01754102,0.96545277,0.94451333,1.45558343
-4.71535768,8.73302301,0.41126626,5.80765967,0.00572467,0.26971661,0.01787692,0.95088964,0.92912286,1.42983897
-4.70935468,8.50926591,0.40530942,5.63731303,0.00571480,0.26431281,0.01815823,0.93510189,0.91239881,1.40211841
-4.70335168,8.26750699,0.39857593,5.45200116,0.00569467,0.25898816,0.01838226,0.91840560,0.89439180,1.37273467
-4.69734867,8.01082768,0.39124815,5.25396241,0.00566636,0.25380986,0.01854874,0.90119144,0.87523486,1.34207014
-4.69134567,7.74260098,0.38354342,5.04555470,0.00563264,0.24886931,0.01865986,0.88391477,0.85513894,1.31057282
-4.68534267,7.46642070,0.37570988,4.82920745,0.00559686,0.24427762,0.01872030,0.86708287,0.83438554,1.27875041
-4.67933967,7.18602602,0.36802106,4.60737474,0.00556292,0.24016019,0.01873707,0.85123942,0.81331662,1.24716231
-4.67333667,6.90522317,0.36076944,4.38249089,0.00553511,0.23665068,0.01871932,0.83694702,0.79232218,1.21640952
-4.66733367,6.62780608,0.35425911,4.15692940,0.00551798,0.23388449,0.01867805,0.82476823,0.77182600,1.18712284
-4.66133067,6.35747814,0.34879762,3.93296606,0.00551617,0.23199209,0.01862578,0.81524575,0.75227002,1.15994928
-4.65532766,6.09777659,0.34468744,3.71274662,0.00553427,0.23109236,0.01857609,0.80888250,0.73409797,1.13553731
-4.64932466,5.85200147,0.34221707,3.49825953,0.00557661,0.23128623,0.01854318,0.80612238,0.71773896,1.11452107
-4.64332166,5.62315065,0.34165212,3.29131370,0.00564708,0.23265092,0.01854134,0.80733230,0.70359154,1.09750409
