energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.83791896,0.60357588,-2.19183189,0.00606612,-0.01965786,0.00000000,-0.00000000,0.39754311,-0.59078845,0.09758698,-0.69188776,0.00518131,-0.01079496,0.01449954,-0.15327486,0.42279798,-1.33787488,0.00000000,-0.00000000
-5.83191596,0.58670287,-2.13903784,0.00587847,-0.01928288,0.00000000,-0.00000000,0.39681456,-0.58995710,0.09212379,-0.67664339,0.00504035,-0.00996071,0.01444398,-0.14916845,0.41226915,-1.30680343,0.00000000,-0.00000000
-5.82591296,0.57047871,-2.08377211,0.00568810,-0.01887372,0.00000000,-0.00000000,0.39514573,-0.58920722,0.08668649,-0.65983633,0.00497321,-0.00916412,0.01439441,-0.14475283,0.40213773,-1.27455238,0.00000000,-0.00000000
-5.81990995,0.55469611,-2.02626716,0.00549419,-0.01843281,0.00000000,-0.00000000,0.39237590,-0.58848938,0.08130042,-0.64149236,0.00497811,-0.00841537,0.01433687,-0.14005377,0.39224206,-1.24126474,0.00000000,-0.00000000
-5.81390695,0.53916110,-1.96675668,0.00529608,-0.01796277,0.00000000,-0.00000000,0.38836855,-0.58773414,0.07599291,-0.62166363,0.00505222,-0.00772355,0.01425870,-0.13509776,0.38243014,-1.20707563,0.00000000,-0.00000000
-5.80790395,0.52369849,-1.90548349,0.00509325,-0.01746648,0.00000000,-0.00000000,0.38301637,-0.58685530,0.07079190,-0.60043200,0.00519164,-0.00709649,0.01414885,-0.12991248,0.37256431,-1.17211693,0.00000000,-0.00000000
-5.80190095,0.50815655,-1.84270599,0.00488541,-0.01694704,0.00000000,-0.00000000,0.37624527,-0.58575355,0.06572477,-0.57791088,0.00539147,-0.00654076,0.01399821,-0.12452715,0.36252515,-1.13652131,0.00000000,-0.00000000
-5.79589795,0.49241069,-1.77870251,0.00467250,-0.01640786,0.00000000,-0.00000000,0.36801736,-0.58432037,0.06081737,-0.55424542,0.00564577,-0.00606162,0.01379990,-0.11897277,0.35221462,-1.10042537,0.00000000,-0.00000000
-5.78989495,0.47636611,-1.71377335,0.00445468,-0.01585258,0.00000000,-0.00000000,0.35833270,-0.58244212,0.05609334,-0.52961096,0.00594764,-0.00566301,0.01354941,-0.11328215,0.34155818,-1.06397165,0.00000000,-0.00000000
-5.78389195,0.45995924,-1.64824016,0.00423239,-0.01528507,0.00000000,-0.00000000,0.34722969,-0.58000406,0.05157352,-0.50420977,0.00628927,-0.00534756,0.01324476,-0.10748976,0.33050609,-1.02730938,0.00000000,-0.00000000
-5.77788894,0.44315816,-1.58244270,0.00400631,-0.01470935,0.00000000,-0.00000000,0.33478418,-0.57689427,0.04727576,-0.47826626,0.00666204,-0.00511658,0.01288650,-0.10163148,0.31903361,-0.99059381,0.00000000,-0.00000000
-5.77188594,0.42596179,-1.51673325,0.00377734,-0.01412953,0.00000000,-0.00000000,0.32110727,-0.57300726,0.04321479,-0.45202091,0.00705667,-0.00497009,0.01247771,-0.09574408,0.30714037,-0.95398436,0.00000000,-0.00000000
-5.76588294,0.40839827,-1.45146910,0.00354662,-0.01354969,0.00000000,-0.00000000,0.30634191,-0.56824728,0.03940235,-0.42572316,0.00746332,-0.00490683,0.01202387,-0.08986465,0.29484889,-0.91764166,0.00000000,-0.00000000
-5.75987994,0.39052244,-1.38700353,0.00331548,-0.01297384,0.00000000,-0.00000000,0.29065853,-0.56253122,0.03584746,-0.39962378,0.00787183,-0.00492434,0.01153277,-0.08402997,0.28220239,-0.88172373,0.00000000,-0.00000000
-5.75387694,0.37241270,-1.32367602,0.00308537,-0.01240574,0.00000000,-0.00000000,0.27424984,-0.55579091,0.03255679,-0.37396703,0.00827191,-0.00501891,0.01101427,-0.07827573,0.26926208,-0.84638166,0.00000000,-0.00000000
-5.74787394,0.35416742,-1.26180227,0.00285787,-0.01184884,0.00000000,-0.00000000,0.25732509,-0.54797500,0.02953513,-0.34898305,0.00865335,-0.00518567,0.01048008,-0.07263589,0.25610407,-0.81175508,0.00000000,-0.00000000
-5.74187094,0.33590118,-1.20166480,0.00263461,-0.01130620,0.00000000,-0.00000000,0.24010408,-0.53905019,0.02678596,-0.32488091,0.00900630,-0.00541863,0.00994356,-0.06714197,0.24281602,-0.77796776,0.00000000,-0.00000000
-5.73586793,0.31774094,-1.14350453,0.00241727,-0.01078037,0.00000000,-0.00000000,0.22281107,-0.52900197,0.02431194,-0.30184260,0.00932149,-0.00571071,0.00941946,-0.06182253,0.22949387,-0.74512362,0.00000000,-0.00000000
-5.72986493,0.29982236,-1.08751409,0.00220746,-0.01027338,0.00000000,-0.00000000,0.20566903,-0.51783471,0.02211553,-0.28001825,0.00959048,-0.00605387,0.00892367,-0.05670267,0.21623861,-0.71330358,0.00000000,-0.00000000
-5.72386193,0.28228637,-1.03383305,0.00200675,-0.00978667,0.00000000,-0.00000000,0.18889433,-0.50557130,0.02019949,-0.25952278,0.00980591,-0.00643913,0.00847304,-0.05180371,0.20315327,-0.68256324,0.00000000,-0.00000000
-5.71785893,0.26527625,-0.98254553,0.00181660,-0.00932109,0.00000000,-0.00000000,0.17269199,-0.49225226,0.01856735,-0.24043416,0.00996167,-0.00685676,0.00808513,-0.04714299,0.19034035,-0.65293176,0.00000000,-0.00000000
-5.71185593,0.24893495,-0.93368004,0.00163833,-0.00887692,0.00000000,-0.00000000,0.15725189,-0.47793451,0.01722380,-0.22279309,0.01005308,-0.00729638,0.00777805,-0.04273382,0.17789959,-0.62441186,0.00000000,-0.00000000
-5.70585293,0.23340303,-0.88721184,0.00147311,-0.00845387,0.00000000,-0.00000000,0.14274560,-0.46268968,0.01617502,-0.20660430,0.01007703,-0.00774718,0.00757026,-0.03858554,0.16592618,-0.59698103,0.00000000,-0.00000000
-5.69984992,0.21881688,-0.84306736,0.00132193,-0.00805120,0.00000000,-0.00000000,0.12932433,-0.44660231,0.01542885,-0.19183914,0.01003202,-0.00819805,0.00748041,-0.03470370,0.15450939,-0.57059395,0.00000000,-0.00000000
-5.69384692,0.20530735,-0.80113062,0.00118560,-0.00766772,0.00000000,-0.00000000,0.11711752,-0.42976781,0.01499485,-0.17843929,0.00991820,-0.00863787,0.00752715,-0.03109034,0.14373163,-0.54518578,0.00000000,-0.00000000
-5.68784392,0.19299858,-0.76125118,0.00106475,-0.00730193,0.00000000,-0.00000000,0.10623235,-0.41229036,0.01488426,-0.16632144,0.00973734,-0.00905572,0.00772891,-0.02774436,0.13366776,-0.52067637,0.00000000,-0.00000000
-5.68184092,0.18200694,-0.72325322,0.00095982,-0.00695210,0.00000000,-0.00000000,0.09675374,-0.39428087,0.01510973,-0.15538255,0.00949272,-0.00944112,0.00810366,-0.02466188,0.12438477,-0.49697511,0.00000000,-0.00000000
-5.67583792,0.17244001,-0.68694526,0.00087108,-0.00661637,0.00000000,-0.00000000,0.08874502,-0.37585502,0.01568497,-0.14550546,0.00918903,-0.00978430,0.00866865,-0.02183668,0.11594148,-0.47398599,0.00000000,-0.00000000
-5.66983492,0.16439542,-0.65213010,0.00079862,-0.00629283,0.00000000,-0.00000000,0.08224881,-0.35713145,0.01662421,-0.13656458,0.00883213,-0.01007647,0.00944002,-0.01926066,0.10838850,-0.45161295,0.00000000,-0.00000000
-5.66383192,0.15795957,-0.61861440,0.00074240,-0.00597968,0.00000000,-0.00000000,0.07728815,-0.33823023,0.01794150,-0.12843135,0.00842890,-0.01030998,0.01043242,-0.01692423,0.10176811,-0.42976496,0.00000000,-0.00000000
-5.65782891,0.15320607,-0.58621763,0.00070221,-0.00567524,0.00000000,-0.00000000,0.07386775,-0.31927148,0.01964993,-0.12097931,0.00798696,-0.01047859,0.01165851,-0.01481676,0.09611414,-0.40836080,0.00000000,-0.00000000
-5.65182591,0.15019397,-0.55477993,0.00067774,-0.00537807,0.00000000,-0.00000000,0.07197507,-0.30037438,0.02176069,-0.11408856,0.00751441,-0.01057759,0.01312842,-0.01292697,0.09145180,-0.38733313,0.00000000,-0.00000000
-5.64582291,0.14896581,-0.52416853,0.00066855,-0.00508703,0.00000000,-0.00000000,0.07158132,-0.28165632,0.02428205,-0.10764941,0.00701962,-0.01060396,0.01484919,-0.01124327,0.08779749,-0.36663199,0.00000000,-0.00000000
-5.63981991,0.14954557,-0.49428275,0.00067407,-0.00480129,0.00000000,-0.00000000,0.07264235,-0.26323236,0.02721835,-0.10156531,0.00651093,-0.01055638,0.01682407,-0.00975409,0.08515849,-0.34622722,0.00000000,-0.00000000
-5.63381691,0.15193656,-0.46505719,0.00069365,-0.00452041,0.00000000,-0.00000000,0.07509919,-0.24521491,0.03056898,-0.09575475,0.00599646,-0.01043527,0.01905195,-0.00844821,0.08353272,-0.32611003,0.00000000,-0.00000000
-5.62781391,0.15611958,-0.43646323,0.00072657,-0.00424430,0.00000000,-0.00000000,0.07887863,-0.22771356,0.03432741,-0.09015245,0.00548390,-0.01024275,0.02152675,-0.00731497,0.08290849,-0.30629361,0.00000000,-0.00000000
-5.62181091,0.16205142,-0.40850895,0.00077197,-0.00397321,0.00000000,-0.00000000,0.08389358,-0.21083498,0.03848041,-0.08470959,0.00498033,-0.00998254,0.02423680,-0.00634455,0.08326448,-0.28681264,0.00000000,-0.00000000
-5.61580790,0.16966385,-0.38123742,0.00082896,-0.00370777,0.00000000,-0.00000000,0.09004352,-0.19468306,0.04300742,-0.07939339,0.00449212,-0.00965977,0.02716447,-0.00552812,0.08456985,-0.26772211,0.00000000,-0.00000000
-5.60980490,0.17886345,-0.35472371,0.00089655,-0.00344888,0.00000000,-0.00000000,0.09721504,-0.17935888,0.04788020,-0.07418603,0.00402481,-0.00928082,0.03028583,-0.00485807,0.08678470,-0.24909515,0.00000000,-0.00000000
-5.60380190,0.18953238,-0.32907074,0.00097370,-0.00319770,0.00000000,-0.00000000,0.10528267,-0.16496081,0.05306286,-0.06908301,0.00358308,-0.00885308,0.03357052,-0.00432810,0.08986090,-0.23102033,0.00000000,-0.00000000
-5.59779890,0.20153016,-0.30440430,0.00105932,-0.00295561,0.00000000,-0.00000000,0.11411005,-0.15158449,0.05851214,-0.06409129,0.00317075,-0.00838469,0.03698187,-0.00393331,0.09374334,-0.21359849,0.00000000,-0.00000000
-5.59179590,0.21469670,-0.28086755,0.00115229,-0.00272412,0.00000000,-0.00000000,0.12355154,-0.13932270,0.06417820,-0.05922699,0.00279081,-0.00788427,0.04047718,-0.00367032,0.09837168,-0.19693910,0.00000000,-0.00000000
-5.58579290,0.22885654,-0.25861506,0.00125150,-0.00250483,0.00000000,-0.00000000,0.13345436,-0.12826514,0.07000577,-0.05451316,0.00244547,-0.00736063,0.04400840,-0.00353724,0.10368257,-0.18115659,0.00000000,-0.00000000
-5.57978989,0.24382421,-0.23780694,0.00135583,-0.00229936,0.00000000,-0.00000000,0.14366132,-0.11849793,0.07593571,-0.04997748,0.00213626,-0.00682256,0.04752290,-0.00353365,0.10961229,-0.16636658,0.00000000,-0.00000000
-5.57378689,0.25941068,-0.21860298,0.00146422,-0.00210931,0.00000000,-0.00000000,0.15401402,-0.11010305,0.08190697,-0.04565009,0.00186413,-0.00627852,0.05096463,-0.00366055,0.11609976,-0.15268225,0.00000000,-0.00000000
-5.56778389,0.27543066,-0.20115716,0.00157571,-0.00193621,0.00000000,-0.00000000,0.16435652,-0.10315737,0.08785877,-0.04156159,0.00162958,-0.00573648,0.05427546,-0.00392015,0.12308990,-0.14021088,0.00000000,-0.00000000
-5.56178089,0.29171047,-0.18561261,0.00168943,-0.00178143,0.00000000,-0.00000000,0.17453940,-0.09773158,0.09373312,-0.03774133,0.00143279,-0.00520371,0.05739668,-0.00431572,0.13053699,-0.12905077,0.00000000,-0.00000000
-5.55577789,0.30809612,-0.17209703,0.00180466,-0.00164620,0.00000000,-0.00000000,0.18442398,-0.09388871,0.09947737,-0.03421593,0.00127373,-0.00468667,0.06027069,-0.00485131,0.13840811,-0.11928839,0.00000000,-0.00000000
-5.54977489,0.32446118,-0.16071874,0.00192088,-0.00153152,0.00000000,-0.00000000,0.19388652,-0.09168248,0.10504677,-0.03100823,0.00115231,-0.00419088,0.06284273,-0.00553137,0.14668623,-0.11099603,0.00000000,-0.00000000
-5.54377189,0.34071411,-0.15156326,0.00203776,-0.00143817,0.00000000,-0.00000000,0.20282221,-0.09115531,0.11040696,-0.02813633,0.00106845,-0.00372087,0.06506263,-0.00636040,0.15537289,-0.10422973,0.00000000,-0.00000000
-5.53776888,0.35680447,-0.14469052,0.00215519,-0.00136666,0.00000000,-0.00000000,0.21114873,-0.09233609,0.11553603,-0.02561315,0.00102221,-0.00328019,0.06688646,-0.00734246,0.16449026,-0.09902765,0.00000000,-0.00000000
-5.53176588,0.37272772,-0.14013253,0.00227332,-0.00131723,0.00000000,-0.00000000,0.21880909,-0.09523780,0.12042635,-0.02344609,0.00101387,-0.00287141,0.06827808,-0.00848066,0.17408224,-0.09540875,0.00000000,-0.00000000
-5.52576288,0.38852804,-0.13789164,0.00239249,-0.00128982,0.00000000,-0.00000000,0.22577360,-0.09985499,0.12508569,-0.02163701,0.00104392,-0.00249619,0.06921041,-0.00977666,0.18421465,-0.09337185,0.00000000,-0.00000000
-5.51975988,0.40429916,-0.13793932,0.00251332,-0.00128409,0.00000000,-0.00000000,0.23204077,-0.10616121,0.12953789,-0.02018235,0.00111315,-0.00215533,0.06966648,-0.01123009,0.19497415,-0.09289503,0.00000000,-0.00000000
-5.51375688,0.42018270,-0.14021546,0.00263657,-0.00129937,0.00000000,-0.00000000,0.23763709,-0.11410662,0.13382262,-0.01907347,0.00122263,-0.00184891,0.06964012,-0.01283805,0.20646600,-0.09393530,0.00000000,-0.00000000
-5.50775388,0.43636410,-0.14462815,0.00276319,-0.00133471,0.00000000,-0.00000000,0.24261551,-0.12361581,0.13799465,-0.01829705,0.00137367,-0.00157639,0.06913632,-0.01459459,0.21881057,-0.09642872,0.00000000,-0.00000000
-5.50175088,0.45306617,-0.15105418,0.00289423,-0.00138882,0.00000000,-0.00000000,0.24705274,-0.13458605,0.14212215,-0.01783566,0.00156779,-0.00133674,0.06817118,-0.01649031,0.23213861,-0.10029083,0.00000000,-0.00000000
-5.49574787,0.47054036,-0.15934009,0.00303077,-0.00146015,0.00000000,-0.00000000,0.25104547,-0.14688612,0.14628450,-0.01766833,0.00180661,-0.00112857,0.06677153,-0.01851199,0.24658553,-0.10541751,0.00000000,-0.00000000
-5.48974487,0.48905619,-0.16930402,0.00317389,-0.00154687,0.00000000,-0.00000000,0.25470551,-0.16035593,0.15056944,-0.01777126,0.00209178,-0.00095024,0.06497419,-0.02064240,0.26228478,-0.11168635,0.00000000,-0.00000000
-5.48374187,0.50888917,-0.18073839,0.00332458,-0.00164688,0.00000000,-0.00000000,0.25815425,-0.17480706,0.15506972,-0.01811853,0.00242486,-0.00079999,0.06282495,-0.02286020,0.27936065,-0.11895853,0.00000000,-0.00000000
-5.47773887,0.53030780,-0.19341347,0.00348363,-0.00175788,0.00000000,-0.00000000,0.26151668,-0.19002432,0.15987954,-0.01868284,0.00280717,-0.00067607,0.06037728,-0.02514007,0.29792083,-0.12708120,0.00000000,-0.00000000
-5.47173587,0.55356032,-0.20708181,0.00365165,-0.00187734,0.00000000,-0.00000000,0.26491515,-0.20576848,0.16509074,-0.01943630,0.00323968,-0.00057682,0.05769087,-0.02745294,0.31804898,-0.13589061,0.00000000,-0.00000000
-5.46573287,0.57886175,-0.22148376,0.00382892,-0.00200263,0.00000000,-0.00000000,0.26846337,-0.22178012,0.17078919,-0.02035128,0.00372280,-0.00050078,0.05483009,-0.02976645,0.33979789,-0.14521564,0.00000000,-0.00000000
-5.45972986,0.60638205,-0.23635372,0.00401540,-0.00213101,0.00000000,-0.00000000,0.27226086,-0.23778475,0.17705129,-0.02140121,0.00425630,-0.00044673,0.05186236,-0.03204559,0.36318339,-0.15488210,0.00000000,-0.00000000
-5.45372686,0.63623596,-0.25142733,0.00421067,-0.00225970,0.00000000,-0.00000000,0.27638823,-0.25349884,0.18394102,-0.02256145,0.00483914,-0.00041379,0.04885661,-0.03425348,0.38817952,-0.16471735,0.00000000,-0.00000000
-5.44772386,0.66847497,-0.26644916,0.00441395,-0.00238598,0.00000000,-0.00000000,0.28090354,-0.26863684,0.19150749,-0.02381014,0.00546935,-0.00040142,0.04588181,-0.03635231,0.41471524,-0.17455545,0.00000000,-0.00000000
-5.44172086,0.70308220,-0.28118089,0.00462407,-0.00250721,0.00000000,-0.00000000,0.28583993,-0.28291888,0.19978320,-0.02512904,0.00614393,-0.00040953,0.04300564,-0.03830439,0.44267287,-0.18424246,0.00000000,-0.00000000
-5.43571786,0.73997013,-0.29540955,0.00483950,-0.00262095,0.00000000,-0.00000000,0.29120471,-0.29607881,0.20878317,-0.02650432,0.00685876,-0.00043841,0.04029337,-0.04007327,0.47188855,-0.19364182,0.00000000,-0.00000000
-5.42971486,0.77898163,-0.30895550,0.00505842,-0.00272499,0.00000000,-0.00000000,0.29697990,-0.30787234,0.21850477,-0.02792729,0.00760859,-0.00048878,0.03780692,-0.04162489,0.50215463,-0.20263957,0.00000000,-0.00000000
-5.42371186,0.81989424,-0.32167989,0.00527880,-0.00281744,0.00000000,-0.00000000,0.30312429,-0.31808486,0.22892845,-0.02939504,0.00838700,-0.00056179,0.03560420,-0.04292870,0.53322421,-0.21114908,0.00000000,-0.00000000
-5.41770885,0.86242731,-0.33349104,0.00549840,-0.00289680,0.00000000,-0.00000000,0.30957686,-0.32653860,0.24001915,-0.03091096,0.00918647,-0.00065898,0.03373854,-0.04395876,0.56481737,-0.21911521,0.00000000,-0.00000000
-5.41170585,0.90625202,-0.34434955,0.00571496,-0.00296199,0.00000000,-0.00000000,0.31626136,-0.33309875,0.25172839,-0.03248506,0.00999842,-0.00078223,0.03225839,-0.04469462,0.59662919,-0.22651749,0.00000000,-0.00000000
-5.40570285,0.95100343,-0.35427167,0.00592624,-0.00301237,0.00000000,-0.00000000,0.32309189,-0.33767825,0.26399684,-0.03413414,0.01081336,-0.00093372,0.03120716,-0.04512213,0.62833903,-0.23337216,0.00000000,-0.00000000
-5.39969985,0.99629423,-0.36333073,0.00613012,-0.00304783,0.00000000,-0.00000000,0.32997904,-0.34024095,0.27675720,-0.03588179,0.01162105,-0.00111587,0.03062309,-0.04523400,0.65962074,-0.23973293,0.00000000,-0.00000000
-5.39369685,1.04172928,-0.37165644,0.00632471,-0.00306874,0.00000000,-0.00000000,0.33683640,-0.34080296,0.28993719,-0.03775805,0.01241069,-0.00133126,0.03053930,-0.04503019,0.69015336,-0.24569026,0.00000000,-0.00000000
-5.38769385,1.08692033,-0.37943184,0.00650844,-0.00307594,0.00000000,-0.00000000,0.34358697,-0.33943209,0.30346253,-0.03979890,0.01317114,-0.00158250,0.03098371,-0.04451797,0.71963181,-0.25136916,0.00000000,-0.00000000
-5.38169085,1.13150014,-0.38688812,0.00668010,-0.00307077,0.00000000,-0.00000000,0.35016913,-0.33624534,0.31725960,-0.04204559,0.01389119,-0.00187218,0.03197903,-0.04371180,0.74777708,-0.25692548,0.00000000,-0.00000000
-5.37568784,1.17513511,-0.39429721,0.00683893,-0.00305494,0.00000000,-0.00000000,0.35654189,-0.33140458,0.33125775,-0.04454357,0.01455981,-0.00220268,0.03354262,-0.04263296,0.77434543,-0.26254074,0.00000000,-0.00000000
-5.36968484,1.21753610,-0.40196252,0.00698460,-0.00303054,0.00000000,-0.00000000,0.36268905,-0.32511048,0.34539095,-0.04734138,0.01516647,-0.00257613,0.03568629,-0.04130896,0.79913627,-0.26841579,0.00000000,-0.00000000
-5.36368184,1.25846649,-0.41020814,0.00711728,-0.00299997,0.00000000,-0.00000000,0.36862207,-0.31759521,0.35959886,-0.05048933,0.01570136,-0.00299420,0.03841596,-0.03977276,0.82199810,-0.27476334,0.00000000,-0.00000000
-5.35767884,1.29774744,-0.41936685,0.00723755,-0.00296580,0.00000000,-0.00000000,0.37438137,-0.30911387,0.37382713,-0.05403799,0.01615565,-0.00345800,0.04173124,-0.03806180,0.84283259,-0.28179985,0.00000000,-0.00000000
-5.35167584,1.33525981,-0.42976755,0.00734642,-0.00293074,0.00000000,-0.00000000,0.38003602,-0.29993543,0.38802702,-0.05803671,0.01652179,-0.00396799,0.04562490,-0.03621703,0.86159617,-0.28973694,0.00000000,-0.00000000
-5.34567284,1.37094280,-0.44172252,0.00744523,-0.00289754,0.00000000,-0.00000000,0.38568184,-0.29033331,0.40215427,-0.06253210,0.01679365,-0.00452377,0.05008225,-0.03428175,0.87829946,-0.29877282,0.00000000,-0.00000000
